13年12月14日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年12月14日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝2880m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■10R  ダ1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
 9,11,Ｋフライバイナイト, 48,村田一, 1.3, 49, -10,*  2, 8, 37.7, ⑮⑮, 9, 2, トモヲエラババ,,大江原,199.4,,,,10,162.3,⑦⑨⑨, 9, 2, ユキノプリンス,---,北村宏, 0.7, 27, -46,   0, 3,  5.0,⑨⑨⑪, 9, 1,Ｊリベラルアｰツ, 77,松山弘, 1.1, 73,   9,   7,16,147.6,⑫⑫⑪
10, 3,Ｄゴッドマザｰ, 56,田辺裕, 1.5, 49,   4, -13, 9, 38.3, ④④,10, 4, ストロングティラノ,,五十嵐,200.4,,,, 4, 16.1,⑩⑪⑩,10, 8, ネアポリス,---,柴田善, 0.9, 17,*-41, -14, 7, 16.0,①①①,10, 5,Ｐクリｰムソｰダ, 72,北村宏, 1.2, 70,* 12,  -2, 8, 17.6,①①①
11,13,Ｌオキテスグメシ, 45,宮崎北, 1.6, 49,   3, -13,15,292.6, ⑥⑨,11,10, リネンハウス,,蓑島靖,203.8,,,,12,326.2,⑫⑫⑫,11, 3, マイネグリンダ,---,柴田大, 1.0, 20,*-41, -11,10, 78.1,②③④,11, 9,Ｎツインエンジェルズ, 74,村田一, 1.4, 72,  11,   1,15,125.6,⑧⑧⑧
12, 4,Ｈコスモロザラム, 49,柴田大, 1.8, 45,  -1, -12,10,101.3, ⑨⑧,12, 1, ショウナンパレット,,浜野谷,204.2,,,,11,174.0,①⑦⑪,12,13, ベレロフォン,---,大野拓, 1.4, 21, -46,  -6,13,191.5,⑬⑫⑫,12, 2,Ｍスギノハルバｰド, 74,津村明, 1.5, 72,   8,   5,14,105.9,⑭⑭⑮
13, 5,Ｆドラゴンボｰテ, 54,左海誠, 2.0, 44,  -2, -11,11,149.7, ⑪⑩,,,,,,,,,,,,,13, 5, ウインスフィｰダ,---,津村明, 3.3,-10, -47, -34,11, 89.3,⑧⑪⑬,13,14,Ｅスタｰノエル, 81,蛯名正, 2.0, 66,* 12,  -8, 2,  4.2,③③⑤
14,12,Ｇミスマリキｰタ, 53,後藤浩, 2.3, 43,   5, -20, 6, 10.2, ⑤⑦,,,,,,,,,,,,,,,,,,,,,,,,,14,10,Ｆダンディｰレイ, 80,内田博, 2.2, 65,* 12, -10, 5,  8.8,②②②
15,10,Ｏタケノフォｰスタｰ, 34,嘉藤貴, 2.4, 37,  -8, -11,16,354.2, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,15,16,Ｌダノンアイガｰ, 75,後藤浩, 2.3, 63,  10,  -7,12, 69.4,⑦⑨⑨
16, 2,Ｐナインドリｰム, 32,田中博, 3.1, 36,  -2, -19,13,210.4, ⑩⑫,,,,,,,,,,,,,,,,,,,,,,,,,16,12,Ｉタッチザタｰゲット, 77,戸崎圭, 2.5, 63,  10,  -8, 6, 12.5,⑨⑩⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-25 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,
"単勝:350円 複勝:08=150円 16=310円 14=3,100円 枠連:460円",,,,,,,,,,,,単勝:620円 複勝:06=120円 07=100円 12=170円 枠連:280円,,,,,,,,,,,,"単勝:1,250円 複勝:11=320円 10=580円 01=160円 枠連:10,840円",,,,,,,,,,,,"単勝:420円 複勝:04=180円 07=400円 15=1,220円 枠連:1,260円",,,,,,,,,,,
"馬連:1,160円 ワイド:08-16=530円 08-14=6,580円 14-16=11,130円",,,,,,,,,,,,馬連:310円 ワイド:06-07=160円 06-12=350円 07-12=220円,,,,,,,,,,,,"馬連:12,060円 ワイド:10-11=2,650円 01-11=770円 01-10=1,220円",,,,,,,,,,,,"馬連:2,430円 ワイド:04-07=1,110円 04-15=3,580円 07-15=7,180円",,,,,,,,,,,
"馬単:2,160円 3連複:52,640円 3連単:135,990円",,,,,,,,,,,,"馬単:1,040円 3連複:440円 3連単:3,080円",,,,,,,,,,,,"馬単:24,090円 3連複:13,700円 3連単:124,040円",,,,,,,,,,,,"馬単:3,760円 3連複:30,730円 3連単:146,860円",,,,,,,,,,,
■ 2R  ダ1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 8R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■11R  芝1800m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾃﾞｨｾﾝﾊﾞｰｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｃチャプレット, 59,田辺裕,, 59,*  1,* -5, 2,  4.8,④③③, 1, 6,Ｈダイワラスタｰ, 53,後藤浩,, 61,  -8,  -1, 9, 30.0,⑥⑤⑤, 1, 2,Ａアビリティラヴ, 80,柴田善,, 72,*  4,   7, 1,  1.4, ③③, 1, 8,Ｆエアソミュｰル, 81,戸崎圭,, 86,  11,  10, 1,  4.5,④⑤⑤
 2, 5,Ｆサウザンドオｰクス, 48,江田照, 0.2, 59,*  1,* -7,10, 71.6,①①①, 2,10,Ｉドリｰムティアラ, 53,内田博, 0.2, 59, -12,*  0, 1,  3.6,⑨⑦⑧, 2, 3,Ｄキタサンミカヅキ, 73,武士沢, 0.6, 67,  -8,* 12, 2,  6.6, ⑬⑬, 2,14,Ｊセイクリッドバレｰ, 78,津村明, 0.1, 87,   8,  13,14, 94.8,⑧⑧⑧
 3, 6,Ｂリサプシュケ, 60,宮崎北, 0.8, 55,  -1,* -7, 5, 12.3,⑥⑦⑦, 3, 3,Ｂランデッククィｰン, 58,戸崎圭, 0.2, 57,  -9,  -3, 6, 16.1,⑩⑥⑥, 3,10,Ｆヴェルタｰト, 66,北村宏, 0.6, 67,   3,   3,10, 49.0, ④④, 3,10,Ｌダｰビｰフィズ, 77,蛯名正, 0.2, 86,   8,  12, 5,  7.6,⑨⑨⑨
 4, 9,Ｅレイズアセイル, 49,松山弘, 0.9, 55,  -1,  -8, 7, 21.1,⑧⑥⑥, 4,11,Ｃスウィｰトレイラニ, 58,蛯名正, 0.2, 60, -13,*  3, 2,  4.8,⑦⑩⑩, 4, 7,Ｉジャングルタｰザン, 63,蛯名正, 0.9, 65,  -3,   6, 8, 33.6, ⑨⑨, 4, 4,Ｅタイキパｰシヴァル, 82,石橋脩, 0.2, 84,* 14,   0, 6, 13.4,①①①
 5, 3,Ｉダイワインテンス, 42,北村宏, 1.2, 51,  -1, -11, 3,  4.8,⑤⑤⑤, 5, 2,Ｋコアクマ, 45,柴田善, 0.3, 57,* -7,  -8, 7, 28.0,④③④, 5, 4,Ｏヤマニンクレマ, 51,柴田大, 1.0, 64,   1,   1, 7, 20.2, ⑥⑤, 5, 2,Ａサクラアルディｰト, 89,ムｰア, 0.2, 84,  10,   9, 2,  4.8,⑥⑥⑦
 6,12,Ａハビタブルゾｰン, 61,石橋脩, 1.8, 49,*  1, -19, 1,  2.2,③②②, 6, 9,Ｆノｰスショアビｰチ, 55,村田一, 0.3, 56,* -8,  -7, 5,  8.8,③④③, 6, 5,Ｅタンブルブルｰタス, 69,内田博, 1.2, 62,  -6,   5, 5, 17.9, ⑩⑩, 6,16,Ｏフェイムゲｰム, 73,北村宏, 0.2, 87,   7,* 16, 8, 16.0,⑪⑪⑫
 7,11,Ｈマイネフェリｰス, 43,柴田大, 2.3, 47,  -4, -14,12,133.1,⑫⑪⑪, 7,16,Ａレッドウォｰリア, 61,北村宏, 0.3, 58, -13,*  3, 3,  4.9,⑫⑪⑫, 7, 1,Ｊレッドガナドｰラ, 63,戸崎圭, 1.4, 59,  -3,   1, 9, 38.7, ⑧⑧, 7,13,Ｃクラウンレガｰロ, 82,田中勝, 0.2, 89,   3,* 24, 4,  7.0,⑮⑮⑯
 8, 4,Ｄイニシアチブバイオ, 52,蛯名正, 2.5, 44,  -3, -18, 4,  8.5,⑭⑨⑧, 8, 8,Ｄバトルヴェルデ, 58,松山弘, 0.5, 51,* -6, -13, 8, 28.2,②②②, 8, 9,Ｐジェイケイヒｰロｰ, 28,後藤浩, 1.5, 58, -15,* 12,11,171.4, ⑯⑯, 8, 5,Ｉトップカミング, 78,武士沢, 0.4, 85,   6,  15,13, 87.4,⑬⑬⑪
 9, 7,Ｎデルマシズカチャン, 15,後藤浩, 2.9, 40,*  0, -28, 6, 20.0,②④④, 9, 4,Ｅグロリアストレイル, 56,田辺裕, 0.6, 55, -13,  -2, 4,  4.9,⑪⑨⑦, 9, 6,Ｂハクサンレガシｰ, 77,ムｰア, 1.8, 55,  -4,   0, 3, 12.5, ⑪⑪, 9,15,Ｈセイウンジャガｰズ, 81,後藤浩, 0.4, 83,  10,   6,11, 55.3,⑦⑦⑥
10,10,Ｌニシノクラｰケン, 36,岩部純, 3.0, 42,  -6, -17,13,188.6,⑩⑬⑫,10, 7,Ｌヴァリアンティｰ, 43,田中博, 0.8, 54, -15,  -1,14,111.8,⑬⑫⑪,10, 8,Ｍアスキットキング, 59,的場勇, 1.8, 59,   0,  -4,12,238.5, ⑦⑥,10, 7,Ｎサムソンズプライド, 73,田辺裕, 0.5, 81,* 12,   0, 9, 16.4,③③③
11, 8,Ｋデルマチエチャン, 36,武士沢, 3.2, 42,  -6, -17,14,199.8,⑮⑭⑬,11, 1,Ｇクリノミユキチャン, 54,左海誠, 1.0, 46,* -5, -21,12, 79.8,①①①,11,11,Ｇユキノマルガリｰタ, 66,津村明, 2.0, 55,*  6, -12,13,246.0, ①①,11, 1,Ｐコスモファントム, 72,柴田大, 0.5, 82,  11,   2,10, 50.2,②②②
12,15, トキメキブンブン,---,左海誠, 3.2, 41,  -6, -16,15,277.0,⑬⑮⑮,12,12,Ｎヤマニンジュニパｰ, 34,江田照, 1.3, 44, -10, -17,16,235.6,⑤⑧⑨,12,14,Ｎシンボリゾンネ, 56,木幡初, 2.2, 53,  -5,  -4,14,297.3, ⑫⑫,12, 6,Ｇモンテエン, 81,内田博, 0.6, 83,   7,  10, 7, 15.4,⑭⑫⑬
13,14,Ｊバトルタラサ, 41,戸崎圭, 3.8, 36,  -2, -31, 8, 56.1,⑪⑧⑨,13,15,Ｊマイネルゼｰラフ, 49,ムｰア, 1.4, 45, -16,  -9,10, 43.5,⑭⑭⑬,13,16,Ｋシムｰン, 62,左海誠, 3.3, 44,*  6, -23,15,314.1, ②②,13, 9,Ｄブリッツェン, 82,柴田善, 0.7, 80,  11,  -1,12, 59.4,⑤④④
14, 1,Ｇドリｰムマｰチ, 47,田中勝, 4.1, 35,  -3, -29, 9, 68.0,⑦⑩⑩,14,14,Ｍマイネジュラメント, 37,柴田大, 1.5, 44, -16, -11,11, 66.9,⑧⑬⑭,14,13,Ｌサンマルグロワｰル, 59,大野拓, 3.5, 41, -15,  -6,16,566.5, ⑮⑭,14, 3,Ｋイケドラゴン, 77,大野拓, 0.7, 80,   8,   6,16,229.8,⑩⑩⑩
15, 2,Ｍケｰジｰムスメ, 25,嘉藤貴, 5.0, 28,  -5, -35,11, 84.3,⑨⑫⑭,15,13,Ｐフェアｰリｰダｰ, 25,石橋脩, 1.6, 44, -17, -10,15,132.0,⑮⑮⑯,15,15,Ｃショウナンハヤブサ, 74,田辺裕, 3.6, 40,   3, -23, 6, 18.4, ⑤⑦,15,12,Ｂミヤジタイガ, 86,松山弘, 0.9, 79,   6,   9, 3,  4.9,⑫⑭⑭
,,,,,,,,,,,,16, 5,Ｏサニｰロブロイ, 34,田中勝, 1.8, 42, -17, -11,13, 85.8,⑯⑯⑮,16,12,Ｈナムライッポン, 66,田中勝, 4.4, 33,  -8, -19, 4, 17.5, ⑭⑮,16,11,Ｍムクドク, 75,江田照, 1.3, 76,   3,   7,15,120.6,⑯⑯⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:3),,,,,,,,,,,
"単勝:480円 複勝:13=210円 05=1,610円 06=290円 枠連:390円",,,,,,,,,,,,"単勝:3,000円 複勝:06=770円 10=190円 03=370円 枠連:3,210円",,,,,,,,,,,,単勝:140円 複勝:02=110円 03=160円 10=660円 枠連:310円,,,,,,,,,,,,"単勝:450円 複勝:08=200円 14=1,580円 10=290円 枠連:1,220円",,,,,,,,,,,
"馬連:21,190円 ワイド:05-13=4,670円 06-13=780円 05-06=5,520円",,,,,,,,,,,,"馬連:6,850円 ワイド:06-10=2,530円 03-06=3,330円 03-10=1,470円",,,,,,,,,,,,"馬連:430円 ワイド:02-03=240円 02-10=950円 03-10=2,400円",,,,,,,,,,,,"馬連:27,350円 ワイド:08-14=6,010円 08-10=820円 10-14=8,870円",,,,,,,,,,,
"馬単:29,350円 3連複:40,440円 3連単:255,960円",,,,,,,,,,,,"馬単:19,250円 3連複:22,700円 3連単:201,500円",,,,,,,,,,,,"馬単:620円 3連複:4,670円 3連単:12,110円",,,,,,,,,,,,"馬単:35,000円 3連複:52,880円 3連単:336,040円",,,,,,,,,,,
■ 3R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 6R  ダ1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 9R  芝1600m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■12R  芝1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,ひいらぎ賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｌストロングサウザｰ, 43,北村宏,, 67,   0,* 12, 2,  4.8,④④③, 1, 1, ゴｰルドキセキ,---,北村宏,, 65,*  1,   2, 1,  1.5, ①①, 1, 2,Ａミッキｰアイル, 73,ムｰア,, 82,*  6,* 13, 1,  1.3,①①①, 1,12,Ｃミナレット, 77,津村明,, 77,   1,   6, 5, 12.2,③③③
 2,16,Ａドラゴンキングダム, 67,内田博, 0.2, 66,*  2,*  7, 1,  1.6,②②②, 2, 5, アルディバイン,---,田中勝, 0.3, 63, -13,* 12, 4,  9.8, ⑤⑥, 2, 6,Ｃピｰクトラム, 69,大野拓, 0.6, 75,*  5,*  7, 2,  5.1,②②②, 2,13,Ｈショウナンダイチ, 73,柴田善, 0.0, 78,  -1,   9, 3,  7.9,⑥④④
 3,15,Ｊコスモジグ, 48,ムｰア, 0.7, 59,*  1,*  5, 3, 10.1,③③④, 3,11, ヘルヴェティア,---,田辺裕, 1.0, 58,   0,  -4, 2,  6.8, ④④, 3,14,Ｄマイネルメリエンダ, 67,柴田大, 1.3, 69,   4,   0, 5, 38.7,⑥⑤⑤, 3, 6,Ｂカフェリュウジン, 78,戸崎圭, 0.0, 77,  -2,  11, 2,  4.6,⑤⑥⑥
 4, 9,Ｅアイソレｰション, 54,蛯名正, 1.4, 58,   0,   0, 4, 11.9,⑧⑦⑥, 4, 9, マリカ,---,江田照, 1.2, 55, -20,* 11, 6, 23.8, ⑦⑦, 4,15,Ｉマイネルアウラｰト, 61,津村明, 1.4, 69,   0,   6,13,199.4,⑪⑪⑫, 4, 1,Ｅファンデルワｰルス, 77,田辺裕, 0.1, 74,*  4,   2, 6, 13.9,①②②
 5,14,Ｄヒシサブリナ, 55,松山弘, 1.8, 56,*  2,  -6, 6, 28.4,①①①, 5, 4, ステラトｰキョウ,---,大野拓, 1.3, 55, -15,   5, 3,  8.5, ⑥⑤, 5, 5,Ｂキｰンソｰド, 70,北村宏, 1.6, 65,  -3,   6, 4, 27.2,⑬⑭⑬, 5,10,Ｋプロスペラスマム, 70,左海誠, 0.3, 77,  -6,* 14,13,369.1,⑪⑪⑩
 6,10,Ｆバイタルワンダｰ, 53,戸崎圭, 1.9, 55,   1,  -4, 5, 20.4,⑤⑤⑤, 6, 2, ボｰルドケｰム,---,柴田大, 1.9, 50,  -1, -13, 7, 32.3, ③③, 6,11,Ｇアラマサクロフネ, 62,後藤浩, 1.7, 64,  -1,   1,10,133.9,⑭⑫⑧, 6, 3,Ｆドラゴンライズ, 75,蛯名正, 0.3, 76,  -5,  12, 8, 19.6,⑧⑧⑦
 7, 7,Ｃカガグレイハｰト, 58,大野拓, 2.7, 52,  -3,  -4, 7, 28.9,⑭⑪⑨, 7, 7, トウショウヴォワ,---,田中博, 2.6, 43, -20,  -1,10,142.4, ⑧⑧, 7,13,Ｋダウトレス, 55,蛯名正, 1.7, 63,   1,  -1, 6, 54.5,⑧⑨⑦, 7, 2,Ｉマイネルミラノ, 72,石橋脩, 0.3, 78,  -8,* 16, 9, 31.9,⑦⑩⑨
 8, 1,Ｋタｰフデザイナｰ, 43,左海誠, 3.1, 49,  -7,  -1,11, 61.9,⑫⑭⑫, 8,10, トラヒメ,---,村田一, 2.9, 43,*  1, -21, 8, 56.9, ②②, 8, 3,Ｅルナレディ, 66,田辺裕, 1.8, 63,  -2,   1, 8, 63.3,⑫⑬⑮, 8, 8,Ｇケンブリッジサン, 74,江田照, 0.5, 75,  -5,  10, 7, 18.7,⑩⑨⑪
 9, 3,Ｍメイクザカット, 42,津村明, 3.3, 47,  -2, -12,10, 51.4,⑩⑨⑩, 9, 8, ダイワランクアップ,---,後藤浩, 3.3, 35, -26,  -2, 5, 10.0, ⑨⑨, 9, 7,Ｊコスモイノセント, 58,木幡初, 1.8, 63,   2,  -5,12,165.1,⑦⑥⑥, 9, 5,Ａオメガホｰムラン, 80,内田博, 0.8, 64,* 12, -22, 1,  2.1,②①①
10, 2,Ｂラクｰドｰル, 61,田辺裕, 3.8, 42,  -2, -15, 9, 34.6,⑪⑩⑪,10, 6, コンドコソ,---,木幡初, 4.8, 23, -43,   1, 9, 94.9, ⑪⑪,10, 1,Ｍミヤジカｰルソン, 51,松山弘, 1.8, 61,   4,  -7,11,137.4,④③③,10,11,Ｄミエノゴｰゴｰ, 77,ムｰア, 0.9, 67,  -3,   2, 4, 10.6,⑨⑦⑧
11,12,Ｉフレイムワンダｰ, 51,村田一, 3.9, 44,  -1, -17,15,561.1,⑦⑧⑦,11, 3, レモンボンボン,---,左海誠, 7.1,  1, -57,  -7,11,154.8, ⑫⑫,11, 4,Ｆトップアドバンス, 64,石橋脩, 1.8, 64,  -5,   6, 7, 58.0,⑮⑮⑭,11, 7,Ｌワイキキブリｰズ, 67,柴田大, 0.9, 67,  -4,   0,12,237.5,④⑤⑤
12, 6,Ｇコスモソウルメイト, 53,柴田大, 4.0, 44,  -6,  -9,13,150.0,⑯⑮⑮,12,12, キンショｰワカシオ,---,武士沢, 7.5,  0, -28, -36,12,159.7, ⑩⑩,12,10, スタンドアウト,---,柴田善, 2.0, 62,   1,  -5, 9,102.0,⑤⑧⑩,12, 4,Ｊルネッタアスｰル, 72,後藤浩, 1.0, 69,  -9,   9,10, 43.5,⑬⑫⑫
13, 4,Ｈキネオストレッタ, 52,石橋脩, 4.0, 44,  -5, -11,12,106.4,⑨⑫⑬,,,,,,,,,,,,,13, 9,Ｌコロナプリンセス, 54,村田一, 2.1, 60,   0,  -5,15,360.0,⑩⑩⑪,13,14,Ｍロゼオ, 65,大野拓, 1.2, 67, -11,   9,14,379.8,⑫⑭⑭
14, 8,Ｏロｰツェ, 39,武士沢, 4.1, 44,  -7,  -7,16,622.9,⑮⑯⑯,,,,,,,,,,,,,14,12,Ｈイオラニ, 61,戸崎圭, 2.3, 55,   4, -14, 3, 11.7,③④④,14, 9,Ｎマカゼコイカゼ, 63,村田一, 1.7, 61,  -7,  -2,11,130.1,⑭⑬⑬
15,11,Ｎグットノイズ, 42,後藤浩, 5.2, 32,   0, -32, 8, 31.0,⑥⑥⑧,,,,,,,,,,,,,15, 8, ファイヤｰプリンス,---,左海誠, 2.4, 55,   1, -11,14,257.6,⑨⑦⑨,,,,,,,,,,,,
16,13,Ｐカブト, 19,宮崎北, 7.2, 24,  -5, -38,14,265.9,⑬⑬⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
