13年 3月31日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 3月31日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:16,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1400m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,
13, 6,Ｊアルカサｰバ, 57,菱田裕, 2.3, 55,   3, -14,13, 89.8,⑩⑨⑩,13, 8, モアザンストｰム,,浜野谷,218.0,,,, 9, 48.3,①⑩⑪,13,12,Ｍオマモリ, 61,菱田裕, 1.3, 66,  -4,   9,13,253.7, ⑩⑪,13, 6,Ｊクロムレック, 68,戸崎圭, 1.0, 66,   1,  -3, 9, 16.7, ⑤⑦
14, 3,Ｃアンシャックルド, 66,四位洋, 2.4, 54,   3, -16, 3,  7.4,⑮⑫⑨,14, 1, セイカアレグロ,,大江原,219.6,,,, 8, 37.9,⑭⑭⑭,,,,,,,,,,,,,14,15,Ｉスマｰトアレンジ, 69,松山弘, 1.0, 67,   1,  -4,15,171.0, ⑥④
15,15,Ｇノヴォパンゲア, 60,内田博, 2.7, 49,*  5, -23, 4,  9.0,④④⑤,,,,,,,,,,,,,,,,,,,,,,,,,15, 5,Ｇコスモアンダルシア, 70,中井裕, 1.8, 59,   2, -13,16,182.6, ④⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｏカシノランナウェイ, 65,菱田裕, 1.9, 57,*  4, -18,13,104.1, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:77 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-2),,,,,,,,,,,
"単勝:2,470円 複勝:01=930円 08=430円 14=3,920円 枠連:7,570円",,,,,,,,,,,,単勝:380円 複勝:02=140円 06=150円 07=160円 枠連:650円,,,,,,,,,,,,"単勝:700円 複勝:09=250円 08=520円 02=380円 枠連:4,280円",,,,,,,,,,,,単勝:530円 複勝:12=190円 13=150円 04=240円 枠連:830円,,,,,,,,,,,
"馬連:16,820円 ワイド:01-08=4,160円 01-14=37,100円 08-14=19,880円",,,,,,,,,,,,馬連:810円 ワイド:02-06=320円 02-07=240円 06-07=430円,,,,,,,,,,,,"馬連:4,600円 ワイド:08-09=1,200円 02-09=870円 02-08=2,230円",,,,,,,,,,,,"馬連:1,030円 ワイド:12-13=400円 04-12=910円 04-13=540円",,,,,,,,,,,
"馬単:35,510円 3連複:275,770円 3連単:813,320円",,,,,,,,,,,,"馬単:1,810円 3連複:1,010円 3連単:5,480円",,,,,,,,,,,,"馬単:9,400円 3連複:18,480円 3連単:109,280円",,,,,,,,,,,,"馬単:2,100円 3連複:2,540円 3連単:12,700円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 5R  ダ1400m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 8R  ダ1200m 4歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  芝2000m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,産経大阪杯 ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｄトｰコｰグリｰン, 52,内田博,, 64,  -8,* 15, 2,  3.7, ④③, 1,12,Ｈヒルノクオリア, 63,四位洋,, 77,*  2,* 10, 2,  4.5, ③③, 1,12,Ｄゴッドツェッペリン, 80,太宰啓,, 81,* -1,  16, 4,  6.4, ③③, 1, 5,Ａオルフェｰヴル,101,池添謙,,101,   5,* 35, 1,  1.2,⑪⑩⑧
 2, 9,Ａゼンノコンゴウ, 70,浜中俊, 0.0, 64,* -6,* 13, 1,  2.3, ①①, 2, 4,Ｋガッサンプレイ, 61,内田博, 0.6, 71,   1,   6,11, 43.0, ⑤④, 2, 5,Ｆエｰシンブランコス, 77,川田将, 0.0, 82,  -2,  18, 3,  6.1, ⑦⑥, 2, 3,Ｄショウナンマイティ, 93,浜中俊, 0.1,101,   5,* 36, 2,  9.6,⑬⑬⑪
 3, 1,Ｂグレｰトエンジェル, 61,国分恭, 1.0, 56, -11,* 11, 4,  8.4, ⑨⑧, 3, 9,Ａシグナルプロシｰド, 75,松山弘, 0.7, 69,  -2,*  8, 1,  2.7, ⑩⑩, 3,16,Ｅスランジバｰル, 78,バルジ, 0.2, 78,  -2,  15, 1,  3.3, ④④, 3, 7,Ｃエイシンフラッシュ, 95,デムｰ, 0.1, 95,*  8,  27, 5, 12.6,⑧④④
 4,10,Ｅアサクサライジン, 52,柴山雄, 1.2, 54, -10,   8, 6, 33.5, ⑦⑦, 4, 3,Ｃメイショウアイアン, 68,秋山真, 0.8, 70,  -7,* 14, 5, 12.1, ⑮⑯, 4, 3,Ａジャパンプライド, 82,内田博, 0.2, 78,  -5,  18, 5,  7.6, ⑩⑨, 4, 6,Ｆトウカイパラダイス, 87,柴山雄, 0.4, 90,*  9,  20, 6, 71.4,③②②
 5,15,Ｆシンクスマイル, 48,デムｰ, 1.4, 54,* -7,   3, 3,  4.6, ③②, 5, 8,Ｇセトノプロミス, 64,柴山雄, 1.1, 67,   0,   3, 9, 20.5, ⑦⑦, 5,10,Ｌタイキガラハッド, 73,デムｰ, 0.3, 78,*  0,  12, 2,  4.8, ②②, 5, 4,Ｂダｰクシャドウ,101,戸崎圭, 0.5, 88,*  7,  21, 3, 10.2,②③③
 6,12,Ｎアルカナ, 39,大野拓, 1.4, 53,  -8,   4,14,241.4, ⑥⑥, 6,13,Ｂフジノストロング, 72,バルジ, 1.4, 65,  -5,   6, 3,  6.3, ⑭⑭, 6, 8,Ｂテルミｰホワイ, 80,国分恭, 0.4, 76,  -8,* 19, 9, 24.2, ⑫⑪, 6,14,Ｈヴィルシｰナ, 85,内田博, 0.8, 87,*  8,  17, 4, 10.6,⑤⑤⑤
 7, 3,Ｈテイエムオｰルエｰ, 44,菱田裕, 2.2, 49, -16,   7,13,180.6, ⑭⑮, 7,16,Ｆコピｰライタｰ, 65,酒井学, 1.4, 65,  -2,   2, 7, 16.1, ⑪⑪, 7, 9,Ｇオｰスミイｰジｰ, 77,酒井学, 0.5, 76, -11,* 21, 8, 21.9, ⑮⑭, 7, 9,Ｋアスカクリチャン, 81,バルジ, 0.8, 89,   6,  22, 9,216.7,④⑥⑥
 8,11,Ｇクモンリュウシシン, 48,松山弘, 2.3, 47, -16,   7, 9, 63.9, ⑮⑬, 8, 7,Ｎアルテミシア, 56,川須栄, 1.6, 64,  -1,   0,13, 70.2, ⑨⑨, 8, 6,Ｊロｰレルボルケｰノ, 74,長岡禎, 0.7, 73,  -3,  11,11, 83.7, ⑥⑤, 8,10,Ｇヒットザタｰゲット, 85,大野拓, 0.9, 90,   3,  26, 7,111.3,⑨⑪⑫
 9, 6,Ｌチョウダンディｰ, 39,中井裕, 2.4, 46, -14,   2,12,103.2, ⑬⑩, 9, 5,Ｊマｰティンオｰト, 61,太宰啓, 1.8, 62,*  3,  -6, 4, 11.3, ②②, 9,15,Ｋネオシｰサｰ, 74,小牧太, 0.7, 74, -12,* 21,10, 59.0, ⑯⑯, 9,11,Ｎマッハヴェロシティ, 71,小牧太, 1.1, 89,   2,  26,12,439.0,⑫⑫⑬
10,14,Ｊヤマノコンコルド, 41,小林徹, 2.8, 41,  -9,  -9, 7, 39.0, ②⑤,10, 2,Ｅナムラケンシロウ, 66,水口優, 2.0, 60,*  3,  -8, 8, 16.5, ①①,10, 2,Ｎヴェアリアスムｰン, 69,中井裕, 1.1, 70,  -5,   9,14,146.2, ⑧⑧,10, 2,Ｅスマｰトギア, 88,松山弘, 1.1, 87,   5,  22,11,357.8,⑥⑨⑩
11, 2, スリｰエアウィｰク,---,太宰啓, 2.9, 42, -12,  -4,10, 66.2, ⑩⑨,11,10,Ｌファイアキング, 59,戸崎圭, 2.0, 61,  -7,   5,12, 68.7, ⑯⑮,11, 4,Ｃフレンチトｰスト, 80,秋山真, 1.2, 69,*  1,   4, 6, 10.2, ①①,11, 8,Ｌテイエムアンコｰル, 78,太宰啓, 1.2, 86,   5,  19,13,515.9,⑩⑧⑨
12, 8,Ｉハギノレビュｰ, 42,藤岡康, 3.5, 38, -13,  -6,15,294.5, ⑪⑭,12,11,Ｄアップアンカｰ, 66,国分恭, 2.1, 59,  -4,  -1,10, 39.1, ⑬⑫,12, 1,Ｏメイショウシェイク, 67,熊沢重, 1.5, 68, -11,  12,16,372.9, ⑭⑮,12,13,Ｉロｰズキングダム, 85,川田将, 1.2, 83,   6,  15, 8,116.9,⑦⑦⑦
13, 7,Ｏスマｰトホルス, 33,酒井学, 3.8, 35, -12, -12, 5, 14.5, ⑧⑪,13,15,Ｍフェブアクティヴ, 58,大野拓, 2.3, 57,   0,  -7,16,332.0, ⑧⑧,13,14,Ｈシゲルシバグリ, 77,戸崎圭, 1.5, 65,  -8,   9, 7, 21.5, ⑬⑫,13,12,Ｊタガノエルシコ, 83,藤岡康, 1.2, 89,   3,  25,10,320.4,⑭⑭⑭
14, 4,Ｃスズカルミナリｰ, 53,小牧太, 4.0, 31,  -8, -19,11, 80.3, ⑤④,14, 1,Ｉハギノブシドウ, 61,浜中俊, 2.6, 54,   1, -12, 6, 13.2, ④⑤,14, 7,Ｐトウカイブラスト, 65,柴山雄, 2.0, 61,  -7,   4,15,229.7, ⑪⑬,14, 1,Ｍコパノジングｰ, 77,国分恭, 1.7, 72,*  9,   0,14,551.7,①①①
15,13,Ｋショウナンナパ, 40,川須栄, 4.9, 26, -14, -19, 8, 62.2, ⑫⑫,15, 6,Ｏハヴアグッドデイ, 54,中井裕, 2.7, 55,  -4,  -6,14,160.1, ⑫⑬,15,13,Ｍイッツアチャンス, 69,菱田裕, 2.9, 54,  -6,  -6,13,124.4, ⑨⑩,,,,,,,,,,,,
,,,,,,,,,,,,16,14,Ｐケイツｰリマｰク, 39,菱田裕, 2.8, 54,   0, -12,15,227.8, ⑥⑥,16,11,Ｉヤマニンメンヒル, 74,松山弘, 2.9, 53,  -2,  -9,12, 92.9, ⑤⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:92 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-2),,,,,,,,,,,
単勝:370円 複勝:16=140円 09=110円 01=160円 枠連:230円,,,,,,,,,,,,"単勝:450円 複勝:12=170円 04=990円 09=140円 枠連:2,390円",,,,,,,,,,,,"単勝:640円 複勝:12=180円 05=180円 16=140円 枠連:1,410円",,,,,,,,,,,,単勝:120円 複勝:05=110円 03=150円 07=220円 枠連:190円,,,,,,,,,,,
馬連:400円 ワイド:09-16=230円 01-16=470円 01-09=270円,,,,,,,,,,,,"馬連:15,560円 ワイド:04-12=3,500円 09-12=300円 04-09=2,180円",,,,,,,,,,,,"馬連:1,710円 ワイド:05-12=470円 12-16=340円 05-16=400円",,,,,,,,,,,,馬連:360円 ワイド:03-05=170円 05-07=270円 03-07=560円,,,,,,,,,,,
"馬単:860円 3連複:730円 3連単:3,080円",,,,,,,,,,,,"馬単:21,150円 3連複:11,290円 3連単:101,760円",,,,,,,,,,,,"馬単:3,640円 3連複:1,740円 3連単:11,390円",,,,,,,,,,,,"馬単:420円 3連複:770円 3連単:1,670円",,,,,,,,,,,
■ 3R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 6R  ダ2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  芝1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  ダ1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,難波ｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａデニムアンドルビｰ, 68,デムｰ,, 70,   1,* 16, 1,  2.0,⑯⑪⑫, 1, 5,Ａエアラギオｰル, 79,浜中俊,, 74,*  5,* 13, 1,  1.3,①①①, 1, 4,Ｂエｰシンミズｰリ, 85,川田将,, 81,   5,  15, 1,  3.0, ⑦⑥, 1, 4,Ｃロングロウ, 80,バルジ,, 80,*  3,  18, 1,  2.2,①①①
 2,11,Ｋアサクサティアラ, 55,池添謙, 0.3, 66,*  4,   5, 3,  9.0,③④③, 2,10,Ｇタイソンバロｰズ, 70,小牧太, 0.8, 69,*  5,   7, 3, 11.5,②②②, 2,12,Ｄクランモンタナ, 81,デムｰ, 0.2, 78,   4,  13, 4,  5.9, ⑪⑧, 2,10,Ｉエクストラセック, 75,浜中俊, 0.3, 79,   1,* 19, 7, 22.9,⑪⑦④
 3,12,Ｃスカイキュｰティｰ, 67,川田将, 0.4, 65,   2,   7, 2,  3.1,⑦⑧⑧, 3, 3,Ｅエｰシンハッブル, 71,秋山真, 1.1, 67,   4,   6, 2, 10.9,③③③, 3, 5,Ａジェントルマン, 88,戸崎圭, 0.2, 77,   2,* 16, 3,  4.3, ⑩⑩, 3, 9,Ｎミッキｰオｰラ, 67,中舘英, 0.4, 76,*  2,  16, 4,  8.4,②②②
 4,16,Ｇリメインサイレント, 59,中井裕, 0.7, 61,   1,   4,14,147.9,⑩⑩⑨, 4, 1,Ｂストレｰトラブ, 72,川田将, 1.1, 70,   3,   9, 7, 20.1,⑥⑦⑤, 4, 8,Ｌマｰブルデイビｰ, 74,国分優, 0.2, 81,   2,* 18,13,340.0, ⑫⑪, 4,15,Ｇキタサンシンガｰ, 76,藤岡康, 0.4, 78,   1,  18, 9, 40.2,⑤④③
 5,14,Ｎエｰシンケツァｰル, 49,秋山真, 0.8, 63,   1,   7,15,215.8,⑬⑬⑬, 5, 2,Ｄシンボリカンヌ, 71,大野拓, 1.2, 67,   2,   9, 9, 43.9,⑧⑥⑦, 5,10,Ｇテｰオｰケンジャ, 78,藤岡康, 0.3, 80,   1,* 19, 9, 30.9, ⑬⑬, 5, 5,Ｂサンライズスマｰト, 81,国分恭, 0.5, 78,   1,  19, 3,  6.3,④⑤⑥
 6,10,Ｈナンヨｰカノン, 58,浜中俊, 0.9, 59,*  4,  -3,11, 47.3,⑥⑦⑤, 6, 6,Ｆヤマニンメダイユ, 71,北村友, 1.3, 68,   2,   9, 5, 13.7,⑦⑧⑧, 6, 2,Ｃショウナンカンムリ, 84,浜中俊, 0.5, 76,   2,  12, 2,  3.9, ⑨⑨, 6, 7,Ａトｰセンケイトゥｰ, 81,デムｰ, 0.6, 80,   0,* 20, 2,  4.8,⑩⑩⑧
 7, 7,Ｌゴｰルドテｰラｰ, 54,岩崎翼, 0.9, 63,  -2,* 10, 4, 15.2,⑫⑭⑯, 7, 4,Ｉマｰメイドティアラ, 57,デムｰ, 1.5, 69,   5,   5, 8, 38.4,⑤④④, 7, 3,Ｈクッカｰニャ, 77,酒井学, 0.5, 76,   5,   6, 6, 20.1, ⑤⑤, 7, 3,Ｅアｰサｰバロｰズ, 76,小牧太, 0.6, 77,   2,  16, 5, 11.6,③③⑤
 8, 2,Ｂルｰメア, 67,戸崎圭, 1.0, 59,   0,   6, 7, 27.7,⑭⑮⑮, 8, 7,Ｊフェｰルボｰ, 50,城戸義, 1.6, 66,   1,   8,10,127.8,⑩⑨⑨, 8, 7,Ｊフェｰタルロｰズ, 76,池添謙, 0.6, 76,   1,  14,11, 59.8, ⑧⑫, 8,12,Ｄフォントルロイ, 78,内田博, 0.7, 78,  -2,* 22, 6, 13.5,⑬⑬⑫
 9,15,Ｏロココキャンドル, 45,バルジ, 1.0, 59,   1,   2, 6, 25.4,⑨⑫⑪, 9, 9,Ｃグリッタｰテイル, 72,戸崎圭, 1.7, 64,   1,   7, 4, 12.6,⑨⑩⑩, 9, 9,Ｅレインフォｰル, 80,太宰啓, 1.0, 70,*  7,  -4, 5, 19.2, ②②, 9,11,Ｆセトノシャンクス, 76,中井裕, 1.2, 77,  -2,  18,13,244.1,⑭⑭⑮
10, 4,Ｉオｰアンジェリｰナ, 57,国分優, 1.2, 55,*  5, -13, 9, 31.0,②②②,10, 8,Ｈワイドクロス, 69,バルジ, 1.8, 63,   4,   1, 6, 19.7,④⑤⑥,10,13,Ｋアナバティック, 75,内田博, 1.0, 68,*  8,  -6, 7, 24.5, ①①,10,14,Ｈアクシｰバンダム, 75,松山弘, 1.3, 75,  -2,* 20, 8, 26.7,⑮⑮⑭
11, 8,Ｅマンノアクトレス, 62,菱田裕, 1.3, 57,   0,   0,13,136.6,⑮⑯⑭,,,,,,,,,,,,,11,11,Ｉメイショウスザンナ, 76,中舘英, 1.2, 66,*  6,  -7,10, 44.0, ④③,11,16,Ｐネオファッショ, 65,小林徹, 1.3, 73,   0,  13,15,494.0,⑨⑨⑨
12, 5,Ｐクインポルカ, 40,大野拓, 1.3, 54,*  4, -10,16,228.4,④③④,,,,,,,,,,,,,12, 1,Ｆオｰルアズワン, 80,大野拓, 1.3, 65,   4,  -3, 8, 30.8, ⑥⑦,12,13,Ｏゴｰイングストｰン, 66,太宰啓, 1.4, 73,   1,  11,10, 44.5,⑥⑥⑦
13,13,Ｆミライエ, 61,四位洋, 1.5, 54,   2,  -6, 8, 29.0,⑪⑨⑩,,,,,,,,,,,,,13, 6,Ｍユキノハリケｰン, 74,柴山雄, 1.7, 60,*  6, -13,12, 74.7, ③④,13, 1,Ｋサンレイハスラｰ, 74,国分優, 1.7, 70,   0,  11,14,383.1,⑦⑧⑩
14, 3,Ｍモモイロアゲハ, 50,松山弘, 2.1, 45,   2, -19, 5, 24.3,⑧⑥⑦,,,,,,,,,,,,,,,,,,,,,,,,,14, 2,Ｊコウエイチャンス, 75,柴山雄, 1.8, 72,  -4,  17,11,110.3,⑯⑯⑯
15, 1,Ｄディオｰサシチｰ, 66,藤岡康, 3.3, 36,*  5, -43,10, 38.8,①①①,,,,,,,,,,,,,,,,,,,,,,,,,15, 8,Ｍスエヒロジュピタｰ, 68,黒岩悠, 2.0, 68,  -2,  11,16,506.8,⑫⑫⑬
16, 9,Ｊテンプトミｰノット, 56,小牧太, 3.5, 35,*  4, -40,12, 85.0,⑤⑤⑥,,,,,,,,,,,,,,,,,,,,,,,,,16, 6,Ｌスマイルミッキｰ, 73,藤田伸, 3.2, 60,  -1,  -1,12,168.3,⑧⑪⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
