13年 2月 3日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 2月 3日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  ダ1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 9, 9,Ｍプティアノンス, 33,川島信, 1.7, 49, -10,*  2,12,369.0, ⑭⑭, 9, 6,Ｎスリｰマｰゴｰン, 32,小林徹, 2.4, 50,  -6,  -6,12,250.9, ⑨⑦, 9, 9,Ｇヤサカオディｰル, 63,福永祐, 1.8, 48,  -1, -13, 5,  9.1, ⑩⑩, 9, 9,Ｂハジメレンジャｰ, 81,高田潤, 1.3, 66,   0,   1, 9, 86.8, ⑦⑦
10, 7,Ｉカワキタミラクル, 45,国分恭, 1.9, 46,  -5,  -8,11,166.8, ⑪⑩,10, 1,Ｋトスカニｰニ, 43,浜中俊, 2.6, 48,  -5,  -9, 5, 13.1, ⑦⑧,10, 4,Ｅダブルスパｰク, 65,幸英明, 1.9, 48,   6, -22, 3,  5.0, ③③,,,,,,,,,,,,
11, 6,Ｆシゲルカニザ, 51,和田竜, 2.0, 46,  -1, -13, 7, 22.3, ⑥⑥,11,14,Ｇカネトシエスプリ, 50,藤岡佑, 2.7, 49,  -8,  -6, 8, 68.9, ⑫⑪,,,,,,,,,,,,,,,,,,,,,,,,
12, 1,Ｊメイショウポピュラ, 43,武幸四, 2.0, 45,  -7,  -5,10,105.9, ⑫⑫,12, 4,Ｈディルムッド, 50,和田竜, 3.1, 46, -10,  -7,10, 79.0, ⑬⑫,,,,,,,,,,,,,,,,,,,,,,,,
13,14,Ｎスピｰドサンダｰ, 31,花田大, 2.3, 41,  -8,  -9,13,400.7, ⑬⑬,13,11,Ｍタガノカバリオ, 37,川島信, 3.2, 44,* -1, -19,13,316.6, ③⑥,,,,,,,,,,,,,,,,,,,,,,,,
14,13,Ｌメイショウジンベエ, 34,酒井学, 2.5, 42,  -4, -14, 8, 45.5, ⑨⑪,14, 8,Ｉヒロノプリンス, 47,酒井学, 3.2, 46,  -8, -10,14,338.0, ⑩⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:2),,,,,,,,,,,
単勝:200円 複勝:10=110円 08=210円 04=140円 枠連:830円,,,,,,,,,,,,単勝:340円 複勝:07=140円 05=110円 13=220円 枠連:310円,,,,,,,,,,,,"単勝:290円 複勝:02=140円 08=210円 01=950円 枠連:1,330円",,,,,,,,,,,,単勝:290円 複勝:04=130円 08=110円 03=150円 枠連:290円,,,,,,,,,,,
馬連:820円 ワイド:08-10=330円 04-10=190円 04-08=570円,,,,,,,,,,,,馬連:300円 ワイド:05-07=130円 07-13=490円 05-13=320円,,,,,,,,,,,,"馬連:1,250円 ワイド:02-08=390円 01-02=4,730円 01-08=7,860円",,,,,,,,,,,,馬連:300円 ワイド:04-08=150円 03-04=240円 03-08=240円,,,,,,,,,,,
"馬単:1,210円 3連複:1,010円 3連単:4,080円",,,,,,,,,,,,"馬単:590円 3連複:1,020円 3連単:4,400円",,,,,,,,,,,,"馬単:2,150円 3連複:47,140円 3連単:153,990円",,,,,,,,,,,,"馬単:660円 3連複:470円 3連単:1,870円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  芝2200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 8R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■11R  芝1800m 3 歳ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,きさらぎ賞 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｂミヤジマッキｰ, 70,浜中俊,, 71,*  7,*  1, 1,  2.6,②②②, 1, 1,Ｄマウイノカオイ, 65,福永祐,, 71,   3,* 13, 2,  3.8,⑧⑦⑥, 1, 5,Ｂエアラｰテル, 77,福永祐,, 79,  -1,  19, 3,  3.9,②②②, 1, 3,Ａタマモベストプレイ, 83,和田竜,, 80,* -4,  13, 6,  8.3, ③③
 2, 2,Ａスズカファイタｰ, 70,川田将, 0.2, 72,   6,*  3, 2,  2.9,⑥⑤⑤, 2, 4,Ａヒュラｰス, 67,浜中俊, 0.2, 69,   6,*  4, 4,  5.3,④⑥④, 2, 4,Ｃシゲルスタｰキング, 76,藤田伸, 0.2, 79,  -1,  18, 2,  3.4,④④③, 2, 2,Ｃマズルファイヤｰ, 72,秋山真, 0.0, 78,* -3,  10, 5,  6.2, ①①
 3, 3,Ｃミキノノボリリュウ, 68,熊沢重, 0.3, 70,*  8,  -3, 3,  4.0,①①①, 3,13,Ｂウインアルザス, 67,川田将, 0.2, 68,*  7,  -2, 1,  2.6,②②①, 3, 1,Ｄメイショウサリマン, 76,藤岡佑, 0.2, 80,  -3,* 21, 5, 12.7,⑤⑤⑤, 3, 7,Ｅアドマイヤドバイ, 68,福永祐, 0.1, 83,  -6,* 17, 3,  5.1, ⑦⑧
 4, 5,Ｅファｰザモア, 61,小牧太, 1.1, 63,   6,  -7, 4,  9.9,④④③, 4,10,Ｃアウォｰディｰ, 65,武豊  , 0.5, 65,*  7,  -3, 3,  4.7,③③③, 4, 7,Ａゴｰルデンアタック, 79,幸英明, 0.4, 77,  -3,  19, 1,  2.6,⑥⑥⑥, 4, 1,Ｂバッドボｰイ, 74,勝浦正, 0.2, 77,  -5,  11, 4,  5.5, ②②
 5, 1,Ｄラロｰザブル, 65,幸英明, 1.8, 58,   6, -13, 5, 17.7,③③④, 5, 6,Ｅハダシノミライ, 61,池添謙, 1.8, 53,*  7, -23, 6, 18.2,①①②, 5, 2,Ｆエリモフラッシュ, 71,川田将, 0.7, 76,  -2,  15, 4,  7.0,③③④, 5, 4,Ｄクラウンレガｰロ, 70,幸英明, 0.3, 79,  -6,  13, 7, 13.1, ④⑤
 6,11,Ｊライブリｰゲイト, 43,太宰啓, 3.5, 50,   6, -25, 8, 73.4,⑨⑥⑥, 6,11,Ｉキネオウィン, 44,和田竜, 1.8, 53,   2,  -9, 5, 13.8,⑬⑨⑨, 6, 3,Ｇゴッドフロｰラ, 67,浜中俊, 0.8, 72,*  1,   8, 6, 20.1,①①①, 6, 9,Ｈラストインパクト, 62,池添謙, 0.4, 77,  -8,  14, 2,  4.3, ⑧⑦
 7, 8,Ｆハｰフウェイ, 49,小林徹, 3.6, 50,   1, -16,10,273.9,⑩⑨⑧, 7, 3,Ｆルｰメア, 57,四位洋, 2.1, 51,   6, -23, 7, 30.1,⑨⑤⑦, 7, 8,Ｈマイネルボンド, 65,和田竜, 1.2, 74,  -5,  17, 7, 36.2,⑧⑧⑧, 7, 5,Ｆアルムダプタ, 67,武豊  , 0.9, 69,  -5,   3, 8, 41.4, ⑤⑥
 8, 6,Ｉテイエムオｰルエｰ, 44,和田竜, 4.1, 48,  -1, -17, 7, 33.2,⑤⑩⑩, 8, 2,Ｍトレｰドウィンド, 29,幸英明, 2.3, 50,   2, -15,10,130.9,⑩⑪⑧, 8, 6,Ｅオリエンタルコｰル, 74,酒井学, 1.5, 74,  -3,  12, 8, 72.5,⑦⑦⑦, 8, 6,Ｉリグヴェｰダ, 59,浜中俊, 1.0, 68,  -6,   3, 1,  3.8, ⑥④
 9, 7,Ｈダイゴヒリュウ, 48,酒井学, 4.2, 50,  -1, -17,11,369.0,⑪⑪⑪, 9, 8,Ｇビコｰピリラニ, 53,太宰啓, 2.3, 50,   6, -26, 9, 98.1,⑥④⑤,,,,,,,,,,,,,,,,,,,,,,,,
10,10,Ｇオムニバス, 48,池添謙, 4.8, 42,   2, -30, 6, 18.3,⑧⑦⑦,10,12,Ｈトモロレジェンド, 52,石橋守, 2.6, 47,   0, -13,11,157.1,⑦⑩⑩,,,,,,,,,,,,,,,,,,,,,,,,
11, 9,Ｋメイショウチカラ, 42,藤田伸, 7.1, 31,   1, -46, 9,204.0,⑦⑧⑨,11, 7,Ｊテイエムブレイク, 38,国分恭, 2.6, 48,   0, -12,12,281.3,⑫⑬⑪,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12, 9,Ｌスズカアルプス, 35,川島信, 3.9, 40,  -3, -24,13,430.7,⑪⑫⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13, 5,Ｋプレイリｰスタｰ, 36,秋山真, 8.1,-15,   0, -89, 8, 90.5,⑤⑧⑫,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:2),,,,,,,,,,,
単勝:260円 複勝:04=110円 02=110円 03=130円 枠連:360円,,,,,,,,,,,,"単勝:380円 複勝:01=140円 04=160円 13=110円 枠連:1,010円",,,,,,,,,,,,単勝:390円 複勝:05=150円 04=140円 01=240円 枠連:0円,,,,,,,,,,,,"単勝:830円 複勝:03=240円 02=210円 07=180円 枠連:2,780円",,,,,,,,,,,
馬連:360円 ワイド:02-04=140円 03-04=200円 02-03=200円,,,,,,,,,,,,"馬連:1,050円 ワイド:01-04=340円 01-13=180円 04-13=240円",,,,,,,,,,,,馬連:470円 ワイド:04-05=220円 01-05=570円 01-04=520円,,,,,,,,,,,,"馬連:2,770円 ワイド:02-03=770円 03-07=550円 02-07=490円",,,,,,,,,,,
"馬単:670円 3連複:360円 3連単:1,460円",,,,,,,,,,,,"馬単:1,860円 3連複:640円 3連単:4,550円",,,,,,,,,,,,"馬単:980円 3連複:1,580円 3連単:6,050円",,,,,,,,,,,,"馬単:5,510円 3連複:3,700円 3連単:28,120円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 6R  芝1600m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■12R  ダ1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,橿原ｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａリラコサｰジュ, 69,福永祐,, 66,*  4,* -1, 1,  2.3, ③③, 1, 3, ワｰルンガ,---,池添謙,, 57,  -6,* -6, 2,  3.7, ⑥⑤, 1, 3,Ｇポアゾンブラック, 81,武幸四,, 85,* 14,   7, 4, 10.0, ①①, 1,10,Ａスズカジョンブル, 80,勝浦正,, 83,   8,  11, 3,  8.3, ⑥⑥
 2,14,Ｆアンジュプリエｰル, 56,小牧太, 0.5, 60,*  5,  -9, 2,  3.9, ①①, 2, 9, デニムアンドルビｰ,---,福永祐, 0.1, 56,  -6,* -6, 1,  3.5, ⑩⑩, 2, 9,Ａダッシャｰワン, 85,浜中俊, 0.1, 85,   6,  14, 1,  2.2, ⑦⑥, 2, 7,Ｂロングロウ, 80,福永祐, 0.2, 80,* 13,   2, 1,  1.6, ①①
 3,11,Ｃトゥルｰピｰス, 62,川田将, 0.8, 58,*  3,  -9, 3,  5.2, ②②, 3, 4, テイエムプリンセス,---,幸英明, 0.4, 53,  -9,* -8, 9, 32.9, ⑧⑧, 3, 2,Ｃズンダモチ, 84,藤田伸, 0.3, 83,   8,  10, 3,  8.1, ④④, 3, 1,Ｆオｰミレイライン, 75,太宰啓, 0.3, 80,  11,   4,12,108.9, ③③
 4, 3,Ｄワンダｰテルヌｰラ, 60,和田竜, 1.1, 56,   3, -11, 5, 13.3, ⑤⑤, 4, 7, マノアラニ,---,太宰啓, 0.4, 53, -10,* -4, 7, 22.8, ⑬⑬, 4,10,Ｆコウエイフラッシュ, 82,和田竜, 0.4, 83,* 11,   6, 5, 12.8, ②②, 4, 2,Ｋライブリシｰラ, 71,小牧太, 0.4, 80,  -2,* 19,13,120.0, ⑭⑭
 5, 9,Ｉセイントデジタル, 48,藤田伸, 1.2, 54,  -3,* -5, 9, 39.4, ⑬⑫, 5, 2, ムゲンコウネン,---,藤岡佑, 0.9, 46,* -3, -23, 5,  9.7, ①①, 5, 8,Ｂシルバｰキセキ, 85,福永祐, 0.5, 81,   4,  13, 2,  3.3, ⑧⑧, 5,14,Ｍリバｰスタｰリング, 68,藤岡佑, 0.5, 80,   5,  10,14,231.2, ⑧⑦
 6,12,Ｇカノン, 53,熊沢重, 1.4, 53,  -1,  -8,12,121.8, ⑩⑨, 6, 8, ベッラヴォｰチェ,---,川島信, 0.9, 47,  -8, -15, 4,  6.6, ⑨⑪, 6, 7,Ｅチャンピオンラブ, 82,勝浦正, 0.5, 81,  -1,  17, 9, 50.8, ⑨⑨, 6, 4,Ｈハヤブサ, 74,国分恭, 0.7, 78,   4,  10, 4, 11.5, ⑩⑨
 7, 1,Ｈセｰノｰクイン, 51,酒井学, 1.5, 54,   3, -14,11, 51.9, ④④, 7, 1, ウインロｰラン,---,荻野琢, 1.1, 42,  -6, -22,12, 66.4, ⑤④, 7, 6,Ｄカフェマｰシャル, 82,武豊  , 0.6, 80,   8,   7, 6, 17.5, ⑤⑤, 7,11,Ｃオｰスミイｰジｰ, 80,酒井学, 0.8, 79,   3,  11, 2,  5.7, ⑫⑫
 8, 5,Ｂキセキノチャンス, 62,武豊  , 1.5, 50,  -3,  -7, 4, 12.4, ⑫⑬, 8,11, アテンファｰスト,---,武幸四, 1.1, 43,  -6, -22,10, 41.6, ⑪⑦, 8, 5,Ｈサマｰソング, 79,秋山真, 0.6, 80,  -3,* 18, 7, 27.8, ⑩⑩, 8, 9,Ｅダノンプリマドンナ, 76,荻野琢, 1.0, 74,   6,   4,11, 92.8, ⑦⑧
 9, 7,Ｊサフランパｰトナｰ, 48,幸英明, 1.5, 51,  -2,  -8, 7, 22.6, ⑪⑩, 9,15, クチュリエｰル,---,藤田伸, 1.1, 43,* -5, -24, 3,  5.0, ④⑥, 9, 1,Ｉムスタングリｰダｰ, 77,四位洋, 0.6, 82,  -4,* 20, 8, 30.6, ⑪⑪, 9, 3,Ｉタガノプリンス, 74,秋山真, 1.1, 74,   0,  11, 9, 42.4, ⑬⑬
10, 2,Ｌヒシダイヤ, 45,藤岡佑, 1.5, 52,   1, -12,10, 50.5, ⑥⑥,10,10, キョウワハｰモニｰ,---,浜中俊, 1.1, 44,  -8, -18,11, 55.7, ⑫⑫,10, 4,Ｊホクトキングダム, 74,太宰啓, 0.8, 79,   6,   8,10, 54.6, ⑥⑦,10, 5,Ｌサカジロゴｰルド, 69,幸英明, 1.2, 72,   8,  -1,10, 81.8, ⑤⑤
11, 4,Ｋヒデノエタｰナル, 46,国分恭, 1.7, 50,   0, -12, 6, 18.7, ⑨⑪,11, 5, カイトケイラｰ,---,小林徹, 1.3, 40,* -3, -30,14,110.9, ②②,11,11,Ｋフリｰトアロｰ, 71,国分恭, 0.9, 78,   9,   4,11, 60.4, ③③,11, 8,Ｇパフォｰマンス, 74,熊沢重, 1.3, 72,   2,   5, 6, 34.2, ⑪⑩
12, 8,Ｎクリノフジヤマ, 39,太宰啓, 2.5, 44,  -5, -12,14,342.1, ⑭⑭,12,12, スリｰサンロｰズ,---,花田大, 1.7, 37, -11, -21,15,150.7, ⑭⑭,,,,,,,,,,,,,12,12,Ｄワンダｰキラメキ, 77,川田将, 1.4, 71,* 13,  -8, 5, 15.3, ②②
13,10,Ｅミキノティｰタイム, 60,秋山真, 3.2, 38,   0, -26, 8, 22.9, ⑧⑦,13,13, マｰティンゴｰルド,---,熊沢重, 2.2, 31,  -6, -37,13,110.5, ⑦⑨,,,,,,,,,,,,,13, 6,Ｊペガサスヒｰロｰ, 72,和田竜, 1.4, 72,* 12,  -6, 8, 36.6, ④④
14, 6,Ｍアグネスコトブキ, 45,小林徹, 3.7, 35,   1, -30,13,297.8, ⑦⑧,14,14, メイショウカエデ,---,武豊  , 2.4, 29,* -5, -44, 6, 17.0, ③③,,,,,,,,,,,,,14,13,Ｎサナシオン, 68,藤田伸, 3.0, 60,   5, -11, 7, 36.3, ⑨⑪
,,,,,,,,,,,,15,16, ウェディングリング,---,四位洋, 6.1,-17, -25, -61, 8, 27.1, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:2),,,,,,,,,,,
単勝:230円 複勝:13=110円 14=130円 11=150円 枠連:410円,,,,,,,,,,,,単勝:370円 複勝:03=150円 09=150円 04=700円 枠連:640円,,,,,,,,,,,,"単勝:1,000円 複勝:03=260円 09=130円 02=220円 枠連:650円",,,,,,,,,,,,"単勝:830円 複勝:10=180円 07=110円 01=1,180円 枠連:450円",,,,,,,,,,,
馬連:420円 ワイド:13-14=200円 11-13=250円 11-14=410円,,,,,,,,,,,,"馬連:630円 ワイド:03-09=270円 03-04=1,420円 04-09=1,770円",,,,,,,,,,,,"馬連:1,300円 ワイド:03-09=690円 02-03=900円 02-09=380円",,,,,,,,,,,,"馬連:480円 ワイド:07-10=230円 01-10=5,050円 01-07=2,070円",,,,,,,,,,,
"馬単:590円 3連複:750円 3連単:2,230円",,,,,,,,,,,,"馬単:1,270円 3連複:5,180円 3連単:20,740円",,,,,,,,,,,,"馬単:2,970円 3連複:2,540円 3連単:17,570円",,,,,,,,,,,,"馬単:1,960円 3連複:10,610円 3連単:63,760円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
