13年 1月 6日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 1月 6日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝2910m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝3000m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
15,10,Ｏエスジｰブンブン, 42,高倉稜, 3.7, 38,  -9, -17,14,159.8,⑪⑬⑭,,,,,,,,,,,,,15, 7,Ｈオｰブライツ, 65,松山弘, 1.9, 53,  -7,   2,10, 40.1, ⑮⑭,15,14,Ｏホワイトピルグリム, 75,秋山真, 1.8, 71,*  8, -11,14,159.7,⑤②③
16, 4,Ｃタマモアルバ, 58,菱田裕, 4.1, 38,  -8, -22, 6, 12.8,⑦⑩⑫,,,,,,,,,,,,,16,10,Ｏテイエムタイホｰ, 53,川須栄, 2.3, 51,  -3,  -5,13,102.0, ⑫⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:2),,,,,,,,,,,
"単勝:1,240円 複勝:11=290円 15=120円 08=140円 枠連:530円",,,,,,,,,,,,単勝:180円 複勝:03=110円 12=160円 06=180円 枠連:330円,,,,,,,,,,,,"単勝:190円 複勝:02=120円 15=290円 03=280円 枠連:1,190円",,,,,,,,,,,,単勝:290円 複勝:13=140円 08=180円 03=410円 枠連:620円,,,,,,,,,,,
"馬連:1,810円 ワイド:11-15=710円 08-11=920円 08-15=240円",,,,,,,,,,,,馬連:550円 ワイド:03-12=250円 03-06=280円 06-12=550円,,,,,,,,,,,,"馬連:1,090円 ワイド:02-15=590円 02-03=430円 03-15=2,340円",,,,,,,,,,,,"馬連:700円 ワイド:08-13=320円 03-13=1,250円 03-08=1,660円",,,,,,,,,,,
"馬単:4,750円 3連複:2,770円 3連単:25,190円",,,,,,,,,,,,"馬単:750円 3連複:1,060円 3連単:3,000円",,,,,,,,,,,,"馬単:1,630円 3連複:3,550円 3連単:11,480円",,,,,,,,,,,,"馬単:1,120円 3連複:4,520円 3連単:15,070円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 5R  芝2000m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝2200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝1600m 3 歳ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,日刊ｽﾎﾟｰﾂ賞ｼﾝｻﾞﾝ記念 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｃナムラバクサイ, 65,福永祐,, 71,*  3,*  4, 4,  9.1,②②②, 1, 9, エｰシンハクリュｰ,---,岩田康,, 71,* -2,*  8, 1,  2.2,⑧⑦①, 1, 1,Ｈエｰシングングン, 74,福永祐,, 89,  11,  10, 3,  5.6,⑤⑦⑥, 1, 2,Ｃエｰシントップ, 74,浜中俊,, 84,* 20,  -9, 1,  3.5, ①①
 2, 4,Ｐゲｰムフェイス, 25,浜中俊, 0.0, 70,*  3,*  4, 7, 22.8,④③③, 2, 1, クロンブリオント,---,福永祐, 0.3, 68,* -2,   2, 3,  6.2,①①②, 2, 4,Ｉトウシンイｰグル, 74,和田竜, 0.0, 89,  10,* 13, 6, 12.1,⑦⑨⑨, 2,12,Ｈヘミングウェイ, 70,池添謙, 0.0, 85,  14,*  1, 9, 18.0, ⑩⑧
 3, 1,Ｂマイネルハルカゼ, 66,三浦皇, 0.1, 68,*  4,   2, 2,  4.5,①①①, 3, 5, ヒカリサスペンス,---,幸英明, 0.4, 70,  -5,*  8, 2,  4.4,⑨⑨⑤, 3,11,Ｅサフランディライト, 78,岩田康, 0.3, 85,* 12,   2, 5,  6.2,⑩⑤⑤, 3, 5,Ｄタマモベストプレイ, 72,和田竜, 0.2, 83,* 18,  -8, 3,  5.0, ④④
 3,14,Ｄセイスコｰピオン, 63,川田将, 0.1, 72,   2,*  4, 3,  5.0,⑧⑥④, 4, 6, ピサノボンバイエ,---,ルメｰ, 1.0, 61,  -5,  -2, 4,  6.3,⑥⑤④, 4,10,Ｄバンザイ, 78,藤岡佑, 0.3, 84,* 14,  -2, 2,  4.7,①①①, 4,14,Ｇカオスモス, 70,内田博, 0.3, 81,* 20, -12, 2,  4.5, ③③
 5, 9,Ａゼンノコンゴウ, 72,ビュイ, 0.9, 65,   2,  -1, 1,  2.4,⑤⑤⑥, 5, 4, サンライズムｰン,---,藤懸貴, 1.0, 60,  -4,  -3, 9, 54.9,④④⑥, 5,13,Ｆマッキｰバッハ, 77,ルメｰ, 0.4, 84,  11,   3, 8, 19.0,④⑥⑦, 5, 9,Ｂレッドアリオン, 74,福永祐, 0.4, 81,  13,  -2, 4,  9.4, ⑪⑫
 6, 3,Ｉリアライズブラザｰ, 59,内田博, 1.0, 63,   0,   0, 8, 24.2,⑥⑧⑦, 6, 7, ブライトアイディア,---,藤岡佑, 1.7, 53,* -2, -16, 5, 12.3,③③③, 6, 5,Ｃアドマイヤカｰリン, 81,小牧太, 0.4, 85,* 13,  -1, 4,  5.9,③③④, 6,16,Ｉアットウィル, 68,三浦皇, 0.5, 80,   7,*  5,14,120.5, ⑮⑮
 7,11,Ｅタイセイボルト, 63,菱田裕, 1.4, 64,  -1,   0, 5, 19.0,⑪⑬⑫, 7, 3, アンシャックルド,---,藤田伸, 3.4, 38,  -5, -33, 7, 22.2,⑦⑧⑨, 7, 3,Ｇスマｰトリバティｰ, 76,武幸四, 0.6, 83,   7,* 12, 7, 12.4,⑬⑬⑫, 7, 4,Ｊエｰルブリｰズ, 66,川田将, 0.5, 80,  16,  -8, 8, 17.0, ⑦⑤
 8, 7,Ｆナガラセンプｰ, 63,国分優, 1.4, 63,   0,   0, 9, 25.2,⑫⑫⑨, 8, 8, アｰスストライカｰ,---,浜中俊, 3.5, 37,  -4, -39, 6, 13.8,⑤⑥⑧, 8, 9,Ｍセトノメジャｰ, 67,古川吉, 0.6, 80,  10,   5,12,102.2,⑨⑩⑩, 8,11,Ｅザラストロ, 71,ビュイ, 0.7, 77,  10,  -2,10, 23.9, ⑬⑬
 9,15,Ｈコンゴウセイウン, 60,高倉稜, 1.8, 58,  -1,  -4,11, 77.4,⑬⑩⑩, 9, 2, テイエムケイムオｰ,---,国分優, 4.3, 34,* -2, -54, 8, 38.0,②②⑦, 9, 8,Ｋシンボリニｰス, 73,川田将, 0.8, 80,* 12,  -7,11, 69.5,②④③, 9, 8,Ｍアルバタックス, 62,ルメｰ, 1.0, 74,  12,  -8, 6, 14.2, ⑫⑪
10,12,Ｇセルリアンサｰロス, 62,幸英明, 1.8, 59,  -2,  -2,12, 86.1,⑯⑮⑬,,,,,,,,,,,,,10, 7,Ａロｰゼンケｰニッヒ, 82,川須栄, 0.9, 79,* 14,  -9, 1,  4.2,⑧②②,10,15,Ｌヒルノクオリア, 62,武幸四, 1.7, 65,  15, -23,11, 93.6, ⑨⑩
11,13,Ｎブラドック, 50,鮫島良, 2.1, 58,   0,  -6,15,134.6,⑮⑪⑪,,,,,,,,,,,,,11, 6,Ｎスマｰトグリッド, 66,中井裕, 0.9, 79,   8,   6,13,114.1,⑫⑪⑪,11, 7,Ｎサイモンラムセス, 61,幸英明, 1.9, 65,* 20, -35,12,102.9, ②②
12, 5,Ｊタイセイホｰネット, 57,川須栄, 2.2, 59,  -3,  -3,16,138.6,⑩⑯⑮,,,,,,,,,,,,,12, 2,Ｂブライトジェム, 81,藤懸貴, 1.0, 79,   4,* 13, 9, 32.2,⑭⑭⑭,12, 6,Ｆネオウィズダム, 71,岩田康, 2.0, 62,  14, -28, 7, 16.7, ⑧⑨
13,16,Ｌデンコウウンリュウ, 53,武幸四, 2.4, 55,   0, -12,10, 55.6,⑨⑦⑧,,,,,,,,,,,,,13,12,Ｊマｰムｰドイモン, 74,水口優, 1.0, 78,  11,  -4,10, 59.3,⑥⑧⑧,12,10,Ａアグネスキズナ, 75,武豊  , 2.0, 62,  16, -31, 5,  9.4, ⑥⑦
14, 6,Ｋバンブｰバッジョ, 57,和田竜, 2.8, 53,   2, -19, 6, 19.2,③④⑤,,,,,,,,,,,,,14,14,Ｌナンゴクユニバｰス, 69,菱田裕, 1.2, 77,   6,   8,14,333.5,⑪⑫⑬,14,13,Ｐテイエムシングン, 51,松山弘, 2.3, 59,   2, -11,16,334.5, ⑯⑯
15,10,Ｍカネトシアクション, 51,秋山真, 2.9, 52,  -2, -11,13,100.9,⑭⑭⑯,,,,,,,,,,,,,,,,,,,,,,,,,15, 1,Ｏアジャストメント, 58,秋山真, 2.4, 58,   7, -22,15,174.5, ⑭⑭
16, 8,Ｏビップイシマツ, 45,中井裕, 5.6, 39,  -1, -38,14,103.8,⑦⑨⑭,,,,,,,,,,,,,,,,,,,,,,,,,16, 3,Ｋヒシアメジスト, 63,藤田伸, 3.0, 52,  16, -45,13,107.7, ⑤⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:2),,,,,,,,,,,
"単勝:910円 複勝:02=250円 04=570円 01=130円 枠連:1,360円",,,,,,,,,,,,単勝:220円 複勝:09=110円 01=150円 05=140円 枠連:500円,,,,,,,,,,,,"単勝:560円 複勝:01=200円 04=310円 11=200円 枠連:1,470円",,,,,,,,,,,,"単勝:350円 複勝:02=160円 12=390円 05=190円 枠連:1,700円",,,,,,,,,,,
"馬連:15,290円 ワイド:02-04=2,260円 01-02=390円 02-14=680円",,,,,,,,,,,,馬連:560円 ワイド:01-09=240円 05-09=180円 01-05=380円,,,,,,,,,,,,"馬連:3,610円 ワイド:01-04=1,130円 01-11=550円 04-11=1,390円",,,,,,,,,,,,"馬連:3,130円 ワイド:02-12=1,170円 02-05=390円 05-12=1,300円",,,,,,,,,,,
"馬単:27,410円 3連複:9,090円 3連単:69,800円",,,,,,,,,,,,"馬単:870円 3連複:700円 3連単:2,440円",,,,,,,,,,,,"馬単:6,030円 3連複:6,700円 3連単:42,590円",,,,,,,,,,,,"馬単:4,840円 3連複:4,760円 3連単:29,880円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 6R  ダ1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 9R  ダ1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  芝1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,初夢ｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａウイングリｰト, 67,内田博,, 66,*  5,  -3, 3,  5.6, ①①, 1, 8,Ａエｰシンレンジャｰ, 70,秋山真,, 71,*  0,*  7, 3,  5.3, ②②, 1, 2,Ｈタカオノボル, 85,ルメｰ,, 92,* 13,* 17, 4, 11.4,③③④, 1,16,Ａハングリｰジャック, 81,ビュイ,, 80,*  1,   8, 3,  5.8, ②②
 2, 1,Ｅハｰトランド, 59,北村友, 0.9, 58,   0,  -5, 2,  5.2, ⑦⑦, 2,10,Ｄティズトレメンダス, 68,福永祐, 0.0, 71,  -1,*  9, 1,  2.9, ⑤④, 2, 6,Ｅメｰデイア, 86,浜中俊, 0.2, 89,* 12,* 14, 3,  5.1,②②②, 2,14,Ｎシンコｰプリンス, 67,幸英明, 0.1, 79,*  1,   5,16,191.5, ①①
 3, 4,Ｄミラクルルｰマｰ, 59,川須栄, 0.9, 57,  -1,  -3, 7, 21.8, ⑨⑧, 3, 7,Ｃシグナルプロシｰド, 69,松山弘, 0.5, 67,  -1,   4, 2,  3.7, ④⑤, 3, 8,Ｂハリケｰン, 87,岩田康, 0.5, 87,  11,  13, 2,  3.5,⑦⑤⑤, 3, 7,Ｂマイネルアダマス, 80,三浦皇, 0.2, 82,  -4,* 12, 5,  9.3, ⑨⑨
 4,10,Ｇグロシュラライト, 55,浜中俊, 1.0, 58,*  4,  -9, 6, 15.3, ②②, 4, 6,Ｈタマモベルモット, 62,幸英明, 0.6, 67,  -4,*  7, 5, 14.3, ⑨⑨, 4, 1,Ｇキラウエア, 86,小牧太, 0.7, 87,  12,  12, 6, 16.1,⑤⑦⑦, 4, 5,Ｋケイアイユニコｰン, 72,和田竜, 0.3, 78,  -3,   9, 8, 18.3, ⑧⑧
 5, 8,Ｋアドマイヤコング, 48,池添謙, 1.1, 56,  -3,* -2, 8, 22.5, ⑩⑩, 5,12,Ｅイｰサンヘイロｰ, 67,岩田康, 0.6, 67,  -3,   7, 9, 30.6, ⑧⑧, 5,16,Ａマルカプレジオ, 87,福永祐, 0.9, 85,* 12,   9, 1,  2.6,④④③, 5, 3,Ｇヴィクトリｰマｰチ, 78,北村友, 0.4, 75,* -1,   4, 2,  5.4, ③③
 6, 6,Ｉイニシャルダブル, 52,ルメｰ, 1.2, 57,   2,  -8,10, 31.0, ⑤⑤, 6,15,Ｂスズヨストラ, 69,菱田裕, 0.8, 66,  -1,   3, 4,  8.1, ⑦⑥, 6, 9,Ｆメタギャラクシｰ, 86,川田将, 0.9, 87,  11,  11,10, 43.8,⑧⑧⑧, 6, 4,Ｈアルｰリングライフ, 77,菱田裕, 0.4, 76,  -3,   8,11, 28.1, ⑦⑦
 7, 2,Ｏテイエムクロジシ, -6,国分優, 1.4, 53,  -5,* -2,15,240.5, ⑬⑬, 7, 9,Ｐアポロヌリｰ, 50,中井裕, 0.9, 66,*  0,  -1, 8, 28.1, ③③, 7,12,Ｄジョｰメテオ, 86,三浦皇, 1.3, 81,   9,  11, 8, 40.9,⑫⑪⑨, 7, 8,Ｃタマラマ, 79,岩田康, 0.5, 78, -11,* 16, 1,  3.4, ⑮⑮
 8,14,Ｆレッドファンタジア, 57,福永祐, 1.4, 53,  -2,  -6, 5,  7.1, ⑪⑪, 8,14,Ｊララガニエ, 60,和田竜, 1.2, 63,  -2,   0,12, 66.5, ⑥⑦, 8, 3,Ｏアグネスアンカｰ, 81,川須栄, 1.3, 85,   8,  13,15,270.0,⑪⑫⑭, 8,15,Ｆタマモコントラバス, 78,松山弘, 0.5, 74,  -2,   4,10, 27.0, ⑥⑤
 9,15,Ｍサトノフェニックス, 38,松山弘, 1.6, 51,  -4,  -6,13,118.3, ⑫⑫, 9, 3,Ｇクリスタルカイザｰ, 65,高倉稜, 1.2, 60,*  1,  -5,13, 84.3, ①①, 9,13,Ｉショウナンマオ, 84,秋山真, 1.4, 80,* 13,   2, 5, 16.1,①①①, 9, 2,Ｍフェイズシフト, 69,太宰啓, 0.5, 78,  -8,* 13,15,190.0, ⑭⑭
10, 5,Ｊギョウショウ, 50,酒井学, 1.6, 53,  -7,*  0,12, 86.2, ⑭⑭,10,13,Ｏファイアキング, 53,国分恭, 1.5, 62,  -6,   4,14,144.8, ⑬⑬,10,10,Ｃラタｰシュ, 87,ビュイ, 1.5, 82,   9,  10,11, 50.9,⑯⑬⑪,10, 1,Ｏゴｰルドベル, 62,小牧太, 0.6, 76,  -6,   8, 9, 18.6, ⑪⑪
11,11,Ｃワイルドアンセム, 64,岩田康, 1.8, 51,*  2, -15, 4,  6.3, ④③,11,16,Ｉタｰゲットゾｰン, 62,内田博, 1.8, 57,  -5,  -2,11, 39.3, ⑫⑪,11, 7,Ｊアルバトン, 82,藤田伸, 1.5, 85,   7,* 15, 9, 43.5,⑬⑮⑯,11,13,Ｅスピｰクソフトリｰ, 78,武幸四, 0.6, 76,  -7,  10, 4,  8.5, ⑬⑬
12, 7,Ｈバルバドスブルｰ, 54,ビュイ, 2.3, 46,   0, -17, 9, 26.4, ⑧⑥,12, 4,Ｎマコトタンホイザｰ, 53,藤懸貴, 1.9, 57, -10,   3,15,213.9, ⑮⑮,12, 5,Ｋミッキｰバラｰド, 82,北村友, 1.6, 80,  10,   7,14,204.9,⑨⑨⑩,12, 6,Ｄシェルエメｰル, 79,福永祐, 0.7, 75,  -7,   9, 6, 11.0, ⑫⑫
13, 3,Ｂロｰドクロサイト, 66,武豊  , 2.4, 45,   1, -20, 1,  3.3, ③④,13, 1,Ｆカシノパシオン, 65,古川吉, 2.0, 58,  -8,   1,10, 38.9, ⑭⑭,13,14,Ｌテイエムドンマイ, 82,幸英明, 1.7, 79,  11,   3,13, 60.7,⑥⑥⑥,13,10,Ｉヤマニンプチガトｰ, 76,鮫島良, 0.7, 71,* -1,   0, 7, 15.4, ④④
14, 9,Ｎコスモブルｰム, 35,和田竜, 3.4, 38, -20,* -2,14,140.0, ⑮⑮,14, 2,Ｋクレバｰカイオウ, 56,武豊  , 2.1, 56, -12,   6, 7, 24.4, ⑯⑯,14,15,Ｐキャプテンマジン, 80,池添謙, 2.3, 77,  10,   2,16,343.4,⑩⑩⑫,14,11,Ｊニシノスタイル, 72,浜中俊, 0.9, 72, -10,   9,13,100.7, ⑯⑯
15,12,Ｌグロｰブ, 40,川田将, 5.2, 27,   2, -43,11, 41.5, ⑥⑨,15, 5,Ｌクリスクリングル, 56,西村太, 2.2, 54,  -5,  -5,16,282.3, ⑪⑩,15,11,Ｍスピルオｰバｰ, 82,太宰啓, 3.0, 74,   8,  -1,12, 57.8,⑭⑭⑬,15, 9,Ｌモトヒメ, 71,中井裕, 1.0, 68,  -3,  -1,14,138.2, ⑤⑥
,,,,,,,,,,,,16,11,Ｍメイケイペガムｰン, 55,藤田伸, 3.8, 43,  -4, -19, 6, 18.0, ⑩⑫,16, 4,Ｎマイネルバイカ, 81,和田竜, 3.3, 72,   6,   1, 7, 23.7,⑮⑯⑮,16,12,Ｐナムラアピア, 56,国分優, 1.3, 65,  -5,  -3,12, 77.6, ⑩⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
