13年12月 7日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年12月 7日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝2000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■10R  芝1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
 9, 5,Ｋジュｰヌノｰブル, 43,北村宏, 1.3, 46,  -9,  -7,11, 80.3, ③④, 9, 2,Ｑヒラボクマキシム, 45,木幡初, 0.6, 57, -17,*  4,17,539.2,⑱⑱⑱, 9,15, モズワトウナイ,---,石橋脩, 0.9, 45, -16,  -4, 7, 21.3,⑫⑫⑫, 9, 2,Ｄオペラダンシング, 77,石橋脩, 0.8, 72,  10,  -7, 5, 18.6,③②②
10, 3,Ｅゴｰルドクレセント, 53,木幡初, 1.5, 46, -13,  -4, 9, 28.1, ⑫⑪,10,18,Ｋシングンゴｰルド, 52,武士沢, 0.7, 53, -16,  -2, 9, 34.7,⑯⑯⑭,10, 1, タケデンカイザｰ,---,嘉藤貴, 0.9, 41,  -7, -22,13,132.9,⑥⑤③,10, 3,Ｊエレガンテココ, 69,宮崎北, 1.7, 62,* 25, -51,10, 32.0,①①①
11, 6,Ｆヒラボクボｰノ, 49,横山典, 1.5, 45,  -9,  -7, 8, 27.5, ⑤⑥,11, 8,Ｊピｰキｰ, 53,石橋脩, 0.7, 51, -15,  -6, 7, 20.2,⑤⑨⑪,11, 5, エクセルバｰド,---,武士沢, 1.2, 39,* -4, -30,12,101.8,①①①,11, 8,Ｋグレｰトマｰシャル, 65,武士沢, 1.7, 66,   0,   1,11,137.2,⑪⑪⑪
12, 8,Ｈシュヴァルベ, 46,吉田豊, 1.7, 46, -11,  -6,10, 50.1, ⑪⑫,12,10,Ｈマｰメイドドレス, 56,津村明, 0.9, 47,*-13, -12,12, 80.5,⑥⑤⑦,12, 6, バトルランチャ,---,松岡正, 2.0, 30,  -8, -36, 9, 28.7,③⑥⑦,,,,,,,,,,,,
13, 2,Ｂダテノトライアンフ, 58,石橋脩, 1.7, 43, -11,  -8, 3,  8.3, ⑨⑨,13, 9,Ｄシャドウカラｰズ, 65,田中勝, 0.9, 46,*-14, -12, 5, 15.8,③④⑥,13,11, ピｰクドラペル,---,大野拓, 2.0, 31, -19, -16, 6, 19.9,⑭⑭⑬,,,,,,,,,,,,
14, 1,Ｍアポロダイナスティ, 40,武士沢, 2.0, 41, -14,  -8,12,107.4, ⑭⑬,14, 1,Ｌマイネルヴェルス, 51,丹内祐, 0.9, 48, -15,  -8,11, 63.0,⑰⑬⑩,14, 2, シャドウシティｰ,---,田中勝, 3.4, 18, -19, -36, 5, 15.5,⑬⑬⑭,,,,,,,,,,,,
15, 4,Ｐフィアスゴッド, 26,宮崎北, 2.3, 39, -15,  -9,16,319.2, ⑮⑮,15,15,Ｎデンジャラｰ, 51,江田照, 1.0, 49, -17,  -5,15,375.8,⑮⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,
16,16,Ｎトマトリコピン, 31,大野拓, 2.7, 35, -10, -18,15,178.8, ⑦⑧,16,13,Ｒトロンバ, 40,嘉藤貴, 1.1, 46, -15, -10,18,554.7,⑬⑫⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17, 3,Ｍウインミラグロス, 51,松岡正, 1.1, 47, -16,  -8, 8, 21.6,⑫⑭⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 7,Ｏセンノイギダｰ, 50,宮崎北, 1.2, 44,*-13, -15,16,386.7,⑪⑧⑤,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:3),,,,,,,,,,,
単勝:210円 複勝:13=110円 09=410円 14=390円 枠連:670円,,,,,,,,,,,,"単勝:640円 複勝:06=230円 16=160円 14=2,860円 枠連:460円",,,,,,,,,,,,"単勝:330円 複勝:03=170円 12=280円 08=860円 枠連:1,240円",,,,,,,,,,,,"単勝:240円 複勝:06=140円 01=430円 10=210円 枠連:2,710円",,,,,,,,,,,
"馬連:1,260円 ワイド:09-13=520円 13-14=670円 09-14=2,800円",,,,,,,,,,,,"馬連:940円 ワイド:06-16=420円 06-14=13,710円 14-16=7,540円",,,,,,,,,,,,"馬連:1,360円 ワイド:03-12=550円 03-08=2,400円 08-12=4,040円",,,,,,,,,,,,"馬連:3,200円 ワイド:01-06=810円 06-10=390円 01-10=1,470円",,,,,,,,,,,
"馬単:2,060円 3連複:5,400円 3連単:18,190円",,,,,,,,,,,,"馬単:2,300円 3連複:60,500円 3連単:274,830円",,,,,,,,,,,,"馬単:2,280円 3連複:16,590円 3連単:65,290円",,,,,,,,,,,,"馬単:4,810円 3連複:5,660円 3連単:32,060円",,,,,,,,,,,
■ 2R  ダ1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  ダ1800m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ2400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■11R  ダ1800m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,北総ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｄユニバｰサルビｰチ, 57,蛯名正,, 52,*  2,  -6, 2,  4.2,②②②, 1, 7, チャンスメイク,---,津村明,, 68,  -4,* 11, 9, 38.3,⑤⑤⑥, 1, 9,Ａサンマルデュｰク, 87,武士沢,, 83,  10,* 13, 1,  2.8,⑦⑩⑩, 1, 1,Ｂダブルスタｰ, 88,内田博,, 84,*  6,  21, 1,  3.0,①①①
 2, 4,Ｃロトラトゥｰル, 57,横山典, 0.1, 50,*  3,  -8, 1,  1.6,①①①, 2,11, ドラムメジャｰ,---,石橋脩, 0.1, 65,* -3,   8, 1,  2.8,④③③, 2, 4,Ｂリｰゼントブルｰス, 84,松岡正, 0.4, 79,* 13,   2, 2,  5.4,①①①, 2,11,Ｃタナトス, 87,柴田善, 0.3, 82,   5,* 22, 3,  5.5,⑥⑥⑤
 3,12,Ａノｰスファイヤｰ, 60,津村明, 0.3, 51,   1,  -7, 3,  9.4,④④④, 3, 5, マダムジルウェット,---,蛯名正, 0.2, 64,* -2,   6, 3,  4.8,①①①, 3, 5,Ｇアルディエス, 78,西田雄, 0.4, 82,  12,   9, 6, 13.6,⑧⑨⑨, 3,15,Ａユｰロビｰト, 88,戸崎圭, 0.4, 81,   4,* 21, 2,  3.5,⑦⑦⑦
 4,11,Ｈラフェットデメｰル, 44,江田照, 0.8, 48,*  2, -12, 6, 27.0,③③③, 4, 8, デザｰトオブムｰン,---,内田博, 0.7, 65, -12,* 19, 7, 13.7,⑪⑪⑩, 4, 8,Ｋゴｰルデンヒｰロｰ, 73,戸崎圭, 0.4, 80,  11,   8, 5,  7.1,⑪⑧⑥, 4,10,Ｎセイカフォルトゥナ, 79,木幡初, 0.5, 81,*  5,  18,14, 77.7,③③③
 5,15,Ｎクラシックセｰラ, 34,田中勝, 1.0, 45,   0, -10, 5, 20.2,⑩⑧⑦, 5,12, フェスティヴイェル,---,北村宏, 0.9, 59,  -4,   2, 8, 30.5,⑥⑥④, 5,10,Ｆリアライズブラザｰ, 80,内田博, 0.6, 78,* 12,   3, 3,  5.9,③④⑤, 5, 6,Ｊセイカフォルテ, 82,津村明, 0.7, 82,   3,  21, 7, 21.7,⑨⑩⑫
 6, 5,Ｅユｰカリノカゼ, 49,吉田豊, 1.0, 47,  -1,  -8,11,135.9,⑪⑩⑪, 6,10, ホｰルドミｰタイト,---,戸崎圭, 1.6, 54,* -3,  -5, 2,  4.0,②②②, 6, 1,Ｃホワイトフリｰト, 82,北村宏, 0.7, 77,  11,   4, 4,  6.2,⑥⑦⑦, 6, 2,Ｐオメガインベガス, 77,田中勝, 0.8, 77,*  5,  15, 4,  7.0,②②②
 7,13,Ｂヒムカ, 59,大野拓, 1.1, 45,   1, -14, 4,  9.9,⑤⑤⑤, 7, 1, エイブルカイザｰ,---,大野拓, 1.9, 56,  -8,   3, 6, 13.1,⑨⑨⑨, 7, 7,Ｄキングオブフェイス, 81,大野拓, 1.0, 77,   8,* 13,10, 35.4,⑫⑫⑫, 7, 4,Ｌコスモイｰチタイム, 80,丹内祐, 0.9, 80,   3,  19,10, 44.6,⑪⑧⑧
 8, 8,Ｍシャイニｰパティオ, 39,田中博, 1.1, 48,  -3,* -3,12,178.0,⑭⑭⑮, 8, 3, ナスセンプウ,---,柴田善, 2.1, 53,  -6,  -1,10, 42.3,⑩⑧⑦, 8, 3,Ｌトウショウデザイア, 55,津村明, 1.3, 75,* 12,  -2, 9, 33.9,⑤③④, 8, 8,Ｅエステｰラブ, 86,宮崎北, 1.0, 80,   0,* 23,15, 87.1,⑮⑮⑬
 9, 2,Ｏマユラウインド, 31,戸崎圭, 1.2, 45,  -5,* -3,10,109.7,⑮⑮⑭, 9, 4, グレイスナカヤマ,---,江田照, 2.4, 50,  -4,  -9, 5, 10.9,③④⑤, 9,11,Ｈテｰオｰストｰム, 78,吉田豊, 1.3, 75,  11,   0,12,171.5,⑩⑥③, 9,16,Ｋディｰエスコンドル, 81,横山典, 1.2, 75,   3,  17, 6, 19.4,⑩⑪⑨
10, 6,Ｋランデックハｰツ, 42,木幡初, 1.2, 45,  -1, -10, 7, 40.3,⑦⑨⑩,10, 2, サンファｰゴ,---,松岡正, 4.7, 36,  -6, -23, 4,  9.8,⑦⑦⑧,10, 2,Ｊテラノコブラ, 78,江田照, 1.7, 72,* 13,  -8, 7, 17.8,②②②,10, 9,Ｏドゥｰアップ, 79,北村宏, 1.3, 75,   4,  15, 5, 17.8,⑧⑨⑪
11, 1,Ｌウインサラ, 42,丹内祐, 1.4, 46,  -2,  -8,13,301.3,⑬⑬⑬,11, 6, ジュングラルプス,---,田中博, 4.8, 36,  -9, -19,12,131.5,⑧⑩⑪,11,12,Ｅバｰチャルトラック, 80,柴田善, 2.1, 71,* 12,  -8,11, 76.6,④⑤⑧,11, 7,Ｈドラゴンヴォイス, 82,吉田豊, 1.4, 77,   2,  17,11, 44.7,⑫⑫⑭
12, 7,Ｆサイモンジャスミン, 47,松岡正, 2.1, 38,   0, -20, 8, 72.7,⑧⑦⑥,12, 9, オワカレハトバ,---,丹内祐, 8.6, 16, -16, -39,11,114.8,⑫⑫⑫,12, 6,Ｉアルジェンタム, 78,蛯名正, 2.3, 70,  11,  -7, 8, 27.2,⑨⑪⑪,12,13,Ｉママキジャ, 82,嘉藤貴, 1.5, 72,   5,  12,12, 71.4,⑤⑤⑥
13,14,Ｇラブキュｰル, 46,宮崎北, 2.2, 39,   0, -18,15,484.1,⑫⑪⑧,,,,,,,,,,,,,,,,,,,,,,,,,13, 5,Ｇジャンナ, 82,大野拓, 1.7, 74,   1,  16,13, 76.3,⑭⑭⑩
14, 9,Ｉモンサンレグルス, 44,北村宏, 3.5, 30,   0, -32, 9, 88.6,⑥⑥⑨,,,,,,,,,,,,,,,,,,,,,,,,,14,14,Ｄサクラブライアンス, 86,蛯名正, 1.8, 73,   2,  13, 9, 44.5,⑬⑬⑮
15, 3,Ｊキラリ, 43,嘉藤貴, 3.8, 27,  -2, -29,14,426.2,⑨⑫⑫,,,,,,,,,,,,,,,,,,,,,,,,,15, 3,Ｍプリンセスキナウ, 80,江田照, 2.4, 68,   5,   4, 8, 25.6,④④④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:0),,,,,,,,,,,
単勝:420円 複勝:10=130円 04=110円 12=170円 枠連:300円,,,,,,,,,,,,"単勝:3,830円 複勝:07=700円 11=140円 05=180円 枠連:1,450円",,,,,,,,,,,,単勝:280円 複勝:09=140円 04=180円 05=280円 枠連:360円,,,,,,,,,,,,単勝:300円 複勝:01=130円 11=160円 15=140円 枠連:670円,,,,,,,,,,,
馬連:330円 ワイド:04-10=190円 10-12=440円 04-12=270円,,,,,,,,,,,,"馬連:6,910円 ワイド:07-11=2,510円 05-07=2,350円 05-11=340円",,,,,,,,,,,,"馬連:650円 ワイド:04-09=310円 05-09=540円 04-05=1,090円",,,,,,,,,,,,馬連:770円 ワイド:01-11=300円 01-15=260円 11-15=350円,,,,,,,,,,,
"馬単:970円 3連複:690円 3連単:4,270円",,,,,,,,,,,,"馬単:17,480円 3連複:9,900円 3連単:138,550円",,,,,,,,,,,,"馬単:1,030円 3連複:2,290円 3連単:7,950円",,,,,,,,,,,,"馬単:1,300円 3連複:900円 3連単:4,390円",,,,,,,,,,,
■ 3R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  ダ1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,黒松賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｆホルボッシュ, 59,北村宏,, 61,*  3,  -8, 4,  7.9,②①①, 1, 4, ナンチンノン,---,内田博,, 54,*-13,*  4, 2,  2.5, ①①, 1, 4,Ａタガノブルグ, 69,石橋脩,, 73,   6,* -1, 1,  3.4, ⑥⑤, 1,11,Ａロンギングダンサｰ, 79,石橋脩,, 82,   3,* 14, 1,  1.7,⑪⑪⑩
 2, 6,Ｃマイネルジパング, 61,戸崎圭, 0.1, 61,   0,  -3, 6,  9.3,⑤④④, 2, 8, ワイエムテイラｰ,---,津村明, 0.3, 52, -16,*  4, 8, 60.3, ⑤④, 2,12,Ｄクリノコマチ, 57,松岡正, 0.2, 69,   5,* -3, 8, 16.6, ⑦⑨, 2, 1,Ｅスマｰトルピナス, 73,戸崎圭, 0.3, 77,   1,* 11, 3,  9.1,⑩⑩⑪
 3, 2,Ｄオウトラヴェス, 60,石橋脩, 0.3, 61,  -4,   0, 3,  6.5,⑦⑦⑧, 3, 1, インスタイル,---,蛯名正, 0.5, 50, -15,   1, 1,  2.4, ③③, 3, 7,Ｌフリュクティドｰル, 50,嘉藤貴, 0.4, 68,   8,  -8,12, 32.8, ④④, 3, 8,Ｌサイレントクロップ, 69,内田博, 0.4, 74,* 10, -10, 9, 25.1,①①①
 4, 3,Ａウインエレメント, 62,内田博, 0.5, 59,  -1,  -7, 1,  5.1,⑧⑤⑤, 4, 5, タマモウエルカム,---,武士沢, 0.9, 48,*-13,  -4, 5, 12.5, ②②, 4,10,Ｂウインイルソｰレ, 66,大野拓, 0.6, 61,   1,* -4, 5,  9.6, ⑬⑬, 4, 6,Ｂマイネルスパｰブ, 75,丹内祐, 0.4, 75,   8,  -4, 8, 24.6,④④④
 5,13,Ｂサクラカルナバル, 62,田中勝, 0.6, 55,*  2, -13, 2,  5.3,④③③, 5, 7, コウヨウシャトｰ,---,横山典, 1.5, 40, -21,  -2, 3,  6.5, ⑧⑧, 5, 8,Ｈマイネルギャルソン, 55,戸崎圭, 0.6, 62,   4,  -7, 4,  8.4, ⑨⑦, 5,15,Ｄヘレナモルフォ, 75,大野拓, 0.5, 73,   8,  -6, 7, 23.5,⑤⑤⑤
 6, 5,Ｅサトノジェイド, 60,津村明, 0.7, 56,  -4,  -5, 9, 17.8,⑩⑩⑨, 6, 2, バトルクルｰク,---,江田照, 1.8, 39, -16,  -9, 9, 80.4, ④⑤, 6, 5,Ｇテルミドｰル, 55,吉田豊, 0.6, 69,* 13, -15, 2,  5.3, ①①, 6,12,Ｏコスモスタｰタｰ, 60,松岡正, 0.5, 76,   4,   4,13,166.5,⑨⑨⑦
 7, 1,Ｇマイネルゲｰル, 58,丹内祐, 0.7, 57,  -5,  -2,10, 17.9,⑪⑪⑩, 7, 3, グァバベリｰニ,---,大野拓, 1.9, 39, -19,  -6, 7, 40.3, ⑦⑥, 7, 1,Ｃクリノイザナミ, 59,横山典, 0.6, 63,   4,  -6, 7, 11.7, ⑧⑧, 7, 5,Ｍトキノサコン, 68,江田照, 0.6, 75,   0,* 10,14,177.0,⑫⑬⑭
 8,12,Ｈイｰグルアモン, 54,武士沢, 0.7, 56,  -4,  -6,11, 27.0,⑨⑧⑦, 8, 6, ワｰルドタイム,---,吉田豊, 1.9, 37, -18,  -9, 6, 31.1, ⑥⑦, 8, 9,Ｅシャインシュラｰク, 57,江田照, 0.8, 59,   1,  -7, 6,  9.7, ⑫⑩, 8, 9,Ｊリングネブラ, 70,二本柳, 0.7, 72,   7,  -4,11, 67.9,⑥⑥⑥
 9, 9,Ｍセルバンテス, 39,横山典, 0.8, 55, -12,*  7, 7, 10.7,⑮⑭⑭, 9, 9, ボルタドマｰル,---,石橋脩, 3.2, 27, -23, -14, 4,  9.0, ⑨⑨, 9,11,Ｍアロｰズグリｰム, 48,田中勝, 0.9, 58,   2, -10, 3,  8.1, ⑩⑪, 9, 2,Ｃダイワアクシス, 75,北村宏, 0.7, 73,   4,   2, 2,  7.7,⑧⑧⑧
10,16,Ｉアペルトゥｰラ, 53,蛯名正, 0.8, 54,  -3,  -9, 8, 11.6,⑥⑥⑥,,,,,,,,,,,,,10,13,Ｆイスルギ, 57,北村宏, 1.1, 55,   0,  -9, 9, 18.1, ⑭⑭,10,14,Ｉエスユｰハリケｰン, 71,津村明, 1.0, 68,*  9, -16, 6, 21.4,③③③
11, 4,Ｋノアカンパニｰ, 45,柴田善, 0.9, 55, -10,*  1,12, 89.8,⑭⑬⑫,,,,,,,,,,,,,11, 3,Ｊエクスシア, 53,蛯名正, 1.1, 59,   8, -17,10, 26.1, ⑤⑥,11,13,Ｇマイネルカｰミン, 72,嘉藤貴, 1.1, 69,   1,   1,10, 57.5,⑬⑫⑫
12, 8,Ｌドリスバロｰズ, 40,大野拓, 1.3, 49,  -6,  -9,14,138.6,⑫⑫⑪,,,,,,,,,,,,,12, 6,Ｋコロナプリンセス, 52,二本柳, 1.2, 54,   0, -10,13, 42.0, ⑪⑫,12, 3,Ｋダｰズンロｰズ, 70,武士沢, 1.1, 69,   0,   3,12, 87.6,⑯⑭⑬
13,10,Ｏワイレアゴｰルド, 33,木幡初, 2.5, 36,*  4, -41,13, 97.8,③②②,,,,,,,,,,,,,13,14,Ｉウインエフォｰト, 54,丹内祐, 1.8, 51,* 10, -29,11, 31.8, ②②,13,16,Ｈエアセノｰテ, 72,田中勝, 1.1, 67,   5,  -7, 5, 14.2,⑦⑦⑨
14, 7,Ｊメドウヒルズ, 49,吉田豊, 2.8, 33,  -4, -36, 5,  8.1,①⑨⑬,,,,,,,,,,,,,14, 2,Ｎヴォラｰタ, 47,柴田善, 2.1, 48,   9, -31,14,131.7, ③③,14, 7,Ｎシンボリパソドブレ, 64,柴田善, 1.1, 70,   0,   4,16,241.3,⑭⑯⑮
15,15,Ｐゴｰストペッパｰ, 12,江田照, 2.9, 31, -12, -23,15,188.7,⑬⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,15,10,Ｐシングンカイロス, 52,宮崎北, 1.2, 66,* 11, -20,15,187.2,②②②
16,11,Ｎトウカイシンボル, 35,田中博, 5.0, 13, -21, -37,16,511.3,⑯⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,16, 4,Ｆジェイケイネオ, 73,横山典, 1.4, 64,  -2,   1, 4,  9.7,⑮⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
