13年10月 5日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年10月 5日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  芝1400m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,
14, 3,Ｇチェルカトロｰバ, 66,西田雄, 2.8, 54,  -1,  -9,14,188.7,⑨⑩⑩,14, 7,Ｉアラタシャチョウ, 70,城戸義, 2.3, 59,   3,  -6, 8, 40.1,⑬⑪⑨,,,,,,,,,,,,,,,,,,,,,,,,
15,13,Ｎケイアイキャンサｰ, 59,横山和, 2.8, 51,  -2, -11,11, 33.1,⑭⑫⑬,15,10,Ｎウォｰタｰポルトス, 60,田中健, 2.8, 57,   2,  -8,15,187.5,⑦⑬⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:1),,,,,,,,,,,
"単勝:960円 複勝:12=320円 07=420円 06=320円 枠連:1,800円",,,,,,,,,,,,"単勝:250円 複勝:02=130円 08=350円 01=230円 枠連:1,940円",,,,,,,,,,,,"単勝:220円 複勝:05=140円 09=240円 08=540円 枠連:1,020円",,,,,,,,,,,,単勝:370円 複勝:01=140円 02=140円 06=310円 枠連:520円,,,,,,,,,,,
"馬連:6,900円 ワイド:07-12=2,140円 06-12=1,640円 06-07=1,530円",,,,,,,,,,,,"馬連:2,350円 ワイド:02-08=660円 01-02=520円 01-08=1,880円",,,,,,,,,,,,"馬連:1,110円 ワイド:05-09=460円 05-08=1,010円 08-09=1,670円",,,,,,,,,,,,"馬連:520円 ワイド:01-02=280円 01-06=1,240円 02-06=810円",,,,,,,,,,,
"馬単:14,500円 3連複:16,750円 3連単:124,720円",,,,,,,,,,,,"馬単:3,500円 3連複:6,030円 3連単:22,860円",,,,,,,,,,,,"馬単:1,590円 3連複:4,220円 3連単:9,650円",,,,,,,,,,,,"馬単:1,330円 3連複:2,550円 3連単:12,740円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
