13年 7月13日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 7月13日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝2770m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝2600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
単勝:970円 複勝:05=240円 01=200円 14=140円 枠連:930円,,,,,,,,,,,,単勝:400円 複勝:07=160円 03=140円 04=120円 枠連:730円,,,,,,,,,,,,単勝:200円 複勝:09=130円 03=170円 10=270円 枠連:590円,,,,,,,,,,,,"単勝:1,160円 複勝:14=310円 05=140円 04=600円 枠連:1,200円",,,,,,,,,,,
"馬連:3,110円 ワイド:01-05=960円 05-14=540円 01-14=370円",,,,,,,,,,,,馬連:750円 ワイド:03-07=290円 04-07=280円 03-04=270円,,,,,,,,,,,,"馬連:780円 ワイド:03-09=320円 09-10=490円 03-10=1,120円",,,,,,,,,,,,"馬連:1,140円 ワイド:05-14=550円 04-14=5,120円 04-05=1,240円",,,,,,,,,,,
"馬単:6,920円 3連複:2,550円 3連単:21,850円",,,,,,,,,,,,"馬単:1,740円 3連複:750円 3連単:4,590円",,,,,,,,,,,,"馬単:1,120円 3連複:2,460円 3連単:8,100円",,,,,,,,,,,,"馬単:3,210円 3連複:14,210円 3連単:87,670円",,,,,,,,,,,
■ 2R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 5R  芝1200m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 8R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  ダ1700m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ福島,,,,,,,,,,,,,,,,,,,,,,,,安達太良ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｌタニセンダイナスト, 50,山崎亮,, 62,* -4,  -1, 9, 16.0, ①①, 1,11, コスモマイルｰル,---,松岡正,, 51,*-13,  -3, 4,  7.6, ①①, 1, 5,Ｂガムラン, 75,戸崎圭,, 75,*  5,* 11, 2,  3.1,②②②, 1,12,Ｂフリｰトストリｰト, 87,内田博,, 84,*  8,  19, 2,  3.7,①①①
 2, 4,Ｋショウナンパレット, 50,田辺裕, 0.2, 60,  -7,  -1, 6,  9.2, ④④, 2,10, サトノマｰメイド,---,北村宏, 0.2, 48,*-16,  -3, 1,  2.7, ③②, 2, 3,Ｉベｰルグリｰン, 65,江田照, 0.2, 74,*  5,  10, 7, 22.9,①①①, 2,13,Ｋダブルスタｰ, 81,戸崎圭, 0.2, 83,*  8,  17, 4,  6.9,②②②
 3,11,Ｄロマネクイｰン, 55,武士沢, 0.2, 60,* -5,  -2, 2,  5.4, ③③, 3, 3, ケルシャンス,---,吉田豊, 0.7, 43, -18,  -6, 2,  4.6, ⑤⑤, 3, 9,Ｅスギノハルバｰド, 71,内田博, 0.5, 72,   2,* 13, 1,  2.2,⑨⑨⑧, 3, 4,Ｃディｰエスコンドル, 84,横山典, 0.4, 82,   5,* 23, 3,  5.8,⑧⑦⑤
 4, 6,Ａクラウンストラｰダ, 59,田中勝, 0.6, 54,  -7,  -6, 1,  4.6, ⑤⑤, 4, 7, エクスペリエンス,---,横山典, 0.7, 44, -26,*  2, 8, 19.3, ⑧⑦, 4,10,Ｄマイネルガネｰシャ, 73,松岡正, 0.8, 69,*  4,   5, 8, 31.4,④③③, 4,10,Ａアンアヴェンジド, 88,北村宏, 1.0, 77,*  8,  11, 1,  2.1,③③③
 5, 2,Ｇウチケンジェｰニオ, 54,戸崎圭, 0.7, 55, -20,*  6, 5,  8.8, ⑭⑫, 5, 2, ニシノベニザクラ,---,蛯名正, 0.9, 38, -19, -10, 3,  6.1, ④④, 5, 7,Ａダイゴロｰ, 78,山崎亮, 1.1, 69,   0,   9, 4, 10.2,⑩⑪⑪, 5, 5,Ｇダノンハラショｰ, 83,蛯名正, 1.5, 77,   3,  18, 9, 89.0,⑪⑫⑫
 6,14,Ｅドリｰムリヴァｰル, 55,大庭和, 0.7, 56, -20,*  6, 8, 13.0, ⑮⑮, 6, 9, ファインシュシュ,---,的場勇, 0.9, 40, -27,* -2,10, 47.1, ⑨⑩, 6,12,Ｃシルバｰレイショウ, 75,横山典, 1.2, 66,  -2,* 13, 3,  8.8,⑬⑮⑫, 6, 9,Ｆキッズアプロｰズ, 83,西田雄, 1.5, 75,   7,  10,14,183.8,⑥④④
 7,12,Ｆヴァンビｰナ, 55,江田照, 0.8, 52, -11,  -5,10, 36.7, ⑩⑨, 7,12, アポロデイライト,---,田辺裕, 0.9, 38,*-15, -14, 9, 27.0, ②③, 7, 6,Ｌブライトマｰサ, 64,的場勇, 1.4, 66,   3,   3, 6, 20.3,⑥⑥⑤, 7, 7,Ｄグレイレジェンド, 84,石橋脩, 1.5, 78,   3,  18, 8, 46.6,⑬⑬⑬
 8, 7,Ｉマリンレイ, 53,吉田豊, 0.9, 51, -11,  -6, 4,  8.5, ⑨⑦, 8, 4, サクララフェスタ,---,戸崎圭, 1.2, 34, -24,  -8, 5,  9.4, ⑥⑥, 8, 8,Ｆドルモン, 70,嘉藤貴, 1.4, 65,   1,   7, 9, 37.5,⑫⑩⑩, 8, 8,Ｈトｰセンケイトゥｰ, 83,松岡正, 1.6, 75,   4,  16, 5, 21.3,⑩⑩⑩
 9,13,Ｂセイウンアカネイロ, 56,松岡正, 1.0, 51, -16,  -1, 7, 10.4, ⑬⑩, 9, 6, エイケイキャプテン,---,江田照, 1.4, 34, -31,  -4,12,126.2, ⑫⑪, 9, 1,Ｈポｰクチョップ, 65,吉田豊, 1.4, 66,   3,   3,10, 53.7,③⑤⑥, 9,14,Ｉジョウノボヘミアン, 82,吉田豊, 1.7, 74,   3,  14, 6, 25.0,⑨⑨⑦
10,10,Ｎカロミオベン, 41,小野寺, 1.1, 48, -15,  -4,13, 66.0, ⑫⑬,10, 5, リネンフクウン,---,田中勝, 1.5, 32, -31,  -6, 7, 16.4, ⑪⑫,10, 2,Ｏスプレッドイｰグル, 53,西田雄, 1.8, 64,   2,   2,12,108.0,⑧⑧⑦,10, 1,Ｌスギノブレイド, 75,武士沢, 1.7, 77,   0,* 21,10,107.9,⑭⑭⑭
11,15,Ｍエンジェライト, 48,嶋田純, 1.3, 47, -23,   1,11, 44.9, ⑯⑯,11, 8, シャドウリｰフ,---,内田博, 1.8, 27, -27, -13, 6, 13.9, ⑩⑨,11, 4,Ｎオｰドゥルルド, 53,田辺裕, 2.5, 57,   3,  -7,13,108.3,⑤④④,11,15,Ｊドラゴンヴォイス, 82,田辺裕, 2.2, 71,   4,  11, 7, 45.1,⑫⑪⑨
12, 9,Ｊチェリッシュハｰト, 52,西田雄, 1.3, 46,  -7, -15,15, 77.9, ⑥⑧,12, 1, ナントナント,---,長岡禎, 2.1, 23, -25, -19,11, 88.4, ⑦⑧,12,11,Ｇダイワマｰクスマン, 68,北村宏, 2.9, 56,  -1,  -3, 5, 19.8,⑮⑭⑭,12, 2,Ｎイｰグルドライヴ, 71,大庭和, 2.7, 66,   4,   4,12,127.4,⑦⑧⑧
13, 5,Ｃグランパドゥシャ, 55,的場勇, 1.9, 38,* -4, -25,12, 60.5, ②②,13,13, ドリｰムビリｰバｰ,---,武士沢, 5.1,-16, -54, -31,13,213.8, ⑬⑬,13,13,Ｋロｰドエストレｰラ, 65,田中勝, 4.0, 47,   0, -14,15,145.7,⑭⑬⑬,13, 3,Ｅゴｰルドアカデミｰ, 83,田中勝, 2.9, 68,  -3,  16,13,137.2,⑮⑮⑮
14, 8,Ｈテヅルモヅル, 53,内田博, 2.1, 35,  -8, -24, 3,  6.0, ⑦⑪,,,,,,,,,,,,,14,15,Ｍケイアイエイト, 53,石橋脩, 4.0, 48,   3, -19,11, 59.2,⑦⑦⑨,14, 6,Ｏエバｰオンワｰド, 68,宮崎北, 3.2, 62,   7,  -4,15,214.3,⑤⑤⑥
15,16, フェアリｰドリｰム,---,西村太, 2.3, 33,  -7, -28,14, 70.8, ⑧⑥,,,,,,,,,,,,,15,14,Ｊニホンノチカラ, 65,嶋田純, 4.4, 43,   0, -18,14,129.8,⑪⑫⑮,15,11,Ｍブルｰソックス, 75,江田照, 4.7, 52,   6, -16,11,117.9,④⑥⑪
16, 3,Ｏラディネット, 39,伊藤工, 3.0, 25, -14, -28,16,194.2, ⑪⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-1),,,,,,,,,,,
"単勝:1,600円 複勝:01=520円 04=320円 11=220円 枠連:3,100円",,,,,,,,,,,,"単勝:760円 複勝:11=200円 10=140円 03=150円 枠連:1,090円",,,,,,,,,,,,"単勝:310円 複勝:05=130円 03=390円 09=130円 枠連:1,930円",,,,,,,,,,,,"単勝:370円 複勝:12=150円 13=190円 04=190円 枠連:1,170円",,,,,,,,,,,
"馬連:5,350円 ワイド:01-04=1,760円 01-11=1,980円 04-11=1,210円",,,,,,,,,,,,"馬連:1,050円 ワイド:10-11=430円 03-11=600円 03-10=280円",,,,,,,,,,,,"馬連:2,460円 ワイド:03-05=830円 05-09=220円 03-09=850円",,,,,,,,,,,,"馬連:1,200円 ワイド:12-13=420円 04-12=460円 04-13=720円",,,,,,,,,,,
"馬単:12,490円 3連複:16,650円 3連単:105,250円",,,,,,,,,,,,"馬単:2,510円 3連複:1,500円 3連単:10,470円",,,,,,,,,,,,"馬単:3,880円 3連複:2,460円 3連単:16,840円",,,,,,,,,,,,"馬単:2,070円 3連複:2,250円 3連単:10,390円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  ダ1150m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 9R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■12R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,雄国沼特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｇヤマトツバキ, 55,花田大,, 61,*  5,* -8, 9, 40.5,②②②, 1, 6,Ｌアンウォンド, 43,北村宏,, 66,*  2,   4, 8, 20.5, ①①, 1,10,Ｈマイネルスパイス, 71,松岡正,, 85,  11,*  7, 7, 24.8,⑥⑤④, 1,10,Ｍツクバアラモｰド, 60,吉田豊,, 66,  -3,   1, 4,  7.3, ⑩⑨
 2, 3,Ｄアウレオｰラ, 58,吉田豊, 0.2, 59,*  5,*-10, 4,  5.5,①①①, 2, 5,Ｈナムライッポン, 59,武士沢, 0.4, 64,  -3,   6, 3,  6.8, ⑦⑥, 2, 6,Ｅガｰネットチャｰム, 75,蛯名正, 0.0, 85,   8,* 12, 3,  4.7,⑧⑦⑦, 2,13,Ｉデイジｰバロｰズ, 65,蛯名正, 0.0, 66,  -7,*  5,11, 47.2, ⑫⑬
 3,11,Ｃビレッジドリｰム, 59,田辺裕, 0.5, 57,*  4, -12, 1,  3.1,④③③, 3, 3,Ｆハルカナルブルｰ, 60,横山典, 0.5, 61,  -6,*  7,10, 26.4, ⑧⑦, 3, 1,Ａマイネルゴラッソ, 80,戸崎圭, 0.2, 78,* 16,  -8, 2,  3.7,①①①, 3,16,Ｂアイティクイｰン, 73,田辺裕, 0.1, 64,*  5,  -9, 3,  5.2, ③④
 4, 6,Ｉキｰプザサミット, 51,山崎亮, 0.7, 57,   3, -12,14,136.3,③④④, 4, 2,Ａオｰペドアンジョ, 64,戸崎圭, 0.5, 64,  -7,*  9, 2,  4.7, ⑪⑨, 4,11,Ｇルネッタアスｰル, 72,北村宏, 0.7, 75,  10,  -4, 5, 12.1,④④⑥, 4, 6,Ｃマックスストレイン, 69,戸崎圭, 0.1, 64,  -5,*  2, 2,  4.4, ⑪⑪
 5, 7,Ｈパルトゥｰラ, 52,宮崎北, 0.8, 57,   3,*-10,13,122.6,⑤⑦⑥, 5, 9,Ｂアルマライズ, 64,田辺裕, 0.6, 61,  -7,*  7, 9, 24.3, ⑩⑪, 5, 2,Ｃメイブリｰズ, 76,石橋脩, 1.0, 71,   9,  -7, 6, 13.0,⑤⑥⑤, 5, 8,Ｏサウスノｰブル, 57,武士沢, 0.2, 63, -10,*  4,10, 31.4, ⑯⑮
 6,14,Ｂフライングマオ, 59,北村宏, 0.9, 55,   3, -11, 6, 14.4,⑩⑥⑤, 6, 7,Ｃナムラキンボシ, 63,蛯名正, 0.6, 61,  -7,*  7, 1,  2.9, ⑨⑧, 6, 3,Ｋアビスコ, 66,田中勝, 1.3, 69,   6,  -4, 8, 29.4,⑩⑨⑧, 6, 3,Ｎワンダｰビリｰヴ, 59,嶋田純, 0.4, 60,  -8,   1,13, 81.1, ⑬⑫
 7,13,Ｆサイモンパルフェ, 56,内田博, 1.3, 52,   1, -12, 8, 19.1,⑬⑨⑨, 7,15,Ｉノアメロディ, 59,江田照, 0.9, 59,   0,  -1, 7, 17.1, ④④, 7, 5,Ｉベルゲンクライ, 70,吉田豊, 1.3, 70,   6,  -4, 4,  8.0,⑫⑩⑨, 7, 5,Ｄタンブルブルｰタス, 67,田中勝, 0.4, 60,  -8,   1, 5, 11.1, ⑭⑭
 8, 9,Ｅヤマニンアドｰレ, 57,江田照, 1.5, 52,   0, -12, 3,  5.3,⑪⑪⑧, 8,11,Ｄロｰドアストロ, 63,松岡正, 1.0, 58,*  1,  -4, 5,  8.3, ②②, 8,13,Ｆカシノスタｰライト, 74,二本柳, 1.5, 65,* 14, -24,10, 33.4,③③③, 8,15,Ｅアフロディシアス, 67,長岡禎, 0.4, 60,   1,  -8, 9, 28.0, ⑥⑤
 9, 5,Ｏアルファグッキｰ, 42,田中勝, 2.2, 47,  -2, -15,12,112.2,⑭⑬⑫, 9,14,Ｇパトロクロス, 60,内田博, 1.2, 56,*  1,  -4, 6, 13.5, ③③, 9, 9,Ｂステップアヘッド, 77,西村太, 1.6, 66,   2,  -1, 9, 30.7,⑬⑬⑪, 9,14,Ｆトミケンフィアブル, 67,石橋脩, 0.5, 59,   1, -10, 6, 14.0, ⑤⑦
10,12,Ｋクレバｰムレイニｰ, 46,武士沢, 3.5, 39,   2, -34, 7, 18.7,⑥⑤⑦,10, 8,Ｏアマカケル,-21,山崎亮, 1.3, 54,  -8,   2,15,376.7, ⑫⑫,10,12,Ｄイルミナティ, 76,内田博, 1.8, 62,* 14, -28, 1,  3.0,②②②,10, 7,Ｇリュウシンヒｰロｰ, 66,伊藤工, 0.5, 59,  -9,   1,16,144.2, ⑮⑯
11, 2,Ｍトップギャル, 43,原田和, 3.6, 38,   0, -30,15,361.1,⑦⑩⑪,11, 1,Ｍアステｰルタキオン, 34,大庭和, 1.5, 53,  -3,  -4,12,125.8, ⑥⑤,11, 4,Ｌケイツｰクロｰト, 58,宮崎北, 2.2, 60,   3, -11,13,412.9,⑪⑫⑩,11,12,Ｌタンゴグラチア, 63,松岡正, 0.7, 57,  -1,  -9, 8, 20.4, ⑦⑥
12,10,Ｊハナレイビｰチ, 51,松岡正, 3.7, 36,   1, -33, 5, 13.4,⑧⑧⑩,12, 4,Ｊウシュマル, 50,石橋脩, 1.7, 51, -10,   0,11, 75.1, ⑬⑬,12, 8,Ｍチェリオス, 40,武士沢, 4.5, 39,   4, -48,12, 99.1,⑨⑪⑬,12, 9,Ｋフリｰアズアバｰド, 63,西村太, 0.7, 57,   3, -13,12, 66.0, ④③
13, 4,Ａホワイトプラネット, 62,戸崎圭, 3.9, 36,  -3, -27, 2,  4.5,⑮⑭⑮,13,13,Ｋマウントプリサイス, 49,西田雄, 1.7, 51, -12,   2,14,271.2, ⑭⑭,,,,,,,,,,,,,13,11,Ｐスマｰトジュメイラ, 53,的場勇, 0.8, 55,  -2, -11,15,117.6, ⑧⑧
14, 1,Ｌハイファンタジｰ, 43,嶋田純, 4.0, 34,  -4, -26,10, 42.2,⑫⑮⑭,14,10, スタｰガｰネット,---,嶋田純, 2.8, 39, -26,   4,13,148.8, ⑯⑯,,,,,,,,,,,,,14, 1,Ｊデリケｰトアｰチ, 64,内田博, 0.8, 56,  -3, -10, 7, 18.2, ⑨⑩
15,15,Ｎベルミュｰル, 42,平野優, 5.2, 30,   0, -43,11, 59.4,⑨⑫⑬,15,12,Ｎドントクライ, 19,西村太, 3.0, 38, -17,  -5,16,532.2, ⑮⑮,,,,,,,,,,,,,15, 4,Ｈアｰドバｰク, 65,西田雄, 2.0, 40,*  7, -34,14, 89.3, ②②
,,,,,,,,,,,,16,16,Ｅジョアキｰノ, 60,吉田豊, 4.0, 31,  -2, -26, 4,  7.3, ⑤⑩,,,,,,,,,,,,,16, 2,Ａフクノハツヒメ, 76,山崎亮, 2.2, 37,*  6, -37, 1,  3.4, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
