13年 2月10日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 2月10日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝2910m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:2),,,,,,,,,,,
"単勝:1,780円 複勝:07=410円 02=160円 06=260円 枠連:770円",,,,,,,,,,,,単勝:370円 複勝:05=150円 09=110円 12=770円 枠連:260円,,,,,,,,,,,,単勝:270円 複勝:11=120円 07=130円 09=220円 枠連:310円,,,,,,,,,,,,単勝:600円 複勝:09=220円 01=150円 08=450円 枠連:820円,,,,,,,,,,,
"馬連:3,130円 ワイド:02-07=940円 06-07=1,980円 02-06=560円",,,,,,,,,,,,"馬連:270円 ワイド:05-09=180円 05-12=2,080円 09-12=1,330円",,,,,,,,,,,,馬連:320円 ワイド:07-11=170円 09-11=390円 07-09=510円,,,,,,,,,,,,"馬連:1,210円 ワイド:01-09=510円 08-09=1,740円 01-08=960円",,,,,,,,,,,
"馬単:8,930円 3連複:5,600円 3連単:50,200円",,,,,,,,,,,,"馬単:790円 3連複:3,680円 3連単:16,530円",,,,,,,,,,,,"馬単:720円 3連複:1,180円 3連単:4,370円",,,,,,,,,,,,"馬単:2,610円 3連複:5,180円 3連単:24,560円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 5R  芝1800m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  芝2200m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,京都記念 ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｂディｰプジュジュ, 66,太宰啓,, 66,*  3,   0, 3,  5.9, ①①, 1, 2, ヴィルジニア,---,川田将,, 70, -22,* 21, 2,  3.4, ③④, 1, 1,Ｇヒラボクダッシュ, 68,福永祐,, 75,  -6,* 18, 3,  4.8, ⑥⑤, 1,11,Ｃトｰセンラｰ, 91,武豊  ,, 99,  15,* 18, 6,  9.2,⑦⑧⑦
 2,13,Ａロレｰヌクロス, 69,藤岡佑, 0.0, 66,*  1,*  2, 1,  2.3, ④③, 2, 5, ゴドリｰ,---,内田博, 0.2, 69, -24,* 22, 3,  9.2, ⑨⑤, 2, 4,Ｂアｰクペガサス, 73,宮崎北, 0.6, 67,  -3,   8, 7, 18.4, ④④, 2, 1,Ｇベｰルドインパクト, 85,小牧太, 0.2, 98,  15,* 16, 3,  6.6,⑧⑨⑩
 3, 5,Ｄゴッドドリｰム, 62,幸英明, 0.0, 65,  -3,*  7, 5,  8.5, ⑨⑦, 3,13, サンライズピｰク,---,藤田伸, 0.2, 65,*-21,  15, 6, 22.0, ②②, 3,13,Ｊエクストラトｰン, 63,大山真, 0.6, 68,* -1,   7,10,139.3, ①①, 3,10,Ａショウナンマイティ, 95,浜中俊, 0.3, 94,* 17,   6, 2,  4.0,⑨①①
 4,11,Ｃグロシュラライト, 64,浜中俊, 0.4, 62,*  3,  -2, 2,  4.0, ②②, 4,11, ラスカルスピｰド,---,福永祐, 0.3, 65,*-21,  15, 5, 16.7, ④③, 4,11,Ｄジャマイカジョｰ, 72,酒井学, 0.7, 70,  -7,  11, 2,  3.2, ⑦⑥, 4, 2,Ｄビｰトブラック, 88,石橋脩, 0.5, 93,* 16,   6, 5,  9.0,①②②
 5,16,Ｆハッピｰチャｰト, 59,福永祐, 1.1, 56,   0,  -6, 4,  7.0, ⑦④, 5, 4, ジュｰヴルエｰル,---,浜中俊, 0.4, 68, -26,* 24, 1,  1.8, ⑩⑨, 5, 3,Ａタイキガラハッド, 76,藤岡佑, 0.8, 68,  -6,   9, 1,  3.0, ⑤⑧, 5, 4,Ｆジャスタウェイ, 87,内田博, 0.7, 90,  15,   6, 1,  3.5,④⑤⑤
 6, 3,Ｇエアｰウェｰブ, 59,武豊  , 1.6, 50, -14,*  3, 6, 25.9, ⑯⑯, 6, 7, ヌｰヴェルリュンヌ,---,国分恭, 0.9, 57, -24,  10, 7, 31.4, ⑦⑥, 6, 2,Ｃサカジロスイセイ, 72,武豊  , 1.0, 65,  -8,   9, 4,  6.7, ⑨⑨, 6, 9,Ｅカポｰティスタｰ, 88,高倉稜, 1.1, 86,* 16,  -3, 4,  7.3,③④④
 7, 8,Ｅカネトシエフォｰト, 60,秋山真, 1.7, 50,  -3,  -8, 8, 41.9, ⑧⑨, 7, 1, ルナリア,---,高倉稜, 1.2, 54, -23,   7, 4, 11.8, ⑥⑦, 7, 6,Ｋペプチドヒノトリ, 63,小牧太, 1.1, 64,* -2,   3, 8, 41.3, ②②, 7, 8,Ｉジョワドヴィｰヴル, 75,福永祐, 1.4, 86,  14,   2, 7,  9.9,⑩⑪⑪
 8, 6,Ｊビップイシマツ, 48,国分恭, 1.8, 50,  -7,  -6,10,138.7, ⑩⑩, 8, 9, エタｰナルトルｰス,---,石橋守, 1.3, 50,*-19,  -2,10, 97.0, ①①, 8, 5,Ｈヒノデポベｰダ, 66,高倉稜, 1.4, 62, -11,  10,11,266.6, ⑪⑪, 8, 5,Ｂサクラアルディｰト, 91,川田将, 1.7, 81,  15,  -8, 8, 11.6,⑥⑥⑥
 9, 7,Ｌマルヨコマキ, 43,熊沢重, 2.0, 49,  -9,  -4,13,232.6, ⑬⑫, 9, 8, エルウェｰフェロｰ,---,小坂忠, 1.7, 54, -29,  12,12,210.5, ⑫⑪, 9,10,Ｆメイショウアキシノ, 69,武幸四, 1.7, 59,  -7,   2, 6, 15.3, ⑧⑦, 9, 6,Ｊジャミｰル, 72,武幸四, 2.5, 74,  14, -14,10,150.4,⑪⑩⑨
10, 2,Ｋヤマノダイヤ, 45,高倉稜, 2.1, 46, -11,  -4,12,207.5, ⑮⑭,10, 3, カムイミンタラ,---,石橋脩, 1.7, 50, -26,   5, 9, 45.0, ⑧⑩,10,12,Ｌエｰティｰオヤブン, 60,幸英明, 1.9, 57,  -3,  -3, 9, 52.6, ③③,10, 7,Ｋリッツィｰスタｰ, 70,宮崎北, 3.8, 65,  15, -38,11,201.4,⑤⑦⑧
11,14,Ｏチェリッシュハｰト, 36,長岡禎, 2.1, 46,  -7,  -8,11,198.8, ⑪⑪,11,10, セプテンバｰ,---,大山真, 2.1, 40, -22,  -8,13,307.6, ⑤⑧,11, 8,Ｅノボジュピタｰ, 70,内田博, 2.0, 56,  -9,   1, 5, 13.4, ⑩⑩,11, 3,Ｈヤマニンファラオ, 80,藤田伸, 6.2, 54,* 16, -77, 9, 51.1,②③③
12, 4,Ｈシゲルツルザ, 49,大山真, 2.5, 43,  -1, -17,16,465.9, ⑤⑥,12, 6, ミッキｰスマホ,---,小牧太, 2.7, 39, -28,  -5, 8, 41.6, ⑪⑫,,,,,,,,,,,,,,,,,,,,,,,,
13, 1,Ｍキチ, 41,内田博, 2.8, 40,  -8, -13, 7, 33.6, ⑫⑬,13,12, アラタマセット,---,中村将, 2.8, 40, -30,  -1,14,392.8, ⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,
14,12,Ｐメロｰペ, 32,宮崎北, 3.1, 36,*  1, -25,15,390.6, ③⑤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15, 9,Ｉグロｰバルフライト, 49,川田将, 3.5, 35,  -2, -25, 9, 81.6, ⑥⑧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,15,Ｎテイエムイッキュウ, 40,小林徹, 4.4, 26, -11, -25,14,350.4, ⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:92 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:2),,,,,,,,,,,
単勝:590円 複勝:10=180円 13=110円 05=180円 枠連:590円,,,,,,,,,,,,単勝:340円 複勝:02=150円 05=260円 13=420円 枠連:980円,,,,,,,,,,,,"単勝:480円 複勝:01=220円 04=490円 13=2,000円 枠連:7,030円",,,,,,,,,,,,単勝:920円 複勝:11=260円 01=200円 10=160円 枠連:810円,,,,,,,,,,,
馬連:600円 ワイド:10-13=270円 05-10=470円 05-13=300円,,,,,,,,,,,,"馬連:1,480円 ワイド:02-05=480円 02-13=940円 05-13=1,500円",,,,,,,,,,,,"馬連:7,730円 ワイド:01-04=2,240円 01-13=10,590円 04-13=14,790円",,,,,,,,,,,,"馬連:2,380円 ワイド:01-11=790円 10-11=590円 01-10=520円",,,,,,,,,,,
"馬単:1,450円 3連複:1,300円 3連単:7,210円",,,,,,,,,,,,"馬単:2,350円 3連複:6,440円 3連単:19,060円",,,,,,,,,,,,"馬単:13,340円 3連複:213,560円 3連単:752,720円",,,,,,,,,,,,"馬単:5,570円 3連複:3,130円 3連単:25,280円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 6R  ダ1400m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 9R  ダ1900m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  ダ1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,大津特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｂテイエムオオラジャ, 64,太宰啓,, 58,*  2,  -2, 6, 35.4,①①①, 1, 7,Ｉピエナトップガン, 61,藤岡佑,, 72,  -3,* 11, 5, 10.3, ⑪⑪, 1,13,Ａレッドグランザ, 85,藤田伸,, 84,   8,  16, 2,  3.8,④⑥④, 1,14,Ｈサウンドガガ, 76,太宰啓,, 81,  11,   3, 5,  8.5, ④③
 2,14,Ｋオｰスミアイビス, 54,藤田伸, 0.0, 59,*  1,  -1, 4, 20.9,④③④, 2, 4,Ｃドリｰムハヤテ, 70,石橋脩, 0.3, 67,*  3,   0, 3,  6.7, ②②, 2, 2,Ｃタイムズアロｰ, 82,内田博, 0.2, 80,*  9,  13, 4,  9.4,③④③, 2, 6,Ｋテイエムシシオｰ, 74,国分恭, 0.0, 77,   2,* 13, 9, 19.1, ⑮⑭
 3, 9,Ａダイシンプロト, 75,池添謙, 0.1, 58,   1,   0, 1,  1.2,⑧⑥⑤, 3, 8,Ｊスクワドロン, 61,小牧太, 0.4, 66,   0,   2, 7, 22.0, ⑤⑤, 3, 8,Ｊブルｰタンザナイト, 79,熊沢重, 0.3, 81,   6,* 19,12, 44.3,⑪⑪⑧, 3, 1,Ｄトップフライアｰ, 79,藤田伸, 0.2, 80,* 14,  -1, 6,  9.7, ①①
 4, 3,Ｌゼロワンチャンプ, 54,内田博, 0.1, 57,  -3,*  7, 3, 17.4,⑮⑪⑪, 4,10,Ａメイショウユキチ, 76,武幸四, 0.5, 65,*  5,  -5, 1,  2.0, ①①, 4, 9,Ｋマシュマロ, 78,川田将, 0.3, 82,   7,  16,10, 22.8,⑧⑧⑦, 4, 7,Ｉワンダｰフォルテ, 76,武豊  , 0.2, 74,   2,* 10, 7, 12.7, ⑭⑬
 5, 1,Ｍエｰシンザホット, 48,福永祐, 0.2, 56,   1,  -1, 2,  6.9,③④②, 5, 1,Ｂタマモベルモット, 71,幸英明, 0.6, 66,  -3,   4, 2,  5.2, ⑧⑦, 5, 5,Ｌノボリドリｰム, 78,高倉稜, 0.5, 78,* 10,   8, 7, 16.2,①①①, 5,16,Ａテンエイエスプリ, 82,内田博, 0.2, 74,   4,   8, 1,  3.9, ⑫⑪
 6,11,Ｃナガラセンプｰ, 63,高倉稜, 0.3, 55,*  2,  -3,11,140.7,②②③, 6, 9,Ｄメイショウアイアン, 67,秋山真, 0.8, 63,  -1,   0, 4,  7.8, ⑥⑥, 6, 1,Ｍフォントルロイ, 77,秋山真, 0.8, 77,   7,  13,11, 42.1,⑩⑨⑩, 6, 8,Ｍトｰホウジャパン, 71,酒井学, 0.3, 75,  -1,* 12,12, 52.7, ⑯⑯
 7, 2,Ｏウエストソング, 39,石橋脩, 0.3, 57,  -3,*  6, 8, 70.3,⑬⑬⑫, 7, 5,Ｆシゲルオウシザ, 63,福永祐, 0.8, 64,   2,  -3, 6, 12.7, ③③, 7, 3,Ｂヴォｰグトルネｰド, 83,福永祐, 0.8, 80,   3,* 20, 1,  3.4,⑮⑮⑬, 7, 3,Ｅリュクスメジャｰ, 78,熊沢重, 0.7, 73,  10,  -1, 2,  6.1, ⑥⑥
 8, 6,Ｆクリノコトノオｰ, 58,国分恭, 0.7, 55,  -2,   0, 5, 23.4,⑨⑩⑨, 8, 3,Ｅホッコｰジョイフル, 65,飯田祐, 1.1, 62,  -2,  -1, 8, 43.2, ⑦⑨, 8,14,Ｉナポレオンバロｰズ, 79,小牧太, 1.1, 75,   6,  11, 6, 14.7,⑥⑩⑪, 8,15,Ｃトｰホウペガサス, 79,幸英明, 0.7, 72,   9,  -1, 8, 12.8, ⑦⑦
 9, 7,Ｄオリエンタルサン, 62,小林徹, 1.3, 49,  -1,  -7,10,139.5,⑩⑨⑩, 9, 2,Ｇファイアキング, 63,宮崎北, 1.2, 60,  -3,   0,11,360.0, ⑩⑩, 9,16,Ｆサウンドビガレス, 81,武豊  , 1.1, 75,   7,   9,14, 59.2,⑦⑦⑨, 9, 5,Ｌフォｰスフル, 72,藤岡佑, 1.0, 70,   7,  -1,13, 75.5, ⑩⑨
10, 8,Ｉデンコウアカツキ, 56,藤岡佑, 1.4, 49,   1, -11, 9, 96.5,⑤⑦⑦,10,11,Ｋトップエトワｰル, 57,太宰啓, 2.0, 55,  -2,  -9,10,169.2, ⑨⑧,10,10,Ｄサイキョウイシヤマ, 82,浜中俊, 1.3, 73,*  9,   3, 5, 10.6,②②②,10,10,Ｊリッカコウユウ, 74,小牧太, 1.1, 68,   5,   0,14, 78.7, ⑪⑫
11,10,Ｊシゲルウミヘビザ, 55,幸英明, 1.7, 47,   0, -11,12,210.9,⑦⑧⑧,11, 6,Ｈトゥルｰカラｰズ, 61,国分恭, 2.0, 56,   2, -13, 9, 56.7, ④④,11,12,Ｅラガｰトモヒｰロ, 81,太宰啓, 1.4, 77,   5,  12, 3,  7.8,⑫⑫⑫,11,12,Ｆロｰレルボルケｰノ, 78,浜中俊, 1.2, 67,   7,  -3, 4,  8.4, ⑨⑩
12,13,Ｈキマモリ, 56,石橋守, 1.8, 47,  -3,  -7,13,316.7,⑫⑫⑮,,,,,,,,,,,,,12, 4,Ｇハスラｰ, 81,幸英明, 1.4, 72,   8,   4, 9, 21.1,⑤⑤⑤,12,13,Ｇマイディアソング, 78,秋山真, 1.6, 63,   8,  -8, 3,  6.2, ⑧⑧
13, 4,Ｅメイショウオトワカ, 59,武幸四, 1.9, 44,   1, -16, 7, 42.2,⑥⑤⑥,,,,,,,,,,,,,13, 6,Ｏアグネスハイヤｰ, 74,酒井学, 1.5, 79,   4,  12,15,104.9,⑬⑬⑭,13, 9,Ｎレスタｰビｰト, 69,大山真, 2.1, 61,  11, -14,16,159.8, ⑤⑤
14,15,Ｇクリノマッキンリｰ, 57,大山真, 2.0, 46,  -4,  -5,14,500.3,⑪⑮⑭,,,,,,,,,,,,,14,11,Ｈスズカホｰプ, 80,藤岡佑, 2.5, 67,*  9,  -7,13, 47.6,⑯③⑥,14,11,Ｏメイショウフォロｰ, 67,石橋守, 2.2, 61,* 13, -18,15,115.0, ②②
15, 5,Ｎアスタｰバリュｰ, 44,長岡禎, 2.2, 44,  -4,  -8,15,712.4,⑭⑭⑬,,,,,,,,,,,,,15, 7,Ｐレオアドミラル, 67,石橋脩, 3.2, 64,   2,   1,16,275.1,⑭⑯⑮,15, 2,Ｐナイトアンジェロ, 64,石橋脩, 2.6, 53,   2, -11,11, 41.2, ⑬⑮
,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｎハギノタイクｰン, 74,池添謙, 4.3, 57,   4, -11, 8, 18.9,⑨⑭⑯,16, 4,Ｂホｰクウォリアｰ, 79,福永祐, 2.8, 55,  11, -22,10, 22.9, ③④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:1),,,,,,,,,,,
"単勝:3,540円 複勝:12=430円 14=270円 09=110円 枠連:7,460円",,,,,,,,,,,,"単勝:1,030円 複勝:07=300円 04=250円 08=620円 枠連:2,690円",,,,,,,,,,,,"単勝:380円 複勝:13=190円 02=310円 08=1,030円 枠連:1,520円",,,,,,,,,,,,"単勝:850円 複勝:14=280円 06=410円 01=380円 枠連:3,240円",,,,,,,,,,,
"馬連:9,770円 ワイド:12-14=1,970円 09-12=520円 09-14=290円",,,,,,,,,,,,"馬連:3,230円 ワイド:04-07=1,200円 07-08=2,680円 04-08=1,980円",,,,,,,,,,,,"馬連:1,880円 ワイド:02-13=990円 08-13=3,080円 02-08=3,600円",,,,,,,,,,,,"馬連:9,590円 ワイド:06-14=2,420円 01-14=1,450円 01-06=3,710円",,,,,,,,,,,
