13年 9月 1日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 9月 1日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 4R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■10R  芝1200m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
 9,12,Ｄマイネルサルト, 54,柴田大, 4.0, 42,  13, -65, 9, 66.3,④④④, 9,16,Ｂマイネライムライト, 69,丹内祐, 2.9, 61,  20, -28, 5,  8.6, ④⑤, 9, 9,Ｇサンダｰオｰシャン, 70,津村明, 1.1, 65,   7,  -3, 8, 13.4,⑦⑤④, 9, 2, コパノサムタイム,---,阿部龍, 2.6, 54,   4,*-16,16,186.9, ⑯⑯
10, 2,Ｍフクノブリュｰナク, 28,四位洋, 4.1, 38,   7, -55,12,116.1,⑬⑫⑪,10, 3,Ｅシェｰル, 64,柴田大, 3.0, 60,  19, -28, 3,  5.6, ⑤④,10, 6,Ｌサンマルダｰム, 66,藤田伸, 1.3, 68,   0,   9,13,123.8,⑪⑬⑬,10,15, ニシケンモノノフ,---,小林徹, 2.7, 56,  27, -40, 7, 16.1, ④⑤
11, 7,Ｆウェｰブゴｰルド, 52,岩田康, 4.6, 37,  10, -67, 1,  3.1,⑦⑦⑧,11, 5,Ｌミリオンジス, 56,横山和, 3.3, 52,  11, -24,11, 40.9, ⑪⑯,11, 3,Ｍマイティマックス, 65,秋山真, 1.5, 62,   4,  -3, 6, 11.9,③⑦⑨,11,10,Ｉファイトバック, 47,川須栄, 3.1, 48,  12, -30,10, 21.9, ⑩⑩
12,10,Ｃティｰエスハｰツ, 55,川須栄, 4.9, 35,   9, -68, 8, 16.0,⑫⑨⑩,12, 7,Ｏホｰルロッタラヴ, 51,竹之下, 3.3, 52,  11, -25,16,112.4, ⑫⑫,12,12,Ｈナリタロック, 70,松田大, 1.9, 58,*  9, -14, 5,  6.8,①①①,12,16,Ｊウインレｰベン, 47,岩田康, 3.1, 48,  11, -29, 4,  8.2, ⑪⑪
13, 8,Ａシャドウカラｰズ, 71,松田大, 5.4, 11,  13, -82, 3,  4.6,⑤⑤⑤,13,14,Ｍシアｰジュ, 53,秋山真, 3.4, 53,  17, -31,13, 51.2, ⑥⑥,13, 4,Ｅオリジン, 72,黛弘人, 2.4, 55,   5, -10,11, 53.7,⑤⑥⑧,13, 9, ハｰブティｰ,---,佐々木, 3.6, 43,   7, -32,13, 75.8, ⑭⑮
,,,,,,,,,,,,14, 6,Ｐスマイリンアスク, 37,吉田隼, 3.4, 52,  15, -29,15, 98.2, ⑧⑨,,,,,,,,,,,,,14,12,Ｃジャリｰヴ, 57,三浦皇, 3.7, 47,* 29, -54,11, 23.4, ②③
,,,,,,,,,,,,15, 8,Ｎアキノハｰト, 53,荻野琢, 3.7, 47,   9, -27,14, 76.3, ⑮⑮,,,,,,,,,,,,,15, 7,Ｆデンコウウノ, 54,古川吉, 4.4, 35,   9, -42, 9, 18.7, ⑫⑭
,,,,,,,,,,,,16,13,Ｋベルエアファルコン, 57,勝浦正, 4.4, 40,  12, -39,10, 25.7, ⑩⑭,,,,,,,,,,,,,16, 4, パツキン,---,藤田伸, 4.6, 35,   7, -43,12, 48.2, ⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:-25 馬場:不良(指数:27),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+14 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:不良(指数:27),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:66 ﾚｰｽﾍﾟｰｽ指数:+17 ﾚｰｽｱｶﾞﾘ指数:-19 馬場:重(指数:27),,,,,,,,,,,
"単勝:1,590円 複勝:11=390円 04=180円 13=360円 枠連:830円",,,,,,,,,,,,"単勝:410円 複勝:11=180円 02=230円 10=190円 枠連:1,070円",,,,,,,,,,,,"単勝:530円 複勝:02=230円 01=370円 13=480円 枠連:3,180円",,,,,,,,,,,,"単勝:340円 複勝:06=170円 01=250円 05=180円 枠連:1,440円",,,,,,,,,,,
"馬連:2,660円 ワイド:04-11=1,290円 11-13=1,850円 04-13=1,000円",,,,,,,,,,,,"馬連:1,860円 ワイド:02-11=760円 10-11=460円 02-10=780円",,,,,,,,,,,,"馬連:3,420円 ワイド:01-02=1,170円 02-13=2,870円 01-13=1,920円",,,,,,,,,,,,"馬連:2,260円 ワイド:01-06=920円 05-06=490円 01-05=1,060円",,,,,,,,,,,
"馬単:7,470円 3連複:9,000円 3連単:63,420円",,,,,,,,,,,,"馬単:3,680円 3連複:3,950円 3連単:21,440円",,,,,,,,,,,,"馬単:5,750円 3連複:25,050円 3連単:103,550円",,,,,,,,,,,,"馬単:3,620円 3連複:4,450円 3連単:24,000円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 5R  ダ1700m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■11R  芝2600m 3歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ函館,,,,,,,,,,,,,,,,,,,,,,,,丹頂ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａロｰレルシャイニｰ, 65,秋山真,, 62,*  1,  -2, 3,  6.1, ②②, 1, 7, サトノスｰペリア,---,秋山真,, 54,  -8,*  3, 7, 16.5,⑩⑩⑧, 1,15,Ｋゼログラヴィティｰ, 67,岩田康,, 70,  18,*-34, 8, 17.2,⑧⑦⑧, 1, 2,Ｉサイモントルナｰレ, 76,横山和,, 76,  20,*-30,11, 34.1,⑨⑥⑤
 2, 7,Ｃブラウンワｰルド, 64,菱田裕, 0.2, 60,*  1,  -4, 2,  3.8, ①①, 2, 2, ディアブレイズン,---,勝浦正, 0.3, 51,  -5,  -4, 8, 20.0,④③③, 2,14,Ｂクラｰロデルナ, 74,横山和, 0.0, 69,  17,*-30, 9, 17.8,⑬⑪⑥, 2, 5,Ｊトラストワン, 72,岩田康, 0.2, 75,  20,*-37,10, 23.3,④③②
 3, 6,Ｊミスワイキキ, 55,松田大, 0.3, 58,  -3,  -2,12, 45.1, ④⑤, 3, 9, ピンクプリンセス,---,吉田隼, 0.3, 51,* -5,  -6, 6, 14.2,③②②, 3,11,Ｄスリｰヴェロｰチェ, 71,三浦皇, 0.8, 65,* 21, -49, 5, 12.3,⑥②②, 3, 4,Ｂメイショウウズシオ, 85,四位洋, 0.3, 74,  20,*-36, 3,  5.2,⑫⑤④
 4,12,Ｉシャインエフェクト, 56,勝浦正, 0.5, 56,  -1,  -5, 7, 16.3, ⑥④, 4,13, コウセイマユヒメ,---,松田大, 0.5, 50,  -6,  -4,13, 82.3,⑨⑧⑤, 4, 7,Ｍマイネルランスタン, 63,柴田大, 0.9, 64,* 19, -47,10, 21.4,④⑥①, 4, 1,Ｍコスモラピュタ, 68,丹内祐, 0.7, 73,* 23, -53, 8, 14.2,①①①
 5, 2,Ｌシナンジュ, 42,古川吉, 0.5, 57,  -4,  -3, 8, 29.2, ⑦⑦, 5, 1, スカイノフｰサン,---,荻野琢, 0.6, 48,  -7,  -4, 4,  6.5,⑧⑨⑨, 5, 1,Ａメイショウテッサイ, 75,吉田隼, 1.5, 58,  17, -51, 2,  4.2,⑨⑨⑦, 5, 9,Ｈモズ, 76,丸田恭, 0.9, 71,* 21, -48, 7, 11.3,②②③
 6, 3,Ｄメイショウオトワカ, 63,城戸義, 0.5, 53, -22,*  8, 4,  8.7, ⑫⑪, 6, 3, トｰホウパルサｰ,---,黛弘人, 0.8, 46,  -7,  -7, 1,  4.1,⑦⑦⑦, 6,12,Ｉプラチナテｰラｰ, 69,津村明, 1.6, 59,* 19, -57, 1,  4.2,③③④, 6, 8,Ｅセイカプレスト, 81,津村明, 1.8, 69,  19, -51, 6, 10.1,⑪⑦⑧
 7, 9,Ｇクリノアンデス, 58,津村明, 0.7, 54,  -6,  -4,11, 41.7, ⑧⑧, 7,10, ミスズモンブラン,---,菱田裕, 1.1, 46,* -5, -12, 5,  8.7,⑥⑥④, 7,13,Ｆメイショウグレア, 70,伴啓太, 1.7, 58,  18, -56, 3,  5.3,⑩⑧③, 7, 7,Ａコスモロビン, 90,柴田大, 1.9, 69,  18, -51, 2,  4.8,⑩⑧⑦
 8,10,Ｂマリナｰズコンパス, 65,伴啓太, 0.8, 53,  -1,  -8, 1,  3.1, ⑤⑥, 8,12, スリｰズブｰケ,---,三浦皇, 1.2, 46,  -5, -12, 9, 24.6,⑤⑤⑥, 8,10,Ｃコスモユウチャン, 72,丹内祐, 2.4, 55,* 19, -66, 7, 15.4,⑦⑤⑤, 8, 6,Ｄリリエンタｰル, 82,古川吉, 2.2, 67,  20, -61, 1,  4.3,⑦④⑥
 9, 1,Ｋティアップワンダｰ, 46,丹内祐, 0.9, 52, -13,  -1, 9, 37.8, ⑩⑩, 9,11, ステキステキ,---,柴田大, 1.6, 44, -10,  -7,10, 30.3,⑫⑫⑩, 9, 8,Ｎレアパルファム, 63,丸田恭, 3.5, 47,  13, -66,13, 38.0,⑯⑬⑩, 9,11,Ｋイケドラゴン, 72,竹之下, 6.1, 15,  16, -96,12, 49.1,⑥⑨⑨
10,11,Ｆラサイニ, 59,横山和, 0.9, 51,  -1, -10, 6, 10.0, ③③,10, 5, ジョｰエクスカリバ,---,古川吉, 1.8, 43,  -8, -13, 3,  4.8,⑪⑪⑪,10, 4,Ｏフロｰルジェナ, 59,城戸義, 3.9, 45,   9, -62,15,289.4,⑮⑮⑮,10,12,Ｆロｰドオブザリング, 80,藤田伸, 6.5, 12,  14, -94, 5,  9.9,③⑫⑪
11, 5,Ｈプリンシアルｰナ, 56,吉田隼, 1.2, 48, -16,  -2,10, 40.3, ⑪⑫,11, 8, リヴィエｰル,---,岩田康, 2.5, 36,* -4, -26, 2,  4.3,①①①,11, 6,Ｈメジロミドウ, 69,黛弘人, 4.5, 42,   4, -58,12, 31.5,⑭⑯⑯,11,13,Ｌグラスゴッド, 72,荻野琢, 6.7,  9,  15, ---,13, 63.9,⑤⑩⑩
12, 4,Ｅヒシダイヤ, 59,藤田伸, 1.2, 47, -12,  -5, 5,  9.8, ⑨⑨,12, 6, ワンダフルバディ,---,藤田伸, 2.7, 37, -10, -16,11, 45.1,⑬⑬⑫,12, 3,Ｌレッドマｰキュリｰ, 64,田中博, 5.5, 10,  13, -93,14, 74.5,⑤⑫⑭,12,10,Ｇサトノタイガｰ, 76,勝浦正,10.3,-24,  15, ---, 9, 19.5,⑧⑪⑫
,,,,,,,,,,,,13, 4, カズサクション,---,丸田恭, 5.7, 17,  -6, -51,12, 58.7,②④⑬,13,16,Ｐクリアビュｰ, 53,上村洋, 5.8,  5,  17, ---,16,400.1,⑪⑩⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14, 9,Ｅヴァｰチュスタｰ, 71,松田大, 5.8,  7,  12, -93, 6, 13.5,⑫⑭⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 5,Ｊゴｰスルｰ, 69,荻野琢, 6.9, -7,* 19, ---,11, 21.8,②④⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｇナンヨｰユナ, 69,藤田伸, 7.4,-12,* 20, ---, 4, 10.7,①①⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-39 馬場:重(指数:27),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-41 馬場:重(指数:27),,,,,,,,,,,
"単勝:610円 複勝:08=230円 07=200円 06=1,290円 枠連:1,080円",,,,,,,,,,,,"単勝:1,650円 複勝:07=570円 02=600円 09=500円 枠連:6,050円",,,,,,,,,,,,"単勝:1,720円 複勝:15=670円 14=400円 11=330円 枠連:3,490円",,,,,,,,,,,,"単勝:3,410円 複勝:02=800円 05=730円 04=220円 枠連:9,600円",,,,,,,,,,,
"馬連:1,020円 ワイド:07-08=440円 06-08=4,060円 06-07=3,190円",,,,,,,,,,,,"馬連:8,760円 ワイド:02-07=2,600円 07-09=3,090円 02-09=3,170円",,,,,,,,,,,,"馬連:19,170円 ワイド:14-15=4,770円 11-15=3,190円 11-14=2,950円",,,,,,,,,,,,"馬連:32,520円 ワイド:02-05=7,220円 02-04=3,040円 04-05=1,900円",,,,,,,,,,,
"馬単:2,260円 3連複:17,080円 3連単:87,100円",,,,,,,,,,,,"馬単:18,420円 3連複:40,800円 3連単:348,540円",,,,,,,,,,,,"馬単:33,930円 3連複:40,570円 3連単:319,620円",,,,,,,,,,,,"馬単:71,280円 3連複:67,160円 3連単:576,520円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,釧路湿原特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｃフリティラリア, 62,横山和,, 60,   0,* -2, 2,  4.0,⑤⑦⑤, 1, 2,Ｃスマｰトオリオン, 76,三浦皇,,101,* 28,   0, 2,  5.1, ①①, 1, 8,Ｄウエスタンオウジ, 74,岩田康,, 77,  -1,* 19, 1,  3.2,⑬⑫⑪, 1, 7,Ｆロイヤルクレスト, 82,古川吉,, 86,* 13,  13, 6,  9.6,⑪③①
 2, 9,Ｆソルダテッサ, 59,菱田裕, 0.1, 59,   1,* -4, 6, 15.2,⑨⑤④, 2,16,Ｉタンブルブルｰタス, 68,岩田康, 0.3, 91,  20,*  5, 7, 15.4, ④④, 2, 7,Ｆミッキｰスマホ, 72,川須栄, 0.2, 73,   4,   7, 2,  4.0,④③③, 2, 8,Ｂワイルドフラッパｰ, 84,藤田伸, 0.6, 82,  11,  11, 7,  9.9,③④④
 3,11,Ｄティアップサニｰ, 61,黛弘人, 0.2, 56,*  2,  -9, 3,  4.9,②①①, 3, 5,Ｂモｰニングコｰル, 78,丸田恭, 0.7, 89,* 25,  -4, 1,  3.2, ③②, 3, 3,Ｉムテキザセカンド, 69,菱田裕, 0.5, 70,*  6,   2, 4,  7.0,①①①, 3, 2,Ｌナリタハリケｰン, 71,吉田隼, 0.8, 81,   8,* 15, 5,  8.7,⑨⑫⑪
 4, 8,Ｅテイエムオデッセイ, 60,古川吉, 0.3, 60,  -3,*  0, 8, 44.1,⑫⑪⑨, 4, 1,Ｄフリｰアズアバｰド, 75,丹内祐, 1.4, 74,   9,*  3, 5,  9.3, ⑭⑨, 4, 2,Ｂエルヘイロｰ, 75,三浦皇, 0.5, 72,   3,   9, 7, 19.5,⑥⑦⑧, 4, 4,Ｃマイネルバウンス, 83,丹内祐, 0.8, 81,  10,  12, 1,  4.3,⑫⑨⑧
 5,10,Ａアルテミスハｰト, 66,岩田康, 0.4, 57,*  2, -10, 1,  2.3,⑧③③, 5,10,Ｈキングズウェザｰ, 68,川須栄, 1.5, 73,  11,  -1, 9, 23.9, ⑬⑬, 5,12,Ｈラグナロク, 70,丹内祐, 0.6, 73,   2,  10,13,225.7,⑨⑧⑦, 5,13,Ｅマイネルマルシェ, 82,柴田大, 0.9, 79,  12,   9, 4,  7.1,⑩⑤⑤
 6,13,Ｇファリｰム, 58,松田大, 1.0, 51,*  2, -16, 7, 18.0,⑥②②, 6, 9,Ｍビｰビｰボイジャｰ, 63,津村明, 1.5, 73,  12,  -2,13, 82.4, ⑪⑧, 6,10,Ａレッドジャクソン, 76,丸田恭, 0.8, 68,   1,   9, 5, 11.3,⑪⑩⑨, 6,10,Ｍバイオレットアロｰ, 70,菱田裕, 1.0, 79,   9,  13,11, 29.5,⑧⑪⑩
 7, 4,Ｈマプティット, 58,三浦皇, 1.1, 53,  -1,  -9, 5, 14.5,⑪⑩⑧, 7, 6,Ｎジョアンシｰピン, 63,柴田大, 1.8, 71,  15,  -8,11, 25.2, ⑦⑤, 7, 1,Ｃプラチナグロｰス, 75,藤田伸, 0.9, 69,   3,   4, 3,  4.1,⑤⑤④, 7, 6,Ｄケイティｰズハｰト, 82,丸田恭, 1.1, 76,* 13,   4, 2,  5.0,②②③
 8, 3,Ｂサマｰキララ, 63,川須栄, 1.4, 52,  -1, -11, 4, 11.0,⑩⑨⑩, 8, 3,Ｆタツストロング, 70,四位洋, 1.9, 68,  12,  -7, 6, 13.1, ⑩⑩, 8,11,Ｋニュｰハウン, 68,吉田隼, 1.2, 66,   3,   1, 8, 37.0,⑧⑥⑤, 8,12,Ｈサンライズスマｰト, 77,松田大, 1.2, 77,  10,   9, 9, 19.1,⑥⑧⑦
 9, 7,Ｌスタｰバトマｰテル, 42,柴田大, 1.6, 49,  -3, -11,13,237.7,⑬⑫⑪, 9,13,Ｌステラビアンカ, 63,小林徹, 2.6, 59,   6,  -9,15,136.8, ⑮⑯, 9, 4,Ｅメイショウオオカゼ, 74,古川吉, 1.2, 68,   0,   5, 6, 11.7,⑩⑪⑫, 9, 3,Ｇキクノグラｰド, 79,秋山真, 1.4, 75,   9,   8, 8, 17.5,⑦⑩⑨
10,12,Ｋチェリッシュハｰト, 44,丹内祐, 1.8, 49,   1, -19,11, 93.6,③④⑦,10, 7,Ｊメイショウライナｰ, 67,勝浦正, 2.8, 58,  11, -16, 3,  7.5, ⑫⑭,10, 5,Ｌスノｰクラフト, 66,黛弘人, 1.2, 64,*  6,  -3,10,118.6,②②②,10, 5,Ｊピュアダイヤモンド, 75,黛弘人, 2.1, 68,  11,  -1,12, 51.6,④⑥⑥
11, 5,Ｊゴｰルデンリｰフ, 49,小林徹, 2.7, 42,   0, -25,10, 82.8,①⑥⑥,11,11,Ａサウンドマンデュロ, 79,城戸義, 3.0, 64,* 27, -34, 4,  7.7, ②③,11, 9,Ｊマイネルパイレｰツ, 69,柴田大, 1.7, 62,   1,  -1, 9, 41.1,⑦⑨⑩,11, 1,Ｉサンライズサルｰテ, 76,三浦皇, 2.3, 69,* 14,  -6,10, 21.0,①①②
12, 2,Ｍアイドルワン, 40,荻野琢, 2.7, 39,  -2, -22, 9, 51.0,④⑧⑫,12, 4,Ｐプロティアン, 55,宮崎光, 3.4, 50,   5, -17,16,316.6, ⑯⑮,12, 6,Ｍエクスレジェｰラ, 55,松田大, 2.2, 58,   4,  -9,12,157.0,③④⑥,12,11,Ｋネオエピック, 71,佐々木, 2.6, 67,  10,  -4,13,239.0,⑤⑦⑫
13, 1,Ｉヤマニンレジｰナ, 51,伴啓太, 2.8, 42,  -3, -19,12,108.6,⑦⑬⑬,13,15,Ｋヤマニンシバルリｰ, 65,横山和, 3.4, 51,  14, -26,10, 24.3, ⑨⑫,13,13,Ｇシゲルクルミ, 71,宮崎光, 2.9, 56,  -2,  -4,11,135.4,⑫⑬⑬,13, 9,Ａイッシンドウタイ, 84,四位洋, 3.7, 64,  -6,* 15, 3,  6.7,⑬⑬⑬
,,,,,,,,,,,,14,12,Ｏタマモマナムスメ, 61,菱田裕, 3.8, 48,  17, -34, 8, 16.8, ⑤⑥,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15, 8,Ｇフィｰルドメジャｰ, 70,古川吉, 3.8, 47,  16, -33,12, 37.3, ⑥⑦,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16,14,Ｅネオウｰリボｰ, 73,松田大, 4.1, 43,  14, -34,14, 98.9, ⑧⑪,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
