13年 8月10日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 8月10日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1800m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,, 9, 7,Ｈユリシｰズ, 47,松田大, 1.5, 48,  -9,  -3, 9, 40.8, ⑧⑩, 9, 7,Ｉネオザスティング, 52,北村宏, 2.2, 60,   8, -12, 9, 97.8,④⑨⑨, 9, 8,Ｄデンコウウノ, 54,古川吉, 1.6, 40,  -3, -11, 7, 34.1,⑤⑤⑤
,,,,,,,,,,,,10, 4,Ａマコトクオバディス, 61,三浦皇, 1.5, 50,*  0,  -8, 1,  4.4, ①①,,,,,,,,,,,,,10,12,Ｊサングラス, 41,田中博, 1.6, 40,* -1, -17,10, 57.8,①①①
,,,,,,,,,,,,11, 6,Ｋケンブリッジアトナ, 44,柴山雄, 1.6, 48, -11,  -2,12,156.1, ⑩⑨,,,,,,,,,,,,,11,10, エイシンオｰガスタ,---,岩橋勇, 2.0, 39,  -6, -12,14,243.7,⑧⑧⑨
,,,,,,,,,,,,12, 9,Ｂハｰトランド, 61,吉田隼, 2.1, 42, -17,  -3, 4,  6.0, ⑫⑫,,,,,,,,,,,,,12, 7, ワイルドサプライズ,---,五十嵐, 2.2, 37,  -7, -12,12,110.1,⑩⑪⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13, 2, エイシンホクトセイ,---,服部茂, 2.3, 39, -10,  -7,13,134.7,⑭⑭⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14, 4,Ｈダンツキャノン, 46,藤田伸, 4.0, 19, -10, -30, 6, 25.8,⑬⑬⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-24 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:66 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:5),,,,,,,,,,,
単勝:460円 複勝:05=150円 07=110円 枠連:0円,,,,,,,,,,,,"単勝:570円 複勝:08=200円 12=330円 02=200円 枠連:2,830円",,,,,,,,,,,,"単勝:720円 複勝:09=200円 03=570円 01=290円 枠連:3,660円",,,,,,,,,,,,単勝:370円 複勝:11=150円 05=130円 14=200円 枠連:530円,,,,,,,,,,,
馬連:250円 ワイド:05-07=130円 02-05=180円 02-07=110円,,,,,,,,,,,,"馬連:2,500円 ワイド:08-12=760円 02-08=840円 02-12=1,130円",,,,,,,,,,,,"馬連:6,230円 ワイド:03-09=1,460円 01-09=900円 01-03=2,260円",,,,,,,,,,,,馬連:580円 ワイド:05-11=270円 11-14=510円 05-14=470円,,,,,,,,,,,
"馬単:700円 3連複:190円 3連単:1,480円",,,,,,,,,,,,"馬単:4,220円 3連複:7,730円 3連単:41,880円",,,,,,,,,,,,"馬単:11,000円 3連複:14,130円 3連単:92,290円",,,,,,,,,,,,"馬単:1,230円 3連複:1,290円 3連単:5,290円",,,,,,,,,,,
■ 2R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 5R  ダ1700m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ函館,,,,,,,,,,,,,,,,,,,,,,,,道新ｽﾎﾟｰﾂ杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｇオイダシダイコ, 40,荻野琢,, 68,*  9, -11, 4,  7.2,①①①, 1, 4, グランドサッシュ,---,津村明,, 60, -10,* 10, 2,  4.4,③③②, 1,10,Ｊビｰナストリック, 59,藤田伸,, 66,  -2,   7, 5, 12.3, ⑤③, 1, 1,Ａブランダムｰル, 77,四位洋,, 73,  -7,* 17, 3,  4.3, ③②
 2, 4,Ｅシャドウカラｰズ, 43,村田一, 0.1, 69,*  8,* -8, 2,  3.2,③②②, 2, 3, ニュｰヘリテｰジ,---,四位洋, 0.1, 60,* -9,   9, 1,  1.5,②②①, 2, 9,Ａヒカルソラフネ, 74,吉田隼, 0.3, 63,*  1,   3, 2,  4.3, ①①, 2, 9,Ｅレオンビスティｰ, 74,勝浦正, 0.0, 73,* -6,* 15, 2,  3.7, ②③
 3, 6,Ａディアアイスバイン, 50,勝浦正, 0.9, 61,   2,*-10, 5,  8.2,⑨⑦⑤, 3, 5, ネイティヴコｰド,---,吉田隼, 2.7, 40, -11, -10, 3,  4.6,⑤⑤⑤, 3,12,Ｄカルブンクルス, 69,勝浦正, 0.4, 62,*  0,   3, 1,  2.6, ②②, 3, 8,Ｄユｰルフェスト, 74,三浦皇, 0.1, 71,* -3,  12, 1,  2.1, ①①
 4,11,Ｂティｰエスハｰツ, 48,川須栄, 1.2, 57,   6, -21, 1,  2.5,④④③, 4, 2, ニットギブソン,---,菅原隆, 2.8, 40, -11, -11, 6, 72.8,④④④, 4, 5,Ｇプリサイストップ, 64,松田大, 0.5, 60,  -3,   3,12,111.6, ④⑤, 4, 3,Ｃメイショウヒデタダ, 74,吉田隼, 0.4, 67,  -8,  13, 6, 14.3, ⑤⑥
 5,10,Ｊヒュウガ, 31,古川吉, 2.1, 47,   4, -29, 8, 28.6,⑦⑥⑦, 5, 6, エストデスティネ,---,藤田伸, 4.8, 27, -16, -22, 5, 23.1,⑥⑥⑥, 5, 3,Ｋレイズオブザサン, 53,村田一, 0.6, 60,  -8,   7, 9, 42.0, ⑦⑦, 5, 5,Ｉダンツミュｰタント, 58,藤田伸, 0.6, 66,  -7,  10, 4, 12.4, ④④
 6, 1,Ｄラッキｰハンタｰ, 44,菱田裕, 2.3, 47,   5, -33, 7, 28.4,⑤⑤⑥, 6, 1, レディｰインキモン,---,上村洋, 5.5, 23,* -9, -37, 4, 10.6,①①③, 6,11,Ｅフォｰスフル, 68,柴山雄, 0.8, 57,  -6,   3, 6, 14.7, ⑥⑥, 6, 2,Ｆツクバリンカｰン, 71,古川吉, 0.8, 61, -10,   9, 7, 29.3, ⑥⑤
 7, 2,Ｉヤマト, 35,横山和, 2.7, 42,   1, -32, 6, 26.3,⑧⑧⑧,,,,,,,,,,,,, 7, 7,Ｈメイショウヒメユリ, 61,川島信, 1.0, 56, -14,   7,10, 53.5, ⑪⑪, 7, 6,Ｂニコｰルバロｰズ, 76,北村宏, 0.8, 63, -11,  11, 5, 13.1, ⑦⑦
 8, 9,Ｃキタサンダイチ, 45,丸田恭, 2.8, 41,   1, -33, 9, 63.5,⑥⑨⑨,,,,,,,,,,,,, 8, 6,Ｉスペリオル, 60,菱田裕, 1.0, 54, -12,   4, 8, 28.2, ⑩⑩, 8, 4,Ｇヘリオスフィア, 70,丹内祐, 1.3, 56, -14,   7, 8, 96.4, ⑧⑧
 9, 8,Ｈコスモメロス, 39,丹内祐, 3.3, 37,   0, -36,10,174.9,⑩⑩⑩,,,,,,,,,,,,, 9, 2,Ｌナイキトリック, 45,古川吉, 1.1, 53, -25,* 12,11,106.2, ⑫⑫, 9, 7,Ｈプロスペラスマム, 68,田中博, 1.9, 47, -15,   0, 9,181.3, ⑨⑨
10, 7,Ｆアクシア, 41,黛弘人, 3.6, 37,*  8, -57, 3,  6.7,②③④,,,,,,,,,,,,,10, 4,Ｃモリトブイコｰル, 69,横山和, 1.1, 53, -11,   3, 4,  6.9, ⑧⑧,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,11, 1,Ｂバクシンパワｰ, 70,城戸義, 1.2, 53,  -3,  -3, 3,  4.7, ③④,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,12, 8,Ｆカリスマアキラ, 66,丸山元, 1.2, 52, -11,   2, 7, 24.9, ⑨⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:5),,,,,,,,,,,
"単勝:720円 複勝:05=200円 04=180円 06=260円 枠連:1,090円",,,,,,,,,,,,単勝:440円 複勝:04=160円 03=110円 枠連:0円,,,,,,,,,,,,"単勝:1,230円 複勝:10=260円 09=170円 12=130円 枠連:2,550円",,,,,,,,,,,,単勝:430円 複勝:01=130円 09=120円 08=110円 枠連:260円,,,,,,,,,,,
"馬連:1,370円 ワイド:04-05=430円 05-06=910円 04-06=430円",,,,,,,,,,,,馬連:260円 ワイド:03-04=130円 04-05=200円 03-05=130円,,,,,,,,,,,,"馬連:2,690円 ワイド:09-10=930円 10-12=820円 09-12=290円",,,,,,,,,,,,馬連:810円 ワイド:01-09=270円 01-08=170円 08-09=180円,,,,,,,,,,,
"馬単:2,990円 3連複:3,540円 3連単:22,940円",,,,,,,,,,,,"馬単:910円 3連複:240円 3連単:1,760円",,,,,,,,,,,,"馬単:6,280円 3連複:2,880円 3連単:28,300円",,,,,,,,,,,,"馬単:1,520円 3連複:380円 3連単:3,170円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 6R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 9R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■12R  芝2600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,八甲田山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａムテキザセカンド, 66,菱田裕,, 65,* 12,  -4, 1,  1.7,①①①, 1, 5,Ｇタオルチャン, 54,横山和,, 74,*  1,*  5, 8, 19.6, ①①, 1, 3,Ａナリタハリケｰン, 74,吉田隼,, 64,*  6,   7, 1,  1.4,④③③, 1, 5,Ｌリメインサイレント, 69,津村明,, 82,*  1,* 10, 7,  9.9,③⑤⑤
 2, 1,Ｂレッドエンブレム, 65,田中博, 0.4, 64,   6,*  4, 3,  5.9,⑦⑥⑤, 2, 2,Ｏストライクルｰト, 43,三浦皇, 0.6, 67,  -4,*  3, 7, 18.7, ④④, 2, 1,Ｂサナシオン, 74,藤田伸, 0.1, 65,   3,* 10, 2,  3.8,⑥⑥⑥, 2, 2,Ｄダノンフェニックス, 76,松田大, 0.0, 84,   1,* 16, 1,  3.7,⑦⑨⑥
 3, 2,Ｋミッキｰフィｰバｰ, 52,川須栄, 0.4, 64,   5,*  6, 4, 13.0,⑩⑦⑥, 3, 7,Ｂマイネライムライト, 69,丹内祐, 0.6, 66,* -2,   1, 1,  3.3, ②②, 3, 7,Ｉユキノマｰクン, 56,津村明, 0.3, 61,   5,   6, 8, 58.9,⑤⑤⑤, 3,13,Ｊジャングルパサｰ, 71,藤田伸, 0.3, 77,*  1,   4, 5,  8.2,④③②
 4, 6,Ｄテイエムプリンセス, 59,松田大, 0.8, 58,* 10,  -8, 8, 32.0,②②②, 4, 8,Ｄビｰフィットウォｰ, 66,四位洋, 0.6, 67,* -3,   2, 2,  4.2, ③③, 4, 6,Ｃサンライズサルｰテ, 65,丹内祐, 0.6, 61,   5,   4, 3, 12.3,②④④, 4, 8,Ｉキョウワレイ, 71,上村洋, 0.6, 76,   0,   5,11, 29.0,⑨⑦⑦
 5, 8,Ｊアンサングヒｰロｰ, 53,柴山雄, 0.9, 59,   8,  -5, 6, 16.5,⑤③③, 5,15,Ｆハッピｰシｰショア, 55,北村宏, 0.7, 65,  -4,   2, 5, 13.0, ⑥⑤, 5, 2,Ｇカンタベリｰリュウ, 62,横山和, 0.7, 57,*  6,  -1, 9, 81.9,①①①, 5, 7,Ｂワｰルドレｰヴ, 77,柴山雄, 0.9, 69,*  2,  -4, 6,  9.4,⑧④③
 6,10,Ｅブロンドヒロイン, 58,津村明, 1.1, 59,   5,   0, 9, 40.2,⑪⑧⑧, 6,13,Ａファインスマッシュ, 69,荻野琢, 1.0, 62, -12,*  5, 9, 22.7, ⑬⑮, 6, 9,Ｆスズカアドニス, 63,松田大, 1.0, 55,*  6,  -3, 4, 24.2,③②②, 6,10,Ｃスリｰヴェロｰチェ, 76,川島信, 1.0, 73,   1,   3, 2,  6.0,⑫⑩⑪
 7, 5,Ｃマイネルゴスホｰク, 61,三浦皇, 1.8, 53,   6,  -9, 2,  5.8,⑥⑤④, 7, 3,Ｎレディｰスワロｰ, 47,城戸義, 1.5, 55,  -6,  -7,16,318.0, ⑤⑦, 7, 5,Ｅタマモデザイア, 63,菱田裕, 1.0, 57,   1,   5, 7, 51.6,⑧⑧⑧, 7, 6,Ｅリッカタキシｰド, 76,吉田隼, 1.6, 68,  -2,   1,10, 24.5,⑪⑬⑬
 8,12,Ｌバシニアティヴ, 51,上村洋, 1.8, 57,   4,  -3,11,112.4,⑨⑪⑨, 8,10,Ｉクリアビュｰ, 54,上村洋, 1.7, 53, -12,  -3,11, 62.1, ⑭⑪, 8, 4,Ｈマルマロス, 62,柴山雄, 1.8, 50,   2,  -4, 6, 29.5,⑨⑦⑦, 8,11,Ｍマイネルイグアス, 65,丹内祐, 1.7, 61,*  2, -15,13,211.0,②②①
 9,13,Ｉアヴェンタドｰル, 54,五十嵐, 2.5, 49,   3, -10, 7, 30.7,⑫⑫⑫, 9, 4,Ｃハｰマンミュｰト, 67,吉田隼, 1.8, 50,  -7, -10, 3,  5.9, ⑦⑧, 9, 8,Ｄステラビアンカ, 63,城戸義, 2.4, 49,  -4,   3, 5, 24.6,⑦⑨⑨, 9, 3,Ａアサクサベルｰガ, 80,川須栄, 2.0, 63,  -1,  -8, 3,  6.5,⑩⑪⑧
10, 4,Ｍケイアイレｰヴェ, 46,荻野琢, 2.5, 47,   4, -11,13,251.5,④⑨⑪,10,14,Ｊドヴェルグ, 52,松田大, 1.9, 50, -13,  -5,14, 80.1, ⑯⑯,,,,,,,,,,,,,10,12,Ｈラプタ, 71,丸田恭, 2.3, 55,   0, -20, 9, 22.2,⑤⑥⑨
11, 7,Ｇメイショウキラボシ, 56,北村宏, 2.6, 47,   7, -18,10, 67.2,③④⑦,11, 1,Ｐポッドジャンヌ, 33,丸山元, 1.9, 49,  -9, -10,15,118.5, ⑧⑥,,,,,,,,,,,,,11, 1,Ｆオムニバス, 73,四位洋, 2.4, 58,  -1, -14, 4,  6.7,⑬⑫⑫
12, 9,Ｈアトラスバロｰズ, 56,四位洋, 3.1, 46,   4, -16, 5, 14.4,⑧⑩⑩,12,11,Ｌオンワｰドハｰバｰ, 49,勝浦正, 2.0, 50, -10,  -8,12, 62.2, ⑪⑩,,,,,,,,,,,,,12, 9,Ｇミレニアムゴｰルド, 73,三浦皇, 2.5, 56,*  2, -26, 8, 20.6,①①④
13,11,Ｆスキップコｰド, 57,横山和, 3.2, 43,   2, -15,12,156.5,⑬⑬⑬,13, 9,Ｍロｰジｰロｰズ, 49,川島信, 2.2, 46, -10, -12,13, 63.4, ⑨⑭,,,,,,,,,,,,,13, 4,Ｋカｰバ, 69,菱田裕, 3.4, 50,   0, -34,12, 65.8,⑥⑧⑩
,,,,,,,,,,,,14, 6,Ｋショウナンマリッジ, 51,五十嵐, 2.2, 47, -15,  -7,10, 51.3, ⑮⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15,16,Ｈマヤノラムダ, 54,古川吉, 2.8, 38, -11, -19, 6, 13.2, ⑫⑫,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16,12,Ｅアンバサダｰ, 60,菱田裕, 3.0, 36,  -8, -24, 4,  6.4, ⑩⑨,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:5),,,,,,,,,,,
単勝:170円 複勝:03=110円 01=140円 02=240円 枠連:390円,,,,,,,,,,,,"単勝:1,960円 複勝:05=650円 02=520円 07=150円 枠連:16,350円",,,,,,,,,,,,単勝:140円 複勝:03=110円 01=110円 07=650円 枠連:150円,,,,,,,,,,,,"単勝:990円 複勝:05=340円 02=150円 13=270円 枠連:2,260円",,,,,,,,,,,
馬連:390円 ワイド:01-03=210円 02-03=560円 01-02=930円,,,,,,,,,,,,"馬連:26,830円 ワイド:02-05=7,280円 05-07=1,910円 02-07=1,530円",,,,,,,,,,,,"馬連:170円 ワイド:01-03=130円 03-07=800円 01-07=1,100円",,,,,,,,,,,,"馬連:2,600円 ワイド:02-05=850円 05-13=1,380円 02-13=740円",,,,,,,,,,,
"馬単:580円 3連複:1,970円 3連単:5,990円",,,,,,,,,,,,"馬単:62,310円 3連複:29,120円 3連単:254,030円",,,,,,,,,,,,"馬単:230円 3連複:1,840円 3連単:3,760円",,,,,,,,,,,,"馬単:5,560円 3連複:7,190円 3連単:42,390円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
