13年 6月30日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 6月30日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  芝2750m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
11, 3,Ｉルザンク, 55,田辺裕, 1.2, 48, -17,*  2,10, 54.1, ⑭⑫,,,,,,,,,,,,,11, 7,Ｂサトノロｰタス, 58,戸崎圭, 2.9, 45,*  4, -17, 4,  8.6,②②③,11, 9,Ｅバルスピュｰル, 74,大野拓, 1.4, 66,  -5,   4, 6, 18.7, ⑧⑧
12,12, シャトルアゲン,---,柴田大, 1.7, 44, -11,  -7,16,324.3, ⑩⑨,,,,,,,,,,,,,12, 4,Ｊピュアラメｰル, 52,松岡正, 3.3, 43,   1, -14,14,188.7,⑦⑦⑧,12, 4,Ｋヤサカシャイニｰ, 68,嶋田純, 1.8, 61, -11,   5,10, 55.2, ⑪⑪
13,11, ゼニガタセｰジ,---,西田雄, 1.8, 44, -21,   1,15,296.6, ⑯⑯,,,,,,,,,,,,,13, 3,Ｌデンカノホウトウ, 50,内田博, 4.4, 36,  -6, -11, 6, 21.5,⑮⑮⑮,,,,,,,,,,,,
14, 7,Ｍハッピｰハレルヤ, -9,嘉藤貴, 1.8, 42, -19,  -2,14,248.3, ⑮⑭,,,,,,,,,,,,,14,14,Ｍベロセットレコｰド, 42,山崎亮, 4.4, 35,  -5, -15,15,234.5,⑪⑭⑭,,,,,,,,,,,,
15,13,Ｋプレシャスクラウン, 41,江田照, 2.0, 41, -16,  -7,13,173.6, ⑬⑮,,,,,,,,,,,,,15,10, イノチノカギリ,---,蛯名正, 5.3, 29,  -3, -25, 7, 42.0,⑨⑬⑬,,,,,,,,,,,,
16,14, グットオｰメン,---,内田博, 2.3, 38, -11, -13, 6, 14.2, ⑪⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,
"単勝:1,190円 複勝:04=260円 06=110円 09=290円 枠連:660円",,,,,,,,,,,,"単勝:510円 複勝:03=180円 05=1,670円 09=200円 枠連:14,390円",,,,,,,,,,,,"単勝:600円 複勝:12=300円 13=610円 01=2,500円 枠連:3,840円",,,,,,,,,,,,単勝:410円 複勝:10=130円 07=120円 12=150円 枠連:310円,,,,,,,,,,,
"馬連:860円 ワイド:04-06=390円 04-09=1,680円 06-09=550円",,,,,,,,,,,,"馬連:17,480円 ワイド:03-05=3,920円 03-09=380円 05-09=3,520円",,,,,,,,,,,,"馬連:3,910円 ワイド:12-13=1,440円 01-12=7,200円 01-13=12,420円",,,,,,,,,,,,馬連:470円 ワイド:07-10=220円 10-12=360円 07-12=340円,,,,,,,,,,,
"馬単:2,650円 3連複:3,240円 3連単:23,660円",,,,,,,,,,,,"馬単:30,040円 3連複:20,760円 3連単:207,810円",,,,,,,,,,,,"馬単:7,850円 3連複:126,740円 3連単:472,100円",,,,,,,,,,,,"馬単:1,150円 3連複:820円 3連単:4,110円",,,,,,,,,,,
■ 2R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■11R  芝1800m 3 歳ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ福島,,,,,,,,,,,,,,,,,,,,,,,,ﾗｼﾞｵNIKKEI賞 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｐステキトワイライト, 32,蛯名正,, 56,* -2,  -9, 3, 16.1, ③③, 1,14, パシフィックギャル,---,内田博,, 53,*-28,* 14, 1,  2.2,④④③, 1,14,Ｌエレガンテココ, 62,嶋田純,, 75,* 14,  -6,14,176.9,①①①, 1,11,Ｇケイアイチョウサン, 78,横山典,, 82,  -4,* 21, 8, 22.8,⑭⑮⑭
 2, 4,Ｅロマネクイｰン, 52,武士沢, 0.0, 56,* -2,  -9, 5, 19.8, ②②, 2, 4, タケルファラオ,---,田辺裕, 0.1, 52,*-28,* 14, 9, 35.8,③③④, 2, 3,Ｂトルｰクマクト, 75,武士沢, 0.0, 77,  11,*  1, 2,  4.7,⑥⑥⑨, 2, 4,Ｃカシノピカチュウ, 81,西田雄, 0.0, 80,  -2,* 15,14, 43.1,⑦⑩⑧
 3, 2,Ｈセイウンアカネイロ, 50,松岡正, 0.0, 57,  -3,  -7, 8, 35.8, ④④, 3,12, ホクラニミサ,---,松岡正, 0.2, 53, -29,* 16, 2,  4.9,⑦⑥⑤, 3, 8,Ｈユキノユウダン, 70,江田照, 0.1, 76,  11,*  0, 9, 23.1,⑨⑧④, 3, 3,Ｋアドマイヤドバイ, 76,池添謙, 0.1, 78,   0,  11, 5,  8.2,④⑥④
 4, 3,Ｇテヅルモヅル, 50,嶋田純, 0.1, 54,*  1, -13, 9, 42.9, ①①, 4, 1, オルカアタック,---,嶋田純, 0.5, 44,*-27,   4,15,204.0,①①①, 4, 7,Ｃエバｰグリｰン, 75,松岡正, 0.3, 74,   8,*  1, 6, 13.4,⑧⑩⑫, 4, 7,Ａフラムドグロワｰル, 83,田辺裕, 0.1, 76,*  1,   8, 3,  6.2,②②②
 5, 6,Ｆウチケンジェｰニオ, 51,戸崎圭, 0.2, 53, -15,*  2, 7, 32.9, ⑭⑭, 5,10, アクシア,---,江田照, 0.6, 43,*-27,   4, 8, 32.7,②②②, 5, 4,Ｄアンブリッジ, 75,田中勝, 0.5, 70,* 12,  -9, 3,  5.9,④④⑤, 5, 9,Ｅシャイニｰプリンス, 80,和田竜, 0.3, 74,*  1,   5, 6, 13.5,③③③
 6,11,Ｃルタドｰル, 54,田辺裕, 0.2, 53,  -6,  -8, 2,  3.8, ⑦⑦, 6, 5, カシノカｰム,---,西田雄, 0.8, 43, -31,   8,13,107.6,⑥⑦⑦, 6, 9,Ｋマイネマキアｰジュ, 65,嘉藤貴, 0.6, 70,* 13, -10,12,130.2,⑤⑤⑥, 6,14,Ｐダｰビｰフィズ, 69,吉田豊, 0.3, 77,  -3,  13,15, 45.7,⑫⑫⑪
 7,14,Ｉルミノハレブタイ, 45,大野拓, 0.4, 51,  -5, -11,12,101.6, ⑥⑤, 7, 8, バルコドｰル,---,和田竜, 0.8, 48, -32,  13,11, 48.7,⑬⑫⑥, 7, 2,Ａダイワアクシス, 77,柴田善, 0.7, 70,   8,  -4, 1,  2.9,⑩⑪⑩, 7, 8,Ｆダイワストリｰム, 79,嶋田純, 0.3, 74,   0,   8, 7, 16.0,⑤⑦⑤
 8,15,Ｏショウナンマリッジ, 32,柴田大, 0.4, 53, -18,*  2,16,343.1, ⑯⑯, 8, 2, ロｰゼクヴァルツ,---,大野拓, 0.9, 48, -35,* 16, 7, 27.4,⑭⑬⑬, 8,11,Ｅコスモトゥルｰラヴ, 71,柴田大, 0.8, 68,* 12, -14, 5,  8.4,③③③, 8,16,Ｊシンネン, 76,松岡正, 0.3, 78,  -3,  14,10, 27.3,⑬⑬⑬
 9, 5,Ｋトウカイアムｰル, 43,和田竜, 0.4, 51,  -7,  -9, 6, 28.7, ⑨⑧, 9, 6, ウインオリアｰト,---,蛯名正, 1.0, 43, -31,   7, 3,  6.5,⑧⑧⑨, 9, 1,Ｆサトノテイオウ, 71,戸崎圭, 0.9, 67,   7,  -3, 4,  7.5,⑬⑭⑬, 9, 6,Ｌナンシｰシャイン, 76,大野拓, 0.4, 73,*  2,   3,13, 42.8,①①①
10,16,Ａシェアｰドワｰルド, 65,内田博, 0.5, 50,  -3, -14, 1,  1.6, ⑤⑥,10, 7, コスモカパルア,---,嘉藤貴, 1.1, 43, -32,   8,12, 58.8,⑫⑪⑫,10,10,Ｉロベルクランツ, 67,大野拓, 0.9, 68,  10,  -9,10, 99.9,⑫⑨⑧,10,15,Ｏインプロヴァイズ, 71,戸崎圭, 0.4, 72,   0,   6, 2,  5.0,⑪⑤⑦
11, 8,Ｌヒロスマイル, 42,伊藤工, 0.6, 48, -10,  -9,15,195.0, ⑩⑪,11, 3, ランデックハｰツ,---,田中勝, 1.2, 41, -32,   7,10, 42.1,⑩⑩⑪,11, 5,Ｊサクラグランレｰヴ, 65,内田博, 1.0, 66,* 12, -17, 8, 21.0,②②②,11,12,Ｄミエノワンダｰ, 81,田中勝, 0.5, 73,  -2,   8, 4,  7.7,⑩⑪⑩
12, 9,Ｂエイコオムｰン, 54,柴田善, 0.6, 49,  -9,  -8, 4, 18.5, ⑪⑫,12,11, ウォルフラム,---,池添謙, 1.5, 34, -30,  -3, 4,  7.3,⑤⑤⑧,12,16,Ｐマイネルガブリエル, 59,和田竜, 1.1, 65,  11, -15,13,148.6,⑦⑦⑦,12,10,Ｎダイワブレイディ, 72,柴田大, 0.5, 72,*  1,   2,12, 42.4,⑥④⑥
13, 7,Ｄヤマサダイス, 54,石橋脩, 0.7, 46, -11,  -9,11, 57.4, ⑬⑬,13,13, トｰホウレオポルド,---,横山典, 1.9, 34, -36,   4, 6, 24.1,⑪⑭⑭,13,12,Ｏデミチンタ, 59,上野翔, 1.3, 63,   5,  -7,16,555.5,⑮⑯⑮,13, 2,Ｍブリリアントアスク, 74,武士沢, 0.7, 74,  -4,  11,16,206.7,⑯⑯⑯
14,12,Ｊアムｰルバニヤン, 44,吉田豊, 0.8, 46, -10, -11,13,104.8, ⑫⑩,14,15, トｰセンカｰネル,---,宮崎北, 2.1, 27, -31,  -9,14,116.5,⑨⑨⑩,14,13,Ｍイｰスタリｰガスト, 61,長岡禎, 1.3, 63,   7,  -9,11,114.9,⑭⑮⑯,14, 5,Ｈカフェリュウジン, 77,柴田善, 0.7, 69,  -2,   4, 9, 24.1,⑧⑧⑨
15, 1,Ｍブｰケトウショウ, 40,江田照, 1.0, 42,  -8, -17,10, 47.3, ⑧⑨,15, 9, キネオメジャｰ,---,戸崎圭, 2.3, 33, -39,   5, 5, 11.6,⑮⑮⑮,15,15,Ｇクｰルエレガンス, 70,蛯名正, 1.5, 61,   8, -14, 7, 14.2,⑯⑬⑪,15,13,Ｂガイヤｰスヴェルト, 81,内田博, 0.8, 69,  -2,   3, 1,  3.7,⑨⑨⑫
16,13,Ｎフィリグリｰ, 39,田中勝, 1.2, 41, -15, -11,14,154.9, ⑮⑮,,,,,,,,,,,,,16, 6,Ｎケイツｰクロｰト, 60,宮崎北, 1.9, 56,   8, -22,15,428.7,⑪⑫⑭,16, 1,Ｉサンブルエミュｰズ, 77,蛯名正, 0.9, 71,  -4,   7,11, 37.7,⑮⑭⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-16 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,
"単勝:1,610円 複勝:10=520円 04=570円 02=1,020円 枠連:3,480円",,,,,,,,,,,,"単勝:220円 複勝:14=140円 04=590円 12=170円 枠連:2,390円",,,,,,,,,,,,"単勝:17,690円 複勝:14=2,020円 03=220円 08=550円 枠連:6,460円",,,,,,,,,,,,"単勝:2,280円 複勝:11=620円 04=920円 03=310円 枠連:1,840円",,,,,,,,,,,
"馬連:11,330円 ワイド:04-10=2,020円 02-10=4,610円 02-04=4,610円",,,,,,,,,,,,"馬連:4,560円 ワイド:04-14=1,550円 12-14=300円 04-12=1,720円",,,,,,,,,,,,"馬連:38,770円 ワイド:03-14=8,060円 08-14=22,690円 03-08=1,630円",,,,,,,,,,,,"馬連:40,460円 ワイド:04-11=9,530円 03-11=2,950円 03-04=3,560円",,,,,,,,,,,
"馬単:22,240円 3連複:50,290円 3連単:382,260円",,,,,,,,,,,,"馬単:6,260円 3連複:5,610円 3連単:38,130円",,,,,,,,,,,,"馬単:137,340円 3連複:187,890円 3連単:2,249,580円",,,,,,,,,,,,"馬単:73,450円 3連複:111,170円 3連単:917,500円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 6R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■12R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ福島,,,,,,,,,,,,三陸特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｅモリミヤビ, 55,戸崎圭,, 59,   4,* -9, 3,  5.9,⑥⑦⑤, 1, 5, アポロスタｰズ,---,蛯名正,, 48,*-18,  -1, 1,  2.2, ②②, 1, 1,Ｃデルマヌラリヒョン, 78,柴田善,, 74,   4,* 14, 2,  3.7,⑥⑨⑥, 1, 8,Ｋレモンチャン, 57,江田照,, 71,*  7,  -1, 7, 18.6, ①①
 2,14,Ｉダｰムブランシュ, 53,吉田豊, 0.3, 56,   4,*-11,11,158.2,⑪⑥⑥, 2, 3, ニシノハイツリｰ,---,和田竜, 0.0, 50, -24,*  4,10, 41.8, ④③, 2,15,Ｄハｰコット, 77,蛯名正, 0.1, 74,*  8,   9, 3,  6.4,⑦③①, 2, 9,Ｈグレカｰレ, 60,武士沢, 0.2, 69,*  7,  -4,12, 72.8, ②②
 3,11,Ｄスワンソング, 56,田中勝, 0.4, 54,*  6, -15, 2,  4.3,③③②, 3,10, マイネプレセア,---,柴田大, 0.2, 50, -30,*  8, 4,  9.7, ⑩⑨, 3, 8,Ａトミケンユｰクアイ, 80,内田博, 0.1, 73,*  8,   8, 1,  3.0,②①②, 3, 3,Ｇアフロディシアス, 60,長岡禎, 0.3, 67,   1,   1,15,301.2, ⑦⑦
 4, 1,Ｇダブルアクセル, 54,二本柳, 0.5, 54,*  5, -17, 4,  9.2,①①①, 4, 8, ロマンシｰズ,---,柴田善, 0.4, 44, -26,   1, 5, 13.8, ⑦⑦, 4, 7,Ｊオリオンザジャパン, 72,田辺裕, 0.2, 73,   4,* 14, 9, 21.3,⑪⑫⑩, 4, 2,Ｊモレサンドニ, 58,内田博, 0.3, 68,   3,  -1, 5, 10.5, ④④
 5, 3,Ｋサイモンパルフェ, 50,内田博, 0.9, 52,  -1,* -9, 6, 14.0,⑭⑭⑬, 5,13, オメガベントレｰ,---,横山典, 0.7, 39, -25,  -4, 3,  5.7, ⑥⑥, 5,14,Ｆコスモマイギフト, 74,柴田大, 0.4, 71,   6,   8,10, 23.4,⑩⑥⑤, 5, 1,Ｃダｰクマレイン, 71,田辺裕, 0.4, 66,  -7,*  8, 3,  6.4, ⑫⑪
 6,10,Ｊエンドレスラヴ, 51,宮崎北, 1.0, 49,*  5, -20, 9, 69.3,②②③, 6,11, イエロｰストｰン,---,武士沢, 0.8, 37,*-18, -11, 8, 30.1, ①①, 6,11,Ｈトウショウギフト, 73,岩部純, 0.5, 72,   3,* 13, 5, 13.7,⑫⑭⑫, 6,15,Ａダイワベスパｰ, 74,蛯名正, 0.6, 64,   2,  -3, 2,  3.6, ⑥⑤
 7, 2,Ｌセイウンミｰナ, 49,武士沢, 1.0, 52,   3, -16,14,314.7,⑧⑧⑧, 7, 6, リアルモｰド,---,戸崎圭, 1.0, 35, -25,  -8, 2,  4.2, ⑤⑤, 7,10,Ｂコパノウィリアム, 78,吉田豊, 0.5, 72,   3,* 14, 4, 10.4,⑬⑬⑬, 7,10,Ｄアルマディヴァン, 70,松岡正, 0.6, 63,  -1,  -1, 4,  6.4, ⑨⑧
 8, 6,Ｃウインコサｰジュ, 59,石橋脩, 1.0, 51,   2, -15, 7, 14.8,⑮⑪⑨, 8,12, カシノワンダラｰ,---,二本柳, 1.2, 32,*-19, -15,13,172.0, ③④, 8,13,Ｉランブリングマン, 72,田中勝, 0.6, 70,   5,   8, 6, 15.8,⑭⑧⑦, 8, 4,Ｅハプスブルク, 66,横山典, 0.8, 60, -11,*  7, 6, 15.3, ⑮⑬
 9, 9,Ａアポロレジｰナ, 63,蛯名正, 1.1, 50,*  4, -20, 1,  2.2,⑤④④, 9, 4, ファイナルブロｰ,---,江田照, 1.2, 33, -27,  -7, 9, 30.9, ⑨⑧, 9, 2,Ｌアイアムライジング, 71,横山典, 0.9, 66,   6,   4, 7, 16.9,③④④, 9, 5,Ｉトルピドトウショウ, 59,柴田大, 0.9, 61,  -1,  -5,14,192.3, ⑧⑨
10,12,Ｆトｰアコロチャン, 54,西田雄, 1.6, 47,   3, -20, 8, 37.9,⑦⑨⑪,10, 1, ミヤギユニヴァｰス,---,吉田豊, 1.4, 31, -27, -10,11, 80.9, ⑧⑩,10, 4,Ｎサンマルヴィエント, 69,嘉藤貴, 1.3, 65,   4,   5,15,255.6,⑧⑩⑧,10, 7,Ｂガッダムアスカ, 71,嶋田純, 1.0, 58,  -5,  -2, 1,  3.2, ⑩⑫
11, 5,Ｎキャッチザウェイ, 41,柴田大, 2.0, 43,   1, -21,12,221.8,⑩⑫⑫,11, 2, ハイクロス,---,嶋田純, 2.1, 21, -33, -14, 7, 27.9, ⑪⑪,11, 3,Ｏステｰジナｰヴ, 68,江田照, 1.9, 64,   2,   6,14,136.9,⑮⑮⑮,11,13,Ｆエフティチャｰミｰ, 60,吉田豊, 1.0, 58, -10,   3, 8, 34.9, ⑭⑭
12,15,Ｂニキｰヤダイヤ, 61,柴田善, 2.0, 43,   4, -26, 5, 13.3,④⑤⑦,12, 9, コロナプリンセス,---,田中勝, 4.0, -5, -35, -36, 6, 16.7, ⑫⑫,12, 5,Ｇジャイアン, 73,石橋脩, 2.0, 60,*  8,  -8,13, 85.3,①②③,12,11,Ｍリシェス, 56,戸崎圭, 1.1, 56,  -6,  -2, 9, 36.4, ⑬⑮
13, 4,Ｈロザｰナ, 54,田辺裕, 3.1, 39,   1, -28,10, 87.5,⑬⑬⑭,13, 7, パワｰキングマン,---,大野拓, 5.6,-26, -51, -41,12,119.9, ⑬⑬,13, 9,Ｅレッドブルピサ, 75,和田竜, 2.3, 60,   4,  -4, 8, 18.3,⑨⑪⑭,13,14,Ｌゾクゾク, 56,和田竜, 1.5, 53,  -3, -10,11, 45.5, ⑪⑩
14, 8, ダンシングルｰジュ,---,西村太, 3.3, 37,   2, -34,15,376.3,⑫⑩⑩,,,,,,,,,,,,,14, 6,Ｋショウナンハヤブサ, 71,大野拓, 2.4, 58,   5,  -7,12, 45.2,④⑦⑪,14,12,Ｎインザチャｰチ, 46,嘉藤貴, 1.8, 48,*  5, -22,13, 90.3, ③③
15, 7,Ｍグラストンベリｰ, 43,長岡禎, 3.4, 37,   0, -30,13,246.3,⑨⑮⑮,,,,,,,,,,,,,15,12,Ｍサンマルスピリット, 71,小島太, 2.6, 56,   6, -11,11, 44.5,⑤⑤⑨,15, 6,Ｏアラマサウイン, 43,大野拓, 1.9, 46,   3, -22,10, 40.8, ⑤⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
