13年 3月23日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 3月23日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1900m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝2200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 5R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 8R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  芝2200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,名鉄杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｅマルマロス, 55,柴山雄,, 60,*  2,   2, 9, 26.8,⑤③③, 1, 5,Ａメモリｰシャルマン, 79,古川吉,, 73,*  0,* 14, 1,  1.8,⑧④⑥, 1,14,Ｅトｰセンギャラリｰ, 74,北村友,, 77,  -1,* 14, 1,  3.8,⑫⑫⑫, 1, 8,Ｏカネトシマｰシャル, 71,藤岡康,, 95,  -5,* 32, 8, 17.3,⑧⑩⑧
 2, 8,Ｉケイアイホクトセイ, 53,勝浦正, 0.0, 59,   1,   4, 2,  2.7,⑪④④, 2,11,Ｂアランロド, 78,岩崎翼, 0.0, 72,  -1,* 17, 3,  6.0,⑨⑦⑨, 2,11,Ｃブラインドサイド, 76,中井裕, 0.2, 73,   2,   4, 2,  4.1,⑦⑥⑤, 2,15,Ｂコモノドラゴン, 82,北村友, 0.5, 84,* -2,  18, 3,  5.3,②②②
 3, 5,Ｂダイコウキ, 59,中舘英, 0.1, 57,*  3,  -1, 1,  2.7,①①①, 3, 7,Ｈオｰクヒルパｰク, 65,北村友, 0.2, 69,*  0,  11, 4,  7.6,⑤③③, 3,16,Ｉアルアマｰナ, 70,菱田裕, 0.2, 74,   1,*  7, 9, 18.5,⑩⑧⑨, 3,14,Ｈマイネルアイザック, 79,伊藤工, 0.5, 85,* -2,  21,11, 27.4,④⑥⑤
 4,13,Ｃヒドゥンブレイド, 57,丸山元, 0.1, 62,  -5,* 15, 3,  7.5,⑮⑮⑫, 4, 4,Ｃクリアザウェイ, 72,丸田恭, 0.4, 67,  -1,  12, 5, 13.9,⑥⑥⑤, 4,12,Ｄレッドシェリフ, 75,国分優, 0.3, 74,   1,   6, 4,  7.6,⑥⑦⑦, 4,16,Ｍトｰホウストロング, 76,丸田恭, 0.7, 79,* -1,  13, 7, 15.4,⑩①①
 5, 9,Ｄクリノコトノオｰ, 57,菱田裕, 0.9, 57,  -2,   1, 8, 23.8,⑨⑦⑥, 5, 2,Ｄデコレイト, 71,鮫島良, 0.6, 68,  -1,  12, 2,  5.3,④⑧⑦, 5, 4,Ａトｰセンオｰラ, 80,勝浦正, 0.4, 72,   1,   5, 6,  8.9,⑨⑩⑧, 5, 6,Ｅソｰルデスタン, 80,黛弘人, 0.7, 83,* -2,  17, 5, 11.3,⑭③③
 6, 3,Ｆスピｰディシャｰプ, 54,城戸義, 1.1, 56,  -3,   4,10, 50.4,⑩⑪⑨, 6, 3,Ｉウィッシュアゲン, 64,横山和, 0.7, 66,  -3,  12, 8, 62.8,⑦⑨⑧, 6,10,Ｋルミナスレッド, 66,宮崎北, 0.7, 69,   1,   2, 8, 16.3,⑧⑨⑩, 6,13,Ｉカンタベリｰナイト, 78,二本柳, 0.8, 85,  -5,  23,14, 70.5,⑯⑮⑮
 7, 2, サトノデプロマット,---,北村友, 1.1, 53,   1,  -5, 4, 10.4,③⑤⑤, 7, 6,Ｅニｰレンベルギア, 70,中井裕, 0.8, 67,*  0,   7, 7, 22.3,③②②, 7, 3,Ｂマツリダジャパン, 78,中舘英, 0.8, 67,*  4,  -8, 7, 14.7,③③③, 7, 3,Ｊシャドウバンガｰド, 78,丸山元, 0.8, 86,  -4,  24, 1,  4.0,⑮⑫⑭
 8, 1,Ｍテラノアパッチ, 40,長岡禎, 1.3, 53,  -2,  -1,12,193.8,⑥⑧⑦, 8, 9,Ｇラインキャメロン, 69,森一馬, 1.2, 63,  -1,   6, 6, 16.2,②⑤④, 8,13,Ｈヴァｰチュスタｰ, 70,松田大, 1.1, 62,*  6, -17,10, 49.0,②②②, 8,12,Ｌタニノシュヴァリエ, 76,菱田裕, 0.9, 80,* -2,  15, 9, 23.1,⑥⑤④
 9, 7,Ａキセキノチャンス, 60,中井裕, 1.6, 52,  -1,  -7, 6, 22.4,④⑥⑧, 9,10,Ｋトｰブプリンセス, 61,菱田裕, 1.3, 62,*  1,   1,10,156.7,①①①, 9, 5,Ｇセシリア, 72,藤岡康, 1.2, 62,*  7, -20, 5,  8.2,①①①, 9,10,Ｋゴｰルドブライアン, 76,柴山雄, 0.9, 81,  -4,  16, 2,  4.4,⑨⑦⑥
10,15,Ｈエｰシンアプロｰズ, 54,横山和, 2.1, 47,  -2,  -8, 5, 17.0,⑭⑩⑩,10, 8,Ｆチェルカトロｰバ, 70,丸山元, 1.9, 58,  -3,   4, 9,131.7,⑩⑩⑩,10, 8,Ｌスプリングオｰ, 62,横山和, 1.4, 64,  -4,   5,13,157.0,⑭⑯⑮,10,11,Ｇコスモカンタｰビレ, 79,丹内祐, 0.9, 82,  -5,  19,15, 78.8,⑦⑨⑦
11,12,Ｌリトルボナンザ, 43,古川吉, 2.7, 46,  -1, -13,14,268.3,⑫⑨⑪,11, 1,Ｊシゲルサクランボ, 63,国分優, 2.6, 57,  -7,   7,11,202.2,⑪⑪⑪,11, 7,Ｆアンスポｰクン, 72,黛弘人, 1.4, 60,   2, -14, 3,  7.5,④④④,11, 5,Ｄエクセルサス, 81,吉田隼, 1.0, 82,  -7,  22, 4, 10.1,⑤⑬⑫
12,16,Ｇタガノジュラｰレ, 54,松田大, 2.8, 41,  -4, -10,11, 91.0,⑧⑫⑮,,,,,,,,,,,,,12, 2,Ｍメイショウセトウチ, 62,丹内祐, 1.7, 61,  -3,  -2,11, 70.0,⑮⑭⑭,12, 4,Ｎミヤコトップガン, 73,勝浦正, 1.0, 81,  -5,  18,16,194.3,⑬⑧⑨
13,14,Ｊビｰトマグナム, 48,黛弘人, 2.9, 43,  -3, -11,15,322.1,⑯⑬⑭,,,,,,,,,,,,,13,15,Ｎアイファｰカラｰズ, 60,柴山雄, 2.1, 55,   0, -15,16,247.7,⑪⑪⑪,13, 2,Ｐロックンロｰル, 66,鮫島良, 1.0, 80,  -5,  19,13, 35.2,①④⑩
14,10,Ｋハギノアムｰル, 47,花田大, 3.0, 42,  -5, -10,16,566.7,⑦⑭⑬,,,,,,,,,,,,,14, 1,Ｐモンドナハト, 50,西村太, 2.7, 50,  -2, -19,15,244.6,⑬⑬⑬,14, 7,Ａメイショウスクラム, 82,中井裕, 1.0, 83,  -5,  20,12, 33.8,⑫⑭⑬
15, 6,Ｎトｰセンレインボｰ, 37,丹内祐, 3.1, 42,*  3, -25,13,257.3,②②②,,,,,,,,,,,,,15, 6,Ｏマヤノカデンツァ, 56,古川吉, 2.7, 50,  -4, -15,12, 86.0,⑯⑮⑯,15, 1,Ｃオｰヴァｰジョイド, 81,国分優, 1.1, 83,  -5,  19,10, 23.7,③⑪⑪
16, 4,Ｏプリエｰルエスペレ, 33,吉田隼, 3.9, 35,  -7, -14, 7, 23.2,⑬⑯⑯,,,,,,,,,,,,,16, 9,Ｊシンデンアラタ, 67,西田雄, 3.3, 43,   2, -38,14,222.1,⑤⑤⑥,16, 9,Ｆトウシンヤマト, 80,松田大, 1.2, 84,  -8,* 25, 6, 12.9,⑪⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:3),,,,,,,,,,,
"単勝:2,680円 複勝:11=420円 08=140円 05=110円 枠連:2,920円",,,,,,,,,,,,単勝:180円 複勝:05=110円 11=160円 07=240円 枠連:520円,,,,,,,,,,,,単勝:380円 複勝:14=140円 11=160円 16=440円 枠連:390円,,,,,,,,,,,,"単勝:1,730円 複勝:08=610円 15=220円 14=790円 枠連:2,070円",,,,,,,,,,,
"馬連:4,470円 ワイド:08-11=1,120円 05-11=800円 05-08=180円",,,,,,,,,,,,馬連:520円 ワイド:05-11=230円 05-07=330円 07-11=830円,,,,,,,,,,,,"馬連:720円 ワイド:11-14=320円 14-16=1,150円 11-16=1,350円",,,,,,,,,,,,"馬連:5,050円 ワイド:08-15=2,040円 08-14=9,440円 14-15=2,860円",,,,,,,,,,,
"馬単:13,820円 3連複:2,830円 3連単:44,140円",,,,,,,,,,,,"馬単:690円 3連複:2,260円 3連単:5,830円",,,,,,,,,,,,"馬単:1,500円 3連複:3,170円 3連単:13,700円",,,,,,,,,,,,"馬単:10,580円 3連複:42,210円 3連単:209,820円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 9R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  芝1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,豊橋特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｃシゲルコジシザ, 57,勝浦正,, 53,   1, -11, 5, 10.8, ③③, 1, 7,Ａエアカｰネリアン, 77,松田大,, 76,  10,*  6, 1,  2.5, ④④, 1, 8,Ａオビｰディエント, 76,秋山真,, 73,   0,* 10, 1,  2.6, ⑥④, 1,12,Ａナスノシベリウス, 78,勝浦正,, 75,  -5,  14, 3,  8.7, ⑦⑦
 2, 7,Ｄカワイコチャン, 56,黛弘人, 0.2, 51,  -5,  -5, 1,  3.8, ⑩⑨, 2, 4,Ｆエスペランサシチｰ, 67,秋山真, 1.1, 65,   5,   0, 3,  7.6, ⑦⑧, 2,12,Ｆキｰブランド, 69,古川吉, 0.0, 73,*  1,   8, 3,  5.8, ②②, 2,14,Ｈアマルフィタｰナ, 71,丸田恭, 0.0, 74,  -5,  13, 8, 14.2, ⑥⑤
 3,14,Ｉビｰインラプチャｰ, 50,丸田恭, 0.2, 50,  -5,* -3, 8, 25.1, ⑪⑬, 3, 8,Ｇエルウェｰオｰジャ, 66,藤岡康, 1.1, 66,   5,   1, 5, 11.5, ⑧⑤, 3,10,Ｄエスペリア, 70,丸山元, 0.2, 72,  -3,* 12, 7, 12.6, ⑬⑪, 3,17,Ｄタガノリバレンス, 75,秋山真, 0.0, 78, -11,* 22, 1,  3.8, ⑮⑮
 4,16,Ｂヨゾラニネガイヲ, 57,長岡禎, 0.3, 51,*  2, -16, 3,  5.0, ②②, 4, 6,Ｄリアリｰサムシング, 69,鮫島良, 1.2, 62,  -5,*  9, 7, 16.8, ⑭⑭, 4, 3,Ｉスズカキングダム, 68,藤岡康, 0.4, 70,  -3,* 11, 6, 12.3, ⑪⑫, 4, 4,Ｋヤマニンカヴァリエ, 69,柴山雄, 0.2, 70,* -1,   7,10, 22.5, ①①
 5, 5,Ｏスカイグラフィティ, 25,北村友, 0.4, 48, -11,*  0,10, 36.0, ⑮⑮, 5, 3,Ｂヒカルソラフネ, 71,吉田隼, 1.5, 65,* 11,  -9, 2,  3.3, ①①, 5, 5,Ｂザストロンシチｰ, 75,勝浦正, 0.7, 66,   0,   4, 2,  5.6, ⑤③, 5, 9,Ｂノｰブリｰ, 76,城戸義, 0.2, 73,  -6,  13, 5, 10.5, ⑪⑨
 6,12,Ｊプントインアリア, 45,秋山真, 0.5, 51,   1, -13, 9, 25.4, ⑤⑤, 6, 5,Ｈサトシック, 64,中谷雄, 1.8, 61,   9, -10,13,216.8, ③③, 6, 6,Ｅグランプリブルｰ, 70,松田大, 0.7, 66,  -6,* 11, 9, 39.0, ⑯⑮, 6,13,Ｇコスモソウタ, 73,丹内祐, 0.3, 70,* -2,   7,13, 52.9, ②②
 7,15,Ｅアンジェラスベル, 54,西田雄, 0.6, 49,   1, -16, 4,  7.5, ④④, 7,11,Ｅニシノプレゼンス, 67,菱田裕, 1.8, 61,   7,  -8, 4, 10.4, ⑥⑥, 7, 4,Ｃタマモデザイア, 70,柴山雄, 0.9, 65,  -1,   4, 5, 10.4, ⑩⑩, 7, 5,Ｎメイショウコウボウ, 65,藤岡康, 0.3, 71,  -4,  10, 6, 11.7, ⑤④
 7, 9,Ｆマザｰズアイ, 53,吉田隼, 0.6, 46,  -7,  -6,11, 37.4, ⑬⑪, 8, 1,Ｃワンダｰゴヴェルノ, 70,長岡禎, 1.9, 59,   6,  -7, 6, 15.7, ⑤⑦, 8, 2,Ｍレチタティｰヴォ, 68,宮崎北, 0.9, 66,  -1,   5,10, 48.3, ⑨⑦, 8, 1,Ｉブルｰスタｰ, 71,中谷雄, 0.4, 69,  -5,   8,15, 94.7, ④③
 9, 8,Ｇデンコウアロｰズ, 51,小島太, 0.8, 46,  -7,  -8, 7, 21.3, ⑫⑫, 9,10,Ｉリッカスウィｰプ, 64,柴山雄, 1.9, 56,  -2,   1,11, 64.5, ⑬⑬, 9,14,Ｎスタｰペスジンタ, 61,菱田裕, 1.1, 65,*  3,  -2,11, 49.7, ①①, 9,11,Ｐデイジｰバロｰズ, 62,吉田隼, 0.5, 69,  -7,  11,16,134.1, ⑩⑪
10,11,Ａサンクンガｰデン, 58,松田大, 0.9, 44,  -3, -14, 2,  4.2, ⑧⑦,10,12,Ｋビコｰミハイル, 56,佐久間, 2.2, 59,* 11, -15, 9, 34.0, ②②,10,16,Ｐコウズシャイン, 58,二本柳, 1.3, 62,*  0,  -2,16,439.9, ④⑥,10,10,Ｍパワフルキリシマ, 67,国分優, 0.5, 72,  -9,  15,14, 57.4, ⑫⑭
11, 2,Ｎアンジュエ, 37,菱田裕, 1.1, 44,  -6, -12,12, 37.5, ⑨⑩,11,13,Ｌマウシャｰレ, 55,中井裕, 2.3, 56,   4,  -9,14,249.8, ⑩⑨,11,11,Ｋパリｰナチャン, 68,西田雄, 1.5, 62,  -3,   1,13, 68.0, ⑭⑬,11, 6,Ｏゴｰルデンウィナｰ, 64,菱田裕, 0.5, 69,  -6,  10, 9, 15.3, ⑧⑧
12,10,Ｌハンバｰガｰ, 43,柴山雄, 1.7, 38, -12,  -9,13, 45.7, ⑯⑯,12,14,Ｎメイショウヨシミツ, 42,横山和, 2.6, 51,   0,  -7,12, 80.4, ⑫⑫,12, 9,Ｊトレジャｰチェスト, 68,丸田恭, 1.5, 60,  -1,  -2, 8, 20.2, ⑧⑧,12, 8,Ｊナガレボシイチバン, 71,伊藤工, 0.5, 69,  -8,  12,12, 40.0, ⑬⑫
13, 4,Ｋドクタｰルキア, 45,丸山元, 1.9, 38,  -3, -22,14, 58.4, ⑥⑥,13, 2,Ｍヴァイスヴェルト, 47,丹内祐, 2.7, 53,   4, -12, 8, 32.3, ⑨⑩,13, 1,Ｌゴｰゲッタｰ, 68,田中健, 1.6, 60,  -5,   2,12, 52.9, ⑮⑯,13,15,Ｃクイｰンアルタミラ, 76,西田雄, 0.6, 71, -14,* 18, 7, 14.2, ⑰⑰
14, 3, キｰクッキｰ,---,藤岡康, 2.1, 37,*  4, -33,15,141.0, ①①,14, 9,Ｊダイキチチョウナン, 57,黛弘人, 3.0, 49,   3, -14,10, 63.2, ⑪⑪,14, 7,Ｈスズカアタック, 68,西村太, 1.7, 60,  -2,  -1,14,251.5, ⑫⑭,14, 2,Ｅアドマイヤクｰガｰ, 74,丸山元, 0.7, 70, -15,* 19, 4,  9.5, ⑱⑱
