13年 2月16日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 2月16日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ2100m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝3100m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1600m 4歳上1600万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
 9,11,Ｆトｰセンタｰキｰ, 56,武豊  , 2.4, 48,   7, -37, 1,  4.4,⑦⑥⑥, 9, 4, モルエラン,,草野太,213.0,,,, 7, 15.9,⑦⑦④, 9,13,Ｊシゲルドリアン, 69,石橋脩, 1.6, 66, -11,* 13,10, 36.5, ⑮⑯, 9, 3,Ｌケイアイエレガント, 78,吉田豊, 0.6, 70,   9, -13,11, 22.4, ④③
10, 7,Ｃマルマロス, 57,中谷雄, 2.5, 47,   5, -35, 9, 25.6,⑨⑨⑨,10,10, メジロアマギ,,蓑島靖,214.0,,,,14,161.3,⑬⑬⑭,10, 8,Ｐスズカアタック, 50,的場勇, 1.6, 65,  -5,   6,16,194.1, ⑧⑧,10, 1,Ｇサニｰヘイロｰ, 81,北村宏, 0.7, 69,   8, -10, 8, 13.9, ⑩⑧
11, 1,Ｍキｰプトライン, 44,杉原誠, 3.3, 45,   4, -40,15,259.5,⑧⑧⑩,11, 3, エｰシンイグアス,,黒岩悠,214.6,,,, 6, 15.2,⑨⑩⑪,11, 2,Ｎドリｰムピｰス, 59,柴田善, 1.7, 62,  -4,   2,12, 69.2, ⑦⑦,11, 4,Ｎファｰゴ, 74,田中勝, 1.1, 66,   4,  -8,14, 53.6, ⑭⑬
12,10,Ｊインジニアス, 48,田中勝, 3.5, 43,   4, -40,13,202.9,⑫⑫⑫,12, 1, パゴダ,,高野和,214.7,,,,10, 35.9,⑤⑧⑩,12, 9,Ｇフランスギャル, 71,吉田豊, 2.0, 62,  -9,   6, 9, 29.8, ⑪⑫,12,10,Ｈクッカｰニャ, 80,石橋脩, 1.1, 65,* 11, -22, 5, 11.1, ②②
13, 3,Ｏカラダサンキュｰ, 36,嶋田純, 4.0, 42,   4, -43,16,329.8,⑩⑪⑭,13,11, アグネスミヌエット,,五十嵐,214.8,,,, 3,  5.1,④④⑤,13,14,Ｉレオプレシャス, 69,村田一, 2.0, 63, -10,   8,11, 66.3, ⑬⑮,13,12,Ｅラインジェシカ, 83,内田博, 1.3, 62,   8, -21, 2,  6.4, ⑥⑥
14,15,Ｌロｰロｰロｰロｰ, 46,吉田隼, 4.5, 40,   1, -41,12,158.3,⑭⑭⑯,14,14, コブラボｰル,,石神深,214.8,,,,13,131.1,⑭⑭⑬,14, 4,Ｌドリｰムバラｰド, 66,杉原誠, 2.3, 60, -10,   5,14,170.7, ⑭⑭,14,15,Ｄラフォルジュルネ, 83,ビュイ, 1.3, 62,   8, -20, 6, 12.9, ⑦⑦
15,14,Ｎオベレック, 41,石神深, 6.4, 16,   2, -59,14,214.8,⑮⑮⑮,,,,,,,,,,,,,15,10,Ｋサンデンマックス, 67,嶋田純, 2.4, 57,  -5,  -2,15,190.9, ⑨⑨,15, 2,Ｏマイネエポナ, 73,津村明, 2.0, 56,* 12, -36,16, 73.9, ①①
16, 8,Ｋポッドサｰジェント, 46,平野優, 6.8, 13,   6, -73,11, 68.7,②②⑦,,,,,,,,,,,,,16, 7,Ｏシルクアイリス, 55,三浦皇, 2.9, 54,  -8,  -3,13,123.4, ⑩⑩,16,13,Ｉエスピナアスｰル, 79,田辺裕, 2.5, 48,  10, -41,15, 53.8, ③④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-30 馬場:良(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:82 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:0),,,,,,,,,,,
"単勝:1,080円 複勝:05=410円 04=210円 02=240円 枠連:780円",,,,,,,,,,,,"単勝:1,680円 複勝:02=500円 05=1,870円 13=190円 枠連:21,390円",,,,,,,,,,,,"単勝:680円 複勝:12=290円 01=810円 03=410円 枠連:1,530円",,,,,,,,,,,,"単勝:1,660円 複勝:16=490円 09=840円 07=410円 枠連:2,910円",,,,,,,,,,,
"馬連:4,110円 ワイド:04-05=1,510円 02-05=1,570円 02-04=690円",,,,,,,,,,,,"馬連:59,230円 ワイド:02-05=10,400円 02-13=1,520円 05-13=8,220円",,,,,,,,,,,,"馬連:6,720円 ワイド:01-12=2,730円 03-12=1,060円 01-03=4,160円",,,,,,,,,,,,"馬連:29,070円 ワイド:09-16=7,440円 07-16=2,870円 07-09=6,020円",,,,,,,,,,,
"馬単:8,330円 3連複:9,350円 3連単:72,110円",,,,,,,,,,,,"馬単:93,770円 3連複:247,780円 3連単:1,275,840円",,,,,,,,,,,,"馬単:11,190円 3連複:26,330円 3連単:112,410円",,,,,,,,,,,,"馬単:53,410円 3連複:134,680円 3連単:872,450円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 5R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 8R  ダ2400m 4歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝3400m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾀﾞｲﾔﾓﾝﾄﾞｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1, レイキッシュボｰイ,---,村田一,, 55, -11,*  2, 4, 11.3, ⑦⑥, 1,13,Ｉヒシサイレンス, 49,三浦皇,, 68,   9,*-13, 7, 14.5,⑪⑨⑪, 1,16,Ｇホノカアボｰイ, 80,田中博,, 81,* 11,   8, 9, 19.3,③③③, 1,15,Ｇアドマイヤラクティ, 85,内田博,, 92,  13,* 13, 1,  4.3,⑨⑦⑥
 2, 6, ダブルウォｰ,---,蛯名正, 0.1, 52,* -9,* -2, 2,  3.3, ③③, 2, 5,Ｅユｰルシンギング, 55,松岡正, 0.1, 67,  10,*-18, 4,  5.7,⑤⑧⑦, 2,12,Ｃインパルション, 83,田辺裕, 0.0, 81,  10,* 11, 3,  5.9,⑪⑩⑨, 2, 6,Ｂジャガｰメイル, 93,ベリｰ, 0.4, 90,  12,* 13, 4,  6.6,⑩⑪⑩
 3, 5, ジェイサクセス,---,的場勇, 0.4, 50,* -8,  -5,12, 74.7, ②②, 3, 2,Ｃヒカルハノハノ, 58,ベリｰ, 0.3, 64,   6,*-13, 2,  4.3,⑫⑭⑬, 3, 8,Ｄロケットダイヴ, 81,ビュイ, 0.1, 82,  10,* 12, 6, 12.9,⑬⑫⑫, 3,16,Ｉメイショウカドマツ, 83,武豊  , 0.4, 89,  13,   9, 6,  8.6,⑥⑧⑦
 4, 3, ブライトマｰサ,---,ブノワ, 0.5, 50,* -8,  -6, 3,  5.9, ①①, 4,11,Ｆマイネグロリアｰナ, 53,柴田大, 0.5, 62,* 14, -32, 6, 13.9,⑦③③, 4, 6,Ｂメイスンキャプテン, 84,北村宏, 0.1, 80,   9,* 13, 2,  4.0,⑫⑬⑪, 4, 4,Ａノｰステア, 93,ビュイ, 0.5, 90,  10,* 17, 3,  6.3,⑭⑮⑬
 5, 9, ロｰズミラクル,---,太宰啓, 0.6, 49,* -9,  -6, 1,  2.3, ④④, 5, 3,Ｄダイワフォｰス, 56,北村宏, 0.8, 59,   8, -23, 1,  4.1,⑬⑬⑩, 5, 1,Ａタナトス, 85,杉原誠, 0.2, 80,  10,   8, 1,  4.0,⑦⑦⑦, 5, 2,Ｆサクセスパシュｰト, 85,吉田隼, 0.6, 88,  12,  10, 5,  7.6,⑧⑨⑨
 6, 8, ヤマニンパンテオン,---,伊藤工, 0.8, 49, -14,*  0,13,115.9, ⑬⑪, 6,16,Ｂキョウエイリリック, 58,丸田恭, 1.1, 54,   6, -25, 8, 18.4,⑭⑮⑭, 6,13,Ｆレジアｰネ, 81,蛯名正, 0.5, 78,* 11,   5, 4,  8.0,⑤⑥⑤, 6,14,Ｄファタモルガｰナ, 89,川島信, 0.7, 88,  12,   9, 2,  5.9,⑫⑫⑪
 7, 7, メテオｰラビアンカ,---,吉田隼, 1.1, 44, -11,  -8, 8, 43.5, ⑤⑦, 7, 4,Ｋティアップレｰヴ, 48,吉田隼, 1.1, 55,  11, -37,11, 43.3,②④④, 7,10,Ｋサンマルデュｰク, 75,武豊  , 1.0, 74,  10,   1, 5, 11.1,⑥⑤⑥, 7, 5,Ｋフォゲッタブル, 83,蛯名正, 1.2, 85,  12,   6, 9, 28.7,⑪⑬⑭
 8,15, ルイジアナビバップ,---,柴田大, 2.1, 37, -14, -12, 7, 26.9, ⑫⑩, 8,10,Ｇイｰグルモア, 53,石橋脩, 1.2, 56,  12, -38, 9, 20.4,④⑤⑤, 8, 5,Ｅエｰペックス, 81,内田博, 1.1, 73,* 11,  -2, 7, 13.8,②②②, 8, 8,Ｅエｰシンミラｰジュ, 86,丸田恭, 1.4, 81,  10,   6, 7, 10.5,⑮⑯⑮
 9,13, トゥルｰブルｰ,---,吉田豊, 2.4, 35, -16, -12, 9, 45.1, ⑭⑬, 9, 8,Ｈリネンウインド, 53,村田一, 1.2, 56,  12, -36,14,293.2,⑥⑦⑥, 9, 7,Ｌトップストライド, 73,横山典, 1.7, 70,* 11,  -6,12, 67.3,④④④, 9,11,Ｈモンテクリスエス, 84,柴田善, 1.6, 79,  13,  -7,13, 60.7,⑦⑩⑧
10,16, ビレッジドリｰム,---,五十嵐, 2.5, 34, -14, -16,10, 58.5, ⑪⑫,10,14,Ａナンダデヴィ, 62,横山典, 1.4, 51,  10, -37, 3,  4.9,⑩⑥⑧,10,14,Ｍディアフォルティス, 73,田中勝, 2.1, 68,* 12, -11,10, 31.1,①①①,10, 1,Ｏケイアイドウソジン, 77,吉田豊, 1.7, 78,* 15, -20,12, 51.7,②②①
11,11, バトルスプレンダｰ,---,嶋田純, 2.7, 33, -19, -11,15,233.3, ⑮⑮,11, 6,Ｍダテノソコヂカラ, 45,木幡初, 1.6, 51,   7, -35,12, 55.5,⑨⑫⑨,11,15,Ｏヒロノキョウシュウ, 72,江田照, 2.2, 68,   8,  -3,16,288.6,⑭⑭⑭,11,13,Ｌコスモヘレノス, 80,松岡正, 1.9, 78,  13, -15,16,132.6,⑯⑥⑤
12, 2, タイガｰキャット,---,杉原誠, 2.8, 33, -17, -15,11, 68.1, ⑩⑭,12,15,Ｏバンテアイスレイ, 40,嘉藤貴, 1.7, 51,   5, -30,16,401.0,⑯⑯⑯,12, 3,Ｈブリリアントシチｰ, 79,武士沢, 2.2, 69,   8,  -3,13, 85.3,⑯⑮⑮,12, 3,Ｊマカニビスティｰ, 83,石橋脩, 2.0, 79,  10,  -4, 8, 23.0,⑬⑭⑫
13,14, ドラゴンフロント,---,田中勝, 2.8, 32, -12, -20, 5, 16.2, ⑧⑧,13,12,Ｎタイキオｰラム, 44,平野優, 2.8, 43,   8, -51,13,115.1,⑧⑩⑫,13, 9,Ｎロｰレルカンタｰタ, 72,柴田大, 2.3, 67,  10,  -8,15,273.8,⑨⑨⑧,13,12,Ｍイケドラゴン, 80,伊藤工, 2.1, 75,* 14, -19,15, 88.2,⑤⑤④
14,10, ロサレヴィガｰタ,---,中谷雄, 3.8, 24, -12, -29, 6, 19.9, ⑨⑨,14, 7,Ｐコウギョウボｰラｰ, 33,小島太, 3.0, 41,   6, -51,15,359.2,⑮⑪⑮,14, 2,Ｊブライトジェム, 76,ベリｰ, 2.4, 68,   8,  -1, 8, 14.8,⑮⑯⑯,14, 7,Ｃエｰシンジｰライン, 89,太宰啓, 2.2, 76,* 14, -26,10, 31.7,④④③
15, 4, エムズフォルテ,---,丸田恭, 4.1, 20, -10, -35,14,205.6, ⑥⑤,15, 9,Ｌスティレット, 46,田辺裕, 3.2, 41,* 14, -72,10, 35.4,③②②,15, 4,Ｐマｰジｰビｰト, 68,吉田隼, 5.1, 53,   9, -28,14,120.2,⑩⑪⑬,15,10,Ｎラッキｰバニラ, 79,田辺裕, 2.4, 73,* 14, -29,14, 64.4,③③②
16,12, マキシムプリンセス,---,武士沢, 6.8,  8, -51,  -5,16,251.8, ⑯⑯,,,,,,,,,,,,,16,11,Ｉノッティングボｰイ, 77,丸田恭, 6.7, 48,   9, -44,11, 32.8,⑧⑧⑩,16, 9,Ｐネコパンチ, 67,江田照, 8.4, 19,  10, -88,11, 39.2,①①⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-17 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:89 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,
"単勝:1,130円 複勝:01=290円 06=170円 05=1,070円 枠連:1,640円",,,,,,,,,,,,"単勝:1,450円 複勝:13=320円 05=200円 02=180円 枠連:1,060円",,,,,,,,,,,,"単勝:1,930円 複勝:16=360円 12=200円 08=390円 枠連:3,440円",,,,,,,,,,,,"単勝:430円 複勝:15=170円 06=250円 16=310円 枠連:1,010円",,,,,,,,,,,
"馬連:1,670円 ワイド:01-06=640円 01-05=5,080円 05-06=2,210円",,,,,,,,,,,,"馬連:5,520円 ワイド:05-13=1,520円 02-13=1,300円 02-05=560円",,,,,,,,,,,,"馬連:5,610円 ワイド:12-16=1,330円 08-16=2,810円 08-12=1,200円",,,,,,,,,,,,"馬連:1,940円 ワイド:06-15=760円 15-16=690円 06-16=1,470円",,,,,,,,,,,
"馬単:4,720円 3連複:20,990円 3連単:135,310円",,,,,,,,,,,,"馬単:10,870円 3連複:8,290円 3連単:55,130円",,,,,,,,,,,,"馬単:13,860円 3連複:18,420円 3連単:169,450円",,,,,,,,,,,,"馬単:3,800円 3連複:6,630円 3連単:32,050円",,,,,,,,,,,
■ 3R  ダ1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■12R  ダ1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ｾﾝﾄﾎﾟｰﾘｱ賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａオリオンザジャパン, 64,田辺裕,, 68,   7,* -3, 1,  2.5, ⑤⑥, 1, 5,Ｈサｰストンニュｰス, 58,内田博,, 70, -15,  12, 2,  5.8, ⑥⑥, 1, 7,Ａヘルデンテノｰル, 74,吉田豊,, 72,*  5,   5, 1,  3.0,④②②, 1, 8,Ｃタイセイファントム, 81,ベリｰ,, 83,   2,* 20, 2,  2.8, ③④
 2,15,Ｅドラゴンブラック, 57,北村宏, 0.1, 67,*  8,* -6, 3,  5.2, ④④, 2, 3,Ｉトウショウプライド, 56,ブノワ, 0.1, 69, -17,* 13, 8, 34.3, ⑨⑨, 2,10,Ｃカフェリュウジン, 67,武豊  , 0.2, 69,*  6,   1, 9, 25.7,①①①, 2,10,Ｂダブルスタｰ, 82,内田博, 0.0, 81,*  4,  17, 1,  2.6, ①①
 3, 5,Ｃロマンシングジェム, 59,ブノワ, 0.5, 65,   7,  -8, 7, 17.5, ⑦⑤, 3, 4,Ｃマイネルブルズアイ, 62,柴田大, 0.3, 65,*-11,   2, 3, 10.6, ①①, 3, 5,Ｋミエノワンダｰ, 59,北村宏, 0.2, 70,   2,*  8, 5, 12.6,⑤⑦⑦, 3,14,Ｅヤマチョウフェア, 79,津村明, 0.6, 78,*  3,  13, 5, 14.6, ②②
 4,12,Ｂフリｰクエンシｰ, 60,嶋田純, 0.6, 62,*  8, -11, 4, 12.3, ②②, 4, 7,Ｊシンボリディスコ, 51,柴田善, 0.4, 67, -20,* 15, 6, 18.7, ⑩⑩, 4,12,Ｇエデンロック, 62,三浦皇, 0.4, 69,   4,   4, 4,  7.1,③⑤⑤, 4, 7,Ｌヘアｰオブザドッグ, 75,松岡正, 0.8, 76,  -5,* 22,13, 75.9, ⑮⑮
 5,13,Ｄベリｰトゥベリｰ, 59,横山典, 0.7, 62,   5,* -6, 2,  3.2, ⑩⑨, 5,10,Ｇスズノフウジン, 59,ベリｰ, 0.5, 60,*-13,   0, 7, 22.0, ⑤④, 5, 8,Ｈイントレピッド, 62,太宰啓, 0.6, 67,   4,   0,10, 29.7,②③③, 5, 9,Ｆバルｰン, 77,ブノワ, 0.8, 76,   2,  13, 6, 15.1, ⑤⑤
 6, 1,Ｆダンディｰレイ, 57,内田博, 1.9, 54,*  8, -22, 5, 13.2, ③③, 6, 1,Ｂガチバトル, 65,田中勝, 0.5, 62,*-12,   2, 4, 10.7, ③⑤, 6, 6,Ｅモンテエベレスト, 66,柴田善, 0.7, 64,*  5,  -3, 8, 17.5,⑦④④, 6,15,Ｄジャパンプライド, 80,嶋田純, 0.8, 75,   2,  13,10, 34.6, ⑦⑥
 7, 8,Ｈラグｰン, 51,吉田豊, 2.5, 51,* 10, -29,11,142.0, ①①, 7, 2,Ｆジェネクラｰジュ, 59,田辺裕, 0.5, 63, -15,   6, 9, 38.2, ⑧⑧, 7, 4,Ｆアドマイヤスピカ, 63,内田博, 0.8, 66,   0,*  7, 2,  4.4,⑧⑨⑨, 7,16,Ａエフティシュタルク, 83,蛯名正, 0.9, 74,*  3,  10, 3, 11.4, ④③
 8,14,Ｊキルタンサス, 46,秋山真, 2.9, 49,   1, -17,15,293.9, ⑫⑫, 8, 9,Ａベステゲシェンク, 66,北村宏, 0.7, 57,*-13,  -3, 1,  1.6, ④③, 8, 3,Ｄインプロヴァイズ, 67,石橋脩, 0.8, 67,   0,*  7, 3,  5.5,⑩⑩⑩, 8, 1,Ｊブロックコｰド, 76,丸田恭, 1.0, 74,  -3,  17, 8, 31.6, ⑪⑪
 9,10,Ｋスチブナイト, 43,江田照, 3.0, 47,   6, -27,14,286.6, ⑧⑧, 9, 6,Ｄサンダｰオｰシャン, 61,横山典, 0.7, 57, -16,   1, 5, 12.9, ⑦⑦, 9, 1,Ｂポポルブフ, 70,蛯名正, 0.9, 64,   3,   0, 6, 14.5,⑥⑥⑥, 9, 4,Ｍジャｰグラット, 75,三浦皇, 1.0, 75,   1,  14,11, 41.8, ⑧⑦
10, 3,Ｍアｰリｰボｰイ, 38,太宰啓, 3.7, 43,   3, -30,10, 77.9, ⑪⑩,10, 8,Ｅハカタドンタク, 60,嶋田純, 1.0, 53,*-13,  -7,10, 97.7, ②②,10, 2,Ｌナンヨｰケンゴｰ, 55,吉田隼, 1.2, 61,   1,  -2,12,194.9,⑨⑧⑧,10,11,Ｇトリニティチャｰチ, 77,柴田大, 1.2, 73,  -1,  13, 9, 32.3, ⑩⑩
11, 2,Ｉダイワスペクタｰ, 50,丸田恭, 4.1, 38,  -5, -20, 9, 60.5, ⑮⑮,,,,,,,,,,,,,11, 9,Ｉオメガユニコｰン, 61,ベリｰ, 2.6, 48,  -2, -15, 7, 16.7,⑫⑫⑫,11, 6,Ｏドルモン, 70,柴田善, 1.4, 71,  -4,  15,15,160.7, ⑫⑫
12,16,Ｎトキノロブロイ, 37,平野優, 4.5, 37,   3, -36, 8, 57.0, ⑨⑪,,,,,,,,,,,,,12,11,Ｊアンブリッジロｰズ, 60,横山典, 3.0, 43,  -1, -22,11, 43.7,⑪⑪⑪,12, 5,Ｋニホンピロララバイ, 75,吉田隼, 1.5, 70,  -4,  15,16,192.7, ⑬⑭
13,11,Ｐスイｰトワルツ, 29,柴田善, 4.5, 36,  -2, -28,16,375.0, ⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,13, 3,Ｐダイワフェリス, 62,北村宏, 1.9, 66,  -1,   6, 7, 25.4, ⑨⑧
14, 4,Ｇピｰスオブウィｰク, 51,松岡正, 4.7, 35,   6, -43, 6, 14.5, ⑥⑦,,,,,,,,,,,,,,,,,,,,,,,,,14,12,Ｎアルセｰヌシチｰ, 74,武士沢, 2.0, 67,  -4,   9,12, 52.5, ⑭⑬
15, 6,Ｌタメトモ, 43,杉原誠, 5.2, 34,  -4, -30,12,234.0, ⑯⑭,,,,,,,,,,,,,,,,,,,,,,,,,15, 2,Ｉフレイムヘイロｰ, 76,武豊  , 2.8, 61, -11,  11, 4, 14.0, ⑯⑯
16, 7,Ｏキンショｰゴｰルド, 30,中谷雄, 6.1, 28,  -6, -36,13,274.8, ⑭⑯,,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｈロｰゼズガｰランド, 77,田中勝, 3.0, 57,  -1,  -4,14,105.5, ⑥⑨
