13年 9月22日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 9月22日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝3200m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1200m 3歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
 9, 6,Ｃメリｰウィドウ, 56,石橋脩, 2.1, 46,   5, -28, 8, 14.0,⑤④⑥, 9, 8, アイティゴｰルド,,浜野谷,216.4,,,,14,197.9,⑫⑤⑤, 9,11,Ｆヤンキｰソヴリン, 69,吉田隼, 1.8, 62,   8, -13, 6, 15.0,⑤⑥⑥, 9, 7,Ｄエタｰナルスタｰ, 76,嶋田純, 1.2, 66,   6,  -3, 3,  6.3, ⑤⑦
10, 4,Ｉブルｰホｰル, 47,横山和, 2.4, 45,   1, -22,16,219.0,⑬⑮⑯,10, 3, マサデパン,,上野翔,216.8,,,,11,118.7,⑨⑧⑦,10,14,Ｍウインラヴェリテ, 63,丸田恭, 1.8, 60,   7, -12,11, 97.0,⑦⑦⑧,10, 9,Ｍロイヤルサルｰト, 65,武豊  , 1.3, 68,   7,  -3, 9, 44.0, ⑥⑤
11,13,Ｅディアブレイズン, 53,勝浦正, 3.3, 39,*  6, -39, 9, 15.8,③⑤⑩,11,11, ウマテック,,高野和,217.5,,,,10, 75.7,⑤⑦⑩,11, 6,Ｃチェリｰサタｰン, 74,北村宏, 2.0, 60,   4,  -7, 4,  9.8,⑪⑩⑩,11, 6,Ｌリベルタドｰレス, 69,丸田恭, 1.5, 64,* 11,  -9, 7, 17.3, ①①
12,16,Ｏデモクラシｰ,  5,嶋田純, 5.1, 30,   4, -49,15,167.9,⑨⑫⑫,12, 6, カシマシンセイ,,山崎亮,217.7,,,, 5, 13.5,⑭⑭⑭,12, 9,Ｉアイティテイオｰ, 67,丹内祐, 2.7, 59,   5, -14,15,368.3,⑧⑧⑨,12,13,Ｉコｰリンハッピｰ, 71,宮崎北, 1.7, 63,* 11, -11,12,240.8, ②②
13, 8,Ｐマキノアカボリ,  2,田辺裕, 5.4, 28,   1, -47,14,149.8,⑮⑭⑭,13, 9, ウォｰクラウン,,林満明,218.7,,,, 7, 22.5,③⑥⑧,13, 7,Ｎミツアキジュニアｰ, 60,二本柳, 4.7, 46,  -1, -18,12,207.3,⑬⑭⑮,13, 4,Ｆロングスロｰイン, 74,勝浦正, 1.8, 62,   3,  -4,10, 55.1, ⑧⑨
14, 9,Ｈマイネルスパイアｰ, 48,松岡正, 6.2, 26,*  7, -65, 2,  4.7,①①⑤,14, 4, ワンダｰエレメント,,植野貴,219.2,,,, 6, 19.2,⑦⑩⑬,14, 5,Ｏニイタカヤマ, 38,伴啓太, 4.9, 44,   3, -29,13,245.8,⑩⑫⑫,,,,,,,,,,,,
15, 5,Ｋガラッシアファｰタ, 36,蛯名正, 6.6, 25,   5, -65, 7, 11.1,④③⑪,,,,,,,,,,,,,15, 3,Ｌカラダドリｰム, 63,江田照, 5.0, 43,* 10, -43, 9, 41.3,①②⑤,,,,,,,,,,,,
16,15,Ｇエンチャンタｰ, 50,木幡初, 6.9, 24,   4, -64,13,148.6,⑥⑬⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-16 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-1),,,,,,,,,,,
"単勝:680円 複勝:11=200円 12=1,310円 03=160円 枠連:36,020円",,,,,,,,,,,,"単勝:4,700円 複勝:05=440円 12=110円 01=560円 枠連:940円",,,,,,,,,,,,"単勝:870円 複勝:13=350円 04=1,370円 15=490円 枠連:2,380円",,,,,,,,,,,,単勝:230円 複勝:12=130円 05=250円 10=710円 枠連:950円,,,,,,,,,,,
"馬連:26,220円 ワイド:11-12=6,110円 03-11=540円 03-12=4,800円",,,,,,,,,,,,"馬連:3,870円 ワイド:05-12=1,070円 01-05=6,930円 01-12=1,090円",,,,,,,,,,,,"馬連:15,160円 ワイド:04-13=3,840円 13-15=1,550円 04-15=5,500円",,,,,,,,,,,,"馬連:1,040円 ワイド:05-12=440円 10-12=1,560円 05-10=4,670円",,,,,,,,,,,
"馬単:44,260円 3連複:27,760円 3連単:216,090円",,,,,,,,,,,,"馬単:13,190円 3連複:21,590円 3連単:223,530円",,,,,,,,,,,,"馬単:25,480円 3連複:49,690円 3連単:266,830円",,,,,,,,,,,,"馬単:1,510円 3連複:10,770円 3連単:32,780円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 5R  芝1600m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■11R  芝2200m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,産経賞ｵｰﾙｶﾏｰ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｃクラシックマｰク, 51,戸崎圭,, 51,  -7,* -1, 2,  2.9, ⑬⑬, 1,12, グリサｰジュ,---,江田照,, 47,*-21,   0, 4, 10.6,①②②, 1, 8,Ａハイリリｰ, 79,戸崎圭,, 78,  14,*  8, 1,  2.7,⑥⑤⑤, 1,12,Ｊヴェルデグリｰン, 84,田辺裕,, 94,   8,* 27, 9, 38.0,⑮⑮⑩
 2,16,Ｂシゲルトオトウミ, 52,石橋脩, 0.2, 51,*  1, -12, 7, 15.8, ⑥④, 2, 9, オｰトクレｰル,---,松岡正, 0.1, 49, -23,*  3, 8, 30.2,④④③, 2, 5,Ｃロジメジャｰ, 74,内田博, 0.1, 77,  16,   0, 2,  4.1,④④④, 2, 4,Ｄメイショウナルト, 89,武豊  , 0.0, 91,  14,  13, 2,  3.7,⑥⑥⑥
 3, 6,Ａマイネパシオｰネ, 55,丹内祐, 0.2, 51,   0, -10, 3,  8.2, ④⑦, 3, 5, メイショウボイス,---,武豊  , 0.7, 40, -25,  -3, 2,  3.1,⑥⑦⑥, 3,10,Ｄジｰニマジック, 72,田中勝, 0.3, 74,  12,   4, 4,  7.6,⑦⑦⑦, 3, 9,Ｃダノンバラｰド, 90,川田将, 0.1, 89,  15,   7, 1,  3.0,④④③
 4, 3,Ｄエタニティタイム, 50,田辺裕, 0.3, 51,*  3, -14, 1,  2.8, ②②, 4,11, セルバンテス,---,横山典, 0.8, 37, -24,  -6, 1,  2.8,⑤⑤⑤, 4, 4,Ｇアンブリッジロｰズ, 66,横山和, 0.5, 73,   9,*  7, 8, 20.3,⑪⑨⑨, 4, 2,Ｅサトノアポロ, 89,蛯名正, 0.1, 90,  11,  17, 5,  9.8,⑧⑧⑧
 5,15,Ｌアポロデイライト, 36,勝浦正, 0.3, 49,  -2, -11, 9, 52.0, ⑧⑥, 5, 1, ファイネストアワｰ,---,嘉藤貴, 0.8, 42, -29,*  3, 7, 29.2,⑪⑩⑩, 5, 1,Ｂミヤコマンハッタン, 74,松岡正, 0.5, 72,  18, -10, 3,  6.6,③③③, 5, 7,Ｂアスカクリチャン, 91,柴田善, 0.1, 89,  12,  13, 7, 20.3,⑦⑦⑦
 6, 4,Ｅハナズチュｰリップ, 45,松岡正, 0.5, 47,   0, -15, 4,  9.2, ⑤⑤, 6, 3, デュｰイ,---,蛯名正, 0.8, 38, -22,  -9, 5, 10.9,②③④, 6, 7,Ｆモスカｰトロｰザ, 71,北村宏, 0.7, 72,   8,*  7, 9, 23.2,⑭⑬⑬, 6, 3,Ｉハナズゴｰル, 85,丸田恭, 0.3, 90,  10,* 20, 8, 23.0,⑫⑪⑪
 7,14,Ｇノスタルジック, 44,柴山雄, 0.7, 42,  -3, -15, 8, 27.4, ⑩⑩, 7, 6, ヤマニンボレアル,---,伊藤工, 1.0, 36, -25,  -7, 9, 80.5,③⑥⑦, 7, 3,Ｈソムニアシチｰ, 64,江田照, 0.8, 67,* 23, -24, 7, 18.5,①①①, 7,13,Ｆオｰシャンブルｰ, 88,戸崎圭, 0.5, 87,  12,  12, 6, 14.1,⑨⑨⑨
 8, 1,Ｊナリノサチ, 39,柴田善, 0.8, 41,  -4, -14,10, 70.4, ⑪⑨, 8,10, シンボリネルソン,---,柴田善, 1.0, 33,*-19, -16, 3,  4.2,⑧①①, 8,13,Ｅキングロンシャｰプ, 72,大野拓, 0.8, 70,   9,   3, 6, 16.2,⑨⑪⑪, 8,15,Ｇダイワファルコン, 87,北村宏, 0.6, 83,  14,   1, 4,  6.9,⑤⑤⑤
 9,10,Ｋカメレオンアミ, 38,西村太, 0.8, 40, -11,* -8,11,142.6, ⑯⑮, 9, 2, テイエムデンコウ,---,丸山元, 1.3, 35, -31,  -2,11,110.1,⑨⑪⑪, 9, 2,Ｊコスモハヤブサ, 61,柴田大, 0.9, 71,  11,   0, 5, 12.3,⑧⑩⑩, 9, 5,Ａムスカテｰル, 93,内田博, 0.7, 85,  10,  11, 3,  6.6,⑩⑩⑫
10,13,Ｆコスモアメシスト, 44,柴田大, 0.8, 43,  -1, -17, 6, 12.9, ⑦⑧,10, 8, サクラサンストｰン,---,内田博, 1.4, 32, -28,  -9, 6, 21.2,⑩⑨⑨,10, 9,Ｌアポロドｰロス, 57,勝浦正, 1.0, 68,  14,  -9,10, 28.5,⑤⑥⑥,10, 1,Ｈマイネルキッツ, 85,柴田大, 1.2, 83,   8,  11,10, 50.9,⑯⑯⑭
11, 8,Ｈヨザクラオシチ, 43,津村明, 1.0, 41,*  2, -24, 5, 11.7, ③③,11, 7, シゲルサガミ,---,原田和, 1.5, 30, -28, -10,10,100.9,⑦⑧⑧,11,12,Ｋカシノペンダント, 59,原田和, 1.1, 67,  12,  -6,14,328.0,⑫⑧⑧,11,11,Ｋカリバｰン, 83,田中勝, 1.2, 80,   8,   8,13,172.8,⑪⑫⑬
12, 9,Ｉプランタンポルト, 40,横山和, 1.3, 35,  -5, -19,12,192.6, ⑫⑭,,,,,,,,,,,,,12,11,Ｎクレバｰオｰロラ, 56,丸田恭, 1.5, 62,   9,  -6,13,231.8,⑩⑫⑫,12, 8,Ｏコスモラピュタ, 74,丹内祐, 1.3, 75,* 19, -22,12,149.2,②②②
13, 2,Ｏラブストロベリｰ, -1,的場勇, 1.5, 36,*  3, -30,13,194.2, ①①,,,,,,,,,,,,,13,14,Ｉヘレナモルフォ, 61,杉原誠, 1.6, 61,* 20, -30,11, 43.0,②②②,13,14,Ｍモンテクリスエス, 76,吉田隼, 1.4, 78,   8,   7,16,455.6,⑬⑭⑯
14, 5,Ｎタシデレック, 20,嘉藤貴, 1.9, 27,  -8, -25,16,466.2, ⑮⑫,,,,,,,,,,,,,14, 6,Ｍエフティシリウス, 57,蛯名正, 2.4, 55,   7, -13,12, 99.4,⑬⑭⑭,14,10,Ｐイケトップガン, 73,大野拓, 2.0, 73,   8,   0,15,264.4,⑭⑬⑮
15,11, ラゴアボニｰタ,---,長岡禎, 2.3, 22,  -3, -36,14,250.6, ⑨⑪,,,,,,,,,,,,,,,,,,,,,,,,,15,16,Ｌメイショウサミット, 82,松岡正, 2.2, 68,* 18, -31,14,202.4,③③④
16,12,Ｍメスイドｰル, 26,花田大, 2.5, 21,  -6, -34,15,284.4, ⑭⑯,,,,,,,,,,,,,,,,,,,,,,,,,16, 6,Ｎネコパンチ, 75,勝浦正, 2.9, 64,* 22, -53,11, 77.7,①①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:91 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-1),,,,,,,,,,,
"単勝:290円 複勝:07=160円 16=400円 06=280円 枠連:1,440円",,,,,,,,,,,,"単勝:1,060円 複勝:12=240円 09=480円 05=170円 枠連:400円",,,,,,,,,,,,単勝:270円 複勝:08=130円 05=140円 10=200円 枠連:460円,,,,,,,,,,,,"単勝:3,800円 複勝:12=600円 04=160円 09=140円 枠連:4,600円",,,,,,,,,,,
"馬連:2,300円 ワイド:07-16=690円 06-07=620円 06-16=1,660円",,,,,,,,,,,,"馬連:8,800円 ワイド:09-12=2,030円 05-12=710円 05-09=1,580円",,,,,,,,,,,,馬連:540円 ワイド:05-08=220円 08-10=410円 05-10=470円,,,,,,,,,,,,"馬連:7,060円 ワイド:04-12=1,830円 09-12=1,330円 04-09=290円",,,,,,,,,,,
"馬単:3,260円 3連複:5,560円 3連単:28,020円",,,,,,,,,,,,"馬単:15,310円 3連複:9,530円 3連単:95,260円",,,,,,,,,,,,"馬単:950円 3連複:1,300円 3連単:3,950円",,,,,,,,,,,,"馬単:21,420円 3連複:5,840円 3連単:64,420円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,外房特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｃレッドエンブレム, 67,内田博,, 64,*  0,*  6, 1,  2.9,⑤③③, 1, 4, タカミツダンサｰ,---,三浦皇,, 54, -12,* -3, 1,  2.3, ⑥⑤, 1, 1,Ｃエンドレスノット, 81,蛯名正,, 84,*  3,  13, 5,  9.6,①②②, 1, 1,Ｈキャストロメファ, 69,三浦皇,, 69,* -3,   1, 5, 11.6, ①①
 2, 4,Ｂプリｰズドンテル, 69,丸田恭, 0.2, 62,  -2,*  8, 2,  3.5,⑩⑧⑥, 2,11, ロココ,---,江田照, 0.4, 48, -16,* -4, 7, 14.2, ⑦⑧, 2, 3,Ｋドラゴンライズ, 74,三浦皇, 0.3, 82,   2,  11,13, 78.9,⑥④④, 2, 8,Ｄボンジュｰルココロ, 74,柴田善, 0.2, 65,  -7,   3, 2,  4.2, ⑤⑤
 3,13,Ａベストブライアン, 70,村田一, 0.2, 66,  -1,*  7, 3,  5.5,⑦⑥⑤, 3, 8, ヴェアリアスサマｰ,---,柴田大, 0.7, 45,* -4, -20, 5, 10.4, ②②, 3,12,Ｇヤヤラｰラ, 78,丸山元, 0.3, 76,*  8,   1,11, 50.8,③①①, 3,13,Ｊユキノアイオロス, 67,木幡初, 0.3, 66, -15,*  9, 9, 33.2, ⑮⑯
 4, 9,Ｅクリノグランデ, 58,長岡禎, 0.9, 59,  -2,   3, 7, 19.4,⑧⑨⑧, 4, 6, ランドロワ,---,蛯名正, 1.0, 41,* -4, -24, 4,  8.5, ①①, 4, 9,Ｅチャｰチクワイア, 79,北村宏, 0.5, 79,   1,  12, 2,  4.7,⑦⑦⑦, 4,10,Ｆバクシンテイオｰ, 70,戸崎圭, 0.3, 64,  -9,   4, 3,  4.6, ⑨⑦
 5, 3,Ｇティｰブラウニｰ, 56,石橋脩, 1.0, 61,  -4,*  6, 6, 16.2,⑫⑫⑨, 5,12, パルメット,---,大野拓, 1.2, 37,  -8, -22, 2,  5.6, ③③, 5, 7,Ｎコルノグランデ, 72,石橋脩, 0.5, 81,  -2,* 16,10, 45.9,⑪⑩⑩, 5, 2,Ｃフリｰアズアバｰド, 74,丹内祐, 0.3, 65,  -5,   0, 8, 25.5, ④④
 6, 6,Ｆティアップサニｰ, 57,江田照, 1.7, 53,*  0,  -9, 4,  8.2,③②②, 6, 2, ドスコイサｰファｰ,---,戸崎圭, 1.2, 37, -17, -13, 3,  8.0, ⑧⑦, 6,13,Ｌショウナンダイチ, 73,柴田善, 0.5, 81,  -2,* 16, 8, 20.4,⑧⑪⑪, 6,15,Ｂモンマックス, 75,岩部純, 0.3, 64,  -8,   2, 1,  3.0, ⑦⑧
 7,11,Ｈマジックアイランド, 46,草野太, 1.8, 55,  -5,   1,13,125.1,⑮⑬⑫, 7, 1, ブランシェトワｰル,---,津村明, 1.4, 35, -23, -11,10, 35.3, ⑪⑪, 7,11,Ｈディｰプサウンド, 77,武豊  , 0.6, 81,  -4,* 17, 6,  9.7,⑫⑭⑭, 7,14,Ｇトミケンフィアブル, 70,丸山元, 0.5, 62, -12,   4, 6, 15.5, ⑪⑬
 8,14,Ｄマテリアライズ, 65,大野拓, 1.9, 53,  -1,  -8, 5, 11.6,④⑤④, 8, 5, ニシノブリエ,---,田辺裕, 1.5, 35, -17, -16,11, 65.7, ⑨⑨, 8, 6,Ａジョングルｰル, 87,戸崎圭, 0.6, 77,  -1,  11, 4,  6.4,⑨⑧⑧, 8, 9,Ｍキャメロンロｰド, 61,柴田大, 0.5, 64, -15,*  7,12, 57.1, ⑯⑫
 9,10, チモシュｰト,---,丸山元, 2.1, 52,  -6,  -1,11, 80.8,⑭⑮⑬, 9, 9, アサカバハムｰト,---,北村宏, 1.8, 30, -21, -17, 6, 11.4, ⑩⑩, 9, 2,Ｆプレミアムブルｰ, 79,内田博, 0.7, 76,*  3,   4, 3,  4.9,②③③, 9, 3,Ｌアルマシャウラ, 63,勝浦正, 0.6, 61,* -3,  -7,15,195.4, ②②
10,12,Ｎレッドヘリオス, 26,杉原誠, 2.2, 50,  -3,  -7, 9, 53.8,⑪⑪⑩,10,10, メイショウサンタ,---,武豊  , 1.8, 29, -25, -13, 9, 28.8, ⑬⑬,10,14,Ｉツインエンジェルズ, 75,吉田隼, 0.7, 79,  -5,* 17,14,130.9,⑭⑬⑫,10, 4,Ｉレヴァンタｰル, 67,宮崎北, 0.6, 61,  -9,   0, 7, 24.2, ⑧⑨
11, 5,Ｊリネンスカイ, 44,木幡初, 2.2, 50,*  0, -13,12,107.1,②①①,11, 3, スイｰトイレｰヌ,---,木幡初, 2.3, 24, -11, -34,13, 99.7, ④④,11, 8,Ｄアップルジャック, 80,嶋田純, 0.8, 74,   2,   5, 9, 37.8,⑤⑥⑥,11,11,Ｅダイワベスパｰ, 72,北村宏, 0.6, 62, -13,   4, 4,  8.5, ⑬⑮
12, 8,Ｉスキップコｰド, 44,戸崎圭, 2.7, 46,  -1, -14,10, 72.2,⑬⑦⑦,12,13, アポロコンプリｰト,---,勝浦正, 2.5, 21, -11, -37, 8, 26.5, ⑤⑥,12,10,Ｊロビンフット, 75,勝浦正, 0.8, 76,  -1,   8,16,222.9,⑩⑨⑨,12, 7,Ｏショウナンバグｰス, 56,田中勝, 0.8, 58,  -8,  -4,11, 51.5, ⑥⑥
13, 2,Ｌマネタイザｰ, 42,嘉藤貴, 6.7, 24,*  0, -49,14,329.0,①④⑪,13, 7, リックブライアン,---,石橋脩, 2.7, 19, -25, -24,12, 85.4, ⑫⑫,13,15,Ｂストｰミングスタｰ, 83,横山典, 0.9, 76,  -5,* 16, 7, 14.9,⑮⑯⑮,13, 5,Ｎタンゴグラチア, 59,高倉稜, 0.8, 58, -11,  -1,16,236.6, ⑩⑩
14, 7,Ｍトキン, 38,五十嵐, 7.1, 22,  -6, -42,15,347.0,⑨⑭⑮,,,,,,,,,,,,,14, 4,Ｍダイワストリｰム, 73,柴田大, 0.9, 73,   2,   3, 1,  4.1,④⑤⑤,14, 6,Ａラインロバｰト, 75,嶋田純, 0.8, 58, -15,   3,10, 43.8, ⑭⑭
15, 1,Ｋアルディｰト, 43,丹内祐, 7.4, 23,  -3, -50, 8, 20.6,⑥⑩⑭,,,,,,,,,,,,,15,16,Ｐブリリアントアスク, 69,江田照, 1.0, 76,  -7,* 16,12, 61.2,⑯⑮⑯,15,16,Ｋロマネクイｰン, 64,武士沢, 0.8, 58, -12,   0,14, 95.3, ⑫⑪
,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｏグランマルシェ, 71,長岡禎, 1.1, 73,  -3,   8,15,138.7,⑬⑫⑬,16,12,Ｐラピスブラオ, 49,内田博, 1.0, 56,* -4, -11,13, 75.3, ③③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
