13年 8月11日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 8月11日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2900m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
13, 4,Ｅカシノスティｰヴ, 43,大下智, 1.7, 30, -20, -19, 9, 58.5, ⑪⑪,,,,,,,,,,,,,13, 4,Ｅドリｰムチャｰジ, 70,武幸四, 1.6, 62,   1,  -2,12,100.2,⑮⑮⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14, 5,Ｏアプフェルヴァイン, 62,水口優, 1.6, 61,   6, -12,17,241.1,⑦⑥⑧,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,10,Ｌセルリアンディンゴ, 67,鮫島良, 1.7, 58,   5, -15,14,141.9,⑤⑦⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,17,Ｆマルタカシクレノン, 70,藤懸貴, 1.9, 56,*  8, -23,15,189.8,③③⑤,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,13,Ｐカシノチョッパｰ, 59,小坂忠, 2.5, 52,   3, -19,18,244.8,⑬⑬⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18, 7,Ｍディアアプロｰズ, 66,岡田祥, 3.0, 47,*  8, -40,16,191.6,①①③,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-3),,,,,,,,,,,
"単勝:270円 複勝:13=150円 05=5,440円 08=160円 枠連:4,110円",,,,,,,,,,,,"単勝:3,560円 複勝:02=1,090円 05=190円 07=410円 枠連:0円",,,,,,,,,,,,"単勝:1,690円 複勝:16=530円 12=250円 15=200円 枠連:3,050円",,,,,,,,,,,,単勝:140円 複勝:02=110円 09=180円 07=150円 枠連:440円,,,,,,,,,,,
"馬連:41,330円 ワイド:05-13=8,790円 08-13=290円 05-08=11,120円",,,,,,,,,,,,"馬連:4,870円 ワイド:02-05=1,280円 02-07=2,530円 05-07=500円",,,,,,,,,,,,"馬連:5,490円 ワイド:12-16=1,870円 15-16=1,500円 12-15=690円",,,,,,,,,,,,馬連:480円 ワイド:02-09=230円 02-07=190円 07-09=580円,,,,,,,,,,,
"馬単:52,780円 3連複:49,960円 3連単:368,780円",,,,,,,,,,,,"馬単:14,220円 3連複:11,720円 3連単:139,430円",,,,,,,,,,,,"馬単:11,980円 3連複:8,030円 3連単:68,390円",,,,,,,,,,,,"馬単:590円 3連複:810円 3連単:2,280円",,,,,,,,,,,
■ 2R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 5R  ダ1000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  ダ1700m 3歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ小倉,,,,,,,,,,,,,,,,,,,,,,,,阿蘇ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ａロｰゼンガルテン, 65,武豊  ,, 74,   3,*  4, 2,  4.2,⑭⑧⑤, 1, 2, メイショウカフウ,---,武幸四,, 56,* -2,  -7, 7, 17.9, ①①, 1, 5,Ｆエｰシンルミナス, 75,北村友,, 77,  -2,* 22, 6, 17.5,⑧⑪⑦, 1, 8,Ａゴｰルスキｰ, 91,浜中俊,, 83,* 11,  11, 1,  3.7,⑫③②
 2,11,Ｃエｰシンヴィガｰ, 64,川田将, 0.2, 70,*  5,* -7, 1,  2.5,⑪④②, 2, 9, テイケイマテリアル,---,藤懸貴, 0.7, 42, -18,* -3,10, 45.2, ⑧⑧, 2,11,Ｇアメリ, 72,川田将, 0.3, 75,*  2,  15, 2,  3.9,②②②, 2, 9,Ｃスタッドジェルラン, 90,池添謙, 0.0, 84,   8,* 15, 2,  5.2,⑧⑨⑦
 3,15,Ｆトウカイプリｰズ, 61,浜中俊, 0.6, 66,   4,  -8, 5,  8.6,⑨⑤④, 3, 4, ヒロノスイｰト,---,国分優, 0.9, 43,  -6, -12, 6, 16.5, ⑤②, 3, 6,Ｂナンヨｰカノン, 76,岩崎翼, 0.4, 73,   0,  15, 5,  8.2,③⑤③, 3,13,Ｍボレアス, 83,武幸四, 0.0, 89,   7,* 18, 8, 22.8,⑭⑫⑩
 4, 5,Ｂシｰクレットレシピ, 65,池添謙, 0.6, 67,*  6, -11, 4,  6.9,③③③, 4, 5, イロリ,---,浜中俊, 1.0, 41,  -6, -13, 1,  2.5, ⑥④, 4, 1,Ｊスピリットレイク, 62,熊沢重, 0.6, 77,   0,  14,10, 59.3,⑤⑦⑤, 4, 4,Ｆグラッツィア, 88,中井裕, 0.2, 84,* 11,  10, 7, 15.8,⑪④③
 5, 4,Ｄタニノタキシｰド, 63,小牧太, 0.7, 64,*  7, -17, 3,  6.2,①①①, 5,10, シゲルヒタチ,---,中井裕, 1.1, 39, -24,* -3,11, 84.7, ⑩⑨, 5, 3,Ａカシュカシュ, 80,藤懸貴, 0.6, 75,  -4,* 22, 4,  6.8,⑯⑭⑭, 5, 7,Ｐレッドクラウディア, 66,北村友, 0.4, 79,   9,   9, 6, 11.5,③⑤④
 6,10,Ｅホットサマｰホット, 61,森一馬, 0.9, 63,   1,* -7, 7, 26.8,⑦⑨⑧, 6,11, サカジロジャパン,---,武豊  , 1.4, 39,  -4, -18, 3,  7.1, ④⑤, 6, 2,Ｄメモリｰシャルマン, 76,幸英明, 0.8, 71,   0,  13, 3,  4.5,⑪⑨⑥, 6,11,Ｂタガノロックオン, 91,川田将, 0.6, 79,   9,   8, 4,  6.3,⑦⑥⑥
 7, 1,Ｍマッシヴビクトリｰ, 53,熊沢重, 1.5, 57,   3, -18,14,200.2,⑥⑥⑥, 7, 1, カシノボルト,---,北村友, 1.5, 33, -13, -14, 2,  3.0, ⑦⑥, 7, 9,Ｃロゼラニ, 76,武豊  , 1.1, 69,*  1,   7, 1,  3.7,⑨③④, 7, 3,Ｋチョイワルグランパ, 86,藤岡康, 0.8, 78,   8,   8,11, 42.3,⑨⑧⑧
 8,17,Ｋカツラノジュピタｰ, 56,水口優, 1.9, 55,  -1, -12,13,136.3,⑯⑰⑯, 8, 7, オフェｰリアシチｰ,---,池添謙, 1.6, 38,* -3, -20, 5, 13.5, ②③, 8,10,Ｏジツリキネオ, 56,森一馬, 1.8, 62,*  1,   1,14,369.7,①①①, 8,10,Ｊフサイチセブン, 86,熊沢重, 0.9, 82,   9,   6, 9, 30.6,⑩⑦⑤
 9, 3,Ｇタイセイホｰネット, 61,藤岡康, 2.7, 46,*  7, -44,10, 48.4,②②⑦, 9, 6, タマモリド,---,幸英明, 2.4, 25, -16, -20, 4, 10.3, ⑨⑩, 9, 8,Ｋアトランティｰド, 60,武幸四, 1.9, 68,  -3,   8,11, 61.2,⑬⑫⑫, 9, 1,Ｈサンライズモｰル, 86,小牧太, 1.2, 75,   7,   8,13, 93.5,④⑪⑪
10, 8, ダノンラッシュ,---,幸英明, 2.7, 48,   0, -27, 9, 45.3,⑫⑬⑬,10, 8, ミラノモｰダ,---,国分恭, 2.7, 24,  -5, -30, 8, 27.1, ③⑦,10,15,Ｉメイショウユウヤケ, 67,浜中俊, 2.1, 61,  -1,   3, 9, 31.9,⑩⑩⑩,10,12,Ｌナリタスプリング, 84,国分恭, 1.2, 75,   7,   8,10, 33.6,⑬⑭⑭
11, 6,Ｊオｰスミアイビス, 57,中井裕, 2.7, 48,   0, -27,11, 96.5,⑮⑮⑭,,,,,,,,,,,,,11, 7,Ｌトｰブプリンセス, 60,国分恭, 2.2, 62,  -6,  12,16,535.0,⑮⑯⑯,11,15,Ｅインバルコ, 89,岡田祥, 1.4, 74,   5,   9,16,235.2,⑯⑯⑮
12,13,Ｏイセノファルコン, 47,大下智, 2.8, 46,   1, -31,16,357.7,⑧⑫⑪,,,,,,,,,,,,,12,12,Ｅパｰルブロッサム, 75,池添謙, 2.5, 59,   1,  -2, 7, 17.8,⑥⑥⑨,12, 5,Ｎメイショウエバモア, 82,藤懸貴, 1.4, 74,   7,   7,15,132.1,⑥⑬⑫
13, 2,Ｌエｰブドラゴンマン, 54,国分恭, 2.8, 46,  -2, -26,15,217.1,⑰⑯⑮,,,,,,,,,,,,,13,14,Ｍシゲルアケビ, 59,中井裕, 2.5, 61,   0,  -2,13,221.9,⑦⑧⑪,13,14,Ｉスエズ, 86,鮫島良, 1.4, 76,   6,   8,12, 54.1,⑮⑮⑯
14,18,Ｉメイキングドラマ, 57,中村将, 3.0, 45,  -3, -25,17,399.3,⑱⑱⑱,,,,,,,,,,,,,14,16,Ｈブルｰチッパｰ, 68,藤岡康, 2.7, 57,   0,  -5, 8, 22.6,④④⑧,14,16,Ｄメテオロロジスト, 89,武豊  , 1.6, 74,   8,   3, 5,  8.1,⑤⑩⑬
15, 9,Ｎミラクレスト, 51,鮫島良, 3.1, 43,   1, -36,12,134.7,⑩⑩⑫,,,,,,,,,,,,,15,13,Ｎシゲルサクランボ, 59,中村将, 3.5, 52,  -4,  -4,15,526.7,⑫⑬⑬,15, 2,Ｇアイファｰソング, 88,幸英明, 2.0, 69,* 11,  -7, 3,  5.4,②①①
16, 7,Ｐブルｰグランツ, 42,藤懸貴, 3.2, 42,   2, -43, 8, 38.8,④⑦⑨,,,,,,,,,,,,,16, 4,Ｐメイショウキヨヒメ, 48,国分優, 3.6, 53,  -4,  -2,12,210.2,⑭⑮⑮,16, 6,Ｏティアモブリｰオ, 81,国分優, 3.3, 60,* 11, -17,14,117.1,①②⑨
17,14,Ｑスナｰクスクリプト, 33,小坂忠, 3.2, 43,   1, -38,18,483.7,⑤⑪⑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,12,Ｈスリｰネルソン, 59,国分優, 5.6, 13,  -2, -67, 6, 17.6,⑬⑭⑰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,
単勝:420円 複勝:16=150円 11=120円 15=190円 枠連:460円,,,,,,,,,,,,"単勝:1,790円 複勝:02=450円 09=1,240円 04=550円 枠連:9,210円",,,,,,,,,,,,"単勝:1,750円 複勝:05=330円 11=230円 06=240円 枠連:1,180円",,,,,,,,,,,,単勝:370円 複勝:08=170円 09=170円 13=480円 枠連:590円,,,,,,,,,,,
馬連:490円 ワイド:11-16=230円 15-16=500円 11-15=350円,,,,,,,,,,,,"馬連:28,650円 ワイド:02-09=5,830円 02-04=2,840円 04-09=8,220円",,,,,,,,,,,,"馬連:4,830円 ワイド:05-11=1,500円 05-06=1,980円 06-11=1,000円",,,,,,,,,,,,"馬連:870円 ワイド:08-09=370円 08-13=1,420円 09-13=1,630円",,,,,,,,,,,
"馬単:1,130円 3連複:1,050円 3連単:4,140円",,,,,,,,,,,,"馬単:59,540円 3連複:95,990円 3連単:728,130円",,,,,,,,,,,,"馬単:11,380円 3連複:15,170円 3連単:116,310円",,,,,,,,,,,,"馬単:1,490円 3連複:5,890円 3連単:20,420円",,,,,,,,,,,
■ 3R  芝1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 6R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 9R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾀｲﾗﾝﾄﾞｶｯﾌﾟ,,,,,,,,,,,,ﾏｶｵｼﾞｮｯｷｰｸﾗﾌﾞﾄﾛﾌｨｰ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｄプリンセスムｰン, 61,浜中俊,, 65,*  8,  -4, 2,  4.9, ①①, 1, 2,Ａアステュｰト, 68,川田将,, 68,*  8,*  2, 1,  1.8,③③③, 1, 3,Ａフルｰキｰ, 78,浜中俊,, 78,   2,* 19, 1,  1.6,⑦⑧⑥, 1, 2,Ａスピｰクソフトリｰ, 76,武幸四,, 78,  -1,  14, 3,  8.3, ⑤⑤
 2,11,Ａウインドストリｰム, 65,北村友, 0.3, 62, -11,* 11, 1,  2.5, ⑩⑨, 2, 5,Ｂエｰシンザヘッド, 66,小牧太, 0.2, 66,   4,*  5, 2,  7.2,⑪⑧⑤, 2,10,Ｄダノンドリｰム, 71,小牧太, 0.2, 77,   1,* 19, 4, 10.2,⑬⑩⑧, 2,10,Ｇジｰピｰクロス, 66,小牧太, 0.0, 79,  -3,* 16, 6, 13.0, ⑦③
 3,13,Ｃケｰジｰサクランボ, 62,中井裕, 0.3, 62,  -2,   3, 5,  7.7, ④④, 3,12,Ｍレガリテｰト, 40,藤岡康, 1.0, 59,*  9, -11,11, 37.0,②①①, 3,13,Ｃセトノフラッパｰ, 71,田中健, 0.4, 71,*  6,   4, 8, 32.6,②②②, 3, 6,Ｄエｰシンエムディｰ, 71,藤岡康, 0.5, 72,  -5,  12, 4, 10.6, ⑧⑨
 4, 6,Ｈノイ, 51,池添謙, 0.4, 61,  -7,   5, 6, 12.3, ⑥⑦, 4,13,Ｊホッコｰアムｰル, 54,武幸四, 1.6, 60,   6,  -9, 6, 19.5,⑧⑤⑥, 4, 4,Ｉカシノスタｰライト, 66,水口優, 0.6, 73,  -1,* 17,11, 86.7,⑫⑬⑬, 4, 5,Ｃキタサンエピソｰド, 73,川田将, 0.7, 69,*  4,   0, 1,  2.4, ①①
 5,14,Ｇファインスカイ, 53,小牧太, 0.6, 58,  -5,   1, 4,  7.4, ⑦⑤, 5, 6,Ｉジュｰンメイ, 55,森一馬, 1.9, 53,   6, -12, 5, 17.0,④④④, 5, 2,Ｇプリフォンテイン, 68,池添謙, 0.6, 71,*  5,   6, 6, 18.0,④⑤⑤, 5, 3,Ｌヒｰラ, 64,中井裕, 0.7, 73, -14,* 19,10, 73.5, ⑮⑬
 6, 8,Ｋカシノガｰネット, 46,小坂忠, 0.6, 58,  -2,  -1,10, 82.4, ③③, 6,10,Ｄロイヤルレイド, 64,幸英明, 1.9, 55,   5, -10, 4, 10.0,⑮⑥⑦, 6, 6,Ｍディパッション, 62,川田将, 0.8, 69,   4,   4,13,189.3,⑥④④, 6,14,Ｂタイザンホクト, 75,武豊  , 0.8, 67,*  1,   1, 2,  3.3, ③②
 7,17,Ｅアｰトアロング, 56,武豊  , 0.7, 57,  -9,   4, 7, 14.1, ⑨⑧, 7, 9,Ｌマイアリア, 47,国分恭, 2.3, 50,   4, -12, 8, 24.7,⑥⑦⑧, 7, 8,Ｅグレイスフルデイズ, 70,幸英明, 0.9, 69,   4,   4, 5, 15.7,⑨⑦⑦, 7, 7,Ｈピｰスフルアｰス, 65,藤懸貴, 1.0, 67, -13,  13,17,175.6, ⑬⑭
 8,15,Ｊオｰケストラピット, 48,藤懸貴, 0.9, 53, -15,*  7,14,162.2, ⑫⑫, 8, 1,Ｏメイショウチカラ, 38,池添謙, 2.3, 52,   2,  -8,14,257.9,⑨⑩⑨, 8,12,Ｆピンポン, 69,武豊  , 0.9, 70,   0,  13, 3,  8.3,⑮⑭⑨, 8, 9,Ｍエイティグロｰリｰ, 64,幸英明, 1.2, 63,  -1,  -1, 7, 20.0, ⑥⑦
 9,18,Ｂプライマリｰカラｰ, 64,武幸四, 1.0, 52, -17,*  8, 3,  7.2, ⑭⑬, 9, 4,Ｈダイシンソリッド, 55,岡田祥, 2.8, 49,   2, -11,15,340.8,⑭⑬⑩, 9,16,Ｌマイティｰスコｰル, 62,中井裕, 0.9, 68,*  7,  -1, 9, 47.6,③③③, 9,17,Ｐエンプレスラブ, 58,鮫島良, 1.3, 60,*  0,  -4,16,143.9, ④⑥
10,16,Ｌアイアムイシュタル, 40,藤岡康, 1.1, 50, -14,   3,11,122.8, ⑬⑩,10,11,Ｃユニバｰサルキング, 65,藤懸貴, 2.8, 47,   1, -12, 7, 19.6,⑫⑫⑬,10, 9,Ｂラヴァズアゲイン, 72,藤岡康, 1.1, 68,  -2,  13,10, 52.8,⑭⑮⑮,10,13,Ｑワキノネクサス, 56,小坂忠, 1.3, 62, -10,   7,18,376.4, ⑪⑪
11, 3,Ｉワンダフルムｰン, 49,鮫島良, 1.3, 48,*  2, -14, 9, 74.3, ②②,11, 7,Ｅシゲルカニザ, 59,国分優, 2.8, 48,   1, -10,12, 47.1,⑬⑭⑪,11, 5,Ｋアイヴィｰリｰグ, 64,北村友, 1.3, 65,   0,   6, 2,  7.0,⑪⑫⑭,11,12,Ｅジェネロシティｰ, 70,国分恭, 1.3, 62, -15,  10, 5, 12.9, ⑭⑯
12, 4,Ｍスマｰトエンデバｰ, 37,国分優, 1.3, 49,  -7,  -7,12,144.7, ⑤⑥,12, 3,Ｆエｰシンネクスト, 57,浜中俊, 3.0, 45,*  8, -26,10, 35.1,①②②,12, 7,Ｈマイネルオラシオン, 68,鮫島良, 1.6, 61,   1,   0,14,207.3,⑩⑪⑫,12,11,Ｉアドマイヤアロング, 65,浜中俊, 1.5, 59, -16,   9, 8, 50.9, ⑯⑮
13, 7,Ｎテイエムゴｰルド, 31,佐久間, 2.0, 39, -21,  -1,17,417.8, ⑰⑮,13,14,Ｇエｰシンタヒチ, 56,熊沢重, 4.6, 42,   3, -28,13, 70.1,⑦⑪⑫,13,14,Ｊアｰセナルゴｰル, 66,国分恭, 1.6, 60,   1,  -1,12,185.1,⑧⑨⑪,13, 8,Ｊメイショウガルソン, 65,北村友, 1.7, 60, -28,* 18,12,109.5, ⑱⑰
14,12, トロワフィｰユ,---,岩崎翼, 2.2, 36, -20,  -5,13,147.8, ⑮⑯,14,15,Ｋヤマノレガロ, 53,北村友, 7.6, 20,   4, -56, 9, 32.0,⑤⑨⑭,14,11,Ｎアクションバイオ, 61,国分優, 2.1, 54,*  6, -20, 7, 23.7,①①①,14,18,Ｎクラウンカイザｰ, 62,岡田祥, 1.7, 56,  -7,  -3,15,138.1, ⑨⑧
15, 2, ロゼプレミアム,---,岡田祥, 2.2, 36, -14, -12,15,212.0, ⑪⑭,,,,,,,,,,,,,15,15,Ｏメイショウガンツ, 55,武幸四, 2.3, 55,  -5,   0,15,299.8,⑯⑯⑯,15,16,Ｆアイファｰコラソン, 68,高田潤, 1.9, 53,  -9,  -3,14,129.2, ⑫⑫
16, 1,Ｆピサノカルメン, 54,川田将, 2.7, 30,  -8, -24, 8, 41.7, ⑧⑪,,,,,,,,,,,,,16, 1,Ｐナムラバクサイ, 54,熊沢重, 3.4, 40,   4, -32,16,412.8,⑤⑥⑩,16, 4,Ｏオウケンハナミズキ, 60,池添謙, 2.3, 50,*  2, -18,11, 83.1, ②④
17,10, キャロルハット,---,幸英明, 3.1, 25, -19, -18,16,340.3, ⑯⑰,,,,,,,,,,,,,,,,,,,,,,,,,17,15,Ｒイキ, 55,熊沢重, 2.5, 45,  -7, -13,13,126.3, ⑩⑩
18, 9,Ｏタマモブルｰス, 28,高田潤, 4.1, 11, -28, -22,18,558.0, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,,18, 1,Ｋキョウワアｰサｰ, 65,国分優, 3.2, 38, -26,  -4, 9, 67.6, ⑰⑱
