13年 4月21日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 4月21日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝2000m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
 9,10, シャツカストライン,---,江田照, 1.8, 51,* -3,  -9,15,217.1, ③③, 9, 2,Ｄリュウノヒゲ, 57,武士沢, 1.0, 50,* -5, -16,16,125.3,①①①, 9, 6,Ｉファイアキング, 59,国分優, 1.0, 68,   4,  -7,12,246.1, ⑤④, 9, 9,Ｅアロマカフェ, 85,村田一, 0.4, 82,*  3,   6, 7, 22.7,④④④
10, 1,Ｆエｰシンヒリュｰ, 57,柴田大, 1.8, 53, -10,   1,10, 71.0, ⑬⑫,10, 5,Ｉマンハッタンテルス, 50,蛯名正, 1.1, 52,* -8, -11, 9, 22.2,⑤⑤④,10, 3,Ｊスズノフウジン, 56,田辺裕, 1.1, 64,   4,  -8, 8, 28.3, ④⑤,10, 3,Ｊマイネルグｰト, 79,柴田大, 0.6, 78,*  4,  -1,10, 70.5,①①①
11, 2,Ｋタニセンダイナスト, 47,田中勝, 2.4, 48,  -4, -12, 6, 22.0, ④⑧,11, 6,Ｌブロンドバレット, 46,田中勝, 1.1, 54, -10,  -4,14,101.1,⑪⑨⑨,11,10,Ｋルｰ, 53,北村宏, 1.1, 65,   4,  -7, 9, 32.1, ⑥⑥,11, 1,Ｄアドマイヤブルｰ, 86,内田博, 0.6, 79,*  3,   3, 4, 10.8,②③③
12, 6,Ｌタｰワカチｰナ, 44,国分優, 3.0, 44,  -5, -18, 5, 20.7, ⑤⑤,12, 3,Ｐアイアイサッチャｰ, 34,国分優, 1.3, 50,* -8, -15,11, 87.6,④④③,12, 7, コスモヴィンテｰジ,---,柴田大, 1.2, 65,   0,  -3,11,217.4, ⑪⑩,12, 4,Ｆロｰドラテアｰト, 85,田辺裕, 0.7, 80,   0,   8,13,115.8,⑤⑥⑧
13, 9, ドラゴンマッチョ,---,福永祐, 3.1, 48, -13,  -2, 9, 47.8, ⑮⑮,13,16, オペラトップスタｰ,---,山崎亮, 1.4, 51, -12,  -6,13,100.4,⑨⑬⑬,,,,,,,,,,,,,13, 7,Ｈツルミプラチナム, 84,田中勝, 1.0, 74,*  3,  -1, 6, 19.4,⑪⑧⑦
14,11, サクラファイティン,---,横山典, 3.7, 37, -12, -12, 4, 14.5, ⑭⑭,14, 1,Ｆオマツリマンボ, 53,中谷雄, 1.4, 49, -10, -10,12, 93.8,⑩⑧⑦,,,,,,,,,,,,,,,,,,,,,,,,
15,12,Ｊダウティｰナイト, 48,田辺裕, 4.3, 34, -10, -20,12,114.8, ⑫⑬,15, 4,Ｇマイネリッカ, 53,柴田大, 1.4, 55, -14,  -2, 6, 14.4,⑰⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16,11,Ｍダイメイクイｰン, 46,村田一, 1.7, 52, -15,  -1,17,400.1,⑱⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17, 9,Ｋトｰセンジュピタｰ, 48,吉田豊, 2.2, 42, -11, -18,15,108.1,⑬⑪⑪,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,17,Ｏピウピウ, 40,杉原誠, 2.6, 42, -17, -13,18,563.1,⑯⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:重(指数:6),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:重(指数:6),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:6),,,,,,,,,,,
"単勝:3,320円 複勝:07=560円 05=2,090円 15=140円 枠連:8,340円",,,,,,,,,,,,"単勝:280円 複勝:10=140円 07=400円 12=130円 枠連:1,030円",,,,,,,,,,,,単勝:490円 複勝:12=180円 09=160円 02=270円 枠連:620円,,,,,,,,,,,,"単勝:3,060円 複勝:12=870円 06=220円 08=390円 枠連:3,730円",,,,,,,,,,,
"馬連:56,950円 ワイド:05-07=17,590円 07-15=1,130円 05-15=5,150円",,,,,,,,,,,,"馬連:2,380円 ワイド:07-10=920円 10-12=200円 07-12=950円",,,,,,,,,,,,"馬連:1,110円 ワイド:09-12=430円 02-12=860円 02-09=790円",,,,,,,,,,,,"馬連:6,490円 ワイド:06-12=2,260円 08-12=4,150円 06-08=1,310円",,,,,,,,,,,
"馬単:134,310円 3連複:70,050円 3連単:754,480円",,,,,,,,,,,,"馬単:3,700円 3連複:2,060円 3連単:13,080円",,,,,,,,,,,,"馬単:2,590円 3連複:3,630円 3連単:16,580円",,,,,,,,,,,,"馬単:20,200円 3連複:28,680円 3連単:254,450円",,,,,,,,,,,
■ 2R  ダ2100m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 8R  ダ1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■11R  芝2000m 3 歳ｵｰﾌﾟﾝ(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｻﾝｹｲｽﾎﾟｰﾂ賞ﾌﾛｰﾗｽﾃｰｸｽ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｂヴィアレｰギア, 63,吉田豊,, 60,   1,*  4, 3,  3.8,⑨⑦⑤, 1, 7,Ｆシｰユｰアラウンド, 57,横山典,, 61,* -1,   1, 4,  8.0, ⑨④, 1, 5,Ａザストロンシチｰ, 74,戸崎圭,, 75,*  5,   6, 1,  3.0, ②②, 1,12,Ｊデニムアンドルビｰ, 69,内田博,, 83,  -8,* 22, 1,  3.7,⑱⑰⑧
 2, 6,Ａセプテントリオ, 65,内田博, 0.2, 58,*  2,   0, 1,  2.7,②②②, 2,15,Ａトミケングレンサ, 62,村田一, 0.2, 62,  -6,*  5, 9, 26.1, ⑮⑪, 2,12,Ｂケイアイヘルメス, 74,北村宏, 0.3, 72,   1,*  9, 3,  5.6, ⑪⑪, 2,10,Ｃエバｰブロッサム, 79,戸崎圭, 0.1, 79,  -8,  21, 2,  4.5,⑬⑩⑦
 3, 2,Ｅジオメトリｰ, 56,戸崎圭, 0.3, 56,*  2,  -1, 4,  8.5,①①①, 3, 9,Ｄマデュｰロ, 58,北村宏, 0.4, 58,  -3,  -3, 2,  5.0, ③⑤, 3, 7,Ｈデイブレイク, 70,内田博, 0.4, 73,*  5,   3, 8, 24.4, ③③, 3, 6,Ｍブリュネット, 67,福永祐, 0.2, 82,  -9,* 22, 9, 25.4,⑩⑨⑪
 4,12,Ｃトキメキボｰイ, 58,北村宏, 0.5, 56,*  2,  -1, 2,  3.4,⑧④③, 4, 4,Ｂブラザｰウインド, 62,福永祐, 0.6, 57,  -4,  -3, 3,  5.2, ⑥⑧, 4,13,Ｃビットプレスト, 74,柴田大, 0.6, 70,   2,   6, 6, 15.8, ⑩⑩, 4,18,Ｏテンシンランマン, 65,田中勝, 0.2, 78,  -8,  19, 5,  8.0,⑨⑦⑥
 5, 7,Ｇウインプライズ, 52,三浦皇, 0.8, 55,   0,   0, 5, 14.7,⑫⑪⑦, 5,12,Ｃアイディドゥイット, 58,三浦皇, 0.6, 56,*  1, -12, 7, 17.5, ①①, 5, 6,Ｍスペクラ, 65,福永祐, 0.6, 70,   2,   4, 9, 35.3, ⑧⑨, 5, 5,Ｌタガノミュｰチャン, 67,吉田豊, 0.3, 75,* -5,  12,11, 51.5,①①①
 6,10,Ｆグリコｰゲン, 54,杉原誠, 0.8, 56,   0,   1, 6, 32.0,⑥⑥⑧, 6, 2,Ｇコスモケリア, 54,柴田大, 0.7, 58, -11,*  7, 8, 24.5, ⑫⑯, 6, 1,Ｇミラクルミイクン, 71,田辺裕, 0.8, 68,   4,   0, 5,  9.0, ④④, 6, 2,Ａスイｰトサルサ, 81,蛯名正, 0.3, 79,  -9,  21, 3,  5.3,⑫⑫⑫
 7, 3,Ｄレアンデル, 56,江田照, 1.1, 53,   1,  -4, 8, 52.1,⑤⑤④, 6, 5,Ｌサｰマウント, 50,戸崎圭, 0.7, 53,  -3,  -6, 6, 10.2, ⑦⑦, 7,11,Ｉステｰジナｰヴ, 68,田中勝, 0.8, 69,  -1,*  9,12, 43.8, ⑮⑮, 7, 7,Ｋナンヨｰユナ, 69,北村宏, 0.3, 81, -10,* 24,10, 44.3,⑭⑭⑭
 8, 5,Ｈニコットサンキュｰ, 51,田辺裕, 1.3, 52,  -2,   1, 9, 56.2,⑩⑩⑪, 8, 1,Ｑティアップビクタｰ, 35,江田照, 0.7, 57, -10,*  6,12,128.3, ⑬⑮, 8,10,Ｊシゲルアボカド, 68,国分優, 1.3, 65,   3,  -2,10, 41.5, ⑨⑦, 8, 4,Ｎインカンデセンス, 67,国分優, 0.4, 81, -10,* 22,17,236.7,⑥⑪⑬
 9, 8,Ｉフクノカストル, 50,村田一, 1.6, 51,   0,  -5,10, 70.2,④⑧⑨, 9, 8,Ｈマルティオス, 51,武豊  , 0.9, 53,  -4,  -7,11, 64.8, ⑧⑨, 9, 8,Ｅフェアエレン, 73,蛯名正, 1.9, 60,   4,  -9, 4,  6.6, ⑥⑤, 9,11,Ｅセキショウ, 72,横山典, 0.5, 72,  -8,  13, 6, 16.5,③②③
10, 1,Ｋロｰレルトレジャｰ, 47,武士沢, 2.5, 46,  -2,  -8,11, 79.9,⑪⑫⑫,10,14,Ｎコイコイ, 47,吉田豊, 0.9, 55,  -8,   0,13,174.1, ⑱⑭,10, 3,Ｌトｰアシシイ, 66,江田照, 2.0, 58,   3,  -9,15,380.3, ⑤⑥,10,15,Ｉロジプリンセス, 70,三浦皇, 0.5, 77,  -8,  15, 7, 21.4,⑤⑥⑤
11,11,Ｌウインファイア, 44,柴田大, 2.6, 44,   0, -13,12,182.2,⑦⑨⑩,11,11,Ｏガロファニｰノ, 42,杉原誠, 1.0, 55, -11,   3,17,366.5, ⑰⑰,11, 4,Ｆフランチャイズ, 71,杉原誠, 2.0, 59,   2,  -8, 7, 18.7, ⑦⑧,11, 9,Ｆラキシス, 71,江田照, 0.6, 77, -11,  19,14,105.5,⑯⑯⑮
12, 9,Ｊナトゥｰラ, 50,福永祐, 4.5, 34,   0, -32, 7, 35.0,③③⑥,12, 6,Ｋサクセスカｰチス, 50,田辺裕, 1.1, 51,  -6,  -7, 5, 10.0, ⑩⑩,12, 9,Ｎカンタベリｰママ, 58,山崎亮, 2.1, 58,  -1,  -4,16,526.0, ⑭⑭,12, 3,Ｂイリュミナンス, 81,武豊  , 0.7, 73,  -9,  13, 4,  6.0,⑦⑤⑨
,,,,,,,,,,,,13,16,Ｊメネフネ, 50,武士沢, 1.4, 46,*  0, -22,16,317.1, ②②,13,16,Ｋハヤブサフィｰバｰ, 67,三浦皇, 2.5, 54,   1, -10,11, 43.7, ⑫⑫,13, 1,Ｐオｰスミミズホ, 64,柴田大, 0.7, 78, -10,  19,16,185.8,⑪⑬⑰
,,,,,,,,,,,,14, 3,Ｅケイアイアラシ, 57,蛯名正, 1.7, 43,  -7, -13, 1,  3.1, ⑪⑫,14, 2,Ｐシベリアンブラック, 51,石橋脩, 2.6, 54,*  7, -19,14, 79.3, ①①,14,14,Ｑアニマトゥｰル, 62,田辺裕, 0.7, 75,  -9,  17,12, 68.1,⑮⑮⑯
,,,,,,,,,,,,15,17,Ｐボンボニエｰル, 40,中谷雄, 1.8, 42,  -3, -23,18,553.0, ⑤⑥,15,15,Ｏドリｰムクレド, 56,中谷雄, 2.7, 53,   0, -10,13, 54.2, ⑬⑬,15,17,Ｈエクスパｰシヴ, 70,村田一, 0.8, 70,* -7,   8,15,127.6,④④④
,,,,,,,,,,,,16,10,Ｍウエスタンパピヨン, 49,石橋脩, 1.8, 42,*  0, -26,10, 29.0, ④③,16,14,Ｄサトノグロリアス, 74,横山典, 2.8, 49, -12,   4, 2,  5.2, ⑯⑯,16,16,Ｄブリリアントアスク, 73,武士沢, 0.9, 75, -12,  18,13, 87.5,⑰⑱⑱
,,,,,,,,,,,,17,13,Ｒインパクトレディｰ, 29,山崎亮, 1.8, 44, -13,  -6,14,192.3, ⑯⑱,,,,,,,,,,,,,17, 8,Ｒアルマシャウラ, 56,杉原誠, 1.0, 72,  -9,  11,18,394.2,⑧⑧⑩
,,,,,,,,,,,,18,18,Ｉテイエムユキダル, 50,国分優, 2.0, 43,  -8, -14,15,279.9, ⑭⑬,,,,,,,,,,,,,18,13,Ｇグッドレインボｰ, 70,石橋脩, 1.8, 57,* -6,  -8, 8, 24.5,②③②
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:重(指数:6),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:稍重(指数:6),,,,,,,,,,,
単勝:380円 複勝:04=120円 06=120円 02=220円 枠連:510円,,,,,,,,,,,,"単勝:800円 複勝:07=270円 15=620円 09=200円 枠連:6,650円",,,,,,,,,,,,単勝:300円 複勝:05=150円 12=220円 07=430円 枠連:950円,,,,,,,,,,,,単勝:370円 複勝:12=170円 10=170円 06=470円 枠連:690円,,,,,,,,,,,
馬連:460円 ワイド:04-06=230円 02-04=570円 02-06=400円,,,,,,,,,,,,"馬連:8,940円 ワイド:07-15=2,630円 07-09=790円 09-15=2,210円",,,,,,,,,,,,"馬連:990円 ワイド:05-12=450円 05-07=840円 07-12=1,790円",,,,,,,,,,,,"馬連:870円 ワイド:10-12=360円 06-12=1,410円 06-10=1,600円",,,,,,,,,,,
"馬単:1,140円 3連複:1,200円 3連単:5,750円",,,,,,,,,,,,"馬単:12,870円 3連複:15,100円 3連単:108,510円",,,,,,,,,,,,"馬単:1,680円 3連複:5,190円 3連単:18,960円",,,,,,,,,,,,"馬単:1,680円 3連複:6,880円 3連単:24,620円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  ダ1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 9R  芝1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■12R  ダ1600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,石和特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｃスノｰモンキｰ, 62,内田博,, 68,*  3,*  5, 5,  6.0, ①①, 1,14,Ａフミノファルコン, 69,福永祐,, 76,  -4,* 17, 1,  3.7, ⑨⑥, 1,11,Ｄフェスティヴタロｰ, 78,田中勝,, 83,* 14,   4, 2,  4.7,③①①, 1,16,Ｏアンアヴェンジド, 71,杉原誠,, 81,   6,* 17, 8, 22.7, ⑪⑪
 2,11,Ｄメイショウトラクマ, 60,武豊  , 0.0, 67,*  2,*  5, 3,  5.6, ③③, 2,15,Ｊサンダｰオｰシャン, 63,横山典, 1.0, 66,  -4,   8, 4,  7.9, ⑯⑦, 2, 8,Ａラスヴェンチュラス, 85,蛯名正, 0.1, 87,   9,* 16, 1,  2.1,⑨⑨⑩, 2, 1,Ｄエアラギオｰル, 79,内田博, 0.3, 77,* 10,   8, 1,  2.8, ①①
 3, 3,Ａコアレスキング, 65,中谷雄, 0.3, 64,  -1,*  7, 1,  3.6, ⑧⑦, 3,10,Ｄバｰディｰイｰグル, 66,戸崎圭, 1.1, 66,  -5,   9, 2,  4.4, ⑧⑨, 3,10,Ｃゴｰルドブライアン, 79,内田博, 0.3, 83,   7,* 14, 6, 12.1,⑩⑪⑪, 3,14,Ａタイセイスティング, 83,蛯名正, 0.6, 75,   8,   8, 2,  4.8, ⑦⑤
 4, 7,Ｈポタラカ, 51,柴田大, 1.6, 54,   1,  -7,13,208.0, ④④, 4,16,Ｎマンボマｰチ, 56,梶晃啓, 1.6, 65,  -8,  10,15,302.4, ⑭⑮, 4, 7,Ｆケルンフォｰティｰ, 76,福永祐, 0.7, 79,* 13,  -1, 3,  8.7,②④④, 4, 9,Ｅサンリットレイク, 77,北村宏, 0.6, 74,   8,   8, 5, 13.9, ⑥④
 5, 1, リリコレッジェｰロ,---,吉田豊, 1.8, 50,  -9,*  3, 7, 21.3, ⑮⑮, 5, 5,Ｇタマノエスペランサ, 65,中谷雄, 1.8, 61,  -5,   2, 5,  9.8, ⑤⑧, 5, 4,Ｇシャンギロンゴ, 72,戸崎圭, 0.7, 76,  11,   1, 5, 10.6,⑦⑥⑥, 5, 4,Ｎアメリカンダイナｰ, 72,石橋脩, 0.9, 72,*  9,   4, 7, 19.6, ②②
 6, 6,Ｉノｰブルシャトル, 49,三浦皇, 1.9, 50,  -3,  -6, 9, 73.8, ⑨⑩, 6, 9,Ｂモンテネオ, 69,田辺裕, 1.8, 60,* -2,  -1, 3,  4.7, ②③, 6, 9,Ｅレッドクロス, 77,横山典, 0.7, 77,  10,   4, 7, 13.3,⑪⑩⑧, 6,11,Ｂエｰシンユリシｰズ, 80,山崎亮, 0.9, 72,*  9,   4,14, 55.0, ③③
 7, 2,Ｅサクラサイクロン, 53,田辺裕, 1.9, 50,  -5,  -2,10, 90.2, ⑬⑫, 7,12,Ｃエッフェル, 69,北村宏, 1.9, 60,  -4,   0,11, 46.2, ⑥⑤, 7, 2,Ｂイチブン, 81,田辺裕, 0.9, 74,* 13,  -5, 4,  8.8,④③③, 7, 6,Ｈニシノゲイナｰ, 76,戸崎圭, 1.1, 70,   7,   8, 4,  7.4, ⑧⑩
 8,15,Ｎアンナチュラル, 43,北村宏, 2.2, 48,   0, -11, 6, 13.3, ⑩⑨, 8, 1,Ｅエメルボヌｰル, 66,吉田豊, 1.9, 61,  -9,   6, 6, 12.1, ⑬⑬, 8, 5,Ｉサンライズマルス, 71,石橋脩, 1.3, 72,  12,  -7, 8, 16.5,⑤⑤⑤, 8, 3,Ｇカフェラビリンス, 77,田辺裕, 1.1, 71,   5,   9,12, 52.7, ⑫⑫
 9,14,Ｍエグゼビア, 44,横山典, 2.3, 46,   0, -12, 2,  4.2, ⑦⑧, 9,11,Ｆプリティｰキャロル, 65,内田博, 1.9, 61,  -3,   0, 8, 18.6, ④④, 9, 1,Ｈグリッドマトリクス, 72,柴田大, 1.3, 72,  10,  -5,10,213.8,⑧⑦⑦, 9,13,Ｉクラリスピンク, 76,田中勝, 1.1, 72,   2,* 15,15, 65.9, ⑮⑭
10,16,Ｂロｰドアストロ, 65,福永祐, 2.3, 48,   1, -14, 4,  5.7, ⑥⑥,10, 8,Ｏファイヤｰヒｰス, 49,村田一, 2.1, 60,  -3,  -3,13,110.9, ③②,10, 3,Ｊマイネルクロｰバｰ, 69,北村宏, 1.4, 70,  10,  -6,11,217.9,⑥⑧⑨,10, 7,Ｃルイｰズ, 79,吉田豊, 1.1, 73,   4,  11, 6, 15.2, ⑬⑬
11, 5,Ｇヨイチピｰス, 52,江田照, 2.6, 45,  -4, -10,11, 95.0, ⑫⑪,11, 2,Ｋアップルハウス, 62,武士沢, 2.2, 59,  -5,   1, 7, 14.8, ⑩⑩,11, 6,Ｋベルエアメイダン, 66,武豊  , 2.0, 64,* 13, -22, 9,104.9,①②②,11,10,Ｆゴｰルドゼウス, 77,武豊  , 1.1, 72,   7,   6,10, 28.0, ⑨⑧
12, 9,Ｌデルマスナカケババ, 47,山崎亮, 3.0, 42,*  2, -23,12,138.2, ②②,12, 3,Ｍクリスクリングル, 58,山崎亮, 2.2, 58,  -7,   1,14,154.5, ⑫⑫,,,,,,,,,,,,,12,15,Ｊツクババンドｰオｰ, 76,武士沢, 1.7, 70,   0,  12, 9, 23.4, ⑯⑯
13, 4,Ｋソデフリン, 48,武士沢, 3.1, 41,  -8,  -9,14,253.0, ⑭⑭,13,13,Ｐキュウシュウソダチ, 49,柴田大, 2.3, 58, -10,   5,16,612.4, ⑮⑯,,,,,,,,,,,,,13, 2,Ｌブリスコｰラ, 74,村田一, 2.0, 65,   8,  -3,13, 53.0, ④⑥
14,13,Ｏヨベルシチｰ, 38,国分優, 3.3, 41,   1, -23,16,344.4, ⑤⑤,14, 4,Ｈアップアンカｰ, 64,蛯名正, 2.4, 56,  -9,   1,12, 61.8, ⑪⑭,,,,,,,,,,,,,14,12,Ｋクロｰチェ, 75,福永祐, 2.2, 63,   7,  -4, 3,  7.1, ⑩⑨
