13年 4月27日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 4月27日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1600m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
 9, 6,Ｈエタｰナルスタｰ, 51,デムｰ, 1.1, 48,* -2, -13, 1,  2.3, ②②, 9, 7, アセント,,浜野谷,205.5,,,,10,113.9,⑥⑦⑦, 9, 1,Ｈデリケｰトアｰチ, 65,デムｰ, 1.3, 57,   3,   2, 8, 30.3, ③③, 9,12,Ｋイチエイクリッパｰ, 80,柴田大, 1.2, 75,  11,   0,15,486.1, ⑥⑥
10, 3,Ｊコンシェルジュ, 47,松山弘, 1.1, 49,  -8,  -3,15,272.4, ⑫⑫,10, 8, イルテアトリｰノ,,大江原,205.9,,,, 9,104.4,⑪⑪⑩,10, 3,Ｊレッドティムｰル, 65,北村宏, 1.6, 53,   0,   0, 7, 16.3, ⑤⑦,10,13,Ｅサトノデｰトナ, 84,高倉稜, 1.3, 75,   8,   4,13, 90.8, ⑪⑫
11, 8,Ｋパルトゥｰラ, 45,柴田大, 1.2, 47,  -6,  -6,12, 76.7, ⑩⑨,11, 2, スタｰマックス,,蓑島靖,207.5,,,,14,295.8,⑫⑫⑫,11,11,Ｋクナンガン, 64,上野翔, 1.8, 54,  -5,   7,13,367.8, ⑬⑬,11, 1,Ｎレッドヴァンクｰル, 79,吉田豊, 1.6, 73,  10,  -2,14,169.2, ⑧⑦
12, 5,Ｎサｰストンララア, 28,福永祐, 1.7, 45,  -6, -11, 8, 39.9, ⑧⑧,12,12, トウカイチェッカｰ,,上野翔,212.8,,,,13,244.7,⑬⑬⑬,12, 6,Ｇサンタンジェロ, 68,田中勝, 2.0, 51,  -2,   1,11,157.8, ⑨⑨,12,11,Ｉパルラメンタｰレ, 80,武士沢, 1.7, 74,   7,   2,12, 79.8, ⑭⑬
13,10,Ｉペッパｰベリｰ, 50,内田博, 1.7, 43,  -3, -15, 6, 25.2, ④⑤,13,10, ムジャウハラｰト,,草野太,214.5,,,,11,157.8,②⑨⑪,13,13,Ｍオギノシュタイン, 57,村田一, 2.8, 45,   1, -11,12,351.4, ⑦⑥,13,16,Ｏニシノヴァンクｰル, 76,村田一, 1.9, 71,* 17, -16,11, 77.4, ②②
14,11,Ｍニュｰファンタジア, 40,柴田善, 3.4, 31, -11, -17, 7, 32.1, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,14, 2,Ｈエンジョイタイム, 81,酒井学, 2.3, 69,  13, -12, 9, 46.9, ③③
15, 2, ウエスタンルナ,---,石橋脩, 4.1, 27,  -9, -26,13,181.5, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,15,15,Ｇミカエルビスティｰ, 81,三浦皇, 2.4, 67,   6,  -3, 8, 44.4, ⑫⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 4, クｰルバニヤン,---,江田勇, 3.3, 63,   5,  -7,16,657.8, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-1),,,,,,,,,,,
"単勝:770円 複勝:04=200円 13=150円 16=750円 枠連:1,030円",,,,,,,,,,,,"単勝:1,400円 複勝:11=300円 13=190円 03=410円 枠連:1,820円",,,,,,,,,,,,単勝:170円 複勝:09=110円 02=230円 08=200円 枠連:740円,,,,,,,,,,,,単勝:330円 複勝:14=140円 03=120円 07=280円 枠連:420円,,,,,,,,,,,
"馬連:1,200円 ワイド:04-13=390円 04-16=4,590円 13-16=2,530円",,,,,,,,,,,,"馬連:2,110円 ワイド:11-13=690円 03-11=1,590円 03-13=940円",,,,,,,,,,,,馬連:830円 ワイド:02-09=350円 08-09=310円 02-08=910円,,,,,,,,,,,,馬連:460円 ワイド:03-14=230円 07-14=880円 03-07=710円,,,,,,,,,,,
"馬単:2,800円 3連複:15,800円 3連単:65,160円",,,,,,,,,,,,"馬単:4,980円 3連複:7,880円 3連単:55,430円",,,,,,,,,,,,"馬単:1,130円 3連複:1,570円 3連単:6,060円",,,,,,,,,,,,"馬単:1,100円 3連複:2,560円 3連単:10,660円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 8R  ダ1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  芝2400m 3 歳ｵｰﾌﾟﾝ(国) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾃﾚﾋﾞ東京杯青葉賞 ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｊフィリｰズカレン, 47,柴田善,, 55,  -2,   1, 7, 13.6, ⑩⑤, 1,11,Ｅサクラダムｰル, 55,戸崎圭,, 59, -11,   8, 4,  8.8, ⑤⑤, 1, 6,Ａマルブツビアン, 77,田辺裕,, 77,   0,* 20, 1,  2.8, ④④, 1, 5,Ｆヒラボクディｰプ, 75,蛯名正,, 82,   3,  15, 7, 24.6,④④④
 2, 5,Ａメテオｰラビアンカ, 58,田辺裕, 0.1, 56,  -5,*  5, 5,  8.3, ⑦⑨, 2,12,Ｇインキュベｰタｰ, 53,石橋脩, 0.1, 55,* -3,  -4,11, 34.0, ①①, 2,12,Ｅキングジャズ, 73,福永祐, 0.7, 73,*  1,  12, 6, 10.7, ②②, 2, 3,Ｋアポロソニック, 72,勝浦正, 0.0, 79,*  6,   5, 9, 48.2,①①①
 3,11,Ｌエビスグレイト, 44,デムｰ, 0.2, 55,*  1,  -3, 1,  3.9, ③③, 3,18,Ｄイヴピアジェ, 55,福永祐, 0.2, 56, -10,   3, 2,  3.3, ④④, 3, 8,Ｈバルダメンテ, 71,デムｰ, 1.1, 71,  -1,  12, 4,  7.5, ⑫⑧, 3, 7,Ｂラストインパクト, 86,北村友, 0.0, 85,   2,  20, 2,  6.1,⑥⑤⑤
 4, 2,Ｆメイスンウォｰ, 51,三浦皇, 0.2, 56,  -7,*  7, 6,  8.5, ⑪⑬, 4,17,Ｂクロイゼリンチャン, 58,内田博, 0.2, 55,* -7,   0, 1,  3.1, ②②, 4,10,Ｂカントリｰスノｰ, 76,蛯名正, 1.1, 69,   0,  10, 5, 10.5, ⑦⑦, 4,10,Ｅサトノノブレス, 78,北村宏, 0.2, 86,  -1,* 25, 4,  9.3,⑪⑬⑫
 5,15,Ｂマキャヴェッリ, 58,戸崎圭, 0.3, 54,  -1,  -2, 2,  4.2, ⑥④, 5,14,Ｃスマｰトオリオン, 58,三浦皇, 0.2, 58, -12,   6, 6, 15.3, ⑦⑦, 5, 5,Ｄアｰルデュラン, 73,三浦皇, 1.3, 68,  -2,  11, 8, 25.7, ⑪⑪, 5,13,Ｃアウォｰディｰ, 80,松山弘, 0.3, 81,   2,  17,10, 48.4,⑦⑦⑦
 6, 3,Ｍグラマラスグロウ, 39,村田一, 0.4, 53,*  4, -10,10, 55.9, ①①, 6, 2,Ｊドリｰムサンサン, 48,北村宏, 0.5, 52, -10,  -1, 5, 13.3, ③③, 6, 7,Ｋエバｰグリｰン, 65,田中勝, 1.7, 64,  -3,   9, 2,  4.0, ⑭⑭, 6,12,Ｏアルヴェロン, 69,三浦皇, 0.5, 84,  -1,* 22,12, 75.4,⑬⑭⑬
 7,13,Ｄアキノアッパｰ, 53,石橋脩, 0.6, 51,*  4, -10, 3,  7.2, ②②, 7, 1, ニュｰハウン,---,蛯名正, 0.7, 52, -18,   6, 9, 31.1, ⑪⑪, 7,13,Ｇドンビザッツウェイ, 73,戸崎圭, 1.8, 63,  -2,   8, 7, 15.3, ⑬⑫, 7,18,Ａアドマイヤスピカ, 87,福永祐, 0.6, 84,  -2,* 24, 5, 14.5,⑮⑮⑮
 8,12,Ｎルイジアナビバップ, 39,江田照, 0.6, 52,  -4,  -1,16,300.6, ⑨⑦, 8,10,Ｆマイネライムライト, 54,デムｰ, 0.7, 53, -17,   7, 7, 16.8, ⑫⑫, 8, 3,Ｆフェアブレシア, 73,北村宏, 1.8, 62,*  2,   0, 3,  6.8, ①①, 8,14,Ｊアウトオブシャドウ, 72,戸崎圭, 0.7, 79,   0,  17, 8, 25.8,⑫⑪⑪
 9, 9,Ｈクルトメッシュ, 49,蛯名正, 0.8, 51,  -5,  -1, 9, 19.5, ⑫⑩, 9,15,Ｈオｰペドアンジョ, 51,江田照, 0.8, 54, -18,   8,10, 33.3, ⑭⑬, 9,14,Ｍスリｰプレシャス, 60,北村友, 1.9, 64,  -1,   5,13,209.8, ⑨⑨, 9, 4,Ｄトウシンモンステラ, 78,酒井学, 0.8, 84,  -3,* 24, 6, 18.0,⑭⑯⑯
10,10,Ｇトｰホウノブナガ, 50,吉田豊, 1.0, 50,  -6,  -1,11, 58.0, ⑬⑪,10,13,Ｉカネトシエスプリ, 50,勝浦正, 0.8, 55, -22,* 12,15,193.8, ⑮⑮,10, 1,Ｉシンボリプロント, 70,江田照, 1.9, 63,   0,   4,10, 44.3, ⑥⑤,10, 1,Ｐテイエムブシドｰ, 68,吉田豊, 1.0, 76,   1,  10,15,196.2,⑧⑧⑨
11, 8,Ｅテッシン, 52,勝浦正, 1.2, 49,  -1,  -7,13, 98.7, ⑤⑥,11, 3,Ｌセイウンアカネイロ, 38,武士沢, 0.8, 51, -14,   3,17,240.8, ⑧⑧,11, 9,Ｃコスモパルダ, 75,柴田大, 2.3, 59,   0,   0, 9, 28.9, ⑤⑥,11,15,Ｈレッドレイヴン, 74,内田博, 1.0, 74,   1,   8, 1,  1.8,⑩⑨⑧
12, 1,Ｉトウカイマスタｰ, 48,田中勝, 1.4, 46,  -9,  -1,12, 61.3, ⑮⑮,12, 9,Ａイフウドウドウ, 62,田中勝, 0.8, 48, -12,  -1, 3,  7.0, ⑥⑥,12, 2,Ｊラッキｰスタｰ, 67,勝浦正, 2.4, 60,  -3,   4,12,183.5, ⑩⑬,12,17,Ｍダｰビｰフィズ, 71,デムｰ, 1.2, 75,   0,  11, 3,  8.0,⑰⑫⑭
13,14, ショウワダンディ,---,横山典, 1.5, 44, -13,   2, 8, 14.5, ⑯⑯,13, 7,Ｋトキノロブロイ, 43,高倉稜, 0.9, 49, -15,   0, 8, 28.3, ⑩⑩,13,11,Ｌピュｰマティック, 61,松山弘, 2.8, 56,*  1,  -6,11,162.7, ③③,13,11,Ｒマイネルマエストロ, 63,柴田大, 1.2, 75,   1,   8,14,117.7,⑨⑩⑩
14, 7,Ｃヒラボクロマンス, 57,内田博, 1.7, 43, -10,  -3, 4,  8.3, ⑭⑭,14, 6, トｰセンハナミズキ,---,北村友, 1.2, 50, -26,* 12,13,148.9, ⑯⑯,14, 4,Ｎスガノタイトル, 33,高倉稜, 2.8, 57,  -1,  -2,14,225.0, ⑧⑩,14, 8,Ｎカフェリュウジン, 71,石橋脩, 1.4, 76,  -4,  16,11, 66.3,⑯⑰⑰
15, 6,Ｋサチノコンゴウリキ, 46,大庭和, 2.3, 38,  -7, -13,14,257.0, ⑧⑫,15, 4,Ｎフィリグリｰ, 27,柴田善, 1.7, 39, -14,  -9,12, 89.1, ⑨⑨,,,,,,,,,,,,,15,16,Ｌバンデ, 71,田中勝, 1.6, 63,*  6, -17,13, 94.6,③③③
16, 4,Ｏラプティウルス, 27,北村宏, 4.6, 20,  -5, -35,15,275.7, ④⑧,16,16,Ｍドラゴンフロント, 31,柴田大, 1.9, 38, -18,  -7,16,201.8, ⑬⑭,,,,,,,,,,,,,16, 6,Ｑカリスマサンタイム, 65,高倉稜, 2.2, 67,  -3,   5,18,597.0,⑱⑱⑱
,,,,,,,,,,,,17, 5, リズミックスタｰ,---,松山弘, 3.3, 22, -28, -14,14,166.6, ⑰⑰,,,,,,,,,,,,,17, 2,Ｉヘイロｰフォンテン, 74,柴田善, 2.5, 57,*  6, -30,16,215.3,②②②
,,,,,,,,,,,,18, 8, ニシノビスチェ,---,大庭和, 4.0, 16, -33, -14,18,258.4, ⑱⑱,,,,,,,,,,,,,18, 9,Ｇツクバロｰレル, 74,横山典, 3.3, 51,   2, -27,17,269.6,⑤⑥⑥
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-2),,,,,,,,,,,
"単勝:1,360円 複勝:16=440円 05=210円 11=190円 枠連:1,190円",,,,,,,,,,,,"単勝:880円 複勝:11=290円 12=780円 18=170円 枠連:13,270円",,,,,,,,,,,,"単勝:280円 複勝:06=130円 12=280円 08=200円 枠連:1,150円",,,,,,,,,,,,"単勝:2,460円 複勝:05=580円 03=1,120円 07=210円 枠連:7,500円",,,,,,,,,,,
"馬連:3,690円 ワイド:05-16=1,560円 11-16=1,340円 05-11=940円",,,,,,,,,,,,"馬連:13,410円 ワイド:11-12=4,170円 11-18=900円 12-18=2,760円",,,,,,,,,,,,"馬連:1,090円 ワイド:06-12=570円 06-08=390円 08-12=1,260円",,,,,,,,,,,,"馬連:30,590円 ワイド:03-05=7,640円 05-07=1,250円 03-07=2,870円",,,,,,,,,,,
"馬単:7,380円 3連複:6,850円 3連単:51,010円",,,,,,,,,,,,"馬単:23,940円 3連複:28,150円 3連単:185,450円",,,,,,,,,,,,"馬単:1,990円 3連複:2,510円 3連単:9,390円",,,,,,,,,,,,"馬単:71,140円 3連複:40,730円 3連単:428,430円",,,,,,,,,,,
■ 3R  ダ1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 6R  芝1800m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 9R  芝2400m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  芝1600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,陣馬特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｄベｰルグリｰン, 56,柴田善,, 59,*-11,* 11,12,182.3, ④⑤, 1, 4,Ａインプロヴァイズ, 74,戸崎圭,, 74,  -4,* 17, 1,  2.0,⑧⑧⑧, 1,15,Ｂステラウインド, 82,蛯名正,, 81,   3,  15, 2,  3.7,④④④, 1,10,Ｂニジブルｰム, 77,蛯名正,, 83,  10,*  4, 4,  7.4, ⑪⑪
 2, 9,Ｇロｰランズソング, 52,田中勝, 0.2, 57,*-11,   7, 9,108.3, ②②, 2, 1,Ｈマイネルイルミナル, 56,柴田大, 0.3, 69,*  1,   1, 7, 89.2,①①①, 2,13,Ａレオプログレス, 82,田辺裕, 0.1, 81,   3,  15, 4,  7.3,③③③, 2,14,Ｆミエノゴｰゴｰ, 75,戸崎圭, 0.0, 83,   9,*  7, 3,  6.6, ⑬⑫
 3, 7,Ｋカラダドリｰム, 46,田辺裕, 0.2, 58,*-11,   8,10,130.8, ①①, 3, 9,Ｃエデンロック, 70,デムｰ, 0.3, 69,  -1,   7, 2,  2.8,②③③, 3, 8,Ｇスｰサングレｰト, 78,松山弘, 0.1, 73,* 10,  -8, 7, 19.9,①①①, 3, 4,Ｃキョウエイバサラ, 76,内田博, 0.0, 83,  14,  -2, 2,  5.0, ⑧⑧
 4,15,Ａシュガｰパイン, 69,戸崎圭, 0.4, 56, -13,* 10, 1,  1.4, ⑥⑦, 4, 5,Ｅヒカルエリントン, 64,内田博, 0.4, 67,*  0,   4, 3,  5.3,④④④, 4, 3,Ｈカムフィｰ, 78,横山典, 0.2, 82,   1,* 23, 3,  5.0,⑪⑪⑩, 4, 6,Ｅヴァリアシオン, 75,福永祐, 0.2, 81,  16,  -8, 1,  2.8, ⑦⑥
 5, 1,Ｃダイワフォスタｰ, 57,柴田大, 1.1, 52, -12,   3, 6, 31.0, ③③, 5, 3,Ｆヒカルハノハノ, 63,横山典, 1.1, 57,*  0,  -8, 4, 10.6,③②②, 5, 4,Ｄファルスタｰ, 81,内田博, 0.2, 79,   2,  15, 1,  3.1,⑤⑤⑤, 5, 9,Ｇロｰレルソラン, 74,田辺裕, 0.3, 80,  12,  -3, 6,  7.8, ⑨⑨
 6,13, ハイフロンティア,---,福永祐, 1.2, 53, -14,   5, 5, 18.7, ⑨⑧, 6, 7,Ｄラシｰマ, 65,江田照, 1.3, 58,  -2,  -7, 5, 19.1,⑤⑤⑥, 6, 6,Ｍドリｰムゴスペル, 74,武士沢, 0.5, 78,   2,  14,10, 40.3,⑧⑧⑧, 6, 1,Ｄラヴェルソナタ, 75,横山典, 0.4, 77,  10,  -2, 5,  7.4, ⑩⑩
 7,12,Ｈデルマベム, 49,勝浦正, 1.4, 50, -14,   3,11,178.6, ⑦⑥, 7, 6,Ｇエフティシリウス, 57,蛯名正, 1.9, 52,  -1, -15, 6, 32.2,⑥⑦⑤, 7, 7,Ｆマイネルリヒト, 79,柴田大, 0.8, 76,   2,   9, 8, 26.0,⑥⑦⑨, 7, 8,Ｉルネッタアスｰル, 72,デムｰ, 0.9, 72,  17, -21, 7, 16.5, ⑤④
 8,16,Ｍオンライン, 39,松山弘, 1.6, 50, -16,   4, 8, 74.9, ⑫⑫, 8, 2,Ｉイクラン, 44,上野翔, 2.1, 50,  -3, -15, 8,193.4,⑦⑥⑦, 8,10,Ｅハイリリｰ, 79,三浦皇, 0.9, 78,  -1,  17, 5, 11.2,⑫⑬⑫, 8, 2,Ｋシンボリカｰジナル, 67,江田照, 1.0, 71,  14, -18,14,345.5, ⑥⑦
 9, 3,Ｅミッキｰタイム, 53,横山典, 1.7, 47, -17,   5, 2,  5.9, ⑬⑭,,,,,,,,,,,,, 9, 1,Ｎラクリモｰサ, 74,戸崎圭, 0.9, 73,   2,   8, 6, 17.5,⑦⑥⑦, 9,13,Ｍヤマニンパソドブル, 66,酒井学, 1.3, 71,   6,  -8,13,329.4, ⑭⑭
10, 4,Ｂニュｰワｰルド, 57,内田博, 1.7, 49, -17,   5, 3,  8.3, ⑭⑮,,,,,,,,,,,,,10,12,Ｌヤマニンアｰマｰ, 74,高倉稜, 1.0, 67,*  9, -15,12, 95.2,②②②,10, 7,Ｊクレｰンズラヴァｰ, 68,高倉稜, 1.9, 63,   3, -12,11,127.0, ⑮⑮
11, 5,Ｎサイドスティック, 39,三浦皇, 1.7, 47, -15,   1,13,233.4, ⑧⑩,,,,,,,,,,,,,11, 5,Ｃカンタベリｰナイト, 82,江田照, 1.1, 77,  -4,* 19,11, 76.9,⑮⑮⑭,11, 3,Ａタガノグｰフォ, 78,松山弘, 2.0, 59,  18, -37, 8, 21.6, ④③
12,10,Ｌカシノマインド, 40,江田照, 1.8, 46, -12,  -4,16,505.6, ⑤④,,,,,,,,,,,,,12, 2,Ｏロｰドアイアン, 68,福永祐, 1.2, 71,   1,   5,13,171.7,⑨⑨⑥,12,11,Ｌオルレアンノオトメ, 67,武士沢, 2.2, 57,* 20, -45,10, 95.7, ①①
13, 6,Ｉプリｰズドンテル, 47,武士沢, 2.1, 46, -16,   0, 7, 67.0, ⑪⑪,,,,,,,,,,,,,13,14,Ｉウインフロレゾン, 77,吉田豊, 1.3, 71,   1,   5, 9, 30.0,⑩⑩⑪,13, 5,Ｎカシノピストン, 65,大庭和, 2.2, 59,   6, -19,15,415.7, ⑫⑬
14, 8,Ｏドミナスイオン, 25,北村宏, 2.1, 48, -13,   0,14,333.5, ⑩⑨,,,,,,,,,,,,,14, 9,Ｋマイネルナロッサ, 75,酒井学, 1.9, 68,  -2,   3,14,242.3,⑭⑫⑬,14,15,Ｈダノンボルケｰノ, 72,石橋脩, 2.8, 52,* 20, -53,12,182.0, ②②
15, 2,Ｊキンシバイ, 46,高倉稜, 2.3, 44, -17,   0,15,404.6, ⑮⑬,,,,,,,,,,,,,15,11,Ｊブリリアントシチｰ, 76,村田一, 4.4, 46,  -6, -18,15,430.2,⑬⑭⑮,15,12,Ｏマイヨｰル, 61,柴田大, 3.8, 44,  17, -64, 9, 80.8, ③⑤
16,11,Ｆジェイサクセス, 52,デムｰ, 9.0,  0, -36, -27, 4, 10.1, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
