11年 2月12日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 2月12日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"馬単:5,660円 3連複:6,180円 3連単:34,650円",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｃケｰジｰヨシツネ, 55,鮫島克,, 59,* -4,   1, 3,  9.7, ②②,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2,13,Ｆプルピットレディ, 50,柴原央, 0.0, 59,  -8,   4, 6, 13.2, ③③,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 3,14,Ｄジュピタｰドリｰム, 54,小野寺, 0.1, 56,  -9,   2, 4, 10.6, ④④,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 4, 2,Ｎトｰホウガｰデン, 27,山口勲, 0.3, 54, -10,   1, 9, 46.2, ⑤⑤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 5,11,Ｅダンツソレイユ, 52,高倉稜, 0.3, 53, -13,   3, 7, 14.3, ⑦⑥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 6, 9,Ｈナイトフライト, 48,松山弘, 0.5, 52, -23,*  8, 5, 12.9, ⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 7, 5,Ｂマウシャｰレ, 60,川須栄, 0.7, 50, -15,   1, 2,  5.3, ⑨⑨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 8,12,Ａシゲルテイトク, 63,中舘英, 0.8, 50,* -1, -10, 1,  1.8, ①①,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 9, 7,Ｌクラウンポインタｰ, 35,小島太, 1.0, 46, -16,  -1,12,150.8, ⑫⑪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10, 3,Ｉクリノミッキｰ, 45,西村太, 1.0, 46, -15,  -3, 8, 42.0, ⑧⑦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11, 1,Ｋレオミヤビ, 39,荻野琢, 1.0, 47, -15,  -1,13,197.1, ⑩⑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12, 6,Ｊテイエムヒットンダ, 40,大野拓, 1.2, 44, -17,  -2,11,128.0, ⑪⑫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13, 8,Ｍカシノカイオウ, 34,加藤士, 1.4, 43, -12,  -8,14,579.2, ⑥⑧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,10,Ｇラブデｰビット, 50,伊藤工, 4.8,  7, -32, -25,10,127.8, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:重(指数:-4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"単勝:970円 複勝:04=330円 13=410円 14=310円 枠連:3,020円",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"馬連:7,970円 ワイド:04-13=2,200円 04-14=880円 13-14=1,340円",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"馬単:17,370円 3連複:12,690円 3連単:99,980円",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
■ 3R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｄハノハノ, 58,水口優,, 62,*  2,  -8,10, 35.2, ②①,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2,13,Ｃハイライトリｰル, 60,丸山元, 0.1, 61,*  2,  -9, 1,  4.0, ③③,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 3,15,Ａシェルエメｰル, 62,中舘英, 0.2, 59,   0,  -8, 5,  7.8, ④⑤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 4, 6,Ｆニシノキラボシ, 57,松山弘, 0.2, 56,  -9,*  1, 7, 16.8, ⑬⑫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 5, 3,Ｊインフィニｰト, 52,藤岡康, 0.3, 54, -15,*  5, 4,  7.1, ⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 6,14,Ｇウエスタンハピネス, 57,酒井学, 0.4, 58,*  5, -16, 6,  9.8, ①②,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 7,17,Ｋタケデンゴｰルド, 52,大野拓, 0.4, 54, -11,*  0,14, 85.6, ⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 8, 1,Ｐサマｰビｰチ, 27,山口勲, 0.6, 52,  -4, -10,15,128.5, ⑧⑧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 9, 5,Ｂコウユｰタイセイ, 61,田辺裕, 0.6, 50,  -7,  -7, 9, 32.3, ⑩⑨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,Ｅサクラライジング, 57,鮫島良, 0.7, 52,  -3, -12, 3,  5.7, ⑦⑦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,16,Ｏアグネススコｰル, 33,伊藤工, 0.7, 49,  -7,  -8,13, 72.1, ⑪⑪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12, 2,Ｉピエナクリスタル, 55,浜中俊, 0.8, 50,  -2, -15, 2,  4.8, ⑤④,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13, 8,Ｈハクユウライナｰ, 57,鮫島克, 0.9, 47,  -8,  -9, 8, 22.2, ⑫⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14, 4,Ｌカシノエベレスト, 50,高倉稜, 1.0, 45, -12,  -7,11, 35.8, ⑮⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15, 9,Ｎブレスユｰ, 34,小野寺, 1.2, 44,  -2, -20,17,194.4, ⑥⑥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,Ｍセイユアドリｰム, 42,嘉藤貴, 1.2, 44,  -4, -17,16,180.2, ⑨⑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17, 7, エｰシンフォチュナ,---,熊沢重, 1.3, 41, -14, -10,12, 69.4, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,10, エメラルドウインド,---,田中博,13.8,13.8---, -70, ---,18,206.3, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"単勝:3,520円 複勝:12=550円 13=170円 15=250円 枠連:3,840円",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"馬連:5,590円 ワイド:12-13=1,730円 12-15=2,870円 13-15=600円",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"馬単:11,420円 3連複:12,670円 3連単:108,680円",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
