11年12月17日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年12月17日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
12, 3,Ｊレオネッサ, 37,西田雄, 2.2, 34, -13, -12, 5, 10.1, ⑩⑨,12, 1,Ｈサンライトムｰン, 67,藤懸貴, 1.4, 53, -13,   3,10, 61.5, ⑩⑬,12,16,Ｑアマゾニアン, 41,丹内祐, 0.9, 58,  -9,   2,18,269.1, ⑱⑱,12,11,Ｐステラノヴァ, 38,鮫島良, 1.5, 52, -19,*  8,16,256.7, ⑰⑰
13,12,Ｋカシノチャｰム, 37,丸野勝, 2.3, 34, -13, -12, 9, 34.6, ⑪⑪,13,11,Ｎシャイニｰベスト, 55,丹内祐, 1.5, 55, -10,   1,14,282.2, ⑨⑧,13, 7,Ｊウルル, 64,丸田恭, 1.0, 60,*  8, -15, 6, 11.5, ②③,13,14,Ｌエキゾチックバニラ, 54,丹内祐, 1.6, 51, -10,  -2,13,106.0, ⑪⑪
14, 6,Ｌゴｰルドクリチャン, 37,西村太, 2.3, 34,  -7, -17,12, 82.7, ④④,14, 3,Ｇナムラストリｰク, 68,中舘英, 1.7, 52, -15,   1, 6, 12.5, ⑪⑪,14,17,Ｐアスタｰロｰズ, 58,村田一, 1.1, 57,   1, -10,16,150.5, ⑪⑭,14, 8,Ｇオウケンハナミズキ, 59,川須栄, 1.8, 50, -16,   2, 7, 17.7, ⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,15,10,Ａトロンプルイユ, 73,酒井学, 1.1, 59,*  7, -15, 7, 14.7, ④④,15, 7,Ｍエｰシンウルベリン, 53,村田一, 2.0, 45, -17,  -1,10, 30.7, ⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,16, 1,Ｒジェヌスケラスス, 37,丸野勝, 1.2, 54,  -8,  -2,17,250.2, ⑯⑮,16,13, オグリカｰン,---,丸野勝, 2.1, 44, -23,   4,14,172.1, ⑱⑱
,,,,,,,,,,,,,,,,,,,,,,,,17,15,Ｉロイヤルネイチャｰ, 64,西田雄, 1.4, 55,   3, -15,13, 80.3, ⑧⑫,17, 6,Ｎウィナｰズマックス, 51,伊藤工, 2.1, 44, -12,  -6,17,267.3, ⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,18, 8,Ｎハイライトリｰル, 61,川須栄, 1.4, 56,*  7, -19, 5,  9.2, ③⑥,18, 5, ネイチャウィッシュ,---,黛弘人, 2.3, 42,  -5, -15,18,357.7, ⑦⑦
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-16 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,
"単勝:330円 複勝:04=130円 05=390円 01=240円 枠連:1,490円",,,,,,,,,,,,"単勝:580円 複勝:12=190円 13=160円 06=140円 枠連:1,360円",,,,,,,,,,,,"単勝:450円 複勝:14=160円 13=470円 12=260円 枠連:3,640円",,,,,,,,,,,,"単勝:250円 複勝:02=150円 10=200円 17=270円 枠連:1,110円",,,,,,,,,,,
"馬連:2,210円 ワイド:04-05=690円 01-04=360円 01-05=1,490円",,,,,,,,,,,,"馬連:1,460円 ワイド:12-13=590円 06-12=390円 06-13=340円",,,,,,,,,,,,"馬連:4,220円 ワイド:13-14=1,490円 12-14=670円 12-13=2,320円",,,,,,,,,,,,"馬連:1,140円 ワイド:02-10=510円 02-17=680円 10-17=1,220円",,,,,,,,,,,
"馬単:4,080円 3連複:3,690円 3連単:17,800円",,,,,,,,,,,,"馬単:2,900円 3連複:1,620円 3連単:11,090円",,,,,,,,,,,,"馬単:6,940円 3連複:8,070円 3連単:44,120円",,,,,,,,,,,,"馬単:2,040円 3連複:3,970円 3連単:17,320円",,,,,,,,,,,
■ 2R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  ダ1700m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ小倉,,,,,,,,,,,,,,,,,,,,,,,,豊明特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｊレディｰムスタング, 69,松山弘,, 74,*  7,  11, 5, 10.4,①①①, 1,10, ニシノコハク,---,鮫島良,, 64,*  3,  -4, 2,  4.2,②②②, 1,13,Ｂティアモブリｰオ, 74,上村洋,, 71,*  0,* 11, 2,  3.3,③③③, 1, 4,Ａトミケンヒｰロｰ, 83,吉田隼,, 89,* 15,  14, 1,  2.8,②②②
 2,13,Ｈビｰチパｰティｰ, 70,村田一, 0.1, 76,   5,* 14, 7, 17.1,⑧⑥⑥, 2, 8, スリｰロブロイ,---,村田一, 0.2, 63,   0,   2,11, 47.3,③③③, 2,10,Ｈペガサスキングビｰ, 69,川島信, 0.0, 70,*  0,* 12, 9, 45.0,④④④, 2, 5,Ｅドリｰムザネクスト, 80,江田照, 0.8, 84,  12,  12, 4,  7.5,⑥③③
 3, 7,Ｅロイヤルインパクト, 71,川須栄, 0.8, 72,   2,  13, 1,  3.2,⑪⑪⑩, 3,11, キママホウダイ,---,川須栄, 0.2, 63,  -4,*  6, 6, 13.1,⑨⑧④, 3, 3,Ｄサダルメリク, 73,古川吉, 0.2, 68,*  0,  10, 1,  2.0,⑥⑤⑥, 3,10,Ｃアクティビュｰティ, 81,古川吉, 1.2, 79,  13,   8, 6, 13.6,③④④
 4,15,Ｉツヨイキモチ, 69,丸田恭, 0.8, 71,   0,* 17, 4,  9.8,⑯⑯⑭, 4,13, ニホンピロレガリア,---,丸野勝, 0.4, 60,  -2,   1, 3,  4.4,⑥⑦⑥, 4,16,Ａカントリｰスノｰ, 74,吉田隼, 0.3, 69,  -1,  10, 4, 10.5,⑪⑦⑧, 4,14,Ｂトキノフウジン, 82,松田大, 1.2, 83,  11,  13, 2,  4.7,⑧⑧⑥
 5, 2,Ｆクリスティロマンス, 71,鮫島良, 1.1, 71,   1,  12, 2,  3.6,⑭⑭⑫, 5, 4, シゲルアボカド,---,上村洋, 1.0, 57,  -5,   1, 1,  3.7,⑫⑩⑦, 5,15,Ｃニホンピロララバイ, 73,村田一, 0.3, 70,  -1,* 11, 7, 25.3,⑧⑧⑦, 5, 2,Ｄエンジョイタイム, 80,丸田恭, 1.3, 80,  11,  11, 7, 20.2,④⑤⑤
 6,11,Ａタガノシンシア, 77,国分優, 1.3, 66,*  6,   2, 3,  7.8,④③③, 6, 1, クランドｰルゲラン,---,川島信, 1.1, 54,  -2,  -4, 4,  8.6,⑧⑤⑧, 6, 7,Ｍイメｰジレイナ, 60,花田大, 0.5, 68,  -2,* 11,13,159.6,⑬⑫⑩, 6,15,Ｈイｰサンジャンパｰ, 77,酒井学, 1.7, 79,   7,  15,10, 43.0,⑬⑬⑫
 7,14,Ｂエルメスグリｰン, 73,吉田隼, 1.6, 64,*  6,   0, 9, 17.8,⑤⑤④, 7, 2, エスペリア,---,武幸四, 1.3, 56,  -2,  -6, 9, 21.5,⑦④⑤, 7, 4,Ｉエイシンエンブレム, 68,川須栄, 0.6, 67,*  1,   4, 6, 20.9,①①①, 7, 6,Ｍバリアントバイオ, 73,西田雄, 1.7, 78,  10,   9,13,117.9,⑨⑦⑦
 8, 4,Ｄデルマプロティナ, 71,宮崎北, 1.6, 64,   4,   3,10, 34.0,⑨⑨⑦, 8, 7, エイティディオネ,---,丸田恭, 1.5, 50,*  3, -16, 7, 19.0,①①①, 8,11,Ｅディレクシオン, 72,丸田恭, 0.6, 67,  -2,* 11, 3,  9.4,⑭⑪⑪, 8,11,Ｇイノセントリｰサム, 77,柴山雄, 2.0, 74,   9,   7, 9, 36.5,⑪⑨⑨
 9, 5,Ｃカメリアビジュ, 71,大野拓, 1.8, 63,   4,   1, 6, 13.7,⑩⑩⑧, 9, 9, メイショウシラウメ,---,石橋守, 3.2, 44,  -2, -22,14,132.7,④⑥⑩, 9, 8,Ｇウマテック, 72,宮崎北, 0.7, 67,  -2,   9, 8, 28.6,⑩⑩⑬, 9,16,Ｋアキノグロｰブ, 75,大野拓, 2.0, 79,   2,* 20, 8, 25.6,⑯⑯⑮
10, 1,Ｌマイネクイｰン, 63,丹内祐, 2.1, 62,   5,  -3,11, 45.0,③④⑤,10,12, スズカコレクト,---,西村太, 3.8, 38,  -7, -17,13,115.6,⑬⑫⑨,10, 1,Ｌフリｰアズアバｰド, 61,松田大, 0.7, 68,  -4,* 11,11, 84.2,⑨⑬⑭,10, 1,Ｊアキノモｰグル, 75,鮫島良, 2.0, 75,* 19,  -9, 5, 13.0,①①①
11, 9,Ｇラブソネット, 70,中舘英, 2.2, 60,*  6,  -6, 8, 17.5,②②②,11,15, スノｰフラワｰ,---,酒井学, 4.2, 36, -15,  -7,12, 61.5,⑭⑬⑪,11, 5,Ｋカフェキングアイ, 65,勝浦正, 0.8, 68,  -4,* 12,14,212.1,⑮⑯⑫,11, 3,Ｉクリスマスキング, 76,川須栄, 2.1, 78,   4,* 16,12, 84.1,⑮⑮⑭
12,12,Ｐラブロジック, 50,古川吉, 2.3, 59,   1,   1,15,190.1,⑬⑬⑬,,,,,,,,,,,,,12,14,Ｏマッシヴリｰダｰ, 58,丸野勝, 1.0, 64,  -1,   4,12,133.6,⑤⑥⑤,12, 9,Ｆメイショウエバモア, 79,石橋守, 2.4, 76,   8,   6, 3,  4.9,⑩⑩⑪
13,10,Ｏノｰザンソング, 59,酒井学, 2.3, 60,   4,  -3,12, 54.0,⑦⑧⑨,,,,,,,,,,,,,13, 6,Ｆマイネフェリックス, 72,丹内祐, 1.0, 64,*  1,   2, 5, 16.0,②②②,13, 8,Ｎレントゲン, 72,黛弘人, 2.6, 74,   7,   7,16,211.4,⑭⑪⑩
14,16,Ｎベイルリ, 61,黛弘人, 2.5, 60,   1,   1,14,126.8,⑮⑮⑮,,,,,,,,,,,,,14, 9,Ｊケンブリッジシｰザ, 67,松山弘, 1.1, 64,  -4,   8,10, 75.6,⑯⑮⑯,14,12,Ｏレオカミカゼ, 66,勝浦正, 3.4, 66,  11,  -7,14,150.8,⑤⑥⑧
15, 8,Ｋヤマノトップラン, 64,江田照, 2.9, 56,   1,  -5,16,204.4,⑫⑫⑯,,,,,,,,,,,,,15,12,Ｐソトビｰト, 58,酒井学, 1.1, 64,  -2,   6,16,297.5,⑦⑨⑨,15, 7,Ｌファイナルパンチ, 74,小林徹, 3.9, 67,   6,  -3,15,182.7,⑫⑫⑬
16, 3,Ｍシルクプロミス, 63,嘉藤貴, 3.3, 53,   3, -10,13,102.4,⑥⑦⑪,,,,,,,,,,,,,16, 2,Ｎガツｰン, 60,嘉藤貴, 1.2, 65,  -3,   8,15,237.9,⑫⑭⑮,16,13,Ｐエｰシンボダイジュ, 65,丸野勝, 4.2, 62,   6,  -5,11, 49.3,⑦⑭⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,
"単勝:1,040円 複勝:06=250円 13=440円 07=160円 枠連:1,710円",,,,,,,,,,,,"単勝:420円 複勝:10=220円 08=1,530円 11=430円 枠連:4,750円",,,,,,,,,,,,"単勝:330円 複勝:13=170円 10=520円 03=110円 枠連:4,200円",,,,,,,,,,,,"単勝:280円 複勝:04=130円 05=190円 10=340円 枠連:1,000円",,,,,,,,,,,
"馬連:7,330円 ワイド:06-13=1,910円 06-07=590円 07-13=1,280円",,,,,,,,,,,,"馬連:7,920円 ワイド:08-10=2,240円 10-11=1,020円 08-11=5,260円",,,,,,,,,,,,"馬連:5,960円 ワイド:10-13=1,350円 03-13=200円 03-10=810円",,,,,,,,,,,,"馬連:810円 ワイド:04-05=390円 04-10=850円 05-10=1,270円",,,,,,,,,,,
"馬単:15,420円 3連複:8,530円 3連単:66,700円",,,,,,,,,,,,"馬単:13,370円 3連複:30,280円 3連単:178,030円",,,,,,,,,,,,"馬単:7,770円 3連複:2,620円 3連単:20,970円",,,,,,,,,,,,"馬単:1,450円 3連複:4,080円 3連単:12,300円",,,,,,,,,,,
■ 3R  芝2000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  ダ2400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  芝2600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高塔山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｃグッドマイスタｰ, 54,吉田隼,, 54,  -2,*  8, 1,  2.5,⑧⑨⑦, 1, 4,Ｉマイネルティンラン, 65,丹内祐,, 77,   6,* 15, 9, 27.1,④③③, 1, 4,Ａファタモルガｰナ, 77,川島信,, 86,   4,* 22, 1,  2.4,⑬⑬⑦, 1, 6,Ｉサンライズマルス, 71,吉田隼,, 82,* -2,  18, 1,  3.3,②②②
 2,12,Ｅドラゴンエイジ, 52,杉原誠, 0.2, 53,  -5,* 11, 6, 21.2,⑬⑩⑩, 2, 3,Ｊエイコオレジェンド, 64,宮崎北, 0.0, 75,*  7,  12,10, 27.9,②②②, 2,12,Ｇコウエイオトメ, 70,丸田恭, 0.1, 84,   2,* 25, 6, 15.7,⑯⑯⑭, 2, 8,Ｄラブフｰル, 74,丸田恭, 0.0, 84,  -6,* 26, 7, 23.5,⑪⑪⑪
 3,13,Ｈツルマルナルト, 47,上村洋, 0.4, 48,  -2,  -1, 4,  9.8,⑥⑥⑤, 3, 9,Ｆレットミｰノｰ, 68,菅原隆, 0.7, 73,   5,  11, 5,  9.9,⑥⑦⑦, 3, 1,Ｃメジロダイボサツ, 75,中舘英, 0.5, 78,   5,  10, 2,  4.6,⑥⑤④, 3,13,Ｇマコトサンパギｰタ, 73,中舘英, 0.0, 83,  -3,  19, 3,  3.7,⑤⑤③
 4, 9,Ａスナｰククラウン, 59,川須栄, 0.5, 48,* -1,  -5, 2,  3.4,②②②, 4, 6,Ｃサｰノ, 70,上村洋, 1.0, 71,   6,   8, 2,  4.2,⑨⑥④, 4, 7,Ｅメイショウピゴット, 73,武幸四, 0.5, 76,*  7,   7, 4,  9.4,③④③, 4, 5,Ａトｰセンインディ, 77,柴山雄, 0.1, 82,  -4,  21, 8, 29.1,⑦⑦⑦
 5, 3,Ｊマイネルイグアス, 43,川島信, 0.5, 51,  -3,   2,11, 81.3,⑦⑦⑧, 5, 1,Ｋドリｰムシガｰ, 64,吉田隼, 1.2, 69,   6,   5, 7, 12.9,③⑤⑥, 5, 5,Ｍクリアキｰ, 62,伊藤工, 0.5, 72,* 11,  -7,14,150.4,①①①, 5, 9,Ｃシｰキングフェイム, 75,江田照, 0.2, 81,  -5,  21, 4,  7.0,⑩⑩⑩
 6, 2,Ｆホッコｰゼニト, 49,国分優, 0.6, 46,  -2,  -3, 5, 13.5,④④③, 6,10,Ｂウインスカイハイ, 71,松山弘, 1.3, 69,   4,   8, 3,  5.5,⑩⑨⑧, 6,13,Ｌシゲルシャチョウ, 65,黛弘人, 0.7, 74,   5,   7, 9, 28.5,⑦⑦⑥, 6, 2,Ｂエバｰグリｰン, 75,川須栄, 0.3, 80,  -5,  19, 2,  3.4,⑥⑨⑧
 7, 6,Ｂアンジェロフォｰグ, 56,酒井学, 0.7, 45,  -2,  -5, 7, 29.0,⑤⑤⑥, 7,13,Ｇオグリシュンコｰ, 68,丸野勝, 1.3, 72,   3,* 15,14, 83.3,⑮⑮⑪, 7, 9,Ｄクリノビッグスカイ, 75,西田雄, 0.7, 73,*  7,   3,12, 85.5,④②②, 7, 4,Ｅマイネルマルシェ, 74,丹内祐, 0.4, 77,  -3,  14, 6, 16.6,⑧④④
 8, 4,Ｇコスモプランタン, 49,丹内祐, 0.7, 47,  -4,  -1, 9, 45.4,⑨⑧⑨, 8,11,Ｌリネンタキシｰド, 64,丸田恭, 1.4, 69,   4,   9,11, 34.2,⑪⑩⑩, 8,15,Ｈショウナンカミング, 69,川須栄, 0.8, 76,   4,  11, 7, 17.3,⑮⑫⑫, 8,11,Ｊクリノメダリスト, 70,宮崎北, 0.9, 75,  -6,  15,11,265.7,⑬⑬⑬
 9, 1,Ｄプレザントライフ, 53,中舘英, 1.3, 39,*  1, -18, 3,  4.6,①①①, 9, 5,Ｅニシノシャイナｰ, 69,村田一, 1.5, 69,   5,   6, 4,  8.6,⑧⑧⑨, 9,14,Ｂカネトシマｰシャル, 75,松田大, 1.1, 72,   4,   5, 3,  5.8,⑪⑪⑩, 9,10,Ｈエルプレジデンテ, 72,酒井学, 1.0, 70,  -4,   8, 9, 66.2,⑨⑧⑨
10,11,Ｋブルｰナボｰニャ, 35,江田照, 1.9, 33,* -1, -23, 8, 37.0,③③④,10,12,Ｏシルバｰチｰフ, 54,古川吉, 1.7, 69,   3,  11,13, 52.8,⑭⑭⑫,10,10,Ｏアウグｰリオ, 57,松山弘, 1.2, 71,   4,   4, 8, 22.8,⑧⑩⑨,10, 3,Ｋタキオンコウショウ, 70,長谷川, 1.2, 65,  -3,   4,10,174.1,③⑥⑥
11, 8,Ｎテイエムビギン, 16,藤懸貴, 2.0, 33,  -6, -13,14,393.7,⑪⑬⑪,11, 2,Ｄエｰシンハクレイ, 70,中舘英, 1.7, 65,*  7,  -4, 1,  4.2,①①①,11, 3,Ｊムカワタイガｰ, 67,大野拓, 1.2, 74,   4,   7,13,143.8,⑫⑭⑬,11,12,Ｆロックンロｰル, 73,鮫島良, 1.2, 66,* -2,   1, 5, 12.7,④③⑤
12,10,Ｌナムラジャｰナル, 31,古川吉, 2.0, 33,  -5, -15,10, 73.4,⑩⑪⑫,12,15,Ｈハギノスピリッツ, 66,藤懸貴, 1.9, 66,   3,   7,15,157.0,⑫⑬⑮,12, 6,Ｆアレックスバロｰズ, 72,西村太, 1.3, 69,   5,   0,10, 42.1,⑭⑧⑧,12, 7,Ｍエメラルタｰボ, 59,嘉藤貴, 1.4, 67,  -6,   8,13,433.2,⑫⑫⑫
13, 7,Ｉナリタタイフｰン, 46,松山弘, 2.2, 34, -11,  -5,12,137.8,⑭⑭⑭,13, 7,Ｎダイコウヒョウ, 61,大野拓, 3.2, 62,   1,   4, 8, 18.4,⑯⑯⑯,13,16,Ｉシルクランスロット, 68,上村洋, 1.7, 64,   5,  -9, 5, 13.5,⑤⑥⑤,13, 1,Ｌメイショウアカギ, 63,森一馬, 1.6, 59,* -2,  -7,12,325.8,①①①
