11年11月19日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年11月19日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝1400m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 7R  ダ1600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1600m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
 9,17,Ｇエｰスドライバｰ, 50,蛯名正, 0.8, 54,  -2,   7, 3,  5.2, ⑪⑨, 9,14, ステキナポケット,---,横山義, 1.4, 65,  -7,   5,13,123.4, ⑫⑭, 9, 9,Ｇコアヨカ, 68,江田照, 1.9, 65,   6,   0,12, 60.7, ⑩⑩, 9,12,Ｇダノンエクスプレス, 84,福永祐, 0.6, 77,   8,  10, 3,  6.0, ⑨⑦
10,15,Ｈブランドマックス, 50,柴田善, 0.9, 54,  -7,  12,10, 54.0, ⑫⑯,10, 3, ルｰマｰドダイヤ,---,吉田豊, 1.5, 64, -10,   7, 9, 30.4, ⑱⑯,10, 4,Ｎフレンドリｰドレス, 57,柴田大, 1.9, 70,   4,   7,13,102.9, ⑮⑮,10, 5,Ｋスｰブルソｰ, 82,後藤浩, 0.7, 75,   6,  11, 4,  8.4, ⑫⑫
11,12,Ｏミットフロイデ, 34,柴田大, 1.0, 52,*  4,  -4,15,218.1, ②②,11,13, ヤワタサイレンス,---,丸山元, 1.5, 63,  -6,   2, 5,  8.9, ⑩⑬,11,16,Ｃトレノユｰボウ, 74,横山典, 2.1, 61,* 13, -14, 6, 11.3, ②②,11,11,Ｌジョｰメテオ, 80,田中勝, 0.8, 75,   5,  11,16,289.4, ⑬⑪
12, 5,Ｊリュウノスケ, 47,岩田康, 1.1, 51,  -6,   7, 8, 31.3, ⑰⑫,12, 5, ハニｰカフェ,---,田面木, 1.6, 62,  -2,  -5,10, 46.6, ⑧⑥,12,10,Ｈロｰレルソラン, 67,三浦皇, 2.8, 59,   6,  -7, 7, 12.3, ⑫⑪,12, 9,Ａクリュギスト, 90,小牧太, 0.9, 74,   7,   9, 2,  4.5, ⑩⑩
13, 2,Ｒヴィンソンマシｰフ, 23,嶋田純, 1.1, 50,  -1,   1,14,195.5, ④⑥,13,16, ウインエポナ,---,嶋田純, 2.0, 57, -10,  -1,12, 80.5, ⑯⑱,13, 2,Ｏリｰブルｰム, 45,嶋田純, 2.8, 58,   6,  -8,15,237.1, ⑨⑨,13, 3,Ｍザドライブ, 80,柴田大, 1.0, 76,   8,   5,11, 56.9, ⑤⑤
14, 7,Ｆソｰリメンバｰ, 50,伊藤直, 1.4, 47,  -6,   3,12,128.1, ⑬⑬,14,15, ピットシｰル,---,江田照, 2.1, 57,  -2, -10,16,229.6, ⑥⑩,14, 1,Ｐサンマルグランデラ, 37,大庭和, 6.4, 34,  -5, -22,16,487.9, ⑯⑯,14,14,Ｆラルｰチェ, 84,石橋脩, 1.3, 72,   3,  10,14,153.2, ⑯⑯
15, 3,Ｋヒシデュランダル, 42,伊藤工, 1.6, 44,   2,  -9,17,310.2, ⑤④,15, 2, ヤマニンブロドリｰ,---,伊藤工, 2.2, 55,   0, -16,17,339.6, ④④,15,13,Ｉヤマノトップラン, 67,蛯名正, 7.1, 29,   4, -42,14,113.6, ⑪⑭,15, 4,Ｊオッキオディガット, 82,嶋田純, 1.6, 69,   8,   1,13,148.3, ⑦⑧
16, 4,Ｐコトノクリチャン, 28,大庭和, 1.7, 45,  -9,   5,18,416.2, ⑱⑰,16,18, オオブタイ,---,後藤浩, 2.2, 54,  -6,  -8, 7, 19.2, ⑬⑪,,,,,,,,,,,,,16, 6,Ｎアンシャンレジｰム, 79,蛯名正, 2.3, 63,*  9,  -8,12,124.2, ④④
17, 8,Ｑエクスラヴィｰタ, 28,三浦皇, 1.7, 44,  -3,  -3,13,186.0, ⑮⑩,17,11, トｰセンタイムリｰ,---,田中勝, 2.3, 55,  -9,  -4,11, 53.0, ⑮⑰,,,,,,,,,,,,,,,,,,,,,,,,
18, 9,Ｎガルチデフィｰト, 35,中谷雄, 1.8, 43,  -8,   2,11, 75.8, ⑭⑱,18,17, リネンピｰク,---,小林淳, 2.8, 48,  -8, -12,18,407.5, ⑰⑮,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:12),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:12),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:不良(指数:-3),,,,,,,,,,,
単勝:270円 複勝:06=130円 18=360円 16=530円 枠連:400円,,,,,,,,,,,,"単勝:440円 複勝:07=180円 04=640円 10=270円 枠連:4,560円",,,,,,,,,,,,単勝:760円 複勝:15=290円 11=190円 12=250円 枠連:680円,,,,,,,,,,,,"単勝:280円 複勝:16=150円 15=490円 10=500円 枠連:2,640円",,,,,,,,,,,
"馬連:1,410円 ワイド:06-18=570円 06-16=920円 16-18=3,330円",,,,,,,,,,,,"馬連:8,380円 ワイド:04-07=2,650円 07-10=1,080円 04-10=3,020円",,,,,,,,,,,,"馬連:1,870円 ワイド:11-15=710円 12-15=1,150円 11-12=810円",,,,,,,,,,,,"馬連:3,270円 ワイド:15-16=1,180円 10-16=1,420円 10-15=5,580円",,,,,,,,,,,
"馬単:2,330円 3連複:9,330円 3連単:36,050円",,,,,,,,,,,,"馬単:12,980円 3連複:27,720円 3連単:141,500円",,,,,,,,,,,,"馬単:3,710円 3連複:4,480円 3連単:24,430円",,,,,,,,,,,,"馬単:4,390円 3連複:18,660円 3連単:74,860円",,,,,,,,,,,
■ 2R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝3110m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■11R  芝1800m 2 歳ｵｰﾌﾟﾝ(国) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,秋陽ｼﾞｬﾝﾌﾟｽﾃｰｸｽ,,,,,,,,,,,,東京ｽﾎﾟｰﾂ杯2歳ｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｃロｰレンルｰナ, 57,蛯名正,, 64,* -3,*  1, 2,  4.1, ①①, 1, 3, フェアブレシア,---,ベリｰ,, 74, -25,* 27, 2,  4.3,⑥⑦⑦, 1, 6, シャイニｰブラック,,熊沢重,,,,, 3,  6.5,④③③, 1,13,Ｇディｰプブリランテ, 65,岩田康,, 70,* -4,*  0, 1,  2.4,②②②
 2,15,Ａレオンビスティｰ, 63,岩田康, 0.3, 61,* -4,* -1, 1,  1.5, ②②, 2, 9, クリｰルカイザｰ,---,松岡正, 0.2, 74, -26,* 27, 9, 23.3,⑬⑫⑪, 2, 2, ルｰルプロスパｰ,,白浜雄,213.1,,,, 1,  1.7,①①①, 2,15,Ｈフジマサエンペラｰ, 63,田中勝, 0.5, 65,  -6,  -2,10, 55.0,⑤⑤⑤
 3, 1,Ｂビッグウェｰバｰ, 57,田中勝, 0.7, 57,  -8,*  0, 5, 21.6, ⑥⑤, 3, 6, ハｰモニｰ,---,後藤浩, 0.4, 66, -23,  19, 6, 13.7,⑦⑤⑤, 3, 4, カネスラファｰル,,横山義,213.2,,,, 4,  9.3,③②②, 3,10,Ｍマイネルディｰン, 53,石橋脩, 0.5, 67,  -7,*  1,12,139.9,⑦⑧⑧
 4,14,Ｄヒミノオオワシ, 53,松岡正, 2.4, 43, -13,  -7, 6, 49.2, ⑯⑮, 4, 5, スキピオ,---,蛯名正, 0.6, 63,*-22,  13, 5, 11.3,②②②, 4, 1, ファイトシｰン,,柴田大,213.2,,,, 5, 13.8,⑥⑥⑤, 4,14,Ａジャスタウェイ, 82,後藤浩, 0.8, 62,  -6,  -5, 3,  7.4,⑧⑥⑥
 5, 4,Ｆコスモレイラ, 47,柴田大, 2.4, 45, -10, -11, 8, 72.1, ⑩⑨, 5,14, バルダメンテ,---,三浦皇, 0.6, 66, -25,  19, 7, 15.0,⑧⑧⑧, 5,10, リワｰドクラウン,,五十嵐,214.1,,,, 7, 17.2,⑨⑩⑨, 5, 5,Ｎエネアド, 51,福永祐, 0.8, 66,  -9,*  1, 4,  8.2,⑫⑪⑫
 6, 9,Ｍクレバｰアポロ, 33,メンデ, 2.6, 43,  -6, -18, 3,  9.9, ④④, 6,13, クレバｰフウジン,---,丸山元, 0.7, 68, -28,* 26,12, 65.0,⑮⑮⑭, 6, 3, モリノミヤコ,,山本康,214.2,,,,10,131.8,⑧⑤④, 6,11,Ｆアドマイヤリリｰフ, 65,ベリｰ, 0.9, 65, -10,*  1,11, 67.1,⑬⑫⑬
 7,10,Ｅパリｰナチャン, 47,嶋田純, 2.8, 41,  -8, -17,10,227.2, ⑧⑦, 7, 4, マイネオリヴィア,---,中谷雄, 0.9, 57,*-21,   8,14,199.8,①①①, 7, 9, タカラボス,,大庭和,214.6,,,, 2,  5.4,⑩⑨⑧, 7, 6,Ｃピタゴラスコンマ, 66,三浦皇, 0.9, 63,  -8,  -5, 7, 13.2,⑥⑦⑦
 8,11,Ｉトウカイライト, 42,伊藤工, 2.9, 39, -14, -10,14,529.8, ⑮⑯, 8,11, エｰデルシュタイン,---,田中勝, 0.9, 58, -24,  12, 4,  9.1,⑤⑥⑥, 8, 7, コアレスアルダン,,大江原,216.6,,,, 9,124.0,⑦⑦⑩, 8, 7,Ｉマデイラ, 63,蛯名正, 1.1, 61,  -8,  -7, 8, 18.5,⑨⑨⑨
 9, 3,Ｐオテンバレディ, 27,江田照, 3.4, 36,* -5, -26,15,535.1, ③③, 9, 2, ヴィンドランダ,---,吉田豊, 1.1, 59, -26,  16,11, 43.9,⑫⑪⑫, 9, 8, ショウナンサミット,,石神深,217.4,,,, 8, 56.9,⑤⑧⑦, 9,12,Ｊマイネルロブスト, 62,中谷雄, 1.1, 57,* -5, -12, 5, 11.0,④④③
10, 6,Ｊギンザノクリチャン, 33,武士沢, 3.7, 33, -12, -20,13,423.9, ⑪⑪,10, 1, ハｰトフルポケット,---,石橋脩, 1.1, 58, -23,  11,10, 42.0,④④④,10, 5, モエレエキスパｰト,,浜野谷,221.9,,,, 6, 15.7,②④⑥,10, 9,Ｋホｰカｰテンペスト, 55,横山典, 1.7, 53, -10,  -9, 6, 12.9,⑮⑮⑮
11, 7,Ｈマイネフラッシュ, 44,石橋脩, 4.0, 30, -12, -23, 9,136.7, ⑫⑫,11,15, ドラゴンフォルテ,---,福永祐, 1.3, 56, -25,   9, 1,  3.0,⑪⑨⑨,,,,,,,,,,,,,11, 8,Ｅキングクリチャン, 66,丸山元, 2.0, 48,  -9, -18,14,397.1,⑩⑩⑩
12, 8,Ｌテイエムサイエンス, 33,大庭和, 4.2, 30, -13, -23,16,621.9, ⑭⑬,12, 8, スイｰトライラック,---,柴田善, 1.5, 57, -27,  13,13, 67.8,⑨⑬⑬,,,,,,,,,,,,,12, 3,Ｌキｰプビリｰビング, 55,柴田大, 2.1, 48,* -3, -29,13,234.6,①①①
13, 2,Ｎクラウンプリズム, 29,伊藤直, 4.4, 28, -12, -26,12,409.9, ⑤⑩,13,10, ゴシェナイト,---,岩田康, 1.6, 52, -26,   8, 3,  6.3,⑩⑩⑩,,,,,,,,,,,,,13, 1,Ｂクラレント, 78,小牧太, 2.2, 47, -10, -16, 2,  4.7,⑪⑬⑭
14,16,Ｋバグダッドカフェ, 33,横山典, 4.5, 26, -13, -26, 4, 11.0, ⑬⑭,14,12, プリモスズカ,---,メンデ, 1.9, 52, -29,  10, 8, 16.1,⑭⑭⑮,,,,,,,,,,,,,14, 4,Ｏフクノツｰル, 49,吉田豊, 3.4, 32,  -9, -36,15,583.0,⑭⑭⑪
15, 5,Ｇハリファックス, 47,ベリｰ, 4.9, 23,  -7, -38, 7, 66.2, ⑦⑥,15, 7, エフティヤマト,---,柴田大, 2.2, 44,*-22,  -8,15,202.2,③③③,,,,,,,,,,,,,15, 2,Ｄアグン, 66,メンデ, 4.3, 28,  -6, -56, 9, 48.9,③③④
16,12,Ｏグリマルディ, 28,丸山元, 5.5, 20,  -8, -41,11,305.7, ⑨⑧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:良(指数:12),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:不良(指数:12),,,,,,,,,,,
単勝:410円 複勝:13=120円 15=100円 01=200円 枠連:220円,,,,,,,,,,,,"単勝:430円 複勝:03=190円 09=650円 06=420円 枠連:2,930円",,,,,,,,,,,,単勝:650円 複勝:06=190円 02=120円 04=190円 枠連:630円,,,,,,,,,,,,"単勝:240円 複勝:13=150円 15=900円 10=2,480円 枠連:670円",,,,,,,,,,,
馬連:270円 ワイド:13-15=140円 01-13=550円 01-15=240円,,,,,,,,,,,,"馬連:3,520円 ワイド:03-09=1,020円 03-06=850円 06-09=2,410円",,,,,,,,,,,,馬連:660円 ワイド:02-06=300円 04-06=610円 02-04=280円,,,,,,,,,,,,"馬連:5,970円 ワイド:13-15=2,140円 10-13=6,400円 10-15=23,270円",,,,,,,,,,,
"馬単:810円 3連複:760円 3連単:4,940円",,,,,,,,,,,,"馬単:5,830円 3連複:10,560円 3連単:51,210円",,,,,,,,,,,,"馬単:1,870円 3連複:1,130円 3連単:8,810円",,,,,,,,,,,,"馬単:7,680円 3連複:137,760円 3連単:525,650円",,,,,,,,,,,
■ 3R  芝2000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 6R  ダ2100m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  芝1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  ダ1400m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,国立特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｅスｰパｰムｰン, 47,横山典,, 56,* 13,   8, 3,  4.7,⑪⑤②, 1, 5,Ｄゲルマンシチｰ, 73,後藤浩,, 72,   5,* 10, 3,  6.6,⑤⑥⑤, 1, 7,Ｂプリンセスメモリｰ, 79,柴田善,, 78,*  8,  -6, 5, 12.9, ①①, 1, 2,Ｄアンティｰクカラｰ, 80,岩田康,, 78,   5,* 11, 2,  4.2, ⑪⑪
 2, 8,Ｃキョウエイマイン, 50,柴田善, 0.2, 57,* 13,   8,11, 65.4,②⑦⑥, 2, 7,Ａロｰレルキングダム, 79,田中勝, 0.2, 71,   4,* 10, 1,  2.0,⑦⑧⑧, 2,11,Ｇラインジェシカ, 76,岩田康, 0.2, 73,  -1,*  2, 6, 18.3, ⑪⑨, 2,16,Ａテクニカルラン, 82,ベリｰ, 0.4, 74,   6,*  8, 5, 11.1, ⑬⑬
 2, 5,Ｎコスモグレｰスフル, 33,ベリｰ, 0.2, 56,  12,   8, 8, 40.5,⑦⑥⑦, 3, 2,Ｃオリオンザアルファ, 75,吉田豊, 0.6, 68,   5,   5, 9, 31.7,④⑤④, 3, 2,Ｄオメガブレイン, 78,福永祐, 0.3, 73,   2,  -2, 2,  5.8, ⑦⑤, 3,11,Ｎフラワｰロック, 74,横山典, 0.5, 74,  10,   0, 9, 38.0, ④④
 4, 2,Ｂブラインドサイド, 57,福永祐, 0.2, 56,* 13,   7, 2,  2.8,④④⑤, 4, 1,Ｂデミチンタ, 76,岩田康, 0.6, 69,   4,   8, 5,  9.6,⑧⑨⑨, 4,15,Ａセイウンジャガｰズ, 86,横山典, 0.3, 71,   2,  -3, 1,  1.7, ⑥⑦, 4, 3,Ｊミッキｰオリｰブ, 77,丸山元, 0.5, 75,* 11,  -2,11, 44.7, ③②
 5, 6,Ｊフェデラルホｰル, 42,蛯名正, 0.3, 56,  12,   8, 1,  2.6,⑧⑧⑩, 5,10,Ｅヴァルディヴィア, 72,蛯名正, 0.7, 67,*  6,   1, 2,  6.2,③③③, 5,12,Ｃウインドジャズ, 78,蛯名正, 0.3, 72,   0,* -1, 9, 40.6, ⑧⑩, 5, 9,Ｃリｰプオブフェイス, 81,三浦皇, 0.6, 73,   5,   5, 1,  3.2, ⑫⑫
 6, 3,Ｆフレンドフィｰバｰ, 47,江田照, 0.4, 57,   9,* 14,10, 64.3,⑬⑬⑬, 6, 9,Ｇテルバイク, 71,松岡正, 0.9, 67,*  6,   1, 6, 11.3,⑩④⑥, 6, 8,Ｆビップセレブアイ, 76,ベリｰ, 0.5, 70,  -1,  -2, 3,  8.0, ⑩⑧, 6,13,Ｇリュシオル, 79,メンデ, 0.6, 73,   6,   4, 6, 11.7, ⑨⑩
 7,15,Ｈクシャトリア, 45,三浦皇, 0.4, 56,  12,   7,12, 99.1,⑨⑪⑨, 7, 3,Ｊヒカルジュピタｰ, 43,ベリｰ, 1.0, 65,   4,   3, 7, 21.6,⑥⑦⑦, 7, 3,Ｍマンゴプディング, 68,江田照, 0.8, 67,  -3,  -1,14,153.1, ⑭⑭, 7, 5,Ｈピュアチャプレット, 78,福永祐, 0.7, 73,   8,   1, 4,  7.0, ⑩⑧
 8, 9,Ａショウナンラピス, 58,後藤浩, 0.6, 51,  12,   3, 4, 13.3,⑤⑨⑧, 8, 8,Ｉニシノジャブラニ, 57,三浦皇, 1.7, 61,*  6,  -7, 4,  8.9,②②②, 8, 6,Ｊロジフェロｰズ, 70,田中勝, 1.0, 63,  -3,  -4,10, 81.5, ⑮⑮, 8, 4,Ｋウッドシップ, 76,後藤浩, 0.7, 73,* 14,  -8,10, 40.4, ①①
 9,12,Ｋコメックス, 42,石橋脩, 0.8, 52,   9,   9, 9, 56.7,⑭⑭⑭, 9, 4,Ｈアドマイヤトリック, 69,福永祐, 1.8, 62,   3,   0, 8, 28.0,⑨⑩⑩, 9, 1,Ｅキョウエイアシュラ, 77,メンデ, 1.2, 61,  -2,  -9, 7, 27.3, ⑨⑪, 9, 1,Ｏシャイニイチカ, 71,石橋脩, 0.8, 72,   4,   7,14,101.1, ⑭⑭
10, 7,Ｇマイネルバイカ, 46,松岡正, 0.9, 52,  11,   3, 5, 15.0,⑫⑫⑫,10, 6,Ｆリネンタキシｰド, 72,丸山元, 2.1, 58,*  6, -12,10,112.0,①①①,10,10,Ｋトムトム, 70,三浦皇, 1.2, 60,   1, -15,12,127.5, ⑤⑥,10, 6,Ｂダノンプリマドンナ, 81,小牧太, 0.9, 72,* 12,  -5, 3,  6.0, ②③
11, 1,Ｍドウデス, 40,丸山元, 1.1, 44,* 14, -11, 6, 32.6,①①①,,,,,,,,,,,,,11, 9,Ｉタマニュｰホｰプ, 73,丸山元, 1.2, 61,  -3,  -7,13,143.4, ⑬⑬,11,12,Ｅプラｰジュ, 79,田中勝, 0.9, 70,   3,   5, 8, 36.6, ⑯⑯
12, 4,Ｌライムフレｰバｰ, 41,嶋田純, 1.5, 45,   7,   3,15,441.9,⑮⑮⑮,,,,,,,,,,,,,12, 5,Ｈレッドストラｰダ, 74,吉田豊, 1.3, 59,*  5, -20, 4, 10.0, ④④,12, 8,Ｐマドモアゼルノン, 68,柴田大, 1.1, 71,   9,  -3,16,223.5, ⑤⑤
13,14,Ｉマイネルピエノ, 45,中谷雄, 1.5, 43,  10,  -6,14,310.3,⑩⑩⑪,,,,,,,,,,,,,13,14,Ｌトウショウフォアゴ, 70,石橋脩, 1.8, 53,  -2, -17, 8, 34.3, ⑫⑫,13, 7,Ｌシャインエフォｰト, 75,武士沢, 1.3, 68,   8,  -4,13, 45.8, ⑧⑦
14,10,Ｄコスモフェリシタル, 47,柴田大, 2.9, 33,* 13, -32, 7, 33.8,⑥③④,,,,,,,,,,,,,14,13,Ｏショウナンダンク, 62,柴田大, 1.9, 55,*  6, -30,11, 91.9, ②②,14,10,Ｆクレバｰクリス, 79,吉田豊, 2.0, 60,   3,  -4,15,174.0, ⑮⑮
15,13,Ｏトップグロｰリｰ, 22,大庭和, 7.2,-21,* 13, -92,13,272.6,③②③,,,,,,,,,,,,,15, 4,Ｎヒカルプリンス, 63,武士沢, 2.3, 48,*  5, -34,15,355.8, ③③,15,15,Ｍナンヨｰクイｰン, 74,江田照, 2.1, 63,   9, -12,12, 45.0, ⑦⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｉクリアザウェイ, 77,柴田善, 2.3, 60,   8, -13, 7, 17.5, ⑥⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
