11年10月16日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年10月16日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  ダ1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1600m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:不良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:不良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:-2),,,,,,,,,,,
単勝:310円 複勝:04=150円 08=150円 02=520円 枠連:630円,,,,,,,,,,,,単勝:260円 複勝:07=160円 02=500円 枠連:0円,,,,,,,,,,,,"単勝:520円 複勝:11=220円 03=430円 04=180円 枠連:1,100円",,,,,,,,,,,,"単勝:1,280円 複勝:04=260円 15=200円 11=130円 枠連:2,060円",,,,,,,,,,,
"馬連:620円 ワイド:04-08=280円 02-04=1,470円 02-08=1,300円",,,,,,,,,,,,"馬連:1,440円 ワイド:02-07=470円 05-07=160円 02-05=430円",,,,,,,,,,,,"馬連:6,060円 ワイド:03-11=1,810円 04-11=630円 03-04=1,120円",,,,,,,,,,,,"馬連:2,940円 ワイド:04-15=850円 04-11=530円 11-15=310円",,,,,,,,,,,
"馬単:1,040円 3連複:4,340円 3連単:17,270円",,,,,,,,,,,,"馬単:1,770円 3連複:820円 3連単:4,670円",,,,,,,,,,,,"馬単:10,100円 3連複:6,750円 3連単:54,490円",,,,,,,,,,,,"馬単:7,700円 3連複:2,110円 3連単:22,770円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝2000m 3 歳ｵｰﾌﾟﾝ(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,秋華賞 ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂシゲルオレンジ, 56,国分恭,, 62,  -2,  -1, 6,  9.5, ③③, 1,11, プレミアムブルｰ,---,和田竜,, 51,*-25,   5, 9, 36.4, ①①, 1,13,Ａソリタリｰキング, 88,岩田康,, 82,   6,* 20, 1,  2.9,⑥⑥⑤, 1, 4,Ｂアヴェンチュラ, 88,岩田康,, 87,* 20,   1, 2,  3.1,③③②
 2, 1,Ａドナメデュｰサ, 57,浜中俊, 0.0, 63,  -5,*  2, 1,  2.8, ④④, 2, 2, ドラゴネッティ,---,浜中俊, 0.2, 50, -32,  12, 2,  4.4, ⑦⑤, 2,14,Ｂタコ, 84,浜中俊, 0.3, 81,*  7,  15, 4,  6.9,③③③, 2, 1,Ｄキョウワジャンヌ, 88,飯田祐, 0.2, 86,  18,   3, 7, 22.2,⑥⑤③
 3, 4,Ｊエｰティｰドンタク, 42,国分優, 0.6, 54, -10,  -1,13,277.2, ⑥⑥, 3, 9, エｰシンスピｰダｰ,---,酒井学, 0.5, 42,*-26,  -1, 7, 32.3, ②②, 3, 2,Ｅメイショウスクラム, 79,武豊  , 0.5, 78,   6,  14, 6, 20.1,④④④, 3,12,Ｃホエｰルキャプチャ, 88,池添謙, 0.4, 84,  16,   4, 1,  2.2,⑧⑩⑦
 4, 3,Ｆシゲルカボス, 48,中村将, 0.7, 54, -13,   1, 9,116.4, ⑧⑧, 4, 5, アプフェルヴァイン,---,北村宏, 0.7, 50, -38,* 18,11,103.6, ⑫⑨, 4,10,Ｈプリティカポレイ, 77,小牧太, 0.5, 78,   5,* 18, 7, 20.6,⑪⑨⑨, 4,13,Ｎアカンサス, 75,横山典, 0.5, 85,  13,* 12,10, 68.8,⑰⑯⑮
 5, 8,Ｋヤマニンメンヒル, 33,小牧太, 0.8, 52,  -5,  -9, 5,  8.0, ⑤⑤, 5, 7, レッドグルｰヴァｰ,---,福永祐, 0.9, 41, -32,   3, 3,  5.1, ⑥⑦, 5, 6,Ｎディアアプロｰズ, 73,国分優, 0.6, 77,*  8,  11, 8, 38.3,①①①, 5, 2,Ｉリヴァｰレ, 79,江田照, 0.5, 83,  16,   3,12,102.8,⑫⑧⑩
 6, 6,Ｇアラディロｰザ, 45,後藤浩, 1.0, 50, -19,*  4, 4,  7.5, ⑪⑪, 6, 6, マイネルバイカ,---,松岡正, 0.9, 45, -36,   9,12,159.1, ⑨⑧, 6, 5,Ｊデスペラｰド, 76,後藤浩, 0.7, 77,   3,* 20, 5, 11.3,⑨⑬⑬, 6, 8,Ｅデルマドゥルガｰ, 81,武豊  , 0.6, 83,  14,*  7, 6, 21.8,⑮⑭⑯
 7, 5,Ｄデイジｰバロｰズ, 54,幸英明, 1.0, 50, -17,   1, 2,  4.1, ⑩⑩, 7, 3, シゲルカカオ,---,幸英明, 0.9, 37, -29,  -3, 8, 34.5, ④④, 7, 3,Ｆカリズマクレスト, 78,北村宏, 0.7, 77,   5,  15,13,191.2,⑦⑦⑦, 7,18,Ｆマルセリｰナ, 81,福永祐, 0.8, 82,  13,*  6, 3,  8.3,⑯⑰⑰
 8,11,Ｃデンコウベリル, 56,北村友, 1.1, 48, -13,  -5, 3,  7.4, ⑨⑨, 8, 4, タガノジョイナｰ,---,岩田康, 1.0, 45, -39,* 13, 6, 14.5, ⑪⑫, 8,11,Ｄディアビリｰヴ, 80,和田竜, 0.8, 76,*  7,  10, 2,  3.3,②②②, 8, 3,Ｈリトルダｰリン, 79,秋山真, 1.0, 79,  18,  -6,13,131.0,⑦⑥⑤
 9,13,Ｈリトルボス, 44,松岡正, 1.3, 47,*  3, -23, 7, 11.6, ②②, 9, 8, アイアンプラスワン,---,小牧太, 1.0, 44, -37,  11,10,103.3, ⑩⑩, 9,12,Ｋメイショウタクミ, 76,幸英明, 1.1, 75,   3,  14,12,116.8,⑭⑩⑫, 9, 7,Ｍマイネソルシエｰル, 76,柴田大, 1.2, 76,  16,  -7,18,250.5,⑨⑨⑪
10,12,Ｌトｰワオモカゲ, 24,渡辺薫, 1.5, 43,*  4, -28,11,195.8, ①①,10,10, ハギノタイクｰン,---,後藤浩, 1.1, 33,*-26, -10, 5, 11.1, ③③,10, 9,Ｇグッドカレラ, 78,国分恭, 1.2, 73,   5,  10, 9, 57.3,⑤⑤⑥,10, 9,Ｋエリンコｰト, 76,後藤浩, 1.3, 75,  16,  -9, 5, 18.3,⑭⑬⑨
11, 9,Ｍトップイｰジス, 22,和田竜, 2.3, 33, -28,  -6,10,124.5, ⑫⑫,11,12, ダノングｰグｰ,---,北村友, 2.1, 20, -29, -19, 1,  2.2, ⑤⑥,11, 7,Ｃテｰオｰストｰム, 83,藤岡康, 1.3, 73,   4,  11, 3,  5.5,⑧⑧⑧,11, 5,Ｐフレンチボウ, 70,和田竜, 1.4, 78,  12,   2,16,246.3,⑱⑱⑱
12, 7,Ｅセイチャリアット, 50,秋山真, 2.4, 31,  -9, -26, 8, 25.7, ⑦⑦,12, 1, オｰプンウォｰタｰ,---,武豊  , 2.6, 19, -36, -14, 4, 10.0, ⑧⑪,12, 1,Ｉツルマルシルバｰ, 77,花田大, 1.9, 70,   3,  10,14,282.1,⑩⑭⑭,12,17,Ｊレッドエレンシア, 79,田中勝, 1.6, 74,  15,  -7,11, 96.0,⑬⑮⑭
13,10,Ｉジツリキワンダｰ, 44,酒井学, 4.8, -1, -38, -29,12,196.8, ⑬⑬,,,,,,,,,,,,,13, 4,Ｍシゲルアサマヤマ, 75,北村友, 2.0, 67,   3,   6,10, 64.9,⑬⑫⑪,13,10,Ｑスピｰドリッパｰ, 69,北村宏, 2.3, 66,  16, -20,14,139.0,⑩⑪⑫
,,,,,,,,,,,,,,,,,,,,,,,,14, 8,Ｌタガノショｰタイム, 75,川田将, 2.2, 67,   4,   4,11, 99.5,⑫⑪⑩,14,16,Ｇカルマｰト, 80,安藤勝, 2.3, 66,  17, -25, 8, 22.8,⑤⑦⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,Ａマイネイサベル, 88,松岡正, 2.6, 65,  16, -25, 4, 16.1,⑪⑫⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,11,Ｒゼフィランサス, 68,柴原央, 2.7, 63,* 20, -37,17,247.1,②②④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 6,Ｏピュアブリｰゼ, 72,柴田善, 2.8, 62,  19, -34, 9, 29.9,④④⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,14,Ｌメモリアルイヤｰ, 76,浜中俊, 2.8, 61,* 25, -52,15,212.0,①①①
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:-2),,,,,,,,,,,
"単勝:950円 複勝:02=240円 01=150円 04=4,510円 枠連:950円",,,,,,,,,,,,"単勝:3,640円 複勝:11=540円 02=180円 09=720円 枠連:570円",,,,,,,,,,,,単勝:290円 複勝:13=160円 14=210円 02=440円 枠連:800円,,,,,,,,,,,,"単勝:310円 複勝:04=130円 01=360円 12=110円 枠連:2,840円",,,,,,,,,,,
"馬連:990円 ワイド:01-02=470円 02-04=12,040円 01-04=6,940円",,,,,,,,,,,,"馬連:6,670円 ワイド:02-11=1,930円 09-11=5,380円 02-09=1,470円",,,,,,,,,,,,"馬連:790円 ワイド:13-14=380円 02-13=1,010円 02-14=1,330円",,,,,,,,,,,,"馬連:3,100円 ワイド:01-04=860円 04-12=170円 01-12=590円",,,,,,,,,,,
"馬単:2,750円 3連複:42,970円 3連単:251,500円",,,,,,,,,,,,"馬単:19,200円 3連複:28,260円 3連単:324,110円",,,,,,,,,,,,"馬単:1,180円 3連複:3,780円 3連単:11,750円",,,,,,,,,,,,"馬単:4,250円 3連複:1,720円 3連単:12,680円",,,,,,,,,,,
■ 3R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 6R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 9R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  ダ1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,壬生特別,,,,,,,,,,,,京都ｵｰﾀﾑﾌﾟﾚﾐｱﾑ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｃデルマイザナミ, 60,岩田康,, 60,*-10,  -3, 2,  4.1, ③②, 1, 4,Ｂランブリングロｰズ, 76,福永祐,, 75,   3,  17, 1,  1.9,③④③, 1, 4,Ｊタガノラヴキセキ, 72,池添謙,, 76,*  5,   1, 4,  8.5, ③④, 1, 4,Ｅオオトリオウジャ, 83,小牧太,, 88,   3,* 22, 4, 15.8, ⑪⑧
 2,11,Ｅショウナンカンムリ, 56,武豊  , 0.3, 60, -14,*  1, 4,  6.2, ⑩⑩, 2, 8,Ｄレジュｰルダムｰル, 71,岩田康, 0.1, 75,   2,* 20, 3,  5.6,⑦⑦⑦, 2, 2,Ｍオｰセロワ, 66,北村友, 0.0, 75,*  8,  -2,13,105.8, ①①, 2,14,Ａインペリアルマｰチ, 90,福永祐, 0.2, 85,* 12,   8, 1,  1.3, ②②
 3, 9,Ｄストラスペイ, 58,福永祐, 0.3, 58, -13,  -3, 3,  5.8, ⑥⑦, 3, 5,Ｆケイティロｰレル, 68,酒井学, 0.3, 73,   3,  16, 6, 41.2,⑤⑤⑤, 3,15,Ｇタマモコントラバス, 74,川田将, 0.0, 78,  -1,*  8, 3,  7.7, ⑨⑪, 3, 9,Ｋアドマイヤサガス, 78,岩田康, 0.8, 81,   7,   9, 5, 25.2, ⑤④
 4,14,Ｆジョウショｰキング, 51,国分恭, 0.5, 57, -15,   0, 6, 21.6, ⑫⑪, 4, 7,Ｃスイｰトベルモット, 71,安藤光, 0.4, 73,   1,* 19, 5, 17.7,⑧⑧⑧, 4,13,Ｈジョｰアカリン, 74,岩田康, 0.0, 77,   2,   5, 6, 16.2, ⑦⑦, 4, 1,Ｂトウショウカズン, 87,国分優, 1.1, 79,   3,  12, 3,  9.6, ⑨⑩
 5, 8,Ａプレザントライフ, 66,安藤勝, 0.5, 59, -15,*  1, 1,  2.5, ⑪⑫, 5, 1,Ａメロウメロディ, 77,幸英明, 0.6, 69,*  5,   9, 2,  2.8,①①①, 5, 3,Ｉビットスタｰダム, 72,幸英明, 0.1, 76,  -1,   6,10, 58.4, ⑩⑩, 5, 6,Ｇシゲルソウウン, 82,柴田善, 1.1, 79,   5,  10, 6, 44.8, ⑧⑦
 6,13,Ｂブルｰハｰツクライ, 63,和田竜, 0.6, 56, -13,  -8, 5,  6.2, ⑦⑤, 6, 2,Ｈミキノクレシェンド, 64,国分恭, 1.1, 65,*  4,   5, 7, 58.8,②②②, 6,11,Ｌリッカコウユウ, 67,和田竜, 0.2, 75,   2,   2,14,301.3, ⑥⑥, 6,12,Ｃメイショウデイム, 85,武豊  , 1.2, 78,   7,   7, 2,  7.7, ⑥⑥
 7, 3,Ｈフォルトファｰレン, 49,北村友, 0.9, 56, -18,*  1, 7, 31.9, ⑭⑭, 7, 3,Ｅセイピｰシｰズ, 68,秋山真, 1.2, 64,   3,   6, 8, 85.3,④③④, 7, 1,Ｃブラｰニｰストｰン, 76,国分恭, 0.2, 76,  -8,* 11, 5, 10.6, ⑮⑮, 7,11,Ｆキングオブヘイロｰ, 83,横山典, 1.3, 76,* 12,  -1, 8, 60.7, ①①
 8, 2,Ｎドｰントレス, 43,中村将, 1.2, 43,* -8, -25,14,367.1, ①①, 8, 6,Ｇシｰライフ, 66,川島信, 2.1, 59,   2,   0, 4, 15.4,⑥⑥⑥, 8, 8,Ａエｰシンヒットマン, 79,藤岡康, 0.3, 71,*  7,  -5, 1,  1.8, ②②, 8,10,Ｊスピｰドアタック, 79,高田潤, 1.5, 76,   4,   7,14,359.7, ⑩⑪
 9,10,Ｌマキハタテノｰル, 45,小牧太, 1.3, 43,*-10, -22, 9,111.1, ④④,,,,,,,,,,,,, 9, 5,Ｋエイシンダヴィンチ, 71,浜中俊, 0.4, 73,  -5,   6,11, 66.9, ⑫⑫, 9, 3,Ｉウインプレミアム, 80,北村宏, 1.7, 75,  -1,  12,12,271.3, ⑫⑫
10, 7,Ｊコスモエスプレッソ, 46,幸英明, 1.5, 45, -17, -12,11,248.5, ⑬⑬,,,,,,,,,,,,,10, 6,Ｎマヤノアンズ, 66,四位洋, 0.5, 71,  -4,   3,12, 93.7, ⑪⑨,10, 8,Ｄトウショウクエスト, 83,池添謙, 1.8, 72,* 10,  -3, 9, 77.2, ③③
11, 5,Ｋマイネルイグアス, 46,柴田大, 1.6, 42, -14, -18,10,229.0, ⑧⑨,,,,,,,,,,,,,11, 9,Ｆアグネスウイッシュ, 74,福永祐, 0.6, 70,  -6,   5, 2,  6.9, ⑬⑬,11,13,Ｈフェイムロバリｰ, 80,川田将, 1.9, 72,   9,  -2,10,100.2, ④⑤
12,12,Ｇハｰトオブミニｰ, 50,熊沢重, 2.4, 32, -13, -33,12,320.9, ⑨⑥,,,,,,,,,,,,,12, 7,Ｂタｰニングポイント, 77,後藤浩, 0.9, 64,   4, -10, 7, 23.8, ④③,12, 2,Ｌメイショウイッキ, 77,石橋守, 1.9, 75,  -1,  11,11,230.7, ⑭⑭
13, 6,Ｉキョウワドリｰム, 47,渡辺薫, 3.3, 26, -13, -47,13,345.3, ⑤⑧,,,,,,,,,,,,,13,10,Ｅメイショウバレｰヌ, 74,武豊  , 1.1, 62,  -6,  -2, 8, 41.4, ⑭⑭,13, 5,Ｍハｰドウォン, 74,浜中俊, 2.4, 70,  -1,   6,13,314.9, ⑬⑬
14, 4,Ｍアマノスペリオｰル, 44,浜中俊, 3.7, 11,* -8, -60, 8, 49.4, ②③,,,,,,,,,,,,,14,12,Ｄタニノスバル, 76,秋山真, 1.2, 60,   3, -13, 9, 53.1, ⑤⑤,14, 7,Ｎキョウエイバサラ, 73,後藤浩, 2.9, 63,   5,  -6, 7, 59.4, ⑦⑨
,,,,,,,,,,,,,,,,,,,,,,,,15,14,Ｏショウナンタイリン, 65,酒井学, 1.3, 59,   0, -11,15,312.2, ⑧⑧,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:不良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:-4),,,,,,,,,,,
"単勝:410円 複勝:01=160円 11=160円 09=170円 枠連:1,120円",,,,,,,,,,,,単勝:190円 複勝:04=110円 08=180円 05=460円 枠連:0円,,,,,,,,,,,,"単勝:850円 複勝:04=300円 02=1,790円 15=270円 枠連:11,310円",,,,,,,,,,,,"単勝:1,580円 複勝:04=250円 14=110円 09=300円 枠連:730円",,,,,,,,,,,
