11年12月25日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年12月25日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝3110m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  芝1600m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
 9, 5,Ｂアｰトオブキング, 64,和田竜, 1.8, 52,   3, -20, 5, 13.4,③④③, 9, 5, シｰアクロス,,黒岩悠,217.8,,,,10,175.7,⑧⑧⑨, 9, 3,Ｊジｰクジオン, 56,国分恭, 1.5, 60,  14, -30,11,136.9, ④④, 9, 2,Ｄサンマルボス, 82,秋山真, 1.2, 74,*  6,   5,10, 40.1,⑤⑤⑥
10, 7,Ｉメイショウアサヒ, 51,飯田祐, 2.0, 51,   2, -19,11, 95.4,⑦⑦⑦,,,,,,,,,,,,,10,10,Ｉマイネルユリウス, 56,和田竜, 2.1, 56,* 18, -45, 5, 11.5, ②②,10, 8,Ｋメイショウタクミ, 77,石橋守, 1.2, 78,   2,  11,15,191.9,⑫⑫⑬
11,12,Ｇナイク, 55,川島信, 2.3, 48,   1, -19,13,261.9,⑨⑧⑨,,,,,,,,,,,,,11, 8,Ｍメイショウアキシノ, 47,武幸四, 2.1, 55,   7, -24,10, 83.8, ⑫⑫,11,13,Ｌマヤノゴクウ, 76,小牧太, 1.4, 73,   3,   7,11, 66.7,⑭⑬⑫
12, 1,Ｍハｰトオブミニｰ, 38,芹沢純, 2.6, 45,  -2, -17,10, 62.7,⑫⑫⑬,,,,,,,,,,,,,12, 2,Ｌリフレイン, 49,安部幸, 2.2, 55,   7, -25,13,472.9, ⑬⑬,12,16,Ｅエｰシンマダムジｰ, 82,幸英明, 1.6, 72,   5,   3, 5, 18.3,⑧⑩⑦
13,11,Ｊコスモフレイム, 47,松岡正, 3.0, 45,*  4, -31,12,113.5,⑤③⑥,,,,,,,,,,,,,13, 6,Ｋカネトシカトリｰヌ, 51,川島信, 2.8, 51,* 19, -55,12,218.8, ①①,13, 4,Ｆハジメレンジャｰ, 80,野元昭, 1.7, 71,   4,   4,13,100.6,⑩⑨⑩
14,16,Ｋリバｰマンサｰナ, 46,藤岡佑, 3.3, 46,  -6, -13,15,338.8,⑯⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,14,15,Ｇブリリアントシチｰ, 79,安部幸, 1.7, 70,   3,   5,12, 76.1,⑪⑪⑪
15, 3,Ｏサルサキャスケｰド, 35,高倉稜, 3.4, 44,  -4, -18,16,465.2,⑮⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,15, 1,Ｐグリッタｰテイル, 75,石橋脩, 1.8, 70,*  7,  -2, 6, 22.6,②②②
16,10,Ｎトウケイマネキネコ, 38,花田大, 4.3, 37,  -5, -27,14,279.3,⑬⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,16, 3,Ｎジｰルドリル, 75,武幸四, 1.8, 74,   0,   9,14,170.2,⑯⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:5),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:5),,,,,,,,,,,
単勝:160円 複勝:02=110円 04=150円 15=140円 枠連:550円,,,,,,,,,,,,"単勝:800円 複勝:09=240円 11=210円 02=330円 枠連:1,560円",,,,,,,,,,,,単勝:260円 複勝:13=120円 04=140円 07=200円 枠連:310円,,,,,,,,,,,,単勝:180円 複勝:09=110円 12=130円 11=410円 枠連:270円,,,,,,,,,,,
馬連:570円 ワイド:02-04=240円 02-15=190円 04-15=370円,,,,,,,,,,,,"馬連:2,160円 ワイド:09-11=650円 02-09=1,180円 02-11=1,010円",,,,,,,,,,,,馬連:450円 ワイド:04-13=190円 07-13=430円 04-07=580円,,,,,,,,,,,,馬連:280円 ワイド:09-12=150円 09-11=660円 11-12=870円,,,,,,,,,,,
"馬単:740円 3連複:600円 3連単:2,060円",,,,,,,,,,,,"馬単:5,040円 3連複:7,210円 3連単:42,530円",,,,,,,,,,,,"馬単:800円 3連複:1,390円 3連単:4,580円",,,,,,,,,,,,"馬単:380円 3連複:1,770円 3連単:4,380円",,,,,,,,,,,
■ 2R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 5R  芝2000m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  ダ1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,摩耶ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａマルカファイン, 57,浜中俊,, 66,* 11,*-12, 1,  1.9, ③③, 1, 7, ショウナンタケル,---,和田竜,, 48,*-17,* -7, 1,  2.0,②②②, 1,12,Ｂシルクドミニオン, 73,石橋脩,, 70,   4,* 10, 5,  8.5, ⑯⑯, 1, 4,Ｃサクラシャイニｰ, 84,浜中俊,, 87,  19,*  9, 4,  6.8, ⑦⑦
 2, 5,Ｉエスジｰブルｰム, 44,北村友, 0.1, 64,* 11, -13, 6, 14.0, ②②, 2, 9, ブランクヴァｰス,---,川田将, 0.2, 43,*-17,*-11, 2,  4.9,①①①, 2,11,Ｃスズカセクレタｰボ, 72,川田将, 0.0, 76,* 20,  -4, 1,  4.0, ②②, 2,16,Ａアイアムルビｰ, 86,秋山真, 0.0, 87,* 21,   5, 1,  2.5, ③③
 3,16,Ｂアｰスパイプ, 57,幸英明, 0.5, 60,   8, -13, 2,  4.6, ⑤⑤, 3, 4, ゴｰゴｰクリス,---,幸英明, 0.5, 41, -18, -12, 6, 12.2,⑤⑤④, 3,15,Ｄアイスメアｰ, 72,秋山真, 0.1, 75,* 18,  -3, 7, 16.0, ③③, 3, 5,Ｅセイカプリコｰン, 82,和田竜, 0.2, 85,  19,   6, 3,  6.8, ⑤⑥
 4, 2,Ｍミヤジチョビ, 40,和田竜, 0.6, 60,* 11, -16, 3,  8.7, ④④, 4, 6, コパノウェルス,---,藤岡佑, 0.7, 40, -18, -14, 3,  7.2,⑥⑥⑤, 4, 9,Ａナガラダンディ, 74,川島信, 0.4, 70,  16,  -4, 4,  5.3, ⑥⑦, 4,15,Ｂフィｰルドシャイン, 85,幸英明, 0.5, 82,  16,*  9, 7, 22.3, ⑪⑪
 5,11,Ｅアスコットシチｰ, 52,藤岡佑, 0.6, 58,   6,*-12, 7, 14.4, ⑥⑥, 5, 5, ヒデノクｰザ,---,北村友, 1.0, 36, -19, -15, 7, 18.6,⑦⑦⑧, 5, 6,Ｆラパヌイ, 70,浜中俊, 0.7, 69,  17,  -8, 6, 11.7, ⑤⑤, 5, 6,Ｇトウショウクエスト, 80,小牧太, 0.8, 79,  20,   0,10, 46.7, ④④
 6, 1,Ｃキタサンウンリュｰ, 56,武幸四, 0.6, 62,* 13, -19, 4, 12.4, ①①, 6, 2, タイセイハリケｰン,---,小牧太, 1.3, 35, -22, -12, 9, 57.5,⑨⑨⑩, 6, 8,Ｇサマｰソング, 70,幸英明, 0.8, 68,  17,  -9, 2,  4.1, ④④, 6, 3,Ｊヤマノサファイア, 79,高倉稜, 0.9, 78,  14,   7, 5,  8.0, ⑫⑧
 7,13,Ｈエトワｰルセブン, 46,小牧太, 1.3, 49,  -4,* -9,10,128.1, ⑭⑬, 7, 8, サンライズマハティ,---,浜中俊, 1.3, 31,*-17, -25, 4,  9.9,③③③, 7,10,Ｎマヤノクレド, 61,小林徹, 1.0, 64,  10,  -4,14,182.2, ⑫⑩, 7,11,Ｄスリｰボストン, 84,北村友, 1.1, 78,* 22,  -5, 6, 11.8, ②②
 8, 4,Ｄナリタウィッシュ, 52,国分恭, 1.9, 44,  -2, -15, 9, 31.1, ⑩⑩, 8, 1, テイエムセイリュウ,---,国分恭, 1.4, 33, -22, -15, 8, 23.1,⑩⑩⑨, 8, 1,Ｋクリスタルヒル, 66,野元昭, 1.0, 61,   7,  -1,12,108.7, ⑭⑮, 8,10,Ｋイチエイクリッパｰ, 78,石橋脩, 1.1, 74,  10,* 10, 9, 44.0, ⑭⑭
 9, 6,Ｏシェｰンガルテン, 38,高倉稜, 2.0, 43,  -6, -13,11,207.3, ⑬⑭, 9,12, ハクユウマンボ,---,高倉稜, 1.6, 29, -19, -24,12,251.6,⑧⑧⑦, 9, 2,Ｈニザエモン, 67,小牧太, 1.1, 66,* 20, -14, 3,  5.0, ①①, 9,12,Ｉハイロｰラｰ, 79,小坂忠, 1.2, 72,  10,*  9,11, 67.1, ⑮⑮
10,15,Ｇウインクルチャチャ, 49,川田将, 2.6, 38,  -2, -22, 5, 13.9, ⑫⑨,10, 3, アリストクラシｰ,---,秋山真, 2.7, 22, -26, -23, 5, 11.0,⑪⑪⑪,10,14,Ｍキングウェリナ, 63,松岡正, 1.1, 61,   8,  -3, 9, 64.7, ⑬⑭,10, 9,Ｐジｰトップキセキ, 72,小林徹, 1.2, 77,  16,   2,13,204.1, ⑨⑩
11,14,Ｎカシノグリｰディ, 38,野元昭, 3.3, 32,  -2, -28,14,481.8, ⑪⑪,11,10, マルハチマｰス,---,安部幸, 2.9, 20, -26, -25,11,207.3,⑫⑫⑫,11,13,Ｅミヤジシェンロン, 71,熊沢重, 1.2, 65,  16, -11, 8, 26.7, ⑦⑥,11,14,Ｈアイディンパワｰ, 79,熊沢重, 1.4, 74,  14,   3, 8, 27.3, ⑩⑫
12, 9,Ｐスタｰマックス, 11,オドノ, 3.3, 34, -11, -19,12,288.3, ⑯⑮,12,11, クイｰンダンス,---,野元昭, 4.5, -8, -18, -68,10,101.6,④④⑥,12,16,Ｊネオスペチアｰレ, 67,高倉稜, 1.2, 62,  11,  -7,15,352.4, ⑩⑨,12, 2,Ｎイセノスバル, 76,芹沢純, 1.4, 72,  16,  -1,14,227.3, ⑧⑨
13,10,Ｊメイショウシンペイ, 40,飯田祐, 3.5, 33, -10, -21,13,311.9, ⑮⑯,,,,,,,,,,,,,13, 5,Ｌグランデワイルド, 64,安部幸, 1.4, 60,  12, -10,13,126.7, ⑪⑧,13, 8,Ｆパｰフェクトラン, 81,岩崎祐, 1.5, 71,  10,   6,16,439.1, ⑬⑬
14, 8,Ｌリバｰリンカｰン, 40,森一馬, 3.5, 32,   0, -31,15,524.9, ⑧⑫,,,,,,,,,,,,,14, 3,Ｉキクノベリｰタ, 67,国分恭, 2.1, 53,  10, -13,10, 71.6, ⑨⑬,14, 1,Ｌリッカアリュｰル, 78,野元昭, 3.1, 63,* 23, -23,12,152.4, ①①
15,12,Ｋチクシタイショウ, 40,草野太, 3.6, 31,   2, -33,16,581.7, ⑨⑦,,,,,,,,,,,,,15, 4,Ｏネオファンシｰ, 51,和田竜, 2.5, 49,   7, -14,11, 97.0, ⑮⑫,15,13,Ｏハクバドウジ, 76,安部幸, 3.3, 60,  20, -21,15,304.1, ⑥⑤
16, 3,Ｆラウレア, 50,安部幸, 3.8, 28,   2, -36, 8, 27.5, ⑦⑧,,,,,,,,,,,,,16, 7, コホウノカガヤキ,---,上野翔, 2.9, 47,  12, -21,16,393.6, ⑧⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-15 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:5),,,,,,,,,,,
"単勝:190円 複勝:07=120円 05=240円 16=140円 枠連:1,140円",,,,,,,,,,,,単勝:200円 複勝:07=120円 09=170円 04=240円 枠連:510円,,,,,,,,,,,,"単勝:850円 複勝:12=230円 11=190円 15=380円 枠連:2,120円",,,,,,,,,,,,単勝:680円 複勝:04=190円 16=130円 05=170円 枠連:430円,,,,,,,,,,,
馬連:930円 ワイド:05-07=360円 07-16=190円 05-16=840円,,,,,,,,,,,,馬連:630円 ワイド:07-09=270円 04-07=370円 04-09=930円,,,,,,,,,,,,"馬連:1,930円 ワイド:11-12=710円 12-15=1,320円 11-15=1,110円",,,,,,,,,,,,馬連:870円 ワイド:04-16=340円 04-05=600円 05-16=300円,,,,,,,,,,,
"馬単:1,320円 3連複:1,480円 3連単:5,890円",,,,,,,,,,,,"馬単:790円 3連複:2,180円 3連単:6,610円",,,,,,,,,,,,"馬単:4,230円 3連複:7,510円 3連単:43,010円",,,,,,,,,,,,"馬単:2,210円 3連複:1,610円 3連単:9,730円",,,,,,,,,,,
■ 3R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 6R  ダ1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 9R  芝2400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  芝1600m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,江坂特別,,,,,,,,,,,,2011ﾌｧｲﾅﾙｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ａカネトシアブニｰル, 69,熊沢重,, 54,* -2, -19, 4,  8.9,⑥⑥④, 1, 9, メイショウゲンブ,---,秋山真,, 70,*  6,* -2, 3,  4.9, ①①, 1, 8,Ａロｰドラテアｰト, 89,川田将,, 80,  -2,* 11, 1,  1.9,⑥④④, 1,13,Ａコスモセンサｰ, 90,幸英明,, 91,* 24,  -3, 3,  7.1, ④④
 2, 6,Ｆダノンキセキ, 57,浜中俊, 0.1, 53,  -3, -20, 1,  3.3,⑤④⑥, 2, 6, クレバｰウルフ,---,高倉稜, 0.2, 67,   2,*  1, 1,  3.9, ⑥④, 2, 7,Ｄモｰニングフェイス, 76,川島信, 0.0, 82,  -2,* 10, 6, 29.1,⑦⑦⑤, 2,14,Ｉフライングアップル, 81,田面木, 0.2, 89,  16,*  7,17,179.5, ⑱⑱
 3, 9,Ｌスカイディグニティ, 49,小牧太, 0.2, 52,  -6,*-15, 3,  7.7,⑬⑫⑩, 3, 3, ヴァンヌｰヴォｰ,---,北村友, 1.3, 57,   0,  -6, 4,  6.0, ⑨⑨, 3, 2,Ｅゴットラウディｰ, 76,北村友, 0.1, 77,*  0,   6, 3,  4.3,②③②, 3,17,Ｂエアラフォン, 89,川田将, 0.2, 90,  20,*  0, 1,  2.1, ⑧⑧
 4, 5,Ｄマイネルアクロス, 60,和田竜, 0.3, 53,  -4, -19, 5, 10.0,⑧⑧⑨, 4, 2, リバｰタイキ,---,藤岡佑, 1.3, 58,   2,  -9, 5,  8.1, ⑤⑧, 4, 6,Ｆトラストワン, 75,藤岡佑, 0.2, 80,  -3,* 10, 7, 46.7,⑤⑥⑥, 4,15,Ｃオｰトドラゴン, 88,芹沢純, 0.3, 88,  20,  -2, 6, 18.2, ⑭⑩
 5, 8,Ｈトニフィカｰレ, 53,高倉稜, 0.7, 48,  -7,*-17,12, 71.9,⑪⑪⑫, 5, 5, キョウワイザベル,---,国分恭, 1.3, 57,   0,  -6, 7, 13.9, ⑩⑦, 5, 1,Ｂカノンコｰド, 79,浜中俊, 0.4, 73,* -1,   1, 2,  4.2,①①①, 5, 4,Ｍアドマイヤコマンド, 80,秋山真, 0.4, 87,  19,*  0,12, 50.0, ⑩⑫
 6, 4,Ｃストレｰトラブ, 61,北村友, 0.7, 48,  -6, -22, 8, 23.1,⑩⑩⑪, 6, 7, オレハメジャｰ,---,和田竜, 2.0, 52,  -4,  -5, 2,  4.0, ⑫⑫, 6, 5,Ｃハｰドダダンダン, 78,オドノ, 0.4, 75,  -2,   5, 4,  8.2,③②③, 6, 5,Ｆダンツホウテイ, 85,武幸四, 0.4, 87,  21,  -4, 5, 12.8, ⑦⑥
 7, 7,Ｇエｰシンハッブル, 56,川田将, 0.9, 46,  -9,*-18, 6, 10.6,⑮⑭⑬, 7,12, ホワイトドレス,---,安部幸, 2.2, 50,  -3,  -9, 8, 29.7, ⑪⑩, 7, 4,Ｇロザリオ, 69,小牧太, 0.7, 74,  -3,   5, 5, 18.1,⑧⑧⑧, 7, 8,Ｐヤマニンウイスカｰ, 75,安部幸, 0.6, 84,  21,  -7,16,160.7, ⑥⑦
 8, 2,Ｍオスカｰバロｰズ, 48,幸英明, 1.0, 44,  -5, -29,10, 40.2,⑦⑦⑧, 8, 8, ホワイトフェイス,---,川田将, 2.3, 52,*  5, -19, 6, 12.9, ②⑥, 8, 3,Ｈキョウワシャドｰ, 68,熊沢重, 1.9, 61,  -3, -12, 8,105.3,④⑤⑦, 8,18,Ｋサワヤカラスカル, 80,国分恭, 0.6, 85,  19,  -2,11, 47.6, ⑬⑯
 9,10,Ｂミュｰジックドラマ, 63,武幸四, 1.1, 43,  -3, -32, 7, 14.0,⑨⑨⑦, 9,14, メイショウタマモ,---,飯田祐, 2.5, 50,   3, -18,13,153.6, ⑦⑤,,,,,,,,,,,,, 9, 2,Ｅセイクリッドバレｰ, 86,浜中俊, 0.6, 86,  19,  -2, 2,  5.8, ⑮⑭
10, 1,Ｅサンライズトゥルｰ, 60,石橋脩, 1.6, 41,  -3, -40, 2,  3.5,③③⑤,10, 1, エンシェントデイズ,---,小坂忠, 2.7, 44,  -5, -11,14,186.0, ⑬⑭,,,,,,,,,,,,,10,16,Ｌトゥニｰポｰト, 80,北村友, 0.7, 83,  20,  -7,10, 35.8, ⑪⑨
11,14,Ｋキョウワドリｰム, 49,国分恭, 1.7, 39,* -2, -45,15,352.6,②②②,11,10, スズカサリュｰト,---,幸英明, 3.0, 47,*  5, -26,10, 51.9, ③②,,,,,,,,,,,,,11,11,Ｊドリｰムゼニス, 81,藤岡佑, 0.7, 86,  18,  -3, 9, 32.0, ⑯⑮
12, 3,Ｏマイネルフェイブル, 44,松岡正, 2.0, 39,  -9, -33, 9, 31.8,⑫⑬⑭,12, 4, キタサンカイザｰ,---,小林徹, 3.2, 43,  -7, -13,12,122.4, ⑭⑬,,,,,,,,,,,,,12, 3,Ｄホッカイカンティ, 86,石橋脩, 0.9, 82,  20,  -9, 4, 12.6, ⑨⑪
13,13,Ｊジョウノナタリｰ, 50,安部幸, 2.5, 34, -10, -34,14,224.2,⑭⑮⑮,13,13, リアユニヴァｰス,---,武幸四, 3.7, 42,*  5, -32,11, 77.7, ④③,,,,,,,,,,,,,13, 6,Ｎドモナラズ, 79,高倉稜, 1.0, 80,  16,  -5,13, 87.0, ⑰⑰
14,15,Ｐトウショウジュピタ, 34,川島信, 2.8, 37,* -1, -58,16,411.5,④⑤③,14,11, エｰシンミュルｰズ,---,小牧太, 4.1, 38,  -1, -25, 9, 41.1, ⑧⑪,,,,,,,,,,,,,14,10,Ｏアンノルｰチェ, 78,川島信, 1.1, 81,  23, -17,15,139.8, ③③
15,12,Ｎウィズインサンデイ, 46,野元昭, 4.0,  6,* -2, -79,13,152.5,①①①,,,,,,,,,,,,,,,,,,,,,,,,,15, 7,Ｇツルマルネオ, 83,熊沢重, 1.2, 79,  23, -17, 7, 18.4, ⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｒマヤノツルギ, 68,小林徹, 1.4, 74,* 25, -26,18,383.5, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,12,Ｑマイネルファルケ, 70,和田竜, 1.5, 75,* 25, -28,14,138.0, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 1,Ｈエｰシンジャッカル, 82,小牧太, 1.6, 74,  19, -16, 8, 19.4, ⑫⑬
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:86 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:5),,,,,,,,,,,
単勝:890円 複勝:16=260円 06=150円 09=230円 枠連:910円,,,,,,,,,,,,単勝:490円 複勝:09=180円 06=150円 03=190円 枠連:820円,,,,,,,,,,,,単勝:190円 複勝:08=110円 07=290円 02=140円 枠連:0円,,,,,,,,,,,,"単勝:710円 複勝:13=230円 14=2,150円 17=140円 枠連:5,000円",,,,,,,,,,,
