11年 1月16日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 1月16日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,,,,,,,,,,,,,■ 7R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝1800m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
11,10,Ｌトウショウドライヴ, 44,ベリｰ, 3.1, 42,  -3, -13,11, 99.2,⑩⑦⑨,11, 1, ハマッコ,---,千葉直, 3.5, 40,  -8, -15,15,145.2,⑭⑭⑭,11,13,Ｂサスティナブル, 77,丸山元, 1.4, 62,* 10, -12, 2,  3.4, ②②,11,16,Ｄマリアビスティｰ, 71,北村宏, 1.4, 65,  11, -21,11, 52.2,⑫⑨⑨
12, 3,Ｍスイｰトソワレ, 32,中谷雄, 4.8, 32,  -5, -24,14,281.5,⑨⑩⑫,12,10, クィｰンシバ,---,田辺裕, 3.5, 35,   1, -36, 6, 21.3,⑤⑤④,12,14,Ｏワイルドジョイ, 56,田辺裕, 1.6, 60,   7, -10, 6, 14.2, ⑥⑥,12,11,Ａスマｰトロビン, 76,内田博, 1.6, 65,   8, -19, 1,  2.5,⑯⑭⑩
13, 8,Ｎユウキベル, 31,小林淳, 5.6, 27,  -7, -26,15,290.7,⑫⑬⑬,13,15, スカイミラクル,---,岩部純, 3.7, 37,  -7, -20,13,108.7,⑪⑫⑬,13, 2,Ｊシルバｰフェザント, 64,勝浦正, 1.6, 60,   6, -10,14,149.1, ④④,13,15,Ｐスリｰケインズ, 52,西田雄, 1.7, 64,   7, -15,16,333.3,⑮⑯⑯
14,11,Ａフクシア, 62,田中博,33.1,33.1---, -51, ---, 4, 10.1,⑭⑭⑭,14, 9, アｰティチョｰク,---,横山義, 4.3, 32,  -3, -35,11, 75.9,⑨⑩⑪,14, 9,Ｎカシノカルミア, 56,二本柳, 1.7, 55,  -4,  -1,13,136.5, ⑯⑯,14, 9,Ｊジャｰビス, 65,横山典, 2.1, 58,* 15, -40, 3,  5.3,①①①
,,,,,,,,,,,,15, 4, ハンプトンコｰト,---,三浦皇, 4.3, 32,   1, -42, 3,  5.3,④④⑥,15, 8,Ｉキングオバマ, 64,クラス, 1.9, 54,   0,  -7,10, 64.5, ⑬⑫,15, 7,Ｍコウヨウレジェンド, 63,柴田善, 2.4, 56,  12, -39, 5, 16.7,⑥⑥⑥
,,,,,,,,,,,,,,,,,,,,,,,,16, 7,Ｐラブルビｰ, 51,田中勝, 2.3, 52,  -1,  -9,15,218.0, ⑩⑬,16,14,Ｅノヴァグロリア, 69,中舘英, 2.5, 58,   8, -30,12, 52.3,⑧⑫⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:0),,,,,,,,,,,
"単勝:380円 複勝:09=170円 05=940円 07=280円 枠連:2,950円",,,,,,,,,,,,"単勝:2,420円 複勝:11=550円 05=220円 12=150円 枠連:1,710円",,,,,,,,,,,,"単勝:250円 複勝:16=130円 10=280円 11=260円 枠連:1,310円",,,,,,,,,,,,"単勝:470円 複勝:02=190円 10=690円 05=460円 枠連:1,000円",,,,,,,,,,,
"馬連:12,050円 ワイド:05-09=2,740円 07-09=510円 05-07=4,210円",,,,,,,,,,,,"馬連:8,480円 ワイド:05-11=2,360円 11-12=1,070円 05-12=440円",,,,,,,,,,,,"馬連:1,170円 ワイド:10-16=530円 11-16=470円 10-11=1,080円",,,,,,,,,,,,"馬連:6,600円 ワイド:02-10=1,590円 02-05=990円 05-10=6,290円",,,,,,,,,,,
"馬単:23,080円 3連複:19,990円 3連単:135,880円",,,,,,,,,,,,"馬単:22,160円 3連複:6,640円 3連単:95,450円",,,,,,,,,,,,"馬単:1,690円 3連複:3,150円 3連単:11,450円",,,,,,,,,,,,"馬単:11,240円 3連複:24,700円 3連単:156,000円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 6R  芝2000m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1800m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,初凪賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａバトルヴァイヤマン, 68,的場勇,, 60,*  6, -14, 1,  1.5,②②②, 1,10, ニシノキミヨ,---,勝浦正,, 42,*-24,  -1, 6, 19.8,④④③, 1, 1,Ｂガンマｰバｰスト, 83,松岡正,, 83,* 16,   2, 1,  1.7,②②②, 1,13,Ｅトップオブピｰコイ, 76,田中勝,, 75,   1,*  6, 4,  8.9, ⑫⑩
 2,10,Ｐエンジェルムｰン, 19,木幡初, 0.3, 55,   2,* -8,11,175.1,⑨⑨⑥, 2,14, クレバｰホｰク,---,大野拓, 0.0, 42,*-24,  -3,11, 53.6,①①①, 2, 3,Ｍマイネルオベリスク, 77,クラス, 0.1, 83,  14,   5, 7, 21.7,⑦⑧⑤, 2, 2,Ｂキングレオポルド, 79,ベリｰ, 0.0, 75,   1,*  6, 1,  1.7, ⑩⑥
 3,14,Ｏクラリスピンク, 31,吉田豊, 0.8, 49,   0,*-10, 8, 43.4,⑬⑬⑫, 3, 6, プラウドイｰグル,---,石橋脩, 0.1, 44, -26,   1, 2,  3.4,⑥⑥⑥, 3,12,Ｃトップキングダム, 82,内田博, 0.2, 84,  10,* 12, 3,  8.7,⑫⑫⑪, 3,15,Ｈコアレスカポｰテ, 73,石橋脩, 0.1, 75,   5,   1,11, 51.3, ⑥④
 4, 1,Ｂエルサント, 62,北村宏, 0.9, 49,*  6, -22, 4, 11.8,①①①, 4,11, ケイアイカミカゼ,---,蛯名正, 0.3, 42, -29,*  2, 4,  7.3,⑨⑧⑧, 4, 5,Ｆマチカネヒヨドリ, 81,三浦皇, 0.8, 78,  11,   4,13,106.7,⑪⑩⑧, 4,11,Ｎリネンパズル, 63,中舘英, 0.2, 75,*  9,  -4,14,155.0, ①①
 5,13,Ｃモンク, 60,三浦皇, 1.0, 49,   1, -13, 3, 10.8,⑩⑪⑬, 5,12, レッドジョｰカｰ,---,内田博, 0.4, 42, -29,   0, 1,  2.8,⑦⑦⑦, 5, 2,Ｎジェネラルノブレス, 75,石橋脩, 0.9, 76,* 16,  -6, 6, 15.2,①①①, 5, 9,Ｌシンボリマルセイユ, 72,クラス, 0.2, 73,   4,   1, 7, 33.9, ⑨⑨
 6,11,Ｆコスモミアモｰレ, 50,中谷雄, 1.3, 48,  -2,*-11,15,410.1,⑯⑯⑯, 6, 8, クｰドボル,---,丸山元, 0.7, 40, -30,*  2, 5, 19.4,⑩⑨⑨, 6, 7,Ｈビッグジャンパｰ, 80,大野拓, 1.0, 77,  10,   7, 4, 12.4,⑬⑬⑫, 6,12,Ｃコウヨウサンデｰ, 78,横山典, 0.3, 71,   5,  -2, 3,  8.8, ⑤⑪
 7, 6,Ｈデルマアプサラス, 45,クラス, 1.3, 48,   3, -19, 6, 20.8,⑤⑦⑤, 7, 9, チェンジユアセルフ,---,三浦皇, 0.9, 41, -32,*  4,14,138.9,⑬⑫⑩, 7, 9,Ａメイショウツチヤマ, 84,柴田善, 1.0, 74,  15,  -3, 2,  7.4,⑧⑦⑥, 7, 8,Ｄヤマニンプロロｰグ, 76,伊藤工, 0.3, 70,  -2,   5,12, 52.1, ⑬⑮
 8,16,Ｉマイネルゴラッソ, 44,ベリｰ, 1.4, 48,   3, -19, 5, 13.2,⑪⑧⑧, 8, 7, アイアイドリｰミｰ,---,後藤浩, 1.0, 29, -25, -13,13,123.1,⑤⑤⑤, 8, 8,Ｄヌｰサ, 82,北村宏, 1.0, 76,* 15,  -5,16,160.2,③③③, 8, 7,Ｉバロンダンス, 72,内田博, 0.3, 74,   3,   2,10, 47.0, ⑪⑫
 9, 5,Ｄアサクサアクセル, 58,内田博, 1.9, 45,   2, -21, 2,  6.0,⑧⑩⑩, 9, 4, ミヤビコンクエスト,---,吉田豊, 1.2, 26,*-24, -18, 3,  4.8,③③④, 9, 4,Ｐカシマストロング, 71,田中勝, 1.0, 81,   7,* 12, 9, 35.3,⑯⑯⑯, 9,10,Ｆレイクエルフ, 74,武士沢, 0.3, 71,  -3,*  6, 8, 34.0, ⑭⑬
10, 4,Ｅダｰリブ, 53,勝浦正, 1.9, 46,   0, -16,10,157.2,⑭⑭⑭,10,16, マイネルフランク,---,ベリｰ, 1.3, 23,*-25, -22, 9, 42.2,②②②,10,10,Ｉオリオンザアルファ, 79,田辺裕, 1.3, 75,   9,   3,10, 52.7,⑭⑭⑮,10, 6,Ｏメジロチャンプ, 62,江田照, 0.4, 69,  -6,*  7,15,158.4, ⑯⑯
11, 9,Ｋカイシュウウルフ, 43,大野拓, 2.1, 42,   0, -19,14,310.4,⑫⑫⑨,11, 3, トップオブプレイズ,---,丸田恭, 3.2, 11, -35, -21,10, 45.8,⑫⑭⑭,11,14,Ｅベルスリｰブ, 82,横山典, 1.3, 75,  11,   1, 5, 13.6,⑨⑪⑬,11, 4,Ｊオモイデサクラ, 72,後藤浩, 0.6, 67,   4,  -4, 6, 19.7, ⑧⑧
12, 2,Ｌクレバｰジブラル, 41,武士沢, 3.2, 32,   4, -37, 9,119.7,③④④,12, 2, ニシノマッシグラ,---,江田照, 3.4,  8, -32, -30,12, 87.0,⑯⑬⑬,12,11,Ｋマッドマックス, 79,的場勇, 1.4, 78,  14,  -7,11, 64.4,⑥⑤④,12, 3,Ａホットチリペッパｰ, 80,宮崎北, 0.6, 68,   5,  -6, 5, 15.6, ④⑦
13,15,Ｍカモンダウン, 34,吉田隼, 3.5, 37,  -1, -29,16,523.1,⑮⑮⑮,13,13, ヤマニンクラバット,---,柴山雄, 3.5,  2, -31, -36,15,154.3,⑪⑪⑪,13,15,Ｊリバイバルシチｰ, 79,吉田隼, 1.8, 74,  13,  -7,15,142.3,⑩⑨⑩,13, 5,Ｇタｰニングポイント, 74,蛯名正, 0.7, 67,*  8,  -9, 2,  6.5, ②②
14, 3,Ｇエステｰファイタｰ, 47,宮崎北, 4.4, 29,   4, -46,12,177.9,⑥⑤⑦,14, 5, ニシノカゴツルベ,---,伊藤工, 3.9,  9, -38, -23,16,157.4,⑮⑮⑮,14,13,Ｇドリｰムリバイバル, 81,中谷雄, 2.1, 71,  10,  -3,12, 72.7,⑮⑮⑭,14,14,Ｋビラゴｰティアラ, 72,水口優, 0.8, 66,   5,  -8,13,123.9, ⑦⑤
15,12,Ｊテンペスタ, 44,柴山雄, 4.7, 28,*  5, -52, 7, 21.5,④③③,15,15, スタｰメイカｰ,---,田中勝, 5.0,-16, -31, -58, 8, 39.8,⑧⑩⑫,15,16,Ｌタイセイワイルド, 78,蛯名正, 2.7, 65,  15, -18, 8, 26.4,④⑥⑨,15, 1,Ｍブルｰムｰンピサ, 68,三浦皇, 1.0, 61,  -4,  -2, 9, 46.1, ⑮⑭
16, 7,Ｎサクラレインボｰ, 33,小島太, 5.2, 28,   4, -52,13,234.4,⑦⑥⑪,16, 1, ハイエストリガｰド,---,横山典,10.1,-68, -39, ---, 7, 35.6,⑭⑯⑯,16, 6,Ｏトウカイライフ, 73,江田照, 3.9, 59,  15, -27,14,107.7,⑤④⑦,16,16,Ｐレッドリップス, 61,北村宏, 1.9, 51,*  8, -25,16,226.4, ③③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-17 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,
