11年 8月20日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 8月20日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝2200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,16,12,Ｏフォレストシｰン, 40,小林淳, 2.2, 34, -10, -17,16,297.7,   ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17, 1,Ｍカディッシュ, 48,中谷雄, 2.4, 31, -14, -17,17,356.1,   ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 5,Ｑクｰファバステト, 34,小野寺, 2.8, 25, -22, -17,18,592.9,   ,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,
単勝:570円 複勝:08=220円 07=160円 09=770円 枠連:680円,,,,,,,,,,,,"単勝:1,710円 複勝:10=280円 15=140円 17=160円 枠連:1,800円",,,,,,,,,,,,単勝:450円 複勝:13=150円 03=140円 11=160円 枠連:540円,,,,,,,,,,,,単勝:270円 複勝:02=150円 03=170円 05=540円 枠連:750円,,,,,,,,,,,
"馬連:840円 ワイド:07-08=320円 08-09=1,530円 07-09=930円",,,,,,,,,,,,"馬連:2,460円 ワイド:10-15=580円 10-17=1,120円 15-17=330円",,,,,,,,,,,,馬連:730円 ワイド:03-13=310円 11-13=320円 03-11=320円,,,,,,,,,,,,"馬連:730円 ワイド:02-03=360円 02-05=1,680円 03-05=2,530円",,,,,,,,,,,
"馬単:1,980円 3連複:4,770円 3連単:25,440円",,,,,,,,,,,,"馬単:6,930円 3連複:4,540円 3連単:40,530円",,,,,,,,,,,,"馬単:1,560円 3連複:850円 3連単:4,390円",,,,,,,,,,,,"馬単:1,090円 3連複:8,900円 3連単:28,330円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 5R  ダ1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝3250m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■11R  芝1400m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,新潟ｼﾞｬﾝﾌﾟｽﾃｰｸｽ,,,,,,,,,,,,長岡ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａスノウプリンス, 65,田辺裕,, 63,  -7,*  7, 3,  8.4, ⑨⑨, 1,14, フリスコベイ,---,福永祐,, 52,  -8,* -3, 1,  2.3, ④③, 1,11, クリｰバレン,,山本康,,,,, 3,  8.5,⑦③④, 1, 3,Ｃニシノステディｰ, 80,大野拓,, 78,*  3,   9, 3,  5.7, ③③
 2,10,Ｆスオウタカモリ, 57,石橋脩, 0.0, 63,* -1,   2, 4,  8.7, ②③, 2, 1, トップフライアｰ,---,木幡初, 0.4, 48,* -5,  -9, 3,  4.9, ①①, 2, 9, トリビュｰトソング,,金子光,210.9,,,, 2,  4.6,⑬⑫⑨, 2,14,Ｆエイシンパンサｰ, 78,蛯名正, 0.0, 78,*  5,   8, 5,  7.6, ②②
 3, 9,Ｂシベリアンソアｰ, 63,松岡正, 0.1, 62,  -4,*  4, 1,  1.7, ⑥⑤, 3,15, デルマエビス,---,中谷雄, 0.6, 47, -10,  -6,15,513.4, ⑤⑤, 3, 3, マジェスティバイオ,,柴田大,211.0,,,, 1,  2.0,⑫④③, 3,13,Ｍティアップハｰレｰ, 70,村田一, 0.2, 75,*  7,   3,14,228.5, ①①
 4,12,Ｅシュヤク, 58,田中勝, 0.2, 61,*  0,  -2, 5,  9.7, ①①, 4,11, マウントビスティｰ,---,武士沢, 0.8, 44, -13,  -5, 4, 11.1, ⑧⑧, 4,12, タマモサプライズ,,林満明,211.5,,,,10, 30.2,③②①, 4, 8,Ｇツルマルネオ, 78,中舘英, 0.3, 76,  -1,  11, 7, 17.5, ⑦⑦
 5,14,Ｇヒラボクロｰレル, 56,北村宏, 0.4, 60,* -2,  -1, 8, 46.3, ④④, 5, 4, エスジｰブルｰム,---,村田一, 1.1, 41, -11, -10, 2,  4.4, ⑥⑥, 5,14, モルフェサイレンス,,横山義,212.0,,,,12, 70.5,⑧⑦⑥, 5, 1,Ａチャｰムポット, 83,松岡正, 0.3, 76,   1,   9, 2,  5.0, ⑤⑤
 6, 3,Ｄケイオｰワｰルド, 58,小野寺, 0.4, 61,* -3,  -1, 6, 18.2, ③②, 6, 3, キングスバｰン,---,的場勇, 1.2, 43,  -8, -13,10, 84.0, ③④, 6,10, タカラボス,,大庭和,212.0,,,, 6, 17.2,⑪⑩⑩, 6,10,Ｅラドラｰダ, 80,北村宏, 0.3, 76,   0,  12, 4,  6.2, ⑧⑨
 7,13,Ｋクイｰンエステル, 49,柴田善, 0.7, 57,  -7,   1, 7, 23.7, ⑩⑩, 7,10, スタｰゲイジング,---,柴田大, 1.5, 38, -24,* -1,12,140.4, ⑭⑭, 7, 6, ナイスラッキｰ,,高野和,212.1,,,, 9, 27.6,⑥⑥⑤, 7,15,Ｈマイネショコラｰデ, 78,柴田大, 0.4, 73,*  3,   5, 6, 13.4, ④④
 8, 5,Ｈヴェントディｰオ, 54,西田雄, 0.8, 54, -11,*  3, 9, 64.1, ⑬⑫, 8,13, トｰセンプラチナ,---,江田照, 2.1, 33,* -6, -23, 9, 36.9, ②②, 8, 2, ハクサン,,石神深,212.3,,,,11, 67.0,④⑨⑦, 8, 7,Ｄドリｰムスカイラブ, 80,石橋脩, 0.4, 77,  -5,* 16, 9, 41.0, ⑭⑫
 9, 4,Ｃシｰズアップルズ, 60,嶋田純, 0.9, 55, -10,   2, 2,  6.6, ⑪⑪, 9, 6, ズｰムイン,---,田中勝, 2.3, 31, -23, -10, 7, 22.4, ⑬⑬, 9, 4, コウエイトライ,,小坂忠,213.7,,,, 4, 11.2,②①②, 9, 4,Ｂミクロコスモス, 81,福永祐, 0.4, 77,  -6,* 17, 1,  2.9, ⑮⑮
10, 7,Ｊベルウッドショット, 50,江田照, 1.0, 53,  -7,  -2,13,198.0, ⑧⑧,10, 9, スタｰサファイア,---,小牧太, 2.7, 27, -16, -19, 8, 33.7, ⑪⑪,10, 8, スズマｰシャル,,鈴木慶,214.0,,,,13,162.3,⑩⑪⑪,10, 6,Ｌバイラオｰラ, 74,伊藤工, 0.8, 70,  -2,   7,11,105.3, ⑨⑧
11, 8,Ｉナスハヤブサ, 54,大野拓, 1.2, 52,  -5,  -5,10,142.3, ⑤⑦,11, 2, フクノゴｰルド,---,小林淳, 2.7, 28, -12, -23,11, 92.5, ⑦⑦,11,13, エｰシンディｰエス,,白浜雄,214.3,,,, 8, 25.2,⑤⑤⑧,11,12,Ｉトｰホウカイザｰ, 77,大庭和, 0.9, 69,  -3,   7,10, 45.9, ⑩⑩
12, 2,Ｌデンエン, 43,平野優, 1.7, 47, -12,  -4,12,193.0, ⑫⑬,12, 7, ボンズバｰド,---,杉原誠, 3.0, 25, -22, -17,14,492.6, ⑫⑫,12, 1, アドマイヤサンサン,,北沢伸,216.1,,,,14,171.8,⑨⑬⑬,12, 2,Ｏアキノパンチ, 67,西田雄, 0.9, 69,  -5,   9,15,382.6, ⑫⑬
13,15,Ｍテイエムタカシオ, 41,二本柳, 2.0, 46,  -5, -12,11,173.9, ⑦⑥,13, 5, ラブファンディ,---,高嶋活, 3.1, 24, -17, -22,13,254.0, ⑩⑩,13, 7, ムｰンレスナイト,,五十嵐,216.2,,,, 5, 14.5,①⑧⑫,13, 5,Ｋロｰドバロック, 74,柴田善, 1.0, 68,  -4,   7, 8, 32.6, ⑪⑪
14, 6,Ｎプレスミｰダ, 13,石神深, 3.0, 36, -17,  -9,14,463.4, ⑭⑭,14, 8, トｰアアルマダ,---,中舘英, 3.7, 18, -15, -29, 6, 12.7, ⑨⑨,14, 5, トップフリｰダム,,佐久間,222.9,,,, 7, 23.9,⑭⑭⑭,14,11,Ｊクリｰルバレット, 75,木幡初, 1.6, 60,  -5,   0,13,153.1, ⑬⑭
15, 1, グランディス,---,杉原誠, 3.7, 29, -32,  -3,15,483.4, ⑮⑮,15,12, ヘリオスフィア,---,蛯名正, 3.8, 17, -30, -16, 5, 11.7, ⑮⑮,,,,,,,,,,,,,15, 9,Ｎホクトグレイン, 70,江田照, 2.0, 55,   1, -13,12,117.6, ⑥⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:0),,,,,,,,,,,
"単勝:840円 複勝:11=210円 10=230円 09=110円 枠連:3,050円",,,,,,,,,,,,"単勝:230円 複勝:14=140円 01=190円 15=4,070円 枠連:650円",,,,,,,,,,,,"単勝:850円 複勝:11=180円 09=140円 03=110円 枠連:1,130円",,,,,,,,,,,,"単勝:570円 複勝:03=250円 14=270円 13=4,340円 枠連:1,440円",,,,,,,,,,,
"馬連:3,030円 ワイド:10-11=980円 09-11=290円 09-10=330円",,,,,,,,,,,,"馬連:670円 ワイド:01-14=340円 14-15=12,680円 01-15=20,350円",,,,,,,,,,,,"馬連:1,970円 ワイド:09-11=560円 03-11=320円 03-09=210円",,,,,,,,,,,,"馬連:2,230円 ワイド:03-14=860円 03-13=9,230円 13-14=17,370円",,,,,,,,,,,
"馬単:7,000円 3連複:1,580円 3連単:21,390円",,,,,,,,,,,,"馬単:1,140円 3連複:97,250円 3連単:180,810円",,,,,,,,,,,,"馬単:3,890円 3連複:1,000円 3連単:9,930円",,,,,,,,,,,,"馬単:4,300円 3連複:111,000円 3連単:437,170円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 6R  芝1400m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 9R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■12R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,柏崎特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｃクイｰンオリｰブ, 64,中舘英,, 73,*  2,   6, 2,  6.3, ①①, 1, 4, サウンドオブハｰト,---,松岡正,, 65,  -4,*  3, 1,  1.6, ⑦⑨, 1, 7,Ａエクストラセック, 83,蛯名正,, 71,*  8,   8, 1,  1.5,②②②, 1, 8,Ｅカルマｰト, 70,福永祐,, 83,  -4,* 17, 3,  4.5, ⑦⑨
 2,15,Ｅオｰガストウェイ, 62,福永祐, 0.6, 69,  -4,*  9, 6, 17.4, ⑪⑪, 2, 5, クリスタルブランカ,---,石橋脩, 0.7, 57,  -4,  -6, 4, 12.1, ⑥⑤, 2, 3,Ｂメイショウスクラム, 81,松岡正, 0.1, 72,   6,  11, 3,  8.8,⑦⑥⑥, 2, 7,Ｆエチゴイチエ, 70,松岡正, 0.0, 85,  -6,* 20, 2,  3.8, ⑩⑩
 3, 6,Ｂエフティレフア, 65,北村宏, 0.6, 66,  -3,   4, 3,  7.9, ⑤⑤, 3,12, アサクサウタヒメ,---,福永祐, 0.9, 54,  -7,  -5, 2,  6.2, ⑪⑩, 3,10,Ｃアドマイヤジャガｰ, 79,福永祐, 0.4, 70,   7,   7, 2,  5.4,⑤④③, 3, 2,Ｈマイティｰジュニア, 68,田辺裕, 0.5, 77,  -7,* 16, 6, 13.8, ⑫⑫
 4, 2,Ｆメマンチンタ, 61,大野拓, 0.7, 69,  -8,* 15, 5, 13.6, ⑮⑮, 4, 2, ラスリｰズ,---,蛯名正, 1.0, 51, -15,*  5, 7, 24.7, ⑬⑬, 4, 1,Ｋエリモスフィｰダ, 67,田中勝, 0.5, 68,*  8,   3, 7, 30.3,①①①, 4, 4,Ａシンボリカｰジナル, 73,江田照, 0.8, 71,  -3,   4, 5, 10.0, ⑥⑥
 5,16,Ａルｰジュ, 67,蛯名正, 0.7, 65,* -1,   0, 1,  1.8, ④③, 5, 3, フュｰワｰズ,---,中舘英, 1.0, 52,  -8,  -4, 8, 39.8, ⑫⑪, 5, 5,Ｅペパｰミントラヴ, 76,石橋脩, 0.6, 69,   2,* 15, 6, 29.8,⑪⑪⑩, 5, 6,Ｊダノンロゼ, 59,小牧太, 0.9, 64,*  4, -12, 9, 95.5, ①①
 6, 5,Ｊメイアイヘルプユｰ, 50,江田照, 0.9, 63,* -1,  -2, 8, 25.6, ③④, 6, 6, ダノンエレガント,---,北村宏, 1.1, 52,  -2, -14, 3,  8.9, ④④, 6, 2,Ｈディアシｰクレット, 70,大野拓, 0.6, 67,   7,   5,11,336.9,③③④, 6,10,Ｂテキサスルビｰ, 72,石橋脩, 1.0, 69,  -3,   0, 4,  6.2, ⑧⑦
 7,14,Ｈトｰホウビュｰティ, 53,嘉藤貴, 1.1, 63,  -7,   6,10, 41.4, ⑬⑬, 7, 9, エンプレスラブ,---,梶晃啓, 1.2, 51,* -1, -18,15,238.5, ③③, 7, 4,Ｄエタｰナルロブロイ, 78,田辺裕, 0.6, 69,   4,   9, 5, 15.7,⑧⑧⑦, 7, 9,Ｃマヒナ, 71,蛯名正, 1.3, 62,  -1,  -8, 1,  3.0, ⑤⑤
 8,13,Ｄハイランドダンス, 62,田辺裕, 1.7, 55,  -6,  -3, 4,  8.6, ⑯⑯, 8,17, サンキュｰアスク,---,武士沢, 1.2, 50,  -6, -10, 9, 40.0, ⑨⑦, 8,11,Ｆエｰシンテュポｰン, 73,小牧太, 1.3, 64,   4,   6, 8, 35.8,⑩⑨⑨, 8, 3,Ｌケイアイアレス, 57,伊藤工, 1.5, 63,  -6,  -2,11,129.0, ⑨⑧
 9, 9,Ｎクリｰルダイナｰ, 40,平野優, 1.9, 52,  -4, -12,16,445.0, ⑨⑧, 9, 8, コスモアクセス,---,柴田大, 1.5, 48,*  1, -23, 6, 21.6, ②②, 9, 9,Ｊリキアイクロフネ, 68,熊沢重, 1.7, 63,   7,  -4,10, 70.6,⑥⑤⑤, 9, 5,Ｇラタンバスケット, 69,田中勝, 1.6, 58,  -1, -12, 7, 30.2, ②③
10, 3,Ｋスイｰトジョリ, 49,田中勝, 2.0, 51,  -6, -11,12,143.3, ⑩⑩,10, 1, アイミｰマイン,---,熊沢重, 2.0, 42,  -4, -21,10, 51.5, ⑧⑥,10, 6,Ｉドリｰムシガｰ, 68,木幡初, 3.1, 51,   5, -14, 9, 49.6,④⑦⑧,10, 1,Ｋフジチャン, 58,嶋田純, 1.6, 60,  -3,  -8, 8, 32.9, ④④
11,17,Ｉクロスザレイチェル, 51,杉原誠, 2.3, 50,  -8,  -8, 7, 20.2, ⑭⑭,11,10, キズナダクリチャン,---,杉原誠, 2.4, 36, -19,  -9,11, 67.8, ⑭⑭,11, 8,Ｇオズフェスト, 71,北村宏, 5.2, 38,   3, -28, 4, 11.7,⑨⑩⑪,11,11,Ｉミエノグレｰス, 66,中舘英, 1.8, 56,*  0, -17,12,199.1, ③②
12, 8,Ｏナイトラｰク, 36,小野寺, 3.1, 42, -11, -13,13,345.0, ⑱⑰,12,16, ワンダフルギフト,---,高嶋活, 2.9, 33, -24,  -9,16,261.6, ⑮⑮,,,,,,,,,,,,,12,12,Ｄドビュッシｰ, 71,柴田善, 1.9, 59,  -6,  -6,10,113.4, ⑪⑪
13,12,Ｌヒノコ, 47,武士沢, 3.2, 39,  -4, -29,14,391.7, ⑧⑨,13, 7, リコレクション,---,小牧太, 3.2, 31,*  3, -45,12, 79.2, ①①,,,,,,,,,,,,,,,,,,,,,,,,
14, 1,Ｍモンステラ, 41,伊藤工, 3.3, 40, -12, -13,11,139.7, ⑰⑱,14,11, ラシｰク,---,田辺裕, 3.5, 24,  -6, -40, 5, 14.6, ⑩⑫,,,,,,,,,,,,,,,,,,,,,,,,
15, 4,Ｑトライマイカップ, 31,柴田大, 4.3, 29,  -4, -46,17,483.6, ⑦⑦,15,14, キョウエイマイン,---,大野拓, 3.8, 10, -30, -11,14,179.2, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
16,18,Ｒマリカナ, 28,二本柳, 4.5, 30,  -2, -53,15,432.2, ⑥⑥,16,18, トラストシンシ,---,的場勇, 3.8, 12, -24, -19,18,406.1, ⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,
17, 7,Ｐアトムウィナｰ, 34,熊沢重, 5.3, 23,  -8, -53,18,516.9, ⑫⑫,17,15, ヴィンソンマシｰフ,---,伊藤工, 3.9, 22,  -1, -49,13,161.2, ⑤⑧,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,13, セイカモデラｰト,---,田中勝, 4.4,  4, -24, -28,17,310.3, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,
