11年 5月22日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 5月22日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2910m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝1600m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
 9,15,Ｇマイティｰオｰク, 51,田辺裕, 2.3, 38, -16,  -9, 6, 13.4,⑮⑬⑫, 9,12, ファｰトゥム,,高野和,204.3,,,,14,137.4,⑫⑩⑩, 9, 2,Ｃオｰスミマイカ, 73,藤田伸, 1.0, 67,   8,  -7, 4, 12.9, ⑤⑤, 9,14,Ｈカシノネロ, 77,野元昭, 0.6, 78,  -2,  13,14,172.2, ⑨⑧
10,12, アヴェネンテ,---,福永祐, 2.4, 40, -17,  -8, 9, 53.7,⑬⑭⑬,10,11, セフティファンキｰ,,北沢伸,205.0,,,,11, 64.4,⑭⑫⑪,10, 3,Ｊタイキガラハッド, 62,武豊  , 4.1, 38,   9, -54, 2,  8.2, ④④,10,15,Ｎウィッシングデュｰ, 69,竹之下, 0.6, 75,*  1,   8,13,147.2, ②②
11, 4,Ｍライブリアンジェロ, 38,小坂忠, 2.5, 38, -19,  -7,13,237.6,⑨⑮⑮,11, 6, トムウィンズ,,岩崎祐,205.1,,,, 9, 39.1,⑬⑭⑬,,,,,,,,,,,,,11,11,Ｊモモフク, 76,国分恭, 0.8, 73,*  2,   3,10, 52.0, ①①
12, 8,Ｄクラリティｰ, 61,佐藤哲, 2.6, 34, -13, -19, 2,  4.5,⑤⑦④,12, 8, ラフレッシュブルｰ,,中村将,206.0,,,, 2,  2.8,③⑥⑨,,,,,,,,,,,,,12, 4,Ｌネオポラリス, 76,幸英明, 1.0, 75,  -6,  13, 9, 24.4, ⑪⑫
13, 6,Ｋエリザベｰトアスク, 43,秋山真, 3.3, 30, -17, -18, 7, 27.5,⑭⑫⑭,13,10, ビルトミｰアップ,,五十嵐,207.2,,,,13,114.6,⑪⑪⑫,,,,,,,,,,,,,13,10,Ｍエスジｰストリｰム, 74,小林徹, 1.0, 74,  -6,  13,12,108.2, ⑬⑬
14,14,Ｊバｰネット, 44,荻野要, 4.5, 24,*-11, -38,15,479.7,①①③,14,13, ユウキタイティ,,佐久間,212.0,,,,10, 46.9,⑥⑬⑭,,,,,,,,,,,,,14, 9,Ｏスズノブレイヴ, 62,国分優, 1.6, 67,  -7,   8,11, 99.6, ⑭⑭
15, 2,Ｉタガノランビｰ, 46,川田将, 5.0, 21, -13, -40,10, 64.2,④④⑨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-16 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-6),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:不良(指数:6),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:重(指数:6),,,,,,,,,,,
"単勝:800円 複勝:13=220円 07=130円 11=3,460円 枠連:750円",,,,,,,,,,,,"単勝:1,700円 複勝:14=550円 05=310円 03=260円 枠連:4,440円",,,,,,,,,,,,単勝:150円 複勝:10=110円 08=270円 06=550円 枠連:460円,,,,,,,,,,,,"単勝:480円 複勝:13=150円 12=170円 05=120円 枠連:1,480円",,,,,,,,,,,
"馬連:920円 ワイド:07-13=440円 11-13=13,930円 07-11=5,680円",,,,,,,,,,,,"馬連:9,420円 ワイド:05-14=2,370円 03-14=1,500円 03-05=1,190円",,,,,,,,,,,,"馬連:860円 ワイド:08-10=360円 06-10=1,180円 06-08=3,430円",,,,,,,,,,,,"馬連:1,560円 ワイド:12-13=540円 05-13=260円 05-12=380円",,,,,,,,,,,
"馬単:2,610円 3連複:51,400円 3連単:235,900円",,,,,,,,,,,,"馬単:19,490円 3連複:19,210円 3連単:195,500円",,,,,,,,,,,,"馬単:1,020円 3連複:6,630円 3連単:14,690円",,,,,,,,,,,,"馬単:2,990円 3連複:1,120円 3連単:9,320円",,,,,,,,,,,
■ 2R  芝1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 5R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 8R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  ダ1900m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東海ﾃﾚﾋﾞ杯東海ｽﾃｰｸｽ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｉサンキストビｰチ, 52,幸英明,, 70,   4,* -3,10, 25.1, ⑨④, 1,12,Ａナリタデリゲｰト, 65,福永祐,, 61,   2,  -3, 1,  2.0,④③③, 1,17,Ｃアンフィルｰジュ, 71,福永祐,, 78,  -5,* 10, 1,  2.1, ⑦⑨, 1, 8,Ｂワンダｰアキュｰト, 99,和田竜,, 99,* 17,* 23, 2,  4.8,③⑦②
 2,13,Ｈアイドルバイオ, 53,鮫島良, 0.0, 69,  -1,*  3, 8, 18.9, ⑬⑫, 2, 4,Ｈフィｰルドセブン, 54,幸英明, 0.2, 62,   2,  -3, 6, 16.1,⑤④⑤, 2,14,Ｆスギノブロッサム, 68,森一馬, 0.0, 78,  -8,* 13, 9, 29.0, ⑪⑩, 2,15,Ｍランフォルセ, 90,横山典, 0.1, 96,* 18,  20, 6, 18.6,①①①
 3, 5,Ｃシルクフェリｰチェ, 59,武豊  , 0.4, 64,   2,* -5, 1,  3.1, ⑩⑪, 3, 2,Ｇルチルドラｰド, 55,岩田康, 0.3, 62,  -1,*  2, 7, 16.4,⑧⑩⑨, 3, 4,Ｇマックスバロｰズ, 67,岩田康, 0.2, 75,  -6,   9, 2,  4.8, ⑧⑦, 3, 2,Ｅシルクメビウス, 98,武豊  , 0.5, 97,  16,* 21, 5,  8.9,⑨⑪⑧
 4, 7,Ｌメイショウマオ, 47,和田竜, 0.5, 64,  -2,* -1,13, 63.0, ⑮⑬, 4, 6,Ｅタカノエイカン, 57,田村太, 0.4, 62,   1,*  0, 9, 53.5,⑨⑧⑦, 4, 6,Ｄビスカヤ, 69,国分優, 0.3, 73,  -6,   8, 4,  9.3, ⑨⑧, 4, 9,Ａテスタマッタ,101,福永祐, 0.6, 93,* 18,  17, 4,  6.5,⑧⑤③
 5,12,Ｊレディオスソｰプ, 52,川田将, 0.9, 59,   3, -14, 4, 10.0, ⑧⑨, 5,14,Ｃラインレグルス, 60,和田竜, 0.6, 59,   2,  -7, 2,  4.0,⑦⑤④, 5,18,Ａヴィクトリアロｰズ, 75,田辺裕, 0.4, 71,  -6,   6, 7, 21.6, ⑩⑪, 5,13,Ｃゴルトブリッツ, 98,田辺裕, 0.7, 91,* 17,  16, 1,  2.1,⑥④⑥
 6,10,Ｅメリｰポピンズ, 54,佐藤哲, 1.1, 56,   2, -14, 7, 18.0, ⑪⑩, 6,11,Ｄレイクキャスケｰド, 59,花田大, 1.0, 54,*  3, -13, 8, 30.2,②②②, 6,10,Ｅマスタｰチアフル, 69,飯田祐, 0.5, 69,* -1,   0, 6, 19.9, ③③, 6, 6,Ｄバｰディバｰディ, 98,幸英明, 1.0, 92,  16,  16, 3,  5.9,⑤⑨⑦
 7,14,Ｄヤマニンボンプアン, 59,田中健, 1.2, 57,*  8, -24, 5, 15.1, ②②, 7,13,Ｆダブルイｰグル, 57,秋山真, 1.2, 54,   2, -10, 5, 11.8,⑥⑥⑥, 7, 9,Ｉクリノテンペスタ, 66,佐藤哲, 0.5, 71,  -9,   8,10, 68.0, ⑫⑬, 7, 4,Ｋマストハブ, 90,鮫島良, 1.1, 92,  15,  16,12,189.5,⑪⑫⑪
 8, 6,Ｂガｰルズストｰリｰ, 62,北村友, 1.4, 53,   3, -20, 3,  7.9, ⑦⑧, 8, 7,Ｍクレバｰステｰジ, 45,国分恭, 1.3, 53,*  4, -17,14,178.9,①①①, 8,16,Ｐピｰチブロｰフィズ, 57,秋山真, 0.5, 72, -10,   9,17,322.4, ⑬⑭, 8, 3,Ｆキングスエンブレム, 95,秋山真, 1.1, 91,  16,  15, 8, 40.6,⑦⑧⑨
 9, 8, ブランシェｰル,---,横山典, 1.7, 48,  -2, -18, 6, 16.7, ⑫⑭, 9, 1,Ｊマイネルコルテｰゼ, 54,津村明, 1.9, 48,  -2, -11,10, 88.2,⑪⑪⑩, 9, 5,Ｊパスピエ, 66,国分恭, 0.5, 69,*  1,  -3, 3,  6.2, ①①, 9,14,Ｏハギノリベラ, 89,津村明, 1.2, 88,* 16,  12,13,420.2,⑩⑥④
10,16,Ｆリボルトレイダｰ, 54,森一馬, 1.7, 51,*  7, -29,14, 84.3, ③③,10, 9,Ｌゴｰルドジェｰン, 46,北村友, 2.1, 49,  -2, -11,11, 98.2,⑬⑫⑫,10,13,Ｂキャニオンブラウン, 72,幸英明, 0.6, 70, -11,   9, 5, 18.3, ⑰⑮,10, 1,Ｉシビルウォｰ, 92,藤田伸, 1.3, 93,  13,  19,11,155.8,⑬⑭⑭
11,15,Ａアグネスクロｰバｰ, 63,川島信, 1.9, 49,   5, -29, 2,  3.5, ⑤⑦,11, 3,Ｉキュｰダスバンブｰ, 54,鷹野宏, 2.5, 46,  -4, -12,13,154.5,⑫⑬⑬,11,15,Ｈソムニア, 66,北村友, 0.8, 68, -13,   8, 8, 21.9, ⑯⑰,11,11,Ｌピイラニハイウェイ, 90,熊沢重, 1.7, 89,* 17,   8,10,150.4,②②⑩
12, 4,Ｋメイショウランタナ, 49,国分優, 1.9, 47,  -6, -15,15,176.0, ⑭⑮,12, 5,Ｂナヴラス, 64,川田将, 2.7, 45,   1, -22, 3, 10.0,③⑦⑧,12,12,Ｋメイショウヴァルナ, 65,石橋守, 0.8, 65,  -2,  -3,13,151.1, ⑥⑤,12,12,Ｊメダリアビｰト, 91,川田将, 1.8, 86,* 17,   7, 7, 33.2,④③⑤
13, 2,Ｇラベンダｰラッシｰ, 53,福永祐, 1.9, 49,   5, -29, 9, 20.9, ④⑤,13,10,Ｋマイティロｰヤｰ, 47,中村将, 3.5, 39,  -1, -26,12,117.5,⑩⑨⑪,13, 8,Ｏテイエムハエゲナ, 57,佐久間, 1.1, 61,*  0,  -9,14,158.2, ②②,13, 5,Ｇマイネルアワグラス, 94,小牧太, 1.9, 84,  16,   9, 9,147.1,⑭⑩⑫
14,18,Ｍウォｰタｰリコシェ, 40,佐久間, 2.6, 41,   6, -39,18,451.3, ⑥⑥,14, 8,Ｎエリモロッソ, 40,国分優, 4.6, 34,  -7, -23, 4, 10.4,⑭⑭⑭,14,11,Ｌユウキサンオｰラ, 63,津村明, 1.1, 63, -11,   3,16,223.1, ⑮⑯,14,10,Ｎクリｰン, 89,北村友, 2.1, 83,  14,   9,14,443.5,⑫⑬⑬
15, 9, ボｰテビュｰティ,---,津村明, 3.2, 38, -15, -19,17,192.1, ⑯⑯,,,,,,,,,,,,,15, 7,Ｍトップスマイル, 63,川田将, 1.2, 67, -19,* 12,12,128.2, ⑱⑱,,,,,,,,,,,,
16,17, エｰシンチェロキｰ,---,岩田康, 3.2, 20, -18, -16,12, 51.4, ⑱⑱,,,,,,,,,,,,,16, 3,Ｎフェリスホイｰル, 59,和田竜, 1.3, 58,  -3, -10,11,105.9, ⑤④,,,,,,,,,,,,
17, 1,Ｎビッグゴｰゴｰ, 37,国分恭, 3.3, 35,* 13, -57,11, 38.9, ①①,,,,,,,,,,,,,17, 2,Ｒオｰルエモｰション, 50,川島信, 1.8, 53,  -3, -14,15,191.0, ④⑥,,,,,,,,,,,,
18, 3, ビスケット,---,秋山真, 3.6, 16, -18, -21,16,185.7, ⑰⑰,,,,,,,,,,,,,18, 1,Ｑヨシインゾｰン, 56,小林徹, 2.0, 49, -10, -11,18,401.1, ⑭⑫,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:稍重(指数:6),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:不良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:重(指数:6),,,,,,,,,,,,ｸﾗｽ上位平均:92 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:不良(指数:-6),,,,,,,,,,,
"単勝:2,510円 複勝:11=540円 13=360円 05=170円 枠連:740円",,,,,,,,,,,,"単勝:200円 複勝:12=120円 04=360円 02=420円 枠連:1,070円",,,,,,,,,,,,単勝:210円 複勝:17=120円 14=450円 04=200円 枠連:550円,,,,,,,,,,,,"単勝:480円 複勝:08=160円 15=460円 02=320円 枠連:3,590円",,,,,,,,,,,
"馬連:12,320円 ワイド:11-13=3,120円 05-11=1,410円 05-13=630円",,,,,,,,,,,,"馬連:1,290円 ワイド:04-12=570円 02-12=620円 02-04=2,320円",,,,,,,,,,,,"馬連:2,110円 ワイド:14-17=850円 04-17=300円 04-14=1,940円",,,,,,,,,,,,"馬連:3,280円 ワイド:08-15=1,140円 02-08=780円 02-15=2,330円",,,,,,,,,,,
"馬単:33,140円 3連複:12,990円 3連単:146,590円",,,,,,,,,,,,"馬単:1,670円 3連複:5,390円 3連単:18,080円",,,,,,,,,,,,"馬単:2,780円 3連複:4,140円 3連単:20,400円",,,,,,,,,,,,"馬単:5,710円 3連複:10,650円 3連単:62,720円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  芝1600m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 9R  ダ1400m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  ダ1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,昇竜ｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7, ヤマニンシバルリｰ,---,藤田伸,, 70,*  5,* -6, 7, 31.7, ④⑥, 1, 7,Ｂゼフィランサス, 72,藤田伸,, 69,* -9,   8, 1,  3.5, ②②, 1, 9,Ａアイアムアクトレス, 85,秋山真,, 81,*  4,  15, 2,  4.5, ④③, 1, 5,Ａベストバウト, 85,田辺裕,, 79,* 11,  10, 5,  9.0, ③③
 2, 5,Ａショウナンマハ, 67,秋山真, 0.0, 71,   1,*  2, 3,  6.6, ⑫⑩, 2, 9,Ｃアルマリンピア, 71,佐藤哲, 0.1, 67, -13,* 10, 2,  4.3, ⑥⑥, 2,14,Ｂシゲルソウサイ, 83,幸英明, 0.0, 82,   2,* 17, 3,  4.5, ⑤⑤, 2, 4,Ｌスピルオｰバｰ, 74,秋山真, 0.1, 80,   6,* 16, 8, 42.3, ⑪⑨
 3,17,Ｃサンライズマルス, 61,小牧太, 0.0, 69,*  6,  -8, 4,  9.4, ②②, 3, 5,Ｅマイネマオ, 68,和田竜, 0.1, 68, -13,   9, 6,  8.1, ⑤⑤, 3,11,Ｆスノｰドラゴン, 76,佐藤哲, 0.4, 78,  -2,* 19, 7, 20.3, ⑬⑫, 3, 3,Ｍダイワシｰクレット, 73,国分恭, 0.1, 81,  10,  12,14,134.1, ⑥④
 4,14,Ｉタガノエベンヌ, 51,川島信, 0.3, 67,*  6, -13, 9, 52.4, ①①, 4, 4,Ｆサクラプリエｰル, 66,岩田康, 0.2, 67, -14,* 10, 3,  5.3, ⑧⑧, 4,12,Ｋセイカプリコｰン, 71,和田竜, 0.4, 79,   0,* 16, 5,  8.6, ⑨⑨, 4,15,Ｂスティｰルパス, 82,岩田康, 0.4, 79,   4,* 16, 2,  3.6, ⑮⑫
 5,12,Ｍクリサンセマム, 45,岩田康, 0.4, 66,   3,  -9, 6, 14.3, ⑨⑨, 5, 1,Ｊエアワンピｰス, 52,福永祐, 0.4, 64, -13,   5, 5,  8.1, ③④, 5, 1,Ｃカラフルデイズ, 81,岩田康, 0.6, 78,   2,  13, 4,  6.1, ⑧⑧, 5, 1,Ｋマジックアロｰ, 74,幸英明, 0.5, 79,   4,* 15,12, 63.7, ⑯⑮
 6,18,Ｇヒットナンバｰ, 53,幸英明, 0.7, 62,*  5, -17, 8, 32.6, ③③, 6, 6,Ａコウエイオトメ, 73,中村将, 0.4, 64, -14,   8, 8, 24.1, ⑦⑦, 6,10,Ｍタイセイファントム, 70,福永祐, 0.7, 76,   2,  12, 8, 25.0, ⑦⑦, 6, 7,Ｉメイショウテキｰラ, 75,北村友, 0.5, 77,   4,  14,11, 53.3, ⑬⑭
 7, 3,Ｅヒットザタｰゲット, 60,福永祐, 0.7, 64,   2, -10, 2,  4.0, ⑩⑦, 7, 8,Ｄママキジャ, 70,武豊  , 0.4, 63, -11,   4, 4,  6.1, ④③, 7, 2,Ｊスマｰトリブレ, 71,小牧太, 0.9, 74,  -3,  15,15,234.3, ⑮⑭, 7, 9,Ｄペガサスヒｰロｰ, 80,福永祐, 0.6, 76,   8,   9, 1,  2.6, ⑨⑦
 8,16,Ｂマコトサンパギｰタ, 67,横山典, 0.8, 60,   2, -13, 1,  2.2, ⑦⑧, 8, 3,Ｈラブリイステラ, 58,秋山真, 0.5, 59,* -8,  -2, 9, 51.2, ①①, 8,13,Ｄシルクシュナイダｰ, 79,武豊  , 1.0, 74,  -2,  12, 1,  3.9, ⑫⑬, 8,12,Ｇショウサンウルル, 78,芹沢純, 0.7, 74,* 12,   2, 7, 25.4, ②②
 9, 1,Ｄロｰドランパｰト, 60,川田将, 1.2, 59,  -5,* -4, 5, 11.9, ⑯⑯, 9,11,Ｇネオザミスティック, 63,小牧太, 0.6, 62, -14,   6, 7, 15.4, ⑨⑨, 9, 7,Ｈアマノレインジャｰ, 72,国分恭, 1.0, 73,   2,   8, 9, 31.9, ⑥⑥, 9,11,Ｅリバｰアゲイン, 79,横山典, 0.8, 74,   5,  11, 6, 16.5, ⑫⑬
10,15,Ｎメイショウゴモン, 38,花田大, 1.3, 56,   2, -19,10, 64.8, ⑧⑪,10, 2,Ｉスパｰブクィｰン, 57,幸英明, 1.0, 58, -16,   4,10,114.9, ⑩⑩,10, 3,Ｎヴォトレメイヤｰ, 70,川田将, 1.3, 71,*  4,   4,11, 47.3, ③④,10,10,Ｏミヤジシェンロン, 69,和田竜, 0.8, 77,   4,  13, 4,  8.7, ⑭⑯
11, 9,Ｌヴィヴァヴォｰチェ, 45,和田竜, 1.3, 58,   0, -14,14,176.8, ⑪⑬,11,10,Ｋダイヤピアス, 44,国分優, 1.8, 47, -16,  -6,11,283.2, ⑪⑪,11, 6,Ｐオヤシオ, 63,横山典, 1.3, 71,  -1,   9,13,103.4, ⑪⑪,11, 2,Ｎディアアゲイン, 69,森一馬, 1.0, 73,   6,   8,16,244.2, ⑩⑩
12, 2,Ｆオｰソｰキュｰティ, 57,北村友, 1.6, 54,  -2, -14,13,172.8, ⑭⑭,,,,,,,,,,,,,12, 5,Ｉクィｰンオブライフ, 71,北村友, 1.4, 69,*  6,   0,12, 47.6, ①①,12,13,Ｈルナキッズ, 76,荻野琢, 1.4, 70,   8,   2,10, 49.7, ⑧⑧
13, 4,Ｈマルサンアップル, 52,野元昭, 1.9, 50,   4, -31,15,201.5, ⑥⑤,,,,,,,,,,,,,13, 4,Ｇケイアイヘルメス, 73,藤田伸, 1.5, 70,  -3,  10, 6, 16.1, ⑭⑮,13,16,Ｃナムラナイト, 81,国分優, 1.5, 68,   9,  -2, 9, 43.5, ④⑤
14,10,Ｋエピデンドラム, 47,津村明, 2.1, 48,   3, -34,17,292.1, ⑤④,,,,,,,,,,,,,14, 8,Ｏシゲルシュサ, 66,熊沢重, 1.5, 72,  -4,  12,16,358.3, ⑯⑯,14, 8,Ｆメイショウバｰモス, 79,武豊  , 1.6, 67,* 13,  -7, 3,  7.5, ①①
15, 8,Ｊショウナンハトバ, 47,国分恭, 2.9, 43,  -2, -34,11,135.4, ⑬⑫,,,,,,,,,,,,,15,15,Ｅデュアルスウォｰド, 78,津村明, 1.7, 67,   0,   5,10, 32.7, ⑩⑩,15,14,Ｊリッカコウユウ, 75,小牧太, 1.9, 65,  10,  -4,13, 70.7, ⑤⑥
16, 6, メイショウセトウチ,---,田嶋翔, 3.2, 40, -10, -20,12,154.1, ⑱⑱,,,,,,,,,,,,,16,16,Ｌコロカムイ, 70,小林徹, 3.3, 56,*  5, -16,14,119.2, ②②,16, 6,Ｐショウナンタイリン, 65,川田将, 2.1, 64,   7,  -3,15,215.5, ⑦⑪
17,13,Ｏカンシャシテル, 31,田辺裕, 3.2, 37,  -2, -39,16,256.7, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11, ホッコｰギムレット,---,鮫島良, 3.4, 38,  -4, -37,18,496.7, ⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
