11年 5月 7日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 5月 7日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 7R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
 9,15,Ｇジンライムシュガｰ, 58,太宰啓, 2.6, 47,   4, -18, 9, 62.3, ⑤③, 9,16, アグネスネオ,---,勝浦正, 0.9, 57, -22,  14, 4,  7.4,⑫⑭⑫, 9,12,Ｄラブアスコットｰ, 69,水口優, 1.7, 59,   2,  -8,11, 73.8,⑦⑥⑤, 9, 2,Ｈヨシステップ, 64,平野優, 1.9, 63,  -2,  -6, 8, 49.6, ③③
10,10,Ｋエリモミネルバ, 49,高倉稜, 2.7, 44,  -3, -11,13,404.1, ⑫⑫,10, 8,Ｊワンダｰジュネス, 46,松田大, 0.9, 57, -18,   6,11,125.7,⑦⑦⑦,10, 6,Ｂトミケンプライマリ, 72,高倉稜, 1.8, 58,  -1,  -2, 6, 11.1,⑬⑭⑭,10, 3,Ｉバンブｰキャプテン, 62,二本柳, 2.3, 60,  -5,  -5,11,261.1, ⑥⑥
11,13,Ｌロングアイリス, 43,川須栄, 2.9, 41,  -1, -16,10, 64.4, ⑩⑩,11, 6,Ｈソレイユトウショウ, 48,柴山雄, 1.0, 48,*-14,  -6,13,167.5,①①①,11, 7,Ｃカメリアビジュ, 71,川須栄, 1.8, 57,   0,  -3, 3,  5.6,⑩⑪⑫,11, 4,Ｋフィｰルザタレント, 54,木幡初, 2.7, 58,  -7,  -7,10,156.8, ⑩⑩
12, 1,Ｄバルトデスティニｰ, 60,丸田恭, 2.9, 40, -22,*  3, 8, 59.5, ⑮⑮,12,13,Ｌエメラルスカイ, 42,松山弘, 1.5, 56, -25,  13,15,256.8,⑮⑮⑮,12, 5,Ｎチリトテシャン, 60,西村太, 1.8, 60,  -3,   2,14,356.7,⑮⑮⑮,,,,,,,,,,,,
13, 4, メジロレイセン,---,平野優, 3.2, 38, -14,  -7,11,104.7, ⑬⑬,13, 7,Ｅアｰジュドｰル, 54,上村洋, 1.7, 47, -19,  -1, 6, 14.8,⑧⑩⑪,13, 8,Ｈティボリペガサス, 67,平野優, 2.4, 53,*  3, -16, 7, 14.0,②②③,,,,,,,,,,,,
14,12,Ｆクｰルグラン, 58,野元昭, 3.4, 40,*  4, -26, 7, 54.4, ②⑤,14,11,Ｎハイタッチレディ, 25,丸山元, 2.2, 40, -22,  -4,14,246.1,⑯⑫⑬,14,14,Ｇルペルカリア, 68,田辺裕, 3.0, 48,   1, -16, 2,  4.8,⑧⑨⑪,,,,,,,,,,,,
15, 9, タイニｰラヴ,---,嶋田純, 5.1, 24, -16, -22,14,528.3, ⑭⑭,15, 1,Ｋキソウテンガイ, 46,中谷雄, 2.3, 40, -20,  -6,12,129.0,⑩⑬⑭,15,13,Ｏワンダｰスキｰ, 47,石橋脩, 3.4, 46,   2, -23,12, 80.3,③⑤⑦,,,,,,,,,,,,
,,,,,,,,,,,,16, 3,Ｏゼンノランスロット,-32,杉原誠, 3.3, 36, -29,  -3,16,340.7,⑭⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:2),,,,,,,,,,,
単勝:150円 複勝:03=110円 14=140円 07=410円 枠連:240円,,,,,,,,,,,,単勝:500円 複勝:10=160円 04=150円 15=110円 枠連:860円,,,,,,,,,,,,"単勝:270円 複勝:03=140円 10=510円 04=270円 枠連:1,330円",,,,,,,,,,,,単勝:410円 複勝:07=150円 10=140円 06=110円 枠連:250円,,,,,,,,,,,
"馬連:290円 ワイド:03-14=170円 03-07=760円 07-14=1,340円",,,,,,,,,,,,馬連:940円 ワイド:04-10=330円 10-15=270円 04-15=290円,,,,,,,,,,,,"馬連:3,380円 ワイド:03-10=1,260円 03-04=620円 04-10=2,570円",,,,,,,,,,,,馬連:800円 ワイド:07-10=360円 06-07=250円 06-10=200円,,,,,,,,,,,
"馬単:480円 3連複:2,380円 3連単:4,820円",,,,,,,,,,,,"馬単:1,900円 3連複:800円 3連単:6,170円",,,,,,,,,,,,"馬単:5,230円 3連複:8,010円 3連単:39,380円",,,,,,,,,,,,"馬単:1,640円 3連複:700円 3連単:4,260円",,,,,,,,,,,
■ 2R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 5R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 8R  芝2200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■11R  ダ1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,八海山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｂスズカファルコン, 63,川須栄,, 62,   2,*  4, 2,  4.5, ⑮⑮, 1,11,Ａアクロスザライト, 63,川須栄,, 66,* 10,  -5, 1,  1.6, ①①, 1, 3,Ｃタイセイダンサｰ, 74,平野優,, 72,* 13, -16, 1,  2.6,④①①, 1, 3,Ｅメイショウトリノ, 79,高倉稜,, 81,* 17,   2, 6, 11.2, ①①
 2, 4, ラロメリア,---,田辺裕, 0.0, 61,   3,*  4, 3,  5.6, ⑩⑫, 2, 9,Ｃマイネロｰレライ, 56,津村明, 0.4, 62,*  5,  -1, 2,  6.6, ③③, 2, 1,Ｂディビデンド, 74,赤木高, 0.2, 69,   6,* -2, 4,  5.5,⑥⑥⑥, 2,10,Ｌゼンノベラｰノ, 73,藤岡康, 0.1, 78,   7,   9,11, 40.6, ⑨⑧
 3,13,Ｅザベルオンアｰス, 54,石橋脩, 0.1, 61,*  7,  -6,10, 41.8, ③③, 3, 7, アトミックデザイン,---,勝浦正, 1.2, 53,  -1,  -1, 5, 15.4, ⑨⑨, 3, 2,Ｄピンクジャスミン, 72,宮崎北, 0.5, 69,   9, -10, 5,  5.8,⑤⑤⑤, 3, 2,Ａドロ, 82,田辺裕, 0.1, 79,  12,   5, 1,  3.7, ④④
 4, 8,Ｃシゲルリジチョウ, 61,木幡初, 0.2, 61,   1,*  4, 4,  5.8, ⑭⑭, 4,13,Ｄイッツスパｰブ, 52,黛弘人, 1.3, 56,  -3,*  5, 8, 31.2, ⑪⑪, 4, 4,Ａジャングルストｰン, 76,高倉稜, 0.6, 68,* 12, -20, 2,  3.6,①②②, 4, 4,Ｄタンジブルアセット, 79,木幡初, 0.2, 79,* 16,   1,10, 22.5, ②②
 5,10,Ａラポｰル, 65,太宰啓, 0.4, 58,   5,  -6, 1,  2.9, ⑫⑪, 5, 6,Ｇトｰホウビュｰティ, 46,江田照, 1.4, 53,   2,  -8, 7, 24.8, ⑥⑥, 5, 5,Ｆヒラボクエｰス, 63,太宰啓, 1.0, 64,  11, -21, 6, 23.1,②④④, 5,13,Ｆドクタｰラオウ, 79,佐藤哲, 0.3, 76,   9,   6, 5, 10.1, ⑦⑦
 6, 9,Ｋスズカロジック, 42,上村洋, 0.4, 56,*  8, -13, 7, 23.5, ①①, 6, 5,Ｊヤマニンミミック, 29,丸山元, 1.9, 49,  -5,  -1,10, 59.7, ⑫⑫, 6, 6,Ｅマイネルウｰノ, 69,丹内祐, 1.1, 64,* 12, -27, 3,  5.3,③③③, 6, 1,Ｉウララカ, 75,松田大, 0.3, 79,   9,   6, 8, 18.6, ⑥⑥
 7, 7,Ｈゴｰルデンイヤｰズ, 49,津村明, 0.8, 53,   1,  -7, 6, 21.7, ⑬⑬, 7, 1,Ｆツィンクルブｰケ, 47,藤岡康, 2.1, 48,  -3,  -8, 4, 15.0, ⑩⑩,,,,,,,,,,,,, 7,12,Ｍエｰシンハダル, 71,太宰啓, 0.5, 74,   5,   8, 9, 20.8, ⑪⑩
 8,12,Ｌフェブスタｰ, 41,高倉稜, 0.9, 53,   0,  -5,16,442.6, ⑯⑯, 8,15,Ｂメジロサモン, 57,平野優, 2.3, 44,   0, -17, 3,  7.8, ⑦⑦,,,,,,,,,,,,, 8, 8,Ｋシセイハヤテ, 74,丸田恭, 0.6, 71,   1,* 12, 4,  8.6, ⑬⑫
 9,15,Ｉタマモルｰキｰ, 44,松山弘, 0.9, 51,   3, -13,14,370.2, ⑥⑦, 9, 8, メギｰビｰ,---,佐藤哲, 2.4, 42,  -6,  -7,11, 88.3, ⑬⑬,,,,,,,,,,,,, 9, 5,Ｈサスティナブル, 78,丸山元, 0.7, 70,  -3,* 14, 3,  4.8, ⑭⑭
10,14,Ｄタッチドヘヴンリｰ, 59,中舘英, 1.0, 51,*  6, -19, 5,  7.3, ⑨⑧,10, 2,Ｈキタサンウタヒメ, 45,太宰啓, 2.7, 40,   1, -24,13,158.2, ⑤⑤,,,,,,,,,,,,,10, 7,Ｂモエレデフィニット, 80,宮崎北, 0.9, 70,   6,   4,13,155.8, ⑩⑨
11, 6, ゴｰルデンワンダｰ,---,勝浦正, 1.2, 45,   2, -15, 8, 31.4, ⑧⑨,11,14,Ｅラストブライト, 52,木幡初, 2.7, 44,  -6,  -7, 9, 32.6, ⑭⑭,,,,,,,,,,,,,11,11,Ｃラガｰリンリン, 80,松山弘, 1.0, 71,  10,  -1, 2,  4.6, ⑤⑤
12, 3,Ｊファルファロｰネ, 44,江田照, 1.4, 45,   5, -23,15,385.1, ⑤⑤,12, 4, フィッシュザビｰト,---,柴山雄, 3.0, 39, -11,  -2, 6, 22.3, ⑮⑮,,,,,,,,,,,,,12, 9,Ｊシゲルカサギヤマ, 75,川須栄, 1.3, 65,   2,   3, 7, 16.3, ⑫⑬
13, 2,Ｆブロックコｰド, 54,丸田恭, 1.6, 42,   4, -23,11, 98.1, ⑦⑥,13,16,Ｌトミケンロブスト, 20,大野拓, 3.6, 32,   1, -39,16,249.4, ④④,,,,,,,,,,,,,13, 6, シャカリキオｰ,---,勝浦正, 1.4, 63,  -5,   9,15,307.0, ⑮⑮
14, 5,Ｍシルクメディエイト, 33,宮崎北, 1.6, 44,   2, -21,13,335.5, ⑪⑩,14, 3, スピアトウショウ,---,丸田恭, 3.9, 27,  -1, -39,14,172.0, ⑧⑧,,,,,,,,,,,,,14,15,Ｇエｰシンドゥベタｰ, 79,石橋脩, 1.9, 63,* 14, -12,12, 79.5, ③③
15,11,Ｇルシエルクレｰル, 49,黛弘人, 1.8, 41,*  7, -31, 9, 33.6, ②②,15,10,Ｋミネルヴァクィｰン, 27,石橋脩, 4.4, 26, -20,  -7,15,209.6, ⑯⑯,,,,,,,,,,,,,15,14,Ｎディパｰチャｰズ, 68,村田一, 2.5, 57,   9, -13,14,220.6, ⑧⑪
16, 1,Ｎスカイホｰク, 31,松田大, 2.1, 39,   5, -33,12,241.2, ④④,16,12,Ｉスマイルカナチャン, 41,中舘英, 4.6, 28,* 10, -69,12,124.0, ②②,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:0),,,,,,,,,,,
"単勝:450円 複勝:16=180円 04=250円 13=830円 枠連:1,530円",,,,,,,,,,,,単勝:160円 複勝:11=110円 09=170円 07=350円 枠連:350円,,,,,,,,,,,,単勝:260円 複勝:03=150円 01=260円 枠連:0円,,,,,,,,,,,,"単勝:1,120円 複勝:03=470円 10=950円 02=180円 枠連:630円",,,,,,,,,,,
"馬連:1,840円 ワイド:04-16=780円 13-16=2,880円 04-13=4,520円",,,,,,,,,,,,"馬連:460円 ワイド:09-11=230円 07-11=610円 07-09=1,670円",,,,,,,,,,,,馬連:780円 ワイド:01-03=200円 02-03=170円 01-02=300円,,,,,,,,,,,,"馬連:21,530円 ワイド:03-10=5,760円 02-03=970円 02-10=2,280円",,,,,,,,,,,
"馬単:3,510円 3連複:23,030円 3連単:105,410円",,,,,,,,,,,,"馬単:640円 3連複:2,470円 3連単:6,300円",,,,,,,,,,,,"馬単:1,290円 3連複:970円 3連単:4,030円",,,,,,,,,,,,"馬単:39,840円 3連複:22,730円 3連単:168,660円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 6R  芝1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 9R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  芝1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五泉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａクラッシｰゲイト, 70,高倉稜,, 63,   0,*  2, 1,  1.6,⑨⑤⑤, 1, 4,Ｉストロングノヴァ, 47,長谷川,, 60,* -2,* -4, 5, 13.4,   , 1, 9,Ｂメイショウバｰモス, 76,松山弘,, 76,* 14,   2, 3,  5.3, ②②, 1, 3,Ａチャｰムポット, 78,佐藤哲,, 76,  -1,* 11, 1,  3.1, ⑤⑤
 2, 4,Ｋトｰホウアミｰル, 54,杉原誠, 0.5, 60,*  2,  -7,14,261.3,①①①, 2, 7,Ｇピエナクリスタル, 51,高倉稜, 0.1, 60,  -8,* -1, 2,  3.9,   , 2,12,Ｃスマｰトキャスタｰ, 75,丸山元, 0.3, 72,   5,*  8, 2,  4.7, ⑥⑥, 2,11,Ｄドリｰムヒｰロｰ, 71,石橋脩, 0.0, 77,  -2,* 12, 4,  6.5, ⑥⑥
 3, 5,Ｃサワノボンバｰ, 60,川須栄, 0.6, 58,*  2,  -8, 2,  6.4,②②②, 3,16,Ｅマルブツファントム, 52,大野拓, 0.3, 56,  -7,  -5, 1,  3.1,   , 3,14,Ｆツリｰズオブホｰプ, 70,高倉稜, 0.5, 71,   7,   5, 4,  6.9, ⑤④, 3, 2,Ｃディアエンデバｰ, 74,柴原央, 0.4, 74,  -8,* 14, 3,  5.1, ⑫⑬
 4,15,Ｆラインレグルス, 58,森一馬, 0.7, 60,   0,  -3, 6, 20.3,⑥⑦④, 4,15,Ｆロイヤルネイチャｰ, 51,松山弘, 0.5, 53,  -6,  -8, 4, 10.9,   , 4, 1,Ｄビッグヒｰロｰ, 74,柴山雄, 0.7, 67,  -6,* 15, 6, 10.6, ⑮⑮, 4,10,Ｂサクラエクスプロｰ, 75,高倉稜, 0.6, 72,  -8,* 12, 2,  4.3, ⑬⑫
 5,11,Ｅトｰセンヒカリ, 59,西村太, 1.0, 57,*  2,  -8,10, 74.2,⑬③③, 5,10,Ｄナンゴクチョウチョ, 52,丸田恭, 0.6, 52, -18,* -1, 9, 23.1,   , 5,15,Ｋアポロパステル, 68,高嶋活, 0.9, 67,   4,   3,14,122.1, ⑧⑦, 5,14,Ｈザッハトルテ, 65,川須栄, 0.6, 69,*  2,   0, 5, 13.4, ②②
 6, 1,Ｂアウトヒット, 61,高嶋活, 1.1, 59,  -5,*  4, 7, 32.9,⑫⑬⑬, 6, 2,Ｈエリモフロンティア, 49,中舘英, 0.8, 48, -12,  -8, 6, 15.9,   , 6,11,Ｈマスタｰルティア, 69,丸田恭, 1.1, 64,   0,   6, 8, 27.8, ⑫⑫, 6, 5,Ｅケイツｰノｰス, 69,丸山元, 0.8, 66,  -4,   4, 6, 16.1, ⑧⑧
 7, 9,Ｉトキノサコン, 56,平野優, 1.6, 55,  -3,  -5, 9, 56.2,⑦⑨⑨, 7, 3,Ｍテイエムエメラルド, 36,太宰啓, 1.2, 42,  -6, -17,15,156.1,   , 7, 2,Ｌナスザン, 63,大野拓, 1.2, 63,   4,   1,11, 50.7, ⑦⑧, 7, 9,Ｆヤマニンアｰシｰ, 66,田辺裕, 0.9, 64,   0,  -2,15,115.1, ④③
 8,10,Ｌマイネルリシェス, 51,嶋田純, 2.1, 51,  -3, -10, 3,  8.3,⑧⑩⑩, 8,13,Ｋネイチャｰナタｰレ, 42,西田雄, 1.3, 41, -22,  -8,13, 61.7,   , 8,10,Ｇラッシュザワｰク, 69,平野優, 1.3, 63,   2,   2, 7, 11.2, ⑩⑩, 8, 6,Ｋフィｰルドダンス, 62,古川吉, 1.1, 62,   0,  -5, 7, 22.1, ③④
 9,12,Ｊマルタｰズグロウヴ, 56,黛弘人, 2.2, 50,   0, -16, 8, 41.1,④④⑥, 9,14,Ｏミネノボサツ, 25,加藤士, 1.3, 41, -22,  -8,16,252.7,   , 9, 5,Ｊルナエクリプス, 68,宮崎北, 1.3, 63,  -1,   6,10, 48.6, ⑬⑪, 9,15,Ｏマスタｰウィンド, 57,丸田恭, 1.2, 60,*  6, -13,12, 56.3, ①①
10, 8,Ｈハイエストバイオ, 57,花田大, 2.3, 49,  -2, -14,13,165.5,⑤⑧⑧,10, 6,Ｎソルデラ, 30,木幡初, 1.3, 41, -10, -16,12, 43.6,   ,10, 8, キャプテンドレイク,---,田辺裕, 1.7, 58,  -4,   4,12, 89.1, ⑭⑭,10, 4,Ｇクラレットジュエル, 66,伊藤工, 1.2, 64, -10,   7,10, 40.9, ⑭⑯
11, 6,Ｍヒラボクロｰレル, 50,横山和, 2.4, 52,  -9,*  2,12,110.3,⑮⑮⑮,11,12,Ｌシルククリエイタｰ, 38,川須栄, 1.4, 39, -23,  -9,10, 28.7,   ,11, 7,Ｅアドバンスピｰル, 72,勝浦正, 1.9, 58,   2,  -2, 5,  8.1, ⑨⑨,11, 7,Ｐミリオンデンジャｰ, 53,大野拓, 1.4, 62, -12,   7, 9, 40.5, ⑯⑮
12,13, ネオリアライズ,---,伊藤工, 2.4, 49,  -4,  -9,11,102.6,⑩⑫⑫,12, 8,Ｂカワキタハｰツ, 53,嶋田純, 1.4, 38,  -7, -20, 8, 18.8,   ,12, 4,Ａピｰスオブキング, 78,中舘英, 2.0, 58,* 15, -16, 1,  3.7, ①①,12,12,Ｎサスケハナ, 57,中谷雄, 1.6, 59, -10,   2,16,223.2, ⑮⑭
13, 3,Ｄフォレストリｰダｰ, 60,小野寺, 2.6, 49,  -3, -14, 5, 12.1,⑪⑪⑪,13, 5,Ｊブルボンノキセキ, 44,伊藤工, 1.5, 36, -11, -19,11, 34.7,   ,13, 3,Ｍエドノコウタロｰ, 59,小野寺, 2.3, 55,   7, -12,13, 89.2, ④⑤,13,13,Ｉユウキサンオｰラ, 65,津村明, 1.8, 55,  -6,  -6, 8, 23.2, ⑪⑪
14, 2,Ｎマスイルベッロ,-42,千葉直, 3.3, 45,  -7, -11,15,617.1,⑭⑭⑭,14, 1,Ａメイショウブロガｰ, 56,武幸四, 1.6, 34, -12, -19, 7, 16.2,   ,14, 6,Ｉアスタｰクリス, 69,太宰啓, 2.5, 54,* 11, -16,15,172.4, ③③,14,16,Ｊラガｰゴｰルデン, 64,太宰啓, 2.0, 55,  -3, -10,14, 83.0, ⑩⑩
15, 7,Ｇクレバｰジブラル, 58,水口優, 3.8, 40,   0, -29, 4, 10.9,③⑥⑦,15,11,Ｃテイエムオイチ, 52,芹沢純, 1.6, 37,* -3, -23, 3,  5.9,   ,15,13,Ｎサトノドリｰム, 32,水口優, 2.7, 52,   1,  -8, 9, 42.7, ⑪⑬,15, 8,Ｍパシャ, 58,木幡初, 2.1, 53,  -3, -12,11, 46.7, ⑨⑨
,,,,,,,,,,,,16, 9, マイクロドｰズ,---,宮崎北, 3.8,  2, -46, -25,14, 86.6,   ,,,,,,,,,,,,,16, 1,Ｌマイネホコモモラ, 59,丹内祐, 2.8, 45,  -3, -21,13, 67.9, ⑦⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
