11年 7月 2日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 7月 2日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:14,,,,,■ 4R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 9, 1,Ｉシゲルココナッツ, 32,川須栄, 1.9, 36,  -4, -33, 8, 76.5, ⑦⑧, 9,10,Ｈゴｰルドディガｰ, 55,幸英明, 1.5, 58,   1,  -5,10, 44.2, ⑦⑦, 9,10,Ｈプレミアムリｰチ, 55,太宰啓, 1.4, 58,   5, -16,15,318.7, ⑩⑪, 9, 9,Ｉロｰドロックスタｰ, 75,幸英明, 0.8, 77,* 13,  -7, 4, 10.4, ③②
,,,,,,,,,,,,10, 5, イケオコリンボｰ,---,小牧太, 1.6, 55,  -8,*  6, 8, 24.6, ⑭⑭,10, 8,Ｆダノンウィスラｰ, 63,福永祐, 1.5, 57,   7, -22, 4,  6.8, ④⑥,10, 8,Ｇルナキッズ, 77,酒井学, 1.5, 68,* 13, -17, 9, 61.4, ①①
,,,,,,,,,,,,11, 7,Ｇアルモドヴァｰル, 55,北村友, 1.9, 55,*  4, -13,12, 47.9, ②④,11,13,Ｇサンライズサルｰテ, 60,高倉稜, 1.7, 55,*  8, -26, 9, 32.6, ⑤⑤,11, 2,Ｋウェザｰサイド, 69,和田竜, 1.7, 68,  11, -16,11,151.3, ⑤⑤
,,,,,,,,,,,,12,11,Ｄライブリユラナス, 58,小坂忠, 2.1, 52,  -5,  -4,14,199.1, ⑫⑬,12, 7,Ｃミラグロッサ, 69,小牧太, 1.9, 51,   2, -20, 7, 13.3, ⑬⑬,12, 4,Ｌビンチェロ, 68,高倉稜, 2.0, 63,   9, -19,12,274.0, ②⑦
,,,,,,,,,,,,13,12,Ｋタイアップ, 51,川田将, 2.6, 51,   1, -14, 5, 13.2, ⑧⑪,13, 5,Ｌトップシュｰル, 47,石橋守, 2.1, 53,   6, -25,18,509.0, ⑧⑩,13, 3,Ｍハマノモナｰク, 64,渡辺薫, 2.3, 63,   6, -17,14,712.1, ⑧⑪
,,,,,,,,,,,,14, 2,Ｍメイショウセトウチ, 48,田嶋翔, 2.8, 48,   3, -19,13,151.5, ⑤⑤,14, 3,Ｏバロンルｰジュ, 35,藤懸貴, 2.3, 48,  -1, -20,14,317.6, ⑯⑰,14, 6,Ｎパリスドｰル, 50,太宰啓, 4.2, 40,   6, -46,13,516.5, ⑩⑫
,,,,,,,,,,,,15, 9,Ｊジョイライド, 53,ピンナ, 3.5, 40, -14,  -4,15,317.1, ⑯⑯,15,12,Ｍメイショウトカチ, 43,川須栄, 2.5, 47,  -5, -14,17,396.8, ⑱⑱,,,,,,,,,,,,
,,,,,,,,,,,,16, 6, シンゼンバイロン,---,飯田祐, 3.5, 41, -10,  -9,16,398.1, ⑮⑮,16,15,Ｂブルｰスビスティｰ, 69,幸英明, 2.7, 45,*  9, -46, 3,  6.1, ①①,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,18,Ｋケンオベリスク, 51,森一馬, 3.4, 39,*  9, -56,16,328.1, ②②,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18,11,Ｉキョウワノイノリ, 53,飯田祐, 4.2, 33,   3, -53,12,147.4, ⑫⑮,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-2),,,,,,,,,,,
単勝:460円 複勝:09=180円 03=170円 02=290円 枠連:760円,,,,,,,,,,,,"単勝:1,500円 複勝:16=280円 04=130円 01=230円 枠連:610円",,,,,,,,,,,,"単勝:1,130円 複勝:04=290円 16=130円 14=320円 枠連:1,410円",,,,,,,,,,,,"単勝:4,340円 複勝:13=860円 11=260円 01=290円 枠連:1,880円",,,,,,,,,,,
"馬連:1,280円 ワイド:03-09=470円 02-09=590円 02-03=530円",,,,,,,,,,,,"馬連:1,470円 ワイド:04-16=630円 01-16=1,770円 01-04=380円",,,,,,,,,,,,"馬連:1,400円 ワイド:04-16=700円 04-14=1,830円 14-16=620円",,,,,,,,,,,,"馬連:9,990円 ワイド:11-13=2,010円 01-13=2,360円 01-11=850円",,,,,,,,,,,
"馬単:2,310円 3連複:3,220円 3連単:15,140円",,,,,,,,,,,,"馬単:4,370円 3連複:4,210円 3連単:33,710円",,,,,,,,,,,,"馬単:3,310円 3連複:5,530円 3連単:26,660円",,,,,,,,,,,,"馬単:29,430円 3連複:19,540円 3連単:186,370円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 5R  芝1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■11R  ダ1800m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,天橋立ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｃアｰスソング, 54,ピンナ,, 71,*  6,* -2, 2,  4.3, ③③, 1, 3, ブロッケン,---,田中克,, 66, -16,*  9, 1,  1.6, ④③, 1,13,Ａエｰシンアガペｰ, 77,川須栄,, 75,* 10,   6, 4,  8.2,①①①, 1,12,Ｃニホンピロアワｰズ, 86,酒井学,, 90,* 10,  19, 1,  1.9,②②②
 2, 1,Ｆゴｰルデンアスク, 47,武幸四, 1.1, 60,   0,* -2, 7, 25.8, ⑩⑨, 2, 9, イントゥザストｰム,---,国分優, 0.3, 63, -19,*  9, 2,  5.4, ⑦⑥, 2, 9,Ｆサンヴァンサン, 74,藤懸貴, 0.3, 74,   7,   8, 3,  6.6,⑥⑥⑦, 2, 7,Ａスタッドジェルラン, 88,佐藤哲, 0.4, 88,   7,* 21, 2,  4.8,⑧⑧⑧
 3, 6,Ｂシンコｰロマン, 55,熊沢重, 1.2, 60,   0,* -4, 3,  6.4, ⑪⑤, 3, 6, ハッピｰショット,---,川須栄, 0.4, 59,*-13,   1, 5, 12.8, ②②, 3,11,Ｅカスガ, 74,佐藤哲, 0.3, 74,   5,* 14, 8, 23.4,⑮⑬⑬, 3, 4,Ｌフォｰティファイド, 82,浜中俊, 0.7, 90,   6,* 21, 5, 14.3,⑩⑩⑨
 4,11,Ａラプスドｰル, 64,福永祐, 1.2, 61,*  8, -15, 1,  1.9, ①①, 4, 8, テイエムタイホｰ,---,和田竜, 0.8, 54,*-12,  -6, 7, 28.1, ①①, 4, 3,Ｃプリティカポレイ, 76,福永祐, 0.6, 72,   8,   4, 1,  2.9,⑨⑦⑤, 4,11,Ｄエアペイシェンス, 86,福永祐, 0.7, 86,   8,  17, 3,  6.1,⑦⑥⑥
 5, 7,Ｉアイアンクリッパｰ, 44,国分優, 1.4, 59,   3,  -9,11, 68.8, ⑧⑥, 5, 4, カノヤミノリ,---,佐藤哲, 1.1, 50, -19,  -3, 3,  6.8, ③④, 5, 5,Ｇミリアム, 74,川田将, 0.6, 74,   7,   8, 6, 11.8,⑧⑨⑪, 5, 6,Ｉメガロスバンダム, 84,ピンナ, 1.4, 79,* 10,   6, 4, 10.5,①①①
 6,15, ルクスヴェｰラ,---,北村友, 1.5, 55,  -5,* -1,12, 76.4, ⑭⑮, 6, 5, マイネブラッサム,---,ピンナ, 1.3, 49, -26,   2, 4,  8.8, ⑧⑧, 6,15,Ｌスイｰトベルモット, 67,安藤光, 0.8, 72,   3,* 13,15,175.7,⑭⑮⑯, 6, 9,Ｅトｰセンスタｰン, 86,川田将, 1.5, 83,   4,  17,11, 98.3,⑫⑪⑬
 7,16,Ｄシゲルフクシュニン, 52,小牧太, 1.5, 56,   1,  -8,10, 58.9, ⑨⑦, 7, 2, ルリシュブｰル,---,小牧太, 1.3, 48, -22,  -2, 6, 26.6, ⑤⑦, 7,10,Ｉヤマニンギモｰヴ, 70,渡辺薫, 0.9, 69,   8,   1, 7, 22.9,⑤⑤③, 7, 3,Ｇデンコウヤマト, 85,小島太, 1.5, 81,   6,  13, 9, 52.8,⑨⑨⑩
 8, 3,Ｊマリｰリコ, 41,太宰啓, 2.7, 47,  -3, -12,15,284.1, ⑮⑭, 8, 1, ソｰリメンバｰ,---,藤岡康, 1.8, 41, -19, -11, 8, 33.8, ⑥⑤, 8, 8,Ｍネオジェイズレｰヌ, 67,藤岡康, 1.0, 69,   5,   7,12, 84.6,⑬⑭⑭, 8, 2,Ｊサンマルセイコｰ, 84,国分優, 1.7, 79,   7,   8,12,166.3,⑥⑦⑦
 9,13, アｰトオブグレｰス,---,川須栄, 2.7, 49,*  8, -27, 4, 15.0, ②②, 9, 7, ジプシｰバイオリン,---,幸英明, 2.2, 38, -30,  -6, 9,107.0, ⑨⑨, 9, 4,Ｐピシｰズクイｰン, 50,浜中俊, 1.1, 69,   8,  -1,10, 43.5,④③④, 9, 8,Ｍマｰベラスカイザｰ, 71,松山弘, 1.9, 80,   4,  14, 8, 31.4,⑪⑫⑪
10, 8,Ｈロゼブルｰ, 47,幸英明, 2.7, 48,  -3, -13, 8, 26.4, ⑫⑫,,,,,,,,,,,,,10,14,Ｄオｰパスクイｰン, 75,小牧太, 1.2, 65,* 10,  -5, 2,  4.2,②②②,10, 1,Ｆプラチナメｰン, 86,小牧太, 2.1, 74,*  9,   2, 7, 26.2,③③③
11, 2,Ｌスリｰエレガント, 38,中村将, 2.8, 47,  -3, -14,13,168.4, ⑬⑬,,,,,,,,,,,,,11, 6,Ｊメイショウボヌス, 69,武幸四, 1.3, 66,   7,   0, 9, 25.7,⑦⑧⑥,11,13,Ｂゲバルトステイヤｰ, 87,太宰啓, 2.3, 76,   3,  12,13,174.1,⑬⑬⑫
12,10,Ｇシェリｰパｰティｰ, 47,浜中俊, 3.5, 43,   3, -28, 6, 18.7, ⑥④,,,,,,,,,,,,,12, 2,Ｈコウエイテンプウ, 73,和田竜, 1.3, 67,   6,   2, 5,  9.2,⑪⑩⑨,12, 5,Ｋアイソトｰプ, 82,和田竜, 2.7, 71,   8,  -2,10, 71.9,⑤⑤④
13, 9, ステラプラド,---,藤懸貴, 3.6, 40,   1, -26, 5, 15.8, ⑦⑪,,,,,,,,,,,,,12, 7,Ｂアドマイヤインディ, 77,北村友, 1.3, 67,   6,   3,13, 95.6,⑫⑫⑫,13,10,Ｈプリンセスペスカ, 85,幸英明, 2.9, 71,*  9,  -4, 6, 17.7,④④⑤
14, 5,Ｍガトｰディマンシュ, 37,小林慎, 3.8, 41,  -5, -17,14,198.1, ⑯⑯,,,,,,,,,,,,,14, 1,Ｋプルプル, 67,国分優, 1.4, 68,   6,   2,11, 71.8,⑩⑪⑩,,,,,,,,,,,,
15, 4,Ｋグランオペラ, 39,野元昭, 4.4, 35,   3, -35,16,348.4, ⑤⑩,,,,,,,,,,,,,15,12,Ｏラガｰラブリン, 63,幸英明, 1.5, 69,   3,   7,14,135.6,⑯⑯⑮,,,,,,,,,,,,
16,12,Ｅヒミノミズキ, 48,森一馬, 7.8,  6,   4, -67, 9, 51.5, ④⑧,,,,,,,,,,,,,16,16,Ｎティボリペガサス, 64,高倉稜, 1.8, 62,   8,  -6,16,220.6,③④⑧,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-2),,,,,,,,,,,
"単勝:430円 複勝:14=180円 01=700円 06=240円 枠連:3,720円",,,,,,,,,,,,単勝:160円 複勝:03=110円 09=160円 06=220円 枠連:340円,,,,,,,,,,,,単勝:820円 複勝:13=240円 09=240円 11=500円 枠連:630円,,,,,,,,,,,,単勝:190円 複勝:12=110円 07=140円 04=240円 枠連:290円,,,,,,,,,,,
"馬連:5,470円 ワイド:01-14=1,530円 06-14=460円 01-06=1,480円",,,,,,,,,,,,馬連:410円 ワイド:03-09=200円 03-06=360円 06-09=590円,,,,,,,,,,,,"馬連:2,090円 ワイド:09-13=820円 11-13=2,370円 09-11=2,470円",,,,,,,,,,,,馬連:370円 ワイド:07-12=170円 04-12=480円 04-07=800円,,,,,,,,,,,
"馬単:8,450円 3連複:8,640円 3連単:51,720円",,,,,,,,,,,,"馬単:580円 3連複:1,250円 3連単:3,350円",,,,,,,,,,,,"馬単:4,630円 3連複:14,440円 3連単:64,600円",,,,,,,,,,,,"馬単:620円 3連複:1,500円 3連単:4,050円",,,,,,,,,,,
■ 3R  ダ1900m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  芝1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■12R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,大江山特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｆラインレグルス, 61,和田竜,, 66,* -1,*  3, 5,  6.5,④③④, 1,15,Ｅドリｰムボンバｰ, 59,福永祐,, 65,*  4,   3, 3,  4.9,②②②, 1,15,Ｄペルレンケッテ, 71,福永祐,, 82,*  8,   3, 1,  2.1, ④②, 1,11,Ｂツリｰズオブホｰプ, 75,高倉稜,, 72,   4,   4, 1,  4.3, ⑦⑤
 2, 3,Ｋロｰドランパｰト, 54,ピンナ, 0.1, 65,* -1,   2, 2,  5.4,①④③, 2,10,Ｐウインマクレガｰ, 26,幸英明, 0.1, 66,   2,*  5,11, 89.9,⑪⑦③, 2,11,Ｆビッグスマイル, 70,川田将, 0.1, 80,   1,* 11, 3,  7.5, ⑬⑪, 2,15,Ｃエｰシンハダル, 74,川須栄, 0.0, 71,   1,*  5, 2,  4.8, ⑩⑦
 3, 6,Ａファンドリソフィア, 72,幸英明, 0.3, 66,  -2,   3, 4,  5.8,⑨⑦⑤, 3, 7,Ｂサイキョウイシヤマ, 60,藤懸貴, 0.3, 63,*  3,   2, 2,  4.5,⑤⑤⑦, 3,10,Ｃニシノモレッタ, 73,幸英明, 0.7, 74,*  6,  -4, 4,  9.7, ⑤⑤, 3, 1,Ｈダイシンサｰベル, 68,川田将, 0.0, 72,   2,*  6, 8, 13.2, ⑪⑨
 4, 7,Ｂバｰガンディミック, 70,川田将, 0.4, 66,  -2,   3, 3,  5.6,⑦⑤⑥, 4,12,Ｈカネトシテンアップ, 58,国分優, 1.0, 59,*  4,  -6, 8, 48.5,①①①, 4, 9,Ｍブラウンマシｰン, 64,浜中俊, 0.7, 73,   1,   3, 8, 30.3, ⑩⑬, 4,13,Ｅサザンブレイズ, 72,幸英明, 0.2, 72,   5,   0, 3,  5.4, ④③
 5,11,Ｈクリノプロジェクト, 58,藤岡康, 0.7, 61,*  0,  -5, 8, 29.6,⑬①①, 5,11,Ｇクレバｰステｰジ, 58,和田竜, 1.0, 59,*  3,  -4, 5,  7.3,⑥⑥④, 5, 2,Ｏガｰルズストｰリｰ, 61,酒井学, 0.7, 74,*  7,  -4, 9, 37.3, ③③, 5, 9,Ｄオｰルブランニュｰ, 72,小牧太, 0.3, 67,  -3,*  7, 6, 11.4, ⑭⑮
 6,13,Ｊヴィデスｰプラ, 54,森一馬, 0.7, 62,  -4,   2,13,259.0,②⑨⑧, 6, 8,Ａトｰアヒカルホシ, 65,北村友, 1.1, 60,  -1,*  6, 4,  5.5,⑩⑭⑮, 6,14,Ｇパワフルキリシマ, 70,北村友, 0.9, 69,  -1,*  4,10, 67.9, ⑮⑮, 6, 8,Ｇグランスカイ, 70,和田竜, 0.3, 70,   3,   1, 7, 12.5, ⑥④
 7, 5,Ｅウインテイクオフ, 61,浜中俊, 0.8, 62,*  0,  -5, 7, 17.9,⑫②②, 7, 9,Ｃアドマイヤリボｰ, 59,川田将, 1.2, 60,   2,  -1, 6, 11.0,⑧⑧⑧, 7,17,Ｎスズカサクセス, 64,太宰啓, 1.0, 70,   5,  -6,16,288.1, ⑧⑥, 7, 7,Ｊメイショウテッペイ, 66,福永祐, 0.8, 63,   0,   0, 9, 23.7, ⑫⑪
 8, 8,Ｄホクセツタイガｰ, 66,花田大, 0.8, 63,  -5,*  6,10, 89.4,⑮⑬⑫, 8, 2,Ｌセントヴァリｰ, 54,川須栄, 1.4, 57,   1,  -2, 1,  4.1,⑫⑪⑨, 8, 3,Ｂドリｰムヒｰロｰ, 74,佐藤哲, 1.1, 68,  -1,   1, 5, 12.1, ⑭⑭, 8, 6,Ｋサマｰラグｰン, 65,花田大, 0.9, 64,   4,  -5,12, 68.2, ⑤⑥
 9,12,Ｃホッコｰロブロイ, 66,国分優, 0.9, 60,  -2,  -3, 1,  2.9,⑧⑥⑦, 9, 6,Ｍエｰシンベルリナｰ, 50,鮫島良, 1.9, 55,  -3,   0,15,156.9,⑭⑮⑭, 9, 6,Ｉメイショウドナリオ, 70,藤岡康, 1.2, 65,  -4,   3, 2,  4.6, ⑯⑰, 9,10,Ａナリタシｰズン, 76,芹沢純, 1.7, 54,  -6,  -3, 4,  7.4, ⑯⑯
10, 4,Ｇアメイジングアスク, 59,福永祐, 0.9, 63,  -3,   2, 6, 14.0,⑤⑩⑨,10, 4,Ｎレｰルスプリッタｰ, 50,熊沢重, 2.3, 52,   0,  -9, 9, 54.2,⑬⑨⑬,10,13,Ｅサイキョウアサカゼ, 71,武幸四, 1.3, 65,  -4,   3, 7, 23.4, ⑱⑯,10, 3,Ｆキクノアルバ, 71,ピンナ, 1.8, 55,   2, -11, 5,  8.0, ⑧⑩
11, 1,Ｍミキノバロンドｰル, 49,高倉稜, 1.4, 58,  -5,   1,11,105.3,⑭⑫⑪,11,16,Ｉアサケムサシ, 57,小牧太, 2.3, 48,*  3, -16,10, 69.9,③③⑥,11, 1,Ｐノｰブルディｰド, 55,渡辺薫, 1.4, 65,   4, -11,15,206.5, ⑥⑦,11, 5,Ｉプリンセスエリｰ, 67,赤木高, 2.1, 54,*  6, -18,14, 84.8, ②②
12,10,Ｏテイエムヘイロｰ, 42,藤懸貴, 3.5, 46,  -7, -12,16,562.6,⑥⑮⑮,12, 5,Ｊロｰズアダｰジョ, 56,浜中俊, 2.5, 51,*  3, -16, 7, 12.4,⑯④⑤,12, 8,Ｌミラノムｰン, 65,石橋守, 1.4, 63,  -4,   0,12, 86.1, ⑰⑱,12,12,Ｏアイファｰスペイン, 51,熊沢重, 3.1, 46,  -2, -17,16,293.2, ⑮⑬
13,14,Ｎスズノウルフ, 44,渡辺薫, 4.1, 41,  -3, -26,14,331.0,⑪⑪⑩,13, 3,Ｏメイショウイソロク, 42,藤岡康, 2.6, 48,   1, -12,16,207.9,④⑩⑩,13, 7,Ａレコメンド, 74,ピンナ, 1.4, 65,*  8, -16, 6, 15.3, ①①,13, 2,Ｐワｰルドウイング,-25,太宰啓, 3.3, 44,*  8, -30,11, 54.0, ①①
14, 9,Ｐジャイアントブルｰ, 41,太宰啓, 6.4, 27,  -6, -41,15,517.9,⑩⑭⑭,14,14,Ｄスナｰクフルハウス, 59,高倉稜, 3.0, 45,  -1, -13,12,114.7,⑨⑬⑫,14,18,Ｊトップアテンション, 69,小牧太, 1.6, 61,   3, -12,11, 72.1, ⑪⑧,14,16,Ｎメイショウロｰツェ, 62,浜中俊, 3.3, 43,   0, -22,13, 69.6, ⑬⑫
15,16,Ｌメイショウシャルム, 51,武幸四, 6.7, 27,  -4, -49, 9, 38.9,③⑧⑬,15, 1,Ｋロングコウテイ, 56,芹沢純, 3.0, 47,  -1, -12,13,124.4,⑦⑫⑪,15, 4,Ｈナリタブルｰスタｰ, 70,国分優, 2.2, 55,   3, -19,13,151.6, ⑨⑨,15,14,Ｌシゲルコイヒメ, 65,酒井学, 3.9, 37,   2, -29,15,218.0, ⑨⑭
16,15,Ｉメイショウモンシロ, 55,芹沢純, 7.0, 25, -10, -39,12,161.2,⑯⑯⑯,16,13,Ｆテイエムギンリュウ, 59,安藤光, 3.1, 46,  -3, -10,14,128.4,⑮⑯⑯,16, 5,Ｋアルアラビアン, 68,柴原央, 2.2, 54,  -1, -14,14,180.5, ⑫⑫,16, 4,Ｍマルサンライナｰ, 62,国分優, 5.8, 21,   5, -50,10, 42.1, ③⑧
