09年 7月12日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 7月12日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  芝2770m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
16,15, パワｰポテンシャル,---,高山太, 4.1, 25, -38,  -2,12,190.5, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,
単勝:830円 複勝:16=210円 07=120円 14=160円 枠連:820円,,,,,,,,,,,,単勝:410円 複勝:08=140円 09=110円 10=220円 枠連:480円,,,,,,,,,,,,単勝:190円 複勝:13=110円 02=140円 07=160円 枠連:380円,,,,,,,,,,,,単勝:140円 複勝:07=100円 08=140円 06=200円 枠連:300円,,,,,,,,,,,
馬連:880円 ワイド:07-16=410円 14-16=520円 07-14=270円,,,,,,,,,,,,馬連:450円 ワイド:08-09=210円 08-10=630円 09-10=370円,,,,,,,,,,,,馬連:360円 ワイド:02-13=170円 07-13=300円 02-07=420円,,,,,,,,,,,,馬連:310円 ワイド:07-08=170円 06-07=250円 06-08=620円,,,,,,,,,,,
"馬単:2,480円 3連複:1,250円 3連単:9,420円",,,,,,,,,,,,"馬単:1,120円 3連複:940円 3連単:5,000円",,,,,,,,,,,,"馬単:560円 3連複:820円 3連単:2,060円",,,,,,,,,,,,"馬単:390円 3連複:800円 3連単:1,680円",,,,,,,,,,,
■ 2R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 5R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■11R  芝2000m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ福島,,,,,,,,,,,,織姫賞,,,,,,,,,,,,七夕賞 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａケイバズキ, 71,北村宏,, 65,  -3,*  4, 1,  2.1, ⑦③, 1, 6, クロフォｰド,---,内田博,, 66, -10,*  9, 1,  1.9, ⑥⑤, 1,11,Ａクｰデグレイス, 81,内田博,, 78,*  7,*  4, 1,  2.0,⑤②②, 1,14,Ｅミヤビランベリ, 89,北村友,, 91,*  4,  22, 1,  4.6,⑥③⑥
 2, 3,Ｄロマンチックキブン, 64,田中勝, 0.6, 60,  -1,  -6, 6, 12.6, ③④, 2,10, セイコｰライコウ,---,柴田善, 0.2, 63,* -7,*  4, 2,  4.9, ③③, 2, 5,Ｄマイネプリンセス, 66,石橋脩, 0.4, 74,*  7,  -3, 3,  6.5,①①①, 2, 8,Ｈアルコセニョｰラ, 84,武士沢, 0.1, 93,   2,* 29, 4,  8.1,⑮⑭⑭
 3,10,Ｇタケデンエンデバｰ, 55,二本柳, 0.6, 63,*  8, -14, 8, 22.2, ②②, 3, 7, カホマックス,---,石橋脩, 0.3, 63,* -6,   1,12, 69.8, ①①, 3, 9,Ｂサマｰアクトレス, 72,田中勝, 0.6, 72,   5,*  0, 2,  3.0,⑥⑦⑤, 3,13,Ｇホッコｰパドゥシャ, 86,内田博, 0.1, 92,   3,* 26, 2,  5.4,⑪⑪⑬
 4,12,Ｆアルセｰヌシチｰ, 56,吉田豊, 0.6, 57,  -7,*  0, 4, 10.8, ⑪⑩, 4, 1, ドリｰムフォワｰド,---,北村友, 0.7, 57, -10,   0, 4, 12.3, ⑤④, 4,10,Ｃミサトフリｰト, 68,大庭和, 0.8, 69,*  6,  -6, 6, 22.3,⑦④④, 4, 2,Ｆトウショウシロッコ, 88,吉田豊, 0.1, 91,   3,  23, 6, 11.4,⑤⑥⑤
 5, 5,Ｈクリスチャンパｰル, 51,伊藤直, 0.7, 57,  -7,  -1, 9, 44.4, ⑨⑥, 5,14, ラルティスタ,---,後藤浩, 0.9, 55,  -8,  -3, 3,  8.6, ④⑥, 5, 6,Ｊマヤノプディｰナ, 59,二本柳, 1.1, 67,   4,  -2,11,186.1,⑧⑩⑦, 5,11,Ｎデストラメンテ, 81,蛯名正, 0.2, 91,   3,  25, 8, 13.7,⑧⑩⑫
 6, 1,Ｃトウショウレリｰフ, 64,内田博, 1.2, 55,*  7, -22, 3, 10.6, ①①, 6, 8, シリウスリジル,---,柴山雄, 1.0, 53,* -7,  -6, 7, 25.8, ②②, 6, 3,Ｈコアレスキャスト, 61,武士沢, 1.1, 65,   5,  -7, 9, 49.6,④⑥③, 6,12,Ｉグラスボンバｰ, 84,勝浦正, 0.3, 88,   3,  20,12, 54.2,②④①
 7, 4,Ｂドクタｰクリス, 64,柴田善, 1.3, 48,  -5, -11, 2,  4.0, ⑥⑧, 7,16, コスモアヴィス,---,勝浦正, 1.1, 52, -17,   2,13,108.0, ⑩⑩, 7, 1,Ｇビタｰオレンジ, 63,大野拓, 1.2, 66,   4,  -4, 5, 21.3,⑪⑨⑥, 7,15,Ｄシャドウゲイト, 90,田中勝, 0.3, 88,*  4,  19, 3,  5.7,⑨⑦⑦
 8, 8,Ｌトｰセンラフィット, 40,小野次, 1.4, 47,  -8,  -8,12,101.0, ⑫⑬, 8,13, ミツアキゴｰルド,---,江田照, 1.1, 52, -13,  -2,11, 53.8, ⑧⑦, 8, 2,Ｉエプソムフルｰツ, 60,西田雄, 1.3, 65,   1,  -1,12,303.0,⑫⑫⑪, 8, 7,Ｋイケトップガン, 83,大野拓, 0.4, 89,   1,  25, 9, 15.4,⑬⑫⑧
 9,13,Ｊヨバンタックン, 48,西田雄, 1.4, 48,  -2, -15,11, 83.1, ⑤⑦, 9,11, ニｰマルオトメ,---,吉田豊, 1.3, 49, -25,*  7, 6, 18.9, ⑮⑮, 9,12,Ｋパンコｰルデイズ, 56,田辺裕, 1.6, 62,   2,  -7,10, 84.5,⑩⑪⑫, 9, 3,Ｏドリｰムフライト, 80,西田雄, 0.5, 82,*  5,  12,13, 65.3,①①②
10, 6, ソアｰヴェ,---,嘉藤貴, 1.5, 45, -15,  -3,10, 62.7, ⑭⑫,10,15, シｰラブズテｰラｰ,---,北村宏, 1.6, 44, -22,   0,10, 41.0, ⑬⑭,10, 7,Ｅプレサンティｰル, 65,蛯名正, 2.2, 55,   5, -22, 4, 18.4,⑨⑧⑨,10, 9,Ｂシルバｰブレイズ, 92,後藤浩, 0.7, 84,   3,  16, 5,  8.7,⑫⑧⑩
11, 2,Ｅポアントゥブルボン, 63,後藤浩, 1.6, 44,  -7, -13, 5, 11.2, ⑧⑪,11, 9, モンスティル,---,田辺裕, 1.6, 45, -11, -10, 5, 13.6, ⑦⑧,11, 4, シュガｰタウン,---,本田正, 4.3, 36,   5, -52, 8, 37.3,②⑤⑩,11, 1,Ｃミストラルクルｰズ, 90,柴田善, 0.7, 84,   2,  18,10, 27.1,⑦⑨⑨
12, 9,Ｉナモンカラｰ, 48,木幡初, 1.9, 43,   0, -22,13,103.7, ④⑤,12, 4, ケイアイブル,---,伊藤工, 1.9, 41, -23,  -2, 8, 26.7, ⑭⑪,12, 8,Ｆサクラスウィｰプ, 65,勝浦正, 4.8, 34,*  6, -61, 7, 27.1,③③⑧,12, 4,Ａレオマイスタｰ, 93,北村宏, 0.8, 78,*  4,  12, 7, 11.5,③⑤④
13, 7,Ｋブルｰレイ, 46,北村友, 2.0, 39,  -6, -19, 7, 21.4, ⑩⑨,13, 5, エｰシンマｰキュリ,---,蛯名正, 2.4, 35, -18, -14, 9, 37.2, ⑪⑬,,,,,,,,,,,,,13, 5,Ｍエリモハリアｰ, 81,木幡初, 0.8, 84,   2,  18,14, 67.7,⑩⑬⑪
14,14,Ｍオｰデパルファン, 30,村田一, 2.7, 35, -11, -20,14,324.3, ⑬⑭,14, 2, マンダリンスマイル,---,村田一, 2.9, 30, -15, -23,14,112.0, ⑨⑨,,,,,,,,,,,,,14,10,Ｊナイアガラ, 83,村田一, 0.9, 81,*  5,   8,11, 29.7,④②③
,,,,,,,,,,,,15, 3, ドクトルカｰル,---,嘉藤貴, 3.0, 28, -22, -17,16,464.9, ⑫⑫,,,,,,,,,,,,,15,16,Ｐワンモアチャッタｰ, 76,吉田隼, 1.5, 75,   1,   9,16,190.8,⑯⑮⑮
,,,,,,,,,,,,16,12, トｰセンマイスタｰ,---,吉田隼, 3.6, 20, -32, -15,15,209.8, ⑯⑯,,,,,,,,,,,,,16, 6,Ｌカンファｰベスト, 83,江田照, 3.2, 58,  -3,  -6,15,180.3,⑭⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:89 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:1),,,,,,,,,,,
単勝:210円 複勝:11=120円 03=350円 10=450円 枠連:260円,,,,,,,,,,,,単勝:190円 複勝:06=110円 10=150円 07=700円 枠連:330円,,,,,,,,,,,,単勝:200円 複勝:11=110円 05=140円 09=110円 枠連:700円,,,,,,,,,,,,単勝:460円 複勝:14=180円 08=270円 13=200円 枠連:740円,,,,,,,,,,,
"馬連:1,240円 ワイド:03-11=620円 10-11=690円 03-10=2,600円",,,,,,,,,,,,"馬連:450円 ワイド:06-10=230円 06-07=1,680円 07-10=3,320円",,,,,,,,,,,,馬連:700円 ワイド:05-11=220円 09-11=130円 05-09=270円,,,,,,,,,,,,"馬連:2,090円 ワイド:08-14=880円 13-14=500円 08-13=920円",,,,,,,,,,,
"馬単:1,730円 3連複:8,930円 3連単:27,070円",,,,,,,,,,,,"馬単:690円 3連複:7,530円 3連単:20,580円",,,,,,,,,,,,"馬単:1,040円 3連複:460円 3連単:2,300円",,,,,,,,,,,,"馬単:3,970円 3連複:3,780円 3連単:21,170円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 6R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 9R  ダ1700m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■12R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,彦星賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｃビュｰティファイン, 61,蛯名正,, 65,* -3,*  8, 2,  3.7,⑦③②, 1, 7,Ｂエプソムジャンボ, 61,伊藤工,, 67,* -1,   4, 4,  8.9,①①①, 1, 8,Ｅケイアイコンセプト, 79,勝浦正,, 80,   3,* 18, 2,  3.8,⑨⑨⑥, 1,10,Ｅキングスパｰク, 70,村田一,, 84,   4,* 15, 2,  4.7,⑩⑩③
 2,14,Ｂシャインエフォｰト, 66,吉田豊, 0.8, 60,  -4,   4, 1,  3.0,⑥⑥⑤, 2, 2,Ａシャドウライン, 66,吉田豊, 0.3, 67,  -6,*  9, 1,  1.7,⑦⑧⑥, 2, 6,Ｃフレンチノワｰル, 80,田辺裕, 0.1, 77,*  5,  15, 3,  5.7,②②②, 2, 8,Ｃクリノメダリスト, 72,内田博, 0.2, 78,   7,   5, 1,  3.4,⑪⑤④
 3, 7,Ｈテイクザラブ, 52,池崎祐, 1.1, 58,  -4,   2,13,118.1,③④④, 3,10,Ｃヒビケジンダイコ, 61,後藤浩, 0.4, 65,  -3,   4, 2,  4.1,⑧④③, 3, 4,Ｊドリｰムプレイ, 76,江田照, 0.2, 77,*  5,  12, 7, 25.2,①①①, 3, 2,Ｈトリビュｰトソング, 66,勝浦正, 0.4, 79,   4,* 11, 4,  5.4,⑬⑫⑪
 4, 2,Ｊプリモワンショット, 52,石橋脩, 1.1, 57,* -3,  -1, 5, 10.8,①①①, 4, 3,Ｈサウスゴｰルド, 51,江田照, 0.5, 62,* -2,  -2, 8,119.4,②②④, 4, 1,Ｌグラスブラスト, 74,田中勝, 0.2, 78,   2,* 18, 6,  9.3,⑧⑩⑩, 4, 9,Ｆシンボリロｰレンス, 69,木幡初, 0.7, 74,   6,   3, 8, 18.4,⑦⑦⑦
 5,15,Ｍチリトテシャン, 47,北村友, 1.4, 57, -10,*  9,10, 66.8,⑭⑭⑪, 5, 8,Ｆメジロクレイマｰ, 55,小林淳, 0.7, 65,  -5,*  7, 6, 34.6,⑩⑪⑦, 5,15,Ｄディオスクロイ, 80,後藤浩, 0.2, 78,*  5,  14, 1,  3.7,⑦③③, 5, 7,Ｉニシノフェリｰチェ, 65,田辺裕, 0.7, 73,*  9,  -3, 9, 24.3,⑥②②
 6,12,Ｎベルファンタジア, 46,内田博, 1.7, 54,* -3,  -6, 4,  7.2,④②③, 6, 6,Ｇメジロゲッタウェイ, 53,柴田善, 0.8, 60,  -3,  -2, 7, 39.7,⑤③②, 6,11,Ａジェントルフォｰク, 83,内田博, 0.3, 80,*  5,  14, 4,  6.4,⑭④④, 6,13,Ｇボｰマンド, 67,吉田豊, 0.7, 75,   6,   4, 5, 10.5,⑫⑨⑧
 7, 1,Ｌコスモハイスペック, 48,大野拓, 2.0, 52,  -6,  -3,11, 75.7,⑧⑦⑥, 7, 1,Ｅカンタベリｰキング, 60,大野拓, 1.3, 57,  -3,  -5, 3,  7.8,⑥⑥⑤, 7, 2,Ｂタマモスクワｰト, 81,吉田隼, 0.5, 77,   3,  14, 5,  7.7,⑤⑥⑤, 7, 4,Ｋカシノベガスタｰ, 54,西田雄, 1.6, 65,   6,  -8,12,159.0,⑨⑧⑨
 8,10,Ｇレイクルイｰズ, 52,的場勇, 2.1, 56,  -5,  -2, 9, 62.0,⑪⑩⑨, 8, 9,Ｊマカリイ, 49,土谷智, 1.7, 53,  -5,  -7, 9,186.6,⑨⑩⑩, 8, 3,Ｉグラスゴッド, 76,西田雄, 0.5, 77,   3,  14,12,100.4,⑥⑤⑦, 8, 3,Ｂリバイバルシチｰ, 74,蛯名正, 1.8, 61,*  9, -21, 7, 17.9,①①①
 9, 4,Ｄニシノエトワｰル, 58,伊藤工, 2.5, 48, -12,   3,14,168.7,⑮⑮⑮, 9, 4,Ｉホワイトコマンダｰ, 49,西田雄, 1.9, 49,  -4, -14,11,341.8,④⑦⑨, 9,10,Ｈセイウンマル, 78,北村宏, 1.3, 70,   1,  11, 8, 30.3,⑬⑭⑬, 9,11,Ｄトウショウパンサｰ, 72,後藤浩, 2.5, 56,   7, -26, 3,  4.9,②④⑤
10, 6,Ａキュｰティガビｰ, 69,木幡初, 2.6, 46,  -7,  -6, 3,  4.3,⑬⑫⑭,10,11,Ｄアｰスセイバｰ, 60,内田博, 2.0, 48,  -3, -18, 5,  9.4,⑪⑤⑧,10, 7,Ｇマイネルトラヴェル, 79,柴山雄, 1.5, 70,   2,   8,11, 79.4,⑮⑫⑨,10,12,Ａメイスンヴィグラス, 75,吉田隼, 2.6, 55,   7, -25, 6, 13.8,⑤⑥⑩
11, 9,Ｆメジロカリビアン, 53,大江原, 2.7, 47,  -9,  -5, 8, 57.2,⑩⑬⑫,11, 5,Ｋバラディｰ, 44,的場勇, 2.8, 40,  -5, -22,10,217.3,③⑨⑪,11,13,Ｋチャイニｰズフレア, 76,吉田豊, 1.6, 69,   1,   7,10, 65.4,⑫⑪⑧,11, 6,Ｍエイダイブライアン, 52,二本柳, 3.5, 47,*  8, -42,14,190.7,④③⑥
12, 3,Ｅマカフシギ, 58,田辺裕, 3.0, 43,  -4, -12, 6, 17.6,⑤⑧⑧,,,,,,,,,,,,,12, 9,Ｆプレンティスピｰド, 79,木幡初, 1.7, 67,   1,   8,13,106.9,⑪⑬⑮,12,14,Ｎクリノラブダンス, 51,伊藤工, 4.6, 39,   4, -49,13,184.5,⑧⑪⑫
13,13,Ｋマイストロベリｰ, 48,嘉藤貴, 3.5, 42,  -8, -13,15,385.6,⑫⑪⑬,,,,,,,,,,,,,13,14,Ｎスマｰトダズル, 73,伊藤工, 1.9, 63,   3,   2, 9, 41.3,④⑧⑫,13, 1,Ｌダイワダイナミック, 53,北村宏,12.8,-46, -27, -89,11,112.4,⑭⑭⑭
14,11,Ｏヨクバリｰジョ, 42,西田雄, 3.6, 40,  -5, -18,12,106.9,⑨⑨⑩,,,,,,,,,,,,,14,12,Ｏドノバンシチｰ, 63,石橋脩, 3.0, 58,   3,  -8,14,125.1,③⑦⑪,14, 5,Ｊドリｰムエレメンツ, 60,大野拓,23.0,23.0---,   0, ---,10, 49.2,③⑬⑬
15, 5,Ｉメリｰイベンタｰ, 52,村田一, 4.3, 37,  -4, -25, 7, 27.9,②⑤⑦,,,,,,,,,,,,,15, 5,Ｍツルマイクィｰン, 74,柴田大, 3.0, 59,   0,  -3,15,385.9,⑩⑮⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:1),,,,,,,,,,,
"単勝:370円 複勝:08=150円 14=150円 07=1,800円 枠連:530円",,,,,,,,,,,,単勝:890円 複勝:07=180円 02=110円 10=130円 枠連:580円,,,,,,,,,,,,"単勝:380円 複勝:08=160円 06=210円 04=540円 枠連:1,180円",,,,,,,,,,,,単勝:470円 複勝:10=170円 08=140円 02=190円 枠連:680円,,,,,,,,,,,
