09年 8月22日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 8月22日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:14,,,,,■ 4R  芝1500m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
 9, 9,Ｌトｰホウカクテル, 42,武幸四, 1.2, 54, -11,  -3, 9, 49.7,⑭⑬⑩, 9, 4, リリｰマルレｰン,---,藤田伸, 1.5, 41, -17,  -9, 9, 33.2,⑤④⑤, 9, 2,Ｊラブリイロｰズ, 63,菊沢隆, 1.2, 56,*  6, -11, 5, 11.7, ①①, 9, 4,Ｉロングエンパイヤ, 69,小林徹, 1.3, 66,   3,   1,13,316.2,⑬⑬⑬
10,14,Ｊユメユメユメ, 43,中谷雄, 2.0, 39,* -6, -26,11, 53.8,⑤⑤⑧,10, 8, トゥモロｰカフェ,---,小島太, 1.6, 42, -20,  -5, 8, 25.1,⑪⑨⑧,10, 4,Ｈアイノタンゴ, 68,上野翔, 1.8, 49,  -1, -12, 9, 41.0, ④⑧,10, 9,Ｍアイスジャッカ, 64,菊沢隆, 1.3, 64,   5,  -5,12,298.8,⑧⑧⑨
11,13,Ｈシルクタイムレス, 45,五十嵐, 2.7, 33, -11, -26,12,118.9,⑩⑪⑭,11, 5, トｰセンダビンチ,---,藤岡佑, 2.3, 33, -21, -13, 7, 22.5,⑥⑩⑪,11,12,Ｋメイプルスペシャル, 62,国分優, 1.9, 47,  -5, -10,11,235.3, ⑨⑨,11,13,Ｇヤラマイカ, 73,丸田恭, 1.5, 63,   7,  -8, 7, 24.0,⑥⑦⑥
12,10,Ｉドンビザッツウェイ, 44,川島信, 2.7, 32, -11, -26, 8, 43.3,⑬⑫⑫,12,14, グレｰスヒロイン,---,川島信, 2.5, 32, -25,  -9,14,426.3,⑩⑭⑭,,,,,,,,,,,,,12,10,Ｌトップランナｰ, 67,五十嵐, 2.0, 58,   7, -13, 9, 58.3,③⑥⑩
13, 5,Ｍダイヤアストライア, 42,中舘英, 3.1, 31,* -4, -44,13,200.2,②②⑥,13, 3, シルクオｰルディｰ,---,四位洋, 2.8, 28, -23, -17, 3,  6.1,⑫⑪⑫,,,,,,,,,,,,,13, 3,Ｊマイネルガンツ, 68,山口竜, 2.1, 58,   2,  -7,11,180.2,⑪⑫⑫
14, 6,Ｋデルマリヴィア, 42,宮崎北, 3.2, 30, -10, -32,14,593.0,⑨⑩⑬,14, 6, ヤマノビクトリア,---,宮崎北, 4.7,  7, -25, -38,13,326.8,⑭⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,
単勝:360円 複勝:04=150円 01=190円 12=400円 枠連:870円,,,,,,,,,,,,"単勝:4,980円 複勝:07=1,070円 10=130円 13=290円 枠連:1,290円",,,,,,,,,,,,"単勝:890円 複勝:09=260円 08=680円 07=350円 枠連:2,860円",,,,,,,,,,,,"単勝:180円 複勝:02=110円 05=220円 06=1,080円 枠連:590円",,,,,,,,,,,
"馬連:1,120円 ワイド:01-04=320円 04-12=550円 01-12=1,250円",,,,,,,,,,,,"馬連:5,240円 ワイド:07-10=1,820円 07-13=5,070円 10-13=590円",,,,,,,,,,,,"馬連:11,250円 ワイド:08-09=2,190円 07-09=1,150円 07-08=2,660円",,,,,,,,,,,,"馬連:640円 ワイド:02-05=300円 02-06=1,470円 05-06=4,080円",,,,,,,,,,,
"馬単:1,940円 3連複:4,420円 3連単:15,920円",,,,,,,,,,,,"馬単:15,220円 3連複:14,680円 3連単:144,540円",,,,,,,,,,,,"馬単:19,700円 3連複:18,540円 3連単:118,650円",,,,,,,,,,,,"馬単:880円 3連複:8,070円 3連単:19,510円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 5R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:15,,,,,■ 8R  芝1500m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■11R  ダ1000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ｸﾛｰﾊﾞｰ賞,,,,,,,,,,,,真駒内特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｍジｰシｰベン, 43,丸田恭,, 71,*  0,* 10, 7, 36.1,⑨①①, 1, 9,Ｂウインスカイハイ, 72,中舘英,, 72,*  5,*  5, 4,  7.2,⑤③③, 1, 5,Ｄサンディエゴシチｰ, 56,藤岡佑,, 66,  -5,*  4, 2,  3.9,⑥⑥⑥, 1, 9,Ｉクリノビリオネア, 74,三浦皇,, 75, -12,* 20, 2,  5.0, ⑥⑤
 2, 8,Ｋグッゲンハイム, 51,藤岡佑, 1.1, 64,  -3,*  7, 5, 15.9,③④④, 2, 8,Ａエアザゲｰム, 72,藤田伸, 0.0, 71,*  6,*  4, 1,  2.9,①②②, 2, 8,Ｂポップコｰン, 62,五十嵐, 0.2, 65,  -5,*  2, 4,  5.6,④⑤④, 2, 2,Ａヒシアカデミｰ, 85,中舘英, 0.1, 74,  -5,  15, 1,  2.1, ③②
 3, 4,Ｃプライムウィッシュ, 60,岩田康, 1.2, 65,  -5,*  9, 6, 25.0,⑥⑧⑤, 3,11,Ｅキャニオンブラウン, 67,岩田康, 0.2, 71,   4,*  5, 3,  4.7,⑥④④, 3, 9,Ｃビバサムシング, 60,三浦皇, 0.5, 58,* -1,  -8, 6, 17.5,②②②, 3, 5,Ｆレッドタｰキｰ, 75,横山典, 0.2, 74,* -3,  13, 4,  8.3, ②③
 4,11,Ｄドレッシｰ, 60,三浦皇, 1.6, 60,  -4,   5, 3,  6.9,④⑥⑦, 4,12,Ｄモリノマｰケット, 71,三浦皇, 1.0, 63,*  7,  -5, 5, 11.6,②①①, 4, 7,Ａインテグラルヘッド, 65,横山典, 0.7, 57,  -5,  -5, 3,  5.0,③④③, 4, 3,Ｂメリュジｰヌ, 80,柴原央, 0.6, 70,* -1,   7, 3,  5.1, ①①
 5, 7,Ｅマコトディアナ, 58,中舘英, 2.2, 55,* -1,  -5, 9, 51.3,①②②, 5,10,Ｆケンマ, 64,松田大, 1.1, 67,   4,  -3,11,149.3,⑩⑤⑤, 5, 6, ビッグバン,---,服部茂, 0.8, 58,  -7,  -2, 9, 42.5,⑦⑩⑦, 5,10,Ｃエｰソングフォｰ, 78,岩田康, 0.6, 69, -11,  14, 7, 26.2, ⑦⑧
 6,12,Ｂリンガスアクトレス, 67,津村明, 2.2, 55,  -2,  -5, 4, 10.3,②③③, 6, 5,Ｋステルススキャン, 56,四位洋, 1.3, 64,   3,  -2, 9, 44.8,④⑦⑧, 6,10, ロｰジズ,---,山口竜, 1.0, 54,  -4,  -9, 7, 35.1,⑤③⑤, 6,11,Ｈセトノジェネシス, 74,古川吉, 0.7, 70,  -5,   9, 6, 22.5, ④④
 7, 5,Ａエレガントマナｰ, 69,横山典, 2.2, 57,  -5,   2, 1,  1.6,⑦⑨⑧, 7, 3,Ｌビクトリｰレディｰ, 55,武英智, 1.5, 62,   2,  -2,12,248.9,⑨⑨⑦, 7, 3, ブンブイチドウ,---,桑村真, 1.1, 54,  -7,  -6, 8, 42.4,⑧⑧⑧, 7, 1,Ｊキングスウィｰプ, 71,五十嵐, 0.7, 69, -13,  15,10, 61.5, ⑧⑦
 8, 2,Ｌワッフルワッフル, 51,武英智, 3.0, 52,  -6,  -3,13,446.4,⑩⑪⑨, 8, 1,Ｈマルサンエロイカ, 64,安藤勝, 1.7, 59,   3,  -6, 6, 11.6,③⑥⑥, 8, 1,Ｅゴシップガｰル, 49,藤田伸, 1.1, 55,  -7,  -5, 1,  3.5,⑩⑨⑩, 8, 6,Ｅアグネスフラッシュ, 75,藤田伸, 1.1, 64,  -8,   7, 5, 11.2, ⑤⑥
 9, 9,Ｆキュｰトトリックス, 57,松田大, 3.1, 53,  -4,  -8, 2,  6.2,⑧⑦⑪, 9, 4,Ｊゲンパチデピュティ, 62,丸田恭, 2.2, 59,  -5,*  4,10, 79.9,⑪⑬⑬, 9, 4, モエレサンタマリア,---,小嶋久, 1.2, 51,* -1, -17,10, 46.3,①①①, 9, 7,Ｄザシｰクレット, 78,川島信, 1.3, 60, -16,  11, 9, 43.8, ⑨⑨
10,13,Ｈパギ, 56,荻野琢, 3.2, 50,  -3, -11,10, 54.9,⑤⑤⑥,10, 6, ベルウッドランタン,---,五十嵐, 2.2, 57,   2,  -8, 8, 22.7,⑧⑩⑩,10, 2,Ｆピｰチブロｰフィズ, 45,秋山真, 1.7, 47,  -4, -17, 5,  5.7,⑨⑦⑨,10, 4,Ｇヒシソロモン, 74,秋山真, 1.3, 61, -19,  13, 8, 30.7, ⑩⑩
11, 3,Ｇライラックノユメ, 57,池添謙, 3.9, 45,  -5, -12,11, 63.5,⑫⑩⑫,11, 2,Ｉネヴァウブロ, 63,小野寺, 2.3, 56,   0,  -7,13,275.4,⑬⑫⑫,,,,,,,,,,,,,11, 8,Ｋブライティアアイ, 57,芹沢純, 2.7, 45, -23,   3,11,185.7, ⑪⑪
12, 6,Ｊポエットロリエット, 53,上野翔, 3.9, 47,  -5, -11, 8, 40.5,⑪⑫⑩,12, 7,Ｃテキサスコマンド, 71,秋山真, 2.4, 57,   2,  -7, 2,  4.2,⑫⑪⑪,,,,,,,,,,,,,,,,,,,,,,,,
13, 1,Ｉシンセイサクラ, 54,五十嵐, 4.2, 44,  -6, -13,12,245.1,⑬⑬⑬,13,13,Ｇベルモントラスタｰ, 64,芹沢純, 2.4, 53,   3, -12, 7, 16.9,⑦⑧⑨,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:67 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-18 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-2),,,,,,,,,,,
"単勝:3,610円 複勝:10=1,480円 08=580円 04=610円 枠連:1,640円",,,,,,,,,,,,"単勝:720円 複勝:09=250円 08=140円 11=160円 枠連:1,000円",,,,,,,,,,,,単勝:390円 複勝:05=180円 08=220円 09=450円 枠連:530円,,,,,,,,,,,,単勝:500円 複勝:09=140円 02=120円 05=190円 枠連:470円,,,,,,,,,,,
"馬連:14,380円 ワイド:08-10=3,200円 04-10=6,600円 04-08=1,980円",,,,,,,,,,,,馬連:950円 ワイド:08-09=360円 09-11=690円 08-11=310円,,,,,,,,,,,,"馬連:1,210円 ワイド:05-08=500円 05-09=960円 08-09=1,150円",,,,,,,,,,,,馬連:480円 ワイド:02-09=220円 05-09=560円 02-05=260円,,,,,,,,,,,
"馬単:32,410円 3連複:85,530円 3連単:594,860円",,,,,,,,,,,,"馬単:2,520円 3連複:1,810円 3連単:12,850円",,,,,,,,,,,,"馬単:2,150円 3連複:5,740円 3連単:24,210円",,,,,,,,,,,,"馬単:1,330円 3連複:1,050円 3連単:7,380円",,,,,,,,,,,
■ 3R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:16,,,,,■ 9R  芝2000m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾎﾟﾌﾟﾗｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｄヴィｰヴァサルｰテ, 63,山口竜,, 72,*  6,   4, 4,  8.7, ②②, 1, 9,Ａシルクエステｰト, 71,池添謙,, 72,   1,* 11, 1,  2.5,⑧⑧⑥, 1,15,Ｈマイネルスタｰリｰ, 81,三浦皇,, 84,* 10,   7, 8, 12.1,⑦③③, 1,14,Ｆジャミｰル, 71,安藤勝,, 80,   9,*  4, 2,  4.7,⑦⑤②
 2, 4,Ｅライラハリケｰン, 62,中舘英, 0.0, 72,*  6,   4, 6, 15.9, ①①, 2,13,Ｄモンピュア, 68,岩田康, 0.5, 68,*  4,   3, 6, 16.0,③②②, 2, 8,Ｅアクシオン, 82,岩田康, 0.0, 83,   7,* 12, 6, 10.8,⑪⑨⑦, 2, 3,Ａトモロポケット, 80,芹沢純, 0.1, 79,* 11,  -3, 3,  6.5,①①①
 3, 3,Ａタガノシュペリエル, 74,国分優, 0.1, 70,   2,*  5, 2,  3.1, ④③, 3, 3,Ｍウインクドン, 53,国分優, 0.5, 67,*  2,   4,13,336.0,⑤④③, 3,11,Ｃアメジストリング, 84,池添謙, 0.2, 85,   6,* 14, 3,  5.9,⑫⑭⑩, 3, 1,Ｃオブコｰス, 73,荻野琢, 0.2, 77,   9,   2, 7, 15.3,⑥③③
 4, 1,Ｆオンワｰドラｰト, 60,藤岡佑, 0.6, 63,  -8,*  7, 5, 15.8, ⑨⑨, 4, 1,Ｂアサクサアミイゴ, 70,三浦皇, 0.7, 65,   2,   3, 2,  3.9,⑥⑤⑤, 4, 1,Ａルｰルプロスパｰ, 91,藤田伸, 0.2, 83,* 10,   5, 1,  4.8,③⑤④, 4, 7,Ｄマツリダガッツ, 73,横山典, 0.3, 76,   7,*  4, 1,  3.4,⑧⑧④
 5, 6,Ｈフィｰルドダンス, 55,五十嵐, 1.0, 60,  -5,   2,10,222.8, ⑥⑥, 5, 6,Ｉワイルドイマｰジュ, 61,丸山元, 0.8, 64,*  3,  -1,12,157.9,②①①, 5, 5,Ｍクリスタルウイング, 77,横山典, 0.5, 79,   7,   7, 2,  5.5,⑩⑧⑨, 5,15,Ｇゴｰルドウェｰヴ, 71,池添謙, 0.7, 76,   5,*  4,11, 28.8,⑬⑬⑩
 6, 7,Ｇクｰルザヒｰト, 55,丸田恭, 1.2, 60,  -5,   2, 8, 66.2, ⑧⑦, 6, 5,Ｅマルブツハッピｰ, 67,宮崎北, 1.5, 59,*  2,  -5, 4,  8.4,①③④, 6, 9,Ｏハギノプリンセス, 73,中谷雄, 0.5, 81,   4,* 12,16,104.8,⑭⑮⑬, 6, 9,Ｈアドマイヤサンサン, 70,岩田康, 0.9, 71,   6,   0, 5,  9.6,⑪⑪⑧
 7, 9,Ｃコロナルｰプ, 68,岩田康, 1.4, 58,   3,  -7, 1,  2.0, ③④, 7, 4,Ｋラスティｰク, 58,藤田伸, 1.7, 59,  -1,  -1, 3,  6.0,⑩⑩⑫, 7, 7,Ｂフサイチアソｰト, 86,丸田恭, 0.6, 78,   6,   9, 7, 11.6,⑬⑫⑫, 7, 8,Ｂマッキｰバッハ, 77,桑村真, 1.0, 71,   8,  -6, 8, 18.5,⑩⑥⑥
 8,11,Ｂプロウスト, 68,藤田伸, 1.6, 55,   2,  -8, 3,  7.2, ⑤⑤, 8, 2,Ｊベルウッドグラｰテ, 60,藤岡佑, 1.8, 58,   0,  -3, 8, 23.5,⑨⑨⑧, 8, 3,Ｉアドマイヤスペｰス, 80,武幸四, 0.7, 80,   7,   4, 9, 15.5,⑨⑦⑧, 8,12,Ｎピエナファンタスト, 63,武幸四, 1.0, 75,   3,*  4,12, 36.1,⑯⑮⑫
 9,10,Ｌミステリュｰズ, 35,丸山元, 1.9, 51,  -5,  -6,11,281.7, ⑦⑧, 9,11,Ｈスペｰスシャトル, 61,中舘英, 1.9, 58,  -1,  -3, 9, 81.5,⑪⑪⑪, 9,12,Ｆハリｰアップ, 81,四位洋, 0.7, 77,* 10,  -3,12, 36.0,⑧④⑥, 9,16,Ｅカイゼリン, 72,三浦皇, 1.1, 71,   6,  -3, 4,  8.8,⑫⑫⑨
10, 2,Ｉウィンクキス, 53,宮崎北, 1.9, 50, -11,  -3, 7, 36.8, ⑩⑪,10, 8,Ｆメイショウアッチラ, 67,川島信, 2.0, 56,  -1,  -4,10, 86.0,⑬⑫⑬,10,13,Ｌウィルビｰキング, 79,川島信, 0.8, 77,   5,  10,14, 70.3,⑮⑯⑮,10,11,Ｐミチノクカントリｰ, 56,山口竜, 1.8, 63,   6, -13,15,205.9,⑤⑩⑭
11, 5,Ｋキングエｰコｰ, 47,小野寺, 1.9, 50, -14,   0,12,458.0, ⑪⑩,11, 7,Ｇマラｰド, 63,秋山真, 2.0, 57,  -2,  -2,11,131.2,⑫⑬⑨,11,10,Ｐアイアムネオ, 73,菊沢隆, 1.0, 73,   6,   2,11, 34.7,⑯⑪⑪,11,13,Ｉベルフリｰ, 68,古川吉, 2.4, 59,   4, -19,10, 23.4,⑮⑭⑬
12,12,Ｊペッシュドｰル, 48,菊沢隆, 2.1, 50, -13,  -2, 9,107.6, ⑫⑫,12,12,Ｃフォックスブラボｰ, 70,横山典, 2.0, 56,   1,  -8, 7, 20.2,④⑥⑦,12, 4,Ｋハイパｰレスポンス, 79,藤岡佑, 1.2, 70,* 11, -13,10, 29.3,①①①,12, 5,Ｏオルｰロ, 59,丸田恭, 2.6, 53,   7, -30,13,120.0,④⑦⑮
,,,,,,,,,,,,13,10,Ｌマイネルソレント, 56,丸田恭, 2.5, 54,   0, -11, 5,  8.7,⑦⑦⑩,13, 2,Ｊタガノヴァレオ, 80,秋山真, 1.3, 71,   9,  -9, 5,  8.7,⑤⑥⑤,13, 4,Ｍカワキタライジン, 65,五十嵐, 2.6, 55,* 12, -37,16,209.9,②②⑦
,,,,,,,,,,,,,,,,,,,,,,,,14,14,Ｎマイネヴェロナ, 77,津村明, 1.3, 70,* 11, -13,13, 69.7,②②②,14,10,Ｊアイアムピカイチ, 68,藤岡佑, 2.7, 53,   7, -30, 9, 20.8,⑨⑨⑤
,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｇカネスラファｰル, 81,中舘英, 1.3, 74,   6,   0,15, 83.2,⑥⑬⑭,15, 6,Ｋワｰルドカルティエ, 66,藤田伸, 3.1, 51,   8, -40, 6, 11.4,③④⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｌルビウス, 66,千葉直, 3.3, 50,   0, -22,14,134.5,⑭⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-4),,,,,,,,,,,
"単勝:870円 複勝:08=220円 04=320円 03=150円 枠連:4,230円",,,,,,,,,,,,"単勝:250円 複勝:09=120円 13=330円 03=5,170円 枠連:630円",,,,,,,,,,,,"単勝:1,210円 複勝:15=310円 08=390円 11=200円 枠連:1,510円",,,,,,,,,,,,"単勝:470円 複勝:14=210円 03=220円 01=370円 枠連:1,230円",,,,,,,,,,,
