09年11月 7日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年11月 7日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 4R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  芝1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
 9, 6,Ｉマットレスカレ, 44,熊沢重, 2.2, 46,*  2, -24,10, 99.6, ②③, 9,10,Ｋマイネルトレｰス, 39,川島信, 2.0, 44, -11,  -3, 4, 35.3,⑪⑪⑪,,,,,,,,,,,,, 9,12,Ｂセイウンワキタツ, 83,鮫島良, 1.0, 79, -11,* 17,11, 57.4, ⑰⑮
10,11,Ｈユキノヒｰロｰ, 45,国分恭, 2.2, 45,   1, -23, 2,  5.4, ③④,10, 3,Ｆダンツオｰロラ, 47,藤田伸, 2.1, 44, -10,  -9, 6, 63.4,⑩⑨⑨,,,,,,,,,,,,,10, 8,Ｋマッチメイト, 77,酒井学, 1.1, 72,* -2,   2,12, 79.5, ③③
11, 1,Ｊクリｰンダイアナ, 42,ルメｰ, 2.3, 42,  -2, -21, 7, 23.8, ⑦⑧,11, 2,Ｄドラゴンゼファｰ, 51,田中健, 3.7, 29,  -9, -35,10,109.8,⑧⑥⑧,,,,,,,,,,,,,11, 3,Ｐシルクドラグｰン, 68,松山弘, 1.3, 75, -12,  14,15,193.3, ⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,16,Ｒマンテンハット, 63,佐久間, 1.5, 66,*  0,  -6,16,267.3, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13, 4,Ｍコウヨウアイリｰン, 75,安藤光, 1.6, 69,  -9,   5,13, 90.1, ⑫⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14, 5,Ｎヒシハイグレｰド, 72,川田将, 1.6, 72, -14,  11,14,131.1, ⑯⑰
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 2,Ｏスガノメダリスト, 71,武幸四, 1.8, 67,  -7,   0, 6, 12.1, ⑧⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 1,Ｑトｰワユメジ, 66,池添謙, 1.9, 69, -15,  10,17,269.0, ⑱⑱
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,11,Ｇサクラプログレス, 78,熊沢重, 2.1, 60,  -6,  -6,18,300.3, ⑩⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 9,Ｊアマノチェリｰラン, 77,角田晃,11.2,-50, -11, ---, 7, 12.9, ⑬⑭
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-3),,,,,,,,,,,
"単勝:1,600円 複勝:05=290円 03=110円 09=190円 枠連:770円",,,,,,,,,,,,単勝:120円 複勝:09=100円 06=130円 07=120円 枠連:130円,,,,,,,,,,,,単勝:240円 複勝:07=130円 04=140円 枠連:0円,,,,,,,,,,,,単勝:360円 複勝:13=160円 18=270円 14=380円 枠連:820円,,,,,,,,,,,
"馬連:820円 ワイド:03-05=410円 05-09=1,450円 03-09=300円",,,,,,,,,,,,馬連:350円 ワイド:06-09=120円 07-09=130円 06-07=210円,,,,,,,,,,,,馬連:250円 ワイド:04-07=140円 02-07=220円 02-04=250円,,,,,,,,,,,,"馬連:1,420円 ワイド:13-18=610円 13-14=840円 14-18=1,630円",,,,,,,,,,,
"馬単:3,020円 3連複:2,260円 3連単:19,790円",,,,,,,,,,,,馬単:350円 3連複:210円 3連単:620円,,,,,,,,,,,,"馬単:520円 3連複:490円 3連単:1,770円",,,,,,,,,,,,"馬単:2,320円 3連複:5,310円 3連単:20,370円",,,,,,,,,,,
■ 2R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 5R  ダ1400m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■11R  芝1200m 3歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,京洛ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｃコウエイロブロイ, 56,藤田伸,, 60,   0,  -3, 3,  5.2, ⑥⑤, 1, 1, タガノディｰバ,---,川田将,, 67,*  8,  -7, 2,  3.0, ③②, 1, 4,Ａキティ, 83,藤田伸,, 75,*  1,  13, 1,  1.6,②②②, 1, 4,Ｍエイシンタイガｰ, 77,池添謙,, 85,* 11,   8, 2,  3.8, ④③
 2, 4,Ｆメイプルリボｰン, 51,佐久間, 0.1, 59,  -6,*  3,11,195.3, ⑪⑦, 2,10, スイｰトベルモット,---,安藤光, 0.4, 62,   4,  -5,10, 70.4, ⑧⑥, 2, 6,Ｃキクノセンヒメ, 77,川島信, 0.0, 77,  -2,* 19, 2,  5.9,⑧⑨⑨, 2,18,Ｋレディルｰジュ, 78,鮫島良, 0.0, 87,   3,  16, 1,  3.8, ⑨⑨
 3, 1,Ｊクリノキンバリｰ, 43,高橋亮, 0.1, 61,   2,  -5,10,120.5, ③②, 3, 4, クリスマスキャロル,---,藤岡佑, 0.5, 63,   7,  -9, 5, 10.6, ⑥④, 3, 1,Ｅカプリｰス, 74,ルメｰ, 0.3, 71,*  1,  11, 6, 21.9,③③③, 3,11,Ｏクｰルシャロｰン, 76,藤岡佑, 0.0, 88,  -1,* 20, 5, 10.0, ⑬⑫
 4, 7,Ｇチャｰミｰハヅキ, 50,小坂忠, 0.7, 52,  -6,  -3, 5,  9.7, ⑩⑨, 4, 5, マストバイアイテム,---,川島信, 0.7, 61,* 10, -15, 7, 26.9, ①①, 4, 5,Ｂミコノス, 79,田中健, 0.5, 73,   0,  10, 3,  6.0,④④⑤, 4, 5,Ｅピサノパテック, 83,四位洋, 0.0, 89,  -3,* 21, 9, 23.8, ⑮⑮
 5, 9,Ｅマリンバラッド, 53,川島信, 0.8, 53,   1, -11, 6, 12.3, ⑤④, 5, 7, ジョウノルビｰ,---,藤田伸, 0.9, 58,  -3,*  0, 4, 10.5, ⑫⑬, 5, 3,Ｆコパノタイマネ, 74,国分恭, 0.7, 73,  -1,  10, 7, 24.1,⑤⑦⑦, 5,16,Ｃラインブラッド, 84,ルメｰ, 0.0, 88,   0,  18, 4,  7.2, ⑫⑬
 6,10,Ｈテイケイワイズ, 46,和田竜, 0.9, 50,  -6,  -5, 9, 76.0, ⑨⑪, 6,13, アクティビュｰティ,---,和田竜, 1.1, 57,   6, -14, 3,  8.8, ⑦⑧, 6, 9,Ｄオｰスミマコ, 75,松山弘, 0.7, 70,  -1,  11, 8, 56.4,⑨⑧⑧, 6,12,Ｑオｰスミダイドウ, 70,小牧太, 0.1, 83,* 13,   4,12, 80.5, ①①
 7, 3,Ｂエトピリカ, 59,松山弘, 1.0, 50,  -2, -10, 4,  5.8, ⑦⑧, 7,16, エｰシンヴァｰゴウ,---,ルメｰ, 1.1, 56,   7, -14, 1,  2.6, ⑤⑤, 7, 8,Ｉラウリシルヴァ, 61,熊沢重, 1.1, 69,   0,   6, 9, 91.4,⑥⑥⑥, 7, 3,Ｉシンボリグラン, 79,武豊  , 0.2, 83,   1,  14, 6, 13.6, ⑩⑩
 8,11,Ｄタムロガッツ, 54,国分恭, 1.0, 53,*  3, -15, 1,  2.9, ②③, 8, 2, リエｰトフィｰネ,---,角田晃, 1.4, 55,  -4,* -3,12, 78.7, ⑬⑩, 8, 2,Ｈピサノプリヴェ, 63,池添謙, 1.3, 64,*  2,   0, 5, 17.6,①①①, 8,14,Ｆイｰスタｰ, 82,秋山真, 0.3, 85,  -2,  17, 8, 20.5, ⑯⑯
 9, 2,Ａカルテブランシェ, 61,武豊  , 1.3, 48,  -4, -10, 2,  3.8, ⑧⑩, 9,14, アオモミジ,---,池添謙, 2.1, 49,   2, -17,11, 71.7, ⑨⑨, 9, 7,Ｇレイナクｰバ, 69,藤岡佑, 2.0, 61,   0,  -3, 4,  8.7,⑦⑤④, 9, 8,Ｇコスモベル, 82,川田将, 0.3, 85,  -5,* 20, 3,  6.1, ⑰⑰
10, 8,Ｉホクザンアロマ, 43,野元昭, 1.6, 48,*  4, -21, 8, 63.6, ①①,10,11, グレンミラｰマｰチ,---,田中健, 2.5, 46,  -1, -16,16,302.0, ⑪⑪,,,,,,,,,,,,,10, 7,Ｊワｰルドハンタｰ, 78,小林徹, 0.4, 84,  -9,* 22,18,323.9, ⑱⑱
11, 5,Ｋカネトシビッグバン, 35,秋山真, 2.9, 35,   1, -30, 7, 17.8, ④⑥,11, 8, スマｰトシルエット,---,武豊  , 2.6, 44,  -4, -14, 6, 17.6, ⑭⑭,,,,,,,,,,,,,11, 2,Ｐコレデイイノダ, 74,角田晃, 0.4, 83,  -3,  16,11, 54.4, ⑭⑭
,,,,,,,,,,,,12, 3, テイエムチェリｰ,---,大下智, 2.7, 46, -10,  -8,15,232.1, ⑯⑮,,,,,,,,,,,,,12,10,Ｌワイルドシャウト, 77,川島信, 0.4, 78,   8,   5,17,279.2, ⑤⑤
,,,,,,,,,,,,13, 6, レインリバｰ,---,小牧太, 2.9, 43,*  9, -33, 9, 31.5, ②③,,,,,,,,,,,,,13,13,Ｂテイエムアクション, 85,和田竜, 0.4, 79,* 10,   2,10, 24.9, ③④
,,,,,,,,,,,,14, 9, リビアングラス,---,国分恭, 4.0, 36,  -5, -23,13,109.1, ⑮⑯,,,,,,,,,,,,,14, 9,Ｄテンイムホウ, 83,柄崎将, 0.6, 78,   0,  10,15,179.9, ⑪⑪
,,,,,,,,,,,,15,12, ラブコマドリｰ,---,渡辺薫, 4.2, 34,   7, -42, 8, 28.8, ④⑦,,,,,,,,,,,,,15,17,Ａウエスタンビｰナス, 89,熊沢重, 0.7, 75,* 13,  -4, 7, 18.1, ②②
,,,,,,,,,,,,16,15, オタカラムスメ,---,小林徹, 5.1, 28,  -1, -39,14,134.2, ⑩⑫,,,,,,,,,,,,,16,15,Ｈウインレックス, 79,酒井学, 0.7, 75,   5,   4,16,222.2, ⑦⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 6,Ｎブラックバｰスピン, 76,松山弘, 0.9, 73,   4,   2,13, 90.9, ⑧⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 1,Ｒナムラミｰティア, 65,梶晃啓, 1.0, 72,   7,  -2,14,104.6, ⑥⑥
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:86 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,
"単勝:520円 複勝:06=190円 04=2,980円 01=2,430円 枠連:13,310円",,,,,,,,,,,,"単勝:300円 複勝:01=170円 10=1,090円 04=320円 枠連:5,590円",,,,,,,,,,,,単勝:160円 複勝:04=110円 06=160円 01=380円 枠連:400円,,,,,,,,,,,,単勝:380円 複勝:04=150円 18=150円 11=260円 枠連:400円,,,,,,,,,,,
"馬連:23,460円 ワイド:04-06=7,310円 01-06=5,890円 01-04=26,770円",,,,,,,,,,,,"馬連:9,130円 ワイド:01-10=3,000円 01-04=700円 04-10=7,050円",,,,,,,,,,,,馬連:440円 ワイド:04-06=210円 01-04=520円 01-06=750円,,,,,,,,,,,,馬連:740円 ワイド:04-18=270円 04-11=790円 11-18=900円,,,,,,,,,,,
"馬単:24,110円 3連複:251,260円 3連単:1,043,710円",,,,,,,,,,,,"馬単:12,210円 3連複:28,070円 3連単:174,730円",,,,,,,,,,,,"馬単:600円 3連複:1,920円 3連単:5,000円",,,,,,,,,,,,"馬単:1,520円 3連複:2,840円 3連単:11,820円",,,,,,,,,,,
■ 3R  芝1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  ダ1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,花背特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｂカルロスバロｰズ, 57,角田晃,, 51,*-13,  -6, 3,  4.2, ①①, 1,14, ディｰプデザイア,---,四位洋,, 64,*-19,  13, 1,  1.5, ③③, 1, 7,Ａチャｰムナデシコ, 88,武豊  ,, 83,  11,*  8, 1,  3.9,⑧⑨⑩, 1, 4,Ａセイクリムズン, 87,武豊  ,, 79,   4,* 20, 1,  1.8, ⑨⑧
 2, 8,Ａバンダムクラウス, 64,ルメｰ, 0.0, 56, -22,*  7, 1,  2.0, ⑨⑩, 2, 3, ハバタクテｰラｰ,---,松山弘, 0.3, 61, -22,  13,15,198.5, ④④, 2, 1,Ｃトシセント, 82,四位洋, 0.0, 83,   8,* 14, 6, 11.5,⑯⑯⑯, 2,11,Ｆトシザワイルド, 76,川田将, 0.1, 78,   7,* 15, 2,  4.4, ⑤④
 3, 1,Ｅプラチナソング, 50,四位洋, 0.1, 55, -23,*  7, 5, 21.2, ⑩⑨, 3, 7, ディオメデス,---,藤田伸, 0.5, 64, -27,* 20, 3,  7.3, ⑬⑧, 3,15,Ｂリバプｰルサウンド, 88,ルメｰ, 0.1, 79,  12,   5, 3,  5.0,⑥⑥④, 3, 9,Ｂマルブツサクラオｰ, 80,国分恭, 0.2, 78,*  8,  13, 3,  5.2, ③③
 4,11,Ｃアスカクリチャン, 57,武豊  , 0.2, 51, -20,   1, 2,  3.4, ⑧⑧, 4,16, アドマイヤツバサ,---,秋山真, 0.8, 58, -25,  12, 4, 10.7, ⑩⑤, 4, 3,Ｊバトルブリンディス, 77,川島信, 0.4, 80,  10,   7,12,167.9,⑭⑫⑫, 4, 5,Ｅグランプリヒｰロｰ, 76,小牧太, 1.0, 72,   2,  15, 6, 22.5, ⑫⑪
 5,10,Ｄヤマニンガｰゴイル, 52,和田竜, 0.4, 47, -16,  -7, 8, 48.6, ⑤⑤, 5,11, トｰセンアミアブル,---,小牧太, 1.1, 47,*-20,  -4, 6, 22.9, ②②, 5,13,Ｎセブンサミッツ, 75,和田竜, 0.5, 79,  12,   1, 4,  5.8,⑤⑤⑦, 5,10,Ｄテイエムフルパワｰ, 77,田中健, 1.2, 71,   5,   8, 7, 28.0, ⑦⑦
 6, 4,Ｇアイビｰフォｰルド, 44,秋山真, 0.5, 46, -17,  -7, 4, 14.6, ④④, 6, 6, フライングブイ,---,ルメｰ, 1.3, 51, -25,   6, 7, 33.9, ⑧⑩, 6,14,Ｄナリタカｰビン, 82,角田晃, 0.6, 80,  10,   4, 2,  4.0,⑫⑩⑧, 6, 6,Ｃトウショウクエスト, 80,大下智, 1.3, 70,*  8,   3, 4, 16.9, ②②
 7, 2,Ｊペガサスダンディｰ, 38,池添謙, 0.5, 47, -17,  -6, 6, 30.4, ⑥⑥, 7, 8, オポム,---,国分恭, 1.3, 44,*-20,  -7,14,192.0, ①①, 7, 4,Ｈピサノジュバン, 79,藤岡佑, 0.6, 79,  10,   6, 7, 11.8,⑬⑭⑬, 7, 8,Ｊブラックカシミｰル, 71,野元昭, 1.8, 64,   7,   0, 9, 80.8, ④⑤
 8, 9,Ｉエｰシンアリオト, 42,藤田伸, 0.7, 42,*-13, -14, 7, 36.3, ②②, 8,12, トウカイオｰロラ,---,和田竜, 1.6, 49, -26,   5, 5, 17.1, ⑫⑪, 8, 5,Ｌライジングバイオ, 75,小牧太, 0.7, 78,  12,   1,10, 36.6,⑦⑧⑤, 8, 1,Ｋシルクパスワｰド, 70,小林徹, 1.9, 66,   0,   9,13,215.2, ⑬⑫
 9, 3,Ｆカシノグロｰブ, 44,国分恭, 0.7, 42, -16, -11,10,118.7, ③③, 9, 1, ストｰムオｰシャン,---,小林徹, 1.6, 57, -33,* 19,16,342.5, ⑯⑯, 9, 2,Ｅツルマルエｰス, 81,酒井学, 0.8, 79,   9,   3, 5, 11.3,⑩⑪⑭, 9, 7,Ｉワンダｰグラス, 73,和田竜, 2.6, 57,   6,  -6,10,109.5, ⑥⑥
10, 7,Ｈパｰプルダイヤ, 43,小牧太, 0.8, 47, -26,   2, 9, 76.9, ⑪⑪,10, 9, マリアダンス,---,渡辺薫, 1.8, 43, -24,  -4,11,165.4, ⑦⑥,10, 9,Ｍクリノサンデｰママ, 75,川田将, 0.9, 77,* 14,  -6, 8, 29.4,①①①,10, 3,Ｌラインオブナイト, 65,藤岡佑, 2.7, 56,*  9, -10, 8, 44.6, ①①
11, 6,Ｋグッドティアラ, 32,渡辺薫, 0.8, 43, -18,  -9,11,222.9, ⑦⑦,11, 4, マストハブ,---,藤岡佑, 1.8, 49, -31,  10,12,185.7, ⑭⑭,11, 8,Ｉパｰフェクトラン, 78,田中健, 1.1, 76,   9,   1,13,258.7,⑪⑬⑮,11,12,Ｈスズカフェロｰ, 73,熊沢重, 3.4, 52,   4, -10,11,115.9, ⑧⑨
,,,,,,,,,,,,12,15, メメビｰナス,---,角田晃, 2.1, 46, -31,   6, 9, 82.4, ⑮⑮,12, 6,Ｏシンゼンオオジ, 73,鮫島良, 1.6, 71,* 13, -11, 9, 33.0,④③②,12,13,Ｇオリエンタルロック, 74,武幸四, 3.5, 53,   1,  -8, 5, 17.3, ⑩⑬
,,,,,,,,,,,,13, 5, フラワｰガイア,---,川田将, 2.3, 36, -25, -10,10,111.0, ⑥⑨,13,12,Ｆシルクストライカｰ, 80,小林徹, 1.8, 73,  10,  -4,15,366.4,⑮⑮⑨,13, 2,Ｍブイアタッカｰ, 59,松山弘, 3.9, 47,   1, -11,12,121.5, ⑪⑩
,,,,,,,,,,,,14,13, ジョｰエスケイプ,---,鮫島良, 2.5, 36, -28,  -7,13,186.3, ⑨⑫,14,11,Ｋマルブツフラッシュ, 76,熊沢重, 2.7, 65,  11, -17,11,128.0,⑨⑦⑪,,,,,,,,,,,,
,,,,,,,,,,,,15,10, シゲルヒデヨシ,---,池添謙, 2.8, 28, -24, -20, 8, 58.0, ⑤⑦,15,16,Ｇエイシンヴァイデン, 79,安藤光, 2.9, 61,* 13, -21,14,271.9,③④③,,,,,,,,,,,,
,,,,,,,,,,,,16, 2, カザンリク,---,武豊  , 3.0, 30, -29, -10, 2,  6.3, ⑪⑬,16,10,Ｐカシノブレイヴリ, 72,小坂忠, 3.8, 56,* 13, -30,16,413.7,②②⑥,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,
単勝:420円 複勝:05=140円 08=110円 01=260円 枠連:360円,,,,,,,,,,,,"単勝:150円 複勝:14=110円 03=1,610円 07=180円 枠連:3,730円",,,,,,,,,,,,"単勝:390円 複勝:07=160円 01=300円 15=180円 枠連:1,010円",,,,,,,,,,,,単勝:180円 複勝:04=110円 11=150円 09=140円 枠連:320円,,,,,,,,,,,
馬連:390円 ワイド:05-08=220円 01-05=890円 01-08=650円,,,,,,,,,,,,"馬連:8,780円 ワイド:03-14=2,690円 07-14=260円 03-07=7,440円",,,,,,,,,,,,"馬連:1,820円 ワイド:01-07=600円 07-15=350円 01-15=770円",,,,,,,,,,,,馬連:400円 ワイド:04-11=180円 04-09=190円 09-11=410円,,,,,,,,,,,
