09年 5月 2日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 5月 2日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝2000m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 9, 3,Ｈスウェプトアロング, 57,幸英明, 1.7, 47,  -6, -11,12,191.2, ③④, 9,14, キラｰパンサｰ,,山本康,204.9,,,,11,163.3,⑧⑧⑩, 9,11,Ｊインディゴライト, 66,伊藤工, 0.6, 67,*  6,  -6,11, 32.3, ①①, 9,10,Ｃクィｰンスプマンテ, 85,武士沢, 0.7, 75,* 15, -12,13, 33.9,①①①
10, 6,Ｊサｰフロック, 46,伊藤工, 1.8, 47,  -7,  -8,11, 64.3, ⑩⑨,10, 6, マイネルスカイハイ,,石神深,207.4,,,, 8, 27.9,⑪⑪⑪,10, 2,Ａリヴザルト, 76,三浦皇, 0.7, 67,   2,  -1, 1,  2.9, ⑨⑨,10, 5,Ｄハリｰアップ, 85,柴田善, 0.8, 79,   6,* 11, 3,  6.3,⑮⑰⑰
11, 9, シベリアンドリｰム,---,福永祐, 1.8, 49,  -8,  -8,10, 29.1, ⑫⑩,11,12, ハワイアンボｰイ,,佐藤聖,208.0,,,,13,204.6,⑬⑫⑫,11,14,Ｍマイネベクルックス, 64,勝浦正, 0.7, 68,  -3,   6,12, 34.5, ⑮⑯,11, 7,Ｎデストラメンテ, 75,蛯名正, 0.8, 76,  13,  -5,11, 24.6,⑦⑦⑥
12,10, ゴｰバンズ,---,岩田康, 3.7, 36, -13, -16, 9, 26.0, ⑭⑭,12, 4, ウインカスケｰド,,鈴来直,211.4,,,,10, 80.3,③③④,12,13,Ｈメイクユｰハッピｰ, 68,後藤浩, 0.8, 65,   3,  -5,15,118.2, ⑧⑥,12, 8,Ｍアメジストリング, 75,三浦皇, 0.9, 77,   7,   6,17,159.9,⑰⑯⑮
13, 5,Ｌプルミエエクレｰル, 33,丹内祐, 4.1, 36,  -9, -24,13,223.3, ⑬⑫,13,10, スズノユｰフォｰド,,柴田未,212.3,,,,14,270.5,⑫⑬⑬,13,15,Ｑライセンシｰ, 46,吉田豊, 1.0, 65,  -6,   6,13, 44.7, ⑰⑰,13, 6,Ｌラッキｰリップス, 77,江田照, 0.9, 76,   8,   4,14, 42.0,⑩⑫⑩
14,14,Ｋビｰビｰグレイナｰ, 35,小野寺, 4.4, 30, -10, -28,14,289.2, ⑪⑬,14,11, ザサンデｰアミフジ,,金子光,215.3,,,,12,199.5,⑭⑭⑭,14, 1,Ｋサンダｰアロング, 66,川田将, 1.2, 62,  -9,   6, 4,  9.0, ⑱⑱,14, 2,Ｂウェディングフジコ, 89,菊沢隆, 1.0, 71,  13,  -9, 2,  5.9,⑥⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｏドナヴィラｰジュ, 60,幸英明, 1.2, 63,  -4,   1,14,113.8, ⑭⑮,15,11,Ｑドリｰムトレジャｰ, 72,吉田豊, 1.1, 74,   8,  -1,16,138.3,⑪⑩⑫
,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｉアモｰレヴォレ, 66,坂井英, 1.6, 55,   2, -14, 6, 21.8, ⑦⑧,16, 4,Ａヴィヴィッドカラｰ, 90,川田将, 1.3, 72,   7,   1, 4,  7.8,⑭⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,17,18,Ｐタイキティファニｰ, 57,田中勝, 2.1, 50,*  6, -26,16,239.3, ②②,17,12,Ｇオメガファルコン, 80,横山典, 2.0, 62,   8, -14,12, 33.3,⑤⑥⑪
,,,,,,,,,,,,,,,,,,,,,,,,18, 5,Ｒトｰセンクレスト, 37,小野寺, 2.2, 49,   2, -22,18,328.8, ⑤⑦,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,
単勝:290円 複勝:07=120円 02=130円 12=170円 枠連:550円,,,,,,,,,,,,単勝:430円 複勝:07=140円 02=110円 13=580円 枠連:220円,,,,,,,,,,,,"単勝:310円 複勝:12=150円 17=460円 10=690円 枠連:1,600円",,,,,,,,,,,,"単勝:910円 複勝:09=380円 03=680円 13=420円 枠連:2,550円",,,,,,,,,,,
馬連:650円 ワイド:02-07=260円 07-12=340円 02-12=470円,,,,,,,,,,,,"馬連:370円 ワイド:02-07=190円 07-13=1,520円 02-13=1,080円",,,,,,,,,,,,"馬連:2,880円 ワイド:12-17=950円 10-12=1,190円 10-17=6,910円",,,,,,,,,,,,"馬連:12,240円 ワイド:03-09=3,970円 09-13=2,300円 03-13=3,550円",,,,,,,,,,,
"馬単:1,230円 3連複:1,270円 3連単:4,560円",,,,,,,,,,,,"馬単:980円 3連複:3,350円 3連単:13,370円",,,,,,,,,,,,"馬単:4,270円 3連複:24,960円 3連単:108,120円",,,,,,,,,,,,"馬単:24,060円 3連複:56,500円 3連単:336,060円",,,,,,,,,,,
■ 2R  ダ1300m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 5R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 8R  ダ1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■11R  芝2400m 3 歳ｵｰﾌﾟﾝ(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾃﾚﾋﾞ東京杯青葉賞 ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｂケｰジｰコガネ, 62,内田博,, 69,*  6,   0, 2,  4.0, ①①, 1, 2,Ｄアンシャンレジｰム, 58,蛯名正,, 77,*  6,*  6, 5, 13.4, ①①, 1,13,Ｄタカラパｰク, 71,後藤浩,, 69,   3,   4, 5, 12.8, ⑧⑧, 1,17,Ｃアプレザンレｰヴ, 82,内田博,, 85,   3,* 17, 1,  2.0,⑩⑩⑨
 2,13,Ｆマイネルエルドラド, 49,三浦皇, 0.0, 69,  -2,*  9, 5, 26.1, ⑦⑥, 2, 6,Ｅヤマタケディガｰ, 57,後藤浩, 0.9, 70,*  5,   0, 3,  8.4, ②②, 2,14,Ｃアルフェラッツ, 71,幸英明, 0.2, 68,   1,   5,13, 34.8, ⑨⑨, 2, 2,Ｂマッハヴェロシティ, 84,柴田善, 0.2, 81,   3,  11, 7, 18.4,⑤⑤⑤
 3, 8,Ａダノンフィｰバｰ, 74,岩田康, 0.1, 68,*  5,  -1, 1,  1.3, ③②, 3,10,Ａタカラサンデｰ, 65,北村宏, 1.0, 67,*  5,  -1, 1,  1.4, ③③, 6, 6,Ｉヒロノバイオ, 68,江田照, 0.3, 69,*  8,  -4,10, 22.8, ④③, 3,16,Ｄトップカミング, 80,幸英明, 0.3, 84,   2,* 16, 6, 17.6,⑪⑪⑪
 4, 3,Ｎポアントゥブルボン, 35,田中勝, 0.8, 62,  -4,*  4, 7, 61.1, ⑧⑦, 4, 9,Ｂグラスレジェンド, 62,松岡正, 2.3, 57,   2,  -9, 4,  9.3, ⑦⑦, 3, 3,Ｋダイワランスロット, 68,岩田康, 0.3, 69,*  9,  -6, 2,  3.7, ②②, 4,13,Ｇピサノカルティエ, 74,福永祐, 0.3, 84,   2,* 17, 3,  8.3,⑬⑬⑬
 5,12,Ｃサンマルヘイロｰ, 56,郷原洋, 1.6, 56,  -4,  -2, 6, 32.7, ⑥⑧, 5, 7,Ｃアゲシオ, 59,横山典, 2.6, 53,  -1,  -7, 2,  7.6, ⑩⑧, 4, 2,Ｂスマｰトキャスタｰ, 71,伊藤工, 0.3, 67,   5,  -1,11, 23.1, ⑤⑤, 5,10,Ｋイネオレオ, 73,岩田康, 0.3, 82,   2,* 17, 4,  9.3,⑫⑫⑫
 6, 5,Ｄドンヤマト, 55,吉田豊, 1.6, 56,  -9,   3, 4, 23.6, ⑪⑫, 6, 1, ダイワキング,---,武士沢, 2.9, 52,   3, -16, 7, 26.6, ⑤④, 5, 1,Ｆハピネスフォｰユｰ, 69,蛯名正, 0.4, 69,* 10,  -8, 4,  9.8, ①①, 6, 3,Ｎサトノエンペラｰ, 68,北村宏, 0.4, 78,   2,  13, 9, 35.1,⑧⑧⑧
 7, 9,Ｅサイクロンボｰイ, 51,柴山雄, 2.7, 48,  -7,  -8,11,156.8, ⑭⑩, 7, 3,Ｇマイネルバルトｰク, 50,三浦皇, 3.0, 52,   2, -14, 6, 25.9, ⑥⑥, 7,10,Ａアプロｰズヒｰロｰ, 71,柴山雄, 0.5, 66,  -6,* 12, 1,  3.2, ⑯⑮, 7, 4,Ｆセイクリッドバレｰ, 78,蛯名正, 0.9, 77,   1,  10, 5,  9.7,⑭⑮⑮
 8, 1,Ｌコスモエクスプレス, 38,伊藤工, 2.8, 44,  -8, -10,12,432.2, ⑨⑨, 8, 5,Ｆミツアキクイｰン, 53,二本柳, 3.6, 47,   2, -21, 9,190.5, ④⑤, 8,12,Ｊエプソムスタウト, 68,坂井英, 0.6, 65,  -3,*  8, 7, 15.9, ⑮⑭, 8, 8,Ｊキタサンアミｰゴ, 74,川田将, 0.9, 77,   2,   8, 8, 19.9,⑨⑨⑩
 9,10,Ｉデウィデウィ, 43,小林久, 3.1, 45, -11,  -6,14,754.9, ⑬⑭, 9, 4,Ｉサガミノエイユウ, 37,菊沢隆, 5.1, 35,  -2, -28,10,196.1, ⑧⑨, 9, 8,Ｈメイショウテッペイ, 68,福永祐, 0.6, 67,*  8,  -6, 6, 15.1, ③④, 9,12,Ｅトップクリフォｰド, 80,藤田伸, 1.2, 69,*  5,  -7,12, 66.7,②②②
10, 6,Ｊコウジンカメオ, 41,武士沢, 3.2, 42,  -8, -12, 8, 87.9, ⑩⑪,10, 8,Ｈマキシムカラス, 43,柴山雄, 5.3, 34,  -5, -26, 8,105.7, ⑨⑩,10,16,Ｐスプリングラッキｰ, 40,吉田豊, 0.7, 65,   0,   4,16,185.1, ⑪⑪,10,18,Ｈワンダｰアキュｰト, 74,後藤浩, 1.6, 67,   3,  -9,16,144.2,⑥⑦⑥
11, 7,Ｇエムオｰソブリン, 48,勝浦正, 3.3, 42,   0, -22, 9,111.8, ②⑤,,,,,,,,,,,,,11,15,Ｌデルマレグルス, 66,小野寺, 0.7, 64,  -1,   4,14,140.0, ⑭⑫,11, 6,Ｉマイネルクラリティ, 74,松岡正, 1.7, 67,*  5, -11,10, 37.6,④④④
12,14,Ｈシックスシグマ, 48,菊沢隆, 3.4, 41,   3, -26,10,112.7, ④③,,,,,,,,,,,,,12, 7,Ｅソニックブレｰド, 70,三浦皇, 0.9, 63,   5,  -6, 9, 21.1, ⑥⑥,12, 1,Ｌトｰセンマルゴｰ, 70,三浦皇, 1.9, 65,*  5, -14,15,124.4,③③③
13, 2,Ｋピサノティファニｰ, 40,福永祐, 3.7, 39,   0, -25, 3, 23.3, ⑤④,,,,,,,,,,,,,13, 5,Ｇキングオブハイシｰ, 68,内田博, 1.4, 59,  -3,   0, 3,  9.8, ⑬⑬,13, 5,Ａバアゼルリバｰ, 85,安藤勝, 1.9, 67,   1,  -1, 2,  7.3,⑰⑱⑱
14,11,Ｍカシノジゲンリュウ, 36,二本柳, 4.7, 31, -10, -23,13,598.2, ⑫⑬,,,,,,,,,,,,,14, 9,Ｎカポデテュティカピ, 53,横山典, 1.7, 56,   3, -11, 8, 19.3, ⑦⑦,14,11,Ｏメジロワｰロック, 68,勝浦正, 2.1, 65,   2,  -9,13,104.3,⑮⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,15, 4,Ｍタイキサハラ, 63,田中勝, 1.9, 54,  -1,  -6,12, 31.7, ⑩⑩,15, 9,Ｍフォルミダｰビレ, 69,吉田豊, 2.2, 63,   3, -16,14,108.2,⑦⑥⑦
,,,,,,,,,,,,,,,,,,,,,,,,16,11,Ｏライヴリｰデイズ, 44,武士沢, 3.3, 43,  -6, -12,15,161.5, ⑫⑯,16,14,Ｒタイフｰンルビｰ, 64,菊沢隆, 2.2, 59,*  6, -26,11, 65.3,①①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,15,Ｐトｰセンルｰチェ, 68,坂井英, 2.6, 60,  -1, -10,18,255.3,⑱⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 7,Ｑメイショウデジレ, 66,田中勝, 3.2, 56,  -1, -19,17,198.3,⑯⑰⑰
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,
"単勝:400円 複勝:04=100円 13=300円 08=100円 枠連:2,910円",,,,,,,,,,,,"単勝:1,340円 複勝:02=250円 06=180円 10=110円 枠連:3,090円",,,,,,,,,,,,"単勝:1,280円 複勝:13=360円 14=750円 03=180円 枠連:12,470円",,,,,,,,,,,,"単勝:200円 複勝:17=120円 02=390円 16=320円 枠連:1,660円",,,,,,,,,,,
"馬連:4,660円 ワイド:04-13=460円 04-08=110円 08-13=340円",,,,,,,,,,,,"馬連:3,880円 ワイド:02-06=950円 02-10=310円 06-10=250円",,,,,,,,,,,,"馬連:13,580円 ワイド:13-14=4,010円 03-13=960円 03-14=1,640円",,,,,,,,,,,,"馬連:2,130円 ワイド:02-17=790円 16-17=510円 02-16=2,210円",,,,,,,,,,,
"馬単:7,490円 3連複:580円 3連単:12,130円",,,,,,,,,,,,"馬単:9,610円 3連複:1,460円 3連単:23,070円",,,,,,,,,,,,"馬単:25,060円 3連複:20,060円 3連単:189,930円",,,,,,,,,,,,"馬単:2,840円 3連複:5,580円 3連単:20,210円",,,,,,,,,,,
■ 3R  ダ1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 6R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 9R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  ダ1600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,八重桜賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｄティアップシンゲキ, 60,江田照,, 62,*  0,   1, 5,  7.7, ①①, 1, 3,Ｅシャイニｰタイガｰ, 48,三浦皇,, 67,   5,* -6, 3,  5.9,⑥⑦⑥, 1,14,Ｃナンヨｰアイドル, 71,安藤勝,, 77,  -7,* 15, 1,  2.9, ⑪⑭, 1, 1,Ａパルジファル, 83,横山典,, 75,   7,* 10, 2,  7.2, ⑥⑥
 2, 2,Ｇツクバショウグン, 53,柴田善, 0.0, 66,  -7,* 12, 6,  8.9, ⑨⑨, 2,11,Ｃイルサルト, 59,後藤浩, 0.0, 64,* 13, -23, 2,  3.5,③②②, 2, 8,Ｐガンズオブナバロン, 52,内田博, 0.1, 73,  -1,   4, 2,  5.2, ③④, 2,10,Ｏスズノマグマ, 72,藤田伸, 0.2, 73,   7,   6,12, 65.7, ④④
 3, 8,Ｃクリｰバレン, 62,松岡正, 0.3, 60,  -4,   5, 2,  4.0, ⑥⑥, 3, 9,Ａクリノメダリスト, 62,横山典, 0.5, 59,   5, -14, 5,  9.4,⑤⑤⑤, 3,17,Ｅヒカルプリンス, 68,横山典, 0.1, 72,  -4,   8, 9, 20.0, ⑨⑨, 3,11,Ｌアドマイヤマントル, 75,伊藤工, 0.2, 72,   7,   6, 8, 44.6, ⑤⑤
 4, 3,Ａモリトキボウ, 63,勝浦正, 0.3, 61,  -2,   2, 3,  5.8, ③③, 4,13,Ｈダイワオｰダｰ, 44,武士沢, 0.5, 61,   2,* -7,10,121.5,⑫⑫⑪, 4, 2,Ｄシャイニｰデザｰト, 68,吉田豊, 0.2, 76,  -7,* 12,11, 29.2, ⑭⑬, 4,16,Ｈデスバラｰド, 78,吉田豊, 0.2, 75,   4,* 12,10, 52.4, ⑬⑬
 5, 9,Ｂダイワレギオン, 62,北村宏, 0.4, 58,  -5,   5, 4,  6.6, ⑦⑦, 5, 8, サトノサｰガ,---,北村宏, 0.6, 57,   5, -14, 1,  2.7,⑩⑩⑦, 5,16,Ａバックハウス, 76,岩田康, 0.2, 74,  -5,  10, 6, 11.0, ⑫⑪, 5,14,Ｃタイガｰマスク, 82,安藤勝, 0.2, 72,*  9,   4, 1,  1.7, ②②
 6, 4,Ｅショウナンサンガ, 60,内田博, 0.7, 58,* -1,  -3, 7,  9.4, ②②, 6, 7,Ｄサイモントルナｰレ, 52,蛯名正, 1.0, 56,   4, -17, 6, 10.4,⑨⑧⑧, 6, 1,Ｇファイアｰフロｰト, 67,藤田伸, 0.3, 68,*  2,  -4, 8, 17.6, ①①, 6,15,Ｎホｰマンクラフト, 72,川田将, 0.3, 75,*  9,   5,15,151.0, ③③
 7,11,Ｋカズノバｰド,  6,吉田豊, 1.5, 52, -10,   2,10,132.7, ⑩⑪, 7,12,Ｆトウショウライド, 46,坂井英, 1.1, 54,   3, -19,12,169.8,⑧⑥⑨, 7, 4,Ｌコスモハｰト, 62,三浦皇, 0.3, 69,*  0,  -2,13,142.8, ②②, 7,13,Ｋセイウンマル, 76,大庭和, 0.5, 70,   3,* 11,14,116.6, ⑮⑮
 8, 5,Ｉフォレストグリｰン, 32,伊藤工, 1.8, 49,  -9,   1, 8, 87.7, ⑪⑩, 8, 6,Ｊスタｰオブベトナム, 38,岩田康, 1.3, 51,   8, -31, 7, 32.0,④④④, 8,15,Ｍコハクジョｰ, 60,福永祐, 0.3, 76, -10,* 15,14,156.3, ⑮⑯, 8, 6,Ｅブライアンズエッセ, 80,福永祐, 0.6, 72,   5,   7, 4,  8.9, ⑩⑩
 9,10,Ｈハクシンアマゾｰヌ, 48,幸英明, 2.2, 45,  -3, -14,11,157.7, ④④, 9, 2,Ｂメジロテンダｰ, 61,吉田豊, 1.5, 50,* 13, -46, 4,  8.1,②①①, 9,13,Ｆトップキングダム, 67,柴田善, 0.4, 69,  -2,   2, 3,  7.4, ⑦⑧, 9, 4,Ｄトｰセンマンボ, 81,勝浦正, 0.7, 71,   6,   4, 5, 15.3, ⑦⑦
10, 7,Ｆタイキプラウド, 56,後藤浩, 3.0, 39,  -4, -20, 1,  3.4, ⑤⑤,10,10,Ｉマイネフェニｰチェ, 43,幸英明, 1.7, 50,   1, -22,11,148.4,⑪⑪⑫, 9, 3,Ｂギンザジャスマック, 71,後藤浩, 0.4, 73, -10,* 12, 5, 10.1, ⑰⑮,10,12,Ｇベルグミサイル, 79,武士沢, 0.8, 70,   2,   9, 9, 46.1, ⑭⑭
11, 6,Ｊゴｰルデンスイ, 31,田中勝, 4.6, 30,  -6, -29, 9, 87.8, ⑧⑧,11, 5, フルムｰンブギ,---,柴田善, 1.8, 47,   3, -30, 8, 54.6,⑦⑨⑩,11,12,Ｉブリッツェン, 66,蛯名正, 0.4, 69,  -1,  -1, 7, 14.5, ⑤⑤,11, 5,Ｆマルタカタキオン, 79,内田博, 0.9, 70,   5,   4,11, 59.0, ⑨⑨
,,,,,,,,,,,,12, 4,Ｇネオライディｰン, 46,松岡正, 3.8, 32,  -3, -44, 9, 54.8,⑬⑬⑬,12, 5,Ｊキングオバマ, 65,江田照, 0.5, 69,  -7,   6,12,116.9, ⑬⑫,12, 3,Ｉセイカアレグロ, 77,小林淳, 1.0, 69,   3,   7, 7, 32.5, ⑯⑯
,,,,,,,,,,,,13, 1,Ｋライアンガｰル, 34,丹内祐, 4.5, 11,  10, -80,13,190.0,①③③,13, 7,Ｏマサノシャルナ, 54,高橋智, 0.5, 68,  -4,   2,16,217.5, ⑧⑥,13, 2,Ｊブロックバスタｰ, 76,坂井英, 1.2, 68,   4,   4,16,158.4, ⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,14,10,Ｋトｰセンオｰパス, 65,田中勝, 0.8, 67,  -5,   1, 4,  9.6, ⑩⑩,14, 7,Ｐパｰトゥｰアワｰズ, 66,田中勝, 1.4, 65,   5,   0,13, 77.9, ⑪⑪
,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｈエストシャイン, 66,北村宏, 0.9, 58,  -1, -10,10, 22.7, ④③,15, 9,Ｂギンゲイ, 82,柴田善, 1.8, 64,   7,  -5, 6, 16.9, ⑧⑧
,,,,,,,,,,,,,,,,,,,,,,,,16,11, アランフェスロマン,---,坂井英, 2.0, 47,  -4, -20,15,197.2, ⑥⑦,16, 8,Ｍアルダントヌイ, 74,北村宏, 1.9, 59,*  9, -12, 3,  8.7, ①①
,,,,,,,,,,,,,,,,,,,,,,,,17, 9,Ｎプルプル, 58,大庭和, 2.4, 49, -11, -10,17,221.1, ⑯⑰,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
