09年 2月28日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 2月28日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝2400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
16,10,Ｉファイヤｰオパｰル, 48,田村太, 3.0, 38, -11,  -7,11,174.7,⑧⑩⑫,,,,,,,,,,,,,16,16,Ｉスペシャルロッキｰ, 58,川原正, 2.3, 45, -11, -12,16,400.0, ⑮⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:稍重(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:4),,,,,,,,,,,
"単勝:1,480円 複勝:08=320円 15=110円 09=190円 枠連:270円",,,,,,,,,,,,"単勝:160円 複勝:07=110円 02=630円 10=940円 枠連:2,470円",,,,,,,,,,,,単勝:320円 複勝:06=150円 13=190円 10=390円 枠連:900円,,,,,,,,,,,,単勝:260円 複勝:07=130円 10=200円 05=720円 枠連:420円,,,,,,,,,,,
馬連:900円 ワイド:08-15=420円 08-09=820円 09-15=270円,,,,,,,,,,,,"馬連:2,550円 ワイド:02-07=850円 07-10=1,580円 02-10=6,380円",,,,,,,,,,,,"馬連:940円 ワイド:06-13=410円 06-10=1,170円 10-13=1,060円",,,,,,,,,,,,"馬連:700円 ワイド:07-10=300円 05-07=1,510円 05-10=3,040円",,,,,,,,,,,
"馬単:3,180円 3連複:1,580円 3連単:15,930円",,,,,,,,,,,,"馬単:3,090円 3連複:13,840円 3連単:47,560円",,,,,,,,,,,,"馬単:1,620円 3連複:4,760円 3連単:17,540円",,,,,,,,,,,,"馬単:1,250円 3連複:8,570円 3連単:26,450円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 5R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 8R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■11R  芝1600m 3 歳ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｱｰﾘﾝﾄﾝｶｯﾌﾟ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｈエｰシンウォｰマン, 54,武幸四,, 71,  -5,* 14, 7, 15.0, ⑩⑧, 1, 9,Ｈツカサゲンキ, 57,武幸四,, 67,   2,* -2, 9, 28.2,⑫⑪⑤, 1, 7,Ｈクｰノキセキ, 66,武豊  ,, 76,*  2,* 10, 3,  5.3,①①①, 1, 1,Ａダブルウェッジ, 79,小牧太,, 79,  12,  -5, 6, 10.7, ③③
 2, 1,Ｂミッシングナンバｰ, 69,デムｰ, 0.0, 69,   2,   8, 1,  3.3, ③③, 2, 7,Ｆワイレアビｰチ, 61,小牧太, 0.0, 64,*  5,  -8, 4,  6.7,②②②, 2, 8,Ｇトｰセンバスケット, 67,三浦皇, 0.4, 74,  -1,* 14, 5, 15.3,⑥⑤④, 2, 8,Ｌマイネルエルフ, 61,デムｰ, 0.1, 76,* 14, -11,12, 58.5, ②②
 3, 9,Ａアスタｰクリス, 70,岩田康, 0.2, 68,*  4,   5, 5, 12.1, ②②, 3, 6,Ｂマｰリンシチｰ, 63,川原正, 0.2, 64,   3,  -5, 5,  7.6,⑦⑧⑧, 3, 5,Ａアドマイヤミスティ, 74,安藤勝, 1.0, 68,   1,   6, 1,  2.2,④③③, 3,11,Ｇミッキｰパンプキン, 72,岩田康, 0.2, 76,   6,*  2, 3,  6.4, ⑩⑩
 4, 3,Ｄキクノフレヴァン, 66,藤岡佑, 0.3, 67,  -1,   8, 3,  3.8, ⑤⑤, 4,14,Ｅシルクトマホｰク, 62,デムｰ, 0.2, 64,   5,  -7, 7, 10.2,⑬⑥④, 4,10,Ｂエアデヴォン, 74,岩田康, 1.8, 63,*  1,  -3, 2,  3.7,②②②, 4, 7,Ｈアイアンルック, 70,武豊  , 0.2, 76,   4,*  5, 1,  3.0, ⑪⑪
 5, 8,Ｅシュンハレン, 65,和田竜, 0.3, 66,  -4,* 10, 4,  7.1, ⑨⑦, 5, 3,Ｉシゲルトカチダケ, 56,幸英明, 0.3, 63,   2,* -2,12,144.5,⑮⑭⑫, 5, 3,Ｆキャトルキャｰル, 67,秋山真, 1.9, 66,  -4,   8, 9, 44.0,⑪⑩⑪, 5, 9,Ｅタイガｰストｰン, 75,木村健, 0.2, 77,   7,   1,13, 67.2, ⑦⑦
 6,12,Ｃフレッドバロｰズ, 66,福永祐, 0.4, 65,*  8,  -2, 2,  3.5, ①①, 6,10,Ｋヒシピラルクｰ, 51,田中克, 0.6, 63,  -1,* -3,15,204.9,⑩⑮⑬, 6, 2,Ｃワキノキルシェ, 68,川田将, 2.2, 67,  -3,   8, 6, 18.2,⑨⑪⑨, 6, 5,Ｃアドバンスヘイロｰ, 78,三浦皇, 0.4, 76,  11,  -9, 4,  8.2, ④④
 7,10,Ｉホッコｰテイオｰ, 53,石橋守, 1.0, 60,   1,  -1,13,248.8, ④④, 7,11,Ｄナムラブレット, 62,秋山真, 0.8, 59,   4, -11, 1,  4.1,⑤⑤⑦, 7,11,Ｄチノハテマデモ, 68,小林徹, 2.4, 63,  -3,   1, 7, 22.6,⑧⑧⑧, 7, 4,Ｊケイアイドウソジン, 65,藤岡佑, 0.5, 73,   7,  -4,10, 39.7, ⑨⑨
 8, 2,Ｇヤマイチリブ, 58,田嶋翔, 1.2, 58,  -3,   1, 6, 13.5, ⑦⑥, 8,16,Ｇデンコウゼファｰ, 57,小林徹, 1.1, 59,   3, -12,14,171.6,⑧⑩⑨, 8, 6,Ｊアリｰジェンス, 58,武英智, 2.6, 59,  -2,  -3,11,249.7,⑤⑥⑥, 8,12,Ｉジョｰメテオ, 70,和田竜, 0.5, 72,* 18, -22, 5, 10.7, ①①
 9,11,Ｊシルクフェイブル, 51,木村健, 2.0, 52,  -3,  -5,10,172.9, ⑥⑨, 9,12,Ｎタガノガブリエル, 49,岩田康, 1.3, 55,*  5, -18, 6,  9.6,③③③, 9, 4,Ｋハッピｰラベンダｰ, 55,和田竜, 2.7, 57,   0,  -7,10,205.8,③④⑤, 9, 2,Ｂケイアイテンジン, 79,福永祐, 0.7, 72,   8,  -9, 8, 17.9, ⑤⑤
10,13,Ｆメソポタミア, 59,川島信, 2.2, 48,  -4,  -5,12,218.1, ⑧⑩,10, 4,Ｊエｰシンクラウニン, 53,酒井学, 1.3, 55,   1, -11,13,148.2,⑨⑫⑭,10, 9,Ｅトウカイアワｰド, 67,内田博, 4.1, 50,  -3, -13, 4,  9.3,⑦⑦⑦,10, 6,Ｄツクバホクトオｰ, 75,四位洋, 0.7, 71,   3,   1, 7, 13.8, ⑬⑫
11, 5,Ｋバンダムヴィｰヴォ, 51,熊沢重, 2.4, 50,  -5,  -4, 9, 86.1, ⑫⑪,11, 1,Ｏセトステイ, 47,木村健, 1.7, 55,  -1,  -9,16,206.4,⑯⑯⑯,11, 1,Ｉクリｰルパトラｰ, 62,武幸四, 5.8, 41,  -4, -27, 8, 27.8,⑩⑨⑩,11,13,Ｋキングスレガリア, 64,秋山真, 1.1, 67,   8, -13, 9, 23.9, ⑧⑧
12, 7,Ｍタカラクエスト, 43,小牧太, 3.1, 41, -13,  -6, 8, 76.8, ⑬⑬,12, 2,Ａハｰドイチオｰ, 63,佐藤哲, 1.8, 52,   4, -20, 2,  5.1,④④⑥,,,,,,,,,,,,,12,10,Ｆスｰニ, 73,内田博, 1.4, 63,  10, -21, 2,  4.8, ⑥⑥
13, 4,Ｌイナズマルビｰ, 45,田中克, 4.1, 35,  -7, -18,11,197.8, ⑪⑫,13, 8,Ｃバｰトンクリｰク, 62,和田竜, 2.0, 51,   2, -19, 3,  5.4,⑪⑦⑪,,,,,,,,,,,,,13, 3,Ｍメイショウボルト, 46,武幸四, 1.7, 64,   2, -10,11, 44.5, ⑫⑬
,,,,,,,,,,,,14,15,Ｍスプリングカエサル, 50,福永祐, 2.2, 51,   1, -19, 8, 18.5,⑭⑬⑩,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15, 5,Ｌメイショウイロドリ, 51,池添謙, 2.6, 47,*  5, -29,11,119.7,①①①,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16,13,Ｐハマノバレンタイン, 46,川田将, 6.8, 27,   1, -58,10, 39.7,⑥⑨⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:4),,,,,,,,,,,
"単勝:1,500円 複勝:06=510円 01=160円 09=260円 枠連:2,790円",,,,,,,,,,,,"単勝:2,820円 複勝:09=790円 07=230円 06=260円 枠連:2,840円",,,,,,,,,,,,"単勝:530円 複勝:07=200円 08=320円 05=110円 枠連:1,690円",,,,,,,,,,,,"単勝:1,070円 複勝:01=300円 08=1,200円 11=220円 枠連:10,050円",,,,,,,,,,,
"馬連:2,900円 ワイド:01-06=1,020円 06-09=2,280円 01-09=750円",,,,,,,,,,,,"馬連:8,260円 ワイド:07-09=2,390円 06-09=2,250円 06-07=740円",,,,,,,,,,,,"馬連:3,510円 ワイド:07-08=1,250円 05-07=270円 05-08=510円",,,,,,,,,,,,"馬連:17,660円 ワイド:01-08=4,600円 01-11=840円 08-11=3,980円",,,,,,,,,,,
"馬単:7,990円 3連複:8,620円 3連単:63,410円",,,,,,,,,,,,"馬単:20,920円 3連複:13,670円 3連単:134,710円",,,,,,,,,,,,"馬単:7,270円 3連複:2,450円 3連単:23,470円",,,,,,,,,,,,"馬単:34,830円 3連複:29,460円 3連単:251,690円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  ダ1400m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1600m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  ダ1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,丹波特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｂドリｰムクェｰサｰ, 67,池添謙,, 68,  -6,* 14, 3,  6.8, ⑦⑦, 1, 8, ショウサンウルル,---,岩田康,, 58,* -4,* -1, 5, 10.7, ①①, 1, 3,Ａウィズディクタット, 82,岩田康,, 78,   4,   8, 4,  6.9, ④④, 1, 6,Ｇシルクレセプション, 78,岩田康,, 78,  -1,  15, 3,  6.6, ④④
 2, 9,Ｈエｰシンビｰトロン, 52,内田博, 0.2, 67,* -2,   7, 2,  6.6, ①①, 2,13, コスモナダル,---,内田博, 0.7, 53,  -9,* -1, 9, 17.5, ⑥⑤, 2,13,Ｐファイアレッド, 71,池添謙, 0.0, 79,   4,   6, 6, 12.5, ③③, 2,14,Ｆフミノパシフィック, 79,池添謙, 0.0, 77,*  1,  13, 7, 18.1, ①①
 3, 4,Ｉシュンリキ, 52,和田竜, 0.8, 62,  -6,   8,10,213.7, ⑧⑧, 3,12, ファッショナブル,---,三浦皇, 1.4, 48, -11,  -5, 6, 13.5, ⑨⑧, 3, 7,Ｂゼンノモナルカ, 81,川原正, 0.0, 78,*  8,   1,12, 48.0, ①①, 3,12,Ｈスカｰレットライン, 78,三浦皇, 0.2, 77,  -5,* 19, 6,  9.6, ⑨⑨
 4, 2,Ａハｰドウォン, 71,岩田康, 0.9, 61,  -5,   5, 1,  1.6, ⑤⑤, 4, 1, ヒシチャプタｰ,---,福永祐, 1.9, 44, -11, -10, 4,  8.7, ⑧⑦, 4,16,Ｎウインキングストン, 72,武幸四, 0.1, 80,   2,   8, 1,  3.3, ⑪⑦, 4,15,Ｊセイカアレグロ, 75,内田博, 0.4, 76, -12,* 25, 9, 49.5, ⑯⑯
 5,13,Ｃディアトゥドリｰム, 64,高野容, 0.9, 61,  -5,   5, 4,  9.6, ④④, 5,11, エムテイハチマン,---,武幸四, 2.0, 44,* -6, -16,11, 52.8, ②②, 5, 5,Ｌフィッツロイ, 74,佐藤哲, 0.1, 78,   0,* 12, 7, 13.8, ⑨⑪, 5,11,Ｃダノンジュピタｰ, 81,武豊  , 0.5, 74,  -1,  11, 2,  3.6, ⑤⑤
 6, 7,Ｅシブン, 61,四位洋, 1.0, 61, -10,* 11, 6, 17.8, ⑪⑨, 6,14, ボｰセジュｰル,---,石橋守, 2.0, 44, -12,  -9, 8, 15.6, ⑦⑨, 6, 2,Ｏニホンピロシェリｰ, 72,酒井学, 0.2, 78,  -2,* 14,10, 35.7, ⑫⑭, 6,16,Ｋフェスティバルイヴ, 73,福永祐, 0.5, 74,*  0,  10, 8, 23.6, ②②
 7,10,Ｋコスモクリスタル, 46,福永祐, 1.6, 56,  -4,  -2, 8, 42.8, ③③, 7, 9, チェンジ,---,飯田祐, 2.0, 42,* -7, -15, 1,  2.9, ③③, 7, 1,Ｊコパノオｰシャンズ, 76,三浦皇, 0.2, 80,   2,  10, 9, 34.2, ⑧⑨, 7, 7,Ａリｰガルスキｰム, 83,和田竜, 0.6, 74,  -3,  14, 1,  3.4, ⑦⑥
 8, 6,Ｄマルブツハッピｰ, 62,三浦皇, 1.8, 54,  -5,  -3, 5, 10.1, ⑥⑥, 8, 6, ベアオンワｰド,---,田中克, 2.7, 40, -24,*  0,15,164.5, ⑭⑭, 8,12,Ｈメイショウルシェロ, 77,飯田祐, 0.4, 75,   3,   4,11, 42.7, ⑤⑥, 7, 5,Ｄテイエムフルパワｰ, 79,デムｰ, 0.6, 75,  -6,  18, 5,  8.2, ⑫⑫
 9, 3,Ｊテイエムミステリｰ, 49,小牧太, 2.0, 53, -15,   7, 9,162.5, ⑫⑫, 9, 2, タピルｰジュ,---,和田竜, 2.8, 36,  -9, -20, 3,  6.7, ⑤④, 9,15,Ｃシャイニｰボｰイ, 81,内田博, 0.5, 74,   0,   6, 2,  5.2, ⑭⑫, 9, 3,Ｂイチオカ, 81,四位洋, 0.9, 71,  -9,  17, 4,  7.3, ⑮⑮
10,11,Ｆエｰシンファステム, 56,田村太, 2.0, 52,  -9,   0,11,315.1, ⑨⑩,10,16, シｰスピアｰ,---,秋山真, 2.9, 35, -15, -14, 7, 14.0, ⑪⑪,10, 6,Ｆエイシンルンナ, 79,川田将, 0.5, 71,*  5,  -4,15, 99.7, ②②,10, 9,Ｅセイウンマル, 79,秋山真, 0.9, 71,  -8,  17,12,108.7, ⑭⑭
11, 5,Ｍマジックソルジャｰ, 20,田中克, 2.3, 52, -15,   5,13,545.7, ⑬⑬,11, 3, ウマヒトスジ,---,幸英明, 3.1, 34, -15, -16,12, 63.8, ⑬⑩,11, 4,Ｅトムウィンズ, 79,岩崎祐, 0.6, 73,   1,   4, 5, 11.6, ⑩⑩,11, 2,Ｉマイグロｰリアス, 75,武幸四, 1.0, 71,  -6,  13,10, 70.0, ⑩⑩
12,12,Ｌワンダｰアムｰル, 35,川田将, 2.7, 46,* -4, -13, 7, 30.9, ②②,12, 5, コスモエクスプレス,---,川島信, 3.5, 29, -16, -18,10, 46.1, ⑫⑫,12,14,Ｇマイネルクラッチ, 78,武豊  , 0.6, 71,   4,  -1, 3,  5.8, ⑥⑤,12,10,Ｏクリノゴｰルド, 69,北村浩, 1.3, 67,  -1,   4,15,294.7, ③③
13, 1,Ｇベルモントミント, 52,幸英明, 2.8, 45, -10,  -5,12,321.8, ⑩⑪,13, 4, キンショｰアイドル,---,佐藤哲, 4.0, 26,  -9, -31,13, 66.6, ④⑥,13,10,Ｉエイシンインパｰル, 76,小牧太, 0.8, 71,  -3,   6,13, 48.7, ⑯⑯,13, 4,Ｍピンクペガサス, 70,幸英明, 1.5, 65,  -4,   5,11, 80.2, ⑥⑧
,,,,,,,,,,,,14,15, スピｰドジャンボ,---,田村太, 4.2, 25, -16, -23,16,183.4, ⑩⑬,14,11,Ｄスパニッシュソウル, 79,和田竜, 0.8, 70,   1,  -1, 8, 17.3, ⑦⑧,14, 1,Ｌグラインダｰ, 72,熊沢重, 1.6, 66,  -7,  10,14,252.8, ⑬⑬
,,,,,,,,,,,,15, 7, マイネルリンク,---,船曳文, 6.6,  8, -31, -25,14,146.1, ⑮⑮,15, 9,Ｍゲットクｰル, 73,田中克, 1.0, 69,  -3,   5,16,259.0, ⑮⑮,15, 8,Ｐシゲルレスポワｰル, 67,川田将, 1.6, 66,  -6,   8,13,212.5, ⑪⑪
,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｋカシノマイケル, 74,藤岡佑, 1.2, 66,   0,  -4,14, 65.2, ⑬⑬,16,13,Ｎフォワｰドダンサｰ, 70,田中克, 1.7, 65,  -4,   3,16,416.7, ⑧⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:稍重(指数:-1),,,,,,,,,,,
