09年 1月17日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 1月17日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■ 4R  ダ1200m 3 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 7R  ダ1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝2200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
"馬単:1,110円 3連複:5,790円 3連単:12,870円",,,,,,,,,,,,"馬単:770円 3連複:1,560円 3連単:4,570円",,,,,,,,,,,,"馬単:640円 3連複:660円 3連単:2,030円",,,,,,,,,,,,"馬単:2,890円 3連複:4,780円 3連単:23,670円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 5R  芝1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 8R  ダ2400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■11R  ダ1200m 4歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｼﾞｬﾆｭｱﾘｰS,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａヒゼンリバイバル, 67,横山典,, 64,*  1,*  1, 1,  1.1,③③③, 1,15,Ｂコイクレナイ, 65,木幡初,, 58,* -7,  -3, 2,  5.3,②③③, 1, 8,Ａチャイコフスキｰ, 74,北村宏,, 78,*  6,* 12, 3,  4.5,①①①, 1, 4,Ｈヒシカツリｰダｰ, 88,木幡初,, 86,   6,* 24, 5,  7.6, ⑩⑪
 2, 6,Ｂステルススキャン, 57,宮崎北, 1.1, 56,  -1,  -5, 3, 11.7,⑤④④, 2, 5,Ｃマイネプリンセス, 63,柴山雄, 0.1, 58, -10,*  0, 1,  2.8,⑧⑨⑨, 2, 1,Ｂフェイクスパ, 74,宮崎北, 0.3, 75,*  5,* 11, 4,  5.9,②②②, 2, 2,Ｌヤマノルドルフ, 84,武士沢, 0.5, 82,* 14,  12,13, 68.7, ①①
 3, 1,Ｃヴィｰヴァアミｰコ, 52,北村宏, 1.8, 53,*  1, -14, 4, 15.0,①①①, 3,10,Ｄケｰジｰカンザクラ, 60,勝浦正, 0.1, 58,  -9,  -3, 3,  6.3,⑦⑥⑤, 3, 9,Ｆウインク, 70,木幡初, 1.0, 74,   4,  10, 5,  8.5,⑦⑦⑤, 3,15,Ｅガブリン, 89,内田博, 0.6, 81,  11,  15, 2,  5.3, ⑥⑥
 4, 8,Ｆマアｰラウ, 48,松岡正, 1.8, 54,  -2,  -8, 5, 52.7,⑦⑦⑥, 4, 6,Ａジョウノリリｰ, 65,宮崎北, 0.2, 54,* -6,  -8, 4,  6.4,①①①, 4, 2,Ｅスガノゴｰルド, 71,大庭和, 1.3, 71,*  5,   5, 8, 39.9,⑥④③, 4,10,Ｄワｰルドハンタｰ, 89,坂井英, 0.6, 81,   7,  18, 6, 11.2, ⑨⑨
 5, 2,Ｇシルクエスポワｰル, 48,大庭和, 2.2, 51,  -5,* -4, 6, 77.1,⑨⑨⑨, 5,12,Ｐチュｰベロｰズ, 34,内田博, 0.3, 56, -10,  -1, 8, 27.2,⑬⑪⑫, 5, 3,Ｈイマジンノココロヲ, 60,柴山雄, 2.0, 70,   3,   4, 7, 34.9,⑨⑨⑧, 5,14,Ｂペプチドルビｰ, 90,後藤浩, 0.6, 81,* 12,  13, 3,  5.4, ③③
 6,10,Ｉアイズオブゾロ, 43,蛯名正, 2.4, 50,   0, -16, 2,  9.3,⑥⑤⑤, 6, 9,Ｅユキノクイｰン, 59,田中勝, 0.4, 54,  -9,  -7, 9, 32.3,④⑤④, 6, 6,Ｄテキサスイｰグル, 71,内田博, 2.8, 62,*  5, -10, 1,  3.0,③③④, 6, 3,Ｊルミナスポイント, 87,横山典, 0.7, 80,  10,  15, 7, 12.6, ⑤⑤
 7,11,Ｅアルマダ, 50,木幡初, 2.9, 48,*  2, -22, 8,160.2,②②②, 7, 4,Ｏアコガレノダンス, 38,北村宏, 0.4, 55, -14,*  4,10, 40.4,⑮⑭⑬, 7, 7,Ｉマダムビジュｰ, 59,丹内祐, 3.0, 62,   4,  -9, 9,180.3,⑤⑥⑦, 7, 8,Ｃハギノトリオンフォ, 90,大庭和, 0.7, 79,   8,  17,11, 37.2, ⑧⑧
 8, 9,Ｄデルマアヌビス, 51,高橋智, 3.6, 44,  -3, -18, 7,108.5,⑧⑧⑧, 8, 1,Ｇサマｰディザイア, 55,松岡正, 0.5, 51,  -9,  -9, 6, 14.4,③④⑥, 8, 5,Ｃマチカネフクノカミ, 73,蛯名正, 3.0, 62,   5,  -9, 2,  3.2,④⑤⑥, 8,12,Ｋチョウカイシャトル, 86,北村宏, 0.8, 79,   3,  20,10, 24.2, ⑫⑩
 9, 3,Ｈインディアンボス, 45,丹内祐, 4.3, 38,  -2, -28,10,264.5,④⑥⑦, 9,11,Ｆリキサンキャロル, 57,江田照, 0.5, 55, -12,  -1, 5,  8.8,⑫⑫⑩, 9, 4,Ｇマイネルスカイハイ, 63,三浦皇, 3.6, 58,   4, -11, 6, 22.7,⑧⑧⑨, 9,13,Ｐエｰシンフォワｰド, 76,勝浦正, 0.9, 79,   9,  14, 8, 16.6, ⑦⑦
10, 5,Ｋマイネルスラッガｰ, 23,鷹野宏, 4.4, 40, -13,  -8, 9,165.5,⑫⑫⑫,10,16,Ｊアトムスパンカｰ, 45,横山典, 0.5, 49,* -6, -13,12, 65.2,⑤②②,,,,,,,,,,,,,10, 6,Ｇスリｰアベニュｰ, 89,田中勝, 0.9, 78, -13,* 34, 1,  5.1, ⑯⑯
11, 4,Ｊオンワｰドサクラ, 35,土谷智, 5.1, 35,  -6, -26,11,314.1,⑩⑩⑩,11, 2,Ｍアントルシャカトル, 40,三浦皇, 0.5, 53, -10,  -6,13, 74.7,⑥⑧⑧,,,,,,,,,,,,,11, 1,Ａサイボｰグ, 91,吉田隼, 1.1, 77,  11,  10, 4,  6.7, ②②
12, 7,Ｌアロハアゲイン, 20,村田一, 5.7, 36,  -5, -32,12,378.5,⑪⑪⑪,12,14,Ｈトゥｰルザンレｰル, 48,武士沢, 0.7, 53, -13,  -3,16,224.4,⑪⑬⑭,,,,,,,,,,,,,12, 5,Ｏワｰキングボｰイ, 78,村田一, 1.4, 76,   0,  18,16,177.8, ⑭⑭
,,,,,,,,,,,,13, 7,Ｌシャルフミニョンヌ, 43,後藤浩, 1.0, 47, -10, -11,11, 47.6,⑨⑩⑪,,,,,,,,,,,,,13,11,Ｎタｰタンフィｰルズ, 82,小野次, 1.6, 72,   0,  16,14, 92.8, ⑮⑮
,,,,,,,,,,,,14,13,Ｉハｰトオブウインク, 47,坂井英, 1.0, 51, -15,  -2,15,148.7,⑭⑮⑮,,,,,,,,,,,,,14,16,Ｆウォｰタｰオｰレ, 89,宮崎北, 1.7, 70,* 12,   4,15,139.6, ④④
,,,,,,,,,,,,15, 8,Ｎスイｰトライラ, 38,吉田隼, 1.3, 42,  -8, -18, 7, 21.6,⑩⑦⑦,,,,,,,,,,,,,15, 9,Ｍビッグジェム, 83,江田照, 1.7, 72,   5,  11,12, 47.1, ⑪⑫
,,,,,,,,,,,,16, 3,Ｋメジロフュｰチャｰ, 44,伊藤工, 2.2, 36, -22, -10,14, 75.0,⑯⑯⑯,,,,,,,,,,,,,16, 7,Ｉレキシントンシチｰ, 87,松岡正, 1.8, 71,   3,  12, 9, 17.5, ⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-1),,,,,,,,,,,
単勝:110円 複勝:12=100円 06=130円 01=190円 枠連:260円,,,,,,,,,,,,単勝:530円 複勝:15=170円 05=120円 10=190円 枠連:520円,,,,,,,,,,,,単勝:450円 複勝:08=160円 01=190円 09=200円 枠連:890円,,,,,,,,,,,,"単勝:760円 複勝:04=250円 02=1,610円 15=220円 枠連:1,640円",,,,,,,,,,,
馬連:290円 ワイド:06-12=140円 01-12=210円 01-06=440円,,,,,,,,,,,,馬連:730円 ワイド:05-15=270円 10-15=570円 05-10=360円,,,,,,,,,,,,"馬連:1,230円 ワイド:01-08=430円 08-09=570円 01-09=610円",,,,,,,,,,,,"馬連:38,470円 ワイド:02-04=8,160円 04-15=820円 02-15=6,510円",,,,,,,,,,,
"馬単:350円 3連複:540円 3連単:1,160円",,,,,,,,,,,,"馬単:1,790円 3連複:1,420円 3連単:7,120円",,,,,,,,,,,,"馬単:2,270円 3連複:2,590円 3連単:11,280円",,,,,,,,,,,,"馬単:62,710円 3連複:81,740円 3連単:562,120円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 6R  芝2000m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1800m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,初茜賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａユニヴァｰスガイ, 64,内田博,, 58,*  1,* -9, 1,  1.5,①①①, 1, 6, ヒシポジション,---,郷原洋,, 44,*-31,   7, 7, 17.6,①①①, 1, 3,Ｂベルモントヤマユリ, 79,後藤浩,, 73,*  2,  10, 5,  9.0,①①①, 1,13,Ｃシェリルピンク, 69,田中勝,, 66,   9,  -9, 2,  3.2,⑦⑥⑤
 2, 8, エアイグアス,---,後藤浩, 0.7, 54,*  0, -13, 3,  6.2,⑤④③, 2,10, ネオアレキサンダｰ,---,内田博, 0.2, 52, -37,* 19, 1,  3.3,⑪⑩⑩, 2, 7,Ａフレンチノワｰル, 79,柴山雄, 0.1, 79,  -2,* 18, 4,  5.2,⑬⑬⑬, 2,16,Ａアナナス, 71,吉田隼, 0.0, 66,   1,*  6, 8, 20.9,⑭⑭⑭
 3, 4,Ｂナパ, 60,三浦皇, 1.0, 52,*  1, -17, 2,  4.8,②②②, 3,15, レイクメリット,---,北村宏, 0.4, 43, -35,* 11, 8, 21.7,⑧⑦⑦, 3, 2,Ｃグッドチョイス, 78,内田博, 0.1, 73,*  1,  11, 2,  4.7,④③②, 3,14,Ｆミラクルロンド, 67,北村宏, 0.1, 63,   5,  -1,10, 45.5,⑫⑬⑮
 4, 6,Ｏヴィｰヴァジョｰコ, 12,坂井英, 1.7, 51,  -7,* -5,13,255.0,⑬⑬⑪, 4, 7, トウショウザウルス,---,武士沢, 0.6, 42, -34,   6,13,122.5,④④④, 4,10,Ｌチャイニｰズフレア, 70,坂井英, 0.3, 74,   0,* 14,10, 43.5,⑨⑪⑧, 4, 7,Ｅプリンセスドルチェ, 68,小野次, 0.1, 65,   6,  -3, 9, 27.8,⑬⑫⑪
 5, 1,Ｍアルカディアシチｰ, 35,江田照, 1.9, 48,  -1, -22, 6, 49.6,⑥③④, 5, 8, ベルファンタジア,---,横山典, 0.6, 36,*-33,   2, 4,  6.1,②②②, 5, 4,Ｇヒロアンジェロ, 75,蛯名正, 0.5, 72,   0,  10, 6, 11.4,⑥⑥⑥, 5, 1, サクラバレット,---,坂井英, 0.2, 63,* 17, -23,13, 66.6,①①①
 6,16,Ｃセイリュウザクラ, 59,横山典, 2.0, 45,  -2, -18, 4, 15.1,⑧⑧⑥, 6,14, トｰアショウリュウ,---,勝浦正, 0.7, 38,*-33,   2, 6, 10.9,③③③, 6, 9,Ｈフレンチムスメ, 73,大庭和, 0.7, 70,   0,  10,11, 83.4,⑪⑧⑨, 6,11,Ｌマイネウインク, 64,三浦皇, 0.3, 63,   7,  -9, 3,  7.8,⑩⑩⑨
 7, 5,Ｇシルクライトアップ, 50,柴山雄, 2.4, 49,  -5, -15,12,223.7,⑯⑫⑩, 7, 5, マイネルブリオッソ,---,松岡正, 0.7, 40, -34,   5, 3,  5.8,⑥⑤⑥, 7,11,Ｏパｰプルカフェ, 66,小島太, 0.8, 70,  -1,  10,14,161.9,⑭⑫⑫, 7,10,Ｊミラクルハニｰ, 66,後藤浩, 0.3, 63,   0,*  3,15, 88.0,⑮⑮⑫
 8,11,Ｌアドマイヤホｰム, 38,田中勝, 2.9, 42,  -5, -20,11,204.8,⑩⑩⑧, 8, 9, タイキシムｰン,---,田中勝, 0.8, 46, -38,* 13,10, 48.5,⑬⑭⑪, 8, 8,Ｋヤサシイキモチ, 71,三浦皇, 0.8, 69,*  1,   6, 1,  4.0,⑤④④, 8, 6,Ｎクインズプレイヤｰ, 61,小林淳, 0.3, 62,   7,  -8,14, 74.8,⑨⑨⑬
 9,14,Ｊグラスレジェンド, 44,伊藤工, 3.2, 38,*  0, -33,14,297.5,④⑤⑤, 9, 4, リンガスアクタｰ,---,江田照, 0.9, 40, -35,   6,11, 73.9,⑩⑨⑨, 9,12,Ｉオｰスミマコ, 72,村田一, 0.9, 75,  -3,  13, 9, 36.3,⑮⑭⑭, 9, 8,Ｈカヴァリｰノ, 67,松岡正, 0.4, 61,   8, -12, 1,  2.8,⑥⑦⑥
10,10,Ｋミスベルツリｰ, 40,木幡初, 3.4, 38,  -2, -30, 7, 78.9,⑨⑨⑨,10, 3, オリエンタルスカイ,---,坂井英, 0.9, 39, -35,   6,12, 91.6,⑦⑧⑧,10,16,Ｊツルマイクィｰン, 71,中谷雄, 1.0, 68,   1,   6,16,484.2,⑫⑤⑤,10, 4,Ｇステラｰホｰプ, 67,勝浦正, 0.4, 63,   7,  -8, 4, 12.6,⑧⑪⑩
11, 2,Ｈスイｰトメロン, 50,小野次, 3.4, 41,  -7, -18, 9,100.1,⑫⑭⑭,11, 2, ウインクドン,---,木幡初, 1.2, 38, -38,   6, 2,  5.2,⑭⑪⑫,11, 6,Ｄシュウザンアイ, 77,伊藤工, 1.0, 70,  -4,* 14, 7, 13.8,⑯⑮⑮,11, 2,Ｋサラトガティプトン, 65,蛯名正, 0.5, 60,  11, -18, 7, 18.7,②③③
12,15,Ｄアイティヤマト, 51,村田一, 3.6, 41,  -6, -26, 8, 81.7,⑪⑪⑬,12,11, ブルｰデザフィｰオ,---,蛯名正, 1.4, 35, -38,   3, 9, 30.3,⑫⑫⑬,12,13,Ｅハイカックウ, 77,横山典, 1.0, 67,   1,   6, 3,  5.1,⑧⑦⑦,12, 9,Ｏドナヴィラｰジュ, 61,内田博, 0.5, 62,   0,*  2,12, 62.5,⑯⑯⑯
13,12,Ｆオｰマイマミｰ, 50,柴田大, 4.4, 33,  -8, -27,16,497.2,⑮⑮⑮,13,16, オｰドフォｰレ,---,小林淳, 1.5, 27, -34,  -8,14,142.3,⑤⑥⑤,13,14,Ｆブルｰポラリス, 76,武士沢, 1.0, 68,   0,   8,12, 92.7,⑩⑨⑩,13,12,Ｂカツヨカムトゥルｰ, 70,武士沢, 0.6, 60,   8, -14, 5, 13.0,⑪⑧⑦
14, 7,Ｅセイウンラピッド, 50,宮崎北, 5.7, 24, -15, -24, 5, 21.7,⑭⑯⑯,14,12, ガｰトモンテス,---,小野次, 1.9, 32, -39,   2, 5,  7.6,⑮⑯⑮,14, 5,Ｐレティセントガｰル, 65,松岡正, 1.1, 69,   0,   7, 8, 27.3,⑦⑩⑪,14, 5,Ｍジェヴォｰナ, 63,伊藤工, 0.6, 59,  10, -17,11, 62.4,④⑤⑧
15, 9,Ｎオンワｰドアコｰル, 34,郷原洋, 5.9, 27,   0, -54,15,318.1,⑦⑦⑦,15, 1, クラウザｰサン,---,鷹野宏, 2.2, 28, -41,  -1,15,152.5,⑯⑮⑯,15,15,Ｎファッシオドンナ, 66,木幡初, 3.5, 51,*  2, -18,15,179.8,②②③,15, 3,Ｄテラモミリオネ, 68,宮崎北, 0.9, 55,  11, -24, 6, 14.2,③④④
