09年 3月 8日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 3月 8日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝3200m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■10R  ダ1200m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
"馬連:1,790円 ワイド:10-13=700円 03-10=640円 03-13=1,820円",,,,,,,,,,,,"馬連:5,190円 ワイド:03-04=1,670円 03-05=680円 04-05=5,320円",,,,,,,,,,,,馬連:540円 ワイド:07-12=250円 05-07=230円 05-12=570円,,,,,,,,,,,,"馬連:1,040円 ワイド:14-15=420円 04-14=960円 04-15=940円",,,,,,,,,,,
"馬単:1,940円 3連複:5,170円 3連単:17,270円",,,,,,,,,,,,"馬単:6,900円 3連複:16,940円 3連単:83,270円",,,,,,,,,,,,"馬単:740円 3連複:860円 3連単:2,690円",,,,,,,,,,,,"馬単:1,890円 3連複:4,230円 3連単:17,950円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 5R  芝2200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 8R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■11R  芝2000m 3 歳ｵｰﾌﾟﾝ(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,報知杯弥生賞 ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｂロジゴｰルド, 60,横山典,, 59,*  3,  -5, 1,  1.5,②②②, 1, 8,Ｄビンテｰジチャｰト, 57,戸崎圭,, 66,* -6,*  6, 3,  3.9,①①①, 1,12,Ｈアサクサゼットキ, 68,菊沢隆,, 81,*  5,* 13, 6, 10.0,④②②, 1,10,Ａロジユニヴァｰス, 83,横山典,, 75,*  5,  12, 1,  1.3,①①①
 2, 5,Ａユングフラウヨシコ, 62,郷原洋, 0.0, 61,  -2,*  3, 2,  6.0,⑧⑧⑦, 2,14,Ａニシノラブキング, 66,内田博, 0.4, 62,* -6,   1, 1,  3.6,④③③, 2,14,Ｅアンヴェイル, 75,松岡正, 0.1, 79,*  6,* 10, 5,  9.8,⑪①①, 2, 2,Ｉミッキｰペトラ, 58,田中勝, 0.4, 75,*  5,   8, 5, 47.6,②②②
 3, 4,Ｄビクトリアスバイオ, 58,三浦皇, 0.4, 57,   1,  -6, 3,  7.2,⑤⑤⑤, 3, 4,Ｂブルｰスタｰキング, 60,川田将, 0.5, 63,  -7,   5, 2,  3.8,③⑥④, 3,15,Ｏゴｰルデンジュビリ, 46,小林淳, 0.5, 77,   3,* 12,12, 80.1,⑦⑧④, 3, 5,Ｆモエレエキスパｰト, 70,松岡正, 0.5, 74,   3,   9, 7, 65.3,③④⑥
 4, 8,Ｃセイカドルチェ, 59,内田博, 0.5, 57,*  3, -10, 4, 13.9,①①①, 4, 3,Ｋワンダｰベルグ, 43,岩田康, 0.9, 66, -14,* 15, 6, 16.6,⑪⑭⑭, 4, 6,Ｇマイネルパルティア, 70,内田博, 0.9, 74,   4,   8, 7, 12.8,⑨⑦⑦, 4, 3,Ｇキタサンアミｰゴ, 69,川田将, 0.6, 75,   1,* 15, 6, 60.2,⑩⑨⑨
 5, 7,Ｊシｰオブザスタｰズ, 45,大野拓, 1.2, 54,   1, -12, 8, 40.4,④④③, 5,15,Ｅヤマチョウサン, 54,田中博, 0.9, 58,* -6,  -4, 9, 38.4,⑦④⑥, 5,11,Ｃポリバレント, 76,蛯名正, 1.1, 72,*  4,   4, 1,  3.4,⑤④③, 5, 9,Ｄケイアイライジン, 74,内田博, 0.7, 73,   1,  12, 4, 18.3,⑧⑧⑩
 6,13,Ｌベルモントダイヤ, 43,高橋智, 2.0, 47,  -1, -15, 5, 21.2,⑥⑥⑥, 6, 1,Ｃヒビケジンダイコ, 58,蛯名正, 1.3, 55,  -9,  -5, 4,  7.4,⑥⑦⑦, 6, 4,Ｄリｰジェントゲスト, 75,木幡初, 1.9, 67,   2,   1, 8, 18.4,⑥⑨⑧, 6, 4,Ｃアｰリｰロブスト, 78,福永祐, 0.7, 74,   2,  10, 3,  8.1,⑦⑦⑦
 7,10,Ｆショウナンアンサｰ, 53,柴田善, 2.1, 47,*  2, -21, 9, 45.8,③③④, 7,13,Ｈトｰアショウリュウ, 50,吉田隼, 1.3, 50,* -6, -12, 5, 13.3,②②②, 7, 7,Ｉトランスワｰプ, 68,横山典, 1.9, 66,*  4,  -3, 3,  6.5,②③⑤, 7, 7,Ｅハイロｰラｰ, 73,中舘英, 0.7, 75,   1,* 13, 8, 89.9,⑨⑩⑤
 8, 2,Ｈマイネフェニｰチェ, 48,戸崎圭, 2.8, 44,  -2, -18,10, 64.7,⑦⑨⑨, 8, 9,Ｊカシマパフュｰム, 44,武士沢, 1.3, 58,  -9,   0,12,150.5,⑬⑩⑩, 8, 5,Ａディアｰウィッシュ, 77,三浦皇, 2.5, 62,   3,  -6, 2,  4.0,③⑥⑥, 8, 6,Ｂセイウンワンダｰ, 79,岩田康, 0.9, 68,   2,   6, 2,  4.8,⑥⑤④
 9,11,Ｉシンシアシチｰ, 46,吉田豊, 3.0, 43,  -7, -12, 7, 39.3,⑫⑬⑪, 9, 2,Ｇベルウッドロｰツェ, 51,的場勇, 1.4, 52,  -9,  -5,10, 43.9,⑧⑧⑧, 9, 2,Ｎマイネルグリッツァ, 51,戸崎圭, 3.1, 61,  -3,   1,14,143.9,⑯⑯⑮, 9, 1,Ｊリアライズナッシュ, 54,柴田善, 2.0, 59,   2,  -8,10,205.2,⑤⑥⑧
10, 9,Ｋサｰフロック, 43,松岡正, 3.0, 43,  -4, -15, 6, 37.4,⑬⑪⑩,10,11, オレサイキョｰ,---,三浦皇, 1.5, 57, -12,   1, 8, 23.7,⑭⑬⑪,10, 8,Ｋマグマカザン, 62,土谷智, 3.2, 60,   0,  -5,11, 76.6,⑮⑬⑬,10, 8,Ｈレオウィザｰド, 64,的場勇, 2.8, 47,   3, -24, 9,144.6,④③③
11,12,Ｅチャｰムクリｰム, 54,国分優, 3.2, 42,  -5, -15,12,287.0,⑪⑫⑬,11,10,Ｌスペｰスモア, 42,江田照, 1.6, 50,  -9,  -9,11, 51.1,⑩⑨⑨,11, 3,Ｐトｰセンインプレス, 27,北村宏, 3.2, 58,   2,  -8,10, 42.4,⑧⑩⑪,,,,,,,,,,,,
12, 1,Ｇジェイケイラン, 52,江田照, 4.0, 37,  -2, -30,11, 77.0,⑩⑦⑧,12,12,Ｆイガノハイレディｰ, 53,丹内祐, 1.8, 55, -10,  -2,14,174.6,⑫⑫⑬,12,16,Ｂデマントイドリバｰ, 77,岩田康, 3.9, 54,   2, -13, 4,  9.5,⑬⑫⑨,,,,,,,,,,,,
13, 6,Ｍワンメイク, 39,武士沢, 6.2, 24,  -4, -43,13,289.7,⑨⑩⑫,13, 7,Ｎヴィｰヴァマンボ, 29,中舘英, 1.9, 58, -15,   5,15,191.8,⑮⑮⑮,13,13,Ｌタカラシャフト, 60,津村明, 4.1, 54,  -1, -10,13, 97.2,⑭⑮⑯,,,,,,,,,,,,
,,,,,,,,,,,,14, 5,Ｉプロサｰピナ, 47,木幡初, 1.9, 46,  -7, -15, 7, 19.1,⑤⑤⑤,14, 1,Ｊフジベガ, 68,小島太, 4.2, 53,   2, -16,15,206.6,⑩⑪⑫,,,,,,,,,,,,
,,,,,,,,,,,,15, 6,Ｍナンヨｰガｰル, 31,柴田善, 2.6, 42, -12, -14,13,159.7,⑨⑪⑫,15,10,Ｍブルｰヴァンパイヤ, 54,南田雅, 4.7, 50,  -1, -15,16,361.0,⑫⑭⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｆアビリティガｰデン, 74,吉田隼, 5.8, 42,   4, -33, 9, 23.6,①⑤⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:8),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:8),,,,,,,,,,,
単勝:150円 複勝:03=110円 05=140円 04=150円 枠連:190円,,,,,,,,,,,,単勝:390円 複勝:08=150円 14=140円 04=130円 枠連:810円,,,,,,,,,,,,"単勝:1,000円 複勝:12=290円 14=370円 15=2,140円 枠連:1,330円",,,,,,,,,,,,"単勝:130円 複勝:10=110円 02=540円 05=610円 枠連:1,720円",,,,,,,,,,,
馬連:360円 ワイド:03-05=170円 03-04=200円 04-05=430円,,,,,,,,,,,,馬連:890円 ワイド:08-14=350円 04-08=350円 04-14=260円,,,,,,,,,,,,"馬連:6,310円 ワイド:12-14=1,980円 12-15=10,560円 14-15=11,060円",,,,,,,,,,,,"馬連:1,930円 ワイド:02-10=700円 05-10=730円 02-05=4,140円",,,,,,,,,,,
"馬単:480円 3連複:570円 3連単:1,450円",,,,,,,,,,,,"馬単:1,780円 3連複:870円 3連単:4,720円",,,,,,,,,,,,"馬単:14,720円 3連複:167,930円 3連単:809,310円",,,,,,,,,,,,"馬単:2,180円 3連複:8,620円 3連単:26,930円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  ダ1200m 3 歳新馬 馬齢,,,,,,,,,,,,■ 9R  芝1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,両国特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａサトノトップガン, 68,内田博,, 61,* -8,*  8, 1,  1.5,④②②, 1, 4, ブライティアカフェ,---,岩田康,, 63,* -3,   2, 1,  1.9, ③③, 1, 1,Ｄオメガファルコン, 77,横山典,, 77,   2,* 14, 4,  5.8,③④④, 1,11,Ｃワンダｰクラフティ, 73,内田博,, 78,   6,*  8, 6,  8.6, ④⑤
 2, 3,Ｊミヤビタカラオｰ, 50,吉田隼, 0.7, 55,* -8,   2, 9, 38.5,①①①, 2,14, トウカイアリュｰル,---,柴山雄, 0.0, 64,  -5,*  4, 3,  6.2, ⑥⑤, 2, 7,Ｃショウナンライジン, 78,吉田豊, 0.1, 79,   1,* 16, 1,  3.3,⑦⑧⑧, 2, 9,Ａアポロラムセス, 80,柴田善, 0.2, 74,   3,*  9, 1,  2.9, ⑧⑦
 3,13,Ｇジャンボマズル, 53,江田照, 0.8, 56,* -8,   2, 8, 31.7,⑩③③, 3,13, ニホンピロピンキｰ,---,池田鉄, 0.6, 58, -11,*  5, 5, 15.1, ⑩⑧, 3, 5,Ｆエプソムメサイア, 74,宮崎北, 0.3, 77,   1,* 14,11, 96.7,⑥⑦⑪, 3, 6,Ｉマイネルオｰクベイ, 66,石橋脩, 0.6, 71,   5,   2,12,116.5, ⑥⑥
 4, 6,Ｅコスモツイマイ, 55,戸崎圭, 1.1, 54, -10,   3, 3, 11.2,⑤⑤④, 4,12, ケンタッキｰブルｰ,---,武士沢, 1.0, 53, -10,   0, 7, 24.1, ⑨⑩, 4,11,Ｇディｰプリンク, 72,柴田善, 0.6, 71,*  5,   0, 9, 39.4,②②②, 4, 1,Ｂフランシｰル, 76,横山典, 0.6, 67,   0,*  7, 4,  6.2, ⑨⑧
 5,11,Ｄケイアイスザク, 58,勝浦正, 1.1, 58, -11,   8, 5, 21.6,⑪⑨⑦, 5,10, ヨイチセレブ,---,江田照, 1.2, 52, -11,  -2,11,104.1, ⑧⑨, 5, 4,Ａハギノメトロポリス, 80,川田将, 0.9, 70,   1,   5, 7, 18.7,⑩⑨⑦, 5, 3,Ｆマイネアルデュｰル, 72,津村明, 0.6, 71,*  9,  -2, 2,  4.3, ①①
 6, 9,Ｃロｰラントリリオン, 60,三浦皇, 1.2, 54, -11,   4, 2,  5.5,⑦⑥⑤, 6, 9, マンテンノホシ,---,丹内祐, 1.4, 50,  -6,  -8, 6, 23.0, ⑤⑥, 6,10,Ｌミウラリチャｰド, 65,勝浦正, 0.9, 69,*  3,  -2,12,208.4,④③③, 6, 8,Ｄタｰニングポイント, 73,宮崎北, 0.7, 70,*  9,  -3, 3,  5.3, ③③
 7,12,Ｋブラストスルｰギ, 46,石橋脩, 1.4, 54, -15,* 11,11,166.6,⑬⑬⑭, 7,15, レッドブラッド,---,国分優, 1.5, 48, -24,*  8, 8, 26.8, ⑫⑫, 7, 2,Ｈコンベンション, 72,福永祐, 1.0, 71,  -1,   7, 3,  5.0,⑨⑩⑨, 7, 2,Ｈシルクパナシア, 67,福永祐, 0.8, 68,   5,   0, 5,  8.5, ⑤④
 8, 8,Ｈスペｰスシャトル, 51,郷原洋, 1.8, 51, -12,   2,10,155.3,⑥⑧⑧, 8,11, フレンドリｰノア,---,岩部純, 1.7, 48, -10,  -6,14,171.9, ⑦⑦, 8,12,Ｅサクセスガｰウィン, 77,大野拓, 1.0, 69,  -2,   8, 8, 19.4,⑫⑫⑩, 8, 5,Ｋウインドストｰム, 64,中舘英, 1.0, 66,   5,  -3, 7, 34.4, ⑦⑨
 9, 4,Ｂヴィｰヴァジョｰコ, 60,岩田康, 1.9, 51, -13,   4, 4, 12.3,⑧⑩⑪, 9, 1, チャイナシャドウ,---,福永祐, 2.1, 45,  -6, -14, 2,  5.2, ④④, 9, 6,Ｉアドマイヤカンナ, 70,岩田康, 1.1, 67,   3,  -1,10, 39.9,⑤⑤⑤, 9, 7,Ｌテラモミリオネ, 61,丹内祐, 1.0, 62,  -2,   5,11,115.4, ⑫⑪
10, 5,Ｉスティｰヴハｰト, 50,武士沢, 2.1, 48, -14,   3,13,313.0,⑭⑫⑨,10,16, トｰセンエイゼル,---,加藤士, 2.2, 43, -17,  -4,13,123.7, ⑪⑪,10, 3,Ｂパッシングマｰク, 79,内田博, 1.1, 70,  -2,   8, 2,  3.8,⑪⑪⑫,10, 4,Ｅクラシカルウィｰク, 72,戸崎圭, 1.1, 65,*  9,  -8, 8, 39.5, ②②
11, 2,Ｌインディアンボス, 44,丸田恭, 2.1, 50, -16,   8,14,427.9,⑫⑭⑬,11, 5, デルマネフティス,---,田中博, 2.9, 36, -29,   0,15,217.2, ⑭⑭,11, 9,Ｋマイネレプリｰク, 69,松岡正, 1.2, 65,*  5,  -8, 5, 11.9,①①①,11,13,Ｇチアフルワｰルド, 69,小林淳, 1.3, 59,   0,  -2,10, 93.0, ⑩⑩
12,10,Ｎリネンスマｰト, 19,田辺裕, 2.8, 40, -14,  -4,12,209.2,⑨⑪⑫,12, 8, フェアリｰルｰジュ,---,郷原洋, 3.4, 33,* -1, -29, 9, 37.4, ①①,12, 8,Ｊスズカダｰク, 69,中舘英, 1.5, 65,   2,  -6, 6, 15.3,⑧⑥⑥,12,12,Ｊフジマサゴｰルド, 65,江田照, 1.7, 53,  -1,  -6, 9, 90.3, ⑪⑫
13, 7,Ｍメジロゲッタウェイ, 31,吉田豊, 3.0, 41, -10, -12, 7, 22.2,②④⑥,13, 2, エムオｰアンジェラ,---,勝浦正, 3.4, 34,* -2, -27, 4,  8.7, ②②,,,,,,,,,,,,,13,10,Ｍジパングエンジェル, 61,伊藤工, 3.0, 37, -13, -11,13,170.4, ⑬⑬
14, 1,Ｆミヤビクロスオｰ, 53,福永祐, 3.3, 41, -11, -12, 6, 21.7,③⑦⑩,14, 7, レインズオブパワｰ,---,小林淳, 3.7, 30, -26,  -8,10, 76.3, ⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15, 3, レオファイティｰン,---,佐藤聖, 6.9,  0, -29, -34,12,106.9, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:8),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:8),,,,,,,,,,,
単勝:150円 複勝:14=110円 03=800円 13=640円 枠連:510円,,,,,,,,,,,,単勝:190円 複勝:04=120円 14=150円 13=270円 枠連:440円,,,,,,,,,,,,"単勝:580円 複勝:01=200円 07=170円 05=1,270円 枠連:820円",,,,,,,,,,,,"単勝:860円 複勝:11=260円 09=150円 06=1,520円 枠連:740円",,,,,,,,,,,
