09年 7月25日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 7月25日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 7R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝2200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,10, 7,Ｄニットウサンサン, 66,伊藤工, 1.0, 54,  -6,  -1, 5, 15.5, ⑩⑩,10, 8,Ｅシルクジャｰニｰ, 62,北村宏, 1.6, 57,  -5,   4, 7, 15.6,⑮⑮⑭,10, 9,Ｍキングオブカルト, 66,吉田豊, 1.8, 70,  16, -25, 6, 13.8,④⑤⑦
,,,,,,,,,,,,11, 3,Ｉセプテンバｰレイン, 61,田辺裕, 1.0, 55,  -3,  -4,11,122.7, ⑦⑦,11,13,Ｉマルブツブリランテ, 53,西田雄, 2.3, 53,  -2,  -9,14,173.9,⑨⑧⑧,11, 5,Ｌフレｰミングライフ, 66,吉田隼, 2.0, 67,* 17, -32,12,275.9,⑧③④
,,,,,,,,,,,,12, 5,Ｋウェリナ, 54,鈴木慶, 1.3, 53, -11,   2,12,186.5, ⑬⑬,12,14,Ｈナカヤマタイガｰ, 54,鷹野宏, 2.4, 52,  -3,  -8, 8, 17.1,⑧⑪⑪,12, 8,Ｄコスモオｰスティン, 79,石橋脩, 2.0, 69,* 19, -35,10, 26.5,①①①
,,,,,,,,,,,,13, 9, チェリｰワｰルド,---,高山太, 1.5, 51, -15,   3,14,342.5, ⑮⑮,13, 3, トゥパックアマル,---,後藤浩, 2.5, 51,  -4,  -6,11, 35.5,⑩⑬⑮,,,,,,,,,,,,
,,,,,,,,,,,,14,14,Ｎセイカコンブリオ, 37,柴山雄, 2.2, 47, -11,  -5,15,810.4, ⑭⑭,14, 1,Ｌクリｰルフラッシュ, 37,木幡初, 4.1, 38,  -1, -27,15,254.2,④⑤⑦,,,,,,,,,,,,
,,,,,,,,,,,,15,11,Ｍアイリッシュミスト, 38,吉田隼, 2.9, 39,  -7, -17,13,202.6, ⑪⑫,15,12,Ｋレッコｰナリアキ, 48,黛弘人, 4.3, 38,  -2, -26,13,153.2,⑦⑨⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:不良(指数:-11),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:-11),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-1),,,,,,,,,,,
"単勝:240円 複勝:08=110円 09=200円 03=120円 枠連:1,090円",,,,,,,,,,,,"単勝:580円 複勝:10=230円 08=3,480円 13=160円 枠連:22,580円",,,,,,,,,,,,"単勝:1,340円 複勝:05=280円 04=130円 10=770円 枠連:1,080円",,,,,,,,,,,,"単勝:870円 複勝:07=220円 02=470円 06=420円 枠連:3,280円",,,,,,,,,,,
馬連:950円 ワイド:08-09=350円 03-08=150円 03-09=450円,,,,,,,,,,,,"馬連:38,440円 ワイド:08-10=13,820円 10-13=440円 08-13=8,630円",,,,,,,,,,,,"馬連:1,000円 ワイド:04-05=460円 05-10=5,040円 04-10=1,810円",,,,,,,,,,,,"馬連:6,130円 ワイド:02-07=1,420円 06-07=1,270円 02-06=2,290円",,,,,,,,,,,
"馬単:1,430円 3連複:860円 3連単:4,280円",,,,,,,,,,,,"馬単:79,770円 3連複:55,290円 3連単:473,270円",,,,,,,,,,,,"馬単:3,040円 3連複:16,070円 3連単:117,390円",,,,,,,,,,,,"馬単:10,800円 3連複:20,640円 3連単:121,400円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:14,,,,,■ 5R  芝1400m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 8R  芝2400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,,,,,,,,,,,,,長岡特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａヘリオポｰズ, 73,蛯名正,, 63,   5,* -5, 2,  4.1,⑧⑦⑦, 1,12, ラジャポネｰズ,---,的場勇,, 59,* -6,* -3, 7, 24.5, ①①, 1, 4,Ｂヒカルマンテンボシ, 77,後藤浩,, 82,* -4,* 19, 2,  2.7,①①①, 1,14,Ａダイワマックワン, 82,武士沢,, 79,*  8,   5, 2,  3.8, ②②
 2, 2,Ｄナドレ, 66,吉田豊, 0.1, 61,   4,* -6, 4,  8.0,⑦⑧⑧, 2, 2, クリスマドンナ,---,村田一, 0.7, 50, -11,* -6, 5, 16.5, ⑤③, 2,11,Ａミヤビベガ, 78,吉田豊, 0.1, 83,  -5,* 21, 1,  2.6,⑩④④, 2, 2,Ｌストロングロビン, 69,柴田善, 0.2, 76,   0,  10, 5, 10.0, ⑨⑧
 3,14,Ｆミステリアスオｰラ, 64,松岡正, 0.1, 63,   2,*  0, 8, 24.3,⑮⑫⑫, 3,16, ポンドガｰル,---,柴田善, 1.2, 44, -13,* -8, 4, 10.3, ⑬⑭, 3, 6,Ｇショウナンサヴァン, 65,柴田善, 0.6, 76,  -5,  15, 9, 67.9,③③③, 3, 3,Ｋメイカ, 70,内田博, 0.2, 79,  -7,* 17, 3,  8.1, ⑭⑬
 4, 5,Ｇニホンピロピンキｰ, 62,内田博, 0.3, 61,*  6, -11, 3,  4.9,③③③, 4, 6, ラッキｰダイス,---,北村宏, 1.2, 42, -12, -11, 1,  2.0, ⑦⑥, 4, 1,Ｆコスモタクミ, 67,丹内祐, 0.6, 74,* -4,  11, 6, 22.6,⑧②②, 4, 8,Ｄブルｰミンバｰ, 77,田中勝, 0.3, 76,   2,   6, 1,  2.9, ⑤⑤
 5,11,Ｈシｰオブザスタｰズ, 60,大野拓, 0.5, 60,   6, -10, 9, 31.8,⑥⑥⑤, 5, 7, マイネコティヨン,---,石橋脩, 1.4, 42,*-10, -16, 3, 10.2, ④⑦, 5,10,Ｄサムズアップ, 70,北村宏, 0.7, 74,  -6,  17, 4,  8.4,⑥⑦⑤, 5,13,Ｂシベリアンヒｰト, 79,田辺裕, 0.4, 74,   1,   6, 8, 21.4, ⑧⑨
 6, 8,Ｌショウナンアンサｰ, 55,伊藤工, 0.6, 55,   3,  -9,12,140.2,⑩⑨⑨, 6,11, マヒナビスティｰ,---,勝浦正, 1.6, 40, -14, -13,13, 49.5, ⑩⑧, 6, 9,Ｃシャイニｰハンタｰ, 77,蛯名正, 0.9, 76,  -8,  18, 3,  6.0,⑦⑨⑨, 6, 4,Ｆリトルディッパｰ, 75,北村宏, 0.4, 73,  -2,   9, 9, 22.1, ⑩⑩
 7,13,Ｉヤコモクリスタル, 59,田辺裕, 0.7, 57,   4,  -8,13,148.4,⑫⑪⑪, 7, 1, ビコｰペグｰ,---,吉田隼, 1.8, 36, -11, -20, 9, 27.1, ⑥④, 7, 7,Ｉアグネスボンバｰ, 62,的場勇, 1.2, 68,  -6,   9,10,123.4,②⑤⑥, 7,16,Ｍプレンティラヴ, 67,木幡初, 0.4, 74,   4,   3, 6, 14.6, ⑥⑥
 8, 3,Ｊプリモワンショット, 59,田中勝, 0.8, 56,*  6, -16,11, 81.4,②②②, 8,14, セイカミカワ,---,江田照, 2.0, 34, -14, -19,18,289.2, ⑫⑬, 8, 3,Ｊレオマイヒメ, 57,黛弘人, 1.2, 72,  -8,  14, 7, 36.9,④⑧⑧, 8,10,Ｃアモｰレヴォレ, 78,吉田豊, 0.4, 76, -10,* 16, 4,  9.7, ⑮⑮
 9, 7,Ｅジュウモンジ, 65,石橋脩, 1.0, 54,   5, -16, 6, 11.5,④④④, 9,10, メジロカトリｰヌ,---,吉田豊, 2.0, 34, -16, -16, 2,  6.0, ⑭⑫, 9, 5,Ｈエプソムジャンボ, 65,大野拓, 1.3, 69,  -6,   9, 8, 40.9,⑤⑥⑦, 9,12,Ｈイｰサンラヴ, 72,勝浦正, 0.5, 75,  -6,  11,11, 41.6, ⑬⑭
10, 1,Ｍルｰクラッド, 52,吉田隼, 1.4, 53,*  7, -22, 7, 23.7,①①①,10, 5, ウネントリッヒ,---,大野拓, 2.0, 35,*-10, -25,14, 62.9, ③⑤,10, 8,Ｅマイネルメビウス, 68,松岡正, 1.6, 68,  -9,  11, 5, 10.7,⑨⑩⑩,10, 7,Ｅブルｰカｰディナル, 77,吉田隼, 0.6, 71,   1,   3,12, 55.4, ⑦⑦
11,15,Ｃカスガ, 70,後藤浩, 1.4, 52,   4, -17, 1,  3.2,⑨⑩⑩,11, 4, ラヴァリｰグロリア,---,内田博, 2.2, 32, -24,* -8,11, 32.5, ⑱⑱,11, 2,Ｋマイネルコレドｰル, 51,石橋脩, 2.2, 64, -11,   6,11,238.7,⑪⑪⑪,11, 1,Ｎエフテｰララｰヤ, 63,小野次, 0.8, 70,  -5,   8,15,285.9, ⑫⑫
12,12, スマイルビクトリｰ,---,池崎祐, 1.6, 52,   1, -12,15,467.2,⑬⑭⑮,12,18, マイネピアチェ,---,丹内祐, 2.4, 29, -20, -16,16,171.2, ⑰⑯,,,,,,,,,,,,,12,11,Ｊデライトシｰン, 71,松岡正, 0.9, 68,   5,  -4, 7, 14.9, ④③
13, 4, スイｰトヴェルテュ,---,北村宏, 1.9, 49,   0, -14,10, 59.0,⑭⑮⑭,13, 3, グラスピュア,---,木幡初, 2.6, 27,* -9, -34,10, 28.6, ②②,,,,,,,,,,,,,13, 9,Ｉアイファｰラブラブ, 72,蛯名正, 0.9, 70, -14,* 14,13,131.2, ⑯⑯
14, 9,Ｂニシノロイポス, 71,柴山雄, 2.4, 46,   5, -28, 5,  8.3,⑤⑤⑥,14,15, アップルミント,---,伊藤工, 2.6, 28, -19, -20,15,144.6, ⑯⑮,,,,,,,,,,,,,14, 6,Ｏノｰモアクライ, 63,石橋脩, 1.0, 67,*  8,  -8,10, 37.5, ①①
15,10,Ｋテキｰラサブマリン, 57,江田照, 3.1, 41,   2, -27,14,198.2,⑪⑬⑬,15, 9, ラブハミング,---,松岡正, 2.6, 28, -14, -26, 6, 17.2, ⑪⑩,,,,,,,,,,,,,15, 5,Ｇアサクサブラボｰ, 73,黛弘人, 1.0, 66,  -3,   2,16,348.9, ⑪⑪
,,,,,,,,,,,,16,17, タマモワルツ,---,柴山雄, 2.9, 24, -19, -24,17,207.3, ⑮⑰,,,,,,,,,,,,,16,15,Ｐタカラタロウ, 58,江田照, 1.7, 58,*  7, -16,14,265.0, ③④
,,,,,,,,,,,,17,13, パブリックアフェア,---,田中勝, 3.7, 17, -12, -43,12, 37.4, ⑨⑨,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 8, オリオンザエルメス,---,蛯名正, 4.4,  5, -12, -52, 8, 26.4, ⑧⑪,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:不良(指数:-11),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,
"単勝:410円 複勝:06=180円 02=270円 14=620円 枠連:1,390円",,,,,,,,,,,,"単勝:2,450円 複勝:12=680円 02=370円 16=360円 枠連:5,650円",,,,,,,,,,,,単勝:270円 複勝:04=120円 11=130円 06=710円 枠連:250円,,,,,,,,,,,,"単勝:380円 複勝:14=160円 02=290円 03=240円 枠連:2,130円",,,,,,,,,,,
"馬連:2,010円 ワイド:02-06=710円 06-14=1,390円 02-14=2,270円",,,,,,,,,,,,"馬連:12,110円 ワイド:02-12=3,510円 12-16=3,100円 02-16=2,190円",,,,,,,,,,,,"馬連:380円 ワイド:04-11=190円 04-06=1,300円 06-11=1,870円",,,,,,,,,,,,"馬連:2,210円 ワイド:02-14=930円 03-14=780円 02-03=1,200円",,,,,,,,,,,
"馬単:3,460円 3連複:10,740円 3連単:42,580円",,,,,,,,,,,,"馬単:25,460円 3連複:35,820円 3連単:256,430円",,,,,,,,,,,,"馬単:700円 3連複:4,520円 3連単:13,510円",,,,,,,,,,,,"馬単:3,870円 3連複:7,130円 3連単:36,330円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 6R  芝1000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,三国特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａマカロンドナンシｰ, 70,二本柳,, 75, -13,* 20, 2,  6.1, ⑨⑪, 1,10, プリンセスメモリｰ,---,高橋智,, 73,  -6,* 10,11, 74.1,   , 1, 7,Ｃレオソリスト, 78,江田照,, 74,*  7,   7, 3,  5.4,③③③, 1, 2,Ａツウカイヤスナム, 80,木幡初,, 70,*  2,*  7, 1,  2.9, ①①
 2, 4,Ｊタッチミｰノット, 51,蛯名正, 0.0, 73, -14,* 18, 4,  6.6, ⑤⑤, 2, 7, ハｰドパワｰ,---,勝浦正, 0.2, 69,* -1,   2, 1,  1.9,   , 2, 4,Ｋヴァルドルフ, 72,松岡正, 0.0, 76,   6,   9, 8, 17.3,⑦⑤⑤, 2,13,Ｃトｰセンフｰガ, 75,伊藤工, 0.4, 65,  -2,*  7, 4,  8.2, ⑤⑤
 3,11,Ｃネイチャｰキング, 65,柴田善, 0.4, 73, -16,* 20, 3,  6.5, ⑰⑰, 3,14, トロンプルイユ,---,吉田豊, 0.4, 66,* -1,   0, 4,  9.1,   , 3, 6,Ｌファイトスピリッツ, 72,田辺裕, 0.1, 74,*  7,   7, 6, 11.9,⑤④④, 3, 6,Ｂハｰドリレｰ, 75,西田雄, 0.6, 67,  -2,   5, 3,  6.2, ④④
 4,18,Ｅキクノアキレス, 62,吉田隼, 0.4, 68,*-12,  11, 5,  7.0, ⑧⑥, 4, 2, オリオンザポラリス,---,田辺裕, 0.7, 59, -17,*  7, 7, 34.9,   , 4,10,Ｂボンバルディエｰレ, 79,柴田善, 0.1, 77,   4,* 12, 1,  3.4,⑫⑫⑪, 4,11,Ｄトミケントラスト, 72,後藤浩, 0.7, 64,*  1,   1,12, 79.4, ②②
 5, 2,Ｆマスタｰハルバｰド, 61,内田博, 0.7, 69, -18,* 17, 7, 16.1, ⑭⑯, 5,12, エフティフロｰラ,---,蛯名正, 0.8, 58,  -9,   0, 2,  4.3,   , 5,15,Ｄホワイトショウフク, 78,石橋脩, 0.2, 75,   6,   9, 7, 17.3,⑪⑧⑦, 5,14,Ｇチェリｰクラウン, 71,田辺裕, 0.7, 64,  -8,* 10,10, 48.4, ⑫⑫
 6, 5,Ｇフジマサエンブレム, 61,勝浦正, 0.8, 67, -14,  12, 8, 26.8, ⑬⑬, 6, 5, ジルコニア,---,内田博, 1.6, 46, -11, -10, 3,  6.0,   , 6, 5,Ｉアビリティガｰデン, 73,伊藤工, 0.2, 71,*  7,   6, 9, 46.8,②②②, 6,15,Ｅモエレジンダイコ, 72,柴田善, 0.8, 65,  -4,   5, 6, 11.6, ⑧⑦
 7, 6,Ｄチャｰムドサｰクル, 63,柴山雄, 0.9, 64, -15,   9, 6, 12.6, ⑪⑨, 7, 9, ケイアイドリｰム,---,江田照, 1.9, 41, -13, -13, 9, 52.3,   , 7, 3,Ｅツクバタイヨウ, 78,蛯名正, 0.2, 76,   5,* 10, 4,  6.9,⑩⑩⑧, 7, 8,Ｆモエレサマｰ, 72,田中勝, 1.0, 62,  -5,   4,11, 49.6, ⑩⑩
 8, 8,Ｂシャドウライン, 67,吉田豊, 1.0, 63, -17,  10, 1,  2.5, ⑫⑫, 8, 3, アヤソフィア,---,伊藤工, 1.9, 41, -25,  -4,13,156.9,   , 8,11,Ａトｰセンスタｰン, 81,内田博, 0.5, 76,   5,   9, 2,  4.0,⑬⑬⑬, 8, 7,Ｊリリｰザサン, 66,柴山雄, 1.2, 60,  -3,   0, 9, 39.9, ⑦⑥
 9, 3,Ｎヤマイチヘレネ, 46,江田照, 1.0, 64, -16,  11,15,252.1, ⑯⑮, 9, 8, チェンジストリｰム,---,後藤浩, 2.0, 39, -18, -11, 5, 19.5,   , 9, 9,Ｈサンワｰドハｰレｰ, 73,田中勝, 0.7, 72,   5,   6, 5,  9.9,⑧⑪⑨, 9, 9,Ｍタイキルネサンス, 63,蛯名正, 1.6, 56,  -8,   1, 2,  5.2, ⑬⑬
10, 1,Ｒモｰニングラン, 12,村田一, 1.1, 65, -19,  14,11,103.9, ⑱⑱,10, 4, プリンセスティアラ,---,田中勝, 2.2, 37, -15, -15, 8, 39.7,   ,10, 2,Ｏヒシインペリアル, 64,北村宏, 0.9, 67,*  8,  -2,12,121.7,①①①,10,12,Ｌロトスカイブルｰ, 64,内田博, 1.9, 55,*  1,  -9, 7, 13.4, ③③
11,13,Ｉマカフシギ, 51,大庭和, 1.3, 54,*-11,  -5,12,138.0, ③②,11, 6, ノボルナ,---,小野次, 2.4, 36,* -2, -26,10, 54.7,   ,11,13,Ｎシベリアントム, 70,勝浦正, 1.3, 68,   6,  -2,15,230.4,④⑥⑥,11,10,Ｋトｰホウヘレン, 64,吉田隼, 1.9, 55,  -3,  -6, 8, 17.5, ⑥⑧
12, 7,Ｑコウワエクスプレス, 43,小野次, 1.4, 54,*-12,  -4,16,372.8, ②③,12,11, プリトヴィツェ,---,北村宏, 2.7, 28, -13, -23, 6, 21.9,   ,12, 8,Ｇシュルヴィｰヴル, 74,村田一, 1.4, 70,   3,   5,14,203.8,⑭⑮⑭,12, 4,Ｉキングオブハイシｰ, 68,大野拓, 2.0, 53, -12,   1,13, 84.6, ⑮⑭
13, 9,Ｈシルクタイタン, 54,伊藤工, 1.4, 56, -17,   4, 9, 42.5, ⑥⑩,13,13, マンハッタンロｰズ,---,木幡初, 2.9, 24, -23, -19,12, 97.9,   ,13,12,Ｊファイトシｰン, 73,後藤浩, 1.4, 67,   6,  -1,13,152.6,⑥⑦⑩,13, 1,Ｏツキミデイッパイ, 53,石橋脩, 2.3, 50,  -5,  -7,15,369.6, ⑨⑨
14,17,Ｍマッシュレイヤｰ, 49,郷原洋, 1.5, 55, -17,   2,14,214.9, ⑮⑭,14, 1, スプリングメルシｰ,---,大野拓, 4.0, 10, -22, -33,14,281.3,   ,14, 1,Ｆナイスラッキｰ, 77,吉田豊, 1.5, 65,   5,  -2,10, 49.7,⑨⑨⑫,14, 5,Ｎアイファｰチヨオｰ, 54,的場勇, 2.4, 50, -10,  -4,14,292.0, ⑭⑮
15,16,Ｐフェスティヴキティ, 44,丹内祐, 1.6, 49,*-13,  -8,17,673.6, ④④,,,,,,,,,,,,,15,14,Ｍシャドウブルｰス, 71,柴山雄, 1.7, 66,   2,   3,11, 63.8,⑮⑭⑮,15, 3,Ｈアクセプトアゲン, 71,江田照, 2.5, 48,  -6,  -9, 5,  8.4, ⑪⑪
16,14,Ｏゴｰルドチョウサン, 45,田辺裕, 1.9, 48, -13,  -9,13,155.9, ⑩⑧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,15,Ｌユウタｰフラッシュ, 50,南田雅, 2.3, 43, -15, -12,18,811.9, ⑦⑦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,10,Ｋナンヨｰガｰル, 50,木幡初, 2.8, 33,*-11, -29,10, 89.1, ①①,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
