09年 2月 8日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 2月 8日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝1200m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,
 9, 9,Ｄフェアｰシャノン, 57,藤岡康, 2.3, 48,   3, -15, 4,  7.9,⑤⑧⑧, 9,11,Ｋマイネルラスタｰ, 47,田中博, 1.7, 56,   5, -14, 7, 26.2,⑮⑫⑭, 9, 9,Ｊノボスイｰツ, 63,黛弘人, 1.0, 65,  -3,   4,13,123.4, ⑪⑩, 9, 8,Ｉワｰルドワン, 62,長谷川, 0.8, 53, -19,   3, 6, 15.2, ⑬⑫
10, 6,Ｉデルバｰル, 51,赤木高, 2.5, 49,  -1,  -6,13,214.7,⑬⑫⑫,10, 9,Ｐオリエンタルスカイ, 40,嘉藤貴, 1.9, 52,   8, -26,13,162.9,⑧⑧⑦,10,17,Ｄミティｰク, 68,中舘英, 1.2, 63,*  4,  -6, 3,  5.8, ④④,10,13,Ｄナムラエクシｰド, 67,北村友, 0.8, 52, -21,   4, 5, 13.1, ⑮⑰
11, 1,Ｈダノンスピリット, 52,浜中俊, 2.6, 50,   1, -11, 7, 37.5,⑩⑩⑩,11, 5,Ｄウインスカイハイ, 60,中舘英, 1.9, 53,* 12, -34, 1,  2.4,③②④,11, 1,Ｐリザルト, 57,古川吉, 1.3, 62,  -7,   4,13,123.4, ⑬⑫,11, 4,Ｏミッキｰダイブ, 30,丸田恭, 0.9, 49, -13,  -5,16,103.3, ④④
12,15,Ｋメイショウダイクン, 48,安藤光, 2.7, 46,  -4,  -6,11,105.0,⑮⑮⑭,12,14,Ｆカネトシアミｰゴ, 52,田嶋翔, 2.0, 51,   9, -30, 5, 19.9,⑨⑥⑥,12,15,Ｌヴァイオリン, 60,丸田恭, 1.3, 60,  -1,  -2,13,123.4, ⑥⑨,12, 2, マｰベラスカズトヨ,---,鮫島克, 0.9, 54, -30,* 12,15, 97.6, ⑱⑮
13,13,Ｏユウリョク, 27,柴原央, 3.1, 45,  -2, -11, 9, 52.1,⑫⑬⑮,13, 7,Ｉホワイトライクミｰ, 49,西田雄, 2.3, 49,   9, -34,12, 85.1,⑪⑦⑨,13, 8,Ｏカシマゼロワン, 58,的場勇, 1.3, 61, -11,   9,16,136.3, ⑯⑯,13,16,Ｌオヤビン, 49,倉富隆, 1.1, 49, -24,   3,12, 70.2, ⑯⑭
14,14,Ｎテイエムアｰバン, 35,加藤士, 3.2, 45,  -4,  -9,15,265.7,⑭⑭⑬,14,18,Ｊポｰトレイト, 48,浜中俊, 2.6, 49,   8, -34,11, 68.6,⑤⑨⑪,14,16,Ｎパカパカグランプリ, 59,荻野琢, 1.4, 59,  -1,  -4, 8, 19.6, ⑦⑧,14,15,Ｎサマｰラグｰン, 46,田中博, 1.2, 47, -18,  -4,14, 90.1, ⑩⑬
15, 7,Ｍオｰスミシリング, 43,西田雄, 4.0, 39,   2, -24,14,225.5,⑨⑨⑨,15,16,Ａキャニオンブラウン, 66,鮫島克, 2.7, 45,* 13, -48, 2,  3.5,①①①,15,10,Ｍホッコｰビクトリｰ, 59,藤岡康, 1.4, 59,  -5,   0,11, 44.6, ⑫⑬,15,14,Ｍスマｰトスパｰクル, 47,古川吉, 1.6, 41, -13, -14,18,173.7, ⑤⑤
,,,,,,,,,,,,16, 1,Ｑドリｰムグラント, 36,鮫島良, 3.5, 41,   4, -35,14,165.3,⑭⑯⑰,16, 4,Ｒウォｰタｰギブン, 50,高橋亮, 1.7, 56, -14,   5,18,209.0, ⑱⑰,16, 6, モエレクリフィス,---,田嶋翔, 1.8, 39, -25,  -5,13, 88.4, ⑰⑱
,,,,,,,,,,,,17, 4,Ｏテイエムナイスガイ, 40,田中健, 3.5, 39,   3, -37,15,184.9,②⑮⑱,17,14,Ｆシナノザクラ, 67,田中博, 1.9, 54,  -9,  -2,10, 28.2, ⑮⑮,17,10,Ｊリｰティラ, 59,中村将, 1.9, 37, -21, -10, 9, 18.0, ⑭⑯
,,,,,,,,,,,,18,17,Ｒシｰモナルダ, 32,北村友, 4.5, 34,   3, -52,16,204.7,⑬⑭⑯,18,13,Ｑトロピカルシャドウ, 57,赤木高, 2.6, 43, -13,  -8,17,151.0, ⑰⑱,18, 5,Ｐエルデストドｰタｰ, 27,田辺裕, 2.0, 37, -18, -14,17,141.8, ⑨⑪
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,
"単勝:400円 複勝:03=220円 02=210円 05=500円 枠連:1,550円",,,,,,,,,,,,"単勝:2,470円 複勝:12=550円 03=430円 15=170円 枠連:8,410円",,,,,,,,,,,,"単勝:8,200円 複勝:18=1,470円 11=170円 05=200円 枠連:670円",,,,,,,,,,,,"単勝:580円 複勝:07=190円 01=670円 17=200円 枠連:4,270円",,,,,,,,,,,
"馬連:1,420円 ワイド:02-03=520円 03-05=1,350円 02-05=1,360円",,,,,,,,,,,,"馬連:20,270円 ワイド:03-12=6,100円 12-15=2,010円 03-15=1,130円",,,,,,,,,,,,"馬連:13,820円 ワイド:11-18=3,960円 05-18=5,340円 05-11=530円",,,,,,,,,,,,"馬連:9,490円 ワイド:01-07=2,430円 07-17=560円 01-17=2,630円",,,,,,,,,,,
"馬単:2,810円 3連複:8,350円 3連単:33,080円",,,,,,,,,,,,"馬単:44,530円 3連複:19,920円 3連単:202,350円",,,,,,,,,,,,"馬単:42,160円 3連複:28,310円 3連単:327,360円",,,,,,,,,,,,"馬単:19,910円 3連複:15,990円 3連単:112,930円",,,,,,,,,,,
■ 2R  芝1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 5R  ダ1000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 8R  芝1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■11R  芝2000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,壇之浦特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｈホｰマンライズ, 51,浜中俊,, 61,* -1,  -6, 2,  4.3, ③③, 1, 4,Ｄフジヤマロマン, 69,荻野琢,, 72,*  0,*  8, 3,  5.6, ①①, 1,13,Ｍシャトヤンシｰ, 59,太宰啓,, 83,  -4,* 19,12, 43.7,⑭⑭⑦, 1,12,Ｅブラボｰデイジｰ, 79,生野賢,, 80,* 10,   9, 2,  4.8,③②②
 2, 8,Ｂタフネスデジタル, 65,北村友, 0.1, 58,* -1,  -8, 1,  3.6, ①①, 2,10,Ａサマｰミッドナイト, 74,黛弘人, 0.1, 70,* -2,*  8, 1,  2.3, ③②, 2, 4,Ａシンセサイザｰ, 76,赤木高, 0.6, 70,*  1,   4, 2,  4.2,④③④, 2, 4,Ｈエｰシンジｰライン, 76,芹沢純, 0.1, 78,* 10,   7, 4,  8.4,②①①
 3,15,Ｇタイセイプロバブル, 51,田辺裕, 0.3, 55,* -1, -10, 5,  7.6, ④④, 3,12,Ｆテイエムセッペトベ, 65,田嶋翔, 0.4, 68,  -2,   7, 6, 14.4, ⑦⑤, 3, 8,Ｂラヴドシャンクシｰ, 74,二本柳, 0.7, 69,  -1,   3, 1,  3.0,⑧⑥③, 3, 8,Ｄメイショウナイト, 79,高橋亮, 0.2, 82,   5,* 19, 8, 15.4,⑪⑬⑧
 4, 1,Ｅリアルキサラ, 58,丸田恭, 0.3, 54,  -9,* -2,10, 36.2, ⑨⑦, 4, 9,Ｅレディオｰロラ, 65,田面木, 0.6, 65,  -3,   4, 8, 23.2, ⑥④, 4, 7,Ｊザザ, 66,鮫島克, 0.7, 72,  -4,*  9, 5, 11.4,⑬⑬⑫, 4, 9,Ｋポｰラｰライツ, 71,鮫島克, 0.4, 78,   8,  11, 9, 16.8,⑥⑦④
 5, 2,Ｎケイアイホシノカミ, 41,中舘英, 0.4, 54,  -5,  -8, 4,  7.1, ⑤⑤, 5,11,Ｂポｰトカンパｰニュ, 70,安藤光, 0.7, 62,  -7,   6, 5, 11.4, ⑨⑦, 5,14,Ｆサンアイブライト, 68,小林久, 0.8, 69,  -1,   3, 7, 21.2,⑫⑪⑤, 5, 6,Ｃディビデンド, 80,赤木高, 0.4, 76,   6,  12, 6, 13.6,⑧⑧⑦
 6, 7,Ｄイサミゴｰルド, 58,荻野琢, 0.5, 53, -15,*  2, 9, 34.5, ⑰⑭, 6,13,Ｃリヒタｰ, 70,宮崎北, 0.9, 59, -11,   6, 2,  5.4, ⑫⑪, 6, 6,Ｅファストパス, 69,北村友, 0.9, 68,  -1,   2, 6, 17.2,⑦⑨⑧, 6, 7,Ａニシノレイチェル, 81,長谷川, 0.5, 77,   6,  11, 1,  3.2,⑨⑨⑤
 7, 5,Ａセトウチダイヤ, 67,菊沢隆, 0.5, 52,  -9,  -5, 3,  5.2, ⑩⑧, 7, 6,Ｇデュヌラルテ, 65,二本柳, 1.0, 60, -11,   6, 4,  7.9, ⑭⑭, 7,15,Ｇジョニｰバロｰズ, 67,鮫島良, 0.9, 72,  -5,*  9, 8, 21.6,⑯⑮⑬, 7, 2,Ｊパッシングマｰク, 73,太宰啓, 0.7, 77,   5,  11,12, 43.7,⑩⑪⑬
 8,10,Ｆデンタルマロン, 53,鮫島克, 0.5, 53,  -4,  -8, 8, 29.9, ⑥⑥, 8, 7,Ｉムｰンボｰ, 63,長谷川, 1.1, 61, -10,   5,12, 73.5, ⑪⑬, 8,12,Ｌマイネルレギメント, 62,浜中俊, 1.1, 67,  -1,  -1, 9, 23.4,⑪⑩⑪, 8,13,Ｌマヤノバルトｰク, 69,浜中俊, 0.8, 74,*  9,   1,10, 18.9,⑤⑤③
 9, 3,Ｍアグネスジェｰド, 45,川島信, 0.9, 49, -11,  -7,11, 56.9, ⑭⑪, 9, 5,Ｈボムクイｰン, 64,北村友, 1.1, 59,  -4,   1, 7, 22.9, ⑤⑥, 9, 9,Ｐリバｰトｰマス, 51,西田雄, 1.1, 66,  -4,   3,16,153.5,⑩⑫⑮, 9, 1,Ｉメイショウグラｰド, 76,安藤光, 0.8, 73,   8,   5, 7, 15.2,⑦⑥⑪
10,11,Ｌアメジストオブレイ, 47,酒井学, 0.9, 48, -12,  -6,13, 67.1, ⑮⑯,10,14,Ｊパスタイム, 61,西田雄, 1.3, 57,  -3,  -2, 9, 38.1, ⑧⑧,10,16,Ｈアシュレイリバｰ, 67,荻野琢, 1.1, 64,  -1,  -2,14, 67.9,⑨⑦⑥,10, 5,Ｆフレアリングベスト, 78,菊沢隆, 0.8, 73,   5,  11,13, 46.1,⑫⑫⑫
11,18,Ｃライラックノユメ, 62,長谷川, 0.9, 47,  -9, -10, 6, 16.3, ⑬⑬,11, 2,Ｋクリテリウム, 60,藤岡康, 1.4, 56, -13,   4,13,109.0, ⑬⑫,11, 5,Ｋカシノネロ, 66,中舘英, 1.4, 60,*  2, -12, 4, 11.0,②②②,11,10,Ｇヒカリベルサイユ, 77,北村友, 0.8, 75,   7,   9, 5, 10.8,⑬⑩⑨
12,17,Ｏシルクパサｰジュ, 40,太宰啓, 1.0, 47,  -6, -14,15, 94.8, ⑧⑩,12, 3,Ｍカシノボイス, 57,菊沢隆, 1.4, 56,  -9,   0,11, 64.0, ⑩⑩,12, 2,Ｃドリｰムエレメンツ, 73,丸田恭, 1.7, 55,  -1,  -9, 3,  5.9,③⑧⑭,12, 3,Ｂマｰスエンペラｰ, 80,藤岡康, 0.9, 71,   8,   1, 3,  7.3,④④⑥
13, 9,Ｐユリカジョウ, 38,藤岡康, 1.1, 44,* -1, -21,14, 94.3, ②②,13, 8,Ｎエミネンツァベルタ, 54,田中健, 2.0, 51,* -2, -10,10, 49.3, ②③,13,11,Ｉマｰブルワンダｰ, 66,安藤光, 2.4, 49,*  0, -22,11, 32.1,⑥⑤⑩,13,11,Ｍキングオブウィナｰ, 59,中舘英, 3.5, 47,*  9, -38,11, 40.4,①③⑩
14, 4,Ｋスズカカルメン, 47,芹沢純, 1.1, 45, -18,* -4, 7, 25.6, ⑱⑰,14, 1,Ｌブライティアクロス, 58,田辺裕, 2.3, 46,  -3, -11,14,109.7, ④⑨,14,10,Ｎアイビスデｰジｰ, 54,嘉藤貴, 2.4, 49,*  0, -23,13, 47.1,⑤④⑨,,,,,,,,,,,,
15,12,Ｊケイアイカグラ, 49,赤木高, 1.2, 42,  -8, -16,12, 61.7, ⑦⑨,,,,,,,,,,,,,15, 3,Ｄサンタロｰズ, 69,田中健, 2.5, 48,*  2, -28,10, 24.5,①①①,,,,,,,,,,,,
16,14,Ｉオルｰロ, 50,小林久, 1.3, 42,  -9, -15,16, 96.6, ⑫⑫,,,,,,,,,,,,,16, 1,Ｏスズカプラチナ, 53,藤岡康, 2.8, 50,  -9,  -8,15, 97.9,⑮⑯⑯,,,,,,,,,,,,
17, 6,Ｑスマイルオンリップ, 37,梶晃啓, 1.7, 38,  -9, -20,17,103.0, ⑪⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,13,Ｒスイフティｰ, 34,岩部純, 1.7, 38, -13, -14,18,306.8, ⑯⑱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,
単勝:430円 複勝:16=150円 08=150円 15=190円 枠連:630円,,,,,,,,,,,,単勝:560円 複勝:04=180円 10=130円 12=290円 枠連:680円,,,,,,,,,,,,"単勝:4,370円 複勝:13=1,050円 04=170円 08=150円 枠連:3,320円",,,,,,,,,,,,"単勝:480円 複勝:12=210円 04=290円 08=500円 枠連:1,560円",,,,,,,,,,,
馬連:870円 ワイド:08-16=390円 15-16=640円 08-15=760円,,,,,,,,,,,,"馬連:830円 ワイド:04-10=330円 04-12=1,080円 10-12=610円",,,,,,,,,,,,"馬連:10,230円 ワイド:04-13=2,940円 08-13=2,170円 04-08=260円",,,,,,,,,,,,"馬連:1,870円 ワイド:04-12=880円 08-12=1,290円 04-08=1,880円",,,,,,,,,,,
"馬単:1,660円 3連複:2,190円 3連単:12,240円",,,,,,,,,,,,"馬単:2,200円 3連複:2,830円 3連単:16,790円",,,,,,,,,,,,"馬単:26,390円 3連複:11,380円 3連単:92,500円",,,,,,,,,,,,"馬単:3,810円 3連複:10,210円 3連単:51,670円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  ダ2400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  ダ1700m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,遠賀川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｈスペック, 48,田中博,, 65,*  0,*  6, 7, 18.5,③②①, 1, 5,Ｄアドマイヤテキサス, 73,北村友,, 75,*  4,* 15, 6, 20.6,⑩③③, 1, 7,Ｂチュウワキング, 74,荻野琢,, 75,   1,* 12, 3,  6.2,⑩⑩⑧, 1, 1,Ａファイアレッド, 74,中舘英,, 70,   2,  11, 1,  2.6,③③③
 2,11,Ｆソラヲカケル, 49,安藤光, 0.3, 62,  -3,*  9,10, 69.0,⑩⑨⑤, 2,12,Ａタキオンバッハ, 76,中舘英, 0.1, 75,*  5,  13, 1,  2.2,①①①, 2, 1,Ｇアルスボヘミアン, 70,菊沢隆, 0.1, 73,   5,   6, 5, 13.1,④⑤⑤, 2, 8,Ｅノボワｰルド, 69,田辺裕, 0.0, 71,   1,  15, 4,  7.3,⑧⑦⑦
 3, 1,Ａトップフリｰダム, 59,酒井学, 0.4, 61,  -1,*  5, 1,  2.7,④⑤③, 3,13,Ｂマサライト, 75,太宰啓, 0.1, 74,*  5,  14, 2,  3.0,④②②, 3, 9,Ｃセイウンロデム, 72,川島信, 0.2, 69,   3,   7, 6, 14.5,⑥⑥⑦, 3,11,Ｆタンホイザｰ, 68,浜中俊, 0.1, 70,   2,  10, 2,  4.0,⑥⑤⑤
 4, 5,Ｃエｰシンモアオバｰ, 56,浜中俊, 0.4, 63,*  0,   2, 4,  6.9,⑬③②, 4, 8,Ｃステディｰラブ, 74,田中博, 0.4, 75,   3,* 16, 3,  8.4,⑪⑥⑤, 4, 4,Ｊラバｰソウル, 68,梶晃啓, 0.7, 67,*  6,  -1, 7, 19.7,②②①, 4, 2,Ｈゼンノベリル, 65,長谷川, 0.1, 71,   0,* 17, 9, 59.5,⑦⑧⑧
 5, 3,Ｅマイネルヴァルカン, 50,丸田恭, 1.2, 51,  -4,  -2, 9, 41.2,⑦⑩⑧, 5, 4,Ｋクリノコブオｰ, 61,古川吉, 1.0, 73,   3,  12, 8, 30.7,⑨⑨⑦, 5, 6,Ｋウォｰタｰトリック, 67,高橋亮, 1.2, 64,   4,  -2,12, 55.1,⑨⑦⑥, 5, 6,Ｄモンサンミシェル, 69,中村将, 0.2, 68,   2,  10, 6, 16.4,⑤④④
 6, 2,Ｂリラックススマイル, 59,北村友, 1.2, 52,  -1,  -8, 3,  5.8,②④⑥, 6, 3,Ｅワイルドライフ, 71,浜中俊, 1.2, 69,*  4,   6, 7, 23.2,②④④, 6, 3,Ｈサミｰデザｰト, 69,芹沢純, 1.3, 65,  -1,   6,13, 88.2,⑫⑫⑫, 6, 5,Ｃカネトシソレイユ, 71,太宰啓, 0.4, 68,  -4,* 16, 7, 16.5,⑩⑨⑨
 7, 8,Ｋグランプリスマイル, 46,赤木高, 1.2, 51,  -2,  -4, 2,  5.5,⑨⑧⑨, 7,10,Ｊスズカファイト, 62,安藤光, 1.8, 64,   3,   3,12, 55.1,⑧⑤⑥, 7,12,Ｅヒロノグレガ, 70,的場勇, 1.5, 63,*  6,  -7, 4,  9.7,⑤④③, 7, 3,Ｇイブキレボルシオン, 66,鮫島克, 0.6, 65,  -6,* 17, 8, 45.2,⑪⑪⑩
 8,14,Ｉメトロジャンヌ, 47,藤岡康, 1.2, 54,  -7,   4,14,150.5,⑭⑭⑬, 8, 1,Ｇアドミラビリス, 69,芹沢純, 1.9, 68,   1,  11,11, 53.1,⑫⑬⑪, 8,11,Ｍホウザンオペラオｰ, 58,宮崎北, 2.1, 56,   2,  -8,11, 41.6,⑧⑧⑨, 8,10,Ｉカヴァリｰノ, 62,鮫島良, 0.7, 62,   1,   2, 3,  4.4,④⑥⑥
 9, 9,Ｌフライトクラウン, 45,川島信, 1.4, 51,  -5,  -2, 6,  9.1,⑪⑫⑩, 9, 2,Ｌニシノシャア, 56,荻野琢, 1.9, 67,   1,   7,10, 42.7,⑦⑪⑩, 9,10,Ｆアイファｰドラゴン, 70,安藤光, 2.2, 56,  -1,  -3, 9, 28.8,⑪⑪⑪, 9, 9,Ｂシャドウストリｰム, 71,北村友, 0.8, 60,*  3,  -2, 5, 12.6,②②②
10, 7,Ｊウルトラミュｰズ, 47,田辺裕, 1.4, 49,  -1, -10,13,142.9,⑧⑦⑦,10, 9,Ｉセンノカゼ, 66,鮫島克, 2.2, 64,   2,   3, 5, 18.3,⑤⑧⑨,10, 5,Ｌエステｰムシチｰ, 67,浜中俊, 2.3, 57,   1,  -7,10, 34.6,⑦⑨⑩,10, 4,Ｊカルストンアルプス, 56,藤岡康, 1.0, 57,*  3,  -6,11,126.1,①①①
11,10,Ｍスプリングベリｰ, 45,太宰啓, 2.3, 43,  -8,  -8,15,220.0,⑮⑮⑭,11, 7,Ｈハイパｰラッシュ, 67,鮫島良, 3.2, 58,   3,  -8, 9, 40.6,⑥⑦⑧,11,13,Ｄシルクデュｰク, 72,古川吉, 2.3, 59,*  6, -14, 8, 20.0,①①④,11, 7,Ｋマイネルエルマス, 55,田中博, 2.8, 40,  -4, -18,10, 70.5,⑨⑩⑪
12, 6,Ｄキセキノミノル, 55,鮫島良, 2.7, 36,*  0, -32, 5,  8.8,①①④,12,11,Ｍナムラアルマダ, 52,川島信, 5.5, 45,   2, -24,13, 62.3,③⑩⑫,12, 8,Ｉジャングルゼット, 69,中舘英, 2.7, 53,*  5, -18, 2,  3.7,③③②,,,,,,,,,,,,
