09年 6月20日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 6月20日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝2750m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,
11, 9,Ｎチョットグルｰビｰ, 37,武士沢, 2.5, 47, -10,  -4,10,126.9, ⑫⑫,11, 4, エｰシンカメンシズ,,五十嵐,185.8,,,, 5, 11.0,⑥⑩⑩,11, 2,Ｆトｰセンサクラコ, 50,村田一, 1.4, 49,* -7, -12, 3,  6.3,②②②,11, 2,Ｏヤマニンパルファン, 53,伊藤工, 1.3, 64,  -3,   1,15,350.2, ⑪⑫
12,11,Ｋワスラフ, 44,西田雄, 2.8, 44,  -5, -13,15,248.3, ⑧⑪,,,,,,,,,,,,,12,10,Ｌオンワｰドサクラ, 39,柄崎将, 1.6, 53, -15,   2,16,326.4,⑬⑬⑪,12, 8,Ｎゼネラルメデュｰム, 65,吉田豊, 1.4, 64,   7, -10,11, 75.3, ⑤⑤
13, 7,Ｌスｰパｰラン, 41,吉田豊, 2.8, 45,  -8, -10,14,237.8, ⑩⑩,,,,,,,,,,,,,13, 3,Ｍショウナンカルメン, 38,柴田善, 1.8, 50, -17,   2,10, 28.9,⑯⑯⑭,13,10,Ｊオｰスチンロｰズ, 67,高山太, 1.6, 60,   4, -10,12,108.4, ⑦⑥
14, 4, リョウシュウ,---,鈴来直, 3.2, 39, -24,  -1,12,150.5, ⑯⑯,,,,,,,,,,,,,14, 1,Ｎミヤギスピリット, 27,木幡初, 2.1, 45, -16,  -5,11, 29.2,⑩⑫⑮,14,13,Ｃメイビリｰヴ, 75,石橋脩, 1.6, 61,* 10, -16, 3,  6.3, ②②
15,13, ベストクロス,---,草野太, 3.6, 35, -22,  -6,16,294.1, ⑮⑮,,,,,,,,,,,,,15, 6,Ｋチリトテシャン, 39,吉田隼, 3.3, 30, -17, -19,15,139.9,⑭⑮⑯,15,14,Ｌノボパガｰレ, 66,村田一, 2.2, 54,   4, -18, 9, 36.1, ⑥⑨
16,14,Ｉスウィｰプアゲン, 46,江田照, 3.9, 34,* -2, -25,11,135.4, ④⑦,,,,,,,,,,,,,16, 9, ロｰレルラファｰル,---,丹内祐, 4.1, 21, -13, -41, 9, 26.9,⑥⑨⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,
単勝:160円 複勝:15=110円 06=270円 03=950円 枠連:500円,,,,,,,,,,,,"単勝:510円 複勝:07=200円 03=200円 05=160円 枠連:1,270円",,,,,,,,,,,,"単勝:710円 複勝:05=250円 07=200円 15=350円 枠連:1,340円",,,,,,,,,,,,"単勝:360円 複勝:15=140円 05=110円 03=1,530円 枠連:330円",,,,,,,,,,,
"馬連:790円 ワイド:06-15=350円 03-15=1,430円 03-06=3,560円",,,,,,,,,,,,"馬連:1,810円 ワイド:03-07=690円 05-07=560円 03-05=500円",,,,,,,,,,,,"馬連:1,660円 ワイド:05-07=730円 05-15=1,520円 07-15=1,110円",,,,,,,,,,,,"馬連:350円 ワイド:05-15=190円 03-15=5,020円 03-05=2,920円",,,,,,,,,,,
"馬単:1,150円 3連複:9,990円 3連単:27,230円",,,,,,,,,,,,"馬単:3,860円 3連複:2,440円 3連単:16,040円",,,,,,,,,,,,"馬単:4,040円 3連複:7,070円 3連単:35,720円",,,,,,,,,,,,"馬単:740円 3連複:11,190円 3連単:41,130円",,,,,,,,,,,
■ 2R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■ 5R  芝1000m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  ダ1700m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ福島,,,,,,,,,,,,,,,,,,,,,,,,安達太良ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｂイｰサンバブル, 53,石橋脩,, 59,* -7,  -2, 2,  3.2, ③③, 1, 8, リネンパズル,---,田辺裕,, 58,* -4,* -3,10, 60.4, ①①, 1,13,Ｈドリｰムプレイ, 69,田辺裕,, 72,*  1,* 15,10, 72.9,①①①, 1, 7,Ｊポｰトラヴ, 83,柴山雄,, 83,* 10,  11, 7, 19.2,①①①
 2, 7,Ｋエンセｰ, 35,丹内祐, 0.0, 58, -11,*  2, 6, 17.4, ⑥⑤, 2, 1, コロラトゥｰラ,---,松岡正, 0.5, 50, -12,* -5, 1,  2.5, ⑦③, 2, 3,Ａケｰジｰハッピｰ, 78,内田博, 0.2, 75,  -1,* 15, 1,  1.7,③③③, 2, 3,Ｈエアマックｰル, 85,後藤浩, 0.1, 82,   8,* 15, 2,  4.3,⑥⑥⑤
 3, 1,Ａレディアミュレット, 54,蛯名正, 0.2, 55, -14,*  2, 1,  2.8, ⑦⑥, 3, 4, アポロサニｰナ,---,勝浦正, 0.6, 49, -11,  -7, 6, 19.3, ④⑥, 3,14,Ｋメイショウグラナダ, 63,蛯名正, 0.4, 72,*  1,  11, 3,  8.7,②②②, 3, 6,Ａグランプリサクセス, 89,松岡正, 0.3, 82,   7,* 15, 4,  9.5,⑭⑦⑥
 4, 5,Ｊホｰザンアテナ, 37,田中勝, 0.4, 53,* -4,  -9, 9, 61.0, ①①, 4, 5, フランジパニ,---,内田博, 0.7, 47, -16,* -4, 5, 12.7, ⑧⑦, 4,15,Ｊメジロフロｰラ, 67,石橋脩, 0.5, 70,*  0,  12, 9, 51.9,⑤④④, 4,15,Ｃアルバレスト, 87,田辺裕, 0.3, 81,   5,* 20, 6, 17.7,⑮⑮⑩
 5, 4,Ｃナスノロビン, 51,松岡正, 0.6, 51, -13,  -3, 3,  4.9, ⑧⑦, 5, 6, ミリオンハッピｰ,---,北村宏, 1.0, 41,  -9, -14, 4, 11.4, ⑤④, 5, 4,Ｅピカルディｰ, 70,後藤浩, 0.7, 69,  -1,  12, 5, 12.3,⑧⑤⑤, 5, 5,Ｅマキバスマイル, 87,木幡初, 0.4, 79,   8,  13,10, 46.8,⑦⑤③
 6, 6,Ｈコｰヒｰゼリｰ, 45,小林淳, 0.6, 50,* -5, -11, 5, 16.0, ②②, 6,10, サマｰコｰド,---,木幡初, 1.3, 38, -20, -10, 9, 54.1, ⑨⑧, 6,12,Ｄセイカドルチェ, 71,伊藤工, 1.0, 65,  -3,  12, 7, 23.7,④⑥⑥, 6, 9,Ｂピサノエミレｰツ, 88,北村宏, 0.4, 79,* 10,  10, 3,  7.0,③③④
 7,12,Ｆカモンベイビｰ, 47,柴山雄, 0.7, 51, -21,*  4, 7, 41.2, ⑭⑪, 7,12, サンワｰドネオ,---,柴田善, 1.5, 36,  -8, -21, 3,  6.5, ⑥⑤, 7,10,Ｆヒカルダイヤモンド, 70,吉田豊, 1.2, 67,  -2,   9, 2,  6.9,⑨⑨⑦, 7,12,Ｄアンダｰカウンタｰ, 87,赤木高, 0.5, 80,   7,  13, 1,  2.1,⑧⑨⑦
 8, 3, ナモンカラｰ,---,木幡初, 0.8, 48, -10,  -8,10, 72.2, ⑤④, 8,13, マルタカテンザン,---,田中勝, 1.9, 31,* -7, -27,11, 75.8, ②②, 8, 5,Ｇシアトルレイナ, 69,柴田善, 1.2, 68,  -3,  12,11, 78.9,⑥⑩⑧, 8, 1,Ｇアグネスネクタル, 85,勝浦正, 0.8, 79,   6,  13,13, 74.9,⑬⑪⑧
 9,10,Ｏシャンディア, 22,伊藤工, 0.9, 46, -11, -10, 8, 43.0, ④⑨, 9, 2, ミッドパッション,---,柴山雄, 2.5, 18, -36, -15, 7, 19.3, ⑫⑩, 9, 6,Ｃウインク, 73,北村宏, 1.3, 65,  -2,   9, 6, 13.1,⑩⑧⑩, 9,11,Ｋスナｰクユｰチャン, 81,内田博, 1.1, 77,* 10,   3, 5, 14.8,②②②
10,16,Ｉホワイトエンジェル, 41,大野拓, 1.0, 44, -19,  -3,13,176.8, ⑫⑩,10, 7, イパルファン,---,岩部純, 2.6, 18, -27, -23,12,115.5, ⑪⑨,10, 2,Ｂアマゾネスバイオ, 74,松岡正, 1.4, 65,  -4,  10, 4,  9.5,⑬⑪⑨,10, 8,Ｉマイプリティワン, 84,吉田豊, 1.4, 75,   6,   9, 8, 37.9,⑫⑬⑬
11, 9,Ｇサイレントボス, 46,赤木高, 1.1, 44, -22,  -2,14,179.1, ⑬⑭,11,11, ブルｰスマｰチ,---,江田照, 4.8,-16, -34, -46,13,181.7, ⑬⑪,11, 1,Ｏレディジェｰン, 44,黛弘人, 1.5, 66,  -4,  11,15,296.2,⑫⑮⑫,11, 4,Ｆヤマタケゴｰルデン, 86,武士沢, 1.5, 72,   5,   8,12, 60.7,⑪⑫⑨
12,14,Ｍヴィｰナスゴスペル, 34,千葉直, 1.2, 42, -14, -11,15,379.4, ⑨⑧,,,,,,,,,,,,,12, 7,Ｌニコニコママ, 61,田中勝, 1.5, 66,  -3,  10, 8, 30.5,⑮⑫⑪,12, 2,Ｏビッグベアシチｰ, 73,石橋脩, 1.7, 72,   4,   7,15,290.7,⑩⑭⑭
13, 8,Ｄエングレイス, 49,鷹野宏, 1.4, 40, -25,  -2,12,107.1, ⑮⑮,,,,,,,,,,,,,13, 9,Ｉコアレスキャスト, 68,池崎祐, 2.5, 58,  -3,   1,12,102.8,⑪⑬⑭,13,10,Ｍスイングロウ, 76,西田雄, 3.5, 61,   7, -12, 9, 41.2,⑨⑧⑫
14,11,Ｅディアトウシロウ, 49,内田博, 2.0, 32, -13, -21, 4,  6.6, ⑩⑫,,,,,,,,,,,,,14,11,Ｎステラフィッサ, 55,吉田隼, 2.5, 60,  -3,   2,13,136.3,⑭⑭⑮,14,13,Ｌランキング, 77,草野太, 3.6, 58,   9, -16,11, 56.1,④④⑪
15,13,Ｎマンガンオトメ, 27,柄崎将, 2.9, 21, -15, -31,16,442.6, ⑪⑬,,,,,,,,,,,,,15, 8,Ｍジｰガｰウイング, 60,村田一, 2.7, 57,  -3,  -3,14,291.6,⑦⑦⑬,15,14,Ｎウインサウザｰ, 74,江田照, 6.6, 39,   6, -37,14,164.5,⑤⑩⑮
16, 2,Ｌクｰルレディ, 34,武士沢, 3.0, 20, -39,  -9,11,102.5, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,
"単勝:320円 複勝:15=130円 07=290円 01=130円 枠連:2,060円",,,,,,,,,,,,"単勝:6,040円 複勝:08=1,180円 01=140円 04=450円 枠連:3,970円",,,,,,,,,,,,"単勝:7,290円 複勝:13=1,290円 03=120円 14=250円 枠連:1,310円",,,,,,,,,,,,"単勝:1,920円 複勝:07=440円 03=170円 06=240円 枠連:1,210円",,,,,,,,,,,
"馬連:2,340円 ワイド:07-15=710円 01-15=200円 01-07=720円",,,,,,,,,,,,"馬連:9,090円 ワイド:01-08=2,680円 04-08=6,810円 01-04=1,020円",,,,,,,,,,,,"馬連:4,450円 ワイド:03-13=1,820円 13-14=6,610円 03-14=400円",,,,,,,,,,,,"馬連:4,020円 ワイド:03-07=1,370円 06-07=1,480円 03-06=550円",,,,,,,,,,,
"馬単:3,650円 3連複:1,710円 3連単:12,610円",,,,,,,,,,,,"馬単:23,660円 3連複:31,460円 3連単:312,050円",,,,,,,,,,,,"馬単:18,910円 3連複:13,790円 3連単:145,130円",,,,,,,,,,,,"馬単:7,460円 3連複:8,680円 3連単:58,530円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 6R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 9R  芝2600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■12R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,開成山特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｅトワインブルｰム, 60,高橋智,, 67,   0,*  7, 6, 13.3,⑬⑫⑪, 1, 4,Ｂトウショウパンサｰ, 58,後藤浩,, 73,* 11,* -7, 1,  2.5,①①①, 1, 8,Ｈスマｰトセントラル, 59,吉田隼,, 74,   9,* -3, 6, 14.9,④③④, 1, 6,Ｂブルｰミンバｰ, 74,田中勝,, 80,*  0,* 14, 1,  1.8, ①①
 2, 1,Ｉジュウモンジ, 57,石橋脩, 0.3, 62,*  6,  -6, 9, 27.6,①①①, 2, 5,Ｆカンタベリｰキング, 54,大野拓, 0.8, 67,   5,* -6,12, 39.9,⑫⑩⑤, 2, 1,Ａフランドルシチｰ, 71,蛯名正, 0.4, 70,   7,* -4, 1,  1.6,⑦⑤③, 2,11,Ａベストロケｰション, 76,北村宏, 0.3, 74,* -3,* 12, 2,  4.3, ③②
 3,13,Ａユキノクイｰン, 65,北村宏, 0.4, 62,   4,  -3, 1,  2.3,⑫⑥⑤, 3, 7,Ｉエプソムジャンボ, 52,伊藤工, 1.3, 59,*  8, -22,11, 39.4,②②②, 3, 6,Ｃコスモタクミ, 68,丹内祐, 0.7, 67,* 11, -20, 5, 12.1,②②②, 3, 3,Ｇジョウノオアシス, 61,木幡初, 0.9, 68,  -6,   7,10, 46.3, ④③
 4, 2,Ｋニシノロイポス, 53,柴山雄, 0.5, 64,   2,*  1,11, 52.4,⑧⑩⑨, 4, 2, ハンドシェイク,---,蛯名正, 1.7, 58,  -1,* -7, 5, 15.7,⑮⑮⑮, 4, 7,Ｇグランプリカメ, 61,赤木高, 1.3, 64,   7, -14, 7, 40.9,⑥⑦⑧, 4, 5,Ｃカレンナサクラ, 72,吉田豊, 1.0, 70, -18,* 18, 3,  6.1, ⑫⑫
 5,12,Ｂキストゥクラウン, 63,黛弘人, 0.9, 60,   5,  -8, 2,  4.8,⑦④④, 5, 8,Ｍアメｰジングカフェ, 49,小島太, 1.7, 57,   6, -22,13, 64.1,⑦⑧⑧, 5, 9,Ｄエイデンダンス, 68,内田博, 1.5, 63,   7, -14, 3,  8.8,⑨⑨⑨, 5, 1,Ｍドリｰムブランチ, 57,内田博, 1.4, 62, -10,   5, 4, 21.8, ⑦⑥
 6,11,Ｃシｰブルｰ, 62,江田照, 1.2, 57,*  5, -12, 4,  8.9,③③②, 6, 3,Ｄヤシャ, 55,千葉直, 1.9, 55,   6, -23, 9, 32.6,⑪⑨⑨, 6, 2,Ｂナムラシンドバッド, 71,田中勝, 1.5, 62,* 12, -34, 4, 10.6,①①①, 6, 9,Ｅメイクユｰハッピｰ, 67,田辺裕, 1.4, 61, -12,   7, 5, 30.4, ⑩⑩
 7, 8,Ｄケイズパステル, 62,勝浦正, 1.3, 57,   3,  -8, 7, 15.6,⑩⑨⑦, 7, 9,Ａユキノロンシャン, 63,石橋脩, 2.1, 54,   7, -31, 2,  3.5,⑥⑥⑥, 7, 5,Ｆエｰシントゥルボｰ, 61,吉田豊, 1.6, 61,   9, -26, 2,  5.0,③④⑤, 7,16,Ｄホトダｰ, 71,江田照, 1.5, 60,  -6,  -1, 7, 37.2, ⑥⑤
 8, 4,Ｌファンタジｰゲｰト, 52,内田博, 1.6, 56,*  6, -15,10, 33.8,②②③, 8, 6,Ｅロンギングブラスト, 54,北村宏, 2.1, 50,   6, -26, 7, 24.7,④⑦⑩, 8, 3,Ｅスマｰトスパイラル, 65,田辺裕, 1.9, 59,   5, -19, 8, 46.9,⑧⑧⑦, 8, 4,Ｌホリノティアラ, 58,吉田隼, 1.8, 57, -10,  -1,11, 48.5, ⑧⑨
 9, 5,Ｊエアダｰミ, 54,後藤浩, 1.6, 54,   3, -11, 3,  8.7,⑨⑧⑥, 9,16,Ｊキングオブジャイヴ, 51,内田博, 2.1, 52,*  8, -33, 3,  5.7,⑤③③, 9,10,Ｉテンジンミコオウヒ, 54,江田照, 2.5, 56,   7, -31, 9, 80.5,⑤⑥⑥, 9,13,Ｈクリノポップコｰン, 60,柴田善, 1.9, 57,  -9,  -1,13, 71.5, ⑨⑧
10,10,Ｏサイモンラメｰル, 31,伊藤工, 2.3, 46,   3, -17,14,263.7,④⑦⑧,10,11,Ｋマイネルストラウス, 51,柴山雄, 2.2, 53,   7, -32, 6, 24.7,③⑤⑦,10, 4,Ｊグラスグルｰプ, 45,草野太, 4.9, 44,  -4, -27,10,131.8,⑩⑩⑩,10,12,Ｎカンタカ, 54,村田一, 2.0, 56, -19,   6,15,124.5, ⑭⑭
11, 7,Ｍスプリングモナ, 50,大野拓, 2.5, 50,   0, -14,12, 72.0,⑭⑬⑫,11,10,Ｇリボｰン, 53,嘉藤貴, 2.3, 51,   4, -28,14,110.8,⑩⑪⑪,,,,,,,,,,,,,11, 2,Ｋフォｰカライズ, 58,後藤浩, 2.1, 53, -13,   0, 9, 42.7, ⑪⑪
12,14,Ｎトｰセンエイゼル, 47,加藤士, 3.0, 46,  -2, -15,15,409.7,⑮⑮⑭,12,15,Ｃメジロゲッタウェイ, 56,吉田豊, 2.6, 49,*  8, -40, 4, 13.3,⑧④④,,,,,,,,,,,,,12, 8,Ｐカネトシバニラ, 38,勝浦正, 2.2, 52,  -7,  -8, 8, 40.9, ⑤⑦
13, 3,Ｇロジクィｰン, 59,柴田善, 3.5, 43,   1, -23, 8, 25.1,⑤⑪⑬,13,13,Ｌサウスゴｰルド, 49,田中勝, 2.7, 48,   0, -24,10, 36.9,⑬⑬⑬,,,,,,,,,,,,,13, 7,Ｆマイティｰクラウン, 61,伊藤工, 2.3, 51, -16,   0,12, 52.6, ⑬⑬
14, 9,Ｈマルタｰズクリス, 58,吉田隼, 4.2, 38,   4, -34, 5, 11.2,⑥⑤⑩,14,12,Ｎレッツパｰティｰ, 40,村田一, 2.7, 50,   3, -28,16,265.4,⑨⑫⑫,,,,,,,,,,,,,14,14,Ｊレッドレイク, 58,武士沢, 2.5, 49, -26,   6,14, 74.8, ⑮⑮
15,15,Ｆオフザリップ, 60,木幡初, 4.7, 33,  -1, -31,13, 88.9,⑪⑭⑮,15, 1,Ｈピンクトルマリン, 53,柴田善, 2.8, 48,   1, -24, 8, 32.2,⑭⑭⑭,,,,,,,,,,,,,15,15,Ｏプｰクン, 52,柴山雄, 3.0, 43, -30,   3,16,313.2, ⑯⑯
,,,,,,,,,,,,16,14, アイガットリズム,---,黛弘人, 9.6,-24, -14, -86,15,229.7,⑯⑯⑯,,,,,,,,,,,,,16,10,Ｉプライドオブキング, 60,石橋脩, 4.1, 27,* -2, -38, 6, 32.9, ②④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
