09年 5月24日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 5月24日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-12,,,,,■ 7R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  ダ2300m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
 9,16,Ｄエアガルニエ, 55,藤岡佑, 1.3, 48, -15,  -4, 3, 11.7, ⑨⑨, 9,10,Ｇダノンロゼ, 52,小牧太, 2.0, 48,*  3, -17, 1,  2.7,④④④, 9, 3,Ｇデュｰクデビル, 65,和田竜, 0.8, 60,   3, -10, 4,  8.5, ⑤⑤, 9,13,Ｂアドマイヤスワット, 98,藤岡佑, 1.5, 82,  13,   7, 5, 12.5,⑦⑥⑧
10,15,Ｊテイエムフラメンコ, 40,和田竜, 1.4, 47,* -9, -13, 9, 74.6, ③④,10, 8,Ｉピサノロンドフォル, 52,吉田稔, 2.2, 48,  -1, -10,12, 61.6,⑥⑧⑨,10,16,Ｄリヴザルト, 68,吉田稔, 0.9, 58, -18,* 10, 3,  5.4, ⑱⑱,10, 5,Ｋピサノエミレｰツ, 90,北村宏, 1.5, 81,* 15,   3, 9, 22.9,③④④
11,14,Ｎディアハニｰ, 29,秋山真, 1.5, 46, -14,  -8,11, 95.8, ⑥⑦,11, 5,Ｋワンズタｰン, 49,木村健, 2.3, 48,  -3,  -7,15,187.1,⑭⑪⑪,11,15,Ｌホクザンヴィアンド, 57,国分恭, 0.9, 59, -11,   3,17,293.7, ⑮⑮,11, 9,Ｌロｰルオブザダイス, 89,木村健, 1.6, 84,  12,  11,12, 49.7,②⑭⑮
12, 2, カズノキャノン,---,長谷川, 1.6, 45, -21,  -3,10, 76.4, ⑫⑫,12,14,Ｂマックスコヒヌｰル, 58,藤岡佑, 2.3, 46,  -1, -12, 2,  3.9,⑨⑨⑫,12, 6,Ｎセゾンシチｰ, 55,木村健, 1.0, 58,   4, -12, 5, 17.9, ④④,12, 3,Ｆヤマニンリュバン, 91,酒井学, 1.6, 83,  11,  11,10, 28.7,⑭⑮⑭
13, 1, ビコｰアジリティ,---,佐久間, 1.8, 43, -25,  -2, 6, 20.2, ⑮⑬,13,12,Ｏシルクパイレｰツ,-47,浜中俊, 2.8, 44,  -6,  -7, 7, 23.2,⑮⑭⑮,13, 4,Ｉツインズメモリｰ, 62,浜中俊, 1.1, 57,  -7,  -3,12, 61.8, ⑫⑬,13, 6,Ｐミツアキタｰビン, 81,吉田稔, 1.7, 82,  12,   9,16,323.4,⑫⑬⑫
14, 7,Ｉカラｰカトレア, 44,吉田稔, 2.0, 40, -23,  -6,16,186.3, ⑭⑮,14, 3,Ｌトップハヤブサ, 37,和田竜, 2.8, 44,  -6,  -8, 9, 27.6,⑫⑮⑭,14, 1,Ｈキタサンコンバット, 62,小牧太, 1.2, 55,*  7, -19, 7, 25.1, ①①,14,12,Ｉネイキッド, 91,赤木高, 2.0, 79,  14,   1,11, 49.4,⑧⑤⑤
15,13,Ｇメイショウキャラ, 48,石橋守, 2.0, 40, -19,  -9,13,112.3, ⑪⑪,15, 1, フミノフライト,---,長谷川, 3.3, 43,  -6, -10,13,106.7,⑯⑯⑯,15, 5,Ｏポｰルシャトル, 54,柴原央, 1.3, 53,  -2, -11,14, 95.8, ⑦⑦,15, 1,Ｏスタｰシップ, 83,幸英明, 2.4, 78,  11,   6,13,119.5,⑮⑯⑯
16,18, クリスタルブリｰズ,---,国分恭, 2.3, 35, -26,  -8,15,184.4, ⑯⑯,16,11,Ｍビｰグロウリアス, 36,高橋亮, 4.0, 36,  -3, -21,16,270.3,⑪⑬⑬,16, 8,Ｐファイナルファイト, 52,田中健, 1.4, 53, -15,   1, 8, 27.7, ⑯⑰,16,10,Ａウォｰタクティクス, 99,川田将, 3.5, 72,  12,  -7, 1,  2.3,①⑩⑬
17,17,Ｍタガノメノウ, 33,赤木高, 2.5, 33, -29,  -7,18,300.4, ⑱⑱,,,,,,,,,,,,,17, 7,Ｑリッカブレｰブ, 50,幸英明, 2.2, 43,*  6, -31,11, 61.3, ③③,,,,,,,,,,,,
18, 3,Ｏイｰストソフィｰ, 22,生野賢, 2.8, 29, -29, -11,14,158.2, ⑰⑰,,,,,,,,,,,,,18, 2,Ｋアルファトリリオン, 57,安部幸, 2.6, 37,*  8, -37,15,127.4, ②②,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:92 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-4),,,,,,,,,,,
単勝:170円 複勝:12=110円 11=140円 06=270円 枠連:330円,,,,,,,,,,,,"単勝:720円 複勝:02=220円 09=690円 04=1,010円 枠連:840円",,,,,,,,,,,,単勝:300円 複勝:12=120円 11=140円 17=910円 枠連:460円,,,,,,,,,,,,単勝:420円 複勝:14=150円 16=290円 04=320円 枠連:880円,,,,,,,,,,,
馬連:330円 ワイド:11-12=170円 06-12=390円 06-11=670円,,,,,,,,,,,,"馬連:5,860円 ワイド:02-09=1,860円 02-04=2,840円 04-09=7,400円",,,,,,,,,,,,"馬連:440円 ワイド:11-12=220円 12-17=2,550円 11-17=2,330円",,,,,,,,,,,,"馬連:1,870円 ワイド:14-16=760円 04-14=770円 04-16=1,590円",,,,,,,,,,,
"馬単:500円 3連複:1,200円 3連単:2,970円",,,,,,,,,,,,"馬単:12,110円 3連複:73,500円 3連単:324,630円",,,,,,,,,,,,"馬単:930円 3連複:6,320円 3連単:25,260円",,,,,,,,,,,,"馬単:3,480円 3連複:5,480円 3連単:28,060円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 8R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ぶっぽうそう特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｋクリスタルネｰジュ, 49,酒井学,, 63,*  6,  -1, 8, 57.2,①①①, 1,15,Ｄヤマカツゴｰルド, 59,池添謙,, 66,*  6,*  3, 5,  8.8,④④④, 1, 2,Ｂトップゾｰン, 76,藤岡佑,, 79,  -5,* 26, 3,  3.5,⑧⑧⑧, 1, 4,Ｂテイエムカゲムシャ, 76,和田竜,, 71,  -2,   8, 1,  3.3, ④④
 2, 6,Ｈレッドファング, 55,北村宏, 0.0, 60,   3,*  4, 5, 23.8,⑦⑥⑤, 2, 1,Ｅパｰプルタイヨｰ, 59,幸英明, 0.2, 64,*  6,  -1, 4,  7.3,③③③, 2, 3,Ｅカネトシコンジョオ, 67,秋山真, 0.2, 73,* -2,  13, 4,  8.5,②②②, 2, 9,Ｋカレンナサクラ, 70,吉田稔, 0.0, 74, -14,* 20,10, 39.4, ⑮⑫
 3,14,Ｂダノンエクスプレス, 63,池添謙, 0.2, 60,*  4,  -1, 1,  2.0,③②②, 3, 9,Ａキングウェｰルズ, 62,吉田稔, 0.4, 62,   3,*  3, 3,  4.7,⑯⑨⑧, 3, 7,Ｄスイｰトマトルｰフ, 70,池添謙, 0.6, 69,  -3,  10, 6, 13.7,⑦⑦⑥, 3,13,Ｊビンチェロ, 70,小牧太, 0.0, 72,*  1,   6, 5, 15.2, ③②
 4,15,Ｌリバｰトップガン, 46,赤木高, 0.3, 60,*  6,  -2,15,277.6,⑪③③, 4, 7,Ｇゴｰルデンゴｰル, 55,秋山真, 0.5, 60,   3,*  0, 1,  3.7,⑩⑦⑤, 4, 8,Ｇエルジャンクション, 59,浜中俊, 0.7, 68,*  0,   3, 5, 13.1,①①①, 4, 1,Ｆパパラチア, 71,川田将, 0.2, 69,  -6,  10, 7, 17.6, ⑤⑤
 5, 1,Ａメイショウシンドウ, 65,浜中俊, 0.8, 57,   2,   0, 2,  3.1,⑧⑧⑨, 5, 4,Ｃワｰルドロレックス, 61,浜中俊, 0.6, 59,*  7, -10, 2,  3.8,①①①, 5, 4,Ｃアドマイヤアゲイン, 75,川田将, 0.7, 68,  -3,   8, 7, 19.9,⑥⑥⑤, 5, 6,Ａメイカ, 76,赤木高, 0.2, 69,  -6,  10, 9, 21.8, ⑥⑥
 6, 4,Ｃマッキｰガリウム, 62,国分恭, 0.8, 57,   0,*  3, 7, 30.1,⑩⑪⑪, 6,10,Ｂメイショウケンロク, 62,高橋亮, 1.1, 53,   1,  -4, 7, 18.8,⑭⑪⑪, 6, 9,Ａフォゲッタブル, 77,幸英明, 1.0, 65,* -2,   1, 2,  3.3,④④④, 6, 5,Ｉコンゴウリュウオｰ, 70,国分恭, 0.4, 66,* -1,   2, 8, 20.7, ②③
 7,16,Ｆキタサンエンペラｰ, 59,和田竜, 1.5, 51,   3,  -9, 6, 27.6,④④④, 7,14,Ｉトウケイビクトリｰ, 49,国分恭, 1.2, 50,*  7, -18, 6, 11.5,②②②, 7, 5,Ｆテｰオｰティアラ, 61,鮫島良, 1.5, 59,* -1,  -6, 1,  3.2,③③③, 7,15,Ｌマイネルプルｰト, 67,安部幸, 0.4, 68, -11,* 13,13, 69.3, ⑭⑮
 8, 7, ツルマルマジック,---,幸英明, 1.5, 52,  -2,   1,13,194.0,⑮⑮⑫, 8, 8,Ｎカシノスフィンクス, 43,大下智, 1.3, 50,   4, -13,16,316.6,⑨⑤⑥, 8, 1,Ｈパルクエスト, 57,木村健, 1.8, 55,  -4,  -6, 9, 66.5,⑤⑤⑦, 8,11,Ｅマルカベスト, 72,池添謙, 0.4, 67,  -6,   7, 2,  3.6, ⑧⑦
 9, 2,Ｄインテネブリス, 62,小牧太, 1.7, 49,   2, -10, 3,  6.9,⑤⑤⑥, 9,11,Ｊマルブツロック, 49,木村健, 1.3, 53,  -1,  -1, 8, 23.1,⑮⑭⑬, 9, 6,Ｉレッドアイ, 52,安部幸, 1.9, 58,  -8,   3, 8, 49.2,⑨⑨⑨, 9, 2,Ｈマイネルオｰクベイ, 70,幸英明, 0.5, 66,  -9,   9, 6, 16.5, ⑪⑧
10, 5,Ｇヨドノホｰプ, 57,安藤光, 1.8, 47,   2,  -9,14,197.8,⑨⑨⑧,10,12,Ｆスプリングカエサル, 55,田中健, 1.4, 51,   1,  -9,11,101.8,⑪⑩⑨,,,,,,,,,,,,,10, 8,Ｄゴッドスマイルユｰ, 73,浜中俊, 0.7, 63,  -8,   6, 3,  5.0, ⑫⑬
11,10,Ｅオウドウリｰチ, 62,飯田祐, 2.2, 46,   2, -14, 9, 62.7,⑥⑦⑦,11, 2,Ｏヴァルハラ, 41,藤岡佑, 1.4, 51,  -1,  -3, 9, 30.8,⑫⑬⑫,,,,,,,,,,,,,11,12,Ｎカルパントラス, 64,藤岡佑, 0.8, 61,*  2,  -6,15,168.2, ①①
12, 3,Ｉメイショウイｰガｰ, 54,石橋守, 2.3, 50,  -2,  -7,12,139.5,⑫⑬⑭,12,16,Ｋクンチャン, 47,飯田祐, 2.0, 43,   1, -19,10, 92.2,⑦⑧⑩,,,,,,,,,,,,,12,10,Ｃメイショウカｰタｰ, 73,難波剛, 0.9, 59,  -7,   2, 4,  9.8, ⑩⑨
13, 9, ドラクロワ,---,藤岡佑, 2.4, 44,   0, -13, 4, 11.0,⑬⑩⑩,13,13,Ｐタイトｰキャップ, 38,熊沢重, 2.2, 43,   5, -25,12,156.1,⑥⑥⑦,,,,,,,,,,,,,13, 7,Ｇカｰリアンダンス, 71,北村宏, 0.9, 57,  -7,   2,11, 46.7, ⑨⑭
14,13,Ｊテイエムパワフル, 50,小林徹, 2.8, 43,  -2, -11,10, 78.8,⑯⑭⑬,14, 3,Ｈナンゴクミラクル, 51,安部幸, 2.5, 39,  -1, -19,14,212.1,⑬⑮⑮,,,,,,,,,,,,,14, 3,Ｍトミノドリｰム, 65,高山太, 1.2, 55, -11,   2,12, 47.3, ⑬⑪
15, 8,Ｎランドロケット, 32,高野容, 3.7, 37,  -7, -10,16,481.9,⑭⑯⑯,15, 6,Ｍドリｰムバンブｰ, 43,鮫島良, 2.9, 36,   0, -28,15,213.7,⑤⑫⑭,,,,,,,,,,,,,15,14,Ｏトｰホウヘレン, 59,秋山真, 2.9, 34,  -6, -26,14, 81.5, ⑦⑩
16,11,Ｍカネトシクロｰバｰ, 42,吉田稔, 6.3, 21,   1, -45,11,121.6,②⑫⑮,16, 5,Ｌシルキｰブリス, 44,赤木高, 3.3, 31,  -5, -21,13,210.9,⑧⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-5),,,,,,,,,,,
"単勝:5,720円 複勝:12=1,270円 06=410円 14=110円 枠連:14,170円",,,,,,,,,,,,"単勝:880円 複勝:15=270円 01=200円 09=190円 枠連:1,950円",,,,,,,,,,,,"単勝:350円 複勝:02=150円 03=230円 07=340円 枠連:1,120円",,,,,,,,,,,,単勝:330円 複勝:04=160円 09=960円 13=450円 枠連:760円,,,,,,,,,,,
"馬連:53,730円 ワイド:06-12=9,500円 12-14=2,080円 06-14=690円",,,,,,,,,,,,"馬連:2,270円 ワイド:01-15=800円 09-15=870円 01-09=610円",,,,,,,,,,,,"馬連:1,180円 ワイド:02-03=370円 02-07=530円 03-07=1,010円",,,,,,,,,,,,"馬連:8,030円 ワイド:04-09=2,880円 04-13=1,180円 09-13=5,130円",,,,,,,,,,,
"馬単:123,110円 3連複:28,650円 3連単:497,080円",,,,,,,,,,,,"馬単:5,180円 3連複:4,070円 3連単:30,190円",,,,,,,,,,,,"馬単:1,960円 3連複:3,060円 3連単:13,030円",,,,,,,,,,,,"馬単:13,130円 3連複:33,110円 3連単:164,020円",,,,,,,,,,,
■ 3R  芝2800m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 6R  ダ1700m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 9R  芝1800m 4歳上1600万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■12R  ダ1700m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾊﾟｰﾙｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13, メジロスパイダｰ,,五十嵐,,,,, 3,  5.9,③③③, 1, 5,Ａバンドゥロンシャン, 75,川田将,, 72,   8,*  3, 1,  2.0,⑤⑦④, 1, 4,Ｃウェディングフジコ, 81,菊沢隆,, 76,   6,  13, 3,  4.7,④③③, 1,11,Ｂオｰミプレシャス, 75,安部幸,, 74,   0,* 16, 2,  3.9,⑫⑨⑧
 2,14, アイアングリｰン,,林満明,181.6,,,, 5,  8.0,⑤④④, 2,13,Ｉウィアｰザスタｰ, 65,浜中俊, 0.6, 68,   8,  -2, 7, 24.2,⑥⑥⑨, 2,12,Ｅタガノティアｰズ, 79,橋本美, 0.0, 78,   6,  13, 5,  7.9,⑥④⑤, 2,16,Ｄベストルｰト, 72,小牧太, 0.0, 72,*  2,  11, 7, 22.3,②②②
 3, 6, テイエムノブシオｰ,,出津孝,181.8,,,, 6,  9.7,①①①, 3,15,Ｇスマイルミッキｰ, 65,秋山真, 0.6, 68,   7,*  0,11, 68.0,⑪⑧⑦, 3, 9,Ｈアメジストリング, 75,木村健, 0.2, 77,   1,* 19,10, 43.6,⑩⑨⑨, 3,13,Ｅアイソトｰプ, 72,川田将, 0.0, 73,*  2,  11, 1,  2.6,⑤③③
 4,11, スリｰプレアデス,,高野容,182.0,,,, 7, 24.4,⑥⑧⑥, 4, 1,Ｅケイアイコンジン, 67,長谷川, 0.6, 70,   6,*  2,10, 30.0,⑩⑩⑩, 4,10,Ｊマルティンスタｰク, 70,浜中俊, 0.3, 77,   5,  13, 4,  7.3,⑧⑦⑧, 4, 8,Ｌメガロスバンダム, 68,池添謙, 0.2, 71,   1,  11,10, 41.1,⑦⑥⑤
 5, 3, ドリｰムストライド,,熊沢重,182.6,,,, 4,  6.6,⑧⑤⑤, 5, 2,Ｍスマｰトスパイダｰ, 57,北村宏, 0.7, 64,*  9,  -6, 6, 16.9,④④③, 5,11,Ａメイショウベルｰガ, 82,池添謙, 0.4, 75,   1,  16, 1,  3.6,⑪⑩⑩, 5, 5,Ａサクラシザｰズ, 75,幸英明, 0.4, 69,  -1,* 12, 3,  4.8,⑥⑧⑦
 6, 5, エメラルドワン,,今村康,183.2,,,,10, 57.7,⑨⑨⑧, 6,12,Ｆキシュウグラシア, 66,幸英明, 1.3, 60,* 11, -15, 2,  4.4,①①①, 6, 8,Ｉピエナビｰナス, 73,吉田稔, 0.4, 78,  -1,* 23,12, 54.9,⑫⑬⑫, 6,14,Ｈブルｰホリゾン, 70,木村健, 0.4, 69,   1,   9, 9, 28.1,⑧④⑥
 7,12, ヤマカツマドンナ,,植野貴,184.3,,,, 9, 34.2,④⑦⑨, 7,11,Ｈオｰゴンシャトル, 65,石橋守, 1.8, 62,   7, -10, 5, 16.2,⑭⑨⑧, 7, 3,Ｂフォｰチュンワｰド, 82,北村宏, 0.5, 69,   5,   7, 6, 13.2,③⑤④, 7, 9,Ｇトランプ, 71,安藤光, 0.5, 65,*  2,   5, 4, 15.2,①①①
 8, 4, メイショウアンドレ,,西谷誠,184.6,,,, 2,  4.2,⑦⑥⑦, 8, 4,Ｂシルバｰビｰト, 71,小牧太, 2.0, 58,   1,  -2, 3,  7.6,⑬⑮⑮, 8, 5,Ｄクィｰンスプマンテ, 80,藤岡佑, 0.7, 71,   4,   7, 2,  4.6,⑦⑥⑦, 8, 6,Ｃフィｰルドウイナｰ, 75,国分恭, 0.8, 65,   1,   6, 5, 16.5,④⑤④
 9, 9, メイショウセレット,,菊地昇,185.8,,,, 8, 24.7,⑫⑫⑫, 9, 7,Ｎクレｰジュハクユウ, 50,吉田稔, 2.0, 58,   3,  -5,13,139.3,⑫⑬⑫, 9, 1,Ｋカネトシリベルテ, 69,和田竜, 0.8, 70,   3,   7, 7, 13.6,⑤⑧⑥, 9, 7,Ｉインダストリアル, 69,秋山真, 1.0, 65,  -2,   8, 8, 22.9,⑪⑬⑫
10, 2, バクシンミノル,,南井大,186.4,,,,11, 69.6,⑪⑩⑩,10, 9,Ｃシツジツゴウケン, 71,熊沢重, 2.1, 57,   8, -15, 4, 12.4,⑦⑤⑤,10,13,Ｇニホンピロコナユキ, 77,国分恭, 0.8, 68,*  8,  -3,11, 52.4,①①②,10, 3,Ｆファイトシｰン, 72,吉田稔, 1.5, 62,  -2,   6, 6, 17.1,⑬⑭⑬
11, 1, メイショウデイジｰ,,仲田雅,186.7,,,,13,111.5,⑩⑪⑪,11,16,Ｄスズカルネッサンス, 70,赤木高, 2.8, 50,* 10, -26, 8, 28.4,②②②,11, 7,Ｆスペシャルフロｰト, 77,熊沢重, 0.8, 69,*  8,  -3, 8, 23.6,②②①,11, 4,Ｋアンクルトップ, 68,佐久間, 1.5, 62,  -2,   5,15,166.0,⑩⑫⑪
12, 8, テイエムライダｰ,,高井彰,190.0,,,,14,133.4,⑭⑬⑬,12, 6,Ｐエｰシンタウォｰズ, 33,鮫島良, 2.9, 54,   4, -13,12,113.6,⑨⑪⑬,12, 2,Ｌシゲルエスペレ, 64,黛弘人, 1.1, 67,   1,   7, 9, 35.9,⑬⑪⑪,12, 2,Ｐサクラアメｰジング, 40,浜中俊, 1.8, 59,  -2,   1,12, 47.6,③⑪⑩
13, 7, テイエムソンゴクウ,,佐久間,192.1,,,,12, 89.8,⑬⑭⑭,13,10,Ｋフレｰバｰティｰ, 59,和田竜, 3.0, 50,   9, -25, 9, 29.4,③③⑥,13, 6,Ｍジョイフルスマイル, 62,安部幸, 2.6, 51,  -1, -10,13,169.2,⑨⑫⑬,13,15,Ｎカシノマルス, 60,高野容, 2.1, 56,   0,  -4,13, 62.5,⑨⑦⑨
,,,,,,,,,,,,14, 3,Ｌウォリナｰイモン, 57,酒井学, 3.1, 52,   2, -14,15,258.6,⑧⑫⑪,,,,,,,,,,,,,14,10,Ｊニシオハンセル, 68,高橋亮, 2.4, 55,  -1,  -5,11, 46.3,⑭⑩⑭
