09年 3月29日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 3月29日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  ダ1000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 7R  芝1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1700m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,
"単勝:1,250円 複勝:11=420円 14=190円 06=110円 枠連:3,820円",,,,,,,,,,,,単勝:520円 複勝:09=180円 12=180円 01=530円 枠連:490円,,,,,,,,,,,,単勝:200円 複勝:02=140円 07=190円 05=750円 枠連:410円,,,,,,,,,,,,"単勝:210円 複勝:06=150円 10=700円 16=240円 枠連:1,740円",,,,,,,,,,,
"馬連:8,970円 ワイド:11-14=1,870円 06-11=670円 06-14=300円",,,,,,,,,,,,"馬連:1,200円 ワイド:09-12=490円 01-09=1,260円 01-12=1,900円",,,,,,,,,,,,"馬連:540円 ワイド:02-07=250円 02-05=2,590円 05-07=5,870円",,,,,,,,,,,,"馬連:3,910円 ワイド:06-10=1,350円 06-16=470円 10-16=3,960円",,,,,,,,,,,
"馬単:10,480円 3連複:3,480円 3連単:26,040円",,,,,,,,,,,,"馬単:2,450円 3連複:7,700円 3連単:34,310円",,,,,,,,,,,,"馬単:900円 3連複:11,230円 3連単:33,300円",,,,,,,,,,,,"馬単:5,680円 3連複:9,600円 3連単:38,200円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  芝1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■ 8R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝1200m 4歳上ｵｰﾌﾟﾝ(国) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,熱田特別,,,,,,,,,,,,高松宮記念 ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａチョップチョップ, 70,岩田康,, 69,*  4,*  6, 1,  1.7,④③③, 1,11,Ａエムオｰミラクル, 76,丸田恭,, 66,  -2,   5, 2,  6.0, ⑨⑨, 1,16,Ｃダイワオｰジｰ, 74,福永祐,, 80,   2,* 17, 1,  3.7,⑫⑫⑩, 1,13,Ａロｰレルゲレイロ, 96,藤田伸,, 95,* 19,   7, 3,  7.6, ①①
 2,12,Ｃメイショウロッコｰ, 62,武幸四, 0.3, 70,   3,*  5, 3,  6.6,⑧⑤④, 2,10,Ｂユキノハボタン, 74,横山典, 0.0, 66,  -5,*  7, 1,  2.8, ⑩⑩, 2,14,Ｉゼットスピｰル, 71,佐藤哲, 0.1, 77,   3,* 13,12, 36.7,⑩⑧⑥, 2, 4,Ｅスリｰプレスナイト, 89,上村洋, 0.1, 93,* 16,   8, 1,  3.5, ③⑤
 3, 8,Ｄアルマダ, 60,津村明, 0.3, 67,*  6,   1, 7, 33.7,①①①, 3,14,Ｆクインズプレイヤｰ, 67,岩田康, 0.2, 65,  -6,*  6, 5,  9.9, ⑪⑪, 3, 8,Ｂタンホイザｰ, 75,池添謙, 0.2, 77,   3,  11, 4,  7.5,⑧⑦⑤, 3, 2,Ｏソルジャｰズソング, 81,北村友, 0.3, 89,  14,   8,15, 52.0, ⑩⑨
 4, 7,Ｈティアップメキラ, 54,黛弘人, 1.5, 59,   1,  -2,12,210.4,⑩⑧⑦, 4, 7,Ｅデュヌラルテ, 69,二本柳, 0.3, 65,  -8,*  7, 3,  6.1, ⑭⑭, 4, 1,Ｊヴィジレ, 71,川田将, 0.3, 73,*  6,   3, 5,  9.2,②③②, 4, 5,Ｉトウショウカレッジ, 88,内田博, 0.3, 87,  10,* 12,10, 21.2, ⑬⑩
 5,11,Ｆコスモナダル, 56,内田博, 1.8, 56,   3,  -8, 4, 10.5,⑤④⑥, 5,17,Ｌプレンティフェスタ, 54,上村洋, 0.4, 63,   1,  -3, 7, 12.6, ⑤⑥, 5,10,Ｆウォｰボネット, 73,藤田伸, 0.4, 77,   1,* 17, 3,  6.9,⑬⑬⑬, 5, 1,Ｋコスモベル, 84,佐藤哲, 0.4, 87,  13,   9,12, 43.9, ⑨⑧
 6, 5,Ｊケｰジｰカチボシ, 47,福永祐, 1.9, 56,   2,  -8, 5, 19.5,⑦⑦⑤, 6,18,Ｃレディセヴィリア, 73,内田博, 0.5, 62,*  3,  -7, 4,  8.1, ②②, 6, 6,Ｄコスモザガリア, 74,丸田恭, 0.6, 70,   2,   8, 7, 15.0,⑨⑩⑨, 6, 8,Ｆファリダット, 89,四位洋, 0.4, 85,   7,* 14, 2,  6.2, ⑯⑮
 7,14,Ｋシゲルサヌキフジ, 46,河北通, 2.0, 55,   1,  -6,10,108.4,⑪⑨⑧, 7, 2,Ｈエミネンツァベルタ, 55,勝浦正, 0.5, 62,   1,  -4,10, 43.4, ③④, 7, 4,Ａニキティス, 76,藤岡佑, 0.7, 69,*  9,  -7, 2,  6.7,①①①, 7, 3,Ｑアポロドルチェ, 79,勝浦正, 0.7, 81,   5,* 12,14, 48.3, ⑱⑰
 8, 6,Ｅカセドラルパレス, 58,北村友, 2.2, 52,   0,  -5, 8, 49.0,⑨⑩⑩, 8, 4,Ｐウォルトンブッチ, 42,松田大, 0.5, 63,  -2,  -1,12, 62.9, ⑦⑦, 8, 3,Ｋスマｰトファントム, 71,岩田康, 0.8, 70,   2,   7, 8, 16.1,⑪⑪⑪, 8, 7,Ｍアｰバンストリｰト, 82,福永祐, 0.7, 83,  10,   8, 7, 15.4, ⑭⑪
 9, 4,Ｂトレノペトリュス, 67,藤田伸, 2.2, 52,*  5, -14, 2,  4.5,②②②, 9, 5,Ｑリッカビクトリｰ, 42,安藤光, 0.7, 60,*  5, -11,11, 58.5, ①①, 9,13,Ｈナムラチェンジ, 73,内田博, 0.8, 73,   1,  10, 6,  9.5,⑰⑮⑭, 9,17,Ｈスプリングソング, 88,池添謙, 0.7, 83,  14,   3,11, 42.1, ⑫⑬
10,10,Ｇサチノベストセラｰ, 56,赤木高, 2.3, 54,  -7,*  7,11,113.1,⑮⑮⑮,10, 3,Ｊオサナゴコロノキミ, 55,西田雄, 0.7, 59,   0,  -5,15,120.1, ⑥⑤,10,18,Ｐマルイチキセキ, 62,北村友, 1.0, 72,   1,   9,15, 96.7,⑭⑭⑮,10, 9,Ｊキンシャサノキセキ, 87,岩田康, 0.8, 83,* 16,  -1, 5,  9.0, ⑤③
11,15,Ｉセンノバルダｰ, 50,安藤光, 2.8, 49,  -2,  -7,15,559.3,⑬⑫⑪,11,12,Ｍハｰトランドノリカ, 54,宮崎北, 0.8, 57,  -2,  -6,13, 99.2, ⑧⑧,11, 2,Ｅブルｰアンビシャス, 74,横山典, 1.1, 65,   3,   0,14, 45.1,⑦⑨⑫,11,14,Ｄドラゴンファング, 89,藤岡佑, 0.8, 85,* 18,  -2, 9, 18.5, ②④
12,13,Ｎメイショウパフィン, 34,飯田祐, 3.4, 47,  -4,  -8,13,269.8,⑭⑬⑬,12,16,Ｄミティｰク, 70,佐藤哲, 0.8, 57,*  2, -10, 6, 10.0, ④③,12,15,Ｌデルマアルタイル, 68,西田雄, 1.1, 66,   4,  -4,18,207.5,⑥⑥⑦,12, 6,Ｃウエスタンダンサｰ, 89,川田将, 0.9, 82,* 16,  -2,13, 45.1, ④②
13, 2,Ｌマカディシチｰ, 41,草野太, 4.1, 42,  -3, -17,14,299.4,⑫⑪⑫,13, 1,Ｎテンザンオトヒメ, 53,川田将, 0.9, 56,  -7,  -2,16,133.3, ⑬⑬,13,11,Ｇサクラインパルス, 73,赤木高, 1.1, 69,  -2,  11,11, 35.2,⑮⑱⑰,13,11,Ｐアイルラヴァゲイン, 80,津村明, 0.9, 79,   8,   6,17,174.8, ⑮⑯
14, 3,Ｍニシノサブリナ, 41,宮崎北, 4.2, 40,  -5, -14, 9, 55.5,⑥⑭⑭,14, 6,Ｇマルタｰズアディラ, 65,赤木高, 1.1, 53, -14,   2,18,182.0, ⑯⑯,14, 7,Ｎエアクラマン, 66,武幸四, 1.3, 70,  -2,   9,16,120.2,⑱⑰⑯,14,15,Ｇアｰバニティ, 88,横山典, 1.0, 78,  14,  -1, 6, 11.1, ⑪⑭
15, 1, バロｰリッチ,---,松田大, 4.2, 41,   2, -26, 6, 20.2,③⑥⑨,15,15,Ｉワンモアグリッタｰ, 55,福永祐, 1.2, 52,  -6,  -7, 9, 36.7, ⑫⑫,15,12,Ｑテイエムモモタロｰ, 61,生野賢, 1.4, 65,   5,  -6,17,166.5,⑤⑤⑧,15,12,Ｌヘイロｰフジ, 84,飯田祐, 1.0, 77,   6,   7,16, 82.7, ⑰⑱
,,,,,,,,,,,,16,13,Ｒアピｰル, 34,太宰啓, 1.2, 54, -15,   2,17,169.3, ⑰⑰,16, 9,Ｍロフティソル, 68,幸英明, 1.5, 67,  -1,   4,13, 40.9,⑯⑯⑱,16,16,Ｂビｰビｰガルダン, 92,武幸四, 1.2, 80,* 16,  -6, 4,  7.9, ⑦⑦
,,,,,,,,,,,,17, 8,Ｋロコロンドン, 54,藤岡佑, 1.6, 50, -26,*  7, 8, 28.1, ⑱⑱,17, 5,Ｒシャンパンスコｰル, 48,四位洋, 2.3, 53,*  7, -27, 9, 17.8,③②③,17,10,Ｎファイングレイン, 82,幸英明, 1.4, 76,  15,  -7, 8, 17.4, ⑧⑥
,,,,,,,,,,,,18, 9,Ｏエスジｰステラ, 51,幸英明, 1.7, 47,  -8, -10,14,100.6, ⑮⑮,18,17,Ｏクロチェｰラ, 65,上村洋, 2.6, 52,*  6, -29,10, 33.6,④④④,18,18,Ｒジョイフルハｰト, 67,太宰啓, 3.5, 49,* 16, -35,18,187.7, ⑥⑫
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:93 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:2),,,,,,,,,,,
単勝:170円 複勝:09=110円 12=160円 08=540円 枠連:410円,,,,,,,,,,,,単勝:600円 複勝:11=170円 10=140円 14=220円 枠連:760円,,,,,,,,,,,,単勝:370円 複勝:16=150円 14=830円 08=220円 枠連:690円,,,,,,,,,,,,単勝:760円 複勝:13=230円 04=180円 02=910円 枠連:730円,,,,,,,,,,,
"馬連:420円 ワイド:09-12=190円 08-09=750円 08-12=1,040円",,,,,,,,,,,,馬連:880円 ワイド:10-11=320円 11-14=800円 10-14=470円,,,,,,,,,,,,"馬連:6,320円 ワイド:14-16=2,150円 08-16=550円 08-14=3,210円",,,,,,,,,,,,"馬連:1,750円 ワイド:04-13=740円 02-13=5,690円 02-04=3,220円",,,,,,,,,,,
"馬単:640円 3連複:2,210円 3連単:6,280円",,,,,,,,,,,,"馬単:2,190円 3連複:2,040円 3連単:11,680円",,,,,,,,,,,,"馬単:10,090円 3連複:13,030円 3連単:85,440円",,,,,,,,,,,,"馬単:4,410円 3連複:35,840円 3連単:191,140円",,,,,,,,,,,
■ 3R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 9R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■12R  ダ1700m 4歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,三河特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｃニシノラブキング, 63,内田博,, 68,* -1,*  3, 2,  5.9,⑦③③, 1, 8,Ｇケイジｰジュニアｰ, 73,伊藤直,, 71,  11,   4, 6, 14.1,⑦⑦⑥, 1,10,Ａゲットブラック, 78,松田大,, 79,   2,* 14, 1,  2.8, ⑨⑦, 1, 4,Ｆダノンジュピタｰ, 79,佐藤哲,, 79,   6,* 14, 4,  8.9,③⑤⑤
 2, 4,Ｅコスモルマン, 59,津村明, 0.4, 64,* -1,  -1,11, 49.6,③④④, 2,14,Ｄナリタベガ, 75,佐藤哲, 0.0, 70,* 11,   2, 5,  8.5,⑫⑤③, 2, 2,Ｅマルカベスト, 73,池添謙, 0.1, 78,  10,   5, 2,  4.3, ⑤⑤, 2,14,Ｅサンライズラッシュ, 80,北村友, 0.0, 79,*  8,  13, 2,  6.0,②②②
 3, 8,Ｋヴァンクリマ, 50,福永祐, 0.4, 64,  -3,   1, 5, 14.6,⑧⑥⑥, 3,16,Ｆアイソトｰプ, 73,藤田伸, 0.0, 70,* 12,   2, 1,  3.2,⑤③②, 3,13,Ｆメイショウロｰラン, 73,飯田祐, 0.2, 77,  -2,* 15, 5, 11.2, ⑬⑩, 3,15,Ｇアイノレグルス, 78,上村洋, 0.2, 79,   7,  13, 9, 25.3,⑧⑥⑦
 4,16,Ｆマイネルメビウス, 58,太宰啓, 0.5, 65,  -5,*  6, 4, 12.5,⑫⑭⑫, 4,12,Ｂギルティストライク, 77,岩田康, 0.1, 71,   9,*  6, 2,  5.1,⑨⑫⑨, 4, 5,Ｈルミナスハｰバｰ, 71,上村洋, 0.3, 76,  11,   1, 3,  6.9, ⑥⑥, 4, 6,Ｍタガノショｰタイム, 76,赤木高, 0.3, 76,*  8,   9, 6, 11.3,①①①
 5, 7,Ａティアップノブレス, 70,横山典, 0.5, 61,  -2,   1, 3,  7.6,⑯⑩⑧, 5, 6,Ｃマイネルパルティア, 75,内田博, 0.2, 70,  10,   4, 4,  6.2,⑪⑨⑩, 5, 6,Ｎワンダｰタバスコ, 69,藤岡佑, 0.3, 75, -10,* 21,16, 79.2, ⑮⑮, 5,10,Ｄテンザンコノハナ, 80,四位洋, 0.6, 75,*  7,   7, 7, 17.6,⑥④③
 6, 6,Ｈネオイユドゥレｰヌ, 55,岩田康, 0.6, 61,  -2,   0, 8, 27.7,⑥⑧⑦, 6,10,Ｉスリｰサンビｰム, 71,荻野琢, 0.3, 69,   8,*  6, 8, 23.4,⑥⑮⑬, 6,16,Ｃメイショウカｰタｰ, 75,難波剛, 0.6, 71,  -1,   9, 4,  8.3, ⑫⑪, 6, 8,Ｂトｰセンマンボ, 82,西田雄, 0.7, 75,   6,   9, 3,  7.0,⑤⑦⑥
 7,15,Ｌマハロヌイロア, 48,西田雄, 1.0, 58,  -2,  -5,15,213.4,⑭⑪⑨, 7, 5,Ｋエプソムスタウト, 69,丸田恭, 0.4, 68,   8,   4,13, 69.6,⑧⑬⑮, 7, 3,Ｋコンゴウリュウオｰ, 70,藤田伸, 0.6, 71,   1,   7, 7, 23.0, ⑩⑨, 7, 3,Ｊマイグロｰリアス, 77,勝浦正, 0.9, 75,   3,  12,14, 71.7,⑫⑪⑩
 8,12,Ｊレインボｰスタｰ, 53,北村友, 1.0, 57,*  0, -13, 9, 28.5,⑤②②, 8, 2,Ｊメモリｰセレソン, 70,西田雄, 0.5, 68,  10,   1,15,115.7,⑭⑩⑦, 8,18,Ｄハギノハｰセルフ, 74,岩田康, 0.7, 70,* 22, -15,10, 41.7, ①①, 8,13,Ｈラガｰチトセオｰ, 78,川田将, 0.9, 76,   3,  12,15,107.1,⑬⑫⑪
 9,13,Ｉウインヘリオス, 53,四位洋, 1.0, 61,  -8,*  7, 6, 18.9,⑱⑱⑯, 9,11,Ｎタマモサプライズ, 67,幸英明, 0.7, 64,* 12,  -4,11, 57.7,⑩④⑤, 9, 7,Ｇトッケンショウブ, 72,丸田恭, 0.7, 68,  -3,  10,11, 47.7, ⑭⑫, 9,11,Ｃキクノプログレッソ, 80,幸英明, 1.0, 72,   5,   9,12, 37.6,⑪⑩⑧
10,10,Ｎフリｰジャズ, 48,幸英明, 1.1, 60,  -5,  -1,16,239.6,⑬⑮⑬,10,13,Ｌナリタシャトル, 69,河北通, 1.0, 64,   8,  -1,14, 89.1,⑬⑭⑫,10,17,Ｐセフティバｰニング, 68,幸英明, 0.7, 71,* 19, -12,13, 56.6, ②②,10, 7,Ｋブレイバｰ, 77,岩田康, 1.1, 75,   2,* 13, 5, 11.1,⑭⑭⑬
11, 9,Ｇグレイスファミリｰ, 58,藤岡佑, 1.2, 57,  -4,  -5,10, 30.3,⑪⑬⑪,11,15,Ｐフラッグラッシュ, 56,福永祐, 1.2, 64,  10,  -5, 9, 31.9,⑮⑪⑧,10,14,Ｊクリｰルバレット, 70,黛弘人, 0.7, 70,  -1,   7,14, 66.6, ⑪⑭,11,12, ブロックバスタｰ,---,福永祐, 1.5, 72,   5,   4,13, 48.8,⑩⑧⑨
