09年 1月11日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 1月11日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2930m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  ダ1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
14,12,Ｎアクアブルｰスカイ, 38,角田晃, 4.6, 23, -17, -26, 7, 35.6, ⑮⑮,,,,,,,,,,,,,14, 6,Ｏワイズプロロｰグ, 54,田中克, 1.5, 61,   1,   3,16,292.9,⑮⑯⑯,14, 5,Ｋゴッドヘイロｰ, 78,小林徹, 1.4, 71,  -3,   7,15,177.5, ⑫⑪
15,10,Ｌオｰバｰザウェイヴ, 42,熊沢重, 4.8, 21, -16, -29,15,367.8, ⑬⑭,,,,,,,,,,,,,15, 8,Ｆアドマイヤテキサス, 71,岩田康, 1.6, 58,   4,  -5, 9, 22.2,⑧⑪⑬,15, 7,Ｇナリタジュｰン, 81,秋山真, 1.6, 68,*  8,  -5, 6, 13.6, ①①
,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｐリッカレイクブルｰ, 51,太宰啓, 3.4, 44,   5, -38,15,141.2,③④⑤,16, 3,Ｐジェットバニヤン, 66,小牧太, 1.8, 67,   0,   1,12, 79.4, ⑧⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:2),,,,,,,,,,,
"単勝:1,790円 複勝:06=1,000円 07=820円 05=480円 枠連:7,640円",,,,,,,,,,,,"単勝:220円 複勝:09=120円 06=420円 07=2,150円 枠連:1,170円",,,,,,,,,,,,"単勝:1,430円 複勝:05=320円 07=150円 01=850円 枠連:1,600円",,,,,,,,,,,,"単勝:310円 複勝:16=140円 11=1,020円 14=200円 枠連:710円",,,,,,,,,,,
"馬連:8,630円 ワイド:06-07=2,120円 05-06=1,260円 05-07=980円",,,,,,,,,,,,"馬連:1,580円 ワイド:06-09=540円 07-09=4,930円 06-07=22,370円",,,,,,,,,,,,"馬連:1,630円 ワイド:05-07=710円 01-05=5,100円 01-07=1,780円",,,,,,,,,,,,"馬連:9,760円 ワイド:11-16=2,560円 14-16=360円 11-14=4,330円",,,,,,,,,,,
"馬単:19,390円 3連複:13,040円 3連単:107,790円",,,,,,,,,,,,"馬単:2,030円 3連複:80,210円 3連単:268,060円",,,,,,,,,,,,"馬単:4,510円 3連複:22,030円 3連単:108,940円",,,,,,,,,,,,"馬単:12,710円 3連複:16,320円 3連単:86,880円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  芝1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 8R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■11R  芝1600m 3 歳ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,日刊ｽﾎﾟｼﾝｻﾞﾝ記念 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａケイアイゲンブ, 67,岩田康,, 71,*  0,* 17, 1,  1.4,②②②, 1, 4,Ｆフミノイマｰジン, 61,太宰啓,, 69,  -6,*  7, 6, 10.6, ⑧⑦, 1,12,Ｆマイネルウォルビス, 71,松岡正,, 73,*  9,  -2, 8, 27.6,④③②, 1, 1,Ａアントニオバロｰズ, 78,角田晃,, 81,  11,   6, 2,  3.3, ③③
 2,13,Ｃシルバｰフィｰルド, 60,幸英明, 0.0, 69,*  0,* 16, 5, 18.5,①①①, 2, 1,Ｂハッピｰパレｰド, 62,岩田康, 0.1, 68,  -8,* 11, 2,  4.3, ⑫⑪, 2, 8,Ｄシｰクレバｰ, 74,秋山真, 0.1, 73,   5,*  6, 6, 21.0,⑩⑨⑨, 2, 3,Ｉダブルウェッジ, 66,小牧太, 0.0, 79,   9,   9,12, 53.5, ⑤④
 3, 4,Ｂサンライズフェア, 61,川田将, 1.3, 64,  -4,* 14, 2,  5.8,⑦⑪⑩, 3, 3,Ｈフロｰズンダイキリ, 57,武幸四, 0.2, 68,  -7,*  6, 4,  7.4, ⑩⑨, 3, 6,Ｂニュｰイチトク, 75,小牧太, 0.1, 74,* 10,  -3, 1,  2.2,①①①, 3,10,Ｄトップカミング, 72,幸英明, 0.3, 79,  10,   7,10, 37.7, ⑥⑤
 4,15,Ｆナニハトモアレ, 56,武幸四, 1.3, 63,  -1,  10, 4, 11.8,⑩⑥⑤, 4, 5,Ｄボンバルリｰナ, 61,幸英明, 0.4, 64,  -4,  -1, 3,  4.9, ⑤⑤, 4, 3,Ｅエバｰアップワｰド, 73,武幸四, 0.1, 75,   4,*  9, 9, 39.2,⑫⑫⑪, 4, 8,Ｆミッキｰパンプキン, 71,岩田康, 0.4, 75,* 14,  -2, 1,  2.7, ②②
 5,10,Ｅオｰバルシェｰプ, 57,藤岡佑, 1.4, 62,  -3,  12, 3,  8.5,⑨⑩⑥, 5,12,Ｃナムラアウラ, 62,小林徹, 0.5, 62,  -7,   2,13,134.3, ⑪⑩, 5, 7,Ｃクレスコドリｰム, 75,幸英明, 0.3, 71,   8,  -2, 4, 13.1,③⑥③, 5, 4,Ｃタキオンクｰル, 73,藤岡佑, 0.4, 76,   5,* 12, 4,  9.5, ⑪⑪
 6,14,Ｇエプソムジャンボ, 56,小牧太, 1.9, 59,*  0,   2,10, 86.8,⑫④③, 6, 8,Ａスイｰトマトルｰフ, 65,川田将, 0.6, 60,* -2,  -8, 1,  3.2, ②②, 6, 1,Ａフィニステｰル, 79,岩田康, 0.5, 70,*  9,  -5, 2,  2.7,⑤④⑤, 6, 5,Ｅキングストリｰト, 72,太宰啓, 0.4, 78,   4,* 14, 8, 16.8, ⑬⑫
 7, 1,Ｋマｰブルアロｰ, 51,長谷川, 2.3, 59,  -1,   1, 8, 79.8,③⑤④, 7, 6,Ｉリラックススマイル, 56,小牧太, 0.6, 61,  -3,  -5, 7, 19.0, ④④, 7,13,Ｈステラパラダイス, 69,川田将, 0.7, 70,   7,  -3, 5, 15.4,⑧⑧⑦, 7,13,Ｇピｰスピｰス, 71,川田将, 0.6, 73,   7,   5, 5, 14.7, ⑩⑨
 8, 2,Ｊキングマジック, 51,秋山真, 2.6, 55,  -6,   9,12,123.2,⑪⑬⑬, 8, 9,Ｅフェイズシフト, 61,秋山真, 0.9, 58,* -1, -12, 5,  9.0, ③③, 8, 5,Ｇホウライブライアン, 70,熊沢重, 0.8, 69,   7,  -4, 3, 11.0,⑨⑦⑥, 8,14,Ｊハマノエルマｰ, 65,佐藤哲, 0.6, 74,   5,   9,11, 49.0, ⑫⑬
 9, 3,Ｄメイショウシンドウ, 60,田中克, 2.6, 55,  -3,   1, 6, 45.2,④⑦⑦, 9,11,Ｇニシノアンクレット, 58,田中克, 0.9, 56,* -1, -13,10, 55.0, ①①, 9,10,Ｉカリスマシャチョウ, 67,田中克, 1.1, 67,*  9, -11,11,103.7,②②④, 9, 6,Ｋキングスレガリア, 65,秋山真, 1.2, 68,   8,  -5, 6, 16.2, ⑨⑧
10, 6,Ｉヒルノカンクン, 54,小林徹, 3.1, 52,  -6,   2,13,400.1,⑬⑫⑫,10, 2,Ｍアイエスプラスワン, 48,熊沢重, 1.0, 58,  -7,  -4,12,122.7, ⑨⑫,10, 9,Ｋデジャヴ, 63,田中健, 1.8, 62,   5,  -8,13,220.4,⑦⑩⑩,10,11,Ｂモエレエキスパｰト, 74,松岡正, 1.7, 61,  10, -13, 3,  8.4, ⑦⑦
11,11,Ｈエルプレジデンテ, 55,佐藤哲, 3.3, 48,  -2,  -5, 7, 55.1,⑥⑧⑨,11,10,Ｊマルラニビスティｰ, 55,藤岡佑, 1.1, 55,  -4, -10, 8, 20.8, ⑥⑥,10, 4,Ｍタイキヴァルト, 29,藤岡佑, 1.8, 62,   4,  -7, 7, 22.6,⑪⑪⑫,11, 2,Ｍケンブリッジエル, 62,小林徹, 1.8, 60,   7, -11,13,105.2, ⑧⑩
12, 5,Ｎロマンチックデス, 45,田村太, 3.5, 48,  -7,   2,11,121.3,⑮⑮⑭,12, 7,Ｌシルクジャスパｰ, 51,石橋守, 1.8, 49, -10, -10,11,102.7, ⑬⑬,12,11,Ｊミスタｰマンデラ, 63,太宰啓, 2.6, 55,   2,  -9,12,105.6,⑬⑬⑬,12, 7,Ｎトップオブピｰコイ, 59,武幸四, 1.9, 61,   3,  -6,14,122.5, ⑭⑭
13, 8,Ｌザバトルクラシック, 50,松岡正, 3.7, 45,  -1, -12, 9, 80.3,⑤③⑧,13,13,Ｋフライキャッチャｰ, 54,佐藤哲, 2.1, 44,  -4, -24, 9, 40.0, ⑦⑧,13, 2,Ｌインテンスブルｰ, 56,長谷川, 2.7, 60,   8, -23,10, 49.5,⑥⑤⑧,13, 9,Ｈスズカワグナｰ, 70,長谷川, 2.1, 56,   9, -21, 7, 16.7, ④⑥
14,12,Ｍジョｰジバロｰズ, 48,太宰啓, 4.6, 38,  -3, -16,14,439.9,⑧⑨⑪,,,,,,,,,,,,,,,,,,,,,,,,,14,12,Ｌツルマルジャパン, 62,石橋守, 3.2, 44,* 18, -49, 9, 31.2, ①①
15, 7,Ｏパｰプルガルチ, 43,小坂忠, 5.5, 37,  -7, -14,15,572.2,⑭⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:5),,,,,,,,,,,
単勝:140円 複勝:09=110円 13=190円 04=130円 枠連:660円,,,,,,,,,,,,"単勝:1,060円 複勝:04=340円 01=190円 03=240円 枠連:950円",,,,,,,,,,,,"単勝:2,760円 複勝:12=710円 08=370円 06=120円 枠連:4,920円",,,,,,,,,,,,"単勝:330円 複勝:01=180円 03=1,100円 10=700円 枠連:1,620円",,,,,,,,,,,
馬連:880円 ワイド:09-13=280円 04-09=150円 04-13=480円,,,,,,,,,,,,"馬連:2,900円 ワイド:01-04=1,010円 03-04=1,610円 01-03=630円",,,,,,,,,,,,"馬連:24,120円 ワイド:08-12=5,760円 06-12=1,380円 06-08=580円",,,,,,,,,,,,"馬連:8,040円 ワイド:01-03=2,920円 01-10=2,240円 03-10=9,020円",,,,,,,,,,,
"馬単:1,040円 3連複:680円 3連単:3,140円",,,,,,,,,,,,"馬単:6,390円 3連複:7,510円 3連単:46,320円",,,,,,,,,,,,"馬単:54,130円 3連複:13,150円 3連単:177,580円",,,,,,,,,,,,"馬単:11,890円 3連複:59,650円 3連単:279,100円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 6R  ダ1800m 3 歳新馬 馬齢,,,,,,,,,,,,■ 9R  芝1800m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  ダ1800m 4歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,北大路特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａエｰシンマダムジｰ, 71,藤岡佑,, 65,  -1,*  6, 6, 13.9, ⑨⑦, 1, 8, サクラアビリティｰ,---,藤岡佑,, 56,*  1,*-10, 2,  4.1,②②①, 1,14,Ａプリンセストロイ, 79,藤岡佑,, 77,*-10,  15, 1,  3.3, ②②, 1, 4,Ｇタｰトルベイ, 76,熊沢重,, 83,   8,* 11, 3,  7.1,⑩⑧⑦
 2,11,Ｆベルモントラスタｰ, 63,小牧太, 0.2, 65,  -4,*  8, 4,  9.9, ⑫⑨, 2, 5, リュクスｰル,---,岩田康, 0.4, 55,  -2,* -8, 3,  4.6,④④④, 2, 9,Ｄステイトリｰデイズ, 73,川田将, 0.3, 72,*-10,  11, 6, 10.1, ③③, 2, 7,Ｄテイエムザエックス, 79,幸英明, 0.2, 79,   8,   9, 6, 13.0,⑤⑥⑥
 3, 5,Ｐディアトゥドリｰム, 39,高野容, 0.3, 64,  -5,*  8,15,341.5, ⑭⑩, 3,11, マルサンエロイカ,---,太宰啓, 1.7, 44,  -6, -13, 9, 76.7,⑨⑧⑧, 3, 4,Ｌプティマカロン, 69,太宰啓, 0.3, 80, -15,* 22, 8, 19.2, ⑩⑩, 3, 9,Ｂパｰフェクトラン, 82,岩田康, 0.4, 80,   7,  10, 1,  2.4,⑧⑨⑧
 4,15,Ｃフレッドバロｰズ, 67,岩田康, 0.3, 62,*  2,  -1, 1,  1.6, ③②, 4, 6, アスタｰジャッジ,---,佐藤哲, 1.7, 45,  -5, -15, 5, 15.2,⑥⑤⑤, 4, 5,Ｎケンブリッジマイア, 68,松岡正, 0.3, 71,* -8,   8, 7, 15.6, ①①, 4, 3,Ａミコノス, 83,田中健, 0.4, 80,   6,* 11, 2,  5.1,⑦⑩⑨
 5,14,Ｄプラネットクルｰズ, 65,幸英明, 0.4, 62,   1,   1, 5, 12.5, ⑦⑤, 5, 4, ツルマルジェット,---,幸英明, 2.5, 40,  -5, -19, 6, 24.1,⑧⑦⑥, 5, 6,Ｃキクカラヴリイ, 74,幸英明, 0.4, 77, -15,* 20, 5,  7.3, ⑨⑨, 5, 8,Ｍフェイドレスシｰン, 71,小牧太, 0.7, 81,   5,* 13,11, 28.8,⑬⑬⑬
 6,13,Ｉメイショウゼウス, 50,角田晃, 0.8, 60,  -2,   1,10,147.8, ⑬⑧, 6,10, ダグラスバロｰズ,---,松岡正, 2.6, 39,  -1, -31, 7, 26.1,③③③, 6, 7,Ｇアドマイヤカンナ, 72,岩田康, 0.6, 71, -14,  14, 2,  6.0, ⑥⑥, 6, 6,Ｊバンブｰアズｰリ, 74,松岡正, 0.8, 76,   9,   3, 4,  8.4,③④⑤
 7, 8,Ｂエｰシンリｰドオｰ, 69,川田将, 1.2, 56,   0,  -5, 2,  6.6, ⑥⑥, 7, 1, ワンダｰアムｰル,---,川田将, 3.9, 33,*  0, -43, 1,  1.9,①①②, 7,11,Ｆヴィクトリアアイ, 72,佐藤哲, 0.8, 70, -14,  12, 4,  7.1, ⑧⑧, 7, 1,Ｅスプリングサンテ, 78,武幸四, 1.1, 76,   6,   6, 7, 18.3,⑫⑪⑪
 8,12,Ｏレインボｰマリｰン, 42,松岡正, 1.3, 55,  -3,  -2, 8, 41.3, ⑪⑬, 8, 2, ナムラエクセル,---,小林徹, 4.0, 34, -13, -19,11,148.3,⑩⑪⑪, 8, 2,Ｍチャｰムピクチャｰ, 68,武幸四, 0.8, 70, -13,   8, 9, 22.6, ④⑤, 8,11,Ｈシゲルアラムシャ, 75,田村太, 1.4, 72,   6,   3,12,195.3,⑪⑫⑫
 9, 1,Ｅダノンアスコット, 64,秋山真, 1.6, 51,   0, -10, 3,  8.1, ②③, 9, 3, カルストンライブ,---,熊沢重, 4.3, 31, -10, -26,10,141.7,⑤⑩⑩, 9,12,Ｅボｰテセレスト, 73,長谷川, 1.0, 73, -17,* 19,11, 48.8, ⑭⑭, 9,13,Ｃマイネルアベニｰル, 79,佐藤哲, 1.6, 70,   9,  -5, 8, 19.2,⑥⑤④
10, 7,Ｈインオｰルブライト, 50,田中克, 1.8, 53, -11,   3,13,202.5, ⑯⑯,10, 9, ウィンディアン,---,小牧太, 4.6, 30,  -4, -41, 8, 32.9,⑪⑥⑦,10, 8,Ｋエタｰナルサｰガ, 69,小牧太, 1.1, 69, -18,  15,13, 81.3, ⑬⑬,10, 2,Ｌトシナギサ, 73,川田将, 1.9, 69,* 10,  -9, 5, 12.5,②②②
11,10,Ｍドンスピリタス, 46,石橋守, 2.0, 50,*  3, -16, 9,115.4, ①①,11, 7, ウォｰタｰセキト,---,武幸四, 4.8, 28,  -7, -36, 4, 14.5,⑦⑨⑨,11, 1,Ｉニットウサラン, 71,石橋守, 1.1, 66, -14,   8,14,107.7, ⑦⑦,11, 5,Ｉシｰアクロス, 75,長谷川, 1.9, 72,* 11, -11, 9, 22.8,①①①
12, 2,Ｊアスカルディ, 48,武幸四, 2.4, 48,  -7,  -6,12,189.3, ⑮⑮,,,,,,,,,,,,,12,10,Ｊハバネロキャット, 71,草野太, 1.2, 69, -17,  14,10, 36.0, ⑫⑫,12,10,Ｋナイスシャトル, 73,小林徹, 2.1, 69,* 10, -10,10, 26.3,④③③
13, 3,Ｋシゲルフジサン, 48,岩崎祐, 2.5, 45,  -2, -15,11,178.8, ⑧⑭,,,,,,,,,,,,,13, 3,Ｂルアシェイア, 75,秋山真, 1.3, 63, -11,   0, 3,  6.2, ⑤④,13,12,Ｆニッシンテｰスト, 78,小坂忠, 2.1, 67,   8,  -8,13,195.7,⑨⑦⑩
14, 4,Ｌコアレスミュｰズ, 47,佐藤哲, 2.8, 42,  -1, -18, 7, 26.6, ⑤⑪,,,,,,,,,,,,,14,13,Ｈリマレックス, 71,田中克, 1.9, 57, -17,   1,12, 64.3, ⑪⑪,,,,,,,,,,,,
15,16,Ｎダンツブロンズ, 45,小林徹, 2.9, 42,   0, -22,16,442.4, ④④,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16, 6,Ｇマｰベラスポケット, 56,熊沢重, 3.3, 40,  -3, -20,14,255.5, ⑩⑫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:77 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:2),,,,,,,,,,,
