09年12月13日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年12月13日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ2300m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝1800m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
 6, 3, シャイニｰブラック,---,荻野琢, 1.7, 55,  -9,   1, 3,  5.8,⑤⑧⑧, 6,13,Ｆポンテディリアルト, 69,石橋脩, 0.4, 70,  -3,  10, 8, 25.8,⑧⑦⑦, 6, 1,Ｈルナフライト, 72,草野太, 1.1, 72,  11, -10, 9, 35.7,⑫⑫⑨, 6, 7,Ｌレイナクｰバ, 70,赤木高, 0.4, 81,  -6,* 19,11, 25.8,⑩⑩⑪
 7,15, テンシノオリジナル,---,中村将, 1.8, 50,* -6,  -5,10, 25.1,⑫④④, 7,14,Ｃフォルクスオｰパｰ, 72,渡辺薫, 0.5, 70,  -7,* 14, 5, 18.5,⑮⑮⑮, 7, 5,Ｎトウカイマジック, 53,小野寺, 1.1, 71,  12, -11,15,237.1,⑧⑪⑩, 7, 2,Ｋシンデレラロマンス, 71,松山弘, 0.4, 78,  -5,  15,13, 35.9,⑥⑦⑦
 8, 5, プレザントシチｰ,---,赤木高, 2.0, 51, -12,   3,11, 25.2,⑭⑫⑪, 8, 7,Ｍトワインブルｰム, 65,高橋智, 0.5, 68,  -6,  14,16,250.0,⑬⑬⑫, 8, 6,Ｉセキサンダンスイン, 71,国分恭, 1.3, 70,  13, -15, 3,  6.7,⑮⑩⑫, 8, 9,Ｃピサノジュバン, 79,宮崎北, 0.4, 81,  -8,* 20, 6, 13.2,⑬⑪⑩
 9,10, メルシｰサイレンス,---,北村友, 2.0, 49,  -9,  -2, 1,  3.7,⑧⑦⑦, 9, 4,Ｅシアトルレイナ, 70,丸田恭, 0.5, 67,  -4,  10,11, 51.1,⑥⑩⑧, 9,13,Ｐドリｰムゲイル, 51,武幸四, 1.4, 71,  11, -14,10, 42.1,⑬⑭⑭, 9, 6,Ｄマジックビクトリア, 79,木幡初, 0.5, 78,  -5,  15, 2,  5.3,⑧⑧⑧
10, 6, アンテリジェンス,---,松山弘, 2.1, 47,* -7,  -9, 2,  4.6,②②②,10,15,Ａナパ, 76,北村友, 0.6, 66,  -3,   8, 1,  2.7,⑤⑤⑤,10, 3,Ｆユキノセントウ, 73,丸山元, 1.5, 68,  13, -18, 8, 20.6,⑭⑨⑪,10, 3,Ｈシゲルキリガミネ, 76,田嶋翔, 0.5, 75,* -2,   9,12, 28.5,②③③
11, 2, ライモンダ,---,国分恭, 2.1, 53, -12,   3,15,102.2,⑬⑬⑫,11,10,Ｇバｰニングラブ, 69,草野太, 0.9, 64,  -3,   5,13, 92.0,⑪⑧⑪,11,14,Ｏセトノオレンジ, 53,古川吉, 1.6, 69,  12, -16,12,102.4,⑩⑬⑬,11,10,Ｂシャトヤンシｰ, 81,佐藤哲, 0.6, 75,  -5,  13, 5, 10.1,⑨⑨⑨
12,14, メイショウレックス,---,渡辺薫, 2.2, 51, -12,   0, 7, 14.1,⑨⑪⑩,12, 2,Ｌカシマパフュｰム, 67,丹内祐, 1.0, 65,  -3,   7,12, 71.1,⑨⑨⑨,12, 7,Ｍユウアｰルシｰ, 62,赤木高, 1.8, 65,   7, -11,14,235.9,⑯⑯⑯,12,13,Ｅヒカリベルサイユ, 79,丸田恭, 0.7, 77,  -7,  18, 8, 16.3,⑫⑬⑬
13, 7, ギンザフットライト,---,中舘英, 4.1, 37, -16,  -8,12, 30.6,⑮⑮⑭,13,12,Ｉビッグロｰズ, 68,佐藤哲, 1.3, 61,* -1,   1,14, 95.2,⑦⑥⑥,13,16,Ｋテンエイヤシャマル, 64,小林久, 2.6, 58,   9, -25,16,362.2,⑪⑮⑮,13,11,Ｇマルラニビスティｰ, 76,石橋脩, 0.7, 81,  -9,* 21,14, 38.7,⑭⑭⑭
14, 8, シゲルウジヤス,---,大江原, 4.2, 35, -15, -11,14, 99.5,⑩⑭⑮,14, 5,Ｏタケデンスキップ, 61,伊藤直, 1.5, 61,  -5,   5,15,235.6,⑭⑭⑭,14,15,Ｂメイショウマリア, 77,小島太, 2.7, 55,* 17, -44, 4,  9.3,①①①,14, 5,Ｎホウショウルｰプ, 65,武幸四, 0.9, 77,  -8,  14, 9, 18.3,⑪⑫⑫
15,16, ミッキｰバロｰズ,---,安藤光, 4.2, 32,  -9, -20, 6, 12.8,⑥⑨⑬,15,16,Ｄインディストラｰダ, 71,中舘英, 1.5, 58,* -2,  -2, 2,  3.5,③③③,15, 9,Ｊヤマニンファンシｰ, 66,松山弘, 2.8, 55,* 16, -42,13,167.1,③③⑤,,,,,,,,,,,,
,,,,,,,,,,,,16, 6,Ｎメイショウカガリビ, 64,古川吉, 1.8, 59,  -4,   0,10, 33.4,⑩⑪⑬,16, 8,Ｌコスモドロス, 63,石橋脩, 3.3, 53,* 16, -50,11, 90.9,②②②,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:0),,,,,,,,,,,
"単勝:1,250円 複勝:09=390円 01=600円 04=300円 枠連:2,690円",,,,,,,,,,,,"単勝:690円 複勝:09=250円 11=280円 03=650円 枠連:2,430円",,,,,,,,,,,,単勝:560円 複勝:02=210円 11=260円 12=130円 枠連:640円,,,,,,,,,,,,"単勝:2,290円 複勝:14=560円 12=180円 08=270円 枠連:1,230円",,,,,,,,,,,
"馬連:9,480円 ワイド:01-09=2,740円 04-09=2,620円 01-04=2,460円",,,,,,,,,,,,"馬連:3,360円 ワイド:09-11=930円 03-09=2,650円 03-11=2,350円",,,,,,,,,,,,"馬連:3,090円 ワイド:02-11=900円 02-12=350円 11-12=420円",,,,,,,,,,,,"馬連:4,500円 ワイド:12-14=1,690円 08-14=3,230円 08-12=750円",,,,,,,,,,,
"馬単:23,210円 3連複:36,330円 3連単:180,080円",,,,,,,,,,,,"馬単:7,060円 3連複:23,910円 3連単:118,800円",,,,,,,,,,,,"馬単:7,740円 3連複:2,250円 3連単:21,550円",,,,,,,,,,,,"馬単:12,850円 3連複:6,740円 3連単:101,330円",,,,,,,,,,,
■ 3R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 6R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 9R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■12R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,伊吹山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｂチャンピオンラブ, 71,的場勇,, 76,*  8,   9, 1,  3.3, ①①, 1, 8,Ａシセイカグヤ, 77,丸田恭,, 74,   2,*  3, 1,  2.0, ⑨⑥, 1, 6,Ｎクリュギスト, 54,丸田恭,, 77,*  8,*  7, 6, 21.3,①①①, 1, 2,Ａロｰズカットダイヤ, 84,秋山真,, 87,* 10,  10, 1,  2.4, ④③
 2,16,Ｆマルシゲヨカニセ, 68,国分恭, 0.3, 74,*  5,   8, 4,  5.8, ②②, 2,15,Ｅロングゼネラル, 70,丸山元, 0.2, 70,  -2,*  5,11, 49.3, ⑬⑪, 2,10,Ｐアドベンティスト, 38,伊藤直, 0.5, 74,   7,*  6,10, 36.4,⑤⑥⑥, 2,14,Ｃヤマカツマリリン, 81,田嶋翔, 0.0, 86,   6,* 14, 5, 15.3, ⑨⑪
 3,10,Ｅラスカルデュｰク, 69,古川吉, 0.9, 68,  -3,   9, 2,  4.3, ⑨⑧, 3, 3,Ｋウイニングドラゴン, 64,宮崎北, 0.2, 73,   4,   0, 9, 20.9, ⑤⑤, 3, 4,Ｅウイニングヒット, 72,木幡初, 0.9, 71,   5,*  6, 8, 30.1,⑬⑩⑨, 3,17,Ｄヒカルジョディｰ, 79,武幸四, 0.1, 86,   2,* 16, 6, 19.1, ⑬⑬
 4,14,Ｄメイショウアｰチャ, 69,北村友, 0.9, 65, -12,* 14, 5, 10.5, ⑭⑭, 4,11,Ｏシゲルクニミヤマ, 62,田村太, 0.3, 68,  -7,*  9,14,153.0, ⑰⑱, 4,13,Ａメダリアビｰト, 78,秋山真, 1.0, 69,   7,   2, 1,  2.9,⑧⑦⑦, 4, 3,Ｉラヴファンタジスタ, 75,北村友, 0.2, 83,  -2,* 19,11, 33.1, ⑭⑭
 5, 8,Ｃオウシュウバラッド, 70,中舘英, 0.9, 67,   2,   5, 3,  5.6, ④④, 5,12,Ｂヒシフラッシｰ, 74,池崎祐, 0.6, 66,   1,  -3, 4, 12.1, ⑪⑫, 5, 7,Ｆイマカツタイガｰ, 71,松田大, 1.1, 73,   7,   2, 4, 11.3,⑨⑤⑤, 5, 1,Ｐシシャモチャン, 68,小林徹, 0.3, 82,* 14,   2,10, 32.2, ①①
 6, 7,Ｎデュｰクワンダｰ, 56,秋山真, 1.0, 64,  -1,   6, 9, 48.8, ⑤⑥, 6,17,Ｃサアドウゾ, 72,松山弘, 0.6, 65,  -3,   1, 5, 14.4, ⑮⑭, 6,11,Ｃソルモンタｰレ, 74,小林慎, 1.1, 70,*  9,  -2, 2,  3.6,②②②, 6, 5,Ｂシェリルピンク, 82,丸田恭, 0.5, 79,   3,  10, 3, 10.6, ⑪⑧
 7, 1,Ａハｰドリレｰ, 72,渡辺薫, 1.1, 65,  -6,   9, 6, 10.5, ⑩⑨, 7, 1,Ｊフェバリットガｰル, 65,国分恭, 0.9, 64,*  5, -11, 2,  5.6, ①①, 7, 8,Ｉピエナミッチｰ, 66,赤木高, 1.2, 70,   5,   3,15,100.5,⑮⑫⑩, 7, 6,Ｑマチカネコロモガワ, 68,酒井学, 0.5, 79,   8,   6,17,195.0, ⑤⑤
 8, 9,Ｈスリｰコンビナｰト, 66,松山弘, 1.2, 62,  -9,   8, 7, 14.3, ⑫⑪, 8,18,Ｐジェヴォｰナ, 61,北村浩, 1.0, 59,  -9,   3,15,170.5, ⑱⑰, 8, 5,Ｂニシノテンクウ, 75,荻野琢, 1.4, 71,   3,   4, 3,  4.2,⑭⑮⑮, 8, 7,Ｌラベ, 73,国分恭, 0.5, 80,   0,* 14, 9, 28.4, ⑮⑮
 9,12,Ｇヤマニンデュｰン, 67,小野寺, 1.3, 61, -17,* 13,14,174.1, ⑯⑮, 9, 2,Ｆシルクマイホｰム, 69,荻野琢, 1.0, 58,  -3,  -4,10, 44.4, ⑭⑬, 9,12,Ｈスペｰスタイム, 67,中舘英, 1.6, 66,*  8,  -4, 9, 31.1,③④③, 9,16,Ｆクリｰルバレット, 79,黛弘人, 0.7, 77,  -3,* 14,15, 65.2, ⑱⑯
10, 2,Ｍダンジグマスタｰ, 62,武幸四, 1.3, 64, -12,  11, 8, 40.0, ⑬⑬,10, 7,Ｎシュウザンゴｰルド, 62,小野寺, 1.1, 60,   2, -11,12,102.7, ⑩⑦,10,15,Ｌマスタｰソニック, 60,国分恭, 1.8, 66,*  7,  -7,14, 87.4,⑥③④,10,11,Ｏジニオマッジョｰレ, 71,渡辺薫, 0.8, 76,* 13,  -3,12, 34.0, ②②
11, 6,Ｊマストウインゲｰム, 63,安藤光, 1.3, 61,  -3,   4,10, 56.1, ⑦⑤,11,10,Ｌマルタカハンタｰ, 62,丹内祐, 1.2, 60,*  5, -15,16,205.4, ④③,11, 1,Ｊスマｰトトリック, 63,丸山元, 1.8, 65,   5,  -3,12, 73.1,④⑧⑧,11,12,Ｍダイワシｰクレット, 72,木幡初, 0.9, 75,   6,   2,14, 57.8, ⑧⑩
12, 3,Ｌマルタｰズクラシカ, 62,木幡初, 1.4, 61,   2,   0,11, 89.9, ③③,12, 4,Ｑオｰミバンディエラ, 53,千葉直, 1.2, 59,   2, -12,18,382.3, ⑧⑩,12, 9,Ｇフルボディｰ, 68,北村友, 2.0, 64,   4,  -3,11, 57.5,⑪⑪⑬,12,13,Ｇスカイノダン, 77,赤木高, 0.9, 74,   6,   2, 4, 10.8, ⑦⑨
13, 4,Ｋメタリック, 62,柴田大, 1.4, 61,  -5,   5,13,105.1, ⑧⑩,13, 9,Ｒクリノアツヒメ, 52,草野太, 1.4, 54,  -4,  -8,17,337.5, ⑯⑯,13,14,Ｄゴｰルデンラダｰ, 72,安藤光, 2.2, 60,   5,  -6, 5, 16.8,⑩⑨⑪,13,15,Ｋシャトルタテヤマ, 74,古川吉, 1.0, 74,   9,  -2, 7, 27.3, ⑥⑥
