09年 6月28日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 6月28日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝2750m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  ダ1150m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,
 9, 1,Ｆトウショウタｰボ, 55,内田博, 1.6, 51,  -7,  -3, 6, 13.1, ⑪⑬, 9, 1, サファリタイガｰ,,柴田未,188.7,,,,12,102.6,⑨⑨⑨, 9, 6, ゴｰギャン,---,後藤浩, 2.2, 51,  -2, -15,11, 51.3,⑯⑮⑩, 9, 7,Ｍトウショウアタック, 71,勝浦正, 0.8, 69,  -6,  12,14,173.4, ⑬⑫
10,14,Ｊカルムパシオン, 47,吉田隼, 1.6, 52,  -2,  -7, 8, 51.0, ⑩⑩,10, 5, マイネルマニセス,,高野和,190.0,,,, 4, 12.3,⑬⑩⑩,10, 3,Ｊアドマイヤワンダ, 48,的場勇, 2.5, 46,   4, -30,10, 33.5,④⑤⑦,10, 8,Ｎドリｰムウィン, 69,佐藤聖, 0.9, 69,  -3,  10,13,107.8, ⑪⑪
11,15,Ｋキャシャリン, 46,武士沢, 1.7, 50,  -1,  -8,14,290.4, ⑧⑦,11,14, ラヴリｰゲスト,,江田勇,193.5,,,,14,171.5,⑪⑪⑪,11, 4,Ｈグレイントウショウ, 50,伊藤直, 2.7, 46,  -3, -19,16,323.1,⑪⑯⑮,11, 5,Ｄダイゴカムイ, 77,高野容, 0.9, 69,  -9,* 14,16,235.4, ⑮⑮
12,10, アｰムズトウショウ,---,黛弘人, 2.1, 48,   1, -15, 9, 52.7, ⑤④,12,10, クリノラブダンス,,金子光,201.4,,,,13,157.2,⑧⑫⑫,12, 8,Ｇアラマサウタヒメ, 54,勝浦正, 2.9, 45,   3, -33,13,133.9,⑧⑨⑫,12,12,Ｋスズカアトラス, 74,田中勝, 1.0, 68,  -6,  11, 8, 33.7, ⑭⑭
13, 5,Ｌクレバｰサクラオｰ, 43,安藤光, 3.0, 39,  -1, -20,11,101.0, ⑥⑧,,,,,,,,,,,,,13,12, エトワｰルドｰル,---,鷹野宏, 3.4, 40,  -2, -32,14,195.6,⑭⑭⑬,13, 6,Ｆレッドタｰキｰ, 76,石橋脩, 1.4, 65,* 13,  -9, 2,  4.2, ①①
14, 4,Ｎビオンボ, 25,大野拓, 3.4, 34, -18,  -9,15,356.1, ⑮⑮,,,,,,,,,,,,,14,13,Ｌウクレレ, 45,田中勝, 3.5, 40,  -2, -33,12,115.5,⑫⑬⑭,14, 4,Ｌアポインテッドボブ, 71,的場勇, 1.6, 64,* 11,  -9, 6, 20.6, ③②
15, 7,Ｍマイスイｰトベス, 39,宗像徹, 3.8, 31, -12, -17,16,498.5, ⑭⑭,,,,,,,,,,,,,15, 9, マスタｰマイン,---,内田博, 3.9, 36,  -2, -39, 5, 18.3,⑮⑫⑪,15, 2,Ｏワンダフルドｰラ, 68,吉田隼, 1.7, 61, -11,   9,10, 41.4, ⑯⑯
16,12, ギャラントブｰボ,---,池崎祐, 4.8,  6, -33, -10,13,268.3, ⑯⑯,,,,,,,,,,,,,16,15,Ｍトｰセングリヨット, 40,大野拓, 5.1, 30,   1, -57,15,227.4,⑨⑪⑯,16,10,Ｐソロタｰン, 67,黛弘人, 2.2, 58,* 12, -15,15,180.8, ②③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,
単勝:400円 複勝:11=150円 16=140円 09=890円 枠連:540円,,,,,,,,,,,,"単勝:1,380円 複勝:11=230円 09=180円 13=110円 枠連:1,800円",,,,,,,,,,,,単勝:480円 複勝:16=140円 07=110円 01=210円 枠連:380円,,,,,,,,,,,,"単勝:4,160円 複勝:15=520円 16=130円 09=190円 枠連:2,250円",,,,,,,,,,,
"馬連:570円 ワイド:11-16=260円 09-11=1,800円 09-16=2,160円",,,,,,,,,,,,"馬連:3,190円 ワイド:09-11=770円 11-13=320円 09-13=260円",,,,,,,,,,,,馬連:380円 ワイド:07-16=190円 01-16=720円 01-07=320円,,,,,,,,,,,,"馬連:2,580円 ワイド:15-16=1,030円 09-15=1,910円 09-16=320円",,,,,,,,,,,
"馬単:1,230円 3連複:7,510円 3連単:33,290円",,,,,,,,,,,,"馬単:7,250円 3連複:1,480円 3連単:18,700円",,,,,,,,,,,,"馬単:1,140円 3連複:1,280円 3連単:6,830円",,,,,,,,,,,,"馬単:7,010円 3連複:4,170円 3連単:39,860円",,,,,,,,,,,
■ 2R  芝1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝1200m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ福島,,,,,,,,,,,,,,,,,,,,,,,,ﾊﾞｰﾃﾞﾝﾊﾞｰﾃﾞﾝC,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｆシセイカグヤ, 48,田中勝,, 70,  -2,*  5, 2,  3.4, ⑤③, 1, 3, ロジディオン,---,後藤浩,, 59,  -4,* -1, 3,  4.8, ⑨⑥, 1, 6,Ｂダンサｰズブロンド, 76,内田博,, 77,*  8,*  6, 3,  5.2,①①①, 1, 7,Ｃシャウトライン, 87,吉田隼,, 85,  10,   8, 2,  5.0, ③③
 2, 5, エイブルアロｰ,---,内田博, 0.6, 60,  -6,*  1, 3,  6.3, ⑧⑥, 2, 6, レト,---,吉田豊, 0.5, 59,*  7, -17, 5,  9.4, ①①, 2,13,Ａサクラリｰバポｰト, 76,後藤浩, 0.4, 72,   3,* 11, 5,  9.0,⑫⑩⑤, 2,15,Ｏクｰルシャロｰン, 76,武士沢, 0.0, 84,   5,* 13, 9, 26.8, ⑩⑫
 3, 9,Ａウメムスメ, 68,吉田隼, 0.7, 58,  -7,*  1, 1,  2.1, ⑪⑦, 3,16, ウインマリアベｰル,---,内田博, 0.9, 51,   2, -18, 2,  4.0, ④③, 3, 1,Ｅハエヌキ, 70,柴田善, 0.4, 72,*  6,   4, 1,  3.4,④③②, 3, 9,Ｎサンダルフォン, 78,吉田豊, 0.0, 84,  -2,* 20, 7, 11.9, ⑭⑬
 4,12,Ｂウィンクキス, 55,後藤浩, 0.7, 63,*  5, -11, 4, 12.9, ①①, 4,11, プルミエアムｰル,---,田中勝, 1.0, 48,  -5,*-12, 7, 26.2, ⑩⑨, 4, 7,Ｄケイジｰジュニアｰ, 74,伊藤直, 1.0, 68,   4,   3, 2,  4.3,⑤⑥⑥, 4,13,Ｉウエスタンビｰナス, 80,柴田善, 0.1, 83,  10,   7, 3,  5.8, ④④
 5, 3,Ｃヒラボクドリｰム, 55,伊藤工, 0.8, 57,  -6,  -2, 5, 14.5, ⑥⑧, 5, 9, エスカｰダ,---,柴山雄, 1.1, 51,*  6, -25,13, 77.9, ②②, 5, 5,Ｎマルマツフライト, 55,村田一, 1.3, 67,   3,   1,10, 25.4,⑧⑦⑦, 5,10,Ａピサノパテック, 93,北村宏, 0.1, 82,   6,  11, 1,  4.5, ⑨⑧
 6, 4,Ｅショウナンパスカル, 51,的場勇, 1.2, 51,  -8,  -4, 6, 28.5, ⑩⑫, 6,13, ダイワナイト,---,北村宏, 1.2, 43,  -2, -19, 1,  3.7, ⑥⑩, 6,12,Ｉアンブロｰクン, 68,田中勝, 1.5, 64,*  6,  -4, 6, 17.5,⑦⑤④, 6, 5,Ｇドラゴンウェルズ, 82,内田博, 0.3, 81,* 14,   1, 5,  9.8, ①①
 7, 6,Ｉニポｰティ, 42,吉田豊, 1.3, 54,   0, -13, 9, 54.8, ③④, 7, 2, インテグラルヘッド,---,的場勇, 1.3, 42,  -2, -20, 6,  9.9, ⑤⑧, 7, 3,Ｃナイスラッキｰ, 75,吉田豊, 1.7, 63,   1,   3, 7, 19.9,⑬⑫⑪, 7, 2,Ｂファルカタリア, 87,石橋脩, 0.3, 81,   2,  12, 6, 11.6, ⑫⑪
 8,15,Ｈケイアイセイドウ, 43,草野太, 1.4, 53,*  5, -20,12,130.6, ②②, 8,14, コスモハレルヤ,---,石橋脩, 1.3, 43,  -3, -19, 9, 44.8, ⑧⑦, 8,15,Ｍアイスボックス, 59,西田雄, 2.0, 62,*  7, -10,12, 91.6,③②③, 8, 4,Ｊアポロドルチェ, 79,勝浦正, 0.4, 80,   6,   7, 4,  6.3, ⑦⑦
 9, 1,Ｊモリモリプリンセス, 39,木幡初, 1.4, 50,  -9,  -5,13,146.6, ⑫⑪, 9, 4, サルバドｰルチｰフ,---,木幡初, 1.4, 42,  -3, -20, 8, 34.9, ⑦⑤, 9, 8,Ｋシルクストラｰダ, 61,大野拓, 2.4, 59,   2,  -6,11, 62.9,⑨⑧⑨, 9,14,Ｐマルブツイｰスタｰ, 70,村田一, 0.4, 81,* 14,  -1,13, 64.5, ②②
10, 2, フェスティヴキティ,---,丹内祐, 1.7, 44, -14,  -6,15,164.3, ⑬⑬,10,12, コスモストラヴィン,---,丹内祐, 1.7, 40,   2, -29,16,128.6, ③④,10, 4,Ｇゲンキチホマレ, 70,柴山雄, 2.7, 57,  -1,  -2, 8, 20.3,⑭⑭⑬,10, 3,Ｍウインレックス, 79,木幡初, 0.6, 77,   6,   4,12, 55.1, ⑥⑥
11,10,Ｇセプテンバｰレイン, 46,田辺裕, 2.0, 42,  -6, -17,11, 70.2, ⑦⑨,11,10, スプンキｰウｰマン,---,柴田善, 1.8, 36,  -6, -22, 4,  7.0, ⑪⑫,11,10,Ｈプラチナルｰプ, 68,池崎祐, 3.0, 54,   2, -11, 9, 21.3,⑥⑨⑫,11, 6,Ｈステキシンスケクン, 82,後藤浩, 0.7, 76,   2,   7,10, 30.2, ⑬⑭
12,11, キララミライ,---,西田雄, 2.0, 41, -16,  -7,10, 60.2, ⑮⑭,12,15, スｰパｰティチャｰ,---,田辺裕, 2.4, 29,  -6, -30,10, 47.6, ⑫⑪,12,11,Ｊユノパラボリカ, 64,黛弘人, 3.1, 54,   1,  -9, 4,  7.3,⑪⑪⑩,12,12,Ｌサチノスイｰティｰ, 79,柴山雄, 0.8, 75,   9,  -1, 8, 12.2, ⑤⑤
13, 8,Ｄコアレスソアラ, 52,池崎祐, 2.1, 42,  -1, -24, 7, 28.6, ④⑤,13, 7, トｰセンユニコｰン,---,嘉藤貴, 2.7, 28, -12, -27,11, 74.1, ⑭⑬,13, 2,Ｌベルモントドラド, 60,吉田隼, 3.5, 52,  -1,  -9,15,151.4,⑩⑬⑭,13, 8,Ｋロイヤルキャンサｰ, 79,伊藤工, 0.8, 74,   6,   2,14,108.7, ⑧⑨
14, 7,Ｌスタｰフォｰユｰ, 29,大野拓, 2.3, 37, -18,  -9, 8, 42.1, ⑭⑯,14, 1, ギンザサンセット,---,吉田隼, 2.8, 12, -19, -22,14, 92.4, ⑮⑮,14,14,Ｏダイワダイナミック, 54,北村宏, 3.5, 50,  -4,  -4,14,134.2,⑮⑮⑮,14,11,Ｆコスモシンドラｰ, 82,丹内祐, 0.9, 73,  -5,  11,15,110.0, ⑮⑮
15,16,Ｋラスリｰラ, 33,村田一, 2.4, 39,  -6, -22,16,244.8, ⑨⑩,15, 8, フィッシュダイブ,---,伊藤工, 3.4, -7, -36, -13,15, 93.1, ⑯⑯,15, 9,Ｆブルｰクリケット, 70,南田雅, 4.3, 46,   5, -27,13,106.4,②④⑧,15, 1,Ｅワｰルドハンタｰ, 84,田中勝, 0.9, 73,   2,   4,11, 40.4, ⑪⑩
16,14, トウキョウレイズ,---,柴田善, 3.4, 27, -21, -19,14,155.9, ⑯⑮,16, 5, レインドロップ,---,勝浦正, 4.7, -7, -12, -53,12, 75.5, ⑬⑭,,,,,,,,,,,,,16,16,Ｄタイキジリオン, 84,江田照, 1.4, 66,  -6,   5,16,139.1, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:86 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:1),,,,,,,,,,,
"単勝:340円 複勝:13=120円 05=160円 09=110円 枠連:1,080円",,,,,,,,,,,,"単勝:480円 複勝:03=180円 06=250円 16=160円 枠連:1,570円",,,,,,,,,,,,単勝:520円 複勝:06=190円 13=200円 01=150円 枠連:710円,,,,,,,,,,,,"単勝:500円 複勝:07=220円 15=750円 09=370円 枠連:6,700円",,,,,,,,,,,
"馬連:1,260円 ワイド:05-13=450円 09-13=170円 05-09=300円",,,,,,,,,,,,"馬連:1,950円 ワイド:03-06=900円 03-16=460円 06-16=740円",,,,,,,,,,,,"馬連:2,330円 ワイド:06-13=870円 01-06=400円 01-13=500円",,,,,,,,,,,,"馬連:8,290円 ワイド:07-15=2,550円 07-09=970円 09-15=3,190円",,,,,,,,,,,
"馬単:2,140円 3連複:740円 3連単:5,520円",,,,,,,,,,,,"馬単:3,530円 3連複:2,800円 3連単:17,900円",,,,,,,,,,,,"馬単:4,510円 3連複:2,560円 3連単:17,960円",,,,,,,,,,,,"馬単:14,330円 3連複:23,380円 3連単:142,580円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■ 6R  芝2600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 9R  芝1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,いわき特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａカズノロマン, 65,内田博,, 67,*  0,*  6, 1,  1.4,②②①, 1, 3,Ｃタイキカレラ, 61,柴田善,, 66,  -5,* 12, 1,  1.8,⑦⑦⑤, 1, 8,Ｃサイレントフォｰス, 73,北村宏,, 73,  -1,  11, 6, 16.7,⑧④③, 1, 5,Ｃフサイチナガラガワ, 71,後藤浩,, 73,   3,*  7, 2,  4.8,⑭⑪⑥
 2,15,Ｈフルムｰンブギ, 47,吉田隼, 1.1, 60,  -2,*  0, 6, 28.3,⑩⑤⑤, 2,15,Ｆタッチオブマスタｰ, 58,吉田豊, 0.0, 65,* -1,*  1, 4, 12.7,③③③, 2, 4,Ｂヒラボクシャトル, 75,後藤浩, 0.0, 75,*  0,  10, 2,  5.3,①①①, 2,14,Ａネオレボルｰション, 79,北村宏, 0.2, 66,*  7,  -7, 1,  1.8,③③③
 3,11,Ｂコリオレイナス, 61,後藤浩, 1.7, 54,* -1,  -6, 2,  4.9,⑤③④, 3, 8,Ｅシャドウノｰト, 59,田中勝, 0.3, 63,  -4,*  4, 3,  8.9,⑥④④, 3,14,Ｅダイメイザバリヤル, 69,木幡初, 0.2, 79,  -5,* 19, 8, 39.9,⑫⑬⑪, 3,13,Ｂモエレオフィシャル, 73,的場勇, 0.3, 66,*  8, -10, 6, 15.8,②②②
 4, 8,Ｆスペｰスシャトル, 52,郷原洋, 2.0, 53,  -2,  -8,10, 96.7,③④③, 4,13,Ｂマルタカアンデス, 67,後藤浩, 0.3, 61,* -1,  -4, 2,  4.4,②②②, 4, 1,Ａキョウエイストｰム, 82,吉田隼, 0.2, 78,  -3,* 15, 1,  1.6,⑦⑨⑨, 4, 8,Ｄスイｰトブレナム, 71,吉田隼, 0.3, 70,   4,  -1, 3, 11.9,⑤⑥⑧
 5, 5,Ｉオンワｰドラフィネ, 41,西田雄, 2.6, 48,*  0, -16,14,292.1,①①②, 5, 9,Ｇハクサン, 58,吉田隼, 1.0, 55,* -1, -15, 9, 39.4,①①①, 5, 5,Ｈスペック, 67,田中勝, 0.4, 73,  -3,   8, 4, 14.9,⑥⑦⑦, 5, 9,Ｆマイネエアウエイ, 69,木幡初, 0.4, 69,   6,  -5, 4, 12.7,④⑤⑤
 6,10,Ｅシルクフォｰナイン, 57,田辺裕, 2.7, 45,  -3, -10, 4, 23.3,⑨⑩⑥, 6,11,Ａホｰカｰハンタｰ, 68,柴山雄, 1.6, 51,  -4, -14, 6, 22.4,④⑤⑥, 6,12,Ｄビルトミｰアップ, 69,柴山雄, 0.6, 69,*  0,   1, 5, 16.6,②②②, 6, 4,Ｋボｰマンド, 62,吉田豊, 0.4, 70,   5,  -1, 5, 13.5,⑨⑦⑦
 7, 4, エスユｰシルバｰ,---,石橋脩, 2.7, 46,  -4, -11, 9, 70.9,⑦⑥⑦, 7, 1,Ｌマカリイ, 54,土谷智, 2.1, 48,  -5, -12,14,230.9,⑧⑩⑧, 7, 2,Ｋトップオブマジック, 66,内田博, 0.7, 69,  -4,   7, 3,  8.5,⑨⑩⑩, 7,12,Ｈスイｰトカルタゴ, 69,柴田善, 0.5, 66,*  8, -12, 7, 16.5,①①①
 8, 1, レッコｰナリアキ,---,黛弘人, 3.2, 45,  -8,  -7,11,144.2,⑭⑭⑬, 8,12,Ｏコアレスアルダン, 40,勝浦正, 2.2, 47,  -5, -18,13,211.1,⑩⑨⑦, 8, 6,Ｊミサトフリｰト, 66,大野拓, 0.7, 69,  -4,   8,12,115.3,⑩⑪⑫, 8,11,Ｅマイネルフェスタ, 69,石橋脩, 0.9, 65,   1,  -3, 8, 17.0,⑫⑬⑬
 9, 9,Ｊミスケンタッキｰ, 39,伊藤工, 3.2, 40,  -5, -13, 7, 54.4,⑧⑨⑩, 9, 6,Ｊメジロボニｰ, 54,小野次, 2.3, 45,  -5, -19,10, 41.1,⑨⑧⑩, 9, 7,Ｇゴｰルドネオ, 67,勝浦正, 0.8, 67,  -1,   1, 9, 60.2,④⑥⑥, 9, 1,Ｇネイチャｰグロウ, 69,高山太, 0.9, 65,   3,  -4,12,148.6,⑪⑩⑩
10, 2,Ｄユウタｰグロｰバル, 58,田中勝, 3.4, 43,  -6, -12, 5, 24.7,⑪⑫⑪,10, 2,Ｄトウショウライド, 61,内田博, 2.4, 45,  -5, -18, 5, 14.0,⑫⑪⑨,10, 3,Ｌマｰベラスブレイド, 62,小林淳, 0.9, 65,  -1,   0,11,107.8,③⑤④,10, 7,Ｌレガルメンテ, 59,田辺裕, 1.1, 63,   2,  -5,11,100.0,⑬⑫⑫
11,13,Ｇトレッドウェｰヴ, 51,大野拓, 3.5, 43,  -5, -14, 8, 65.4,⑫⑪⑫,11,14,Ｎバラディｰ, 47,的場勇, 2.5, 44,  -8, -11,12,162.5,⑭⑬⑬,11,11,Ｉベルウッドゼウス, 66,吉田豊, 1.1, 63,  -3,  -2, 7, 37.3,⑪⑧⑧,11,10,Ｊマイネルブリアｰ, 67,大野拓, 1.8, 54,   4, -21,10, 76.8,⑥⑧⑨
11, 3,Ｃポｰトレイト, 59,安藤光, 3.5, 42,  -8,  -9, 3,  8.1,⑬⑮⑮,12, 4,Ｋマイネルラスタｰ, 54,池崎祐, 2.7, 43,  -7, -19, 8, 35.1,⑪⑫⑫,12,10,Ｍエフティファラオ, 59,村田一, 1.4, 62,  -4,  -2,13,135.2,⑬⑫⑬,12, 2,Ｍリバｰパッション, 50,郷原洋, 2.1, 54,   1, -16,14,283.1,⑧⑭⑭
13,12, ニングル,---,南田雅, 3.9, 42,  -5, -15,12,189.9,⑮⑬⑭,13,10,Ｈマイネルジｰニアス, 57,伊藤工, 3.3, 38,  -9, -20, 7, 27.6,⑬⑮⑮,13,13,Ｆロイヤルロｰド, 68,的場勇, 1.4, 56,*  0, -10,10, 60.7,⑤③⑤,13, 6,Ｉロストプロパティｰ, 68,西田雄, 2.1, 51,*  7, -33, 9, 32.3,⑦④④
14, 7,Ｌシルクプルミエｰル, 33,丹内祐, 4.3, 39,  -4, -23,13,271.2,④⑧⑨,14, 5,Ｍケイジｰトレジャｰ, 50,村田一, 3.7, 39,  -5, -39,15,319.2,⑤⑥⑪,13, 9,Ｎエプソムフルｰツ, 54,二本柳, 1.4, 63,  -7,   4,14,312.1,⑭⑭⑭,14, 3, エイダイブライアン,---,二本柳, 2.2, 51,   3, -25,13,215.7,⑩⑨⑪
15,14,Ｋコアレスフラッシュ, 34,的場勇, 4.7, 36,  -3, -29,15,441.9,⑥⑦⑧,15, 7,Ｉスティｰヴハｰト, 56,武士沢, 3.7, 36,  -8, -28,11, 74.4,⑮⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
