09年12月12日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年12月12日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 7R  ダ2500m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
 9, 4,Ｐウネントリッヒ, 35,江田照, 1.0, 51,*  2, -14,10, 40.4, ③③, 9, 4,Ｉルビｰウィンク, 53,武士沢, 0.6, 53, -16,*  0,12,124.3,⑭⑮⑬, 9, 1,Ｃマコトボムケッチ, 73,津村明, 2.4, 63,  10, -11, 8, 19.8,⑦⑦⑧, 9, 5,Ｅフミノパシフィック, 81,松岡正, 0.8, 73,  -5,* 14, 5,  9.9, ⑫⑭
10,13,Ｆレップウ, 53,菊沢隆, 1.1, 49,  -4, -10, 7, 28.5, ⑫⑬,10,14,Ｆユメノトキメキ, 56,松岡正, 0.6, 52, -16,  -5, 4,  7.9,⑪⑪⑪,10,11,Ｌカリズマウイッシュ, 54,江田照, 3.9, 57,   9, -21,13,226.6,⑩⑩⑪,10, 7,Ｊラオムフェｰレ, 73,柴田大, 1.1, 72,   7,   1,15,273.6, ⑥⑥
11,15,Ｉトｰセンブｰケ, 47,郷原洋, 1.1, 48,  -4, -11,12, 68.7, ⑭⑮,11, 6,Ｋポイントアフタｰ, 48,柴山雄, 0.8, 47, -13, -12, 8, 59.2,⑤⑦⑥,11, 7,Ｉフランドルシチｰ, 67,横山典, 4.0, 56,  10, -24, 2,  3.7,⑧⑧⑨,11,15,Ｋヒカリマｰガレット, 73,三浦皇, 1.1, 72,   7,   1,10, 62.9, ⑧⑧
12, 2,Ｃゴｰルドホｰス, 57,大野拓, 1.3, 46,  -1, -16, 9, 39.6, ⑤⑥,12, 9,Ｎブライティアレザｰ, 36,吉田隼, 0.9, 47, -16,  -9,13,138.6,⑩⑩⑩,12, 2,Ｍヴィｰヴァアミｰコ, 45,柴山雄,11.9,  8,  -3, -50,12,164.6,⑬⑬⑬,12,11,Ｍザシｰクレット, 71,江田照, 1.5, 67,   7,  -3,12,115.2, ⑦⑦
13, 6,Ｏリネンダイドウ, 36,武士沢, 1.4, 46,   0, -16,11, 63.9, ⑥⑦,13, 8,Ｌアルビダ, 47,内田博, 1.0, 46, -14, -12, 9, 64.8,⑮⑫⑭,,,,,,,,,,,,,13, 6,Ｏリスペクトキャット, 64,吉田隼, 1.8, 65,  -6,   6,11,104.9, ⑮⑮
14, 7,Ｎライトニングボルト, 39,北村宏, 1.8, 41,  -2, -19, 8, 36.4, ⑨⑪,14,13,Ｈクイｰンガバナンス, 55,伊藤工, 1.0, 47, -17,  -8,10, 66.7,⑫⑭⑮,,,,,,,,,,,,,14,13,Ｉアポインテッドボブ, 75,武士沢, 2.3, 59,  -4,   0,14,191.8, ⑬⑫
15, 1,Ｊコパノコニｰ, 47,津村明, 2.0, 39,  -4, -18,14,105.5, ⑪⑩,15,15,Ｏシｰラブズテｰラｰ, 31,郷原洋, 2.8, 26, -13, -41,15,366.8,⑨⑤⑧,,,,,,,,,,,,,15, 4,Ｎフロｰズンタイム, 70,田中勝, 2.5, 58,  -3,  -3,13,146.8, ⑪⑪
16,10,Ｅドリｰムコンコルド, 54,内田博, 2.5, 37,*  1, -28, 3,  5.1, ④⑤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:不良(指数:-10),,,,,,,,,,,,ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:不良(指数:6),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:不良(指数:-10),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:不良(指数:-10),,,,,,,,,,,
"単勝:330円 複勝:09=120円 08=1,960円 03=140円 枠連:2,400円",,,,,,,,,,,,単勝:320円 複勝:02=140円 01=140円 10=310円 枠連:410円,,,,,,,,,,,,"単勝:350円 複勝:13=170円 12=230円 08=390円 枠連:1,240円",,,,,,,,,,,,"単勝:740円 複勝:10=200円 12=160円 09=460円 枠連:1,020円",,,,,,,,,,,
"馬連:15,250円 ワイド:08-09=4,230円 03-09=260円 03-08=5,240円",,,,,,,,,,,,馬連:370円 ワイド:01-02=190円 02-10=800円 01-10=700円,,,,,,,,,,,,"馬連:1,460円 ワイド:12-13=620円 08-13=1,120円 08-12=1,670円",,,,,,,,,,,,"馬連:1,250円 ワイド:10-12=510円 09-10=1,770円 09-12=1,240円",,,,,,,,,,,
"馬単:23,710円 3連複:21,620円 3連単:139,520円",,,,,,,,,,,,"馬単:790円 3連複:1,810円 3連単:6,040円",,,,,,,,,,,,"馬単:2,340円 3連複:5,720円 3連単:26,050円",,,,,,,,,,,,"馬単:2,890円 3連複:6,790円 3連単:35,450円",,,,,,,,,,,
■ 2R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  ダ1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■11R  ダ1800m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,北総ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｃギャザｰロｰジズ, 58,内田博,, 61,  -5,*  6, 2,  2.9,⑤⑥⑥, 1, 7, トｰセンアレス,---,横山典,, 69,* -6,* 16, 1,  3.0,⑨②③, 1, 2,Ａゴｰビハインド, 85,後藤浩,, 81,*  7,* 14, 2,  3.4,①①①, 1, 3,Ａシビルウォｰ, 92,横山典,, 86,   9,* 17, 2,  4.1,⑦⑩⑩
 2, 4,Ｈセイウンツｰスキｰ, 45,北村宏, 0.2, 56,* -4,*  0, 5, 14.5,①①①, 2, 4, オメガフレグランス,---,三浦皇, 0.4, 66,* -6,* 13, 2,  4.2,②①②, 2,16,Ｆシルクプレスト, 78,大野拓, 0.4, 78,   5,* 12, 5, 13.0,③④②, 2, 6,Ｆトｰホウオルビス, 85,柴山雄, 0.2, 83,* 12,   8, 6, 19.6,①①①
 3,13,Ａグラスサミット, 62,勝浦正, 0.5, 56,* -5,*  0, 1,  2.0,④④③, 3, 2, カトルズラパン,---,内田博, 0.8, 64,* -6,* 10, 4,  5.8,①③①, 3,11,Ｃナムラマハラジャ, 80,北村宏, 0.7, 76,   4,  12, 6, 17.9,⑩⑨⑨, 3, 2,Ｄセイカアレグロ, 86,津村明, 0.2, 84,   9,* 15, 8, 25.1,⑩⑪⑪
 4, 9,Ｆブラックバニヤン, 47,松岡正, 0.7, 54,* -4,  -2, 6, 16.6,③③②, 4, 5, クリｰルアジン,---,津村明, 2.9, 48,  -9,  -4, 6, 17.2,⑥⑥④, 4,13,Ｅドリｰムマイスタｰ, 79,内田博, 0.8, 77,*  6,   7, 1,  3.3,④③④, 4, 8,Ｇエアマックｰル, 85,後藤浩, 0.3, 83,  10,* 13, 1,  2.7,⑧⑧⑧
 5,15,Ｄロｰカパｰラ, 50,柴山雄, 1.7, 48,* -5, -11, 7, 18.3,⑥⑤④, 5, 8, ニシノシュナイト,---,松岡正, 3.0, 48, -10,  -2, 3,  4.6,⑩⑨⑧, 5, 3,Ｈグラスゴッド, 78,伊藤工, 1.1, 74,   3,  11,14,135.5,⑫⑪⑪, 5,10,Ｅスマｰトタイタン, 86,柴田善, 0.4, 83,   9,  11, 3,  5.7,⑥⑦④
 6,16,Ｌコスモハレルヤ, 42,武士沢, 1.9, 46,  -6,  -8,12,184.3,⑪⑧⑦, 6,11, スズダグラス,---,北村宏, 3.2, 47, -12,   1, 5, 10.0,⑭⑭⑬, 6, 1,Ｋマスタｰコｰク, 74,田中勝, 1.2, 74,   5,   8,10, 55.1,⑨⑧⑧, 6,12,Ｈメンデル, 85,三浦皇, 0.7, 82,   9,  12, 9, 31.2,⑨⑫⑫
 7, 7,Ｂチャｰミングキラｰ, 59,三浦皇, 2.0, 47,  -7,  -8, 3, 12.8,⑧⑩⑨, 7, 9, スマｰトイｰグル,---,吉田隼, 3.4, 47, -11,  -3, 7, 19.9,⑫⑪⑩, 7,15,Ｂバトルブリンディス, 80,松岡正, 1.2, 75,   2,* 13, 4,  6.3,⑯⑭⑬, 7, 7,Ｉパピヨンシチｰ, 84,勝浦正, 1.0, 81,  10,   7, 7, 23.1,⑤⑤②
 8, 1,Ｎネコキック, 37,伊藤工, 2.1, 45,  -6, -10,11,101.3,⑦⑦⑤, 8, 1, ムンキンナンティ,---,柴山雄, 3.5, 45, -10,  -7,12,180.0,⑤⑦⑨, 8, 8,Ｄバロンビスティｰ, 79,勝浦正, 1.3, 73,   5,   5, 3,  4.5,⑥⑥⑤, 8,16,Ｂジャンバティスト, 88,松岡正, 1.2, 77,  10,   5, 5,  9.6,⑪⑥⑥
 9,12,Ｏメイプリマベｰラ, 33,後藤浩, 2.6, 42,  -6, -14,10, 72.8,⑫⑨⑩, 9,10, パノラマトウショウ,---,後藤浩, 3.5, 44,  -9,  -8, 8, 24.3,⑦⑧⑥, 9, 4,Ｉマイネルハヤト, 76,津村明, 1.3, 73,   3,   8,13,133.4,⑭⑩⑫, 9,13,Ｌモチ, 82,北村宏, 1.4, 74,   9,   5,12, 91.7,⑬⑨⑨
10, 8,Ｊハッピｰメッセｰジ, 43,津村明, 3.0, 40,  -8, -14,15,297.6,⑨⑪⑪,10,12, シルクフリュｰゲル,---,江田照, 3.7, 43,* -6, -15,11,128.9,③④⑤,10, 5,Ｊピンクバンサｰ, 74,三浦皇, 1.5, 72,   4,   6, 9, 42.4,⑤⑦⑦,10,15,Ｋブライアンズエッセ, 84,吉田隼, 1.7, 75,   8,   4,14,136.0,⑫⑬⑬
11, 6,Ｋトｰセンマツカゼ, 43,小野次, 3.2, 40, -10, -13,13,228.4,⑯⑭⑮,11,13, コスモヴァレｰ,---,伊藤工, 3.8, 43, -12,  -4,13,216.6,⑬⑬⑫,11,14,Ｎノｰフォｰクパイン, 67,横山典, 1.6, 71,   5,   3, 8, 41.9,⑧⑤⑥,11,14,Ｊツルマルビビッド, 84,小野次, 1.9, 74,   7,   4,11, 60.3,⑭⑭⑮
12, 5,Ｇクレバｰミッキｰ, 46,加藤士, 3.8, 37, -10, -16,14,269.8,⑭⑮⑫,12,14, サチノプレンティ,---,大野拓, 4.1, 40,  -8, -15,10, 89.4,④⑤⑦,12,12,Ｌミウラリチャｰド, 73,江田照, 2.5, 65,   2,   0,15,276.1,⑪⑬⑩,12, 9,Ｎソニックルｰラｰ, 82,江田照, 1.9, 74,   5,   8,15,172.2,⑮⑮⑭
13,11,Ｉマルブツダンスイン, 43,江田照, 3.9, 35, -10, -19, 8, 46.0,⑩⑬⑬,13, 3, コスモガジェット,---,勝浦正, 5.9, 30, -11, -25, 9, 84.6,⑧⑩⑪,13, 7,Ｇエバｰモア, 78,吉田隼, 2.8, 64,   3,  -2, 7, 25.9,⑦⑫⑭,13,11,Ｃタイキシルバｰ, 87,大庭和, 2.1, 67,  10,  -4,10, 51.0,④④⑦
14,10,Ｅトレジャｰゴッド, 47,大野拓, 4.7, 29,  -8, -29, 4, 13.2,⑬⑫⑭,14, 6, マンカイノサクラ,---,嘉藤貴, 6.1, 29, -11, -25,14,244.5,⑪⑫⑭,14, 9,Ｏマチカネオオバン, 62,柴山雄, 3.0, 63,   1,  -1,16,410.9,⑬⑮⑮,14, 1,Ｏラッシュストリｰト, 80,菊沢隆, 2.7, 69,* 11, -10, 4,  7.9,③③③
15, 2,Ｍディテｰル, 40,田中勝, 4.7, 29,* -4, -37, 9, 61.8,②②⑧,,,,,,,,,,,,,15,10,Ｐカネスアドラシオン, 54,柴田善, 3.3, 62,  -2,   2,12, 94.8,⑮⑯⑯,15, 4,Ｐプリモロｰズ, 65,伊藤直, 3.8, 59,* 11, -21,13,122.0,②②⑤
16, 3,Ｐスズノベティ, 32,郷原洋, 9.7, -3, -19, -50,16,374.0,⑮⑯⑯,,,,,,,,,,,,,16, 6,Ｍエｰピｰレジェンド, 72,小野次, 3.7, 57,*  6, -17,11, 93.1,②②③,16, 5,Ｍグッドフロマｰジュ, 82,田中勝, 4.9, 54,   2, -11,16,216.5,⑯⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:不良(指数:-10),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:不良(指数:-10),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:不良(指数:-10),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:不良(指数:-10),,,,,,,,,,,
単勝:290円 複勝:14=130円 04=230円 13=110円 枠連:870円,,,,,,,,,,,,単勝:300円 複勝:07=130円 04=150円 02=180円 枠連:430円,,,,,,,,,,,,単勝:340円 複勝:02=150円 16=330円 11=430円 枠連:600円,,,,,,,,,,,,"単勝:410円 複勝:03=190円 06=570円 02=580円 枠連:2,860円",,,,,,,,,,,
"馬連:2,730円 ワイド:04-14=710円 13-14=150円 04-13=410円",,,,,,,,,,,,馬連:660円 ワイド:04-07=280円 02-07=350円 02-04=420円,,,,,,,,,,,,"馬連:2,200円 ワイド:02-16=880円 02-11=790円 11-16=2,820円",,,,,,,,,,,,"馬連:3,410円 ワイド:03-06=1,270円 02-03=1,300円 02-06=3,420円",,,,,,,,,,,
"馬単:4,180円 3連複:1,320円 3連単:12,050円",,,,,,,,,,,,"馬単:1,080円 3連複:1,150円 3連単:3,830円",,,,,,,,,,,,"馬単:3,660円 3連複:9,150円 3連単:35,160円",,,,,,,,,,,,"馬単:5,660円 3連複:18,150円 3連単:88,800円",,,,,,,,,,,
■ 3R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 6R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,黒松賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｋトｰセンポセイドン, 51,江田照,, 65,*  0,  -4, 8, 21.2,④②②, 1,13, ナムラロアｰ,---,内田博,, 68,  -5,   6, 4,  6.2,⑤⑥⑤, 1, 2,Ｄレト, 69,北村宏,, 82,   2,* 15, 6, 15.8, ⑩⑧, 1, 1,Ｇコロンバスサｰクル, 76,田中勝,, 87,  -3,* 28, 2,  4.5,⑨⑦⑦
 2, 7,Ｅタスマニア, 60,武士沢, 0.2, 63,  -5,*  5, 9, 22.0,⑬⑭⑨, 2, 5, スマイルプライズ,---,田中勝, 0.3, 66,  -9,* 11, 8, 21.2,⑧⑩⑨, 2, 7,Ｇセントアンズ, 64,三浦皇, 0.1, 81,* 10,   6, 8, 32.0, ①①, 2, 3,Ａアｰリンダル, 83,横山典, 0.0, 84,  -4,* 27, 1,  1.8,⑥⑥⑥
 3, 6,Ｂコスモカンタｰビレ, 63,内田博, 0.4, 61,  -2,  -6, 4,  7.0,⑥⑦⑦, 3, 2, トｰアレオ,---,三浦皇, 0.4, 64, -10,*  8, 1,  4.3,⑪⑪⑧, 3, 1,Ｃドロ, 70,内田博, 0.2, 80,   6,   9, 1,  2.5, ④②, 3, 8,Ｆトランスワｰプ, 76,三浦皇, 0.1, 80,* -1,  18, 3,  8.8,②③③
 4,10,Ｎセイントワンダｰ, 42,松岡正, 0.5, 62,  -7,*  2,12, 34.2,⑪⑬⑭, 4,10, ゴｰルドバシリスク,---,北村宏, 0.4, 63, -13,* 13, 3,  5.7,⑫⑫⑫, 4, 3,Ｈシゲルモトナリ, 59,小野次, 0.5, 76,  -1,* 11, 7, 16.8, ⑫⑫, 4, 6,Ｂレオプログレス, 78,大野拓, 0.2, 83,  -2,  22, 5, 12.2,⑤⑤④
 5,11,Ｄサニｰダニエル, 61,吉田隼, 0.7, 58,  -4,  -6, 2,  5.5,⑭⑫⑬, 5, 8, ナムラフェアリ,---,大庭和, 0.9, 56,  -9,  -1,12, 42.5,⑥⑧⑩, 5,11,Ｅジョディｰズライン, 68,吉田隼, 0.7, 73,   4,   4, 4,  7.7, ⑨⑨, 5,12,Ｈパッシングマｰク, 75,後藤浩, 0.3, 77,*  1,  13, 8, 31.5,①①①
 6, 9,Ｌブレイクチャンス, 51,北村宏, 0.7, 56,  -2, -10, 5,  9.4,⑦⑧⑧, 6, 9, ニｰニョデルシエロ,---,横山典, 0.9, 53,*  0, -15, 2,  4.3,⑬②②, 6,10,Ａセイコｰライコウ, 76,柴田善, 0.9, 70,   4,   1, 2,  3.8, ⑧⑥, 6, 7,Ｃダｰクエンジェル, 78,北村宏, 0.4, 84,  -4,* 27, 9, 33.4,⑧⑩⑩
 7, 3,Ｃウエスタンドルチェ, 63,田中勝, 0.8, 57,  -1, -11,10, 25.3,②⑤⑤, 7, 4, サトノコンテッサ,---,勝浦正, 1.0, 55,  -7,  -5, 7, 15.5,⑦⑦⑥, 7,12,Ｆハｰドパワｰ, 64,柴山雄, 1.2, 67,  -2,   4, 5, 13.7, ⑬⑬, 7, 9,Ｊマイネルモデルノ, 73,松岡正, 0.4, 78,* -1,  16, 4, 11.6,③②②
 8,14,Ｉタンジブルアセット, 54,後藤浩, 0.8, 55,*  0, -15, 3,  6.6,①③③, 8, 1, ベルガマスク,---,松岡正, 1.1, 54,* -1, -15, 5,  9.4,③④④, 8,15,Ｂミオリチャン, 70,田中勝, 1.2, 67,   6,  -3, 3,  6.0, ⑥⑦, 8, 2,Ｋフェニコｰン, 72,内田博, 0.6, 79,  -4,  20, 6, 17.7,⑩⑨⑨
 9, 1,Ｈアヌエヌエ, 55,横山典, 0.9, 54,  -4,  -8,11, 32.8,⑨⑨⑩, 9, 6, フェイクラヴ,---,後藤浩, 1.1, 52,* -1, -17, 9, 23.6,④③③, 9, 8, ドリｰムビスティｰ,---,勝浦正, 1.4, 65,*  9,  -9,13,193.2, ②③, 9,11,Ｉアイティトップ, 73,柴田善, 0.8, 81,  -8,* 27, 7, 27.8,⑫⑫⑫
10,12,Ｊユウキサンオｰラ, 54,郷原洋, 0.9, 56,*  1, -15, 6, 11.8,⑧④④,10,15, サマｰパステル,---,江田照, 1.3, 51,  -8,  -8,10, 29.5,⑩⑨⑪,10, 4, アメｰジングソｰル,---,武士沢, 1.4, 63, -10,   9,15,463.5, ⑮⑮,10, 4,Ｌキアラ, 71,嘉藤貴, 0.9, 76,  -5,  17,10, 44.4,⑦⑧⑧
11, 2,Ａコスモクロッシング, 63,三浦皇, 0.9, 55,  -2, -13, 1,  3.5,⑤⑥⑥,11,14, コスモロｰダンセ,---,津村明, 1.4, 50,* -1, -19, 6, 11.9,②⑤⑦,11, 5,Ｋスワット, 55,津村明, 1.4, 64,   2,  -3,11,153.6, ⑪⑪,11,10,Ｅリアルハヤテ, 77,伊藤工, 1.2, 75,  -7,  20,11, 75.0,⑪⑪⑪
12,16,Ｆアドマイヤチャｰム, 57,菊沢隆, 0.9, 54,  -4,  -8,14, 83.1,⑫⑪⑫,12,11, ダイワジュエリｰ,---,伊藤工, 1.9, 46, -14,  -7,15,171.0,⑨⑬⑬,12,14,Ｊトレモロ, 58,松岡正, 1.6, 62,*  8, -12, 9, 42.3, ③④,12, 5,Ｄマイスタｰキング, 78,柴山雄, 2.2, 56,* -1,  -8,12,203.8,④④⑤
13,15,Ｐオウシュウヒット, 25,伊藤工, 1.1, 55, -14,*  5,16,345.8,⑯⑯⑯,13, 7, コイハテサグリ,---,吉田隼, 2.5, 42, -21,  -2,14,151.4,⑭⑭⑭,13,13,Ｉジンリッキｰ, 59,伊藤工, 1.6, 61,   7, -10,12,165.1, ⑤⑤,,,,,,,,,,,,
14,13,Ｍスカイライト, 50,柴山雄, 1.1, 53,  -4, -13,13, 40.9,⑩⑩⑪,14,12, ブライティアカンナ,---,柴山雄, 3.0, 33,*  0, -45,13, 86.6,①①①,14, 9, マイシャロｰナ,---,小林淳, 1.6, 63,   5,  -7,14,340.0, ⑦⑩,,,,,,,,,,,,
