09年 1月18日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 1月18日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  芝2500m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
10,15,Ｊスナｰクスペシャル, 48,太宰啓, 1.6, 42,  -9,  -9,14, 91.2,③③③,10, 5,Ｃホッコｰビックワン, 55,中舘英, 1.1, 61, -18,  16, 3,  6.5,⑩⑭⑭,10,14,Ｉシルクバッカス, 67,松田大, 1.2, 70,   7,   1, 5, 13.3,⑩⑭⑭,10, 5,Ｃファイトザパワｰ, 76,上野翔, 0.9, 68,* -2,   3, 8, 29.4,⑨⑤④
11, 6,Ｉアクセスラヴ, 48,石橋守, 1.7, 51, -13,   1,10, 34.1,⑯⑮⑮,11, 8,Ｍタマモビｰト, 44,古川吉, 1.2, 49,*-12,  -4,14,100.8,①①③,11, 7,Ｅヨシウォｰリア, 71,田辺裕, 1.3, 68,* 10,  -9,12, 88.8,③③②,11, 3,Ｆカゼノユクエ, 70,赤木高, 0.9, 76, -10,* 21,11, 62.1,⑮⑮⑮
12,12,Ｇスリｰテンペスト, 49,柴山雄, 1.7, 49, -11,  -5, 7, 16.7,⑨⑫⑬,12,13,Ｋブルｰベリル, 46,大野拓, 1.2, 55, -17,  10,16,226.6,⑬⑬⑬,12,13,Ｈヤマニンアロンディ, 69,千葉直, 1.4, 67,   8,  -6,13,145.2,⑫⑩⑨,12,15,Ｎヤマカツアザミ, 58,中村将, 1.2, 64,*  0,  -3,15,141.1,②②③
13, 1,Ｐクイｰンマルサ, 40,北村友, 1.8, 43, -10,  -6, 8, 21.8,⑧⑩⑨,13, 4,Ｄレナプリンセス, 55,上野翔, 1.4, 51, -16,   4,11, 60.9,④⑨⑧,13, 3,Ｎメルシｰマック, 50,柴山雄, 1.6, 66,* 10, -13,14,210.4,⑤④⑥,13,11, ビｰビｰフェイク,---,大野拓, 1.2, 67,  -6,   7,13, 95.8,⑥⑩⑭
14, 9,Ｌシゲルエナサン, 46,安藤光, 2.2, 41, -14,  -4,16,156.9,⑮⑯⑯,14, 7,Ｉキクノアキレス, 54,赤木高, 1.5, 48, -14,   1,12, 77.6,⑤⑥⑨,14, 4,Ｋエｰシンダボｰブイ, 66,鮫島良, 3.5, 53,* 11, -43,10, 59.4,①②④,14, 1,Ｊサチノマックイｰン, 68,安藤光, 1.3, 63,* -2,  -2,12, 90.2,④③⑤
15, 7,Ｅゴｰルドウェｰヴ, 55,田中博, 2.2, 43,  -9, -12,11, 45.6,⑤⑥⑥,15, 9,Ｌマイネルビバｰチェ, 45,太宰啓, 1.5, 52, -17,   6, 9, 30.7,⑥⑫⑫,,,,,,,,,,,,,15, 9,Ｌハツカリ, 66,北村友, 1.9, 57,  -5,  -6,14, 97.8,⑦⑦⑨
16, 8,Ｃアンディｰフロイデ, 57,石橋脩, 2.7, 38,  -8, -17, 1,  2.4,⑦⑤⑧,16, 3,Ｐケイオｰスタｰ, 37,的場勇, 1.8, 51, -23,  14,15,197.7,⑮⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:3),,,,,,,,,,,
"単勝:5,500円 複勝:13=1,470円 04=400円 16=1,460円 枠連:2,990円",,,,,,,,,,,,単勝:180円 複勝:02=110円 16=160円 12=320円 枠連:340円,,,,,,,,,,,,"単勝:6,070円 複勝:12=2,080円 11=1,350円 05=340円 枠連:27,020円",,,,,,,,,,,,"単勝:4,500円 複勝:07=570円 12=140円 06=210円 枠連:810円",,,,,,,,,,,
"馬連:17,470円 ワイド:04-13=5,610円 13-16=16,130円 04-16=8,530円",,,,,,,,,,,,"馬連:420円 ワイド:02-16=200円 02-12=580円 12-16=1,120円",,,,,,,,,,,,"馬連:34,110円 ワイド:11-12=8,680円 05-12=4,480円 05-11=2,410円",,,,,,,,,,,,"馬連:6,720円 ワイド:07-12=1,660円 06-07=3,130円 06-12=450円",,,,,,,,,,,
"馬単:41,450円 3連複:293,490円 3連単:1,718,420円",,,,,,,,,,,,"馬単:620円 3連複:2,140円 3連単:5,870円",,,,,,,,,,,,"馬単:76,780円 3連複:86,980円 3連単:783,560円",,,,,,,,,,,,"馬単:22,000円 3連複:15,150円 3連単:153,790円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1200m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  ダ1700m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中京,,,,,,,,,,,,,,,,,,,,,,,,遠州灘ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａエｰティｰショパン, 56,北村友,, 54,  -1,* -1, 3,  7.2,④④④, 1, 7, チャｰムペンダント,---,中舘英,, 54,* -7,  -7, 1,  3.2, ①①, 1, 5,Ｎケイアイハイタイド, 64,大野拓,, 74,   1,* 16, 2,  5.3,④⑤⑤, 1, 4,Ｅランヘランバ, 84,中舘英,, 84,* 14,  19, 2,  4.1,①①①
 2, 4,Ｂフェアｰシャノン, 55,藤岡康, 0.2, 54,*  0,  -4, 5,  8.5,③③③, 2,10, ナムライシュタル,---,石橋脩, 0.3, 51, -15,* -3, 3,  5.9, ④④, 2, 4,Ａトウショウアラジン, 74,伊藤直, 0.6, 71,  -3,* 18, 3,  6.5,⑭⑭⑩, 2, 5,Ｃヤマニンリュバン, 86,酒井学, 0.0, 84,  11,* 22, 1,  3.5,⑤⑤⑤
 3,15,Ｄコスモツイマイ, 53,田中博, 0.5, 55,  -4,*  1, 9, 26.2,⑭⑫⑪, 3,14, シルクオｰソリティ,---,武英智, 0.3, 49,*-11,  -7, 7, 25.0, ③③, 3,13,Ｋジャングルゼット, 64,中舘英, 0.6, 68,   1,  11, 5, 13.9,③④③, 3, 6,Ａアルバレスト, 88,田辺裕, 0.3, 81,  10,* 22, 6, 10.1,⑥⑥⑥
 4, 8,Ｈキングマイハｰト, 49,鮫島良, 0.5, 56,  -2,  -3, 7, 15.5,⑩⑦⑥, 4,12, スズカカルメン,---,芹沢純, 0.6, 46,*-11, -11, 2,  4.6, ②②, 4, 7,Ｂバｰニングブライト, 73,安藤光, 0.7, 68,   1,  14, 4,  7.7,⑨⑦⑦, 4, 1,Ｂパｰプルイｰグル, 86,赤木高, 0.8, 77,  11,  15, 3,  4.8,④④②
 5, 3,Ｇシｰクロノス, 51,長谷川, 0.6, 56,*  1,  -9,12, 53.8,②②②, 5,15, シルクパサｰジュ,---,北村友, 1.0, 42, -26,* -2, 5,  9.7, ⑨⑨, 5,15,Ｇシルクデュｰク, 67,田島裕, 0.7, 67,*  4,   7,11, 44.9,①①①, 5, 9,Ｄマルブツクロス, 86,小林久, 1.0, 77,  12,  12, 4,  8.4,③③④
 6, 1,Ｆアスタｰクリス, 52,石橋脩, 0.7, 52,*  1,  -9, 2,  5.1,①①①, 6,16, ナムラアワｰド,---,小林慎, 1.0, 41, -17,  -9,15,102.0, ⑤⑥, 6, 6,Ｊミシックキョウト, 65,柴山雄, 1.1, 70,   1,   8, 7, 21.5,⑦⑥⑥, 6, 3,Ｋヒシハイグレｰド, 78,的場勇, 1.1, 78,   8,  18, 8, 20.0,⑧⑨⑨
 7, 9,Ｅベルモントエックス, 53,大野拓, 0.9, 51,  -3,  -5, 8, 25.8,⑪⑩⑨, 7,11, チエノワ,---,田中博, 1.3, 38, -19, -12,12, 69.9, ⑧⑦, 7, 3,Ｆエプソムスタウト, 68,藤岡康, 1.3, 65,  -2,  11, 8, 25.8,⑧⑪⑪, 7,10,Ｆタガノティアｰズ, 83,橋本美, 1.2, 78,  10,  17, 5,  8.4,⑨⑧⑧
 8,12,Ｉパワｰエｰス, 45,酒井学, 1.1, 49,  -5,  -2, 4,  8.4,⑬⑭⑬, 8, 5, ニホンピロパプリカ,---,酒井学, 1.4, 39, -32,*  0,11, 58.1, ⑫⑫, 8,14,Ｃエルベンセドｰル, 70,石橋脩, 1.5, 61,*  2,   2, 1,  2.2,②②②, 8, 2,Ｊセフティｰロｰレル, 79,柴山雄, 1.3, 80,   7,  19,10, 44.2,⑪⑪⑩
 9, 6,Ｃニシノラブキング, 55,中舘英, 1.5, 45,  -1, -14, 1,  3.0,⑤⑤⑤, 9, 2, カラｰカトレア,---,田中健, 1.4, 36, -19, -13,14,101.5, ⑥⑤, 9,10,Ｄシルクグラビティｰ, 68,千葉直, 1.9, 59,  -2,   6,15,182.6,⑮⑬⑭, 9, 7,Ｇシャインウェｰヴ, 82,鮫島良, 1.8, 73,  12,   5, 7, 17.5,②②③
10,11,Ｏワイレアビｰチ, 37,上村洋, 1.5, 47,  -6,  -5,10, 32.1,⑫⑬⑫,10, 6, シｰモナルダ,---,太宰啓, 1.5, 36, -27,  -7, 6, 11.6, ⑪⑪,10,11,Ｏアルファヨンジュン, 47,赤木高, 1.9, 58,  -1,   3,14,148.8,⑩⑨⑨,10,11,Ｈビッグクラウン, 80,古川吉, 2.1, 73,   8,  11,11, 57.8,⑩⑩⑪
11, 5,Ｍマルタカデピュティ, 40,橋本美, 1.6, 46,  -3, -10,15, 88.6,⑦⑨⑩,11, 3, プレシャストップ,---,藤岡康, 1.5, 35, -27,  -7, 4,  5.9, ⑩⑩,11, 1,Ｍミサトフリｰト, 64,的場勇, 2.1, 60,  -5,   8,13,144.3,⑫⑮⑮,11, 8,Ｉアルカライズ, 79,大野拓, 2.2, 70,   9,   7, 9, 26.8,⑦⑦⑦
12, 7,Ｌメルシｰレインボｰ, 41,古川吉, 2.0, 45,  -2, -16,11, 49.3,⑨⑥⑧,12, 9, サチノビッグチｰフ,---,柴山雄, 1.7, 32, -20, -16,13, 80.7, ⑦⑧,12, 8,Ｅユウタｰストライプ, 68,田辺裕, 2.2, 55,*  2,  -4, 6, 16.9,⑤③④,,,,,,,,,,,,
13,13,Ｋサチノモンテカルロ, 41,柴山雄, 2.1, 46,  -1, -17,14, 86.8,⑥⑧⑦,13,13, シルクフェイブル,---,上村洋, 1.8, 33, -31,  -7, 8, 26.1, ⑬⑬,13, 2,Ｉスズカフロｰラ, 67,芹沢純, 2.3, 57,  -1,   0, 9, 26.9,⑥⑧⑧,,,,,,,,,,,,
14, 2,Ｎホワイトコマンダｰ, 39,太宰啓, 2.1, 41,  -7,  -7,13, 79.5,⑮⑮⑮,14, 1, パイオニアシチｰ,---,大江原, 1.9, 33, -39,* -1,10, 38.2, ⑮⑭,14,12,Ｌティリブルティｰト, 64,長谷川, 2.5, 60,  -1,  -1,12,104.7,⑪⑩⑫,,,,,,,,,,,,
15,10,Ｊフサイチレジェンド, 44,田中健, 3.0, 37,  -4, -20, 6,  9.2,⑧⑪⑭,15, 4, シャイニｰミラクル,---,的場勇, 2.2, 26, -36,  -7, 9, 38.1, ⑭⑮,15, 9,Ｈプルｰヴドメリト, 67,酒井学, 2.6, 55,  -2,   0,10, 37.1,⑬⑫⑬,,,,,,,,,,,,
,,,,,,,,,,,,16, 8, テイエムキリンジ,---,安藤光,11.8,11.8---, -85, -83,16,149.9, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-1),,,,,,,,,,,
"単勝:720円 複勝:14=250円 04=260円 15=540円 枠連:2,420円",,,,,,,,,,,,"単勝:320円 複勝:07=170円 10=220円 14=570円 枠連:1,100円",,,,,,,,,,,,"単勝:530円 複勝:05=230円 04=230円 13=390円 枠連:2,680円",,,,,,,,,,,,単勝:410円 複勝:04=170円 05=140円 06=200円 枠連:740円,,,,,,,,,,,
"馬連:3,410円 ワイド:04-14=1,070円 14-15=1,170円 04-15=2,330円",,,,,,,,,,,,"馬連:1,070円 ワイド:07-10=470円 07-14=1,950円 10-14=2,500円",,,,,,,,,,,,"馬連:1,750円 ワイド:04-05=580円 05-13=1,320円 04-13=1,520円",,,,,,,,,,,,馬連:820円 ワイド:04-05=330円 04-06=680円 05-06=580円,,,,,,,,,,,
"馬単:8,020円 3連複:16,460円 3連単:89,940円",,,,,,,,,,,,"馬単:1,910円 3連複:11,440円 3連単:43,880円",,,,,,,,,,,,"馬単:3,450円 3連複:7,690円 3連単:34,190円",,,,,,,,,,,,"馬単:1,590円 3連複:2,060円 3連単:9,720円",,,,,,,,,,,
■ 3R  ダ1000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 6R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 9R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■12R  ダ1700m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,天白川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａフヨウ, 75,田辺裕,, 67,*  5,   2, 2,  4.1, ③②, 1, 6,Ｄスズカトップ, 69,赤木高,, 66,* -3,*  9, 2,  3.9,①①①, 1,10,Ｌコンプリｰトラン, 60,大野拓,, 72,   2,   7,16,118.9, ⑨⑨, 1,13,Ａトｰホウアタック, 84,柴山雄,, 85,  10,* 11, 2,  5.1,⑮⑯⑯
 2, 5,Ｂエンジェルフェザｰ, 74,中舘英, 0.2, 66,   2,   2, 1,  2.2, ④③, 2,13,Ｉシャドウランズ, 64,大野拓, 0.3, 66,* -4,   8, 9, 39.7,③③③, 2, 7,Ｅイサミチェリｰ, 68,千葉直, 0.0, 71, -13,* 21, 4,  8.0, ⑮⑮, 2,16,Ｈナムラグロｰリｰ, 78,田中健, 0.0, 81,  13,*  5,12, 59.0,⑫⑧⑥
 3, 6,Ｌテイエムセッペトベ, 54,松田大, 0.3, 64, -10,* 10, 5, 19.7, ⑫⑩, 3,14,Ｌブルｰシｰズン, 58,田辺裕, 0.3, 64,* -3,   8,10, 40.4,②②②, 3, 4,Ａヨシサプライズ, 72,田中博, 0.1, 71,  -1,   9, 5,  9.1, ⑩⑩, 3,10,Ｇファイナルコｰト, 80,藤岡康, 0.1, 78,  15,   2, 1,  2.8,④④③
 4, 2,Ｆデュヌラルテ, 64,二本柳, 0.4, 64,  -4,   5, 3,  7.9, ⑨⑧, 4, 1,Ａエバｰアップワｰド, 76,藤岡康, 0.4, 66,  -6,* 12, 1,  3.4,⑥⑧⑥, 4,15,Ｍテラノチェリｰ, 60,松田大, 0.1, 71,   5,   3,11, 32.3, ⑦⑤, 4, 6,Ｆアドマイヤミラクル, 81,北村友, 0.1, 78,  11,*  8, 6, 14.0,⑯⑬⑪
 5,14,Ｄポｰトカンパｰニュ, 70,安藤光, 0.5, 62,   2,   0, 7, 25.6, ⑤⑤, 5, 3,Ｊコメンテｰタｰ, 61,古川吉, 0.5, 67,  -5,   9, 8, 28.6,⑦⑥④, 5,12,Ｆカｰリアンダンス, 68,赤木高, 0.1, 70,  -1,   8, 7, 14.1, ⑪⑪, 5,12,Ｃエイシンヴァイデン, 83,安藤光, 0.4, 75,  14,   0, 7, 14.9,⑥⑥⑦
 6,10,Ｇサウンドディｰバ, 63,柴山雄, 0.6, 64,   1,   0, 6, 22.2, ⑦⑥, 6, 4,Ｍフジファレノプシス, 57,長谷川, 1.1, 66,  -7,   8,13,123.3,⑪⑪⑧, 6,13,Ｋロングゼネラル, 62,長谷川, 0.3, 68,  -7,  12,13, 39.9, ⑬⑭, 6, 1,Ｎアグネスラナップ, 74,長谷川, 0.6, 80,  14,  -1, 8, 28.3,⑤⑤④
 7, 3,Ｃベルモントユリア, 71,的場勇, 0.6, 63,*  5,  -3, 4,  8.4, ②④, 7, 8,Ｂナリタベガ, 73,中村将, 1.2, 57,* -4,   1, 3,  5.4,⑤④⑤, 7,14,Ｎファンドリキセキ, 59,安藤光, 0.5, 65, -10,  12,14, 47.0, ⑭⑬, 7,11,Ｐタマモスクワｰト, 68,田中博, 0.7, 76,  13,  -1,10, 30.0,⑨⑦⑧
 8, 8,Ｎヒデフジ, 50,大野拓, 0.8, 58, -15,*  8,14,128.2, ⑭⑭, 8, 9,Ｋオリエンタルバレｰ, 61,田中博, 1.3, 60,  -5,   3, 6, 16.8,⑨⑦⑦, 8, 8,Ｇダイメイザバリヤル, 64,柴原央, 0.5, 65,  -5,   7,15, 51.7, ⑫⑫, 8, 8,Ｉベロｰチェ, 76,的場勇, 0.9, 75,  12,  -1, 9, 29.9,⑩⑩⑩
 9, 9,Ｉクリｰルパトラｰ, 59,田中健, 0.8, 58, -10,   5,11, 37.1, ⑬⑫, 9,11,Ｈエクスハイタッチ, 65,二本柳, 1.4, 61,  -8,   9,14,379.9,⑭⑬⑪, 9, 2,Ｏエｰシンプリリｰド, 54,田中健, 0.5, 65,* 11,  -8,12, 36.5, ①①, 9, 3,Ｊセイカアレグロ, 76,池田鉄, 1.0, 74,  10,   2,15,172.1,⑪⑭⑮
10, 7,Ｏカシノボイス, 47,千葉直, 0.9, 56,  -5,   0,12, 39.9, ⑩⑪,10,12,Ｆタカラボス, 67,柴山雄, 1.5, 64,  -7,   7, 7, 26.6,⑫⑫⑩,10, 9,Ｐスパイオブラヴ, 45,古川吉, 0.8, 62, -17,* 15,10, 29.5, ⑯⑯,10,14,Ｌシルクストライカｰ, 76,太宰啓, 1.1, 71,  12,  -2,13, 78.5,⑭⑪⑨
11,15,Ｈエミネンツァベルタ, 60,藤岡康, 1.7, 51,   2, -11, 9, 32.2, ⑥⑦,11, 7,Ｃメイショウアルペン, 71,田中健, 1.8, 57,  -6,   1,12, 69.2,⑧⑨⑨,11, 1,Ｉエｰスデヨバン, 64,太宰啓, 0.9, 61,   3,  -6, 8, 15.6, ⑧⑦,11, 2,Ｋエミネムシチｰ, 76,大野拓, 1.2, 73,  12,  -1,11, 33.4,⑧⑫⑬
12,13,Ｍピエナプリンセス, 51,石橋脩, 1.8, 48,  -7,  -6, 8, 28.5, ⑪⑬,12,10,Ｇマロンティアラ, 66,的場勇,33.8,33.8---, -11, ---,11, 50.2,⑬⑭⑫,12,16,Ｂストラテジｰ, 71,石橋脩, 1.0, 59,   7, -11, 1,  4.2, ④⑥,12, 4,Ｏロｰランラムズ, 74,松田大, 1.2, 73,  11,   0,16,255.8,⑬⑮⑭
13,11,Ｊロングオｰカ, 56,芹沢純, 1.9, 49,  -2, -10,13, 63.4, ⑧⑨,,,,,,,,,,,,,13,11,Ｄコアレスリｰヴァ, 69,北村友, 1.1, 57,* 10, -15, 3,  7.9, ②③,13,15,Ｂアンジェロバンダム, 84,赤木高, 1.4, 67,* 17, -14, 4,  8.8,①①①
14, 1,Ｅカシノレッド, 64,池崎祐, 2.2, 47,*  6, -19,10, 36.2, ①①,,,,,,,,,,,,,14, 3,Ｃラブエッセンス, 70,的場勇, 1.2, 54,   5, -11, 6,  9.9, ⑤④,14, 7,Ｅホワイトベッセル, 81,石橋脩, 1.6, 69,  13,  -8, 5, 10.5,⑦⑨⑫
15,12,Ｋシルクラズベリｰ, 56,田中博, 3.4, 32, -16, -15,15,168.4, ⑮⑮,,,,,,,,,,,,,15, 6,Ｊシルクストレングス, 63,芹沢純, 1.3, 55,*  9, -16, 9, 16.2, ③②,15, 5,Ｍランキング, 75,田辺裕, 1.9, 64,* 16, -16,14,118.6,②②②
