06年 6月11日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 6月11日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.2,,,,,■ 4R  芝2400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.9,,,,,■ 7R  芝1400m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.0,,,,,■10R  ダ2100m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.3,,,,
 9, 7,Ｄスイｰツトラップ, 52,吉田隼, 1.6, 41,  -6, -14, 7, 38.5, ⑧⑦, 9, 2,Ｑアロｰレイラ,-19,黛弘人, 2.6, 38,  -3, -29,16,166.0,⑥⑧⑨, 9, 1,Ｇストｰムシャドウ, 60,小野次, 2.0, 45,   7, -23,12, 59.6, ⑪⑪, 9, 1,Ｊメジログリｰン, 71,藤田伸, 1.3, 66,   8,  -5, 9, 27.7,⑥⑦⑥
10, 6,Ｉスズウグイス, 34,後藤浩, 2.3, 35,  -7, -17,13,193.6, ⑧⑩,10, 6,Ｈロｰテロｰゼ, 43,藤岡佑, 2.6, 41,  -7, -10,10, 41.2,⑪⑭⑮,10,14,Ｍゼンノソルジャｰ, 51,四位洋, 2.0, 45,   7, -23, 7, 26.4, ⑬⑪,10, 5,Ｏアルファｰワン, 67,二本柳, 1.4, 64,   6,  -5,13, 45.6,⑫⑪⑨
11, 8,Ｌイケグットフェロｰ, 30,柄崎将, 2.3, 35,  -8, -16,15,460.7, ⑩⑪,11, 9,Ｃニシノプリンス, 50,小牧太, 2.7, 41,  -9,  -5,13, 53.0,⑯⑰⑰,11, 6,Ｌサクラモサ, 55,小島太, 2.2, 40,   1, -22, 8, 34.3, ⑬⑭,11, 8,Ｎバイオレットボス, 68,石神深, 1.6, 61,   3,   0,16,166.1,⑨⑬⑬
12,14,Ｈエスケｰワシントン, 42,吉永護, 2.6, 35,* -3, -26,12,138.7, ③③,12, 4,Ｌアタゴイチバンボシ, 38,田中勝, 2.8, 40,  -7, -14, 9, 38.4,⑯⑯⑮,12,13,Ｄモンテチェリｰ, 64,柴田善, 2.2, 44,  14, -35, 5, 12.8, ③③,12, 7,Ｉエプソムボス, 71,吉田隼, 1.8, 63,   7,  -9,12, 42.8,⑤⑥⑥
13,11,Ｊゲイルロｰザ, 31,横山典, 2.7, 32,  -6, -23, 8, 49.6, ⑥⑦,13,13,Ｏニシノツバメ, 32,吉田豊, 3.0, 39,  -4, -25,17,169.7,⑨⑩⑫,13, 7,Ｊクリノジャンファン, 57,菊沢隆, 2.4, 41,   6, -28,14, 90.3, ⑪⑪,13, 9,Ｋサンキョウチャイナ, 71,北村宏, 2.3, 58,   7, -14,11, 31.7,⑫⑦⑨
14, 4, ビュｰティピｰス,---,鈴来直, 3.5, 26, -10, -25,14,357.1, ⑫⑬,14,10,Ｎタグハイアｰ, 34,ボス  , 3.2, 38,*  0, -42,12, 47.2,③③③,14, 4,Ｋミズサワゲンキ, 55,佐藤聖, 2.4, 38,   2, -27,16,367.3, ⑬⑭,14,11,Ｄオｰスミダンスイン, 75,小野次, 2.6, 57,   4,  -8,10, 29.1,⑭⑭⑬
15, 9, マツリダシルヴィ,---,丹内祐, 4.5,  8, -21, -24,10,134.0, ⑯⑯,15,11,Ｇメジロソｰサ, 45,岩部純, 3.3, 38,  -1, -41, 8, 23.4,⑭④⑤,15, 8,Ｎヒットニｰロクニｰ, 50,内田博, 2.5, 42,   0, -22,15,192.4, ⑯⑯,15, 6,Ｍビッグサクセス, 69,後藤浩, 3.9, 50,* 10, -37, 7, 21.5,①①②
16, 3,Ｍテイエムソロン, 17,高山太, 4.6, 18, -14, -32,16,509.1, ⑭⑭,16, 1,Ｉカシノスズラン, 41,二本柳, 3.8, 35,  -5, -35,11, 46.9,⑭⑭⑬,16, 3,Ｏトップオンタｰフ, 47,北村宏, 2.9, 35,  12, -43, 6, 15.4, ⑦⑥,16,16,Ｐストレイラルホｰク, 59,中谷雄, 5.6, 43,   4, -36,14, 65.2,⑧⑨⑯
,,,,,,,,,,,,17,16,Ｐノｰスベアハｰト, 30,四位洋, 4.1, 34,  -6, -36,14, 68.5,⑪⑬⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:10),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:稍重(指数:10),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:重(指数:-5),,,,,,,,,,,
単勝:300円 複勝:13=140円 10=120円 01=350円 枠連:350円,,,,,,,,,,,,"単勝:410円 複勝:12=160円 14=340円 15=150円 枠連:2,990円",,,,,,,,,,,,単勝:900円 複勝:11=270円 15=230円 09=620円 枠連:660円,,,,,,,,,,,,単勝:370円 複勝:10=150円 04=250円 02=460円 枠連:900円,,,,,,,,,,,
"馬連:360円 ワイド:10-13=200円 01-13=1,040円 01-10=610円",,,,,,,,,,,,"馬連:3,810円 ワイド:12-14=1,260円 12-15=300円 14-15=890円",,,,,,,,,,,,"馬連:2,730円 ワイド:11-15=960円 09-11=3,390円 09-15=3,470円",,,,,,,,,,,,"馬連:1,350円 ワイド:04-10=570円 02-10=1,070円 02-04=1,480円",,,,,,,,,,,
"馬単:730円 3連複:2,070円",,,,,,,,,,,,"馬単:7,630円 3連複:4,750円",,,,,,,,,,,,"馬単:5,630円 3連複:33,370円",,,,,,,,,,,,"馬単:2,290円 3連複:5,800円 3連単:20,880円",,,,,,,,,,,
■ 2R  ダ1300m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.5,,,,,■ 5R  ダ1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.4,,,,,■ 8R  ダ1400m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1.3,,,,,■11R  芝1800m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-6.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｴﾌﾟｿﾑｶｯﾌﾟ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3, ビクトリｰユｰゴウ,---,大野拓,, 62,* -1,*  2, 5, 16.1, ①①, 1, 7,Ｂサトノスロｰン, 66,北村宏,, 74,*  6,*  6, 4, 10.6, ③③, 1,16,Ｆピサノヘネシｰ, 64,藤田伸,, 79,*  9,*  5, 3,  4.9, ②②, 1,14,Ｃトップガンジョｰ, 85,後藤浩,, 92,* 24,*  3, 7, 19.8,④④③
 2, 9,Ｄサクライヤｰワン, 45,小牧太, 0.3, 63,  -4,*  4,10, 30.6, ⑥③, 2,12,Ａソレックス, 69,藤田伸, 0.6, 70,*  7,  -2, 6, 12.5, ①①, 2, 2,Ａハギノトリオンフォ, 70,柴田善, 0.2, 80,* 12,   2, 2,  3.9, ①①, 2,15,Ａグラスボンバｰ, 87,勝浦正, 0.1, 91,  21,*  6, 3, 11.9,⑪⑪⑦
 3,15,Ｃリキアイテンリュウ, 49,小野次, 0.4, 63,  -6,*  6, 6, 17.4, ⑧⑦, 3,13,Ｄゴｰルドオアシス, 65,内田博, 1.1, 60,  -4,* 11, 1,  2.6, ⑮⑮, 3,12,Ｄキタサンナポレオン, 66,内田博, 0.9, 66,   2,*  6, 1,  3.6, ⑫⑨, 3, 1,Ｅマチカネキララ, 83,横山典, 0.2, 90,* 24,*  0, 1,  1.6,⑥④③
 4,14,Ａダイワダイハｰド, 57,柴田善, 0.6, 58,* -1,  -2, 1,  2.7, ②②,12, 1,Ｌアレクシオス, 59,安藤勝, 1.3, 60,  -1,   4, 2,  4.1, ⑪⑩, 4, 4,Ｂヒカルマチェンドラ, 70,塚田祥, 1.1, 62,   0,   3, 5,  7.3, ⑨⑨, 4, 3,Ｋデアリングハｰト, 80,藤田伸, 0.3, 89,* 25,  -5,10, 27.2,④②②
 5,13,Ｂユキノスバル, 55,田中勝, 0.7, 57,  -4,   0, 4,  8.3, ③③, 4, 8,Ｋマイネルメロス, 60,石神深, 1.8, 55,  -4,*  5,11, 47.4, ⑮⑮, 5, 7,Ｅファインスティｰル, 64,藤岡佑, 1.1, 66,   6,   0, 4,  7.2, ③③, 5,10,Ｐニシノデュｰ, 73,吉田豊, 0.5, 88,* 28, -15,11, 33.0,①①①
 6, 7,Ｆカンセイルｰセント, 38,田中博, 1.4, 46,  -7,  -6,15,388.5, ⑥⑦, 5, 9,Ｃミックベンハｰ, 66,小野次, 1.8, 58,   4,  -9,10, 30.7, ⑥⑤, 6,10,Ｈダイゴキリンジ, 60,吉田隼, 1.3, 60,  -1,   3,12,113.2, ⑫⑬, 6, 7,Ｑダイワバンディット, 72,田中勝, 0.8, 82,  22,  -8,17,149.2,②⑥⑥
 7,12, ベストポディウム,---,安藤勝, 1.5, 49,  -8,  -3, 7, 18.9, ⑪⑩, 6,10,Ｍマイイｰジス, 58,柴田善, 1.8, 59,*  7, -13, 8, 23.1, ②②, 7, 8,Ｐマンダレｰ, 38,石神深, 1.5, 60,   1,   2, 9, 53.0, ⑫⑬, 7, 2,Ｍシェイクマイハｰト, 76,吉田隼, 0.8, 82,  22,  -6,16,136.1,⑨⑨⑦
 8,10,Ｅジンデンスバル, 40,田面木, 1.7, 47, -10,  -3,11, 30.7, ⑪⑫, 7, 2,Ｐアルスボヘミアン, 48,菊沢隆, 1.9, 56,   2,  -7,12, 54.2, ⑧⑧, 8, 5,Ｊジｰガｰアジュｰル, 52,小林淳, 1.5, 62,   5,  -5,13,164.0, ③③, 8,16,Ｂサイドワインダｰ, 85,四位洋, 1.4, 76,  20,  -9, 5, 16.9,⑰⑰⑭
 9,11, ガｰルインスタイル,---,内田博, 1.7, 47, -10,  -3, 3,  5.5, ⑬⑫, 8, 6,Ｆサムタイムレｰタｰ, 63,藤岡佑, 2.0, 56,   4, -10,15,235.8, ⑤⑤, 9, 1,Ｃスプリントシチｰ, 66,田中勝, 1.5, 61,   3,  -1, 6, 11.8, ⑥⑤, 9, 9,Ｏコンラッド, 73,柴田善, 1.4, 75,  17,  -5, 6, 19.2,⑭⑯⑰
10, 6, グラスサンダｰ,---,中舘英, 1.8, 45,  -7,  -7, 2,  3.9, ⑩⑩, 9, 5,Ｎクｰデュパン, 53,小牧太, 2.4, 51,  -1,  -7,16,252.3, ⑩⑩,10, 9,Ｏゴｰルドイｰジス, 39,四位洋, 1.6, 58,  -4,*  6,10, 54.9, ⑯⑯,10, 4,Ｎルｰベンスメモリｰ, 76,菊沢隆, 1.5, 74,  22, -17,14, 54.9,⑥⑨⑦
11, 5,Ｇアイキョウムゲン, 37,四位洋, 2.2, 40,  -6, -12, 8, 26.7, ⑧⑦,10,14,Ｅウインブラッド, 64,中舘英, 2.4, 52,   2, -12, 5, 11.4, ⑧⑧,11, 6,Ｎベニｰバニヤン, 46,江田照, 1.6, 60,   3,  -3,15,205.1, ⑥⑤,11, 8,Ｄクラフトワｰク, 84,安藤勝, 1.5, 73,  17,  -8, 2, 10.9,⑰⑰⑰
12, 2,Ｈワキノグラス, 34,横山典, 2.2, 41, -10,  -8, 9, 28.8, ⑬⑫,11, 4,Ｉウイニングヒット, 61,田中勝, 2.5, 50,  -3,  -5, 3,  7.8, ⑬⑫,12,13,Ｋデピュティジャパン, 49,二本柳, 1.6, 60,   2,   0,11,112.7, ⑨⑨,12,17,Ｇカナハラドラゴン, 81,大西直, 1.8, 70,  20, -18,12, 34.2,⑭⑭⑫
13, 8,Ｉサｰストンアリコ, 30,ボス  , 3.4, 31,  -4, -27,13,257.2, ③③,13,15,Ｏロイバｰクラフト, 52,江田照, 2.8, 49,   4, -18,13, 63.5, ⑥⑤,13,15,Ｇコングレス, 61,後藤浩, 2.0, 55,   1,  -5, 7, 20.9, ⑨⑨,13,18,Ｉツルマルヨカニセ, 81,ボス  , 1.9, 70,  22, -23,15,128.7,⑨⑦⑦
14, 4, ロｰドシンフォニｰ,---,後藤浩, 4.1, 26,* -3, -35,12,144.9, ③③,14,11,Ｇミルククラウン, 62,後藤浩, 3.2, 46,*  5, -25, 9, 24.2, ③③,14,14,Ｉトウショウクリｰム, 57,柄崎将, 2.0, 56,   3,  -7, 8, 28.4, ⑧⑤,14, 6,Ｊペｰルギュント, 80,小牧太, 2.6, 63,  22, -33, 8, 24.1,⑥⑦⑦
,,,,,,,,,,,,15, 3,Ｊプライベｰトプラン, 60,小島太, 3.5, 40,  -4, -16, 7, 20.9, ⑬⑫,15,11,Ｌナア, 48,ボス  , 2.7, 49,  -1,  -8,14,192.3, ⑫⑮,15,12,Ｈタイガｰカフェ, 81,内田博, 2.7, 61,  18, -27, 9, 26.9,⑪⑪⑭
,,,,,,,,,,,,16,16,Ｈスズカイｰグル, 62,大野拓, 3.8, 38,  -3, -20,14,190.1, ⑪⑫,16, 3,Ｍメディアブリッツ, 46,丹内祐, 4.1, 36,   3, -29,16,310.2, ③⑤,16,11,Ｆダンスインザモア, 82,木幡初, 2.8, 61,  19, -30, 4, 15.7,⑭⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 5,Ｒロｰドフラッグ, 72,二本柳, 2.8, 60,  20, -34,18,303.5,⑪⑪⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,13,Ｌスズノマｰチ, 79,北村宏, 4.7, 45,* 23, -68,13, 54.8,②②③
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:重(指数:10),,,,,,,,,,,
"単勝:1,610円 複勝:03=500円 09=760円 15=440円 枠連:8,030円",,,,,,,,,,,,"単勝:1,060円 複勝:07=280円 12=310円 13=130円 枠連:3,500円",,,,,,,,,,,,単勝:490円 複勝:16=180円 02=160円 12=150円 枠連:640円,,,,,,,,,,,,"単勝:1,980円 複勝:14=370円 15=250円 01=120円 枠連:3,440円",,,,,,,,,,,
"馬連:18,880円 ワイド:03-09=3,910円 03-15=2,800円 09-15=3,970円",,,,,,,,,,,,"馬連:6,020円 ワイド:07-12=1,740円 07-13=650円 12-13=720円",,,,,,,,,,,,"馬連:1,140円 ワイド:02-16=490円 12-16=430円 02-12=430円",,,,,,,,,,,,"馬連:5,690円 ワイド:14-15=1,550円 01-14=740円 01-15=470円",,,,,,,,,,,
"馬単:34,780円 3連複:79,270円",,,,,,,,,,,,"馬単:13,180円 3連複:5,150円",,,,,,,,,,,,"馬単:2,760円 3連複:1,690円",,,,,,,,,,,,"馬単:14,160円 3連複:3,080円 3連単:39,050円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.0,,,,,■ 6R  芝1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.7,,,,,■ 9R  芝1600m 3 歳1000万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.7,,,,,■12R  芝1400m 4歳上1000万(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:2.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ｴｰﾃﾞﾙﾜｲｽｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａボｰマンド, 60,吉田豊,, 64,   0,* 10, 1,  2.5,⑮⑮⑮, 1, 1,Ｂニシノフリｰダム, 69,柴田善,, 71,   8,*  3, 1,  2.7,⑫⑫⑩, 1, 6,Ｌホウショウルビｰ, 56,藤岡佑,, 79,  14,*  3, 9, 36.3, ⑤⑦, 1,15,Ｂエミナ, 82,横山典,, 72,  13,*  0, 5, 12.7, ④⑦
 2,11,Ｇヤマニンイグナイト, 49,藤田伸, 0.1, 65,*  9, -11, 5, 11.1,①①①, 2, 2,Ｆナチュラルウィン, 62,木幡初, 0.0, 74,* 12,  -4, 7, 16.4,⑦⑦③, 2,10,Ｉラッセルバロｰズ, 69,後藤浩, 0.1, 76,  12,*  6, 5, 14.6, ⑪⑨, 2, 2,Ｃサクライナセ, 82,藤田伸, 0.0, 72,  15,  -3, 2,  3.3, ⑦⑤
 3, 5,Ｋトｰセンジョｰカｰ, 47,北村宏, 0.2, 62,   3,  -1, 4, 10.5,⑥⑨⑩, 3, 9,Ｅダンシングクリス, 64,吉田隼, 0.1, 69,   8,* -3, 8, 28.2,⑪⑪⑦, 3, 8,Ｄアサクサゼットキ, 73,菊沢隆, 0.1, 78,  15,   2, 2,  5.3, ⑧⑦, 3,13,Ｆケイアイボイジャｰ, 76,吉田豊, 0.1, 68,   8,*  4, 9, 33.9, ⑫⑩
 4, 9,Ｄバｰチャルフォトン, 50,木幡初, 0.3, 63,*  8, -11, 6, 14.0,⑥③②, 4, 3,Ｈフェラｰリセブン, 58,横山典, 0.1, 71,  11,  -4, 5,  9.0,③⑤⑤, 4, 2,Ｈエフセイコｰ, 71,柴田善, 0.4, 73,  13,   0, 3,  8.0, ⑧⑨, 4, 7,Ａチアズヒカリ, 84,中舘英, 0.2, 71,  17,  -9, 7, 16.5, ④③
 5, 2,Ｂウインヴィｰナス, 53,田中勝, 0.3, 60,   1,*  2, 8, 24.1,⑩⑫⑫, 5, 6,Ｃワイルドシングス, 67,内田博, 0.1, 72,* 13,  -7, 2,  3.5,③②②, 5,11,Ｅトシザサンサン, 73,安藤勝, 0.9, 69,* 17, -15,10, 36.4, ②②, 5,11,Ｌブランディｰグラス, 67,安藤勝, 0.6, 63,  12,  -8,11, 38.5, ⑧⑧
 6,12,Ｉクルミチャン, 48,二本柳, 0.4, 61,*  7, -11,11, 55.1,②③⑤, 6,11,Ａアラマサスナイパｰ, 74,菊沢隆, 0.2, 69,   8,*  0, 4,  8.8,⑨⑨⑩, 6,12,Ｇワイキュｰブ, 72,藤田伸, 0.9, 69,* 17, -15, 4, 10.7, ③②, 6,12,Ｈサララ, 73,鹿戸雄, 0.6, 62,   5,*  2, 8, 23.7, ⑫⑭
 7, 4, サクラデフィｰト,---,安藤勝, 0.5, 58,  -1,*  4, 9, 54.1,⑱⑰⑰, 7,10,Ｇアサクサブラボｰ, 60,藤田伸, 0.2, 71,* 14, -12, 6, 15.9,①①①, 7, 1,Ａコアレスコジｰン, 77,吉田豊, 1.1, 66,  15, -15, 8, 18.6, ③⑤, 7, 1,Ｊハセノダンディ, 68,四位洋, 0.7, 61,  10,  -8,10, 35.5, ⑩⑧
 8, 3,Ｏマルタｰズグレｰド, 27,小牧太, 0.6, 58,   5, -10,14,133.0,③⑥⑦, 8,12,Ｉダンシングボｰイ, 50,四位洋, 1.8, 52,  10, -27, 9, 45.3,⑤⑤⑦, 8, 5,Ｆチェリｰフォレスト, 73,横山典, 1.6, 60,* 18, -27, 6, 15.2, ①①, 8, 9,Ｉコスモジャイブ, 73,菊沢隆, 1.0, 63,* 22, -27, 3,  5.6, ①①
 9,18,Ｊミラクルショット, 48,横山典, 0.7, 58,*  8, -19, 2,  3.7,③②②, 9, 7,Ｄヘイアンルモンド, 64,後藤浩, 2.4, 46,   9, -35, 3,  5.8,⑨⑦⑦, 9, 4,Ｃマチカネゲンジ, 76,北村宏, 1.8, 58,  16, -27, 1,  1.9, ⑤②, 9, 5,Ｄナイキフェイバｰ, 78,小野次, 1.0, 57,   8,  -9, 6, 15.9, ⑧⑩
10,15,Ｃパブリッシャｰ, 50,内田博, 0.7, 56,   0,  -1, 3,  8.0,⑰⑮⑮,10, 5,Ｊマイネルクリプト, 48,中舘英, 2.7, 44,* 12, -45,10, 99.1,②③③,10, 9,Ｂリファインドボディ, 77,田中勝, 2.7, 47,  15, -39, 7, 16.1, ⑤⑤,10,14,Ｅジュラナスリング, 76,内田博, 1.0, 59,  15, -18, 1,  3.1, ⑥⑤
11,17,Ｈベリｰメリｰホｰク, 48,千葉直, 0.9, 50,   0, -10,15,211.9,⑬⑫⑫,11, 8,Ｌグロスタｰチャｰム, 41,勝浦正, 3.1, 40,  11, -50,12,397.9,⑤④⑤,11, 3,Ｋマツリダアｰティス, 58,勝浦正, 3.6, 41,   6, -37,12,276.4, ⑫⑫,11,10,Ｍマイネルアルバ, 65,後藤浩, 1.1, 61,* 20, -27,13, 87.6, ②②
12, 7,Ｌコスモヘルシャフト, 47,菊沢隆, 1.0, 54,   6, -19,10, 55.0,⑩⑥⑤,12, 4,Ｋサｰプラス, 47,大野拓, 3.8, 34,   6, -55,11,217.7,⑦⑨⑫,12, 7,Ｊマイネトップレディ, 61,郷原洋, 3.8, 38,  10, -46,11, 86.7, ⑧⑪,12, 6,Ｎコアレスフォルテ, 58,大野拓, 1.2, 51,   6, -14,14,249.3, ⑪⑩
