06年 8月26日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 8月26日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.2,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.0,,,,,■ 7R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.6,,,,,■10R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,
 4, 8,Ｊブルｰコンソｰト, 18,佐藤聖, 1.3, 45, -13,  -1,11,145.5, ⑤③, 4,12, メイスンボｰイ,,浜野谷, 1.3,,,, 4, 11.1,⑥⑧⑧, 4,14,Ｊサクラトライアンフ, 60,田中勝, 0.1, 64,  -3,* 12, 6, 15.1, ⑮⑯, 4, 4,Ｎマイネルアルバ, 67,吉田隼, 0.5, 60,  -7,  15,15,151.6, ⑤⑤
 5, 3,Ｃカンセイルｰセント, 43,田中博, 1.6, 41, -15,  -2, 8, 69.4, ⑦⑦, 5,14, ブレイブスペシャル,,横山義, 1.5,,,, 3,  8.4,③③③, 5, 9,Ｋキイボ, 60,吉田隼, 0.2, 64,*  6,  -3,15, 83.2, ②②, 5,12,Ｌケイアイボイジャｰ, 69,蛯名正, 0.5, 70, -17,* 28, 4,  6.8, ⑬⑫
 6, 2,Ｈビュｰティステラ, 32,塚田祥, 1.8, 45, -26,*  8, 3, 15.6, ⑬⑬, 6,13, フォレストダンス,,金子光, 1.6,,,, 1,  1.7,①①①, 6,12,Ｍコスモコントワｰル, 58,長谷川, 0.2, 59,  -2,   5,10, 22.8, ⑬⑫, 6,14,Ｆコスモスカイライン, 76,塚田祥, 0.6, 61, -16,  21, 9, 23.5, ⑩⑩
 7,10,Ｄアイノヤマト, 40,嘉藤貴, 2.0, 39, -18,   0, 6, 39.9, ⑨⑨, 7, 7, ジャガｰ,,今村康, 2.0,,,, 6, 21.6,⑫⑨⑨, 7, 5,Ｇリスティアエｰデル, 62,大西直, 0.3, 61,  -2,   7,13, 32.9, ⑬⑫, 7, 5,Ｅフィンマックｰル, 76,長谷川, 0.6, 54,  -8,  10, 5,  8.7, ②②
 8,12,Ｆヒロムｰンライト, 38,小野次, 2.0, 39, -16,  -2,13,188.2, ⑧⑧, 8, 1, マイネルリバティｰ,,大庭和, 2.1,,,, 5, 21.1,⑩⑩⑩, 8, 3,Ｅミフジハナフブキ, 63,小林淳, 0.4, 61,   2,   1,14, 59.1, ⑧⑦, 8,13,Ｂフェザｰレイ, 80,石橋脩, 0.6, 58,  -6,  12, 3,  5.7, ②②
 9, 7,Ｅサツキイｰグル, 38,江田照, 2.2, 37, -11,  -9, 4, 20.6, ③③, 9, 3, オｰルゲイティｰ,,矢原洋, 2.9,,,,10, 63.9,⑨⑫⑫, 9,15,Ｂユｰクロニア, 68,柴田善, 0.5, 60,   3,  -2, 2,  5.2, ④④, 9,11,Ｈストロベリｰドｰル, 71,二本柳, 0.7, 66, -18,* 26,11, 45.1, ⑭⑭
10, 9,Ｉユキノシラユキ, 19,大野拓, 2.4, 34, -21,  -3,14,206.5, ⑩⑩,10, 8, キングフォンテン,,平沢健, 4.1,,,, 9, 60.7,④⑤⑦,10,16,Ｉアロマジュエリｰ, 61,塚田祥, 0.6, 61,* 12, -19, 4,  8.2, ①①, 9, 1,Ｃピアニスト, 79,柴田善, 0.7, 57,*  1,   2,10, 30.3, ①①
11,14,Ｋハルカチャン, 15,長谷川, 2.4, 36, -11, -11,10,109.0, ③③,11,10, キングオブビｰスト,,高野容, 4.5,,,,14,189.7,②③④,11, 2,Ｎアズチェｰナ, 56,村田一, 0.7, 59,*  7, -10,16,183.9, ②②,11,15,Ｇレインボｰロマンス, 72,石神深, 0.7, 68, -19,* 28, 6, 12.5, ⑭⑭
12, 5, コウギョウヘイロｰ,---,田中勝, 3.2, 29, -20, -10, 7, 41.8, ⑩⑩,12, 9, アイアムキラキラ,,江田勇, 5.3,,,,12,109.3,⑧⑪⑪,12,10,Ｆドリｰムキセキ, 63,蛯名正, 0.7, 58,   3,  -5, 1,  3.2, ④④,12, 2,Ｊインサイダｰ, 69,勝浦正, 0.9, 51, -13,  12,13,108.9, ⑧⑧
13,11, トンガリハウス,---,小林淳, 4.4,  3, -22, -20,12,175.8, ⑫⑫,13, 2, トップオブマｰチ,,伊藤直, 5.6,,,,11, 72.4,⑭⑬⑬,13,11,Ｄワンダｰリディア, 64,田村太, 0.7, 49,  -6,  -1, 8, 21.1, ⑮⑭,13, 9,Ｉピンクガｰタｰ, 71,江田照, 0.9, 56, -13,  17,12, 52.8, ⑩⑪
14, 1, オンワｰドパイン,---,高野和, 5.1,-12, -37, -15,15,378.2, ⑭⑭,14,11, ラドランジｰガｰ,,五十嵐, 7.5,,,,13,179.4,⑬⑭⑭,14, 7,Ｌシアトルナカヤマ, 60,勝浦正, 1.1, 47,  -1, -10, 9, 21.6, ⑨⑨,14,10,Ｋオｰクルｰム, 69,村田一, 1.1, 54, -15,  17,14,128.8, ⑫⑫
15,13, セイウンヨコノテニ,---,石神深, 8.9,-83, -50, -39, 9, 98.6, ⑮⑮,,,,,,,,,,,,,15, 1,Ｑナムラチヒロ, 52,南田雅, 1.2, 51,   4, -14,18,277.6, ④⑦,15, 6,Ｄウインレックス, 78,中舘英, 1.1, 52,  -6,   5, 8, 16.5, ②②
,,,,,,,,,,,,,,,,,,,,,,,,16,18,Ｈプリンセスイブ, 62,西田雄, 1.4, 47,   1, -13,12, 28.9, ⑨⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,17,Ｃアイシクルアｰト, 67,吉田豊, 2.2, 37,   1, -25, 7, 15.6, ⑨⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18, 4,Ｒイッテン, 49,石神深, 2.4, 34, -16,  -7,17,188.6, ⑱⑱,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-2),,,,,,,,,,,
単勝:150円 複勝:04=100円 06=110円 15=380円 枠連:150円,,,,,,,,,,,,"単勝:440円 複勝:05=250円 06=720円 04=840円 枠連:6,260円",,,,,,,,,,,,単勝:740円 複勝:13=340円 08=440円 06=660円 枠連:980円,,,,,,,,,,,,単勝:380円 複勝:07=190円 03=170円 08=310円 枠連:920円,,,,,,,,,,,
馬連:170円 ワイド:04-06=120円 04-15=590円 06-15=890円,,,,,,,,,,,,"馬連:5,560円 ワイド:05-06=1,390円 04-05=3,170円 04-06=8,220円",,,,,,,,,,,,"馬連:4,410円 ワイド:08-13=1,830円 06-13=3,990円 06-08=4,080円",,,,,,,,,,,,"馬連:1,070円 ワイド:03-07=520円 07-08=1,170円 03-08=1,000円",,,,,,,,,,,
"馬単:240円 3連複:1,480円",,,,,,,,,,,,"馬単:9,480円 3連複:90,460円",,,,,,,,,,,,"馬単:9,320円 3連複:41,370円",,,,,,,,,,,,"馬単:2,180円 3連複:5,400円 3連単:24,250円",,,,,,,,,,,
■ 3R  芝1000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.0,,,,,■ 6R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2.3,,,,,■12R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,瓢湖特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｃキｰンライアン, 60,小野次,, 75,   4,* 10, 3,  5.9,   , 1,12, トウカイシグナル,---,田中勝,, 61,*  9, -15,12, 64.9, ①①, 1, 5,Ｂペネトレｰタｰ, 75,吉田隼,, 72, -14,* 30, 4, 10.4, ④⑤, 1, 2,Ｆホｰマンラフィット, 62,吉田豊,, 75,  -6,* 20, 3,  4.5,⑤⑦⑥
 2,16,Ｂアドマイヤルイス, 63,蛯名正, 0.0, 74,*  8,   7, 1,  2.6,   , 2,11, アポロティアラ,---,吉田隼, 0.2, 51,   2,* -9, 3,  5.9, ④④, 2, 9,Ａダｰクメッセｰジ, 76,佐藤哲, 0.3, 55, -15,  20, 1,  1.6, ④④, 2,14,Ｉアドマイヤマントル, 61,村田一, 0.1, 65,* -5,  13, 5,  8.5,②②①
 3,17,Ｈベツレヘムスタｰ, 46,後藤浩, 0.1, 76, -11,* 18, 4, 10.3,   , 3, 9, レットイットライド,---,江田照, 0.4, 44,  -2,*-10, 6, 10.9, ⑤⑥, 3, 3,Ｃマイネルガスト, 74,蛯名正, 0.3, 52, -11,  16, 3,  5.4, ②②, 3,12,Ａタカオセンチュリｰ, 70,小林慎, 0.2, 64,* -5,  12, 2,  4.4,③②②
 4, 3, ハセキンバリン,---,村田一, 0.4, 67,  -9,* 12, 6, 24.0,   , 4, 1, ゲラウトマイウエイ,---,村田一, 1.0, 37,  -4, -15,10, 27.4, ⑧⑦, 4, 6,Ｅユメロマン, 70,田中勝, 0.4, 53, -12,  17, 2,  5.2, ②③, 4, 1,Ｅボナパルト, 62,佐藤哲, 0.2, 68,  -4,* 15, 7, 13.6,③④④
 5,11,Ａユｰワシャルム, 64,吉田隼, 0.7, 55,*  8,  -5, 2,  3.2,   , 5,17, トウショウモｰド,---,柴田善, 1.1, 35,  -1, -23, 4,  7.9, ⑤④, 5, 2,Ｆマイネルエクセラン, 70,長谷川, 0.7, 63, -18,* 27, 5, 13.3, ⑦⑧, 5, 6,Ｇグレｰドエｰス, 62,大野拓, 1.2, 59,  -9,  13,12,120.0,⑫⑪⑩
 6,10,Ｋゲイルロｰザ, 33,田中勝, 1.1, 51, -16,   5,12,101.5,   , 6, 3, カヤドｰブラン,---,小野次, 1.3, 37, -17,* -7, 7, 11.7, ⑭⑫, 6, 1,Ｇタケデンノキボｰ, 68,高橋智, 0.9, 0.9---,* 23, -74, 7, 46.0, ①①, 6, 7,Ｃシベリアンライオン, 65,吉田隼, 1.3, 57,  -8,  11, 6,  9.0,⑨⑪⑩
 7,14,Ｊヨシノフロｰラ, 37,宗像徹, 1.1, 50, -13,   4,15,407.9,   , 7,16, エイワムサシ,---,石橋脩, 1.4, 30,  -7, -21, 8, 18.2, ⑨⑨, 7, 7,Ｄヤマニンアジャスト, 74,江田照, 1.0, 45, -14,  14, 6, 34.4, ⑥⑤, 7, 3,Ｄシャドウキャスタｰ, 63,田中勝, 1.6, 53,  -7,   8, 9, 29.0,⑦⑨⑧
 8,13,Ｅセイウンピュア, 54,武士沢, 1.2, 47,  -9,  -1,11, 75.1,   , 8,13, スナｰクユｰチャン,---,中舘英, 1.5, 35,*  6, -35, 9, 21.1, ③②, 8, 8,Ｈエイコｰオｰカン, 62,勝浦正, 1.5, 46, -20,  19,10,175.3, ⑩⑩, 8, 5,Ｊキングフォｰティ, 58,柴田善, 1.8, 50, -10,   7, 4,  8.1,⑭⑬⑭
 9, 9, アルファチャングミ,---,二本柳, 1.2, 48, -16,   4, 8, 28.8,   , 9, 7, ダズリングピアス,---,南田雅, 1.5, 32, -18,* -9,15,125.0, ⑮⑭, 9,10,Ｊカツヨカムトゥルｰ, 56,武士沢, 1.7, 34, -18,   6, 9,137.4, ⑦⑦, 9, 8,Ｈマコトタイセイ, 61,勝浦正, 2.7, 44,  -7,  -8, 8, 19.0,⑤⑤⑦
10,18,Ｌスノｰスクｰト, 18,柴田善, 1.4, 43,*  8, -16, 9, 34.9,   ,10, 4, ハタノワイズ,---,小林淳, 1.6, 35,*  7, -38, 2,  5.0, ②②,10, 4,Ｉグロリアスヴュｰ, 60,小野次, 2.4, 32, -21,   8, 8, 80.7, ⑦⑨,10,10,Ｋパンタムクリスタル, 58,佐藤聖, 2.8, 46,* -4, -15,13,182.8,①①③
11, 7,Ｄリトルラブソング, 58,田中博, 1.4, 41,*  7, -18, 5, 11.6,   ,11,10, クｰルロｰレライ,---,田面木, 2.0, 26, -10, -24,16,127.1, ⑩⑫,,,,,,,,,,,,,11, 4,Ｎレッツゴｰアテネ, 40,金子光, 2.8, 43,  -9,  -1,14,284.4,⑬⑬⑬
12, 5,Ｉプレｰミオ, 40,石神深, 1.6, 40, -25,   4,13,164.4,   ,12, 5, ショウブナンバｰ,---,塚田祥, 2.0,  4, -21, -19,17,221.2, ⑮⑯,,,,,,,,,,,,,12, 9,Ｂトｰセンディバイン, 68,蛯名正, 2.9, 46,  -5,  -9, 1,  3.9,⑨⑤⑤
13, 6,Ｍショコラシャンティ, 18,西田雄, 1.7, 38,  -9,  -9,16,434.1,   ,13, 8, グリｰンキャッスル,---,勝浦正, 2.1, 23, -14, -23,11, 36.2, ⑬⑭,,,,,,,,,,,,,13,11,Ｍトワイライトワルツ, 48,塚田祥, 3.3, 42,  -8,  -9,10, 88.9,⑦⑨⑧
14,12,Ｎバトルペルリｰヌ, 13,塚田祥, 1.8, 35, -10, -12,18,698.3,   ,14,18, スマｰトフラッシュ,---,後藤浩, 2.4, 20,  -9, -32, 5,  9.4, ⑩⑩,,,,,,,,,,,,,14,13,Ｌアライブシチｰ, 53,柄崎将, 4.0, 40,  -7, -16,11,115.4,⑨⑧⑩
15, 4,Ｇタケデンジャズ, 51,高野和, 2.1, 31, -10, -18,10, 38.9,   ,15,14, ハナリュウ,---,高野和, 2.8,-34, -25, -26,18,252.2, ⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,
16, 1,Ｏライアメロディｰ,-15,小林淳, 2.1, 34,  -9, -16,14,188.7,   ,16, 2, ポｰラエクスプレス,---,長谷川, 3.8,-24,  -9, -54,13, 91.3, ⑩⑩,,,,,,,,,,,,,,,,,,,,,,,,
17, 2,Ｆモンテドｰタｰ, 52,大野拓, 2.3, 29, -10, -20, 7, 27.4,   ,17,15, エフティイカロス,---,蛯名正, 4.9,-26,  -2, -80, 1,  4.0, ⑤⑦,,,,,,,,,,,,,,,,,,,,,,,,
