06年 9月16日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 9月16日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.9,,,,,■ 4R  芝1200m 2 歳500万(混) 馬齢,,,,,,,,,,,,■ 7R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.1,,,,,■10R  芝1500m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.8,,,,
,,,,,,,,,,,,13, 3, ミヤビチェリｰ,---,桜井拓, 2.5, 29, -23,  -7,12,201.9, ⑬⑫,13, 5,Ｊハシリタガｰル, 51,千葉直, 1.2, 35,*  3, -33,11, 32.9, ①①,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14,12,Ｃベルモントキャスカ, 58,津村明, 1.2, 34,*  0, -28, 6, 14.4, ②②,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 9,Ｐスプリｰムラヴ, 33,黛弘人, 1.6, 25, -15, -22,15,197.3, ⑭⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｅユｰワミネルヴァ, 57,塚田祥, 1.9, 20,  -8, -32, 8, 16.6, ⑧⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-7),,,,,,,,,,,
単勝:740円 複勝:10=220円 08=170円 09=490円 枠連:720円,,,,,,,,,,,,単勝:300円 複勝:10=110円 05=110円 04=130円 枠連:250円,,,,,,,,,,,,"単勝:1,170円 複勝:10=390円 06=270円 11=220円 枠連:6,550円",,,,,,,,,,,,"単勝:210円 複勝:02=130円 05=520円 01=1,690円 枠連:2,370円",,,,,,,,,,,
"馬連:1,070円 ワイド:08-10=480円 09-10=990円 08-09=1,010円",,,,,,,,,,,,馬連:360円 ワイド:05-10=150円 04-10=270円 04-05=240円,,,,,,,,,,,,"馬連:5,630円 ワイド:06-10=1,970円 10-11=1,220円 06-11=980円",,,,,,,,,,,,"馬連:2,020円 ワイド:02-05=820円 01-02=2,390円 01-05=8,970円",,,,,,,,,,,
"馬単:2,140円 3連複:4,000円",,,,,,,,,,,,馬単:790円 3連複:520円,,,,,,,,,,,,"馬単:11,910円 3連複:9,550円",,,,,,,,,,,,"馬単:2,920円 3連複:38,490円 3連単:124,080円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.1,,,,,■ 5R  ダ1000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.0,,,,,■11R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｱｶｼﾔ特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｄネバｰチェンジ, 47,武幸四,, 58,* -2,   0, 6, 18.4, ①①, 1, 4, ブラックシャンツェ,---,藤田伸,, 45, -27,*  6, 3,  3.8, ④③, 1, 4,Ｃテイエムハｰン, 63,秋山真,, 68, -16,* 20, 3,  3.7,⑦⑦⑤, 1,13,Ｂメイショウトウコン, 79,武幸四,, 83,  -1,* 20, 1,  2.3,⑨⑦⑦
 2, 1,Ｇリバイバルシチｰ, 32,柴山雄, 0.2, 58, -12,*  6, 7, 63.5, ⑥⑥, 2, 3, ナンヨｰサウス,---,鈴来直, 0.2, 41,*-12,  -5, 2,  2.9, ②②, 2, 2,Ａキクノハヤテ, 67,岩田康, 0.2, 62, -14,* 17, 2,  3.5,③③③, 2, 2,Ｉセルフリスペクト, 69,四位洋, 0.4, 71,*  2,  11, 6, 17.7,②②①
 3, 3,Ａキャッスルトン, 58,岩田康, 0.4, 54, -13,*  5, 1,  2.1, ⑥⑦, 3, 1, ロｰドスピリット,---,四位洋, 0.6, 37,*-12,  -9, 4,  5.8, ①①, 3, 7,Ｂスズカイエロｰ, 65,藤田伸, 0.4, 54,*-13,  12, 1,  2.5,①①①, 3,11,Ａビッグクラウン, 79,柴山雄, 0.5, 71,*  1,  11, 2,  3.7,③③②
 4, 6,Ｃポｰルシャトル, 52,本田優, 0.4, 52,  -9,   0, 4,  5.1, ⑤③, 4, 2, ヘルバｰスト,---,岩田康, 2.4, -9, -16, -26, 1,  2.2, ③④, 4, 3,Ｅアドミラルトラップ, 60,松田大, 0.8, 50,*-13,   9, 4,  6.0,②②②, 4,10,Ｍアドマイヤメガミ, 59,岩田康, 0.6, 76,  -2,* 17, 9, 26.6,⑫⑫⑨
 5, 7,Ｅアｰスコマンダｰ, 44,藤田伸, 0.5, 48,* -4,  -6, 2,  4.8, ②②,,,,,,,,,,,,, 5, 8,Ｄイシヤクガルチ, 62,本田優, 1.4, 44, -14,   6, 5, 14.9,⑤③③, 5,12,Ｄユｰスフルデイズ, 73,津村明, 1.0, 65,   0,   9, 5, 13.4,⑨④④
 6, 2,Ｂカラベルラティｰナ, 52,津村明, 1.0, 38,  -8, -12, 3,  5.1, ④③,,,,,,,,,,,,, 6, 6,Ｇグラスアフリｰト, 51,芹沢純, 1.8, 41, -13,   1, 6, 36.1,③③⑤, 6, 1,Ｅシベリアンホビｰ, 71,菊沢隆, 1.0, 65,   1,   8, 4, 12.4,④④④
 7, 4,Ｈメジロラスタバン, 31,菊沢隆, 1.2, 38, -18,  -3, 8,109.9, ⑧⑧,,,,,,,,,,,,, 7, 1,Ｆリニモスタｰ, 56,的場勇, 2.2, 35, -20,   4, 9,120.8,⑨⑨⑨, 7, 7,Ｋイズミデヒア, 67,五十嵐, 1.1, 66,  -1,  10,10, 34.7,⑦⑨⑧
 8, 8,Ｉカシノベガスタｰ, 21,鈴来直, 1.4, 35, -21,  -3, 9,207.9, ⑨⑨,,,,,,,,,,,,, 8, 9,Ｈレオアスカ, 49,柴原央, 2.3, 36, -17,   0, 7, 81.9,⑧⑧⑦, 8, 9,Ｆホｰマンブラヴォｰ, 71,藤岡佑, 1.2, 65,  -1,  10, 7, 21.1,⑪⑨⑪
 9, 5,Ｆパワフルリｰフ, 38,四位洋, 2.5, -3,* -4, -37, 5, 12.1, ②③,,,,,,,,,,,,, 9, 5, ロンシャンブリｰズ,---,塚田祥, 2.6, 36, -16,  -7, 8, 86.6,⑤⑥⑦, 9, 5,Ｈリワｰドパットン, 69,池添謙, 1.3, 65,  -2,  10,11, 71.4,⑬⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10, 3,Ｇワンダｰホｰプ, 69,松田大, 1.3, 63,  -1,   9,13, 76.6,⑧⑨⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11, 8,Ｊビュｰティフルアイ, 67,小林徹, 1.9, 56,   0,   1,12, 74.1,⑥⑦⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12, 4,Ｃオメガエンドレス, 78,藤田伸, 2.0, 55,*  2,  -4, 3,  7.1,①①②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13, 6,Ｌマルブツシルヴァｰ, 65,本田優, 2.1, 54,   0,  -2, 8, 23.2,④④④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-18 ﾚｰｽｱｶﾞﾘ指数:+22 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-5),,,,,,,,,,,
"単勝:1,840円 複勝:09=340円 01=1,780円 03=120円 枠連:32,270円",,,,,,,,,,,,単勝:380円 複勝:00=0円 00=0円 枠連:0円,,,,,,,,,,,,単勝:370円 複勝:04=130円 02=120円 07=110円 枠連:600円,,,,,,,,,,,,"単勝:230円 複勝:13=120円 02=340円 11=130円 枠連:1,460円",,,,,,,,,,,
"馬連:35,560円 ワイド:01-09=5,510円 03-09=530円 01-03=2,140円",,,,,,,,,,,,馬連:680円 ワイド:03-04=190円 01-04=210円 01-03=240円,,,,,,,,,,,,馬連:600円 ワイド:02-04=240円 04-07=180円 02-07=160円,,,,,,,,,,,,"馬連:1,730円 ワイド:02-13=860円 11-13=230円 02-11=1,030円",,,,,,,,,,,
"馬単:69,310円 3連複:17,990円",,,,,,,,,,,,"馬単:1,350円 3連複:520円",,,,,,,,,,,,"馬単:1,350円 3連複:480円",,,,,,,,,,,,"馬単:2,680円 3連複:2,920円 3連単:16,110円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.0,,,,,■ 6R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.5,,,,,■ 9R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.7,,,,,■12R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,定山渓特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａスズカゲラン, 57,秋山真,, 56,* -7,*  2, 1,  2.6,③②②, 1, 8,Ｂヤマカツダンサｰ, 58,岩田康,, 56, -12,  10, 2,  4.9,③④③, 1, 6,Ａハギノプリンセス, 75,岩田康,, 76, -14,* 31, 2,  3.0,⑤⑤⑤, 1, 4,Ｈソブリンブライト, 52,五十嵐,, 73, -11,* 20, 7, 34.1,⑨⑨⑤
 2, 1,Ｂヤマニンリュクス, 57,藤田伸, 0.0, 57,  -7,*  3, 2,  3.0,④④②, 2, 3,Ｌメイショウアピｰル, 29,松田大, 0.0, 60, -13,* 13,10, 89.1,⑦⑥⑥, 2, 3,Ｂレディキルシェ, 70,四位洋, 0.1, 68,*-12,  25, 3,  4.2,②③②, 2, 2,Ｂリアルテｰスト, 61,的場勇, 0.2, 58,  -9,  11, 4,  5.7,④④④
 3,11,Ｈベルモントピッコロ, 47,田辺裕, 0.1, 57,  -9,*  4, 9, 79.4,⑧⑥④, 3, 5,Ａプレインボイス, 66,四位洋, 0.2, 49,*-10,   4, 1,  1.6,②②②, 3, 2,Ｃエイシンサリヴァン, 68,藤田伸, 0.4, 56,*-10,  18, 1,  2.0,①①①, 3, 8,Ｃグランドホイッスル, 60,岩田康, 0.3, 64,  -9,  15, 2,  3.7,⑧⑦⑦
 4, 6,Ｅアドマイヤテンシ, 48,柴山雄, 0.5, 48,* -6,  -5, 8, 34.1,①①①, 4, 4,Ｋティンクルハｰト, 41,五十嵐, 0.2, 51, -12,   7, 7, 60.3,③④③, 4, 7,Ｄジョウショｰフジ, 66,菊沢隆, 1.0, 45,*-13,  11, 5, 32.7,④③②, 4, 9,Ａメイショウダンディ, 71,武幸四, 0.3, 57,* -7,   8, 1,  3.3,②②②
 5, 9,Ｇロイバｰベナｰル, 47,本田優, 0.5, 50,  -8,  -1, 4,  9.8,⑦⑥⑥, 5, 9,Ｅサンブルｰジュ, 53,菊沢隆, 0.3, 60, -16,* 15, 4, 13.6,⑫⑪⑨, 5, 5,Ｅブレッザ, 65,藤岡佑, 1.2, 48, -15,  16, 4,  9.3,⑥⑥⑥, 5, 5,Ｅトレンツリアｰド, 59,塚田祥, 1.0, 51, -10,   7, 3,  3.9,⑦⑦⑦
 6, 3,Ｄパティオパｰティｰ, 49,岩田康, 1.0, 49, -12,   1, 5, 19.0,⑩⑪⑧, 6, 1,Ｄシルクポラリス, 54,古川吉, 0.6, 42,* -9,  -4, 5, 15.6,①①①, 6, 1,Ｇメジロファング, 49,秋山真, 1.3, 47, -15,  16, 6, 36.2,⑥⑥⑥, 6, 7,Ｆスペシャリスト, 57,柴原央, 1.1, 50,  -8,   4, 6, 12.2,④⑤⑤
 7,12,Ｆエｰグルドゥｰス, 47,菊沢隆, 1.1, 45, -10,  -4, 7, 29.3,⑧⑧⑧, 7, 7,Ｉストライキング, 43,小林徹, 0.7, 45, -14,   6, 8, 65.2,⑩⑨⑧, 7, 4,Ｆビッグシャトル, 51,津村明, 1.6, 44,*-12,   0, 7, 68.8,②②②, 7, 6,Ｉサクラトラスト, 43,津村明, 1.4, 47,* -6,  -3, 9,117.7,②②①
 8, 4,Ｉハトル, 47,武幸四, 1.3, 41,  -7, -10, 6, 26.0,④④④, 8, 6,Ｇファストストリング, 46,津村明, 1.1, 36, -14,  -4, 6, 29.9,⑦⑥⑥,,,,,,,,,,,,, 8, 3,Ｇスズカノフジアロｰ, 56,松田大, 1.7, 46,  -8,  -1, 8, 98.2,④⑤⑦
 9, 2,Ｋレディシｰクエンス, 36,梶晃啓, 1.8, 38, -11,  -8,10,106.1,④⑪⑫, 9,13,Ｆクロスバラｰド, 49,鈴来直, 1.2, 37, -14,  -2, 9, 67.3,⑦⑨⑩,,,,,,,,,,,,, 9, 1,Ｄイブキゴルゴ, 60,本田優, 1.8, 46,* -6,  -7, 5,  8.7,①①②
10, 8,Ｍユウギエム, 32,五十嵐, 1.8, 37,  -9, -12,11,271.1,⑫⑧⑥,10,12,Ｃベリｰメリｰホｰク, 55,藤田伸, 1.5, 38,*-11, -14, 3,  6.2,③③⑤,,,,,,,,,,,,,,,,,,,,,,,,
11, 7,Ｊピュアウインド, 44,斉藤正, 2.1, 36, -11, -12,12,407.6,⑪⑩⑩,11, 2,Ｍハセノカイウン, 28,塚田祥, 1.7, 30, -19,  -5,14,244.6,⑬⑬⑩,,,,,,,,,,,,,,,,,,,,,,,,
12,13,Ｃビｰトロｰズ, 49,池添謙, 3.2, 31,* -7, -29, 3,  4.2,②②⑩,12,11,Ｈテンシノナミダ, 44,的場勇, 1.7, 32, -23,   2,12,114.2,⑭⑭⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13,10,Ｎカナハラインプレス, 13,千葉直, 2.1, 28, -19, -13,13,235.6,⑩⑫⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14,14,Ｊハイコｰト, 41,芹沢純, 2.1, 29, -14, -17,11,107.1,⑥⑥⑩,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+22 馬場:良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:良(指数:-5),,,,,,,,,,,
単勝:260円 複勝:05=130円 01=120円 11=740円 枠連:290円,,,,,,,,,,,,"単勝:490円 複勝:08=150円 03=1,080円 05=100円 枠連:9,050円",,,,,,,,,,,,単勝:300円 複勝:06=170円 03=180円 枠連:0円,,,,,,,,,,,,"単勝:3,410円 複勝:04=560円 02=230円 08=170円 枠連:7,160円",,,,,,,,,,,
"馬連:300円 ワイド:01-05=160円 05-11=1,210円 01-11=1,690円",,,,,,,,,,,,"馬連:31,130円 ワイド:03-08=5,530円 05-08=190円 03-05=2,030円",,,,,,,,,,,,馬連:590円 ワイド:03-06=170円 02-06=130円 02-03=150円,,,,,,,,,,,,"馬連:6,770円 ワイド:02-04=1,720円 04-08=1,220円 02-08=410円",,,,,,,,,,,
"馬単:660円 3連複:3,950円",,,,,,,,,,,,"馬単:47,590円 3連複:8,750円",,,,,,,,,,,,"馬単:960円 3連複:220円 3連単:1,570円",,,,,,,,,,,,"馬単:15,680円 3連複:8,090円 3連単:78,680円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
