06年10月 8日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年10月 8日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.6,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1600m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.3,,,,,■10R  ダ1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.1,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-2),,,,,,,,,,,
単勝:180円 複勝:12=100円 08=120円 02=170円 枠連:210円,,,,,,,,,,,,単勝:200円 複勝:05=120円 10=220円 09=210円 枠連:360円,,,,,,,,,,,,"単勝:570円 複勝:04=240円 11=440円 07=170円 枠連:5,070円",,,,,,,,,,,,"単勝:410円 複勝:15=180円 16=220円 12=180円 枠連:1,570円",,,,,,,,,,,
馬連:240円 ワイド:08-12=130円 02-12=230円 02-08=360円,,,,,,,,,,,,馬連:740円 ワイド:05-10=360円 05-09=380円 09-10=800円,,,,,,,,,,,,"馬連:5,070円 ワイド:04-11=1,560円 04-07=640円 07-11=1,150円",,,,,,,,,,,,"馬連:1,620円 ワイド:15-16=650円 12-15=470円 12-16=760円",,,,,,,,,,,
馬単:420円 3連複:610円,,,,,,,,,,,,"馬単:1,200円 3連複:1,720円",,,,,,,,,,,,"馬単:7,970円 3連複:6,400円",,,,,,,,,,,,"馬単:2,790円 3連複:2,300円 3連単:12,720円",,,,,,,,,,,
■ 2R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.8,,,,,■ 5R  芝1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.5,,,,,■11R  芝1800m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-3.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,毎日王冠 ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａデスコベルタ, 56,後藤浩,, 66,  -5,* 17, 1,  1.8, ⑪⑩, 1, 6, マイネルシｰガル,---,後藤浩,, 71,  -9,* 15, 2,  2.4, ⑥⑥, 1,13,Ｇアンジェロファニｰ, 62,吉田豊,, 65,   3,   5,11, 60.3, ⑨⑨, 1,16,Ｂダイワメジャｰ, 90,安藤勝,,100,* 21,  16, 3,  6.4,②②②
 2, 7,Ｄシベリアンバｰド, 47,田中勝, 0.2, 66,  -2,* 12, 5, 20.7, ⑨⑦, 2, 5, ドリｰムウィン,---,木幡初, 0.5, 56,  -7,   4, 5, 23.4, ③③, 2, 7,Ｄダノンビクトリｰ, 69,福永祐, 0.0, 69,*  8,  -2, 4, 10.6, ②②, 2,10,Ｄダンスインザムｰド, 88,北村宏, 0.0,100,* 20,  18, 2,  5.5,⑥④③
 3, 2,Ｃダイワエンパイア, 51,武豊  , 0.2, 68,*  4,   1, 2,  2.4, ①①, 3, 2, サクラプレジャｰ,---,武豊  , 1.0, 46,* -5,  -7, 1,  1.8, ②②, 3,12,Ｃマルブツバンダリｰ, 69,安藤勝, 0.2, 60,  -7,* 14, 2,  7.9, ⑬⑬, 3,13,Ｊロｰエングリン, 83,田中勝, 0.2, 97,  18,  17, 9, 16.7,⑦⑦⑤
 4, 8,Ｊタニノウィンザｰ, 29,柴田善, 1.0, 54,  -7,   7, 6, 27.4, ⑫⑫, 4, 4, ゴｰルドネオ,---,岩田康, 1.0, 48, -12,   3, 3, 12.6, ⑧⑧, 4,14,Ｊオヤマハリケｰン, 58,柴田善, 0.6, 63,*  8,  -8,13, 84.8, ②②, 4,12,Ｆマルカシェンク, 87,柴田善, 0.2, 97,  15,  21, 6, 13.4,⑩⑨⑨
 5,10,Ｆテッシュｰヒカリ, 45,江田照, 1.2, 52,   0,  -9, 8, 67.2, ⑤⑤, 5,10, コスモトノ,---,柴山雄, 1.0, 52, -15,   7, 4, 19.3, ⑨⑨, 5,10,Ｎボトムフィッシャｰ, 54,松岡正, 0.8, 56,  -2,   3,12, 77.5, ⑩⑩, 5, 4,Ｈカンパニｰ, 86,福永祐, 0.2,100,  16,* 24, 4,  7.8,⑪⑪⑪
 6, 3,Ｉバｰニングラブ, 37,イネス, 1.3, 51,   1, -12,11,228.7, ③④, 6, 3, ディヴァインシチｰ,---,中舘英, 1.8, 39,  -8, -14, 6, 26.6, ⑥④, 6, 6,Ｉアルカライズ, 58,横山典, 0.8, 56,  -2,   2, 8, 49.4, ⑩⑩, 6,15,Ｅテレグノシス, 88,大野拓, 0.2,100,  16,  22, 8, 16.0,⑫⑪⑨
 7, 9,Ｂクロスホｰリｰ, 53,郷原洋, 1.7, 48,   2, -19, 3, 14.0, ③③, 7, 9, チアズセル,---,小林淳, 1.9, 37, -10, -13, 8, 57.7, ④⑥, 7, 8,Ｅリキアイチャンプ, 63,北村宏, 0.8, 60,   7,  -8, 9, 50.0, ⑤⑤, 7, 9,Ｃグレイトジャｰニｰ, 88,蛯名正, 0.3, 96,  16,  18,12, 27.1,⑧⑦⑦
 8, 1,Ｅシンボリブラｰムス, 46,蛯名正, 2.0, 43,  -1, -18, 7, 50.4, ⑦⑦, 8, 1, シｰズアレディ,---,田中博, 2.4, 27, -18, -17,10, 87.0, ⑩⑨, 8, 9,Ｏサクラモサ, 48,小島太, 1.0, 52,  -6,   2,14,153.8, ⑫⑫, 8, 5,Ｉオｰスミグラスワン, 83,四位洋, 0.3, 98,  13,* 25,10, 18.5,⑮⑭⑬
 9, 5,Ｋネオプラネット,-33,柴山雄, 2.0, 43,  -5, -11,12,315.5, ⑩⑪, 9, 8, ウィンドライアン,---,吉田豊, 2.9,-25,* -1, -41, 7, 57.2, ①①, 9, 3,Ｋミルククラウン, 57,岩田康, 1.0, 58,   6,  -9, 7, 37.4, ⑤⑥, 9,14,Ｋサクラメガワンダｰ, 82,後藤浩, 0.4, 96,  13,* 23,13, 36.8,⑭⑭⑬
10, 4,Ｈエクレｰルブラン, 38,石橋脩, 2.3, 41,*  3, -30, 9, 68.2, ②②,10, 7, マルチナ,---,蛯名正, 3.7,-55,  -9, -45, 9, 69.7, ④④,10,11,Ａトｰセンブレイク, 79,武豊  , 1.1, 58,*  8, -13, 1,  1.4, ②②,10, 1,Ｍサイドワインダｰ, 80,長谷川, 0.5, 95,  15,  18,16,110.2,⑧⑨⑪
11, 6,Ｇマルブツセンタｰ, 42,岩田康, 3.1, 31,   1, -38, 4, 18.3, ⑤⑤,,,,,,,,,,,,,11, 4,Ｂマルタｰズビクタｰ, 69,田中勝, 1.1, 56,   4,  -8, 3, 10.0, ⑧⑧,11, 3,Ｐメジロマントル, 72,吉田豊, 0.7, 89,* 21,   3,15,109.6,①①①
12,11,Ｌミリアｰナ,-51,福永祐, 3.4, 27,  -3, -38,10,152.8, ⑦⑦,,,,,,,,,,,,,12, 1,Ｈダイシンチャンス, 60,長谷川, 1.3, 52,  -7,   4, 6, 26.2, ⑮⑬,12,11,Ｌハットトリック, 82,岩田康, 0.8, 95,  15,  19, 7, 15.4,⑬⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,13, 5,Ｌトワイニングイモン, 57,南田雅, 1.5, 54,   6, -14,10, 54.3, ⑦⑥,13, 7,Ａアサクサデンエン, 90,藤田伸, 0.8, 91,  18,  10, 1,  4.1,④⑥⑦
,,,,,,,,,,,,,,,,,,,,,,,,14, 2,Ｆモンテティアラ, 63,藤田伸, 1.6, 54,*  9, -19, 5, 23.7, ①①,14, 6,Ｎクラフトワｰク, 79,横山典, 0.9, 93,  10,* 23,11, 22.3,⑯⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,15,15,Ｍメジロバｰマン, 55,的場勇, 2.0, 45,  -9,  -2,15,170.4, ⑭⑮,15, 2,Ｏダイワバンディット, 78,小野次, 0.9, 87,* 19,   3,14, 69.1,②③③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｇロジック, 87,武豊  , 1.1, 88,* 20,   3, 5, 11.1,④④⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:94 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-2),,,,,,,,,,,
単勝:180円 複勝:12=100円 07=260円 02=110円 枠連:960円,,,,,,,,,,,,"単勝:240円 複勝:06=100円 05=220円 02=100円 枠連:2,730円",,,,,,,,,,,,"単勝:6,030円 複勝:13=970円 07=310円 12=220円 枠連:2,560円",,,,,,,,,,,,単勝:640円 複勝:16=230円 10=200円 13=390円 枠連:910円,,,,,,,,,,,
"馬連:1,980円 ワイド:07-12=520円 02-12=130円 02-07=470円",,,,,,,,,,,,"馬連:2,160円 ワイド:05-06=410円 02-06=130円 02-05=410円",,,,,,,,,,,,"馬連:21,770円 ワイド:07-13=4,630円 12-13=3,520円 07-12=970円",,,,,,,,,,,,"馬連:1,560円 ワイド:10-16=710円 13-16=1,870円 10-13=1,520円",,,,,,,,,,,
"馬単:2,160円 3連複:760円",,,,,,,,,,,,"馬単:2,800円 3連複:700円",,,,,,,,,,,,"馬単:67,770円 3連複:42,910円",,,,,,,,,,,,"馬単:3,290円 3連複:9,720円 3連単:45,840円",,,,,,,,,,,
■ 3R  ダ1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.0,,,,,■ 6R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.9,,,,,■12R  芝1400m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鷹巣山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10, ジｰクエンブレム,---,北村宏,, 65,*  3,* -1, 2,  2.9, ③②, 1, 9, フサイチホウオｰ,---,安藤勝,, 59,  -3,*  1, 1,  2.3,④⑤④, 1, 2,Ｆアグネスヨジゲン, 65,武豊  ,, 73,  11,   2, 1,  1.8,⑥⑥⑥, 1,12,Ｊギミｰシェルタｰ, 71,武豊  ,, 94,   5,* 28, 4,  8.0, ⑬⑬
 2,13,Ｅナムラクック, 46,中舘英, 0.2, 63,   2,* -1, 4,  8.4, ④④, 2, 3, ピサノシェンロン,---,武豊  , 0.6, 51,  -5,* -5, 2,  2.5,⑨⑧⑧, 2,15,Ｌタマヒカル, 59,勝浦正, 0.0, 76,* 21, -21,10, 59.0,①①①, 2, 4,Ｄフロムアップランド, 78,藤田伸, 0.3, 87,  16,   8, 2,  6.0, ⑧⑦
 3, 8,Ｂコスモタイド, 55,四位洋, 0.2, 63,   1,*  0, 3,  5.9, ⑥⑥, 3,11, レオタツオｰ,---,勝浦正, 0.9, 47,  -4, -11, 3,  7.6,⑥⑤⑥, 3, 8,Ｅプジュリ, 65,横山典, 0.0, 73,   9,*  7, 4,  9.0,⑩⑩⑨, 3,16,Ｍアスピリンスノｰ, 69,イネス, 0.5, 84,  20,   0, 7, 17.2, ⑤③
 4,12,Ｃマルタｰズグレｰド, 52,岩田康, 0.2, 63,   2,* -1, 5,  9.6, ④④, 4, 1, デスティニｰロｰグ,---,イネス, 0.9, 47,  -4, -11, 5, 24.9,⑥⑦⑥, 4, 5,Ｂアラマサスナイパｰ, 73,柴田善, 0.1, 72,  12,  -3, 6, 19.8,⑤⑤④, 4,17,Ｃツルマルオトメ, 78,安藤勝, 0.6, 86,  -1,* 27, 6, 10.1, ⑮⑮
 5, 3,Ｄディｰエスアチｰブ, 49,勝浦正, 0.7, 58,   1,  -4, 7, 30.3, ⑧⑦, 5, 7, ベルタリド,---,吉田豊, 1.0, 46,  -6,  -8, 8, 37.7,⑥⑧⑨, 5,10,Ｄマチカネオオバン, 68,藤田伸, 0.2, 72,  10,   2, 3,  9.0,⑫⑩⑨, 5, 7,Ｋサイレントアスク, 71,北村宏, 0.7, 83,   7,  14,10, 23.9, ⑫⑩
 6, 4,Ｍブフォｰ, 28,小林淳, 2.7, 41,   0, -22,12,279.7, ⑧⑨, 6,12, ウォｰタｰマｰク,---,後藤浩, 1.3, 43,* -1, -23, 6, 26.4,①①①, 6,11,Ｃレｰザｰズエッジ, 69,小野次, 0.4, 70,  11,  -2, 5, 13.8,⑥⑥⑥, 6,15,Ｇニホンピロブリュレ, 74,柴山雄, 0.7, 81,  19,  -1,16, 88.7, ⑤⑥
 7,16,Ｏダンルモンド, 21,石橋脩, 2.8, 40,  -3, -18,14,344.0, ⑪⑩, 7,14, ラテ,---,蛯名正, 1.5, 41,* -2, -25, 9, 76.2,④③②, 7, 4,Ａコスモプロデュｰス, 73,北村宏, 0.5, 68,   6,*  7, 2,  5.5,⑯⑰⑰, 7, 8,Ｂアイスドｰル, 79,江田照, 0.9, 78,  16,  -1, 1,  3.4, ⑧⑦
 8,15,Ｊユｰカリフラワｰ, 32,加藤士, 3.1, 37,  -4, -19,13,337.6, ⑫⑪, 8,13, コウヨウウェｰブ,---,小野次, 1.7, 39,* -2, -28, 7, 37.5,③②②, 8,14,Ｑコウジンクラマ, 46,黛弘人, 0.8, 61,   9, -12,17,480.7,⑥⑥⑥, 8, 3,Ｆミュゲドボヌｰル, 74,福永祐, 1.0, 79,   7,  10, 3,  7.1, ⑩⑩
 9,11,Ｎリンガディング, 22,松岡正, 3.2, 37,  -6, -17,10,222.0, ⑫⑫, 9, 8, ニｰドルポイント,---,藤田伸, 1.9, 36,  -3, -28, 4, 11.0,②③④, 9,16,Ｈマイネルスバル, 63,松岡正, 0.9, 65,* 20, -34, 7, 22.0,②②②, 9, 6,Ｉハイビスカス, 71,柴田善, 1.2, 77,   3,  13,11, 33.4, ⑭⑭
10, 5,Ｇウルトラボルケｰノ, 40,蛯名正, 3.4, 37,*  4, -35, 6, 28.3, ①①,10, 6, ニチリンサンカ,---,柴山雄, 2.1, 34,  -6, -25,12,139.0,⑩⑪⑨,10,12,Ｋショウナンタイトル, 60,吉田豊, 1.1, 62,  15, -24, 9, 37.2,④③③,10, 9,Ｐシャドロンガｰル, 66,岩田康, 1.3, 73,  16,  -7,15, 80.7, ⑦⑦
11,14,Ｌコウギョウヘイロｰ, 28,田中勝, 3.4, 37, -11, -12, 9,194.0, ⑯⑮,11, 4, カンタｰタ,---,小林淳, 2.4, 31,  -6, -30,13,143.1,⑩⑩⑨,11, 1,Ｇドッグソウレインボ, 65,江田照, 1.2, 62,   8,  -7,11, 75.6,⑬⑭⑬,11,10,Ｏスプリングボｰド, 66,鈴来直, 1.3, 74,   7,   5,13, 55.2, ⑩⑩
12, 7,Ｋツクバブライアン, 29,田中博, 3.5, 33,  -9, -20,16,408.7, ⑭⑭,12, 5, レスト,---,柴田善, 4.2,  1, -17, -34,10, 98.1,⑭⑭⑭,12,17,Ｉクチベニ, 61,郷原洋, 1.2, 61,  10, -14,13,171.8,⑩⑨⑨,12, 5,Ｌオｰクルｰム, 70,村田一, 1.9, 68,  -3,  10,12, 44.8, ⑯⑯
13, 2,Ｈグラスオペラ, 37,鈴来直, 3.6, 34,   1, -32,15,384.2, ⑥⑦,13,10, プレザントアフェア,---,岩田康, 6.7,-53, -16, -76,11,113.8,⑫⑫⑫,13, 3,Ｊナムラシｰザｰ, 61,石橋脩, 1.3, 61,   8,  -9, 8, 22.0,⑮⑯⑬,13,14,Ｅフェザｰレイ, 76,石橋脩, 2.3, 58,* 21, -29, 8, 18.0, ③③
14, 6,Ｆセンシュアリティ, 42,吉田隼, 3.9, 32,  -6, -26, 8, 44.2, ⑧⑫,14, 2, アマランタイン,---,大庭和, 7.1,-59, -16, -83,14,205.2,⑫⑫⑫,14,13,Ｍミツアキファイヤｰ, 57,二本柳, 1.3, 60,   8, -10,16,257.9,⑬⑬⑬,14,18,Ｑデュアルライフ, 63,木幡初, 2.6, 58,  -4,   0,18,329.7, ⑰⑯
15, 9,Ｉヤワタシルバｰ, 33,柴山雄, 6.9, 13,*  3, -69,11,227.1, ②②,,,,,,,,,,,,,15, 9,Ｐキｰプウイン, 48,柄崎将, 1.5, 59,   8, -12,14,182.8,⑯⑭⑬,15, 2,Ｈサンデｰサンライズ, 72,後藤浩, 2.9, 50,* 23, -41, 5,  8.5, ①①
,,,,,,,,,,,,,,,,,,,,,,,,16, 6,Ｏマックスイマｰジュ, 48,吉田隼, 2.6, 49,   8, -33,15,224.3,⑨⑩⑫,16,11,Ｒシナｰラ, 57,大野拓, 4.0, 35,  20, -54,17,162.9, ③③
,,,,,,,,,,,,,,,,,,,,,,,,17, 7,Ｎマキノタキシｰド, 55,蛯名正, 3.5, 45,  12, -55,12,101.8,②④④,17, 1,Ｎナイキフェイバｰ, 67,田中勝, 4.2, 33,* 22, -60,14, 69.4, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,13,Ａエミナ, 80,横山典, 4.5, 35, -30,   5, 9, 21.9, ⑱⑱
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-2),,,,,,,,,,,
