06年 6月25日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 6月25日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.4,,,,,■ 4R  芝2750m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.9,,,,,■10R  ダ1150m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.7,,,,
 9,16,Ｂプリティオクパシオ, 55,後藤浩, 1.2, 49,*  3, -14, 3,  6.7, ②②, 9,10, チアズエイブル,,大庭和, 3.1,,,, 4, 10.5,⑧⑧⑧, 9, 8,Ｊディｰプパｰプル, 37,大庭和, 2.4, 38, -15,   0,10,103.6,⑦⑩⑨, 9, 4,Ｋリメンバｰドリｰム, 69,村田一, 2.1, 67,   3,   6,11, 40.5, ⑪⑫
10, 3,Ｈスイｰトシャッセ, 46,小島太, 1.4, 44,  -3, -13,11,207.8, ⑥⑥,10,12, ウエスタンリピｰト,,浜野谷, 3.9,,,,12,139.3,⑫⑨⑨,10, 1,Ｆピュアウインド, 40,村田一, 2.4, 40, -17,   3, 8, 49.4,⑫⑫⑪,10,11,Ｄケイビイスパイダｰ, 72,大野拓, 2.2, 65,   1,   6, 8, 18.8, ⑫⑫
11,14,Ｇベルモントキャスカ, 47,石神深, 1.6, 44,  -2, -14, 6, 26.6, ⑥⑧,11, 6, ヤクモアクティヴ,,横山義, 4.0,,,, 8, 23.0,⑨⑩⑪,11,13,Ｈツカサオウカ, 39,山田信, 3.1, 36,*-11, -13, 6, 31.1,②③⑤,11, 6,Ｈキャピタルレタｰ, 70,山田信, 2.3, 62,  -7,* 12,14,149.4, ⑯⑮
12,15,Ｋハイフレンドステキ, 26,江田照, 1.6, 44, -10,  -7,13,244.0, ⑪⑩,12, 7, グッドインウェル,,伊藤直, 6.5,,,, 9, 53.7,⑪⑫⑬,12, 9, アサカハルナｰ,---,勝浦正, 4.4, 28, -20, -11,12,134.5,⑬⑬⑬,12, 5,Ｅシュウザンコンドル, 71,勝浦正, 2.4, 63,   0,   5,12, 41.2, ⑭⑭
13, 9,Ｍカガノマイヒメ,-10,二本柳, 2.0, 40,  -9, -12,15,460.4, ⑨⑫,13, 8, クリノフォｰチュン,,蓑島靖,28.4,,,,14,202.2,⑩⑪⑫,13, 7,Ｍマイネルヘルシャｰ,-45,高野和, 4.9, 17, -22, -15,15,340.7,⑮⑮⑭,13, 1,Ｌプライベｰトエリア, 67,北村宏, 2.5, 64,   8,  -3, 5, 14.6, ⑦⑩
14,11,Ｌライズフォモサ, 24,伊藤直, 2.1, 39,  -8, -14,16,480.8, ⑨⑨,,,,,,,,,,,,,14,15, シンボリテレスト,---,北村宏, 5.4,-29, -13, -32, 5, 24.8,⑤⑦⑫,14, 9,Ｇレオフォｰレンス, 70,蛯名正, 2.7, 62,  10,  -6, 9, 21.5, ⑥④
15, 2,Ｉシｰイズザワン, 40,板垣吉, 2.2, 37, -18,  -6,12,229.0, ⑮⑮,,,,,,,,,,,,,15,12,Ｌロングモニｰ, -7,佐藤聖, 6.4,-43, -21, -32,14,307.1,⑬⑬⑮,15,12,Ｏカソク, 56,板垣吉, 2.7, 59,  -4,   6,16,317.4, ⑮⑮
16, 4, ミウラルナ,---,田中博, 3.9, 17, -23, -21,14,458.8, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,16,10,Ｂピクシｰダスト, 76,内田博, 3.0, 60,  11, -10, 2,  5.3, ④⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-3),,,,,,,,,,,
単勝:200円 複勝:13=120円 05=450円 06=240円 枠連:670円,,,,,,,,,,,,"単勝:1,430円 複勝:09=320円 01=200円 04=1,250円 枠連:1,500円",,,,,,,,,,,,単勝:300円 複勝:06=130円 02=110円 04=170円 枠連:390円,,,,,,,,,,,,"単勝:1,650円 複勝:02=330円 16=140円 03=220円 枠連:830円",,,,,,,,,,,
"馬連:2,650円 ワイド:05-13=930円 06-13=390円 05-06=1,600円",,,,,,,,,,,,"馬連:2,730円 ワイド:01-09=810円 04-09=6,530円 01-04=3,230円",,,,,,,,,,,,馬連:380円 ワイド:02-06=190円 04-06=430円 02-04=290円,,,,,,,,,,,,"馬連:2,280円 ワイド:02-16=880円 02-03=1,040円 03-16=510円",,,,,,,,,,,
"馬単:3,820円 3連複:5,860円",,,,,,,,,,,,"馬単:7,000円 3連複:47,940円",,,,,,,,,,,,馬単:930円 3連複:800円,,,,,,,,,,,,"馬単:6,190円 3連複:4,510円 3連単:36,800円",,,,,,,,,,,
■ 2R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.6,,,,,■ 5R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,,■11R  芝1800m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-8.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福島ﾃﾚﾋﾞｵｰﾌﾟﾝ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｃベルモントソナタ, 49,内田博,, 59,*  0,   2, 1,  3.1, ①①, 1,10, ハロｰスピｰド,---,吉田隼,, 77,* -4,* 16, 1,  1.5, ②②, 1,13,Ｃマルタカハｰモニｰ, 69,内田博,, 69,*-14,* 27, 3,  4.5,③③③, 1,15,Ｂエアシェイディ, 83,後藤浩,, 81,*-13,* 31, 1,  1.7,③③②
 2,10,Ｋユウタｰジパング, 28,蛯名正, 0.1, 63, -11,* 11, 5, 12.2, ⑦⑤, 2, 2, フロストワｰク,---,中舘英, 1.3, 51,  -9,   4, 4, 12.6, ④④, 2, 2,Ｄボｰマンド, 62,吉田豊, 0.2, 65, -17,* 26, 4,  5.7,③④④, 2,11,Ｃダイワバンディット, 83,小野次, 0.0, 74,*-12,  28, 4,  8.9,①①①
 3, 9,Ｅヤクモオｰカン, 48,江田照, 0.4, 54,  -8,   4, 2,  3.3, ④⑤, 3, 3, ソニックソニア,---,北村宏, 1.4, 48,* -3,  -4, 7, 16.3, ①①, 3, 3,Ｂガッテンワン, 74,小野次, 0.2, 75, -18,* 32, 2,  4.1,⑤⑧⑥, 3, 9,Ｆロｰドフラッグ, 77,武士沢, 0.4, 71, -15,  28,10, 64.3,⑥⑥⑧
 4, 1,Ａコスモアクチュアル, 60,佐藤聖, 0.4, 52, -13,   5, 3,  6.7, ⑦⑦, 4, 7, マイネルボビッシュ,---,後藤浩, 1.6, 45,  -9,  -1, 2,  6.7, ④⑤, 4, 8,Ａシルキｰステラ, 75,小林淳, 0.3, 64, -16,  26, 1,  2.7,⑤④④, 4, 6,Ｇアサクサキニナル, 76,蛯名正, 0.5, 68, -15,  26, 3,  7.5,⑨⑥④
 5, 8, ゴｰフォｰイット,---,勝浦正, 0.6, 52, -14,   7, 9, 38.0, ⑪⑨, 5, 5, クインズプレイヤｰ,---,小林淳, 2.3, 40,* -3, -18, 5, 12.7, ②②, 5,10,Ｍキタサンメッセｰジ, 51,中舘英, 0.3, 53,*-13,  18,10, 47.6,①①①, 5,14,Ｄシェイクマイハｰト, 79,吉田隼, 0.7, 62, -15,  23, 5, 11.5,⑦⑥④
 6,11,Ｂサンワｰドビジュｰ, 59,吉田隼, 0.6, 47,  -9,  -1, 4,  7.4, ④③, 6, 9, ジョウノオアシス,---,吉田豊, 2.6, 35, -40,* 13, 6, 15.5, ⑪⑪, 6,12,Ｆエイコｰオｰカン, 61,武士沢, 0.9, 49, -17,  19, 9, 38.9,⑩⑥⑦, 6, 1,Ａスズノマｰチ, 83,北村宏, 0.7, 59,*-13,  21, 2,  6.3,③③④
 7, 5,Ｇムｰコロネｰション, 37,山田信, 0.8, 53, -24,* 13,12,123.3, ⑮⑭, 7,11, フロｰラルポケット,---,内田博, 2.9, 27, -35,   4, 3, 12.6, ⑩⑨, 7,11,Ｊキララキング, 58,村田一, 0.9, 50, -17,  20, 8, 28.7,⑧⑥⑦, 7, 5,Ｉファイトクラブ, 72,大西直, 0.7, 74, -19,* 31, 7, 49.9,⑬⑫⑨
 8, 4,Ｄアｰチャン, 48,大野拓, 0.9, 41, -14,  -1, 7, 14.4, ⑨⑨, 8, 1, マイネルランペｰジ,---,大西直, 3.2, 20, -19, -16, 8, 35.4, ⑥⑧, 8, 5,Ｇピサノアリュメｰル, 59,北村宏, 1.0, 60, -20,  26, 5, 18.0,⑪⑫⑨, 8,12,Ｅキｰボランチ, 78,内田浩, 1.3, 46, -14,  13, 6, 17.3,⑤⑤④
 9,14,Ｉテイエムマｰチ, 31,小野次, 1.0, 43,* -4,  -8, 6, 13.9, ③③, 9, 6, ステッバイステップ,---,石神深, 3.4,  7, -19, -19,11,162.6, ⑥⑥, 9, 6,Ｅタイクｰン, 61,吉田隼, 1.1, 43, -20,  16, 7, 23.7,⑤⑧⑨, 9, 8,Ｈシャｰディｰナイス, 74,吉田豊, 1.3, 44,*-12,   8,14,162.5,②②②
10, 7,Ｊキングフォンテン, 29,北村宏, 1.1, 42, -16,   1,10, 45.2, ⑪⑪,10, 4, スガノクリスタル,---,江田照, 3.7,-16, -19, -24, 9,113.7, ⑥⑥,10, 7,Ｉコスモシュクレ, 58,後藤浩, 1.2, 46, -20,  19, 6, 23.5,⑨⑩⑪,10, 4,Ｊサイレントグリｰン, 66,板垣吉, 1.4, 48, -18,  19,11, 93.2,⑩⑫⑬
11, 2,Ｆヤマニンスムｰサｰ, 38,西田雄, 1.1, 42, -17,   2,11, 91.2, ⑬⑬,11, 8, ラオムフェｰレ,---,小林久, 4.3,-34, -30, -22,10,159.0, ⑨⑨,11, 9,Ｋゼンノホワイト, 55,江田照, 1.2, 42,*-13,   6,12, 99.9,②②②,11, 2,Ｌウエノマルクン, 65,柏木健, 1.5, 44, -17,  14,12, 98.4,⑩⑨⑨
12, 3,Ｈプレステｰジピット, 37,吉田豊, 1.3, 38, -13,  -6, 8, 22.8, ⑨⑪,,,,,,,,,,,,,12, 4,Ｈマイネルナタｰレ, 59,田中博, 1.2, 45, -22,  19,11, 86.6,⑪⑪⑫,12, 3,Ｎマルハチクラスタｰ, 49,野沢憲, 1.6, 43, -17,  14, 9, 63.4,⑧⑨⑫
13,12,Ｌナイアｰス, 28,小島太, 1.9, 29, -10, -21,14,528.4, ④⑦,,,,,,,,,,,,,13, 1,Ｌカンファｰマックス, 53,山田信, 1.8, 52, -25,  24,13,278.7,⑬⑬⑬,13, 7,Ｍセイエイシェｰン, 52,内田博, 1.8, 44, -21,  19, 8, 53.9,⑭⑭⑭
14,13,Ｍノｰブルウィング, 27,柏木健, 2.5,-11,*  0, -36,13,161.5, ②②,,,,,,,,,,,,,,,,,,,,,,,,,14,10,Ｋアンクルスｰパｰ, 66,中舘英, 2.1, 40, -16,   6,13,158.1,⑫⑨⑨
15,15,Ｎメイプルプレミアム, 22,二本柳, 3.0,-14, -19, -25,15,580.0, ⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,,15,13, エトワｰルフルｰヴ,---,山田信, 2.3, 36, -21,  11,15,173.8,⑭⑭⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-17 ﾚｰｽｱｶﾞﾘ指数:+21 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-22 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:-8),,,,,,,,,,,
単勝:310円 複勝:06=150円 10=260円 09=150円 枠連:510円,,,,,,,,,,,,単勝:150円 複勝:10=110円 02=180円 03=290円 枠連:520円,,,,,,,,,,,,"単勝:450円 複勝:13=160円 02=170円 03=160円 枠連:1,170円",,,,,,,,,,,,単勝:170円 複勝:15=110円 11=210円 09=640円 枠連:630円,,,,,,,,,,,
"馬連:2,020円 ワイド:06-10=720円 06-09=310円 09-10=670円",,,,,,,,,,,,馬連:620円 ワイド:02-10=330円 03-10=510円 02-03=960円,,,,,,,,,,,,"馬連:1,210円 ワイド:02-13=540円 03-13=380円 02-03=430円",,,,,,,,,,,,"馬連:710円 ワイド:11-15=400円 09-15=1,360円 09-11=3,570円",,,,,,,,,,,
"馬単:3,290円 3連複:1,970円",,,,,,,,,,,,"馬単:740円 3連複:1,910円",,,,,,,,,,,,"馬単:2,780円 3連複:1,760円",,,,,,,,,,,,"馬単:980円 3連複:8,750円 3連単:23,830円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.5,,,,,■ 6R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.7,,,,,■ 9R  芝2600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.0,,,,,■12R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,開成山特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｂランナｰズハイ, 53,内田博,, 55,*  2,  -9, 1,  1.4,②②②, 1,14,Ａキングアｰサｰ, 60,北村宏,, 54,*  2, -11, 1,  1.5,⑥②②, 1, 9,Ｃメジロコルセア, 73,吉田豊,, 73,*  0,* 14, 2,  3.5,②①①, 1,10,Ｉベネザプレ, 58,内田博,, 67,*  2,   7, 3,  6.1,①①①
 2,15,Ｈアルファリゲル, 42,後藤浩, 0.5, 51,*  2, -14, 4, 13.0,①①①, 2,13,Ｆマイネルアモｰリオ, 49,勝浦正, 0.0, 54,*  2, -11,12,136.7,⑪②④, 2, 7,Ａネヴァｰトルネｰド, 73,武士沢, 0.4, 67,  -1,* 11, 3,  3.5,③③②, 2, 1,Ｄエスエスウィナｰ, 61,村田一, 0.5, 67,  -3,*  9, 4,  8.4,⑤⑦③
 3, 8,Ｋグランマｰジｰン, 34,高橋智, 0.5, 49,  -3,  -6, 8, 41.8,⑦⑦④, 3, 8,Ｌマイネルラプタス, 40,石神深, 0.0, 53,  -3,*  1, 5, 42.1,⑯⑩⑧, 3, 3,Ｂシンボリモｰガン, 73,北村宏, 0.9, 61,  -2,   8, 4,  6.9,⑥⑤④, 3,14,Ｃダイワブレｰド, 61,後藤浩, 0.8, 59,*  2,   1, 1,  2.2,②②②
 4,14,Ｄハタノスティング, 50,小林淳, 0.8, 48,*  1, -15, 2,  4.8,⑤③③, 4, 9,Ｈダイワアデオス, 46,蛯名正, 0.6, 48,*  2, -20, 2,  4.4,③②①, 4, 8,Ｄパルエクスプレス, 68,蛯名正, 1.0, 57,  -1,   4, 1,  2.8,④③⑤, 4, 9,Ｂシベリアンライオン, 65,吉田隼, 1.2, 60,  -5,   6, 2,  4.6,⑩⑩⑥
 5, 7,Ｃノｰブルアフェアｰ, 53,吉田隼, 0.9, 43, -10,* -1, 6, 25.3,⑫⑫⑪, 5,12,Ｅコスモスコヴィル, 51,二本柳, 0.6, 47,  -5,* -3, 9, 87.0,⑭⑬⑪, 5, 2,Ｆサムライジョｰイ, 60,土谷智, 1.4, 60,  -5,  10, 9, 66.2,⑦⑥⑥, 5,12,Ｆグラスムｰン, 60,武士沢, 1.2, 59,  -4,   6, 9, 35.5,⑧⑧⑧
 6,12,Ｉデイトレｰダｰ, 40,大庭和, 1.0, 46,  -7,* -3,10,210.6,⑪⑪⑦, 6, 1,Ｃコスモベリュｰムト, 56,後藤浩, 0.7, 47,*  3, -23, 4,  9.3,①①②, 6, 4,Ｅマイネシャロｰナ, 61,吉田隼, 1.7, 57,  -6,   8, 7, 32.4,⑧⑧⑦, 6, 4,Ｅリネンメイン, 60,南田雅, 1.3, 60,  -5,   7, 5, 17.3,⑪⑩⑩
 7, 9,Ｊトｰアアストラエア, 35,江田照, 1.1, 46,   0, -17, 7, 37.0,④④④, 7,16,Ｐマイネルレモリｰノ, 20,田中博, 1.0, 39,  -5, -17,15,236.3,⑦⑨⑩, 7, 1,Ｈタマモステイタス, 56,小野次, 1.7, 54,  -7,   6, 8, 42.5,⑧⑧⑦, 7, 7,Ｈタマモブシドウ, 58,小野次, 1.3, 56,  -1,   2, 7, 19.1,⑤④⑤
 8,10,Ｌヤマニンルンタ, 33,二本柳, 1.2, 43,  -7,  -6,12,332.0,⑩⑩⑦, 8,10,Ｋリスペット, 43,中舘英, 1.2, 42,*  2, -29, 7, 66.2,⑨②⑤, 8, 5,Ｇバンチフラワｰ, 58,後藤浩, 1.8, 50,* -1, -12, 5, 15.8,①②②, 8, 5,Ｎザルｰト, 50,山田信, 1.4, 65,  -8,* 13,13,157.0,⑭⑭⑫
 9, 5,Ｇメサジェ, 43,高野和, 1.5, 38, -11,* -5,14,504.3,⑬⑬⑪, 9, 3,Ｍコｰヒｰルンバ, 37,高橋智, 1.3, 40,  -7, -11,14,224.7,⑭⑯⑭, 9, 6,Ｉマイネルイディオス,-88,内田博, 3.5, 37,  -6, -24, 6, 23.0,⑤⑥⑨, 9, 6,Ｊエンゲルジｰク, 57,吉田豊, 1.4, 56,  -3,   3, 6, 18.1,⑧⑧⑧
10, 1,Ｆミツバシｰケンス, 43,北村宏, 2.2, 38,   0, -26, 5, 24.4,⑤④⑥,10, 4,Ｂキングポッシブル, 58,内田博, 1.4, 40,   1, -29, 3,  7.5,⑤⑦⑤,,,,,,,,,,,,,10, 8,Ｍマイネルカルディア, 52,北村宏, 2.1, 50,  -6,   1,11, 87.5,⑪⑫⑩
11, 3,Ｏシェブロンシチｰ, 27,嘉藤貴, 2.4, 35,  -5, -21,11,227.9,⑧⑧⑩,11, 6,Ｊスｰパｰアンカｰ, 44,村田一, 1.5, 39,  -4, -20,10,122.5,⑨⑪⑫,,,,,,,,,,,,,11, 2,Ｌメジロミッチェル, 54,高橋智, 2.6, 46,  -6,  -3,12,100.2,⑬⑫⑫
12,13,Ｎスピｰドサクセス, 28,加藤士, 2.7, 34,  -5, -23,13,464.4,⑧⑨⑬,12, 7,Ｏノボライトニング, 26,小野次, 1.7, 37,   1, -33,13,153.6,③⑦⑤,,,,,,,,,,,,,12,11,Ｏフジノサウスポｰ, 45,田中博, 2.7, 44,  -3, -13,14,196.4,⑤④⑥
13, 4,Ａロｰドフィｰバｰ, 57,中舘英, 2.8, 33,  -2, -30, 3, 10.9,②⑥⑦,13, 5,Ｄサｰストンラウンド, 53,柏木健, 2.0, 35,  -5, -24, 8, 81.7,⑫⑬⑬,,,,,,,,,,,,,13,15,Ｋエルカミニｰト, 56,蛯名正, 2.8, 44,  -2, -14, 8, 19.2,③④⑫
14, 2,Ｅスペシャルカｰド, 46,佐藤聖, 3.4, 30, -21,  -7, 9, 69.8,⑭⑭⑭,14, 2,Ｎウエスタンモｰダ, 30,吉田隼, 2.1, 32,  -7, -26,11,124.3,⑫⑬⑭,,,,,,,,,,,,,14, 3,Ｇバルジフォンテン, 59,小林淳, 3.6, 43,*  1, -25,10, 40.9,③③③
15, 6,Ｍスウェプトパｰティ, 31,宗像徹, 3.9, 28, -23,* -4,15,577.7,⑮⑮⑮,15,15,Ｉダイナミック, 46,吉田豊, 2.3, 33,*  2, -45, 6, 43.3,②②⑧,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16,11,Ｇタイキメルヴェｰユ, 47,田面木, 4.3,  6,  -4, -62,16,295.4,⑧⑪⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-3),,,,,,,,,,,
単勝:140円 複勝:11=110円 15=280円 08=560円 枠連:190円,,,,,,,,,,,,"単勝:150円 複勝:14=110円 13=1,290円 08=610円 枠連:6,380円",,,,,,,,,,,,単勝:350円 複勝:09=150円 07=150円 03=170円 枠連:290円,,,,,,,,,,,,"単勝:610円 複勝:10=200円 01=200円 14=130円 枠連:4,130円",,,,,,,,,,,
