06年 8月27日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 8月27日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.6,,,,,■ 4R  芝1000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7.8,,,,,■10R  ダ1700m 3歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,
 9,11,Ｅメイドカフェ, 45,川田将, 1.5, 51,  -2,  -4, 9, 62.4, ⑦⑧, 9, 8, テイエムヨカアンベ,---,菊地昇, 3.0, -8, -12, -36, 9,119.2, ⑤⑧, 9, 8,Ｅワンマイドリｰム, 61,橋本美, 1.1, 52,   2,  -6, 2,  3.2, ③⑤, 9,13,Ｍオｰスミステイヤｰ, 72,熊沢重, 2.1, 73,   8,   5,14,174.1,⑦⑦⑧
10, 3,Ｋシュンテラス, 25,石橋守, 2.4, 37,  -6, -14, 6, 24.5, ⑨⑨,,,,,,,,,,,,,10, 3,Ｄコッパミジン, 64,熊沢重, 1.2, 51,*  7, -12, 5, 13.6, ②②,10, 6,Ｊツルマルファイタｰ, 74,小牧太, 2.1, 76,   7,  10, 9, 27.5,⑪⑪⑪
11, 1,Ｇツルミアリエル, 41,中村将, 3.0, 29, -18, -15,10, 93.9, ⑫⑫,,,,,,,,,,,,,11, 4,Ｆヒシアニマ, 60,田嶋翔, 1.5, 47,   1, -10,10, 68.1, ⑤⑥,11, 8,Ｌトップオブワｰルド, 73,鮫島良, 2.2, 74,   6,   9,11, 79.1,⑨⑪⑬
12, 6,Ｌフジノイチヒメ, 12,中谷雄, 3.0, 30,  -8, -21,12,333.3, ⑪⑪,,,,,,,,,,,,,12,11,Ｐメイショウギリｰ, 27,飯田祐, 1.5, 47, -11,   1,13,161.0, ⑬⑬,12,11,Ａゼンノストライカｰ, 87,石橋守, 2.3, 71,  11,   0, 5,  8.7,④④④
,,,,,,,,,,,,,,,,,,,,,,,,13, 6,Ｌプリンセススピカ, 38,小林久, 1.6, 47, -17,   5,12,139.3, ⑮⑭,13, 4,Ｉハッピｰトゥモロｰ, 80,野元昭, 2.3, 73,   5,   9,13,169.9,⑭⑬⑭
,,,,,,,,,,,,,,,,,,,,,,,,14,18,Ｑラブイズキング, 16,中村将, 1.9, 38, -24,   3,15,320.9, ⑯⑯,14,10,Ｋホｰマンベルウィン, 74,渡辺薫, 2.4, 72,   5,   8,15,202.4,⑬⑬⑭
,,,,,,,,,,,,,,,,,,,,,,,,15,15,Ｎワンダｰランナｰ, 34,赤木高, 2.0, 41, -25,   7,16,332.8, ⑰⑯,15, 7,Ｆマルカフレンチ, 82,橋本美, 3.7, 60,   9, -11, 7, 19.7,④⑦⑨
,,,,,,,,,,,,,,,,,,,,,,,,16,10,Ｍフクノフラッシュ, 38,北村友, 2.0, 36, -18,  -4,17,343.1, ⑭⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17, 7,Ｏグリンデルワルト, 31,岩崎祐, 2.2, 41,   1, -21,11,104.2, ⑤⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+13 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+13 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:86 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:不良(指数:-9),,,,,,,,,,,
"単勝:900円 複勝:08=290円 04=150円 07=1,840円 枠連:1,150円",,,,,,,,,,,,単勝:290円 複勝:03=120円 02=120円 06=140円 枠連:550円,,,,,,,,,,,,"単勝:220円 複勝:13=130円 14=300円 16=2,560円 枠連:1,170円",,,,,,,,,,,,"単勝:420円 複勝:12=150円 14=270円 03=190円 枠連:1,410円",,,,,,,,,,,
"馬連:1,180円 ワイド:04-08=560円 07-08=8,500円 04-07=4,720円",,,,,,,,,,,,馬連:410円 ワイド:02-03=160円 03-06=290円 02-06=250円,,,,,,,,,,,,"馬連:1,130円 ワイド:13-14=650円 13-16=3,860円 14-16=14,780円",,,,,,,,,,,,"馬連:1,940円 ワイド:12-14=690円 03-12=620円 03-14=960円",,,,,,,,,,,
"馬単:3,290円 3連複:54,410円",,,,,,,,,,,,馬単:840円 3連複:590円,,,,,,,,,,,,"馬単:1,770円 3連複:41,390円",,,,,,,,,,,,"馬単:3,280円 3連複:4,070円 3連単:25,710円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.0,,,,,■ 5R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,,■ 8R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,,■11R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,若戸特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａバクシンハヤブサ, 53,田嶋翔,, 53,* -1,  -5, 1,  3.0, ②①, 1, 8,Ａダイショウジェット, 62,武豊  ,, 59,* -1,* -2, 1,  1.3,③③①, 1, 4,Ｄアラビアンナイト, 67,角田晃,, 69,   5,   6, 2,  5.4,⑩⑧⑥, 1, 5,Ｂマルイチハミング, 68,幸英明,, 62,* -2,   6, 4,  7.8,②②①
 2,11,Ｄニホンピロルｰジュ, 49,小牧太, 0.2, 50,* -1,  -7, 3,  4.2, ①②, 2,14,Ｂホブノブ, 56,小牧太, 0.5, 55,* -1,  -8, 2,  5.0,②②③, 2, 5,Ｉポｰトメリヨン, 58,熊沢重, 0.2, 69,   7,   0,12, 86.2,⑨⑤②, 2, 9,Ａサクラオリオン, 75,熊沢重, 0.1, 64,  -4,*  9, 3,  5.0,⑥④④
 3, 3,Ｃブライアンズイｰラ, 50,武豊  , 0.2, 53, -15,*  3, 4,  6.5, ⑨⑦, 3, 6,Ｄグロリアスジュエル, 48,野元昭, 1.1, 50,*  0, -15, 6, 62.4,①①②, 3, 3,Ａスペｰスリｰダｰ, 72,和田竜, 0.5, 65,   2,   5, 3,  5.6,⑧⑩⑦, 3,10,Ｄアグネスヨジゲン, 65,武豊  , 0.3, 57,  -7,   5, 1,  2.2,⑨⑦⑤
 4, 7, クインネｰジュ,---,酒井学, 0.4, 48,  -6,  -6, 9,112.6, ④③, 4, 3,Ｇトウカイタイクｰン, 41,幸英明, 1.2, 46,  -7,* -4, 3,  9.7,⑫⑧⑧, 4,14,Ｃスナｰクエベレスト, 68,中村将, 0.8, 58,  -4,* 10, 6, 11.5,⑫⑬⑬, 4, 7,Ｉマイネルリｰデル, 58,和田竜, 0.3, 60,  -8,*  8, 8, 49.4,⑪⑩⑨
 5,12, リバレンスハｰバｰ,---,内田浩, 0.6, 44,* -2, -10, 2,  4.1, ②③, 5,11,Ｅスリｰオペレｰタｰ, 44,菊地昇, 1.5, 45,  -5, -10, 7, 70.8,⑧⑥⑥, 5,10,Ｆエスコｰトシチｰ, 64,川田将, 0.9, 63,*  8,  -9, 9, 40.8,③②②, 5, 8,Ｇエリモブラスト, 60,渡辺薫, 0.3, 53,* -5,   1, 7, 24.1,③③②
 6, 8,Ｅジャストファイブ, 47,中村将, 0.9, 39, -17,  -6, 5, 10.5, ⑨⑩, 6,13,Ｈザカロッサル, 39,船曳文, 2.1, 37, -10, -10,11,145.2,⑨⑪⑩, 6,11,Ｏウェルカムドリンク, 50,赤木高, 1.0, 59,  -3,* 10,14,134.9,⑭⑬⑬, 6,11,Ｅジェネビアン, 63,赤木高, 0.4, 57,  -4,   4, 5, 11.3,⑤④⑤
 7,14,Ｉスパイラルライフ, 32,北村友, 0.9, 38, -10, -10,14,386.0, ⑤⑤, 7,10,Ｃストロングパワｰ, 53,田中克, 2.2, 38,* -4, -23, 4, 21.2,⑤④④, 7, 6,Ｂマイネルトラヴェル, 68,武豊  , 1.0, 58,   1,  -2, 1,  2.5,⑩⑩⑦, 7, 3,Ｆアグネスヘルメス, 61,小牧太, 0.4, 59,  -5,   6, 6, 22.7,⑥⑦⑨
 8,13,Ｆセフティｰトキメキ, 44,飯田祐, 1.1, 38, -14,  -8, 6, 11.5, ⑦⑧, 8, 9, ピエナキュｰティｰ,---,川田将, 2.3, 39,  -5, -18, 8, 81.4,⑤⑥④, 8, 7,Ｅエアデルソｰル, 67,鮫島良, 1.0, 62,*  8, -10, 4,  8.4,⑤②④, 8, 2,Ｃヨドノテイオｰ, 65,川田将, 0.5, 54,  -8,   4, 2,  4.2,⑧⑦⑤
 9, 1,Ｈシャカオｰ, 34,北村浩, 1.2, 39, -30,*  1,12,216.6, ⑫⑫, 9,15,Ｊハｰトランドウララ, 36,小池隆, 2.3, 39,  -3, -21, 9, 91.5,③⑤⑥, 9,12,Ｋパワｰラン, 55,太宰啓, 1.4, 55,  -9,* 15,13,113.1,⑮⑮⑮, 9, 1,Ｋナンゴクライデン, 55,太宰啓, 0.7, 50,* -2,  -6,10, 82.3,①①②
10, 9,Ｂナリタチｰフ, 52,鮫島良, 1.3, 34, -13, -11, 7, 26.3, ⑦⑧,10, 7,Ｍメイケイハンタｰ, 28,熊沢重, 3.0, 33,  -7, -21,13,271.0,⑨⑨⑨,10,15,Ｍパワｰクレスト, 51,高橋亮, 1.5, 56,   0,  -1,15,225.7,⑬⑫⑪,10,12,Ｈナムラカブラヤ, 59,橋本美, 0.9, 54, -11,*  7,11,126.5,⑫⑫⑫
11, 4,Ｇロドリゴダンサｰ, 39,赤木高, 1.4, 34,  -9, -14, 8, 29.0, ⑤⑤,11, 2,Ｆウォルトンパワｰ, 42,北村友, 3.4, 29, -11, -21,10,107.9,⑬⑫⑫,11, 8,Ｈエプソムドン, 60,北村友, 1.5, 56,*  6, -15, 5, 10.3,⑤②④,11, 6,Ｊネイルカイザｰ, 56,石橋守, 1.0, 46,  -9,  -1, 9, 74.2,⑩⑪⑨
12, 5, ワｰドフュｰチャｰ,---,田中克, 1.5, 30, -25,  -7,10,122.4, ⑪⑪,12,12,Ｋテイエムファイト, 33,佐久間, 3.7, 30, -11, -21,15,528.6,⑮⑭⑭,12, 9,Ｎセンタｰベステ, 50,小牧太, 1.8, 56,*  9, -18, 8, 24.2,②①①,12, 4,Ｌカシノトｰマス, 54,野元昭, 1.2, 46,* -3,  -9,12,180.2,③④⑤
13, 2, クラウドキャッスル,---,角田晃, 2.2, 25, -38,  -4,11,173.8, ⑭⑭,13, 4,Ｌジャックナデシコ, 31,赤木高, 3.8, 29, -11, -22,12,213.0,⑭⑫⑫,13, 1,Ｌフォグキャスケｰド, 54,幸英明, 2.7, 49,   6, -22,10, 44.1,③⑥⑦,,,,,,,,,,,,
14,10, デルマアマゾン,---,菊地昇, 3.8,-23, -30, -25,13,351.2, ⑫⑬,14, 1,Ｉヒシオｰシャン, 37,田嶋翔, 4.7, 24,  -8, -36,14,312.1,⑤⑨⑩,14, 2,Ｇルスナイサンバ, 61,渡辺薫, 3.1, 43,   2, -23, 7, 21.1,⑤⑨⑪,,,,,,,,,,,,
,,,,,,,,,,,,15, 5, テイエムキバルオｰ,---,酒井学, 9.1,-39, -12, -71, 5, 49.2,⑨⑮⑮,15,13,Ｊクイッククイック, 58,田中克, 3.3, 40,   4, -31,11, 48.9,①⑥⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:重(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:不良(指数:-2),,,,,,,,,,,
単勝:300円 複勝:06=130円 11=150円 03=210円 枠連:270円,,,,,,,,,,,,単勝:130円 複勝:08=100円 14=130円 06=380円 枠連:210円,,,,,,,,,,,,"単勝:540円 複勝:04=180円 05=1,450円 03=270円 枠連:15,860円",,,,,,,,,,,,単勝:780円 複勝:05=190円 09=150円 10=130円 枠連:560円,,,,,,,,,,,
馬連:590円 ワイド:06-11=230円 03-06=430円 03-11=660円,,,,,,,,,,,,"馬連:220円 ワイド:08-14=140円 06-08=700円 06-14=1,300円",,,,,,,,,,,,"馬連:15,880円 ワイド:04-05=3,300円 03-04=760円 03-05=5,440円",,,,,,,,,,,,"馬連:1,740円 ワイド:05-09=590円 05-10=310円 09-10=230円",,,,,,,,,,,
"馬単:1,160円 3連複:2,030円",,,,,,,,,,,,"馬単:290円 3連複:1,900円",,,,,,,,,,,,"馬単:28,020円 3連複:38,560円",,,,,,,,,,,,"馬単:3,970円 3連複:1,190円 3連単:9,800円",,,,,,,,,,,
■ 3R  芝2900m 3歳上未勝利 定量,,,,,,,,,,,,■ 6R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.7,,,,,■ 9R  芝1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-0.3,,,,,■12R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,八幡特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9, ニシノニシｰノ,,内田浩,,,,, 1,  2.1,③①①, 1, 3,Ｃプリムラシチｰ, 61,和田竜,, 74,*  7,   2, 1,  2.7,①①①, 1, 2,Ｄフラワリングバンク, 80,生野賢,, 84,* 10,  13, 2,  4.4, ②②, 1,11,Ｃロングフラワｰ, 71,橋本美,, 78,* 10,   8, 3,  6.1, ①①
 2,10, フリｰスタイル,,熊沢重, 1.1,,,, 2,  3.2,②②②, 2,12,Ｂトウカイメガミ, 61,幸英明, 0.3, 69,  -1,* 14, 3,  5.4,⑩⑨④, 2, 5,Ｍロｰドフュｰジョン, 62,熊沢重, 0.4, 71,   5,   8, 8, 32.8, ③②, 2, 8,Ｈプレシャスドロップ, 60,飯田祐, 0.2, 76,   4,* 11, 5, 10.6, ③③
 3,12, レオスタｰライト,,柴田大, 2.2,,,, 4, 12.7,⑨⑥⑤, 3, 9,Ｆテイエムカリｰナ, 53,北村友, 0.5, 63,   0,*  3, 6, 13.6,⑤④②, 3, 8,Ｅミュゲドボヌｰル, 76,幸英明, 0.5, 78,  -5,* 18, 3,  5.4, ⑩⑥, 3,10,Ａメイショウトッパｰ, 79,和田竜, 0.2, 74,*  7,   8, 1,  2.2, ②②
 4, 7, マルブツトルネｰド,,今村康, 2.4,,,, 5, 15.3,④②③, 4,11,Ｋケンブリッジファン, 42,熊沢重, 0.7, 64,*  4,  -3, 9, 64.4,③②②, 4,10,Ａチｰキｰガｰルズ, 81,北村友, 0.7, 63,* 18,  -9, 7, 12.0, ①①, 4, 3,Ｆドリｰムゲッタｰ, 63,赤木高, 0.8, 68,   1,   9, 8, 52.8, ⑥⑥
 5, 8, センティｰレ,,白坂聡, 3.8,,,, 6, 23.6,①④④, 5,13,Ｉラブイズエンジェル, 48,武豊  , 0.8, 63,   3,  -1, 5, 12.2,⑤④④, 5,12,Ｂトｰワユメジ, 81,渡辺薫, 0.8, 71,  -3,  13, 6, 11.0, ⑩⑫, 5, 6,Ｂパパラチア, 72,田中克, 1.0, 64, -13,* 13, 6, 17.2, ⑨⑧
 6,11, スリｰエリシオ,,佐久間, 4.5,,,,12, 99.8,⑦⑤⑤, 6, 5,Ｅマダムウイナｰ, 53,川田将, 1.0, 60,   1,  -1, 2,  3.9,⑦⑦⑥, 6, 1,Ｆエイシンヴァイデン, 74,武豊  , 0.9, 66,   2,   7, 1,  3.2, ⑤④, 6, 4,Ｇニシノマｰメイド, 63,太宰啓, 1.0, 59,   2,   1, 4,  9.3, ③④
 7, 6, メイショウイグアス,,小坂忠, 5.9,,,,11, 82.7,⑤⑧⑧, 7,16,Ｇスリｰキセキ, 52,橋本美, 1.0, 60,  -4,*  8, 8, 45.0,⑭⑭⑧, 7, 6,Ｃシゲルダイハッカイ, 80,川田将, 1.0, 59,   1,   1, 4,  8.0, ④④, 7, 9,Ｉカシノマイケル, 59,渡辺薫, 1.1, 56,   2,  -1, 7, 32.0, ③④
 8, 1, ベネディクタス,,高野容, 5.9,,,, 7, 32.2,⑧⑨⑦, 8, 4,Ｈバロッサバレｰ, 48,鮫島良, 1.9, 48,  -1, -12,10, 77.9,⑨⑨⑫, 8,11,Ｈシロキタファルコン, 72,田嶋翔, 1.2, 60, -14,* 12,10, 44.4, ⑬⑬, 8, 1,Ｄコスモルビｰ, 71,武豊  , 1.4, 52,  -3,  -1, 2,  3.5, ⑥⑥
 9, 2, クリアｰザコｰスト,,岩崎祐, 6.9,,,, 3,  6.4,⑫⑫⑫, 9,14,Ｍフェアリｰメｰカｰ, 38,中村将, 2.1, 43,  -4, -12,12,119.3,⑪⑪⑧, 9, 3,Ｇケイウンバクシン, 73,小牧太, 1.2, 59,  -1,   3, 5,  9.1, ⑤⑥, 9, 2,Ｊハッスルガｰル, 59,北村友, 1.6, 48,  -9,   0,10, 97.4, ⑧⑨
10, 5, ナリタブラック,,林満明, 6.9,,,, 8, 50.4,⑨⑩⑩,10, 2,Ａスｰパｰジェット, 63,小牧太, 2.2, 46,*  3, -24, 4,  5.8,③③⑥,10, 4,Ｉチャレンジセイエン, 70,鮫島良, 1.3, 56,  -3,   2,13,112.3, ⑦⑧,10, 7,Ｅスナｰクボｰイ, 63,金折知, 2.3, 43, -19,   4, 9, 69.8, ⑪⑪
11, 4, ミラクルゲッタｰ,,出津孝, 7.2,,,,10, 82.0,⑤⑦⑧,11, 6,Ｌコトノハ, 38,赤木高, 2.7, 40,  -4, -16,11, 89.6,⑮⑮⑭,11, 7,Ｊオメガスピリット, 69,赤木高, 1.6, 52,  -2,  -2, 9, 37.2, ⑦⑧,11, 5,Ｋカシノハｰバｰ, 45,野元昭, 3.0, 32, -13, -16,11,206.7, ⑨⑩
12, 3, ナムラアｰク,,菊地昇, 7.3,,,, 9, 52.1,⑪⑪⑪,12,15,Ｄヒカルラフィｰネ, 56,角田晃, 2.8, 39,  -3, -21, 7, 34.4,⑪⑪⑧,12, 9,Ｋタマモヘラクレス, 69,石橋守, 1.8, 46,  -7,  -4,12, 75.3, ⑩⑧,,,,,,,,,,,,
,,,,,,,,,,,,13, 7,Ｊラヴリｰビコｰ, 42,中谷雄, 3.5, 33,   0, -37,15,319.1,⑦⑧⑧,13,13,Ｌウインリゲル, 68,太宰啓, 2.6, 41,  -1, -16,11, 52.7, ⑦⑧,,,,,,,,,,,,
,,,,,,,,,,,,14,10,Ｐテイエムサファイヤ, 18,渡辺薫, 4.0, 30,  -2, -41,14,154.6,⑪⑪⑫,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15, 1,Ｏシンコｰパｰル, 24,田中克, 4.1, 27,  -6, -39,16,361.3,⑯⑮⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16, 8,Ｎラガｰスマイル, 36,高野容, 5.7,  4,   2, -74,13,153.7,②④⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:不良(指数:-3),,,,,,,,,,,
単勝:210円 複勝:09=100円 10=120円 12=180円 枠連:230円,,,,,,,,,,,,単勝:270円 複勝:03=130円 12=180円 09=380円 枠連:690円,,,,,,,,,,,,"単勝:440円 複勝:02=180円 05=850円 08=200円 枠連:6,740円",,,,,,,,,,,,単勝:610円 複勝:11=170円 08=220円 10=130円 枠連:590円,,,,,,,,,,,
馬連:210円 ワイド:09-10=130円 09-12=340円 10-12=350円,,,,,,,,,,,,馬連:780円 ワイド:03-12=360円 03-09=690円 09-12=890円,,,,,,,,,,,,"馬連:11,760円 ワイド:02-05=3,720円 02-08=450円 05-08=3,090円",,,,,,,,,,,,"馬連:2,130円 ワイド:08-11=580円 10-11=260円 08-10=420円",,,,,,,,,,,
