06年 5月13日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 5月13日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.6,,,,,■ 4R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.7,,,,,■ 7R  芝1400m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.9,,,,,■10R  芝2400m 4歳上1000万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0.3,,,,
15,13,Ｌポピｰリｰス, 45,幸英明, 3.0, 33,  16, -62,11,123.8, ⑤⑩,15,12,Ｏランイズマネｰ, 44,熊沢重, 2.9, 44,* 16, -55,13, 70.2,①②④,,,,,,,,,,,,,15,10,Ｊウォｰタｰオｰレ, 70,秋山真, 2.2, 59,   8, -12, 6, 18.4, ④⑤
16, 6, スペシャルイヤｰ,---,小林徹, 3.8, 25,  11, -64,10, 95.6, ⑬⑮,,,,,,,,,,,,,,,,,,,,,,,,,16, 3,Ｐキャントンガｰル, 60,角田晃, 2.8, 47, -14,   4,11, 54.3, ⑯⑯
17, 3,Ｍマジカルサリｰ, 41,橋本美, 3.9, 24,  15, -74,14,200.9, ⑧⑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18, 2, ヒカリノメガミ,---,小林慎, 8.0,-23,   8, ---,17,387.5, ⑯⑰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+20 ﾚｰｽｱｶﾞﾘ指数:-17 馬場:重(指数:13),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+13 ﾚｰｽｱｶﾞﾘ指数:-17 馬場:不良(指数:13),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:不良(指数:-9),,,,,,,,,,,
"単勝:430円 複勝:17=170円 18=610円 12=240円 枠連:5,500円",,,,,,,,,,,,"単勝:2,370円 複勝:05=540円 03=160円 09=380円 枠連:370円",,,,,,,,,,,,"単勝:200円 複勝:11=130円 02=660円 13=440円 枠連:2,770円",,,,,,,,,,,,"単勝:2,050円 複勝:04=610円 02=220円 07=1,830円 枠連:3,530円",,,,,,,,,,,
"馬連:7,390円 ワイド:17-18=2,030円 12-17=550円 12-18=3,150円",,,,,,,,,,,,"馬連:5,080円 ワイド:03-05=1,350円 05-09=4,080円 03-09=780円",,,,,,,,,,,,"馬連:3,480円 ワイド:02-11=1,360円 11-13=770円 02-13=3,410円",,,,,,,,,,,,"馬連:8,540円 ワイド:02-04=2,980円 04-07=11,320円 02-07=5,740円",,,,,,,,,,,
"馬単:12,260円 3連複:14,620円",,,,,,,,,,,,"馬単:12,950円 3連複:13,800円",,,,,,,,,,,,"馬単:4,200円 3連複:10,700円 3連単:60,160円",,,,,,,,,,,,"馬単:18,730円 3連複:84,510円 3連単:611,140円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
