06年 2月11日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 2月11日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(父) 馬齢,,,,,,,,,,,,■ 4R  芝1600m 3 歳未勝利(牝) 馬齢,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(牝) 別定,,,,,,,,,,,,■10R  芝1800m 4歳上1000万(混) 別定,,,,,,,,,,,
10, 1,Ｈウインドサｰベル, 45,小牧太, 2.2, 36, -18,  -3,11,155.4,⑪⑬⑭,10,13,Ｅビッグエルメス, 47,川島信, 1.0, 43,* -1, -20, 5, 13.3,①①②,10, 3,Ｆツルミベレイザ, 60,石橋守, 2.7, 54,  -4,  -3, 7, 19.7,⑭⑬⑬, 9, 8,Ｈエムティｰダイオｰ, 71,秋山  , 0.7, 61,* -6,  12,10, 68.6,②②②
11, 6,Ｆコスミックパワｰ, 48,熊沢  , 2.5, 29, -13, -14, 6, 28.8,③②⑤,11, 2,Ｈメイショウチュラ, 40,四位  , 1.2, 45,  -9,  -9, 3,  5.4,⑫⑫⑨,11,10,Ｋバレエブラン, 55,福永  , 3.2, 50,   0, -16, 5, 12.6,⑤⑤⑥,11, 3,Ｇトウカイポピｰ, 72,幸    , 0.8, 74, -14,  28,12,122.2,⑮⑮⑪
12, 5,Ｌクリノライアン, 29,古川吉, 2.5, 31, -16,  -9,12,174.2,⑧⑦⑩,12,12,Ｄティンクルハｰト, 48,松永  , 1.6, 39, -11, -12, 8, 33.8,⑭⑭⑮,12,12,Ｌシルクホｰムラン, 55,四位  , 3.4, 47,  -1, -16, 3,  7.3,⑥⑥⑨,12, 6,Ｄスリｰスピニング, 76,上村  , 1.1, 61, -12,  20, 7, 27.9,⑪⑬⑪
13,16,Ｏテイエムピュアデｰ, 24,佐久間, 2.7, 23,*-13, -20, 9, 87.4,①①③,13, 6,Ｏスナｰクギャル, 19,秋山  , 2.2, 26,  -5, -32,13,181.3,③④⑨,13,11,Ａヤマニンアリエル, 67,武豊  , 3.8, 45,  -3, -17, 2,  3.1,⑩⑩⑪,13, 5,Ｋサンショｰオｰ, 70,ペリエ, 1.2, 58, -12,  19, 6, 18.4,⑪⑩⑪
14,15,Ｐダンシングタイガｰ, 12,池添  , 2.9, 29, -16, -13,15,364.4,⑧⑨⑦,14, 9,Ｌルスナイエｰス, 29,本田  , 2.5, 24,  -8, -31,16,677.2,⑨⑧⑭,14,13,Ｊイズミバｰド, 56,松永  , 5.3, 34,  -3, -32,13, 74.1,⑥⑫⑬,14,13,Ｍゲイリｰクィンビｰ, 68,安部幸, 1.2, 58, -11,  16,15,340.4,⑨⑨⑧
15,13,Ｍヒミノエリカ, 28,小坂  , 2.9, 30, -19,  -8,16,713.7,⑭⑭⑮,15, 3,Ｎワンダｰピュアティ, 25,小林徹, 2.5, 25,  -7, -32,14,280.6,⑥⑧⑨,,,,,,,,,,,,,15,11,Ｏビッグオスカｰ, 65,芹沢  , 1.4, 51,  -9,   9,11,100.0,⑤⑤④
16,14,Ｉマイネルシェルツ, 44,松永  , 3.1, 30, -20,  -6, 7, 65.1,⑮⑯⑯,16,10,Ｐフレンチアイドル, 13,古川吉, 3.3, 13,  -4, -50,10, 53.7,②④⑥,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+23 馬場:良(指数:0),,,,,,,,,,,
単勝:750円 複勝:04=190円 12=130円 08=160円 枠連:700円,,,,,,,,,,,,"単勝:1,490円 複勝:14=340円 15=150円 08=320円 枠連:660円",,,,,,,,,,,,単勝:270円 複勝:02=140円 07=280円 05=920円 枠連:670円,,,,,,,,,,,,単勝:180円 複勝:09=110円 10=130円 15=200円 枠連:330円,,,,,,,,,,,
馬連:840円 ワイド:04-12=320円 04-08=610円 08-12=270円,,,,,,,,,,,,"馬連:1,780円 ワイド:14-15=720円 08-14=1,600円 08-15=550円",,,,,,,,,,,,"馬連:1,200円 ワイド:02-07=530円 02-05=2,680円 05-07=7,170円",,,,,,,,,,,,馬連:320円 ワイド:09-10=160円 09-15=350円 10-15=500円,,,,,,,,,,,
"馬単:2,350円 3連複:1,130円",,,,,,,,,,,,"馬単:4,670円 3連複:4,910円",,,,,,,,,,,,"馬単:1,620円 3連複:23,760円",,,,,,,,,,,,"馬単:490円 3連複:920円 3連単:2,470円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利 馬齢,,,,,,,,,,,,■ 5R  ダ1800m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝3790m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■11R  ダ1400m 4歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,淀ｼﾞｬﾝﾌﾟｽﾃｰｸｽ,,,,,,,,,,,,すばるｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｂワンダｰプロ, 55,小牧太,, 63,  -9,*  8, 1,  1.6,⑤⑤③, 1, 4, ライトストロング,---,幸    ,, 40,*-38,  17, 1,  2.4,①①①, 1, 9, マルカラスカル,,西谷  ,,,,, 1,  1.7,①①①, 1, 1,Ｆメイショウサライ, 86,秋山  ,, 90,   1,* 25, 5, 10.0,⑪⑥⑤
 2, 6,Ａドリｰムプランナｰ, 56,太宰  , 0.1, 62,* -4,   2, 2,  5.4,①②②, 2, 2, ゼンノコルモ,---,千田  , 0.0, 47, -40,* 21, 6, 12.6,④⑤④, 2, 3, タガジョｰシャトル,,金折  , 0.5,,,, 2,  4.2,②②②, 2, 8,Ａシルヴァｰゼット, 94,ペリエ, 0.0, 87,*  5,  20, 1,  3.0,②②①
 3, 8,Ｃケイアイシュンライ, 50,佐久間, 0.2, 57, -13,*  6, 7, 51.0,⑤⑦⑧, 3, 7, ツルマルスリｰ,---,秋山  , 0.1, 46, -40,* 21, 5, 11.6,⑥⑤④, 3,10, タニノエタニティ,,熊沢  , 2.5,,,, 3,  5.8,③③③, 3, 7,Ｃテイエムアクション, 89,橋本美, 0.1, 86,*  3,  21, 3,  6.3,④③③
 4, 4,Ｇラスカルデュｰク, 43,秋山  , 0.5, 57,  -6,   0, 9, 76.0,⑤③③, 4, 6, ナムラドロシｰ,---,小林徹, 0.3, 37, -39,  16, 3,  6.7,③③②, 4, 8, ラストコンテスト,,黒岩  , 3.8,,,, 7, 48.6,⑥⑤④, 4, 5,Ｅサイモンセッズ, 87,松永  , 0.5, 79,*  2,  16, 7, 17.2,⑥③③
 5,10,Ｈタキオンシチｰ, 42,四位  , 0.6, 57, -11,   4, 5, 14.4,⑨⑦⑤, 5, 5, キングメモリｰ,---,長谷川, 0.8, 22,*-39,  10, 2,  2.9,②②②, 5,13, テイエムアラムシャ,,出津  , 5.0,,,, 8, 67.7,③⑥⑥, 5, 6,Ｄクワイエットデイ, 89,幸    , 0.7, 79,   0,  18, 6, 12.1,⑥⑥⑦
 6, 9,Ｄロングエンパイヤ, 48,河北  , 0.6, 56, -15,*  8, 6, 25.5,⑩⑪⑪, 6, 1, キアヌバロｰズ,---,福永  , 1.4, 23, -43,  13, 7, 16.4,⑧⑧⑧, 6, 6, ディバイドバイゼロ,,村山  , 5.1,,,,11,128.4,③④⑤, 6,12,Ｉタイギャラント, 83,武豊  , 0.7, 81,  -5,* 23,10, 42.5,⑬⑬⑪
 7, 2,Ｆブライティアメッセ, 47,松永  , 0.8, 55, -12,   3, 8, 74.7,⑩⑩⑧, 7, 3, マイレイサウンド,---,本田  , 1.4, 17, -40,   8, 4, 10.4,⑥⑤④, 7,11, キクノプロスパ,,高田  , 6.7,,,,14,274.2,⑩⑧⑦, 7, 2,Ｊテンケイ, 80,安部幸, 0.7, 78,  -4,  19,14,192.5,⑫⑨⑦
 8, 3,Ｉシゲルジコバイバイ, 40,中村将, 1.5, 45, -12,  -8,10,175.4,⑧⑦⑤, 8, 8, ナムラベンケイ,---,佐久間, 1.4, 12, -41,   6, 8, 46.1,④③⑦, 8, 4, マチカネビシャモン,,矢原  , 8.0,,,, 9, 77.7,⑫⑫⑩, 8, 4,Ｎエｰピｰフラッシュ, 78,古川吉, 0.9, 80,  -6,* 23,16,265.3,⑭⑭⑭
 9, 5,Ｅマイティｰキラｰ, 47,安藤勝, 1.6, 46,* -3, -14, 3,  5.8,①①①,,,,,,,,,,,,, 9, 7, ワンモアディネロ,,蓑島  , 8.1,,,,13,157.8,⑪⑪⑩, 9,11,Ｍエイシンハンプトン, 78,上村  , 1.0, 78,  -2,  18, 4,  8.7,⑥⑨⑨
10, 1,Ｌヒルノラポストｰル, 32,黒岩  , 1.6, 46, -18,   0,11,394.5,⑬⑬⑫,,,,,,,,,,,,,10,12, ジェイケイテイオｰ,,田中剛, 8.2,,,, 6, 19.9,⑨⑨⑧,10,13,Ｏアグネスウイング, 77,小牧太, 1.0, 84,  -9,* 28,11, 45.3,⑯⑯⑯
11,11,Ｋケイエスヨシキ, 33,難波  , 2.9, 31, -15, -15,13,487.3,⑫⑪⑫,,,,,,,,,,,,,11, 2, ライジングフェイス,,小坂  , 8.6,,,,12,154.6,⑧⑦⑧,11, 3,Ｌプライドキム, 78,芹沢  , 1.2, 71,*  5,   7,15,194.5,①①②
12, 7,Ｍカルストンフラワｰ,  5,飯田  , 2.9, 31, -10, -20,12,441.9,④⑥⑧,,,,,,,,,,,,,12, 5, ストｰムセイコｰ,,岩崎  , 9.7,,,,10,103.6,⑬⑬⑬,12, 9,Ｈケイアイメルヘン, 84,福永  , 1.4, 71,   1,  10, 8, 21.6,③⑤⑤
13,12,Ｊチャｰムスタｰ, 35,本田  , 4.1, 19,  -7, -35, 4, 11.1,③③⑤,,,,,,,,,,,,,13, 1, ノボリハウツｰ,,仲田  , 9.9,,,, 4, 14.9,⑦⑩⑫,13,15,Ｇトップオブワｰルド, 85,池添  , 1.8, 69,  -8,  16, 9, 31.5,⑭⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,10,Ｂマイティスプリング, 92,安藤勝, 1.8, 66,  -2,  10, 2,  4.1,④⑧⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,14,Ｐアンブロワｰズ, 72,川島信, 2.0, 64,  -3,   9,12, 68.2,⑥⑨⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｋダイワバンディット, 79,長谷川, 2.1, 63,  -2,   7,13, 93.4,⑩⑨⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-37 ﾚｰｽｱｶﾞﾘ指数:+39 馬場:良(指数:-4),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:良(指数:-3),,,,,,,,,,,
単勝:160円 複勝:13=110円 06=160円 08=560円 枠連:330円,,,,,,,,,,,,単勝:240円 複勝:04=110円 02=270円 07=230円 枠連:0円,,,,,,,,,,,,単勝:170円 複勝:09=100円 03=130円 10=140円 枠連:330円,,,,,,,,,,,,"単勝:1,000円 複勝:01=300円 08=150円 07=220円 枠連:1,130円",,,,,,,,,,,
"馬連:390円 ワイド:06-13=210円 08-13=730円 06-08=1,830円",,,,,,,,,,,,"馬連:1,240円 ワイド:02-04=490円 04-07=540円 02-07=1,370円",,,,,,,,,,,,馬連:380円 ワイド:03-09=180円 09-10=240円 03-10=370円,,,,,,,,,,,,"馬連:1,540円 ワイド:01-08=720円 01-07=1,120円 07-08=480円",,,,,,,,,,,
"馬単:630円 3連複:2,750円",,,,,,,,,,,,"馬単:1,820円 3連複:3,760円",,,,,,,,,,,,馬単:530円 3連複:680円,,,,,,,,,,,,"馬単:4,080円 3連複:2,960円 3連単:22,370円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利 馬齢,,,,,,,,,,,,■ 6R  ダ1200m 3 歳新馬 馬齢,,,,,,,,,,,,■ 9R  芝1200m 3 歳500万(混) 馬齢,,,,,,,,,,,,■12R  ダ1200m 4歳上500万 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,寒桜賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａサンライズレクサス, 59,武豊  ,, 50,*-15,*  2, 1,  1.2,②②②, 1, 7, ヤマカツアンナ,---,池添  ,, 54,*-13,   4, 1,  1.4,②②②, 1, 7,Ａナンヨｰノサガ, 72,福永  ,, 68,   3,   2, 4,  6.1,⑤⑤④, 1, 2,Ｄカネトシアｰネスト, 65,飯田  ,, 77,  -2,* 15, 4,  8.1,⑬⑫⑨
 2, 4,Ｃタイセイフレンド, 51,安藤勝, 0.6, 43, -18,   0, 6, 21.5,⑥⑤⑤, 2, 4, タイキマジェスティ,---,須貝  , 0.1, 53, -14,   4, 5, 27.6,④③③, 2,11,Ｈナムラブｰム, 53,幸    , 0.0, 68,  -5,* 10, 5,  9.6,⑩⑨⑥, 2, 9,Ｃマヤノサムサラ, 65,武豊  , 0.2, 74,   1,   9, 1,  2.4,⑤⑤④
 3, 1,Ｆプルｰフオブキング, 48,本田  , 0.7, 41, -17,  -3, 2,  9.4,④③③, 3, 1, キラｰストリｰト,---,武豊  , 0.3, 55, -26,* 13, 2,  4.1,⑨⑨⑨, 3, 9,Ｅショウナンハイギア, 60,四位  , 0.0, 66,  -4,   9, 3,  5.3,⑧⑧⑥, 3, 1,Ｇマｰベラスボｰイ, 60,中村将, 0.2, 71,   1,   6,12,120.8,⑦⑤④
 4, 3,Ｉブラックサベｰジ, 48,中村将, 0.7, 39, -21,  -1,10,208.2,⑨⑦⑦, 4,12, デライトホｰラｰ,---,飯田  , 0.8, 43,*-10,  -7, 4, 12.2,①①①, 4, 8,Ｃルシナクィｰン, 62,安藤勝, 0.0, 64,  -2,   7, 2,  3.7,⑥⑥⑥, 4,11,Ｂシャンパンスノｰ, 67,池添  , 0.4, 71,  -1,   9, 3,  5.7,⑩⑧⑦
 5, 9,Ｇナムラクニヒメ, 48,佐久間, 0.7, 45, -24,*  4, 8, 80.7,⑥⑬⑫, 5, 9, ヒｰロｰパオ,---,石橋守, 1.2, 42, -24,   2,11,175.2,⑧⑦⑥, 5, 4,Ｄフォｰナインミダス, 61,上村  , 0.2, 63,  -8,* 10, 6, 18.4,⑨⑪⑩, 5,10,Ｊセレナダンス, 58,幸    , 0.6, 70,  -3,* 10,10, 87.7,⑫⑫⑨
 6,12,Ｎプレザントボｰイ, 12,飯田  , 1.1, 35,*-15, -10,14,417.4,①①①, 6, 6, レオブライト,---,芹沢  , 1.5, 36, -16,  -8, 6, 28.4,④③③, 6, 1,Ｂマチカネニオウミヤ, 63,石橋守, 0.5, 61,   6,  -8, 1,  3.4,③③③, 6, 5,Ｆチアズエイブル, 60,川島信, 0.7, 70,*  6,  -1, 8, 38.3,②①①
 7,14,Ｅストラトス, 49,福永  , 1.3, 36, -19,  -6, 5, 21.0,⑥⑦⑤, 7, 3, エイコｰロマン,---,福永  , 1.6, 35, -18,  -7, 7, 46.6,④⑥⑥, 7, 5,Ｊサルトリｰガｰル, 52,本田  , 0.6, 58,   4,  -8, 9, 29.5,③③④, 7, 8,Ａロｰドフォｰミュラ, 67,ペリエ, 1.0, 67,   3,   0, 2,  3.3,⑤⑤④
 8,13,Ｄブライティアスカイ, 51,小坂  , 1.4, 33, -17, -10, 7, 55.4,②③③, 8, 2, マルタカネイティブ,---,佐久間, 1.8, 31, -24,  -6,10,117.6,⑦⑦⑥, 8,13, グランドシャワｰ,---,佐藤友, 0.6, 53, -15,* 10,13,260.9,⑬⑬⑬, 8, 4,Ｐコウエイフウリンカ, 45,小林徹, 1.1, 64,  -7,   8,15,252.3,⑯⑮⑫
 9, 2,Ｈオブジディアン, 48,長谷川, 1.5, 33, -22,  -5, 9,135.3,⑫⑩⑨, 9, 8, バツグン,---,小坂  , 3.9,  4, -16, -32, 8, 62.3,③③⑤, 9, 2,Ｇスズノケｰティング, 57,熊沢  , 0.6, 58,* 10, -15, 8, 28.7,①①①, 9, 3,Ｍバンダムハリアｰ, 56,松永  , 1.1, 65,   0,   2, 6, 19.7,⑩⑧⑦
10, 7,Ｊファンドリコンドル, 46,幸    , 1.6, 31, -20,  -8, 4, 20.6,⑫⑦⑨,10, 5, ハッピｰオペラ,---,小牧太, 4.0,  6, -29, -21, 9,110.3,⑩⑩⑩,10, 6,Ｉチャｰミングソウル, 52,畑端  , 0.8, 50,  -7,  -1,12,113.2,⑩⑨⑩,10,12,Ｈグランプリカイザｰ, 60,小牧太, 1.5, 61,*  5,  -8,11, 89.7,②②②
11, 5,Ｋペプチドラアｰジャ, 42,高井  , 1.7, 28, -25,  -6,11,254.4,⑭⑬⑭,11,11, オｰトレンゲル,---,四位  , 4.9, -1, -50, -10, 3, 11.6,⑪⑪⑪,11,12, チャｰミｰフラワｰ,---,秋山  , 0.9, 50, -10,   1,11, 39.9,⑫⑫⑫,11,13,Ｅナムラシゲコ, 63,秋山  , 1.8, 55,  -8,   2, 5, 18.9,⑮⑮⑯
12, 8,Ｂサｰドストリｰム, 53,上村  , 1.7, 32, -22,  -7, 3, 13.1,⑩⑩⑨,12,10, テイエムサンバ,---,田嶋翔, 5.3, -6, -50, -14,12,298.4,⑫⑫⑪,12,10, ミヤビダンサｰ,---,安部幸, 0.9, 52,  -2,  -7, 7, 18.8,⑥⑥⑥,12,14,Ｋトワイニングイモン, 56,長谷川, 1.8, 58,*  4, -10,14,234.7,②②②
13,11,Ｍドリｰムステｰジ, 28,熊沢  , 2.1, 26, -22, -10,12,294.7,⑩⑩⑫,,,,,,,,,,,,,13, 3,Ｆインテリアワｰド, 57,川島信, 1.1, 51,*  9, -21,10, 34.6,①②②,13, 6,Ｉコンレチェ, 59,四位  , 2.4, 47,  -6,  -6, 7, 31.4,⑬⑫⑮
14,10,Ｌセントレアボス, 37,芹沢  , 2.5, 19, -18, -19,13,380.5,④⑤⑦,,,,,,,,,,,,,,,,,,,,,,,,,14, 7,Ｏワンモアフリｰト, 55,安部幸, 2.8, 46,*  5, -20, 9, 51.2,①②⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,Ｌグラスファイタｰ, 56,田中剛, 3.0, 42,  -2, -15,16,399.7,⑧⑧⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｎタツシャンハイ, 55,熊沢  , 3.5, 36,  -3, -20,13,211.6,⑧⑧⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-2),,,,,,,,,,,
単勝:120円 複勝:06=100円 04=220円 01=140円 枠連:660円,,,,,,,,,,,,"単勝:140円 複勝:07=100円 04=300円 01=130円 枠連:1,620円",,,,,,,,,,,,"単勝:610円 複勝:07=230円 11=320円 09=230円 枠連:2,010円",,,,,,,,,,,,"単勝:810円 複勝:02=210円 09=140円 01=2,180円 枠連:730円",,,,,,,,,,,
馬連:720円 ワイド:04-06=330円 01-06=190円 01-04=920円,,,,,,,,,,,,"馬連:1,240円 ワイド:04-07=460円 01-07=160円 01-04=810円",,,,,,,,,,,,"馬連:2,420円 ワイド:07-11=880円 07-09=700円 09-11=740円",,,,,,,,,,,,"馬連:680円 ワイド:02-09=350円 01-02=7,470円 01-09=5,160円",,,,,,,,,,,
"馬単:870円 3連複:1,200円",,,,,,,,,,,,"馬単:1,500円 3連複:1,190円",,,,,,,,,,,,"馬単:4,960円 3連複:4,420円 3連単:27,570円",,,,,,,,,,,,"馬単:1,790円 3連複:23,910円 3連単:119,510円",,,,,,,,,,,
