06年 7月16日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 7月16日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.9,,,,,■ 4R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,,■10R  芝1800m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0.8,,,,
 9, 1,Ｊシアタｰピｰス, 30,渡辺薫, 2.0, 39, -31,*  3,11,378.2, ⑫⑪, 9,13, マルブツセンタｰ,---,岩田康, 1.6, 38,*-10, -12, 8, 54.0, ②②, 9, 5,Ｆオリオンザシュネル, 60,中谷雄, 3.0, 46,  -5,  -6,13,135.1,⑭⑨⑦, 9,14,Ｄインマイアイズ, 84,武豊  , 1.2, 69,  12,  -6, 4,  7.7,⑪⑥⑤
10,13,Ｂアゲｰト, 55,服部剛, 2.1, 35,  -6, -14, 3,  9.1, ⑧⑧,10, 7, マッキｰパシオン,---,赤木高, 1.9, 32, -22,  -6,12,108.6, ⑨⑧,10, 8,Ｋマｰベラスチｰフ, 53,渡辺薫, 3.1, 45,  -7,  -3,12, 85.0,⑪⑫⑩,10, 7,Ｇスパルタクス, 80,上村洋, 1.2, 66,  10,  -6, 8, 18.8,⑨⑨⑩
11, 7,Ｌルｰミナスハｰト,-51,橋本美, 3.4, 22, -25, -16,12,411.3, ⑪⑪,11, 5, ダノンエタｰナル,---,幸英明, 2.0, 32, -17, -12, 7, 32.3, ⑤⑤,11, 3,Ｊパワｰクレスト, 54,高橋亮, 3.3, 45,  -6,  -5,14,179.2,⑬⑫⑫,11, 5,Ｉダイタクソニック, 79,熊沢重, 1.3, 65,  11, -10,11, 42.7,⑥⑥⑬
12, 3,Ｋマダムモｰド, -6,西原玲, 3.6, 20, -18, -22,10,231.2, ⑨⑨,12, 3, タケカサチノヤマ,---,田中学, 2.4, 26, -27,  -9,13,138.7, ⑫⑫,12,13,Ｌキングベガロｰド, 52,幸英明, 4.1, 44,  -2, -20, 8, 24.1,⑦⑤⑨,12,12,Ｏファイトクラブ, 69,幸英明, 1.3, 67,  11,  -4,12, 54.2,⑬⑪⑭
,,,,,,,,,,,,13,12, カシノダンク,---,和田竜, 2.8,-16, -17, -25,14,239.9, ⑤⑫,13, 9,Ｏヒロカミオｰ, 23,後藤孝, 5.3, 32, -20,  -1,15,323.9,⑮⑮⑮,13,13,Ｂディｰプサマｰ, 87,和田竜, 2.0, 62,* 17, -27, 7, 14.6,①①②
,,,,,,,,,,,,14,15, カネトシセレブッコ,---,角田晃, 2.8, 14, -33,  -9,15,430.1, ⑮⑮,14,11,Ｍウエロクボｰイ, 49,田中克, 7.1,-44, -11, -38, 9, 26.7,⑥⑭⑭,14, 1,Ｎチェリｰライオｰ, 71,高橋亮, 2.1, 58,* 14, -26, 9, 27.7,②②③
,,,,,,,,,,,,15, 9, エｰシンエスヴィｰ,---,福永祐, 3.0,-13, -27, -19, 5, 12.1, ⑫⑫,15, 6,Ｎナックルボｰル, 49,上野翔, 7.3,-71,  -5, -51, 4, 11.3,③⑧⑫,15,11,Ｋメイショウフクヒメ, 77,鮫島良, 2.1, 53,   1,  -3,15,176.8,⑮⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:稍重(指数:-12),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-12),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-8),,,,,,,,,,,
単勝:140円 複勝:05=100円 08=160円 06=200円 枠連:400円,,,,,,,,,,,,単勝:530円 複勝:06=170円 14=120円 02=230円 枠連:550円,,,,,,,,,,,,"単勝:4,490円 複勝:12=650円 07=120円 04=150円 枠連:1,160円",,,,,,,,,,,,"単勝:1,050円 複勝:10=300円 02=130円 06=180円 枠連:1,220円",,,,,,,,,,,
馬連:440円 ワイド:05-08=190円 05-06=310円 06-08=660円,,,,,,,,,,,,馬連:530円 ワイド:06-14=220円 02-06=660円 02-14=540円,,,,,,,,,,,,"馬連:3,440円 ワイド:07-12=1,450円 04-12=2,220円 04-07=230円",,,,,,,,,,,,"馬連:1,580円 ワイド:02-10=640円 06-10=1,140円 02-06=340円",,,,,,,,,,,
"馬単:600円 3連複:1,050円",,,,,,,,,,,,"馬単:1,440円 3連複:1,360円",,,,,,,,,,,,"馬単:12,740円 3連複:4,970円",,,,,,,,,,,,"馬単:4,400円 3連複:3,110円 3連単:20,260円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,,■ 5R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.5,,,,,■ 8R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.6,,,,,■11R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有田特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｃサンキンレタｰ, 53,武豊  ,, 58,*-10,  10, 1,  2.2,③③③, 1,10,Ｄトｰワスラッガｰ, 50,渡辺薫,, 59,* -6,   8, 3,  4.5,①①①, 1,17,Ａプライムアクトレス, 77,池添謙,, 86,*  4,* 20, 1,  3.6, ③②, 1, 7,Ｈクインフュｰチャｰ, 62,熊沢重,, 76,   1,* 14,12,145.9, ③③
 2, 8,Ｇイチバンサクラ, 44,中村将, 0.1, 57, -13,* 10,10, 57.5,⑧⑥⑥, 2, 2,Ｈシｰドリｰム, 44,岩田康, 0.3, 67, -13,* 17, 7, 12.0,⑪⑩⑦, 2, 5,Ｅナイスヴァレｰ, 66,和田竜, 0.2, 81,   2,* 18, 5, 11.6, ④④, 2,13,Ｂインプレッション, 73,渡辺薫, 0.2, 72,  -1,  12, 1,  3.2, ⑤④
 3, 7,Ｂコパノフロスティ, 55,川田将, 0.2, 54, -11,   8, 2,  4.6,③③④, 3,16,Ａアテスエ, 60,太宰啓, 0.3, 53,* -7,   5, 2,  4.2,③②②, 3,14,Ｃグレイシアブルｰ, 69,武豊  , 0.3, 87,  -8,* 26, 2,  3.8, ⑮⑩, 3, 8,Ｉパノラマビュｰティ, 61,小牧太, 0.2, 77,  -9,* 20, 5, 11.1, ⑬⑪
 4, 5,Ａマイスイｰトプラン, 56,池添謙, 0.4, 57, -14,* 12, 3,  6.6,⑩⑩⑦, 4, 9,Ｂヒカリダイキャスト, 54,小坂忠, 0.4, 55,  -9,   8, 6, 11.5,⑥⑤③, 4,13,Ｄロングフラワｰ, 69,中村将, 0.5, 68,*  5,   7, 3,  6.3, ②①, 4, 4,Ｅドルバコ, 65,武豊  , 0.5, 64,   1,   6, 3,  4.4, ③④
 5,12,Ｆタイセイフレンド, 46,岩田康, 0.7, 50, -12,   6, 4,  7.4,⑥⑥④, 5,11,Ｋバロッサバレｰ, 41,川田将, 0.6, 48,* -9,   3, 8, 34.3,④③③, 5, 8,Ｆトｰセンデイジｰ, 65,岩田康, 0.7, 70,   2,  10, 4,  8.5, ④④, 5,12,Ｃナムラシゲコ, 69,太宰啓, 0.6, 66,  -7,  12,10, 32.1, ⑩⑧
 6,13,Ｄメイショウアマン, 49,幸英明, 0.8, 46,*-10,   1, 5, 13.7,②②②, 6, 5,Ｅブルｰマタドｰル, 49,鮫島良, 0.6, 49, -10,   4, 1,  3.8,⑨⑤⑤, 6,10,Ｉバブルファンタジｰ, 62,小牧太, 0.9, 67,  -1,  10, 9, 24.4, ⑦⑦, 6, 3,Ｊオｰシャンシチｰ, 60,佐藤哲, 0.6, 64,  -4,   9, 7, 27.9, ⑧⑧
 7, 1,Ｋルスナイレンジャｰ, 37,飯田祐, 1.0, 49, -14,   7,12,141.0,⑩⑪⑨, 7, 1,Ｇベリｰメリｰホｰク, 45,小林久, 0.7, 60, -15,* 14,10, 46.6,⑭⑬⑪, 7,15,Ｇテンザンアモｰレ, 63,上村洋, 0.9, 67,  -1,  10, 6, 12.6, ⑦⑦, 7, 9,Ｍグロｰバリズム, 39,板野央, 0.7, 58,*  2,   1,13,178.4, ②②
 8,10,Ｅキャプテンルｰカン, 46,田中学, 1.2, 42,* -9,  -4, 7, 18.2,①①①, 8, 3,Ｃガチャガチャ, 52,佐藤哲, 1.1, 43, -11,   0, 4,  8.0,⑧⑦⑦, 8,12,Ｈニホンピロラナ, 63,田中克, 1.0, 64, -11,  15,14, 80.5, ⑯⑯, 8, 5,Ｄレイザｰバック, 67,赤木高, 1.0, 54,*  4,  -5, 9, 30.6, ①①
 9, 4,Ｉシゲルカイケハイ, 42,内田浩, 2.1, 37, -12,  -7,13,318.4,⑥⑧⑨, 9, 4,Ｆメイショウスペｰド, 45,田中克, 1.3, 45, -19,   7,12, 86.9,⑭⑮⑭, 9, 6,Ｌクラクエンキャット, 60,鮫島良, 1.0, 65,  -7,  13,11, 56.1, ⑫⑫, 9,11,Ｆポｰトクレバｰ, 63,和田竜, 1.0, 55,  -4,   3, 8, 28.4, ⑧⑧
10, 2,Ｍハｰトランドウララ, 26,石橋守, 2.4, 38, -11, -12,11, 69.4,③⑤⑧,10, 6,Ｍバンブｰセリエ, 37,橋本美, 1.5, 41, -16,   3,16,197.0,⑬⑭⑪,10, 3,Ｎサインゴｰルド, 58,上野翔, 1.1, 58,   0,   2,13, 66.4, ④④,10, 6,Ｌヤマカツウェｰブ, 48,田中学, 1.1, 52,  -1,  -2,11,135.9, ⑤⑥
11,11,Ｌサイレンストゥｰレ, 32,太宰啓, 2.7, 36, -12, -13, 9, 47.4,⑧⑧⑨,11,14,Ｉフィｰルドマスタｰ, 43,中村将, 1.7, 33, -15,  -6, 5,  8.7,⑫⑩⑨,11,11,Ｂテイエムロマンス, 69,佐久間, 1.1, 64,  -6,  12, 7, 14.6, ⑫⑫,11,10,Ｇエイシンコテング, 63,鮫島良, 1.3, 49,  -3,  -4, 6, 25.0, ⑤⑥
12, 6,Ｊディンティｰベス, 41,渡辺薫, 2.8, 35, -14, -11, 6, 15.5,⑩⑪⑫,12, 7,Ｊファインステｰジ, 43,中谷雄, 1.7, 37, -12,  -7, 9, 42.7,⑨⑨⑨,12, 1,Ｋイクエイタｰ, 61,中谷雄, 1.3, 58,  -1,   4,16, 82.4, ⑦⑦,12, 1,Ｋプリンセスデザイア, 54,川田将, 1.5, 46,  -8,  -2, 4,  8.6, ⑩⑪
13, 3,Ｈクリｰンスウィｰプ, 43,小牧太, 3.1, 33, -16, -11, 8, 23.6,⑬⑬⑬,13, 8,Ｎパｰプルサンバ, 23,田中学, 2.4, 34, -13, -15,14,147.2,⑥⑩⑪,13, 9,Ｑキｰレタｰ, 48,太宰啓, 1.7, 53,*  7, -10,12, 62.4, ①②,13, 2,Ａサンライズアタック, 78,福永祐, 1.7, 44,  -7,  -5, 2,  3.2, ⑩⑪
,,,,,,,,,,,,14,12,Ｌワンダｰカホｰ, 40,高野容, 2.5, 16,* -9, -26,13,144.3,②③⑤,14, 2,Ｐクイックマリ, 51,川田将, 1.8, 50,  -3,  -3,15, 80.8, ⑪⑫,,,,,,,,,,,,
,,,,,,,,,,,,15,15, デンコウホｰプ,---,池添謙, 3.1,-13, -11, -30,11, 61.2,⑤⑦⑮,15, 7,Ｏテイエムヌｰボｰ, 53,菊地昇, 1.9, 49,  -6,   0,17,240.3, ⑫⑮,,,,,,,,,,,,
,,,,,,,,,,,,16,13,Ｏリッカサンデｰ, 14,上野翔, 6.7, 6.7---, -24, -66,15,161.8,⑯⑯⑯,16, 4,Ｍユニバｰサルピｰス, 59,福永祐, 2.0, 49,  -1,  -7, 8, 19.2, ⑦⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,16,Ｊグレｰスバニヤン, 61,熊沢重, 3.1, 32, -10, -17,10, 55.2, ⑯⑰,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+23 馬場:稍重(指数:-13),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-9),,,,,,,,,,,
"単勝:220円 複勝:09=120円 08=760円 07=150円 枠連:4,090円",,,,,,,,,,,,"単勝:450円 複勝:10=170円 02=550円 16=170円 枠連:2,960円",,,,,,,,,,,,"単勝:360円 複勝:17=150円 05=310円 14=150円 枠連:1,450円",,,,,,,,,,,,"単勝:14,590円 複勝:07=2,040円 13=180円 08=340円 枠連:7,670円",,,,,,,,,,,
"馬連:4,060円 ワイド:08-09=1,080円 07-09=210円 07-08=2,110円",,,,,,,,,,,,"馬連:5,010円 ワイド:02-10=1,460円 10-16=370円 02-16=1,830円",,,,,,,,,,,,"馬連:2,150円 ワイド:05-17=750円 14-17=280円 05-14=790円",,,,,,,,,,,,"馬連:29,460円 ワイド:07-13=6,400円 07-08=10,880円 08-13=770円",,,,,,,,,,,
"馬単:4,910円 3連複:4,590円",,,,,,,,,,,,"馬単:8,200円 3連複:7,050円",,,,,,,,,,,,"馬単:3,540円 3連複:2,010円",,,,,,,,,,,,"馬単:90,320円 3連複:86,120円 3連単:952,250円",,,,,,,,,,,
■ 3R  芝2900m 3歳上未勝利 定量,,,,,,,,,,,,■ 6R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.4,,,,,■ 9R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.6,,,,,■12R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,桜島特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9, レヴァンテ,,白浜雄,,,,, 1,  2.5,⑥②①, 1, 1,Ｎニホンピログッデン, 28,上野翔,, 59,*  8,  -6, 1,  4.8, ①①, 1, 1,Ｉメイショウポパイ, 68,佐藤哲,, 76,   6,* 10, 6, 17.0,③③③, 1, 6,Ｃトウカイルナ, 69,幸英明,, 73,*-18,* 29, 2,  3.6,③②①
 2, 6, マキオルｰブル,,仲田雅, 0.3,,,, 2,  4.8,①①②, 2,12,Ｂオメガトレンディ, 52,小牧太, 0.3, 62,  -8,   9, 5,  8.8, ⑨⑨, 2, 6,Ｋケイパブルバイオ, 62,服部剛, 0.4, 71,   1,* 15,13,142.0,⑭⑮⑫, 2, 8,Ｆインタｰメルボルン, 58,池添謙, 0.4, 62, -18,  24, 5, 10.0,③③②
 3, 3, ラダマンテス,,出津孝, 0.3,,,, 4,  6.2,④④⑤, 3,16,Ａトップディアマンテ, 55,幸英明, 0.4, 63, -13,* 12, 2,  4.8, ⑬⑨, 3, 2,Ｆサテライトキャノン, 70,幸英明, 0.4, 73,   6,   7, 4,  6.0,⑤⑥⑤, 3, 5,Ａレキシントンバレｰ, 71,熊沢重, 0.5, 59, -18,  23, 3,  4.0,②③④
 4, 5, サンサンシャイン,,黒岩悠, 0.5,,,, 8, 31.9,④⑥⑤, 4, 3,Ｃトップヒｰロｰ, 52,和田竜, 0.5, 56,  -5,   2, 6,  9.2, ⑥⑤, 4,12,Ｎメイショウエイシ, 59,飯田祐, 0.5, 73,*  8,   2,14,164.3,②②①, 4, 4,Ｄチョウノゾミ, 69,武豊  , 0.6, 61, -19,  24, 1,  3.3,⑤⑤④
 5,10, ゴｰジャスディナｰ,,西谷誠, 0.9,,,, 3,  4.9,⑦⑥③, 5, 6,Ｈヒカルラフィｰネ, 37,岩田康, 0.5, 61, -18,* 15, 9, 25.9, ⑮⑭, 5,10,Ｂシｰルビｰバック, 75,武豊  , 0.9, 68,   5,   3, 3,  4.9,⑦⑥⑥, 5, 1,Ｂユニバｰサル, 71,福永祐, 0.7, 60, -20,  24, 4,  4.8,⑤⑤⑥
 6,12, ドングレイシｰ,,林満明, 2.8,,,, 7, 17.9,③③③, 6,13,Ｌユメノロドリゴ, 31,中村将, 0.7, 50, -12,   2,13, 71.6, ⑩⑨, 6, 7,Ａスナｰクファルコン, 80,小牧太, 1.1, 66,   4,   3, 5,  7.8,⑨⑨⑨, 6, 3,Ｅタマモピｰカブｰ, 61,和田竜, 0.8, 62, -21,* 26, 7, 55.0,⑧⑧⑦
 7, 7, マイティｰステップ,,内田浩, 3.3,,,,11,112.7,②④⑦, 7, 9,Ｋカシノロイヤル, 32,吉永護, 0.7, 56, -18,* 12,11, 48.7, ⑮⑭, 7,14,Ｇトｰセンハミング, 68,福永祐, 1.1, 66,   3,   4, 7, 22.1,⑪⑪⑪, 7, 9,Ｇシルクロゼット, 58,小原義, 1.8, 34, -21,   9, 6, 16.0,⑤⑦⑦
 8, 4, セゾンインチｰフ,,金折知, 3.4,,,, 9, 74.3,⑧⑧⑧, 8, 4,Ｉデンコウグリｰン, 37,内田浩, 0.8, 54, -18,* 10,18,284.7, ⑮⑰, 8, 5,Ｃサンワｰドラン, 75,岩田康, 1.4, 65,   6,  -4, 2,  3.7,⑤③③, 8, 2,Ｈカンファｰラブ, 56,飯田祐, 2.5, 28, -25,   7, 8, 61.4,⑨⑨⑨
 9, 1, スズノグランプリ,,佐久間, 3.4,,,,10, 97.9,⑪⑨⑧, 9,18, スプリットエンド,---,福永祐, 1.0, 48,  -9,  -1, 4,  6.3, ⑩⑨, 9, 8,Ｌウォｰタｰゴｰラン, 61,田中学, 1.6, 62,   2,   1,12,125.8,⑩⑫⑫, 9, 7,Ｉオンワｰドスワン, 45,角田晃, 2.6,  9,*-17, -12, 9, 61.8,①①③
10, 2, サンキングロウ,,高野容, 4.8,,,,12,118.0,⑨⑨⑩,10,11,Ｑノｰモアクライ,-101,上村洋, 1.0, 46,*  8, -18,16,160.1, ②②,10,13,Ｄカルナバリｰト, 73,上村洋, 1.8, 60,   5,  -7, 1,  3.4,⑦⑥⑥,,,,,,,,,,,,
11,11, アドマイヤコンドル,,高田潤, 6.6,,,, 5, 12.1,⑫⑪⑪,11, 8,Ｏマチカネコウバイ, 26,川田将, 1.0, 45,*  6, -17,12, 64.5, ③③,11,15,Ｍシゲルダンプウ, 61,渡辺薫, 1.8, 61,   4,  -4,15,306.7,⑪⑨⑩,,,,,,,,,,,,
12, 8, ロイヤルクラウン,,嘉堂信,10.9,,,, 6, 15.1,⑩⑫⑫,12,17,Ｅメモリｰプリモ, 48,武豊  , 1.6, 38,  -5, -15, 7, 10.5, ⑥⑥,12, 9,Ｊワンダｰスピｰド, 66,赤木高, 2.1, 58,   2,  -4,10, 73.0,⑮⑫⑮,,,,,,,,,,,,
,,,,,,,,,,,,13,15,Ｆシゲルトッピダカ, 48,池添謙, 1.7, 36,*  2, -25, 3,  6.3, ④④,13, 4,Ｈタマモゴｰアップ, 68,和田竜, 2.1, 59,*  7, -11,11, 76.9,④③⑥,,,,,,,,,,,,
,,,,,,,,,,,,14,14,Ｄコウエイセントレア, 50,田中克, 1.7, 34,  -5, -20,10, 46.1, ⑤⑥,14,11,Ｅウォｰタｰオｰレ, 71,鮫島良, 2.2, 59,*  8, -14, 8, 46.6,①①②,,,,,,,,,,,,
,,,,,,,,,,,,15, 5,Ｍロｰマンスピリット, 29,高橋亮, 1.7, 38, -26,   4,14,139.8, ⑱⑱,15, 3,Ｏダイショウゴｰドン, 57,橋本美, 2.6, 54,   2,  -9, 9, 61.9,⑪⑫⑫,,,,,,,,,,,,
,,,,,,,,,,,,16,10,Ｊメイショウコルドン, 34,橋本美, 2.0, 33,  -9, -16,17,216.8, ⑩⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17, 7,Ｐスマイリｰアイ, 22,熊沢重, 2.2, 32,  -5, -24,15,140.7, ⑥⑥,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 2,Ｇマルブツトキメキ, 48,船曳文, 2.5, 24, -17, -21, 8, 14.2, ⑭⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-12),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-19 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:良(指数:-9),,,,,,,,,,,
