06年 7月30日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 7月30日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5.3,,,,,■ 4R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.1,,,,,■10R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
,,,,,,,,,,,,14, 8,Ｊピエナテンイヤｰズ, 48,小林徹, 6.0,-13,   3, -90, 9, 48.9,②⑫⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+13 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+21 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:2),,,,,,,,,,,
"単勝:380円 複勝:11=140円 07=370円 08=140円 枠連:4,180円",,,,,,,,,,,,"単勝:630円 複勝:14=190円 11=190円 04=180円 枠連:2,130円",,,,,,,,,,,,単勝:310円 複勝:08=140円 13=120円 03=140円 枠連:380円,,,,,,,,,,,,"単勝:4,050円 複勝:13=880円 08=150円 03=170円 枠連:1,570円",,,,,,,,,,,
"馬連:3,850円 ワイド:07-11=1,230円 08-11=210円 07-08=1,020円",,,,,,,,,,,,"馬連:1,910円 ワイド:11-14=750円 04-14=480円 04-11=630円",,,,,,,,,,,,馬連:480円 ワイド:08-13=230円 03-08=290円 03-13=220円,,,,,,,,,,,,"馬連:7,120円 ワイド:08-13=2,820円 03-13=2,510円 03-08=330円",,,,,,,,,,,
"馬単:5,350円 3連複:2,720円",,,,,,,,,,,,"馬単:4,310円 3連複:2,680円",,,,,,,,,,,,馬単:880円 3連複:540円,,,,,,,,,,,,"馬単:21,900円 3連複:12,280円 3連単:116,220円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.1,,,,,■ 6R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.7,,,,,■ 9R  芝1200m 3歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2.4,,,,,■12R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UHB杯,,,,,,,,,,,,長万部特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｂメモリｰガリソン, 50,古川吉,, 54,* -2,* -6, 2,  5.3,④③①, 1, 6,Ａダブルスポット, 69,北村宏,, 77,   0,* 15, 1,  2.0,③④②, 1,14,Ｆツルガオカハヤテ, 84,横山典,, 83,  11,  12, 6, 11.3, ③③, 1,10,Ｂメイショウアモｰレ, 72,武幸四,, 78,   3,* 13, 2,  4.4, ⑥⑦
