06年 9月23日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 9月23日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9.9,,,,,■ 4R  芝3210m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.4,,,,,■10R  芝2000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.6,,,,
10,15,Ｋマイネルハヤト, 24,田中勝, 4.9, 21, -11, -37,11, 51.7,⑮⑭⑮,10,11, マチカネビシャモン,,大庭和, 4.0,,,,13,172.9,⑬⑪⑩,10, 2,Ｑセレナドリｰム,-120,石橋脩, 1.9, 44,  -4, -13,14,328.8,⑯⑯⑭,10,10,Ｇヴァルパライソ, 65,柴田善, 0.9, 62,*  8, -13, 9, 24.7,⑤④③
11,12,Ｈイチエイムサシ, 29,北村宏, 5.0, 20,  -7, -46,14, 71.2,⑧⑤⑦,11,13, シルバｰデュｰク,,江田勇, 4.7,,,,12,169.5,⑪⑪⑩,11,10,Ｇコスモシレナ, 51,江田照, 2.2, 42,*  5, -37, 5, 14.5,①①①,11,11,Ｏシルキｰフレンド, 60,嘉藤貴, 1.1, 59,   5,  -8,16,225.3,⑫⑬⑬
12,11,Ｃエドノダンス, 40,吉田豊, 5.1, 20,  -7, -46, 3,  5.0,②⑦⑨,12, 3, ザファステスト,,矢原洋,10.3,,,,11, 97.9,⑪⑬⑬,12,16,Ｊストロングフロｰラ, 48,北村宏, 2.4, 40,  -1, -28,12,108.5,⑩⑩⑭,12, 1,Ｍバトルサクヤビメ, 61,松岡正, 1.2, 56,   6, -15, 7, 20.1,⑥⑦⑨
13, 9,Ｄエプソムナイスガイ, 39,佐藤聖, 5.6, 15, -10, -48, 9, 42.6,⑫⑪⑪,13, 6, ダンシンリボルバｰ,,金子光,10.3,,,, 9, 39.0,④⑩⑫,13,15,Ｅマイティモｰション, 54,田中勝, 2.4, 40,*  4, -39, 7, 36.5,②②②,13, 7,Ｎキッズエンジェル, 61,田中勝, 1.5, 53,   2, -12,12, 42.6,⑮⑮⑯
14, 5,Ｏウエスタンメガトン, 16,石橋脩, 6.3, 13,* -5, -61, 4, 18.4,②②⑤,,,,,,,,,,,,,14, 5,Ｎスガノブライアン, 34,武士沢, 2.8, 37,   1, -39,15,369.1,⑦⑦⑩,14, 6,Ｈシンハルカジョウ, 64,吉永護, 1.6, 52,*  7, -24,14, 55.8,③④⑥
15, 1,Ｉヒシクラフト, 28,勝浦正, 7.4,-14,  -9, -63,10, 49.0,⑩⑬⑬,,,,,,,,,,,,,15, 8,Ｌヌｰサ, 38,西田雄, 3.0, 36,  -2, -34,13,288.1,④⑬⑯,15,14,Ｑショウナンサリｰレ, 57,石橋脩, 1.8, 50,   6, -24,11, 40.9,⑥⑦⑯
16, 6,Ｌスプリングタイド, 24,福永祐, 8.6,-27,  -9, -75,12, 51.8,⑤⑪⑮,,,,,,,,,,,,,16,11,Ｋダイナミック, 46,木幡初, 3.8, 31,*  3, -57, 9, 68.8,②③⑪,16, 9,Ｐクレヨンルｰジュ, 58,蛯名正, 2.3, 46,*  7, -37, 8, 22.6,③②③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,12,Ｃルビｰレジェンド, 72,横山典, 2.3, 46,*  8, -38, 2,  4.4,①①②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,
"単勝:2,510円 複勝:07=350円 13=140円 14=120円 枠連:1,650円",,,,,,,,,,,,単勝:360円 複勝:10=160円 08=200円 07=210円 枠連:810円,,,,,,,,,,,,単勝:260円 複勝:17=120円 01=120円 14=130円 枠連:400円,,,,,,,,,,,,"単勝:530円 複勝:08=230円 03=1,330円 16=8,120円 枠連:7,350円",,,,,,,,,,,
"馬連:4,960円 ワイド:07-13=1,300円 07-14=880円 13-14=220円",,,,,,,,,,,,"馬連:1,350円 ワイド:08-10=580円 07-10=650円 07-08=580円",,,,,,,,,,,,馬連:500円 ワイド:01-17=190円 14-17=240円 01-14=260円,,,,,,,,,,,,"馬連:14,680円 ワイド:03-08=3,730円 08-16=24,650円 03-16=88,020円",,,,,,,,,,,
"馬単:14,700円 3連複:3,340円",,,,,,,,,,,,"馬単:2,680円 3連複:2,800円",,,,,,,,,,,,馬単:930円 3連複:490円,,,,,,,,,,,,"馬単:25,900円 3連複:1,300,340円 3連単:4,151,520円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.1,,,,,■ 5R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.3,,,,,■11R  ダ1200m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾍﾟﾙｾｳｽｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｂサｰプラスシンガｰ, 61,田中勝,, 85,* 19,  -2, 1,  1.7, ①①, 1, 8, シベリアンクラシカ,---,田中勝,, 65,*  3,* -1, 1,  1.3, ②②, 1,16,Ｇセンスオブアｰト, 62,北村宏,, 70,  12,  -1, 8, 23.7, ⑤⑤, 1, 3,Ｃミリオンベル, 84,福永祐,, 84,  12,* 15, 3,  5.4, ⑧⑦
 2, 9,Ｃニシノクイック, 57,石橋脩, 0.2, 75,* 12,   1, 3,  5.6, ③③, 2, 3, リキサンファイタｰ,---,木幡初, 0.2, 64,*  5,* -6, 4, 14.1, ①①, 2, 6,Ａエイワジョリｰ, 70,江田照, 0.0, 74,* 16,  -5, 3,  5.4, ②②, 2, 7,Ｂサクラビジェイ, 87,吉永護, 0.2, 84,  16,   9, 1,  4.4, ④④
 3, 7,Ａアｰビタｰ, 63,柴田善, 0.3, 79,* 17,  -5, 2,  4.1, ②②, 3, 5, ケイアイスキャット,---,蛯名正, 0.8, 48,  -2,  -9, 2,  5.3, ③③, 3, 9,Ｈチョウカイシャトル, 60,田中勝, 0.1, 65,   5,*  4, 6,  9.7, ⑩⑦, 3, 2,Ｊオｰゴンサンデｰ, 72,吉田豊, 0.3, 78,   8,* 16,11, 66.5, ⑩⑩
 4,11,Ｈアポロファンタジｰ, 35,勝浦正, 0.9, 59,   6,  -3, 7, 52.7, ⑤④, 4, 7, ラビットジｰズニ,---,柴田善, 1.4, 37, -10, -11, 5, 21.7, ⑥④, 4, 3,Ｌモエレタイムオン, 57,勝浦正, 0.2, 66,  10,  -2,11, 30.0, ⑥⑤, 4,11,Ｈエイシンボｰダン, 77,蛯名正, 0.4, 85,  19,   5, 4,  5.6, ③②
 5,15,Ｅファストソニック, 48,小野次, 1.0, 56,  -6,*  6, 5, 16.3, ⑩⑩, 5, 1, テイエムゲンキボ,---,武士沢, 1.5, 36, -11, -11, 8, 73.5, ⑧⑦, 5,11,Ｉシャンドラヴェリテ, 60,柴田善, 0.3, 64,  -6,* 13, 7, 13.5, ⑯⑮, 5, 6,Ｄチョウカイロイヤル, 84,柴田善, 0.4, 79,  12,  11, 5,  8.7, ⑧⑧
 6, 2,Ｍルｰジュセレクト, 22,村田一, 1.9, 44,   6, -19,10,176.7, ⑤⑥, 6, 6, マイクｰル,---,松岡正, 1.9, 30,  -7, -21, 6, 26.2, ④⑥, 6,14,Ｊヒシキャサリン, 59,後藤浩, 0.4, 68,  14,  -7, 9, 28.2, ③③, 6, 4,Ｅエアアドニス, 82,横山典, 0.6, 81,  17,   4, 6,  8.8, ④④
 7,10,Ｇレオティアラ, 36,イネス, 1.9, 44,  -2, -11, 6, 39.1, ⑧⑧, 7, 2, サマニドｰル,---,吉田豊, 2.1, 28, -10, -21, 7, 58.7, ⑥④, 7, 4,Ｃリトルスポｰツカｰ, 65,小野次, 0.5, 69,* 16, -10, 2,  4.9, ①①, 7, 5,Ｆメイショウムネノリ, 81,イネス, 1.0, 77,  17,   0, 7, 15.8, ④④
 8,12,Ｊタケイチバン, 31,小林淳, 2.1, 40,   1, -17,11,205.3, ⑦⑦, 8, 4, ダイワモナｰク,---,北村宏, 2.6, 23, -11, -28, 3, 10.9, ⑧⑦, 8, 1,Ｂガッサンルｰブル, 66,蛯名正, 0.6, 60,   6,  -2, 1,  4.5, ⑩⑦, 8, 8,Ｉステンカラｰジン, 75,田中勝, 1.1, 73,  14,   2, 9, 19.7, ⑦⑧
 9, 6,Ｌマウントアサヒ, 22,北村宏, 2.2, 37, -20,   1,13,232.6, ⑭⑭, 9, 9, チョウライライ,---,石橋脩, 3.3, 11,  -7, -43, 9,101.0, ④⑦, 9,12,Ｄメルボルンシチｰ, 63,横山典, 0.7, 61,   9,  -5, 5,  7.8, ⑦⑦, 9,10,Ｇホｰマンテキｰラ, 80,後藤浩, 1.5, 74,* 19,  -7, 2,  4.4, ②②
10, 8,Ｋカキノタネ, 25,武士沢, 2.2, 43, -12,  -7,14,423.1, ⑬⑫,,,,,,,,,,,,,10,13,Ｆレオベルリン, 62,高野和, 0.8, 57,   7,  -7,15,221.3, ⑦⑦,10, 1,Ａポｰトジェネラル, 90,松岡正, 2.0, 70,* 20, -13,10, 26.5, ①①
11, 3,Ｆサフラントウショウ, 46,木幡初, 2.5, 38,  10, -33, 9,156.1, ④④,,,,,,,,,,,,,11,15,Ｋヒカルジェイエ, 58,福永祐, 0.8, 58,  -3,*  5, 4,  6.4, ⑭⑭,11, 9,Ｋウインレジェンド, 55,長谷川,52.6,52.6---, ---, ---, 8, 19.6, ⑪⑪
12, 1,Ｄコパノベンザイテン, 48,松岡正, 2.5,  5, -28,*  4, 4, 14.3, ⑮⑮,,,,,,,,,,,,,12,10,Ｍドリｰムタイガｰ, 56,木幡初, 1.0, 55,   3,  -3,13, 91.6, ⑫⑪,,,,,,,,,,,,
13,13,Ｉエｰシンラッキｰ, 33,蛯名正, 2.6, 35,  -2, -22, 8, 65.7, ⑧⑧,,,,,,,,,,,,,13, 5,Ｅコウジンアルス, 62,吉永護, 1.6, 50,   1,  -7,10, 28.8, ⑬⑬,,,,,,,,,,,,
14,14,Ｏショウナンパフィｰ,  3,福永祐, 2.7, 36,  -7, -19,12,231.5, ⑪⑪,,,,,,,,,,,,,14, 7,Ｎロンジェ, 54,松岡正, 1.6, 57,* 15, -19,12, 64.3, ③③,,,,,,,,,,,,
15, 4,Ｎカシノアテスト, 19,吉永護, 3.7,  8,  -7, -34,15,563.0, ⑪⑫,,,,,,,,,,,,,15, 2,Ｏテイエムビｰスト, 43,石橋脩, 2.5, 42,   7, -21,16,270.9, ⑨⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｐリンガスベガ, 41,佐藤聖, 3.4, 35,  -5, -22,14,101.1, ⑭⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+16 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+19 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:86 ﾚｰｽﾍﾟｰｽ指数:+14 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:1),,,,,,,,,,,
単勝:170円 複勝:05=100円 09=130円 07=120円 枠連:320円,,,,,,,,,,,,単勝:130円 複勝:08=100円 03=160円 05=120円 枠連:600円,,,,,,,,,,,,"単勝:2,370円 複勝:16=530円 06=220円 09=250円 枠連:1,590円",,,,,,,,,,,,"単勝:540円 複勝:03=190円 07=170円 02=1,350円 枠連:660円",,,,,,,,,,,
馬連:410円 ワイド:05-09=180円 05-07=160円 07-09=340円,,,,,,,,,,,,馬連:630円 ワイド:03-08=230円 05-08=140円 03-05=270円,,,,,,,,,,,,"馬連:5,980円 ワイド:06-16=1,940円 09-16=2,500円 06-09=780円",,,,,,,,,,,,"馬連:1,250円 ワイド:03-07=450円 02-03=3,850円 02-07=4,640円",,,,,,,,,,,
馬単:570円 3連複:440円,,,,,,,,,,,,馬単:710円 3連複:460円,,,,,,,,,,,,"馬単:16,460円 3連複:15,320円",,,,,,,,,,,,"馬単:2,700円 3連複:27,310円 3連単:113,120円",,,,,,,,,,,
■ 3R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4.0,,,,,■ 6R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,,■ 9R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.4,,,,,■12R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,袖ｹ浦特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａヤマニンジャルダン, 71,二本柳,, 70,* 11,* -4, 2,  3.2, ②②, 1, 7,Ｆドノバンシチｰ, 50,小野次,, 54,  -4,* -2, 7, 10.6,⑪⑧④, 1, 6,Ａアンバｰジャック, 87,柴田善,, 87,  10,  17, 2,  3.3, ④④, 1, 9,Ｂアドマイヤマントル, 68,村田一,, 69,* -2,* 10, 1,  2.6,①①①
 2,14,Ｄニシノミライ, 53,田中勝, 1.0, 55,   5,  -9, 4,  6.7, ⑥⑤, 2, 2,Ｅゴｰルデンペガサス, 51,伊藤直, 0.2, 52,  -2,* -7, 2,  4.5,⑦④②, 2, 3,Ｂコスモスカイライン, 73,北村宏, 0.1, 84,* 13,  13, 3,  5.8, ①①, 2,14,Ｊマイネルトイフェル, 55,北村宏, 0.2, 68,* -1,   9, 7, 23.4,②②②
 3,16,Ｂベルモントアダマス, 62,柴田善, 1.3, 58,* 12, -17, 1,  2.9, ①①, 3, 9,Ｃフュｰチュリズム, 52,江田照, 0.3, 53,*  1, -15, 6,  8.6,②①①, 3, 4,Ｆストロベリｰドｰル, 66,二本柳, 0.3, 85,   2,* 21, 7, 35.3, ⑦⑦, 3, 2,Ｇキングフォｰティ, 60,蛯名正, 0.4, 68,  -4,* 11, 4,  6.8,⑦⑦⑥
 4,12,Ｅダノンスペシャル, 53,後藤浩, 1.4, 55,* 10, -16, 3,  5.9, ③③, 4,11,Ｏランドウイナｰ, 36,村田一, 2.1, 38,  -4, -22,13,109.5,⑦⑦⑦, 4, 2,Ｇベルモントピノコ, 64,穂苅寿, 0.4, 79,* 12,  10, 4,  6.8, ②②, 4,11,Ｄリトルプリンス, 64,イネス, 0.6, 66,  -3,   9, 5, 15.0,⑦⑤⑥
 5, 1,Ｇスペシャルプレイス, 45,木幡初, 1.5, 52,   8, -15, 6, 14.9, ⑤⑤, 5,12,Ｈサムライショウグン, 47,福永祐, 2.1, 38,  -3, -24, 8, 15.0,⑥④⑥, 5, 7,Ｈエアカエサル, 62,江田照, 0.4, 84,  -1,* 22, 9,100.1, ⑨⑨, 5, 6,Ｅオｰスミダンスイン, 64,柴田善, 0.6, 63,* -2,   6, 3,  5.2,③②③
 6,13,Ｊベルベティｰン, 36,武士沢, 1.7, 46,   0, -11,11,110.5, ⑩⑨, 6, 3,Ｂチャンストゥウィン, 53,吉田豊, 2.4, 36,* -1, -31, 1,  4.4,③③②, 6, 8,Ｃパラダイスバｰド, 73,後藤浩, 0.4, 79,* 12,  10, 1,  2.3, ②②, 6,12,Ｉコスモスパｰブ, 58,小野次, 0.7, 63,  -3,   7, 8, 23.6,⑤⑤③
 7, 9,Ｌプレｰミオ, 34,田中博, 2.2, 41,  -8, -11,15,323.4, ⑬⑬, 7,10,Ｊメサジェ, 43,高野和, 2.5, 32,  -7, -24, 9, 35.0,⑫⑪⑪, 7, 1,Ｅスイｰトハビタット, 71,蛯名正, 0.4, 80,   8,  13, 5, 14.1, ⑤⑤, 7, 7,Ａダンシングクリス, 74,後藤浩, 1.0, 56,* -2,   2, 2,  4.6,⑤②③
 8,10,Ｎスズノクロカミ, 26,村田一, 2.3, 45, -13,* -5,16,424.2, ⑯⑮, 8, 6,Ｋサツキイｰグル, 39,木幡初, 2.6, 36,  -6, -23,11, 69.0,⑮⑪⑦, 8, 5,Ｉエニフ, 54,イネス, 1.1, 66,   8,   2, 8, 57.7, ⑤⑤, 8,10,Ｈマイネルメロス, 58,石神深, 1.5, 57,  -7,   7,12, 95.2,⑭⑬⑬
 9, 6,Ｃバクシンキｰタ, 55,高山太, 2.4, 39,   2, -19, 8, 29.1, ⑧⑦, 9,13,Ｐビショップガｰデン, 14,中谷雄, 3.5, 29,  -5, -33,10, 65.2,⑨⑧⑩, 9, 9,Ｄロｰランコングレ, 72,田中勝, 2.5, 47,   2, -13, 6, 14.6, ⑦⑦, 9, 4,Ｆクリノシシマル, 62,武士沢, 1.6, 56,  -6,   5,10, 29.8,⑩⑪⑫
10, 3,Ｆダノンクラフト, 46,福永祐, 2.4, 39,   1, -18, 7, 23.3, ⑩⑨,10,16,Ｍデイトレｰダｰ, 38,大庭和, 3.6, 29,  -7, -31,16,276.5,⑯⑭⑭,,,,,,,,,,,,,10, 5,Ｎイｰルドハｰド, 48,勝浦正, 1.7, 54,  -6,   4,14,161.6,⑬⑪⑩
11, 8,Ｋライブリｰダンス, 36,松岡正, 2.5, 38,   0, -18,10, 85.8, ⑩⑪,11, 1,Ｇタイキレｰザｰ, 49,蛯名正, 4.1, 26,  -2, -44, 4,  6.7,④④⑦,,,,,,,,,,,,,11, 8,Ｌゴｰゴｰゴｰ, 52,田中勝, 1.8, 52,  -5,   1, 9, 27.0,③⑨⑧
12, 5,Ｏセイユウミルキｰ, 13,土谷智, 2.9, 35,   4, -26,12,193.3, ⑥⑦,12, 5,Ｎサｰガキャスケｰド, 37,石神深, 4.5, 25,  -6, -41,14,122.0,⑫⑪⑪,,,,,,,,,,,,,12, 1,Ｋエプソムライジン, 54,二本柳, 1.9, 51,  -5,   0,11, 79.3,⑩⑨⑧
13, 2,Ｉアトマイザｰ, 37,中谷雄, 2.9, 39,  -8, -14,13,208.6, ⑮⑮,13, 8,Ｉブレイブストｰリｰ, 46,松岡正, 4.7, 24,  -4, -45,12, 73.5,⑨⑧⑪,,,,,,,,,,,,,13, 3,Ｃラッキｰショウリ, 65,柄崎将, 3.1, 45,  -4, -14, 6, 21.1,⑩⑦⑩
14, 7, シルクフィレンツェ,---,北村宏, 2.9, 38,  -7, -15, 9, 69.2, ⑬⑬,14,14,Ｄムｰコロネｰション, 51,田中博, 5.5, 11, -11, -44,15,211.1,⑫⑯⑮,,,,,,,,,,,,,14,15,Ｍメジロミッチェル, 50,吉田豊, 3.3, 42,  -9,  -4,13,101.9,⑮⑮⑭
15,15,Ｈルｰトマスタｰ, 42,横山典, 3.1, 38,* 10, -33, 5, 12.4, ③④,15,15,Ｌフレｰミングライフ, 39,イネス,10.5,-47,  -6, -96, 5,  8.4,④⑭⑯,,,,,,,,,,,,,15,13,Ｏチェアマン, 43,木幡初, 5.4, 11,  -9, -27,15,265.3,⑦⑭⑮
16, 4,Ｍスナｰクスイセン, 29,石神深, 3.2, 32,   2, -27,14,265.3, ⑧⑪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+22 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:2),,,,,,,,,,,
単勝:320円 複勝:11=120円 14=180円 16=120円 枠連:600円,,,,,,,,,,,,"単勝:1,060円 複勝:07=330円 02=150円 09=270円 枠連:1,310円",,,,,,,,,,,,単勝:330円 複勝:06=150円 03=190円 04=480円 枠連:840円,,,,,,,,,,,,"単勝:260円 複勝:09=130円 14=490円 02=260円 枠連:1,780円",,,,,,,,,,,
