06年 4月16日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 4月16日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.0,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.0,,,,,■ 7R  芝1800m 4歳上500万(牝) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0.6,,,,,■10R  ダ1700m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,
 9, 4,Ｆスズタケヒデ, 43,高山太, 1.3, 48,  -5,  -7, 9, 60.3, ⑨⑦, 9,10,Ｊマルタカギャラン, 31,大野拓, 2.4, 40, -12,  -7,14,541.6,⑨⑩⑩, 9, 3,Ｍシャルムｰズ, 56,柴山雄, 1.1, 54,  -1,  -3,15,114.7,⑮⑯⑯, 9, 8,Ｆメジロパｰシバル, 59,勝浦正, 2.1, 55,  -1,  -3, 3,  9.7,⑥⑩⑩
10, 7,Ｌユニゾン, 35,松田大, 1.9, 41,  -1, -16,15,415.7, ⑤⑦,10,14,Ｃエｰグルドゥｰス, 52,吉田隼, 2.4, 40, -10,  -8, 6, 11.3,⑦⑦⑨,10,10,Ｉアブソルｰトダンス, 62,勝浦正, 1.1, 54,   6, -17, 8, 26.5,⑤⑥⑤,10,10,Ｅスズカボス, 60,川島信, 2.3, 54,   1,  -9, 4, 11.6,③⑨⑧
11,13,Ｃラスカルデュｰク, 54,川島信, 2.0, 39,  -6, -13, 5, 14.6, ⑬⑭,11, 9,Ｌジョｰリュウショウ, 29,松岡正, 2.5, 40,* -6, -13,12,100.2,②②③,11, 6,Ｋチェリｰヴァレｰ, 62,和田竜, 1.2, 54,   1, -11,13, 67.5,⑮⑭⑪,11, 4,Ｌジラソｰレ, 56,武士沢, 2.4, 53,   2, -11,12, 43.9,⑫⑧⑧
12,12, ソフィアルｰジュ,---,武士沢, 2.2, 37,  -5, -16,11, 94.5, ⑨⑪,12, 6,Ｉフェアリｰドリｰム, 32,高山太, 2.5, 44, -13,  -2,13,250.5,⑭⑭⑬,12, 1,Ｐステレオタイプ, 48,長谷川, 1.5, 50,   3, -18, 7, 24.4,⑧⑩⑨,12, 3,Ｍダイワフォルゴｰレ, 55,木幡初, 2.8, 50,  -4,  -6,11, 40.6,⑪⑭⑭
13, 3,Ｈパリサンサン, 42,穂苅寿, 2.3, 38,  -1, -20,14,282.3, ⑤⑤,13, 4,Ｄゴｰルドバディｰ, 47,大西直, 3.0, 38, -12,  -8, 5, 10.9,⑫⑫⑬,13, 7,Ｏエレガンストラッド, 49,西田雄, 1.7, 45,   4, -23,16,381.7,⑫⑩⑬,13, 5,Ｇアリマエクセレント, 59,加藤士, 2.9, 49,  -4,  -7,13, 81.8,⑫⑭⑭
14,16, フォンティｰン,---,野元昭, 2.4, 34, -12, -12, 8, 49.6, ⑭⑮,14, 7, テンシノサンディ,---,中村将, 4.8, 21, -14, -26, 8, 24.4,⑬⑭⑮,14, 5,Ｈホリノフラワｰ, 63,小野次, 2.2, 40,   3, -29, 5, 23.2,⑫⑩⑬,14,13,Ｂリファインドボディ, 65,小野次, 3.1, 46,  -1, -13, 5, 14.7,⑭⑩⑬
15, 2,Ｎハｰドダルメシアン,-17,西田雄, 3.0, 27, -16, -14,16,428.7, ⑯⑯,15, 5,Ｋプレミアファｰスト, 30,鈴来直, 5.0, 22, -11, -28,15,875.3,⑩⑫⑫,15, 2,Ｎキタサンメッセｰジ, 53,鮫島良, 2.8, 29,   4, -43,11, 53.8,③⑥⑬,15, 1,Ｎテンジンテンリュウ, 55,高山太, 3.9, 42,  -2, -19,15, 95.6,⑧⑫⑪
16,10,Ｋトｰセンビビッド, 36,村田一, 3.2, 28,  -2, -28,10, 76.2, ⑦⑨,,,,,,,,,,,,,16,14,Ｆサンブロンシェ, 65,大野拓, 3.2, 25,*  6, -55,10, 32.7,①①⑤,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:稍重(指数:-2),,,,,,,,,,,
"単勝:300円 複勝:08=120円 06=290円 14=120円 枠連:2,860円",,,,,,,,,,,,単勝:510円 複勝:01=170円 12=230円 02=140円 枠連:590円,,,,,,,,,,,,"単勝:1,170円 複勝:09=310円 08=300円 12=1,240円 枠連:3,460円",,,,,,,,,,,,"単勝:1,690円 複勝:12=460円 02=140円 11=670円 枠連:1,080円",,,,,,,,,,,
"馬連:2,920円 ワイド:06-08=700円 08-14=170円 06-14=940円",,,,,,,,,,,,"馬連:2,460円 ワイド:01-12=720円 01-02=280円 02-12=490円",,,,,,,,,,,,"馬連:4,140円 ワイド:08-09=1,370円 09-12=9,290円 08-12=5,520円",,,,,,,,,,,,"馬連:2,610円 ワイド:02-12=1,060円 11-12=5,220円 02-11=1,340円",,,,,,,,,,,
"馬単:3,940円 3連複:2,560円",,,,,,,,,,,,"馬単:5,300円 3連複:2,200円",,,,,,,,,,,,"馬単:8,350円 3連複:70,940円",,,,,,,,,,,,"馬単:6,530円 3連複:15,820円 3連単:126,200円",,,,,,,,,,,
■ 2R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.5,,,,,■ 5R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.2,,,,,■ 8R  ダ1700m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1.8,,,,,■11R  芝1200m 4歳上1000万 ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾗｼﾞｵ福島賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15, メジロレント,---,勝浦正,, 71,  -9,* 21, 4, 10.9,⑫⑧③, 1, 8,Ｌアラビックリｰダｰ, 31,大野拓,, 57,  -2,* -4,14,135.0,⑨⑪⑤, 1, 2,Ｊフサイチウィｰド, 58,柴山雄,, 68,*  3,*  5, 6,  9.2,①①①, 1,11,Ｇサイキョウワｰルド, 76,赤木高,, 85,  -1,* 24, 4,  6.5, ⑤⑤
 2,12,Ｅジョウノエリザベス, 48,塚田祥, 0.0, 64,  -9,* 15, 2,  3.5,⑥⑤③, 2,14,Ｄヒカリクロメｰト, 50,田嶋翔, 0.0, 59,*  4,*-11, 8, 20.0,⑫④①, 2,15,Ａマイティｰサンダｰ, 68,鮫島良, 0.1, 66,*  0,*  6, 1,  3.8,⑤③②, 2,15,Ｅサンライズアタック, 78,大西直, 0.2, 81,*  4,  17, 2,  5.5, ②①
 3,13,Ｂコスモマゼンタ, 50,中村将, 0.8, 50,* -8,   1, 6, 11.6,④②②, 3, 5,Ｆアイファｰドラゴン, 45,西田雄, 0.1, 57,   1,* -5, 9, 21.5,⑨⑪⑨, 3,12,Ｃフジタカモニュマン, 65,赤木高, 0.7, 63,   1,   2, 4,  7.3,⑨⑤④, 3,12,Ｏロｰズウッド, 71,鈴来直, 0.5, 74,  -3,* 17,16,152.3, ⑦⑦
 4, 1,Ｃニシノバニｰガｰル, 49,田辺裕, 1.1, 53,  -9,   5, 1,  2.7,⑨⑧⑦, 4, 7,Ｋミスタｰショウ, 33,黛弘人, 0.3, 50,*  3, -18,11, 49.7,②①①, 4, 4,Ｂエスケｰアパッチ, 67,野元昭, 0.9, 62,  -2,   4, 3,  6.3,⑫⑨⑧, 4,13,Ｈシｰジョリｰ, 76,吉田隼, 0.7, 70,  -3,  15,15,105.4, ⑦⑪
 5, 5,Ｆマリンブルｰ, 48,鮫島良, 1.9, 40, -11,  -8, 3,  5.0,⑫⑧⑦, 5, 9,Ｃマイネルファッシノ, 51,木幡初, 0.8, 49,*  4, -21, 2,  6.0,⑨④④, 5, 7,Ｆメテオグロｰリｰ, 63,塚田祥, 1.0, 59,  -5,*  6, 2,  4.0,⑫⑬⑫, 5, 6,Ｃアンテリオｰル, 82,田辺裕, 0.7, 74,  -1,  17, 5,  8.1, ⑦⑨
 6, 3,Ａバイカルリッチ, 53,吉田隼, 2.1, 36,  -9, -15,12,114.5,②⑤⑤, 6,11,Ｎアグネスコメット, 25,長谷川, 0.9, 48,   3, -21, 7, 13.5,⑬⑥⑤, 6,11,Ｎナイキバリアント, 49,村田一, 1.1, 60,*  3,  -4, 8, 22.2,②①②, 6, 7,Ｎナカヤマバスタｰ, 73,木幡初, 0.8, 73,*  5,   9, 9, 28.7, ②①
 7,14,Ｌノボホワイト, 25,石橋脩, 2.5, 37, -11, -12,14,197.8,⑮⑬⑨, 7,10,Ｏメルシｰブロッコ,  5,小林徹, 1.1, 44,   2, -22,10, 44.2,⑤⑥⑨, 7, 3,Ｉタイキブラック, 58,武士沢, 1.5, 57,   0,  -4,12, 97.6,⑥⑦⑥, 7, 2,Ｐスプリングレアル, 64,松岡正, 0.8, 69,  -4,  12,13, 46.0, ⑦⑤
 8, 2,Ｉブザムカレッサｰ, 39,小林徹, 3.0, 30, -11, -19,11, 85.1,⑭⑬⑫, 8, 4,Ａタガノブラスト, 56,和田竜, 1.1, 44,   2, -22, 5,  9.8,⑤⑥⑨, 8,13,Ｄメグミロマンス, 65,石橋脩, 1.6, 57,  -4,   1, 5,  9.2,⑮⑬⑫, 8, 8,Ｍオｰスチンロｰズ, 73,高山太, 0.8, 72,  -7,* 18,10, 32.9, ⑬⑪
 9, 9,Ｇパフィｰダンス, 45,長谷川, 3.1, 23,* -4, -37, 5, 10.9,①①①, 9,12,Ｊファストストリング, 34,田辺裕, 1.2, 46,  -2, -16,13,128.4,⑭⑭⑫, 9, 8,Ｇリキアイナスノオｰ, 61,小林徹, 1.6, 57,  -1,  -2,11, 53.9,⑪⑨⑧, 9, 9,Ｋダンツクインビｰ, 75,小林徹, 0.8, 75,  -2,  17, 3,  6.5, ⑪⑩
10,11,Ｏプジュリ,  5,松岡正, 3.7, 17,* -7, -38, 7, 29.8,④②⑤,10,13,Ｉコスモラナップ, 35,石橋脩, 1.5, 38,*  4, -37, 3,  6.2,①①①,10, 6,Ｌメイショウランマル, 55,松田大, 1.9, 55,  -3,  -2,15,296.8,⑨⑬⑪,10, 4,Ｄボストンゴｰルド, 80,和田竜, 0.9, 71,*  3,   9, 7, 11.5, ②①
11,16,Ｄヘイロｰマジック, 49,柄崎将, 3.7, 24, -15, -19,10, 70.3,⑯⑯⑯,11, 2,Ｅマイネルマルス, 50,吉田隼, 1.5, 40,   0, -28, 4,  9.8,⑤⑨⑤,11,14,Ｏグレｰトホｰラｰ, 47,木幡初, 2.1, 51,*  2, -12,13,129.2,③③⑥,11,16,Ａナイキフェイバｰ, 83,小野次, 1.1, 66,*  6,   3, 1,  3.9, ①①
12, 4,Ｍカラｰニクチベニ, 15,黛弘人, 4.3,  6, -11, -43,16,389.0,⑥⑧⑭,12, 6,Ｂオメガトレンディ, 52,赤木高, 2.3, 31,*  5, -46, 1,  2.6,②①⑤,12, 1,Ｍアドマイヤナンシｰ, 51,長谷川, 2.7, 47,  -2, -12, 9, 33.3,⑧⑨⑫,12,14,Ｌタッソｰニｰ, 74,嘉藤貴, 1.3, 60,  -2,   4,12, 41.6, ⑤⑦
13, 8,Ｋレッドラバｰボｰル, 29,小野次, 4.6,  6,  -8, -48,13,134.8,⑨⑤⑩,13,15,Ｈワンダｰアイアン, 35,中村将, 2.3, 29,  -9, -24,12, 87.6,⑮⑮⑭,13, 5,Ｅプレザントレイク, 64,水出大, 2.8, 45,  -1, -19,10, 36.1,③⑤④,13,10,Ｊファンドリワｰルド, 75,野元昭, 1.4, 58,  -8,   6,14, 88.3, ⑬⑪
14, 6,Ｈトｰホウメボン, 42,高橋智, 4.8,  4,  -9, -50, 8, 38.4,⑥⑧⑫,14, 3,Ｍクインリボｰ, 30,小林淳, 3.0, 23,   1, -49,15,353.0,⑤⑨⑬,14, 9,Ｈウインルミエｰル, 61,和田竜, 2.8, 47,   0, -16, 7, 12.2,⑥⑦⑧,14, 5,Ｂピンクガｰタｰ, 82,村田一, 1.8, 54,  -4,   1, 6, 10.3, ⑪⑪
15, 7,Ｎシャナイア, 14,嘉藤貴, 5.1,  3, -11, -50,15,236.9,⑨⑬⑭,15, 1,Ｇホブノブ, 39,柴山雄, 4.5,  7,   0, -68, 6, 11.1,②⑪⑮,15,10,Ｋアイファｰユウホウ, 55,西田雄, 2.9, 45,  -2, -14,14,210.2,⑭⑨⑫,15, 3,Ｆアイラブマキシマム, 77,南田雅, 2.2, 46,  -7,  -3, 8, 23.5, ⑬⑮
16,10,Ｊトップアクトレス, 34,和田竜, 6.1,-15,* -7, -73, 9, 52.5,②②⑩,,,,,,,,,,,,,,,,,,,,,,,,,16, 1,Ｉイットウリョウダン, 76,小林久, 2.5, 43, -13,  -1,11, 39.3, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:不良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:重(指数:5),,,,,,,,,,,
"単勝:1,090円 複勝:15=350円 12=180円 13=250円 枠連:1,720円",,,,,,,,,,,,"単勝:13,500円 複勝:08=2,540円 14=480円 05=660円 枠連:4,400円",,,,,,,,,,,,"単勝:920円 複勝:02=300円 15=160円 12=210円 枠連:1,560円",,,,,,,,,,,,"単勝:650円 複勝:11=240円 15=260円 12=2,640円 枠連:770円",,,,,,,,,,,
"馬連:2,510円 ワイド:12-15=820円 13-15=2,350円 12-13=450円",,,,,,,,,,,,"馬連:150,540円 ワイド:08-14=25,800円 05-08=24,430円 05-14=4,220円",,,,,,,,,,,,"馬連:1,770円 ワイド:02-15=710円 02-12=1,070円 12-15=400円",,,,,,,,,,,,"馬連:1,930円 ワイド:11-15=770円 11-12=6,380円 12-15=14,460円",,,,,,,,,,,
"馬単:5,590円 3連複:7,080円",,,,,,,,,,,,"馬単:279,530円 3連複:585,740円",,,,,,,,,,,,"馬単:4,610円 3連複:3,210円",,,,,,,,,,,,"馬単:4,070円 3連複:105,060円 3連単:463,690円",,,,,,,,,,,
■ 3R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8.6,,,,,■ 6R  ダ2400m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,,■ 9R  芝1200m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-4.4,,,,,■12R  芝1800m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-0.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,米沢特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｅクリノジャンファン, 45,武士沢,, 64,*  5,  -1, 8, 27.4, ①①, 1, 2,Ｃロｰレルハッピｰ, 65,松岡正,, 78,*  8,* 12, 4,  6.1,⑥②①, 1, 1,Ａプリンセスルシｰタ, 71,鮫島良,, 79,*  8,* 10, 1,  2.3, ①①, 1, 9,Ｉショｰトロｰブス, 66,松岡正,, 72,   2,  12, 3,  6.5,⑤④②
 2,16,Ｉコスモタック, 34,村田一, 0.3, 56,  -9,*  8,10, 59.4, ⑩⑨, 2, 1,Ｂクリスタルバッハ, 65,小野次, 2.2, 65,*  8,  -8, 3,  5.6,②②③, 2,11,Ｃミヤジアイ, 64,和田竜, 0.1, 79,*  8,* 12, 4,  9.2, ②②, 2, 4,Ｃヤマカツピレネｰ, 69,田嶋翔, 0.1, 71,   2,  12, 1,  4.6,⑦⑥⑥
 3, 8,Ｆアスカスマイル, 43,佐藤聖, 0.5, 53,*  3, -10, 4,  7.6, ①①, 3, 5,Ｆバンダムカｰン, 61,南田雅, 2.4, 64,   6,  -6, 5,  9.7,④⑤④, 3, 6,Ｂリｰディングアクト, 70,塚田祥, 0.9, 63,*  5,  -3, 3,  6.7, ②②, 3,14,Ｈフジマサチャンプ, 66,大西直, 0.2, 69,   1,  12, 7, 12.6,⑦⑧⑦
 4,14,Ｌテイエムライデン, 26,佐久間, 0.5, 57,   0,  -4,14,332.4, ⑥③, 4, 7,Ｈプライズマネｰ, 58,高橋智, 2.9, 62,   7, -12, 6, 14.6,⑥④④, 4,10,Ｅプリンスヤンクス, 63,黛弘人, 0.9, 62,  -1,   3,10, 34.6, ⑧⑦, 4, 8,Ｋコアレスウィｰク, 64,川島信, 0.3, 68,*  8,  -3, 9, 21.0,①①①
 5, 7, ウインザクラウン,---,木幡初, 0.5, 52, -12,*  8, 5,  8.3, ⑪⑩, 5, 9,Ｇシルキｰパンチ, 60,嘉藤貴, 3.9, 55,   5, -18, 7, 33.3,⑧⑥⑥, 5, 8,Ｊノボファイタｰ, 57,柴山雄, 1.0, 64,  -6,* 12,12, 64.3, ⑭⑪, 5, 1,Ｅメイショウトウコン, 68,松田大, 0.3, 70,  -3,* 18, 8, 19.2,⑭⑭⑬
 6, 9,Ｄヨシノヒメ, 48,吉永護, 0.9, 49,   0, -10, 3,  4.9, ⑥⑦, 6, 4,Ａプライヴァティｰア, 70,赤木高, 3.9, 54,*  8, -26, 1,  2.1,⑨①①, 6,14,Ｉカシマワｰルド, 58,高山太, 1.3, 58,  -4,   4,13,112.0, ⑪⑪, 5, 2,Ａシルクダッシュ, 78,小林淳, 0.3, 69,  -1,* 13, 5,  9.5,⑪⑩⑧
 7, 4, ニシノスカイハイ,---,大野拓, 1.1, 38, -17,   0,12,108.0, ⑭⑮, 7, 6,Ｄトｰセンマウンテン, 64,柴山雄, 4.3, 53,   4, -19, 2,  4.8,④⑦⑦, 7,12,Ｌカナハラコマンダｰ, 50,大野拓, 1.4, 55,   2,  -7, 6, 17.7, ④⑤, 7,15,Ｌノｰブルフォｰス, 64,長谷川, 0.7, 66,  -2,   9, 6, 11.1,⑬⑬⑧
 8,13,Ａガチャガチャ, 59,中村将, 1.2, 38, -14,  -5, 2,  4.8, ⑪⑩, 8, 3,Ｉカルストンルイス, 49,西田雄, 7.6, 34,   2, -43, 9,185.3,②⑧⑧, 8, 9,Ｈイノセントワｰルド, 59,鈴来直, 1.6, 55,  -5,   1, 7, 20.0, ⑭⑪, 8, 3,Ｂロｰリｰポｰリｰ, 70,柴山雄, 0.8, 62,   4,  -3, 4,  6.9,⑤②②
 9,10,Ｋシルクキャッツアイ, 29,松岡正, 1.3, 39, -18,   2,11, 87.8, ⑮⑮, 9, 8,Ｅコアレスブｰム, 62,田中博,10.4, 15,   0, -70, 8, 38.2,①⑧⑨, 9, 4,Ｄセフティｰフリｰズ, 64,吉田隼, 1.6, 52,  -4,  -3, 5, 15.4, ⑪⑩, 9, 7,Ｍマイネルシルバｰト, 61,木幡初, 0.8, 64,  -3,  10,15, 46.7,⑭⑭⑬
10, 6,Ｎテイエムマイスタｰ,  0,和田竜, 1.4, 43,  -1, -16,13,109.6, ⑥③,,,,,,,,,,,,,10, 3,Ｎセイコｰミラクル, 44,石橋脩, 1.8, 50,  -9,   3,11, 57.9, ⑯⑯,10,12,Ｆツキノオウジャ, 67,和田竜, 0.9, 62,   0,   5,11, 24.6,⑪⑩⑪
11,15,Ｇラインクラｰジュ, 35,服部剛, 1.5, 41,*  5, -23, 9, 47.0, ①③,,,,,,,,,,,,,11,15,Ｆグラスイｰグル, 61,武士沢, 1.8, 52,   4, -11, 8, 21.1, ④⑤,11,13,Ｊロングヘラクレス, 64,野元昭, 1.2, 59,   1,  -3,10, 24.0,⑦⑧⑧
12,11,Ｊビッグワンモア, 30,高山太, 1.7, 36, -14,  -8,16,474.5, ⑬⑩,,,,,,,,,,,,,12, 5,Ｇダスティサマｰ, 60,田中博, 2.1, 45,  -1, -14, 9, 21.1, ⑧⑦,12,10,Ｏディルシｰド, 55,鮫島良, 1.6, 52,*  4, -17, 2,  5.6,②②②
13, 3,Ｃアドマイヤルイス, 51,長谷川, 1.9, 36,   3, -28, 1,  3.1, ④③,,,,,,,,,,,,,13, 7,Ｋシンメイアタック, 56,長谷川, 2.1, 50,   6, -16, 2,  4.9, ④④,13,16,Ｎケイジｰウォリア, 60,勝浦正, 2.0, 51,  -3,  -6,12, 32.5,⑯⑭⑬
14, 5,Ｍフジノエレガント, 22,柄崎将, 2.8, 17, -20, -19,15,455.6, ⑮⑭,,,,,,,,,,,,,14, 2,Ｍロココガｰル, 46,池田鉄, 3.1, 34,   3, -28,15,250.7, ⑦⑦,14,11,Ｇフラップジャック, 67,石橋脩, 2.1, 49,   0, -13,14, 36.5,⑩⑩⑪
