06年 6月 3日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 6月 3日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.9,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1600m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.6,,,,,■10R  芝1600m 4歳上1000万(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1.4,,,,
"馬連:980円 ワイド:06-08=400円 04-08=2,770円 04-06=830円",,,,,,,,,,,,馬連:440円 ワイド:09-12=170円 02-09=180円 02-12=280円,,,,,,,,,,,,"馬連:2,470円 ワイド:08-10=1,050円 08-16=320円 10-16=1,420円",,,,,,,,,,,,馬連:190円 ワイド:02-15=130円 02-14=380円 14-15=430円,,,,,,,,,,,
"馬単:2,970円 3連複:5,050円",,,,,,,,,,,,馬単:720円 3連複:490円,,,,,,,,,,,,"馬単:3,380円 3連複:4,450円",,,,,,,,,,,,"馬単:370円 3連複:670円 3連単:2,000円",,,,,,,,,,,
■ 2R  ダ1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.8,,,,,■ 5R  芝2500m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.6,,,,,■ 8R  芝1600m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.7,,,,,■11R  ダ1600m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-4.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾕﾆｺｰﾝｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａマチカネミノリ, 78,北村宏,, 75,*  1,* 13, 1,  1.3, ①①, 1,11,Ｂコスモノイン, 62,横山典,, 71,*  7,  -1, 3,  4.8,②②②, 1,15,Ｅベルジュｰル, 65,安藤勝,, 73,  -8,* 23, 4,  8.1, ⑤⑤, 1,11,Ｊナイキアｰスワｰク, 68,横山典,, 82,  11,* 10, 4,  9.0, ⑬⑨
 2, 3,Ｇタカオセンチュリｰ, 46,小林慎, 1.0, 68,  -2,*  9, 7, 29.9, ④⑤, 2, 8,Ｃヒカルユメハナビ, 60,四位洋, 0.2, 69,   4,*  5, 1,  3.3,⑩⑧⑦, 2,12,Ａトップオブサンデｰ, 70,小野次, 0.2, 77, -13,* 27, 3,  5.1, ⑩⑩, 2, 4,Ｃヤマタケゴｰルデン, 75,池田鉄, 0.7, 74,  11,*  4, 7, 14.5, ⑬⑫
 3, 6,Ｃサムシンググッド, 52,柴田善, 1.8, 61,  -4,   4, 2, 10.1, ⑧⑧, 3, 3,Ｄメジロワグナｰ, 58,木幡初, 0.7, 64,   4,  -1, 4,  7.3,⑧⑥⑦, 3, 9,Ｄチェリｰムｰン, 66,勝浦正, 0.3, 74, -13,* 26, 5,  8.2, ⑩⑩, 3, 3,Ｇフィｰルドオアシス, 71,田中勝, 0.9, 71,   8,*  6, 5, 12.2, ⑬⑯
 4,13,Ｂクラヴィｰア, 57,岩田康, 1.9, 60,  -3,   1, 4, 15.6, ④⑥, 4, 7,Ｍキングトップダンス, 40,菊沢隆, 0.7, 64,   4,*  0, 8, 42.0,⑧⑧⑩, 4, 7,Ｂセイウンブライアン, 67,森下博, 0.4, 64,  -9,  18, 8, 16.0, ⑤⑤, 4, 8,Ｅサイレントプライド, 73,後藤浩, 0.9, 74,  14,  -2, 8, 14.9, ⑤④
 5,15,Ｄリックチョモランマ, 51,内田博, 1.9, 59,* -1,  -1, 3, 12.1, ④②, 5, 2,Ｊエアクラマン, 45,蛯名正, 0.8, 63,   4,  -1, 7, 39.3,⑭⑩⑩, 5, 3,Ｃレイザストレングス, 67,藤田伸, 0.6, 56,* -7,  11, 1,  3.7, ③③, 5,13,Ｉバンブｰエｰル, 69,池添謙, 0.9, 75,* 15,  -4, 6, 12.3, ③③
 6, 7,Ｈアドリアシチｰ, 45,木幡初, 2.6, 54,  -4,  -4,10, 81.0, ④⑥, 6,17,Ａビッグクロス, 62,藤田伸, 1.2, 59,*  7, -19, 2,  3.4,④③②, 6, 5,Ｈアンバｰジャック, 59,田中勝, 0.7, 64, -14,  21, 2,  4.6, ⑬⑬, 6, 6,Ｄダイアモンドヘッド, 74,岩田康, 1.1, 73,  13,  -2, 9, 20.2, ⑩⑥
 7,10,Ｅトウショウノｰティ, 51,菊沢隆, 2.6, 53,* -1,  -9, 5, 15.8, ②②, 7, 6,Ｋダイワアスカロン, 43,武士沢, 1.4, 58,   4, -12,13,143.9,⑩⑩⑦, 7, 8,Ｆオンシジュｰム, 61,吉田豊, 1.3, 50,* -5,  -3, 6, 12.2, ①①, 7,10,Ｈモエレソｰブラッズ, 70,柴山雄, 1.3, 72,* 16, -10,10, 46.4, ②②
 8, 1,Ｉシンボリタイタン, 44,横山典, 3.4, 48,  -6,  -8, 6, 23.3, ⑧⑪, 8,12,Ｇピックアウト, 49,村田一, 1.7, 55,   3, -12, 9, 46.5,⑬⑩⑫, 8, 2,Ｉハタノアディクト, 54,小林淳, 1.3, 53, -17,  17,17,271.7, ⑯⑯, 8, 5,Ｍアテスト, 61,北村宏, 1.5, 68,  11,  -4,13,220.2, ⑩⑨
 9, 8,Ｆトｰアサザンクロス, 50,蛯名正, 3.7, 44,* -1, -19, 8, 44.3, ③②, 9, 1,Ｐジｰティｰハング, 30,石橋脩, 2.0, 52,   5, -25,12, 94.0,⑦⑥④, 9,16,Ｊユｰセイシアトル, 53,木幡初, 1.4, 47, -11,   6,12, 59.8, ⑦⑦, 9,15,Ｎタガノアルサルディ, 60,田嶋翔, 1.8, 65,  10,  -4,12,197.0, ⑩⑬
10, 2,Ｌゴｰルドスナイパｰ, 29,梶晃啓, 3.9, 43,  -6, -14,14,379.0, ⑪⑩,10,15,Ｅレセパセ, 50,吉田隼, 2.0, 50,   0, -15,15,163.6,⑰⑭⑬,10, 4,Ｐエプソムメサイア, 46,後藤浩, 1.5, 47, -15,  11, 9, 35.6, ⑬⑭,10, 9,Ｂマルタｰズマッシブ, 78,内田博, 1.8, 65,  10,  -5, 3,  6.0, ⑤⑬
11,12,Ｊダイワクルｰザｰ, 35,吉田隼, 4.0, 41, -10, -10,11,195.6, ⑮⑭,11,14,Ｎブラックナイト, 38,田中博, 2.4, 46,  -5,  -8,11, 93.5,⑭⑯⑮,11, 6,Ｋラブラドナイト, 52,蛯名正, 1.6, 45, -11,   3,10, 45.3, ⑦⑦,11, 7,Ｌマイネルスパｰクル, 64,木幡初, 1.9, 64,  10,  -5,11,166.0, ⑯⑬
12,16, ニチリンカチドキ,---,吉田豊, 4.1, 43, -10,  -9,13,214.8, ⑭⑭,12, 9,Ｑロｰランウェルズ,  3,後藤浩, 2.5, 49,   5, -33,10, 48.7,④⑤④,12, 1,Ｎナタリｰタｰミｰ, 49,内田博, 1.8, 44, -19,  12,14,117.2, ⑰⑰,12, 2,Ａアエロｰザ, 82,安藤勝, 1.9, 65,  13, -10, 1,  2.6, ⑧⑥
13, 4,Ｋストｰムシグナル, 30,佐藤聖, 4.2, 39,  -9, -15,16,469.4, ⑫⑬,13, 4,Ｈマイネルアントス, 46,池田鉄, 3.1, 46,   5, -42, 5, 10.5,③③④,13,17,Ｌブルｰポラリス, 50,鈴来直, 1.9, 43, -13,   1,15,142.2, ⑩⑩,13,12,Ｏゼットコマンダｰ, 60,勝浦正, 1.9, 65,  13, -10,16,434.0, ⑧⑥
14, 9,Ｍグラスブロｰド,-26,郷原洋, 4.5, 38,  -5, -21,12,196.3, ⑧⑧,14,10,Ｉワイルドバニヤン, 45,柴山雄, 3.7, 43,   0, -33,14,155.9,⑫⑭⑭,14,13,Ｏスタッテン, 47,田面木, 2.0, 44, -11,  -3,13,110.9, ⑦⑦,14, 1,Ｆユｰワハリケｰン, 71,武豊  , 2.7, 59,  14, -20, 2,  5.1, ④④
15, 5, ブロｰドリガメント,---,小野次, 5.8, 28,  -7, -31, 9, 60.8, ⑫⑪,15,13,Ｏサイレンスレナｰタ, 35,幸英明, 4.7, 39,  -3, -38,17,235.0,⑯⑯⑯,15,11,Ｑフォワｰドダンサｰ,-58,岩田康, 2.3, 28,* -5, -19,11, 59.1, ②②,15,16,Ｋハンナフレグランス, 66,吉田隼, 5.1, 41,* 17, -48,15,275.5, ①①
16,14, サウスパシフィック,---,石橋脩,12.7,-32, -19, -79,15,420.7, ⑯⑯,16, 5,Ｆエクスラベル, 49,小野次, 4.7, 39,*  8, -74, 6, 13.0,①①①,16,14,Ｍスズカアトラス, 49,武豊  , 2.7,  9,* -7, -22, 7, 14.1, ③③,16,14,Ｐウォｰタｰポロ, 57,石橋脩, 6.4, 33,  11, -52,14,274.6, ⑤⑨
,,,,,,,,,,,,17,16,Ｌポディウム, 42,千葉直,13.8,13.8---, -11, ---,16,225.6,④⑬⑰,17,10,Ｇサントアドヴァンス, 59,大野拓, 2.9, 23, -18, -11,16,161.2, ⑬⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:86 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:0),,,,,,,,,,,
"単勝:130円 複勝:11=110円 03=360円 06=170円 枠連:1,480円",,,,,,,,,,,,単勝:480円 複勝:11=160円 08=150円 03=200円 枠連:790円,,,,,,,,,,,,"単勝:810円 複勝:15=250円 12=180円 09=250円 枠連:1,560円",,,,,,,,,,,,"単勝:900円 複勝:11=310円 04=400円 03=270円 枠連:2,370円",,,,,,,,,,,
"馬連:1,440円 ワイド:03-11=500円 06-11=250円 03-06=1,790円",,,,,,,,,,,,馬連:760円 ワイド:08-11=370円 03-11=590円 03-08=490円,,,,,,,,,,,,"馬連:2,230円 ワイド:12-15=920円 09-15=1,380円 09-12=690円",,,,,,,,,,,,"馬連:5,920円 ワイド:04-11=1,830円 03-11=990円 03-04=1,090円",,,,,,,,,,,
"馬単:1,880円 3連複:3,250円",,,,,,,,,,,,"馬単:1,600円 3連複:1,930円",,,,,,,,,,,,"馬単:5,300円 3連複:4,580円",,,,,,,,,,,,"馬単:10,460円 3連複:10,360円 3連単:74,630円",,,,,,,,,,,
■ 3R  芝1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.2,,,,,■ 6R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.0,,,,,■ 9R  ダ1400m 4歳上1000万(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0.4,,,,,■12R  芝1600m 4歳上500万(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:2.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,相模特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａスパｰクチャット, 58,勝浦正,, 68,  -6,* 11, 3,  7.0, ⑧⑧, 1, 5,Ｄマイネルグリッツァ, 60,吉田隼,, 67,*  2,   4, 8, 62.8,①①①, 1, 4,Ａエイシンロンバｰド, 82,安藤勝,, 84,   3,* 20, 2,  6.1, ⑧⑧, 1,14,Ｌセイウンビバｰチェ, 61,武豊  ,, 76,*  3,  14, 3,  4.8, ②②
 2,12,Ｈプリキュアアズサ, 36,菊沢隆, 0.1, 60,*  1,   0, 8, 20.4, ①①, 2, 8,Ｆビエンナｰレ, 56,田中勝, 0.1, 69,   1,* 10, 5, 12.5,⑦⑦⑥, 2,11,Ｂスタｰボイジャｰ, 79,岩田康, 0.1, 85,   2,* 21, 3,  6.6, ⑩⑩, 2,18,Ｂフレッチアドｰロ, 72,安藤勝, 0.4, 71,  -2,  13, 7, 19.7, ⑤⑤
 3,14,Ｌプジュリ,-23,塚田祥, 0.1, 62,  -8,*  8,10, 48.4, ⑧⑧, 3, 1,Ａフサイチシャナオｰ, 65,武豊  , 0.3, 67,   2,   4, 1,  2.0,④③⑤, 3, 7,Ｄグランプリオｰロラ, 78,武豊  , 0.2, 79,   5,  16, 1,  1.6, ⑤⑥, 3,17,Ｃパｰトゥｰアワｰズ, 72,横山典, 0.5, 77,  -7,* 20, 1,  3.7, ⑫⑪
 4,10, フォｰディグリｰス,---,北村宏, 0.3, 60,  -5,   5, 9, 34.6, ⑦⑥, 4, 4,Ｇアラビックリｰダｰ, 51,二本柳, 0.5, 64,   0,   5, 9,159.2,⑧⑦⑧, 4,15,Ｇソリッドエビデンス, 72,内田博, 0.3, 87,  -4,* 26, 5, 12.9, ⑮⑮, 4, 1,Ａドクタｰグリム, 78,柴田善, 0.6, 71,  -4,* 15, 2,  3.9, ⑨⑧
 5, 5,Ｂアルファジュリア, 57,吉田隼, 0.5, 51,* -4,  -3, 5,  9.5, ③④, 5, 2,Ｈブライアンズエッセ, 50,四位洋, 0.7, 62,   1,   1, 4, 11.6,④⑤⑥, 5, 9,Ｆマリットチャｰジ, 73,小野次, 0.5, 79,   0,  19,11,111.6, ⑫⑫, 5,10,Ｋバｰジョンワン, 63,塚田祥, 0.7, 63,  -6,  11, 6, 15.6, ⑧⑧
 6, 7,Ｄプラナグリｰン, 49,木幡初, 0.9, 47,* -1,  -9, 4,  9.1, ③②, 6, 3,Ｉテツタイソン, 46,郷原洋, 0.8, 61,*  3,  -5, 7, 50.4,⑥⑤②, 6, 3,Ｃタマモドン, 79,柴山雄, 0.7, 74,   1,  15, 7, 31.3, ⑩⑩, 6, 6,Ｆソリッドラヴ, 70,蛯名正, 0.7, 63,*  1,   6, 8, 21.2, ③③
 7,18,Ｇブライティアシｰズ, 42,小林淳, 1.1, 46,  -9,  -1,11, 81.1, ⑫⑩, 7, 7,Ｅプロトプラスト, 59,横山典, 1.0, 58,*  3,  -9, 3,  4.3,②②②, 7, 8,Ｎビッグホワイト, 63,芹沢純, 0.9, 69,   6,   7,15,327.6, ⑤③, 7,15,Ｄダイワレキシントン, 71,北村宏, 0.8, 65,  -4,  12, 5, 10.7, ⑨⑧
 8, 3, ラフィントレイル,---,横山典, 1.1, 50, -14,   5, 7, 11.9, ⑮⑭, 8, 6,Ｂショウナンバラｰド, 61,吉田豊, 1.1, 57,  -1,  -1, 6, 21.8,⑧⑨⑨, 8, 2,Ｉシンキッカｰ, 67,池添謙, 1.1, 68,   3,   9, 6, 27.3, ⑧⑧, 8, 8,Ｊトミケンラピッド, 64,後藤浩, 0.8, 69,  -6,* 15, 9, 30.0, ⑨⑪
 9, 8,Ｅマイネリｰリオ, 49,柴田善, 1.2, 50, -16,   6, 2,  3.5, ⑮⑯, 9, 9,Ｃスイｰトロｰレライ, 61,内田博, 1.4, 54,*  3, -15, 2,  3.7,③③②, 9,12,Ｅパレスエｰス, 78,田嶋翔, 1.4, 63,*  9,  -2, 4, 12.1, ①①, 9, 2,Ｈマイネシャｰナ, 68,田辺裕, 0.9, 66,  -6,  13,10, 32.6, ⑫⑪
10,11,Ｆプリンセスマッハ, 44,千葉直, 1.6, 42, -24,*  6,14,216.1, ⑰⑰,,,,,,,,,,,,,10,13,Ｈタケショウヤマト, 71,石神深, 1.5, 63,   4,   4, 8, 36.1, ⑤⑦,10, 5,Ｉミュｰジックホｰク, 67,岩田康, 1.0, 58,  -2,   4, 4,  8.7, ⑤⑤
11, 4,Ｊバトルトロｰネ, 16,石神深, 1.6, 39,  -9,  -9,15,247.3, ⑩⑩,,,,,,,,,,,,,11,14,Ｋマグネティックマン, 66,菊沢隆, 1.6, 64,  -2,  11,13,163.0, ⑬⑬,11, 4,Ｐイグニッション, 53,田中博, 1.1, 62, -11,* 13,17,259.8, ⑯⑭
12,15,Ｃポリｰマグｰ, 54,後藤浩, 1.6, 41,* -3, -18, 1,  3.3, ③④,,,,,,,,,,,,,12, 1,Ｍウセル, 65,石橋脩, 1.9, 64,  -7,  14,14,229.8, ⑯⑯,12,16,Ｎブラッドシフト, 54,小林淳, 1.2, 55,*  1,  -2,16,186.8, ③③
13,16, サクラアｰバン,---,江田照, 1.8, 37,  -9, -12, 6, 11.7, ⑩⑩,,,,,,,,,,,,,13,10,Ｏメイショウオブラ, 62,武幸四, 2.4, 58,*  7,  -9,12,119.0, ③③,13,11,Ｒセイウンクレナイ, 44,津村明, 1.3, 54,*  3,  -9,18,319.0, ①①
14, 2, エアバラカ,---,武士沢, 1.9, 36, -11, -12,13,203.2, ⑬⑬,,,,,,,,,,,,,14, 6,Ｐハクリュウタケフジ, 57,二本柳, 2.6, 54,  -2,   0,16,491.4, ⑬⑬,14, 9,Ｍアイアムザヒロイン, 55,藤田伸, 1.3, 60,  -9,  12,15,126.5, ⑫⑭
15,17,Ｉスプリングシャモニ, 26,石橋脩, 2.1, 37,  -5, -23,16,321.3, ⑥⑥,,,,,,,,,,,,,15,16,Ｌリッチスマイル, 66,柴田善, 2.8, 58,*  8, -15, 9, 49.4, ②②,15, 7,Ｅドリｰムスペクタｰ, 70,吉田隼, 1.5, 49,  -4,  -4,12, 61.9, ⑤⑦
16, 9,Ｋセイユウミルキｰ, 15,丹内祐, 2.8, 22, -15, -23,18,361.4, ⑬⑭,,,,,,,,,,,,,16, 5,Ｊウインサウザｰ, 67,四位洋, 2.8, 58,*  7, -12,10, 79.1, ③③,16,13,Ｇエアコムロｰ, 69,田中勝, 1.6, 54,  -8,   7,11, 33.6, ⑯⑭
17,13,Ｍインシグニア,-98,岩部純, 3.2,-26,* -1, -44,17,352.1, ②②,,,,,,,,,,,,,,,,,,,,,,,,,17, 3,Ｏデザｰトモｰニング, 53,幸英明, 1.6, 56, -10,  10,14, 80.9, ⑱⑱
