06年 4月 9日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 4月 9日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(牝) 馬齢,,,,,,,,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.2,,,,,■ 7R  芝2600m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,,■10R  芝1200m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.5,,,,
 9,11, サクラマｰメイド,---,鈴来直, 1.8, 38,   4, -22, 3,  0.0, ⑥⑤, 9, 4,Ｉオンワｰドセレｰサ, 37,田中博, 1.9, 40, -15,  -4,10,  0.0,⑪⑭⑩, 9, 5,Ｈワンダフルキャスト, 62,木幡初, 1.5, 60,  11, -24, 6,  0.0,⑪④④, 9,15,Ｐパセティックゴｰル, 43,松岡正, 1.1, 56, -13,   8,12,  0.0, ⑬⑫
10,10, メイショウハナビ,---,竹之下, 2.4, 24, -12, -18, 7,  0.0, ⑨⑩,10, 7,Ｂサチノウイナｰズ, 53,太宰啓, 2.1, 39, -12,  -7, 9,  0.0,⑬⑪⑩,10,11,Ｋゲイリｰザスカイ, 59,石橋脩, 1.8, 56,* 13, -34,11,  0.0,①①③,10, 7,Ｄコスモコントワｰル, 63,木幡初, 1.2, 54,  -1,  -5, 6,  0.0, ③③
11, 3, グッドラックワン,---,加藤士, 3.0, 12, -26, -15,12,  0.0, ⑫⑫,11, 8,Ｌトレジャｰバッハ, 31,石橋脩, 2.8, 32, -12, -13, 8,  0.0,⑮⑪⑫,11, 3,Ｅマイネルアルドｰレ, 65,中舘英, 2.4, 51,  10, -34, 5,  0.0,⑧⑧⑪,11,16,Ｏミズサワゲンキ, 48,高橋智, 1.3, 53, -18,  10,15,  0.0, ⑮⑭
12, 9, フラワｰスプリング,---,田嶋翔, 3.5, 11, -15, -27,11,  0.0, ⑪⑪,12, 2,Ｇシルクアウロｰラ, 39,中村将, 2.9, 30, -15, -14, 7,  0.0,⑧⑭⑫,12, 9,Ｊロッキｰアイザック, 60,西田雄, 2.8, 46,  11, -43, 9,  0.0,⑤④⑩,12,11,Ｇシンボリカッシｰニ, 59,西田雄, 1.5, 50,  -5,  -5,11,  0.0, ⑦⑦
,,,,,,,,,,,,13, 3,Ｅユメヲコワサナイデ, 43,田辺裕, 3.1, 29, -11, -19,13,  0.0,⑥⑧⑥,13, 7,Ｎヤサカフレッシュ, 47,穂苅寿, 4.0, 39,   9, -53,10,  0.0,⑤⑬⑬,13, 4,Ｎモエロタケショウ, 48,塚田祥, 1.6, 48,  -5,  -7, 9,  0.0, ⑦⑦
,,,,,,,,,,,,14, 5,Ｎメイショウシオカゼ, 26,上野翔, 3.8, 18, -14, -24,12,  0.0,⑧⑪⑮,14, 6,Ｍオリエンタルブロｰ, 54,高橋智, 4.5, 36,   8, -56,14,  0.0,③⑭⑬,14,10,Ｊジェルクルキバ, 54,田辺裕, 1.7, 46, -13,  -1,13,  0.0, ⑬⑭
,,,,,,,,,,,,15,13,Ｍエンジェルハｰト, 30,赤木高, 6.3, -7,* -9, -53,14,  0.0,②③⑫,,,,,,,,,,,,,15, 9,Ｍフサイチプルミエ, 52,村田一, 1.8, 45,  -5, -10,10,  0.0, ⑦⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+24 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:0),,,,,,,,,,,
"単勝:770円 複勝:01=230円 02=210円 08=140円 枠連:2,040円",,,,,,,,,,,,単勝:130円 複勝:10=110円 01=240円 06=300円 枠連:910円,,,,,,,,,,,,"単勝:620円 複勝:10=190円 14=2,630円 01=200円 枠連:1,010円",,,,,,,,,,,,"単勝:690円 複勝:14=270円 01=480円 06=220円 枠連:1,710円",,,,,,,,,,,
"馬連:1,770円 ワイド:01-02=820円 01-08=430円 02-08=440円",,,,,,,,,,,,"馬連:930円 ワイド:01-10=270円 06-10=320円 01-06=2,640円",,,,,,,,,,,,"馬連:34,920円 ワイド:10-14=7,210円 01-10=380円 01-14=7,990円",,,,,,,,,,,,"馬連:7,400円 ワイド:01-14=2,120円 06-14=930円 01-06=1,600円",,,,,,,,,,,
"馬単:3,590円 3連複:2,160円",,,,,,,,,,,,"馬単:1,010円 3連複:3,560円",,,,,,,,,,,,"馬単:42,820円 3連複:42,140円",,,,,,,,,,,,"馬単:13,330円 3連複:14,820円 3連単:96,160円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.3,,,,,■ 5R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.6,,,,,■ 8R  芝1200m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-3.2,,,,,■11R  芝1200m 4歳上ｵｰﾌﾟﾝ ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-4.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福島民報杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｄサンパレス, 50,石橋脩,, 55,  -2,* -4, 2,  0.0,⑪⑤③, 1, 2,Ｄハッスルガｰル, 50,中村将,, 60,  -5,   4, 6,  0.0, ③③, 1, 6,Ａシアトルビュｰティ, 72,鮫島良,, 69,   2,*  8, 1,  0.0, ⑥⑥, 1,10,Ｅゴｰルデンキャスト, 83,石橋脩,, 94,  -4,* 35, 5,  0.0, ⑩⑦
 2, 7,Ａゴｰルドステイブル, 58,赤木高, 0.6, 50,*  1, -15, 1,  0.0,②①①, 1, 6,Ｍピｰタｰキャット,  5,木幡初,, 62,  -9,* 12, 4,  0.0, ⑦⑦, 2, 4,Ｃミスズブライト, 67,中村将, 0.1, 67,   5,   3, 2,  0.0, ③③, 2, 9,Ｊテイエムチュラサン, 79,田嶋翔, 0.0, 86,*  9,  20, 6,  0.0, ①①
 3, 6,Ｇミネルバソング, 44,塚田祥, 0.6, 47,* -1, -14, 6,  0.0,②③③, 3, 9,Ｂアテスエ, 56,太宰啓, 0.2, 61,*  0,   0, 2,  0.0, ①①, 3,16,Ｇフジヤマビュティｰ, 59,松岡正, 0.4, 64,  -1,   8, 6,  0.0, ⑩⑩, 3, 3,Ｉマルタｰズホｰク, 80,的場勇, 0.1, 80,*  5,  18,12,  0.0, ②③
 4, 4,Ｃスクｰプトウショウ, 50,中舘英, 0.9, 48,*  1, -18, 3,  0.0,①①①, 4, 3,Ａゼットエクセル, 57,田中克, 0.0, 60,* -2,   1, 3,  0.0, ①①, 4, 8,Ｂダイワフェロｰ, 72,石橋脩, 0.4, 68,* 10,  -3, 3,  0.0, ②①, 4, 4,Ｆトップパシコ, 83,松田大, 0.2, 82,*  6,  18, 8,  0.0, ②①
 5,11,Ｅキングトップダンス, 45,田辺裕, 0.9, 49,  -4,* -8,14,  0.0,⑨⑧⑥, 5, 8,Ｅシャペロン, 47,菊地昇, 0.6, 53,  -3,  -3, 8,  0.0, ③⑤, 5, 2,Ｌトｰセンエンパイア, 57,田中博, 0.7, 55, -11,*  9,12,  0.0, ⑭⑬, 5, 7,Ａアイルラヴァゲイン, 85,松岡正, 0.3, 85,   0,  25, 1,  0.0, ⑧⑦
 6, 9,Ｂクリノビスケット, 51,佐藤聖, 1.9, 38,  -5, -21, 4,  0.0,⑤⑦⑥, 6,15,Ｌキラメキパスワｰド, 24,村田一, 0.7, 51, -16,   8,14,  0.0, ⑩⑩, 6, 7,Ｍセイウンココロザシ, 57,大西直, 0.7, 58, -12,* 14,10,  0.0, ⑯⑮, 6, 6,Ｇペニｰホイッスル, 83,中舘英, 0.5, 82,  -8,* 29, 2,  0.0, ⑬⑫
 7,13,Ｈストロングレパｰド, 42,村田一, 2.3, 37,  -4, -21,12,  0.0,⑨⑧⑧, 7, 7,Ｃスズカアトラス, 53,中舘英, 0.9, 48, -20,   9, 1,  0.0, ⑫⑩, 7, 1,Ｅマイネルエザット, 64,塚田祥, 0.8, 56,   2,  -4, 7,  0.0, ⑥⑦, 7, 8,Ｎパレスエベレスト, 69,西田雄, 0.5, 77, -11,* 27,11,  0.0, ⑬⑫
 8,10,Ｊシゲルキングマン, 37,西田雄, 2.4, 37,  -7, -19,15,  0.0,⑬⑫⑩, 8, 5, バｰジンフォレスト,---,石橋脩, 0.9, 45, -30,* 18, 5,  0.0, ⑮⑮, 8,13,Ｏアポロヘルム, 54,池田鉄, 1.0, 55,  -6,   4,15,  0.0, ⑬⑬, 8,14,Ｋヘイセイピカイチ, 77,加藤士, 0.7, 72,   1,  14,14,  0.0, ⑥⑦
 9,14, アルファリゲル,---,大西直, 2.5, 35,  -4, -23,10,  0.0,⑫⑧⑩, 9,16,Ｊタマモダイアリｰ, 35,田辺裕, 1.0, 47,  -9,  -3, 7,  0.0, ⑦⑦, 9,15,Ｎジョｰジサクラ, 54,赤木高, 1.2, 54,   7, -12, 8,  0.0, ③④, 9,13,Ｄダイワメンフィス, 83,二本柳, 0.7, 76,   2,  15, 4,  0.0, ⑥④
10, 2, ヒカルサンピラｰ,---,鈴来直, 2.8, 34,  -8, -20, 5,  0.0,⑬⑮⑭,10,13,Ｆコスモヘルシャフト, 44,高橋智, 1.1, 45, -14,   0,12,  0.0, ⑨⑩,10,12,Ｊシルクグラビティｰ, 58,田辺裕, 1.6, 47,   4, -15,14,  0.0, ⑥⑦,10,11,Ｈナイキアヘッド, 81,村田一, 0.9, 69,*  6,   7,10,  0.0, ②④
11, 1,Ｍトｰアギンガ, -6,中村将, 2.9, 31,  -8, -25, 9,  0.0,⑮⑫⑩,11, 1,Ｈタケカアタランテ, 38,赤木高, 1.2, 42, -23,   8,13,  0.0, ⑭⑭,11,11,Ｄマグナムカフェ, 66,小島太, 1.6, 45,   5, -19, 4,  0.0, ③④,11, 1,Ｂエイシンヘｰベ, 84,木幡初, 1.0, 71,  -1,  14, 3,  0.0, ⑧⑦
12, 3,Ｋベルモントエｰス, 35,穂苅寿, 3.0, 32,  -1, -34,13,  0.0,②④⑤,12, 4,Ｎメイリｰロルフェイ,-28,加藤士, 1.2, 42, -20,   5,15,  0.0, ⑫⑬,12, 9,Ｈオｰスミサムソン, 59,上野翔, 1.7, 43,   2, -18,13,  0.0, ⑥⑦,12, 5,Ｃマヤノシャドｰ, 84,赤木高, 1.1, 65,*  6,   4, 7,  0.0, ②④
13, 8,Ｌトｰホｰレジェンド, 33,南田雅, 3.2, 32,  -7, -26,11,  0.0,⑧⑫⑩,13,14,Ｉリネンパｰシャン, 37,南田雅, 1.2, 45,  -8,  -7,11,  0.0, ⑥⑤,13, 3,Ｆノｰザンスタｰ, 61,木幡初, 1.8, 44,  -1, -13, 5,  0.0, ⑩⑩,13, 2,Ｍワンダｰシアトル, 73,野元昭, 1.3, 65,  -7,  13,13,  0.0, ⑩⑦
14,15,Ｉプレティライオネス, 40,松岡正, 3.7, 26,  -3, -37, 8,  0.0,⑤⑥⑧,14,10,Ｋスプレンダアスルガ, 26,的場勇, 1.4, 38,  -5, -17,16,  0.0, ③③,14, 5,Ｐスズシスタｰズ, 33,村田一, 1.9, 40,  -9,  -7,16,  0.0, ⑭⑯,14,12,Ｌフェリシア, 75,鮫島良, 1.5, 61,  -6,  11, 9,  0.0, ⑩⑫
15,12,Ｆサトノアリオン, 44,的場勇, 3.8, 22,  -7, -35, 7,  0.0,⑤⑪⑮,15,12,Ｇメイショウモリゾｰ, 39,大西直, 1.7, 36, -15,  -7, 9,  0.0, ⑩⑨,15,10,Ｉアンナヴァン, 59,土谷智, 2.0, 41,  -1, -16, 9,  0.0, ⑩⑩,,,,,,,,,,,,
,,,,,,,,,,,,16,11, マヤノエロイカ,---,鮫島良, 2.5, 18, -33,  -6,10,  0.0, ⑯⑯,16,14,Ｋサクラカンパネラ, 58,的場勇, 2.5, 36,* 13, -40,11,  0.0, ①①,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:89 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:-1),,,,,,,,,,,
単勝:410円 複勝:05=130円 07=120円 06=310円 枠連:210円,,,,,,,,,,,,"単勝:610円 複勝:02=350円 06=290円 09=150円 枠連:3,210円",,,,,,,,,,,,単勝:410円 複勝:06=170円 04=180円 16=280円 枠連:620円,,,,,,,,,,,,"単勝:1,030円 複勝:10=360円 09=640円 03=3,070円 枠連:6,020円",,,,,,,,,,,
馬連:470円 ワイド:05-07=230円 05-06=760円 06-07=650円,,,,,,,,,,,,"馬連:6,270円 ワイド:02-06=2,490円 02-09=500円 06-09=680円",,,,,,,,,,,,"馬連:1,000円 ワイド:04-06=470円 06-16=650円 04-16=850円",,,,,,,,,,,,"馬連:6,830円 ワイド:09-10=2,070円 03-10=9,330円 03-09=17,330円",,,,,,,,,,,
"馬単:1,150円 3連複:2,040円",,,,,,,,,,,,"馬単:8,290円 3連複:6,650円",,,,,,,,,,,,"馬単:1,890円 3連複:3,620円",,,,,,,,,,,,"馬単:13,350円 3連複:247,990円 3連単:997,250円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,,■ 6R  ダ1150m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-0.8,,,,,■ 9R  ダ1700m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2.1,,,,,■12R  芝2000m 4歳上500万(牝) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,桑折特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8, トロフィｰディｰル,---,松岡正,, 66,   1,*  5, 6,  0.0,⑧④①, 1, 7,Ｄブルｰベレッタ, 65,赤木高,, 71,* -1,* 11, 3,  0.0, ①①, 1, 1,Ｂニッシンテｰスト, 66,塚田祥,, 72,  -1,* 15, 2,  0.0,⑤⑤③, 1, 2,Ｆオレンジハｰベスト, 63,二本柳,, 74,  -3,* 22, 5,  0.0,⑬⑪⑬
 2,12,Ｂアｰスクリスハｰン, 59,野元昭, 0.1, 63,   1,   4, 1,  0.0,③④⑤, 2, 5,Ａマイネルラファエロ, 75,中舘英, 0.4, 66,  -7,* 11, 1,  0.0, ⑦⑦, 2,12,Ｃピッチサイドトｰク, 65,松岡正, 0.4, 69,*  2,   8, 1,  0.0,⑤①①, 2, 7,Ｊマコトジョワイユｰ, 61,鮫島良, 0.1, 76,  -5,* 25, 7,  0.0,⑪⑬⑩
 3,11,Ｄメイショウナイト, 53,高橋亮, 0.1, 65,  -2,* 10, 5,  0.0,⑪⑧⑤, 3, 8,Ｃカフェブルックリン, 66,石橋脩, 0.8, 61,  -3,   4, 5,  0.0, ③②, 3,11,Ａハングオｰバｰ, 69,木幡初, 1.0, 65,  -1,   7, 3,  0.0,⑦⑥⑥, 3,11,Ｌシルクメガヒット, 56,中村将, 0.3, 68,*  2,   8, 2,  0.0,②①①
 4, 7,Ａブレイズワン, 60,上野翔, 0.2, 58,  -1,   0, 2,  0.0,③④⑤, 4,14,Ｈロバｰトバロｰズ, 60,木幡初, 0.8, 60,* -1,   3,11,  0.0, ①②, 4, 2,Ｊヘネシｰワｰルド, 56,中村将, 1.2, 61,  -2,   4, 9,  0.0,③⑥⑥, 4, 1,Ｈメジロテディベア, 62,高橋智, 0.3, 68,*  0,  10, 8,  0.0,②③③
 5,10,Ｃミヤギブレイド, 53,嘉藤貴, 0.8, 57,  -4,   4,11,  0.0,⑨⑩⑨, 5,15,Ｂナゾヲトクカギ, 70,中村将, 0.8, 59,  -8,   6, 4,  0.0, ⑦⑦, 5, 4,Ｉヒｰロｰオブナポリ, 60,赤木高, 1.2, 63,  -2,   8, 8,  0.0,⑭⑧⑧, 5,12,Ａミラクルレイザｰ, 72,松岡正, 0.4, 67,*  0,   9, 1,  0.0,④③③
 6, 5, ストｰムシャドウ,---,村田一, 1.0, 54,*  2, -12,10,  0.0,①①①, 6,12,Ｆマイネルヴェッカｰ, 61,大西直, 1.1, 57,  -3,   2, 2,  0.0, ③④, 6, 8,Ｅニシノミサイル, 63,田辺裕, 1.3, 64,  -8,* 16, 7,  0.0,⑮⑮⑭, 6, 3,Ｄプライムナンバｰ, 66,中舘英, 0.4, 69,  -1,  14, 3,  0.0,⑦⑥⑦
 7,14,Ｆクリスタルルｰジュ, 51,塚田祥, 1.2, 47,  -8,  -1, 3,  0.0,⑪⑫⑭, 7,16,Ｊヤマニンペルセウス, 58,二本柳, 1.1, 57,  -3,   2, 8,  0.0, ③④, 7, 7,Ｋパワｰクレスト, 55,高橋亮, 1.5, 61,  -5,   9,15,  0.0,⑪⑪⑫, 7, 9,Ｅオンワｰドサマンサ, 66,石橋脩, 0.6, 65,  -2,  10,10,  0.0,⑨⑥⑩
 8, 9,Ｊインサイダｰ, 39,木幡初, 1.3, 52,  -2,  -8, 9,  0.0,⑥⑧⑤, 8, 4,Ｋチョウカイトップ, 57,的場勇, 1.1, 55, -11,   5, 9,  0.0, ⑨⑨, 8, 9,Ｏフｰフｰ, 44,村田一, 1.5, 62,  -3,   7,11,  0.0,⑦⑩⑧, 8,14,Ｋミスズワｰルド, 60,太宰啓, 0.6, 64,*  0,   6,12,  0.0,④③⑤
 9, 4,Ｇキングルｰキｰ, 50,土谷智, 1.7, 45,  -1, -15, 7,  0.0,⑥⑦⑨, 9, 3,Ｌクリノトップオｰ, 56,塚田祥, 1.2, 55, -14,   7,14,  0.0, ⑪⑪, 9, 3,Ｄフロｰリッシュ, 65,鹿戸雄, 1.6, 60,*  1,  -3, 6,  0.0,①②②, 9,10,Ｂマイネシャｰナ, 67,小林久, 0.6, 68,  -5,* 18, 6,  0.0,⑬⑬⑬
10, 2,Ｉマイネルカポｰテ, 42,池田鉄, 2.2, 42, -10,  -5,12,  0.0,⑯⑯⑭,10, 1,Ｉインテリアトリム, 59,松岡正, 1.2, 58, -12,   9, 7,  0.0, ⑪⑪,10, 6,Ｇフミノシンデレラ, 61,上野翔, 1.6, 59,  -6,   7,12,  0.0,⑨⑪⑧,10, 8,Ｃミココロ, 67,土谷智, 0.7, 65,  -2,   9,13,  0.0,⑦⑥⑤
11, 3,Ｍリトルフレンズ, 20,鮫島良, 2.2, 38, -10, -11,13,  0.0,⑨⑭⑭,11, 6,Ｇシルクリザルト, 61,池田鉄, 1.2, 55,  -3,   1, 6,  0.0, ③④,11,14,Ｍチャッティｰギャル, 53,中舘英, 1.9, 57,*  2,  -5, 4,  0.0,③②⑤,11, 6,Ｍアイアイボタン, 55,塚田祥, 0.7, 65,  -1,   9, 9,  0.0,④⑥⑧
12,16,Ｌゼネラルビスティｰ, 25,黛弘人, 2.2, 37, -10, -12,16,  0.0,⑭⑭⑬,12,13,Ｍランバイルビｰ, 55,加藤士, 1.8, 49,  -9,   0,13,  0.0, ⑨⑨,12,15,Ｈツモルランサｰ, 60,野元昭, 2.1, 56,*  1,  -7, 5,  0.0,②②③,12, 5,Ｉヴァルパライソ, 62,木幡初, 0.9, 61,*  1,  -1, 4,  0.0,①①①
13, 6,Ｋシンボリプラネット, 34,田辺裕, 2.4, 38,  -4, -20,15,  0.0,⑬⑩⑫,13, 9,Ｅミザンセｰヌ, 62,田中博, 2.8, 36, -17,  -5,10,  0.0, ⑬⑬,13,13,Ｎトｰアツキノオｰ, 47,小島太, 2.4, 52,  -7,   1,13,  0.0,⑬⑭⑭,13,13,Ｎケイアイプラス, 50,村田一, 0.9, 64,  -5,  13,15,  0.0,⑪⑬⑮
14,15,Ｅサファリバンブｰ, 51,中舘英, 2.4, 38,*  2, -33, 8,  0.0,③①①,14,11,Ｏデルマカサンドラ, 26,水出大, 3.3, 30, -17, -10,15,  0.0, ⑬⑬,14,10,Ｆコウエイプライム, 61,鮫島良, 2.5, 50,  -3,  -5,10,  0.0,⑨⑧⑪,14, 4,Ｏビッグワンドリｰム, 24,赤木高, 1.3, 60,  -3,   3,14,  0.0,⑬⑪⑩
15,13,Ｎオアシスシチｰ, 13,二本柳, 2.5, 39,  -6, -18,14,  0.0,⑮⑫⑨,15, 2, ニッシンノホシ,---,小島太, 3.9, 23, -22, -13,12,  0.0, ⑮⑮,15, 5,Ｌコスマグレｰス, 54,西田雄, 3.3, 48,  -4,  -8,14,  0.0,⑫⑪⑫,15,15,Ｇスズカスウィング, 62,野元昭, 1.9, 52,  -1,  -8,11,  0.0,⑨⑥⑧
