06年10月29日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年10月29日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.8,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.6,,,,,■ 7R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.5,,,,,■10R  芝2000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 8,15,Ｈキｰプウイニング, 39,西田雄, 3.1, 43,  -5,  -8,11,164.3,⑧⑦⑧, 8, 9,Ｌメイショウクラマ, 24,松田大, 1.8, 49,   3, -14, 8, 40.9, ③⑤, 8, 1, ソウレイ,---,イネス, 3.1, 27, -15, -11, 8, 66.3,⑧⑧⑧, 8, 1,Ｏマイネルガッチャ, 66,吉永護, 0.7, 63,   1,   7,15, 48.9, ⑫⑬
 9, 8,Ｉセイウンアグライア, 39,田辺裕, 3.9, 38,  -9, -10, 5, 14.6,⑭⑭⑪, 9,12,Ｆサンダｰドルフィン, 36,西田雄, 1.9, 44,  -5,  -8,16,289.6, ⑨⑨,,,,,,,,,,,,, 9, 3,Ｆクインフュｰチャｰ, 76,小林徹, 0.8, 64,   6,   2,10, 26.4, ⑦⑨
10,12,Ｊニシノジュリエッタ, 39,梶晃啓, 4.5, 36,  -7, -19,14,204.8,⑪⑩⑩,10,10,Ｇサンクリストバル, 35,芹沢純, 2.1, 45,   1, -15, 6, 30.6, ⑥⑥,,,,,,,,,,,,,10,11,Ｂシルクゾディアック, 79,柴山雄, 0.9, 66,* 12,  -6, 9, 17.4, ③③
11, 6,Ｇトップオブダンス, 40,鮫島良, 6.0,  6,  -4, -40, 6, 18.0,④④⑥,11,16, デルマガイア,---,佐藤聖, 2.2, 37, -17,  -3,10, 96.7, ⑬⑫,,,,,,,,,,,,,11,16,Ｉゼンノゴウシュウ, 74,スボリ, 1.2, 60,   9,  -7, 7, 10.3, ④④
12, 7,Ｍマツリダママベル, 31,大西直, 6.1, 26, -12, -26,13,185.0,⑮⑮⑬,12, 7,Ｄサイレンスラダメス, 49,柴山雄, 2.4, 40,  -4, -14, 4,  5.8, ⑦⑥,,,,,,,,,,,,,12,14,Ｊダイイチミラクル, 72,江田照, 1.3, 54,   5,  -7,14, 40.2, ⑦⑥
13, 9, マチョマル,---,スボリ, 7.2,-21,  -7, -44, 4, 10.4,⑬⑩⑬,13, 1,Ｃステイトゲスト, 51,赤木高, 3.1, 33, -22,  -5, 7, 36.6, ⑯⑮,,,,,,,,,,,,,13, 2,Ｍダイワアｰバイン, 67,鈴来直, 1.3, 57,   6,  -6,13, 39.0, ⑦⑨
14, 3,Ｎリキアイグレイト, 30,松田大, 9.0,-73,  -4, -67,12,166.0,③④⑪,14, 8, イッツワンダフル,---,黛弘人, 3.8, 25, -22, -15,15,254.4, ⑮⑮,,,,,,,,,,,,,14,15,Ｎミヤギノダンシング, 66,高橋智, 1.4, 50,  -8,   3,16,141.2, ⑯⑮
15,14,Ｅカトリｰヌシェアｰ, 44,菊沢隆, 9.7,-81,  -7, -69,10, 82.2,④⑩⑮,15,11, クンエンサンデｰ,---,田中克, 3.8, 23, -14, -22,13,136.8, ⑩⑪,,,,,,,,,,,,,15, 7,Ｐエスティメｰション, 62,伊藤直, 2.2, 44,   9, -23,11, 35.1, ④⑨
,,,,,,,,,,,,16, 3, ロｰズサロン,---,鈴来直, 4.6, 19, -13, -28,14,158.8, ⑪⑬,,,,,,,,,,,,,16,12,Ａブライティアミラ, 86,大野拓, 4.6, 15,* 16, -64, 6,  9.0, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+13 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+21 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-2),,,,,,,,,,,
単勝:780円 複勝:13=200円 05=100円 11=140円 枠連:580円,,,,,,,,,,,,単勝:460円 複勝:15=190円 02=170円 05=510円 枠連:700円,,,,,,,,,,,,単勝:220円 複勝:06=110円 08=160円 03=130円 枠連:0円,,,,,,,,,,,,単勝:730円 複勝:05=280円 13=170円 08=270円 枠連:740円,,,,,,,,,,,
馬連:610円 ワイド:05-13=310円 11-13=600円 05-11=210円,,,,,,,,,,,,"馬連:830円 ワイド:02-15=410円 05-15=1,330円 02-05=1,220円",,,,,,,,,,,,馬連:760円 ワイド:06-08=250円 03-06=170円 03-08=310円,,,,,,,,,,,,"馬連:2,190円 ワイド:05-13=790円 05-08=1,150円 08-13=720円",,,,,,,,,,,
"馬単:2,070円 3連複:1,110円",,,,,,,,,,,,"馬単:1,710円 3連複:5,330円",,,,,,,,,,,,"馬単:1,420円 3連複:740円",,,,,,,,,,,,"馬単:4,810円 3連複:5,310円 3連単:35,010円",,,,,,,,,,,
■ 3R  芝1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.7,,,,,■ 6R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,,■ 9R  ダ1150m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.0,,,,,■12R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,土湯温泉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｂタケデンサンバ, 64,大庭和,, 73,   5,*  8, 4,  5.7, ⑤⑤, 1, 4,Ｅダンツクインビｰ, 68,江田照,, 85,   5,* 20, 4,  6.1, ⑧⑦, 1,11,Ｄシンキッカｰ, 69,塚田祥,, 63,   2,*  5, 2,  3.9, ⑨⑥, 1,15,Ｃマイネルトイフェル, 69,柴山雄,, 69,   6,*  5, 4, 15.5,⑩⑥⑤
