06年 2月11日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 2月11日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1700m 4歳上500万 別定,,,,,,,,,,,,■10R  芝1800m 4歳上500万(牝) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
馬連:980円 ワイド:09-15=340円 06-15=630円 06-09=480円,,,,,,,,,,,,馬連:950円 ワイド:01-05=350円 05-10=840円 01-10=620円,,,,,,,,,,,,"馬連:96,210円 ワイド:03-15=17,750円 14-15=6,690円 03-14=16,030円",,,,,,,,,,,,"馬連:34,720円 ワイド:04-12=9,750円 04-06=1,650円 06-12=19,420円",,,,,,,,,,,
"馬単:2,140円 3連複:2,310円",,,,,,,,,,,,"馬単:2,310円 3連複:3,910円",,,,,,,,,,,,"馬単:218,670円 3連複:601,490円",,,,,,,,,,,,"馬単:51,990円 3連複:214,610円 3連単:1,211,630円",,,,,,,,,,,
■ 3R  芝1200m 3 歳未勝利 馬齢,,,,,,,,,,,,■ 6R  ダ2400m 4歳上500万 別定,,,,,,,,,,,,■ 9R  芝2000m 3 歳500万 馬齢,,,,,,,,,,,,■12R  芝1200m 4歳上500万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,あすなろ賞,,,,,,,,,,,,小石原特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｊセフティバｰニング, 37,藤岡  ,, 60,* -1,  -1, 5, 11.2,②②②, 1, 1,Ｍエプソムドン, 57,佐藤哲,, 70,*  1,  10, 2,  4.4,①①①, 1, 6,Ａヴィクトリｰラン, 71,中舘  ,, 75,  -4,* 19, 1,  1.9,③③②, 1, 6,Ｅメイショウリオン, 66,中舘  ,, 69,*  1,   8, 4,  8.5,①①①
 2, 6,Ｈクレスコワンダｰ, 44,佐藤哲, 0.0, 60,  -6,   4, 7, 15.0,⑦⑥⑥, 2,11,Ｄオｰスミダンスイン, 62,西田  , 0.2, 70,*  0,  10, 9, 45.1,②②②, 2, 9,Ｅエイシンチョｰテン, 58,ルメｰ, 0.1, 72,* -3,  16, 2,  3.3,②②①, 2, 9,Ｂアグネスボｰイ, 76,ルメｰ, 0.2, 65,* -5,   8, 1,  3.3,③③③
 3, 7,Ｄダンディｰサウンド, 55,加藤士, 0.0, 56,  -5,  -1, 4, 10.7,④③③, 3, 8,Ｅワンダｰタイキ, 61,中舘  , 0.2, 71,  -1,* 14, 4,  5.8,⑤⑥⑥, 3, 3,Ｂマイネルポライト, 68,津村  , 0.3, 71,  -5,  18, 3,  4.4,③④③, 3,17,Ｄヒョウタンジマ, 71,藤岡  , 0.3, 70, -22,* 24, 2,  5.2,⑫⑯⑩
 4,13,Ｋサクラサクセス, 36,小島一, 0.1, 53, -16,*  8,11, 63.8,⑪⑪⑩, 4, 2,Ｇホｰマンラフィット, 59,赤木  , 0.3, 69,*  0,  10, 3,  5.7,②②②, 4, 2,Ｉヒカリネオジュｰム, 24,柴原  , 0.4, 75,  -8,* 22, 8, 55.5,⑧⑨⑨, 4, 3,Ｉレッドビｰムシチｰ, 62,嘉藤  , 0.4, 62,  -5,   8, 6, 10.4,⑤③④
 5,10,Ａキラｰスマイル, 62,中舘  , 0.1, 60,*  2,  -5, 1,  2.4,①①①, 5, 9,Ｃクリスタルバッハ, 62,津村  , 0.3, 67,* -1,   9,10, 46.1,⑧②②, 5, 7,Ｇポｰトエレガント, 50,和田  , 1.1, 56,  -5,   6, 9, 62.4,⑧④⑤, 5, 2,Ｍプリンセスゴｰルド, 57,和田  , 0.4, 64,  -7,   9, 5,  8.6,⑤⑥④
 6, 3,Ｌアドマイヤマオウ, 33,津村  , 0.4, 50,  -7,  -4, 6, 12.6,④⑥⑥, 6, 6,Ｌロｰドウイング, 57,松田  , 1.1, 64,  -1,   5, 5,  7.6,⑧⑥⑧, 6, 5,Ｄマイネルファｰマ, 60,モンテ, 1.1, 59,  -7,  10, 4, 17.9,⑥⑧⑦, 6, 8,Ｋフェスティブスカイ, 60,酒井学, 0.6, 57,  -8,   5,14, 66.1,⑤⑥⑦
