06年12月16日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年12月16日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(父) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,,■ 4R  芝1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5.3,,,,,■ 7R  ダ2400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.1,,,,,■10R  芝1600m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.3,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+15 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+21 馬場:重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-2),,,,,,,,,,,
"単勝:1,050円 複勝:10=220円 14=100円 15=130円 枠連:710円",,,,,,,,,,,,"単勝:320円 複勝:03=160円 04=180円 14=310円 枠連:1,010円",,,,,,,,,,,,単勝:320円 複勝:04=130円 07=110円 10=140円 枠連:490円,,,,,,,,,,,,"単勝:560円 複勝:13=200円 14=210円 09=280円 枠連:1,460円",,,,,,,,,,,
馬連:940円 ワイド:10-14=340円 10-15=540円 14-15=170円,,,,,,,,,,,,"馬連:990円 ワイド:03-04=350円 03-14=980円 04-14=1,110円",,,,,,,,,,,,馬連:520円 ワイド:04-07=230円 04-10=270円 07-10=200円,,,,,,,,,,,,"馬連:1,650円 ワイド:13-14=580円 09-13=770円 09-14=1,070円",,,,,,,,,,,
"馬単:2,960円 3連複:1,150円",,,,,,,,,,,,"馬単:1,700円 3連複:4,310円",,,,,,,,,,,,馬単:950円 3連複:630円,,,,,,,,,,,,"馬単:3,250円 3連複:3,210円 3連単:19,630円",,,,,,,,,,,
■ 2R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.7,,,,,■ 5R  ダ1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.4,,,,,■11R  芝1800m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-4.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾃﾞｨｾﾝﾊﾞｰS,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａダイワディライト, 55,柴田善,, 71,*  3,*  5, 1,  1.1, ①①, 1,10, ホットストック,---,今野忠,, 54, -13,*  3, 5, 10.2,⑦⑤⑤, 1,15,Ｊペディクラリス, 68,横山典,, 73,   0,  13, 2,  4.5,④⑤④, 1, 6,Ｈイｰスタｰ, 77,横山典,, 79,* -4,* 26, 2,  3.7,⑤③③
 2, 8,Ｃエタｰナルフラワｰ, 55,田中勝, 1.3, 51,  -7,*  0, 2, 14.9, ⑦⑦, 2, 9, ロｰズヒルガイ,---,吉田豊, 0.3, 46,*-12,* -2, 7, 25.6,②②②, 2,11,Ｌオｰスミダンスイン, 68,江田照, 0.1, 72,   0,  12,10, 29.3,⑧⑤④, 2, 5,Ｉスタｰイレブン, 76,今野忠, 0.2, 68,* -2,  18, 5, 17.7,①①①
 3, 3,Ｅコスモタロウ, 47,木幡初, 1.6, 48,  -8,* -1, 7, 61.0, ⑩⑨, 3, 6, コパノアグリグロ,---,勝浦正, 1.0, 37,*-12,  -9, 4,  8.6,②①①, 3, 2,Ｂレコンパンス, 75,松岡正, 0.1, 74,  -1,* 14, 3,  4.6,⑩⑧⑦, 3,10,Ｄブラックタイド, 82,ルメｰ, 0.2, 79,  -5,* 26, 1,  2.1,⑦⑧⑧
 4,11,Ｉタイフｰンスウェル, 39,松岡正, 1.6, 51,  -1,  -7, 6, 60.0, ④⑤, 4,11, メインセイラｰ,---,柴田善, 1.0, 38, -13,  -7, 1,  2.3,④④③, 4,10,Ｈユｰスフルデイズ, 69,北村宏, 0.1, 70,*  1,  10, 9, 29.0,⑤②②, 4, 1,Ｂスズノマｰチ, 83,北村宏, 0.3, 72,* -4,  22, 3,  5.4,③③③
 5,13,Ｄサフラントウショウ, 50,吉田豊, 1.7, 52,*  1, -10, 4, 26.0, ②②, 5, 7, サンワｰドレッツ,---,蛯名正, 2.1, 30, -13, -17, 2,  3.7,④⑤⑤, 5, 7,Ｇブラックランナｰ, 69,蛯名正, 0.2, 76,  -3,* 17, 5, 10.4,⑫⑪⑪, 5, 3,Ｃルｰベンスメモリｰ, 83,柴田善, 0.4, 74,  -7,  24, 7, 23.9,⑧⑨⑨
 6, 7,Ｊブルｰシｰズン, 36,北村宏, 2.1, 48,*  1, -14,14,407.6, ②②, 6, 2, ラヴリｰゲスト,---,木幡初, 2.1, 29, -15, -13, 6, 23.5,⑨⑧⑦, 6, 3,Ｄトップガンマン, 72,後藤浩, 0.5, 70,  -2,  13, 1,  3.3,⑪⑪⑨, 6, 2,Ｋダンツジャッジ, 72,江田照, 0.4, 74,  -3,  23, 9, 37.8,④⑤⑤
 7, 5,Ｆレパティヌｰル, 43,田中博, 2.5, 37, -11, -10, 8, 77.4, ⑪⑪, 7, 8, トｰアラストペニｰ,---,江田照, 2.7, 27, -15, -18, 9, 31.4,⑦⑧⑦, 7, 4,Ｅジュｰクジョイント, 71,勝浦正, 0.6, 66,  -1,  10, 8, 26.8,⑤⑧⑨, 7, 4,Ｇシェイクマイハｰト, 78,木幡初, 0.5, 67,  -5,  19, 8, 28.3,⑥⑤⑤
 8, 6,Ｈチアズベジｰタ, 40,蛯名正, 2.6, 42,   0, -18, 5, 54.5, ④④, 8, 5, セイウングレイシｰ,---,御神本, 2.7, 27, -20,  -9, 3,  6.1,⑪⑪⑪, 8,16,Ｍシルクミッドナイト, 65,小野次, 1.0, 59,*  2,   1,12,147.8,②②②, 8, 7,Ｆスクｰルボｰイ, 80,小野次, 0.6, 72,  -8,  24,11, 79.3,⑨⑩⑨
 9,16,Ｂゲラウトマイウエイ, 55,横山典, 2.7, 41,   0, -19, 3, 16.0, ④⑤, 9, 3, オンワｰドオウガ,---,武士沢, 2.7, 27, -15, -18,11,165.7,⑨⑧⑦, 9,14,Ｋビコｰジェネラル, 68,田中勝, 1.2, 57,*  2,  -2,11, 34.2,①①①, 9, 8,Ｅタイガｰカフェ, 81,蛯名正, 0.7, 71,  -9,  24,10, 37.8,⑪⑪⑪
10,10,Ｏマイネルガボット, 21,江田照, 2.7, 37,  -7, -13,10,116.7, ⑦⑦,10, 1, バブルビッグワン,---,大野拓, 5.0,-51,*-13, -48,10, 76.5,①②③,10, 9,Ｎミヤマガリバｰ, 60,武士沢, 1.7, 54,   0,  -2,13,200.4,⑧⑦⑦,10, 9,Ａマイネルモルゲン, 85,吉田隼, 0.8, 63,* -1,  14, 4, 13.6,②②②
11, 2,Ｋスイｰトベル, 30,小野次, 3.5, 30, -10, -18,11,195.1, ⑪⑫,11, 4, マチカネビｰナス,---,後藤浩, 6.7,-80, -15, -58, 8, 25.7,④⑦⑩,11, 8,Ｃモリトヴィｰナス, 73,吉田隼, 1.8, 53,  -2,  -1, 7, 25.6,⑤⑧⑫,11,11,Ｊロｰドマジェスティ, 75,後藤浩, 1.2, 56,  -5,   9, 6, 17.9,⑨⑤⑤
12,14,Ｇガンコイッテツ, 40,後藤浩, 4.4, 22, -17, -21, 9, 99.8, ⑬⑬,,,,,,,,,,,,,12,12,Ｏメジログリｰン, 52,御神本, 1.9, 55,  -4,   4,14,202.8,⑮⑭⑬,,,,,,,,,,,,
13, 9,Ｎアントレウエルス, 25,高野和, 4.5,  6, -21, -21,16,720.2, ⑮⑮,,,,,,,,,,,,,13, 1,Ａコパノカチドキ, 76,小島太, 2.5, 50,*  0, -13, 6, 16.8,②④④,,,,,,,,,,,,
14,12,Ｍカシノルドルフ, 27,大野拓, 4.6, 18,  -7, -34,15,612.7, ⑦⑨,,,,,,,,,,,,,14,13,Ｉエフセイコｰ, 69,柴田善, 3.0, 47,  -5,  -5, 4,  6.3,⑯⑯⑯,,,,,,,,,,,,
15, 1,Ｐウインメガガｰル, 17,小林淳, 5.3, -4, -18, -29,13,368.1, ⑭⑭,,,,,,,,,,,,,15, 5,Ｐキタノジャジャウマ, 50,今野忠, 3.4, 47,  -4, -10,15,214.9,⑫⑭⑮,,,,,,,,,,,,
16,15,Ｌマイネルロブソン, 29,御神本, 5.4,-47, -36, -13,12,212.0, ⑯⑯,,,,,,,,,,,,,16, 6,Ｆブラストサンデｰ, 70,大野拓, 4.4, 37,  -5, -22,16,282.2,⑫⑬⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-3),,,,,,,,,,,
単勝:110円 複勝:04=110円 08=190円 03=410円 枠連:350円,,,,,,,,,,,,"単勝:1,020円 複勝:10=380円 09=720円 06=270円 枠連:880円",,,,,,,,,,,,"単勝:450円 複勝:15=200円 11=810円 02=170円 枠連:5,320円",,,,,,,,,,,,"単勝:370円 複勝:06=130円 05=360円 10=130円 枠連:3,170円",,,,,,,,,,,
"馬連:440円 ワイド:04-08=210円 03-04=400円 03-08=1,860円",,,,,,,,,,,,"馬連:10,580円 ワイド:09-10=2,910円 06-10=1,550円 06-09=1,670円",,,,,,,,,,,,"馬連:8,330円 ワイド:11-15=2,960円 02-15=520円 02-11=2,420円",,,,,,,,,,,,"馬連:3,190円 ワイド:05-06=890円 06-10=170円 05-10=860円",,,,,,,,,,,
"馬単:490円 3連複:2,150円",,,,,,,,,,,,"馬単:20,720円 3連複:19,920円",,,,,,,,,,,,"馬単:13,650円 3連複:15,570円",,,,,,,,,,,,"馬単:5,690円 3連複:2,250円 3連単:16,930円",,,,,,,,,,,
■ 3R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.4,,,,,■ 6R  芝1200m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 9R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,,■12R  芝1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仲冬特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｅモルトグランデ, 47,蛯名正,, 73,*  7,*  3, 2,  4.1, ②②, 1,10, トｰセングラマｰ,---,木幡初,, 61,* -4,*  4, 5, 12.5, ①①, 1, 1,Ｉアイアムアドｰタｰ, 71,御神本,, 75,   5,   9,10, 37.1, ⑤④, 1,10,Ａポイントセブン, 81,ルメｰ,, 77,*  2,  15, 3,  6.7, ②②
 2, 7,Ｄワンダｰフルｰツ, 48,小野次, 0.4, 61,  -1,*  4, 5, 16.7, ⑦⑥, 2, 7, イチゴイチエ,---,後藤浩, 0.3, 55,* -6,   1, 2,  3.8, ②②, 2, 9,Ａウエスタンウッズ, 82,的場勇, 0.1, 68,*  7,   3, 2,  5.1, ②②, 2, 3,Ｎブライティアミラ, 65,武士沢, 0.2, 69,*  4,   8,11, 85.1, ①①
 3, 1,Ａマルタカエンペラｰ, 72,吉田豊, 0.7, 60,   4,  -5, 1,  1.8, ③③, 3, 6, ジョイフルティアラ,---,武士沢, 0.8, 45,  -9,  -4, 1,  2.3, ③③, 3, 2,Ｂノｰザンキッズ, 80,後藤浩, 0.1, 71,*  9,   4, 1,  2.6, ①①, 3,12,Ｃメジロシリング, 79,御神本, 0.4, 71,  -7,  16, 4,  9.3, ⑨⑦
 4, 4,Ｆケイコティアラ, 45,勝浦正, 0.8, 55,  -2,  -1,10, 53.5, ⑨⑧, 4, 1, トミヨシプリンセス,---,勝浦正, 1.0, 46, -20,*  4, 3,  9.1, ⑧⑤, 4, 8,Ｋウィストラム, 69,吉田豊, 0.1, 77,  -3,* 15,11, 43.1, ⑬⑬, 4, 8,Ｆレッドビｰムシチｰ, 78,木幡初, 0.4, 69,  -2,  12, 2,  5.9, ⑤⑤
 5,11,Ｋオオヒメ, 26,御神本, 1.2, 48,  -5,  -4,11,167.1, ⑩⑧, 5, 5, カネツバンビｰ,---,吉田豊, 1.2, 39, -17,  -2, 7, 17.1, ⑦⑧, 5, 3,Ｄゼンノスカイブルｰ, 76,ルメｰ, 0.3, 68,*  9,   2, 8, 19.4, ②②, 5, 2,Ｊナチュラルメイク, 73,今野忠, 0.5, 67,  -2,  11, 9, 16.6, ⑤⑦
 6, 8,Ｍダイワグリｰズ, 21,松岡正, 1.2, 50, -18,*  9,12,263.0, ⑮⑭, 6, 8, ガイアヴァンテ,---,小林淳, 1.4, 36,  -9, -13, 6, 13.2, ③③, 6,14,Ｆグリｰンアラモｰド, 75,吉田隼, 0.5, 68,   0,   7, 3,  5.7, ⑨⑨, 6, 5,Ｉダンスフォｰウィン, 75,柴田善, 0.5, 75, -12,* 22, 1,  2.7, ⑬⑩
 7, 6,Ｏハタノプラウド,-43,小林淳, 1.3, 54,*  9, -19, 7, 24.8, ①①, 7,14, ニシノキンレンポ,---,大野拓, 1.6, 33, -31,*  2,11, 74.0, ⑩⑨, 7, 7,Ｌマグネティックマン, 68,武士沢, 0.6, 68,  -1,   8,13, 93.8, ⑨⑦, 7,11,Ｈナイトアットオペラ, 75,田中博, 0.6, 65,  -5,  12, 6, 12.8, ⑧⑦
 8, 3,Ｃオレニツイテコイ, 58,ルメｰ, 1.4, 49,   4, -16, 4, 15.3, ③③, 8,16, シｰイズタンタン,---,北村宏, 1.6, 36, -30,*  4,12, 95.7, ⑩⑪, 8, 6,Ｃフレッシュバニラ, 77,大野拓, 0.6, 64,   4,   2, 5, 13.7, ⑤⑤, 8, 4,Ｇワイルドソニック, 76,北村宏, 0.7, 63,  -9,  13,10, 17.6, ⑩⑩
 9, 9,Ｊフロｰラルポケット, 30,大野拓, 1.6, 39,  -7, -11,14,459.8, ⑩⑪, 9, 4, ジュエリｰチェリｰ,---,吉田隼, 1.6, 33, -13, -14, 8, 22.4, ⑤⑤, 9,12,Ｅディスパｰロ, 75,小島太, 0.7, 66,  -9,* 12, 7, 15.3, ⑯⑮, 9, 7,Ｋアンテリオｰル, 72,吉田豊, 0.7, 65,  -8,  14,12,120.9, ⑩⑩
10,15,Ｉオｰバｰカムオｰル, 33,北村宏, 1.7, 42, -13,  -4, 9, 35.3, ⑭⑭,10,13, ケンコウランハｰト,---,蛯名正, 1.7, 37, -35,*  7, 4,  9.6, ⑫⑫,10,13,Ｇヤマノルドルフ, 75,今野忠, 0.7, 64,   7,   0, 9, 30.8, ④⑤,10,15,Ｅアスピリンスノｰ, 79,後藤浩, 0.8, 59,  -2,   6, 8, 15.6, ⑤⑤
11,13,Ｂエフテｰララｰヤ, 62,田中勝, 1.8, 40,  -1, -18, 3,  7.4, ⑦⑥,11, 3, ビコｰロｰズ,---,御神本, 1.9, 29, -28,  -2,13,125.4, ⑨⑨,11, 4,Ｍセイウンマル, 67,蛯名正, 0.8, 65,  -2,   7, 6, 15.1, ⑫⑬,11, 1,Ｌサクラブライアン, 70,田中勝, 0.9, 58,*  2,   2, 7, 13.4, ②③
12,14,Ｎネｰムアスタｰ,-15,穂苅寿, 2.1, 35,  -9, -14,16,609.5, ⑬⑬,12,12, オグリレモン,---,江田照, 2.3, 19, -14, -23,15,209.5, ⑥⑤,12, 5,Ｊキャンディッド, 69,千葉直, 0.8, 64,  -5,   7,16,460.4, ⑬⑨,12,13,Ｍメイプルロｰド, 66,大野拓, 1.0, 65, -24,* 22,14,151.6, ⑮⑮
13, 5,Ｇフラワｰギフト, 44,柴田善, 2.1, 38,   4, -27, 8, 30.3, ③③,13,15, ポｰトフォリオ,---,松岡正, 3.1,  5, -38, -12, 9, 42.7, ⑬⑬,13,10,Ｐシャイニングムｰン, 62,勝浦正, 0.9, 63,   1,   3,14,117.1, ⑧⑦,13,14,Ｄチアフルワｰルド, 79,吉田隼, 1.1, 58,  -9,  10, 5, 12.3, ⑫⑩
14,16,Ｌジョウノカグヤヒメ, 24,木幡初, 2.4, 31,  -5, -22,13,423.8, ⑩⑪,14, 2, ネクストペｰジ,---,田中博, 3.3,  6, -56,  -1,14,131.6, ⑮⑭,14,11,Ｎジョリｰズジョｰ, 66,小林淳, 1.6, 54,   0,  -3,15,427.6, ⑨⑨,14,16,Ｐアンダンテシチｰ, 35,郷原洋, 1.2, 52,*  0,  -4,13,137.5, ②③
15,10,Ｐヒップホップ,-85,的場勇, 2.7,  7, -27, -10,15,527.7, ⑯⑯,15, 9, ミスマジック,---,的場勇, 5.4,-63, -62, -27,16,275.3, ⑯⑯,15,15,Ｏタケデンイｰグル, 64,横山典, 1.8, 52,  -4,  -1,12, 57.5, ⑮⑮,15, 6,Ｏハンナフレグランス, 61,小林淳, 1.5, 49, -17,   8,15,195.1, ⑭⑭
16, 2,Ｈブライティアエルフ, 36,後藤浩, 3.7, 13,   4, -51, 6, 16.9, ③⑧,16,11, ワタシメダチタイ,---,田中勝, 5.5,-79, -49, -38,10, 53.5, ⑭⑮,16,16,Ｈアドマイヤベッカム, 72,田中勝, 2.2, 47,   3, -12, 4,  9.0, ⑦⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
