06年 3月11日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 3月11日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.3,,,,,■ 4R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.4,,,,,■ 7R  ダ1800m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-3.5,,,,,■10R  芝2200m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.4,,,,
 9,10,Ｃコｰドテレグラム, 52,小牧太, 3.2, 47,  -8,  -6, 5, 13.2,⑧⑨⑩, 9, 2,Ｊプリンセスバイオ, 34,佐藤哲, 0.7, 48,*  0, -20,10,198.7,①①①, 9, 2,Ｆカラッチオラ, 56,小池隆, 2.5, 55,   2, -12,10,146.8,⑥⑤⑥, 9, 3,Ｈユキノボｰイ, 63,幸英明, 1.3, 66,  -3,   8,11, 74.1,⑨⑩⑩
10, 5,Ｊピｰスプロテクタｰ, 42,幸英明, 3.4, 46,* -1, -22, 9,108.7,②②①,10, 7,Ｌトウショウビｰム, 27,横山義, 0.8, 47,*  1, -23,11,232.5,①①①,10, 1,Ｊシンライ, 52,太宰啓, 5.1, 35,   3, -38, 9,120.4,③⑤⑧,10, 7,Ｋチョウカイサンデｰ, 55,川原正, 1.4, 66,  -4,   9, 9, 43.7,⑪⑪⑪
11,12,Ｄオｰスミクロフネ, 52,武豊  , 4.1, 41,  -9, -12, 1,  2.5,⑪⑫⑪,11, 8,Ｉシロキタスピｰド, 47,田中学, 1.1, 43,  -4, -18, 9, 96.8,④⑤⑥,,,,,,,,,,,,,11, 1,Ｊマイネルグロリアス, 57,田中学, 1.9, 56,*  2, -16, 8, 31.6,①①①
12, 9,Ｍスナｰクブルｰト, 30,石橋守, 4.6, 37,  -9, -18,12,550.8,⑫⑪⑪,12,13,Ｆビｰミングフェイス, 51,幸英明, 1.1, 43,  -9, -11, 8, 88.8,⑫⑬⑭,,,,,,,,,,,,,,,,,,,,,,,,
13, 7,Ｌヒｰロｰパオ, 35,秋山真, 5.0, 34, -13, -14,11,130.4,⑫⑬⑬,13, 6,Ｍタケカアタランテ, 26,小池隆, 1.3, 39,  -7, -17,13,334.1,⑦⑧⑪,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14,12,Ｏダンシングキング, 16,小牧太, 2.0, 30,  -4, -32,15,455.2,①⑤⑧,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15, 1,Ｎチョウビジン, 21,太宰啓, 2.8, 21,* -1, -48,12,310.5,④③③,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:2),,,,,,,,,,,
"単勝:3,480円 複勝:06=520円 01=160円 13=140円 枠連:7,230円",,,,,,,,,,,,単勝:200円 複勝:03=110円 14=200円 10=330円 枠連:370円,,,,,,,,,,,,単勝:430円 複勝:03=140円 05=100円 07=300円 枠連:300円,,,,,,,,,,,,単勝:200円 複勝:11=120円 08=410円 06=310円 枠連:370円,,,,,,,,,,,
"馬連:8,800円 ワイド:01-06=2,520円 06-13=1,740円 01-13=250円",,,,,,,,,,,,"馬連:650円 ワイド:03-14=320円 03-10=550円 10-14=1,310円",,,,,,,,,,,,馬連:290円 ワイド:03-05=160円 03-07=870円 05-07=450円,,,,,,,,,,,,"馬連:1,490円 ワイド:08-11=640円 06-11=510円 06-08=2,500円",,,,,,,,,,,
"馬単:22,210円 3連複:5,980円",,,,,,,,,,,,"馬単:880円 3連複:2,440円",,,,,,,,,,,,"馬単:1,090円 3連複:1,190円",,,,,,,,,,,,"馬単:2,300円 3連複:5,790円 3連単:19,790円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.3,,,,,■ 5R  ダ1800m 3 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1400m 4歳上1000万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,,■11R  芝2000m 4歳上ｵｰﾌﾟﾝ ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-3.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大阪城ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａヒナギク, 64,安藤勝,, 68,*  3,* -1, 1,  2.0, ①①, 1,16, ワンダｰクラフティ,---,藤田伸,, 63,* -8,*  9, 1,  3.4,②②①, 1,11,Ｋマッスルダンサｰ, 66,川原正,, 76,  -6,* 18,12,182.6, ⑨⑥, 1, 2,Ａマチカネメニモミヨ, 92,藤田伸,, 91,  12,* 16, 2,  4.1,⑩⑨⑧
 2, 6,Ｃプリティアンブレラ, 53,武豊  , 0.7, 57,  -7,*  2, 2,  3.2, ⑧⑦, 2,11, アドマイヤロマネ,---,安藤勝, 0.7, 62, -15,* 16, 2,  3.6,⑫⑫⑦, 2, 6,Ｃブルｰフランカｰ, 77,北村友, 0.0, 69,  -3,  11, 3, 10.9, ③④, 2, 4,Ｇロｰマンエンパイア, 81,川原正, 0.1, 92,  13,* 16, 4,  7.3,⑨⑨⑩
 3, 4,Ｄエプソムベガ, 50,藤田伸, 1.2, 53,  -1,  -9, 4,  9.2, ③④, 3,14, スズノテンカ,---,須貝尚, 1.2, 52,* -7,  -4, 8, 21.3,①①①, 3, 1,Ｂコレデイイノダ, 80,安藤勝, 0.1, 70,*  1,   8, 2,  6.7, ①①, 3,10,Ｉスムｰスバリトン, 77,小牧太, 0.5, 84,  14,   2, 9, 30.2,⑤④③
 4,13,Ｂブリスクウェザｰ, 59,幸英明, 1.2, 54,*  0, -10, 3,  6.9, ③②, 4, 4, マイネルジュネス,---,佐藤哲, 1.7, 50, -10,  -2, 5, 11.0,④④④, 4, 9,Ｄタケショウヤマト, 73,小牧太, 0.2, 70,* -1,   9, 6, 24.9, ③②, 4, 8,Ｈエルカミｰノ, 79,田中学, 0.6, 80,   9,   8,11, 66.8,⑪⑪⑪
 5, 1,Ｆヤマニンビアンカ, 43,田村太, 1.4, 47, -10,  -5, 9, 68.8, ⑨⑧, 5, 7, ドウゾドウゾ,---,四位洋, 1.7, 48,* -8,  -6, 7, 20.0,③③③, 5, 3,Ｅアドマイヤムサシ, 73,岩田康, 0.3, 73,  -8,* 18, 4, 16.0, ⑬⑬, 5,11,Ｅタガノマイバッハ, 82,高田潤, 0.6, 87,  15,   5,10, 31.1,⑧⑦⑥
 6, 5,Ｈコパノフロスティ, 37,田中学, 1.4, 49, -10,  -2,13,244.9, ⑨⑧, 6,12, ウォｰタｰリロ,---,小池隆, 1.7, 51, -12,   0, 9, 25.2,⑩⑧⑤, 6,12,Ｇタｰタンフィｰルズ, 71,幸英明, 0.3, 75, -10,* 20, 5, 17.7, ⑬⑬, 6, 9,Ｆバイロイト, 82,四位洋, 0.8, 78,  12,   0, 5,  7.7,⑥⑦⑧
 7,14,Ｎフレンチアイドル, 18,岩田康, 1.5, 47,  -7,  -6, 5, 16.7, ⑤⑧, 7, 6, ロｰランアントレ,---,岩田康, 2.8, 44, -16,  -1, 3,  5.5,⑬⑬⑪, 7, 4,Ａビッグクラウン, 83,武豊  , 0.3, 71,  -6,  14, 1,  1.4, ⑧⑥, 7,12,Ｃナイトフライヤｰ, 87,武豊  , 0.8, 80,   9,   8, 3,  6.8,⑫⑪⑫
 8, 2,Ｉホッコｰラブリｰ, 37,川原正, 1.6, 46, -16,*  1,11,131.4, ⑭⑫, 8,13, ニシノスカｰレット,---,武豊  , 2.9, 41, -15,  -5, 6, 13.2,⑪⑪⑬, 8, 8,Ｏティラノサウルス, 54,秋山真, 0.4, 67,* -1,   7, 7, 25.7, ①②, 8, 3,Ｌジェダイト, 74,幸英明, 0.9, 80,* 16,  -8, 7, 22.6,②②①
 9, 7,Ｅミッドナイトスタｰ, 49,本田優, 1.9, 44, -10,  -7, 7, 40.5, ⑫⑪, 8, 9, ビッグアラジン,---,柴原央, 2.9, 43, -16,  -2,10, 38.5,⑮⑭⑬, 9,10,Ｌセフティパラダイス, 62,石橋守, 0.5, 69,  -7,  14,10, 95.5, ⑪⑩, 9, 1,Ｄテイエムテンライ, 83,小池隆, 1.1, 75,* 16, -14, 8, 30.0,①①①
10, 8,Ｋイズミビシン, 23,小牧太, 2.1, 45,*  2, -21, 8, 49.7, ②②,10,10, アルアンスピｰル,---,本田優, 3.7, 33, -11, -20, 4,  7.4,⑧④⑤,10,13,Ｈメイプルロｰド, 69,田中学, 0.7, 65,  -4,   8,11,102.2, ⑦⑥,10, 6,Ｊエイシンニｰザン, 77,岩田康, 1.1, 76,* 14,  -9, 6,  9.6,③③③
11,12,Ｌメジャｰタイトル, 21,北村友, 2.2, 40,  -4, -18,12,164.7, ⑤④,11, 8, オｰスミマｰブル,---,内田浩, 3.7, 36, -17,  -8,16,250.6,⑮⑮⑮,11, 5,Ｉカミノヤマボｰイ, 68,本田優, 1.1, 63, -12,  14,14,376.2, ⑮⑮,11, 5,Ｂケイアイガｰド, 88,安藤勝, 1.2, 80,  16,  -7, 1,  3.1,③④③
12, 9,Ｍスナｰクギャル, 20,太宰啓, 2.3, 41,  -3, -18, 6, 31.5, ⑤⑥,12, 2, ミッキｰステｰジ,---,荻野要, 3.9, 33, -14, -16,14,211.5,⑤⑧⑨,12, 7,Ｊテイエムカミガカリ, 66,柴原央, 1.3, 57,  -2,   0, 9, 49.9, ⑤⑥,12, 7,Ｋマヤノモｰリス, 76,秋山真, 1.3, 73,  13,  -9,12, 76.6,⑥⑥⑥
13,10, スティｰルレディ,---,秋山真, 2.6, 34, -18,  -7,14,521.4, ⑬⑭,13, 1, マルノチルドレン,---,千田輝, 4.1, 30, -12, -23,15,238.2,⑧⑥⑧,13,15,Ｍダイゴカムイ, 58,太宰啓, 1.4, 57,  -2,  -1,13,356.5, ⑤④,,,,,,,,,,,,
14,11,Ｊマルノアサシン, 26,黒岩悠, 2.8, 32, -19,  -8,15,762.0, ⑭⑭,14, 5, セイントクラウン,---,石山繁, 4.3, 29, -14, -21,11, 64.2,⑦⑧⑩,14, 2,Ｎコスモアレックス, 57,佐藤哲, 1.5, 56,  -7,   4,15,378.4, ⑨⑩,,,,,,,,,,,,
15,15,Ｇシロキタベッピン, 42,四位洋, 3.2, 27, -14, -17,10, 84.6, ⑨⑬,15, 3, エイシンハテンコｰ,---,田中学, 4.7, 24, -13, -26,13,152.5,⑤⑥⑪,15,14,Ｆケイアイステルス, 71,藤田伸, 1.8, 54,  -8,   2, 8, 35.4, ⑪⑩,,,,,,,,,,,,
,,,,,,,,,,,,16,15, ドリｰムイレブン,---,金折知, 4.9, 26, -18, -19,12,141.4,⑬⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:77 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:89 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:3),,,,,,,,,,,
単勝:200円 複勝:03=110円 06=130円 04=170円 枠連:290円,,,,,,,,,,,,単勝:340円 複勝:16=160円 11=140円 14=420円 枠連:620円,,,,,,,,,,,,"単勝:18,260円 複勝:11=2,460円 06=280円 01=180円 枠連:11,870円",,,,,,,,,,,,"単勝:410円 複勝:02=170円 04=250円 10=770円 枠連:1,290円",,,,,,,,,,,
馬連:300円 ワイド:03-06=140円 03-04=270円 04-06=280円,,,,,,,,,,,,"馬連:850円 ワイド:11-16=400円 14-16=1,280円 11-14=1,030円",,,,,,,,,,,,"馬連:44,470円 ワイド:06-11=9,510円 01-11=6,070円 01-06=760円",,,,,,,,,,,,"馬連:1,370円 ワイド:02-04=490円 02-10=2,220円 04-10=3,090円",,,,,,,,,,,
馬単:470円 3連複:580円,,,,,,,,,,,,"馬単:1,630円 3連複:4,220円",,,,,,,,,,,,"馬単:174,150円 3連複:64,500円",,,,,,,,,,,,"馬単:2,560円 3連複:16,270円 3連単:59,710円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.0,,,,,■ 6R  ダ1200m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,,■ 9R  芝3900m 4歳上ｵｰﾌﾟﾝ 別定,,,,,,,,,,,,■12R  ダ1800m 4歳上1000万 ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,阪神ｽﾌﾟﾘﾝｸﾞｼﾞｬﾝﾌﾟ ＧⅡ,,,,,,,,,,,,吹田特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｂコンプレッソ, 54,岩田康,, 67,*  2,*  1, 1,  1.6, ②②, 1, 2,Ｄホウショウルビｰ, 62,幸英明,, 68,   2,   3, 7, 17.2, ⑧⑧, 1, 5, テイエムドラゴン,,白浜雄,,,,, 1,  1.7,⑤④②, 1, 5,Ｅサクラギャラクシｰ, 75,四位洋,, 82,   7,* 12, 9, 46.4,⑪⑩⑥
 2,12,Ｌタケショウボス, 29,小牧太, 0.7, 60,  -3,*  0, 7, 73.3, ⑥⑤, 2, 6,Ｆインテリアワｰド, 62,北村友, 0.2, 66,*  8,  -7,10, 80.1, ②①, 2, 3, アズマビヨンド,,高田潤, 0.1,,,, 2,  7.9,②②①, 2, 8,Ｂウインカｰディナル, 76,川原正, 0.2, 80,   5,* 14, 3,  6.7,⑮⑫⑩
 3, 9,Ａレッドスポｰツカｰ, 59,安藤勝, 0.7, 61,*  4,  -9, 2,  3.8, ①①, 3, 9,Ｅアインカチヌキ, 62,四位洋, 0.3, 67,* 10,  -7, 4,  9.4, ①①, 3,10, バルトフォンテン,,横山義, 0.5,,,, 4, 10.7,③②②, 3,16,Ｃグランプリスタｰ, 76,小牧太, 0.6, 78,* 18, -12, 2,  3.6,①①①
 4,14,Ｇエステｰムシチｰ, 49,幸英明, 0.7, 60,  -1,  -3, 9, 89.2, ④④, 4,13,Ａアグネストラベル, 71,藤田伸, 0.3, 66,   6,  -4, 2,  4.6, ②③, 4,12, メルシｰエイタイム,,出津孝, 0.5,,,, 3,  8.4,①①②, 4,14,Ａセトノシェｰバｰ, 81,佐藤哲, 0.7, 74,  13,  -7, 5, 13.7,④④④
 5,11,Ｈトップアｰチ, 45,川原正, 1.4, 53,  -5,  -4,11,259.4, ⑧⑦, 5, 1,Ｉワンダｰグラス, 59,田村太, 0.4, 60,  -5,*  4, 9, 42.4, ⑪⑩, 5,11, カネトシプロスパｰ,,小坂忠, 2.5,,,,11, 68.9,⑧⑦⑤, 5, 4,Ｏシルクストリｰト, 67,太宰啓, 1.0, 72,* 15, -14, 8, 40.1,②②②
 6, 5,Ｉゼンノビｰト, 42,秋山真, 1.5, 52,  -6,  -4, 8, 88.3, ⑩⑨, 6,12,Ｋコンゴウヒルズ, 57,川原正, 0.5, 61,  -5,*  5,11,239.7, ⑪⑩, 6, 2, タニノエタニティ,,北沢伸, 2.5,,,, 6, 14.6,⑧⑨⑥, 6, 2,Ｄテイエムヤマトオｰ, 75,武豊  , 1.2, 74,   8,   1, 1,  2.1,⑩⑨⑦
 7, 1,Ｄレッドディクシｰ, 51,四位洋, 1.6, 52,*  2, -15, 6, 24.6, ②②, 7, 5,Ｈハｰベストシｰズン, 61,武豊  , 0.6, 62,   4,  -5, 1,  2.0, ⑤⑤, 7,13, タガジョｰシャトル,,金折知, 2.6,,,, 5, 11.6,⑤⑥⑥, 7, 6,Ｈマダムチェロキｰ, 74,安藤勝, 1.9, 67,   6,  -2, 6, 18.8,⑧⑩⑫
 8, 2,Ｃフィｰルドユウキ, 52,本田優, 1.9, 47,  -9,  -4, 4,  9.6, ⑫⑫, 8, 7,Ｇセレスダイナミック, 61,安藤勝, 0.6, 62,   3,  -4, 6, 15.1, ⑤⑤, 8, 6, ブライアンスキｰ,,南井大, 4.2,,,, 9, 48.5,⑦⑦⑧, 8,11,Ｎゴッドセンド, 69,横山義, 1.9, 66,* 15, -22,11, 62.7,②②②
 9,10,Ｍリデレ, -8,田中学, 1.9, 48,  -1, -14,13,708.8, ④⑥, 9, 4,Ｃユウカｰジナル, 65,小牧太, 0.6, 60,  -4,   3, 8, 34.9, ⑩⑨, 9,14, ラストコンテスト,,黒岩悠, 4.4,,,,12, 77.0,⑩⑩⑨, 9,15,Ｇアスカヘイロｰ, 74,小原義, 1.9, 64,   2,   1,14,265.9,⑮⑯⑭
10, 6,Ｅスペクタクル, 51,佐藤哲, 2.5, 43,  -4, -16, 5, 18.3, ⑧⑦,10, 8,Ｂポｰトジェネラル, 65,佐藤哲, 1.0, 58,   3,  -8, 5, 13.0, ⑤⑤,10, 9, ハギノヴァルカン,,岩崎祐, 5.0,,,,13,136.6,⑩⑩⑩,10, 1,Ｍロｰズカクテル, 71,岩田康, 2.3, 62,   9, -15, 4, 10.1,⑥⑦⑦
11, 3,Ｊガジュマル, 39,生野賢, 2.9, 38,  -6, -18,10,116.2, ⑩⑪,11,11,Ｊアロットオブラブ, 58,岩田康, 1.3, 55,   7, -15, 3,  6.8, ②④,11, 4, キクノプロスパ,,難波剛, 5.3,,,,14,264.7,⑩⑩⑩,11,12,Ｉミヤマガリバｰ, 73,本田優, 2.6, 63,  12, -21,10, 49.7,⑥⑥⑤
12, 7,Ｆフリｰダムブラウン, 51,藤田伸, 3.3, 34,  -4, -23, 3,  8.7, ⑥⑨,12,10,Ｌブラックカイザｰ, 38,金折知, 1.8, 47,  -3, -10,13,452.3, ⑨⑩,12, 1, メジロアｰビン,,今村康, 6.6,,,,10, 51.9,⑬⑬⑫,12,10,Ｌテンエイゴｰルド, 72,小池隆, 2.6, 57,   6, -16,15,316.3,⑧⑧⑩
13, 8, カイシュウロザリオ,---,服部剛, 4.6, 22, -12, -26,12,420.5, ⑬⑬,13, 3,Ｍサクセスタッチ, 23,田中学, 2.1, 43,  -9,  -7,12,389.0, ⑬⑬,,,,,,,,,,,,,13,13,Ｋウイニングザバロン, 73,生野賢, 2.7, 58,   4, -10,13,245.4,⑬⑫⑫
14, 4,Ｋゲッティングゼアｰ, 35,村山明, 5.3, 14, -16, -28,14,993.2, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,14, 9,Ｐオジジアンボｰイ, 66,竹之下, 2.9, 54,   3, -13,16,402.6,⑬⑫⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 3,Ｊサテライトキャノン, 73,野元昭, 3.0, 56,  11, -25, 7, 32.5,④⑤⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 7,Ｆロングセンチュリｰ, 75,秋山真, 8.8, 11,  -1, -60,12,154.7,⑫⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:稍重(指数:-2),,,,,,,,,,,
"単勝:160円 複勝:13=110円 12=530円 09=140円 枠連:1,920円",,,,,,,,,,,,"単勝:1,720円 複勝:02=420円 06=2,590円 09=310円 枠連:7,230円",,,,,,,,,,,,単勝:170円 複勝:05=110円 03=180円 10=220円 枠連:680円,,,,,,,,,,,,"単勝:4,640円 複勝:05=800円 08=230円 16=170円 枠連:2,830円",,,,,,,,,,,
