06年 7月 8日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 7月 8日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.2,,,,,■ 4R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.1,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.7,,,,,■10R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.4,,,,
,,,,,,,,,,,, 9, 7,Ｇタイキマジェスティ, 49,須貝尚, 1.8, 53,   0,  -8, 5, 11.6,⑬⑩⑩, 9, 3,Ｉアドマイヤワシ, 43,長谷川, 4.7, 26,  -7, -21, 9,188.9,⑤⑦⑦, 9, 9, オフィシャル,---,川島雅, 1.8, 51, -12,   8,12,100.0,⑫⑫⑩
,,,,,,,,,,,,10, 4,Ｋラブミｰスマイル, 38,木幡初, 1.9, 52,   0,  -9,15,185.4,⑨⑩⑩,,,,,,,,,,,,,10, 2,Ｆリネンメイン, 58,郷原洋, 2.0, 47,  -9,   2,11, 81.2,⑥⑥⑧
,,,,,,,,,,,,11,13,Ｌマイネルレモリｰノ, 37,山口竜, 2.0, 51,   0, -11,11, 93.1,⑮⑩⑩,,,,,,,,,,,,,11,12,Ｉトウショウコｰラル, 54,木幡初, 2.3, 45, -11,   2, 9, 50.0,⑩⑩⑩
,,,,,,,,,,,,12,15,Ｆコスモベリュｰムト, 51,柴山雄, 2.0, 52,   3, -16, 3,  6.4,⑦④⑧,,,,,,,,,,,,,12,11,Ｈプライベｰトプラン, 56,安藤勝, 3.8, 35,  -9, -18, 6, 17.3,③③⑫
,,,,,,,,,,,,13,11,Ｎダンスブルｰム, 33,鹿戸雄, 2.2, 49,  -1, -11,16,226.6,⑫⑭⑭,,,,,,,,,,,,,13,10,Ｋアドライナｰ, 43,黛弘人, 4.1, 37, -12, -14,13,248.7,⑧⑫⑬
,,,,,,,,,,,,14,16,Ｈチェリｰサウンド, 48,小林徹, 2.3, 48,   0, -14,12,100.5,⑪⑩⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15, 1,Ｃケンブリッジケン, 54,芹沢純, 2.6, 46,*  5, -28, 9, 64.1,①②⑥,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16,14, ロスオリボス,---,菊沢隆, 3.4, 38,  -2, -25,13,112.3,⑬⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:稍重(指数:0),,,,,,,,,,,
単勝:180円 複勝:07=110円 05=130円 06=230円 枠連:0円,,,,,,,,,,,,単勝:260円 複勝:09=120円 08=290円 06=210円 枠連:680円,,,,,,,,,,,,"単勝:1,040円 複勝:08=190円 04=100円 06=120円 枠連:620円",,,,,,,,,,,,"単勝:1,050円 複勝:04=210円 06=110円 07=120円 枠連:350円",,,,,,,,,,,
馬連:340円 ワイド:05-07=170円 06-07=520円 05-06=580円,,,,,,,,,,,,"馬連:1,290円 ワイド:08-09=520円 06-09=400円 06-08=1,360円",,,,,,,,,,,,馬連:870円 ワイド:04-08=280円 06-08=350円 04-06=120円,,,,,,,,,,,,"馬連:1,490円 ワイド:04-06=510円 04-07=450円 06-07=160円",,,,,,,,,,,
"馬単:560円 3連複:1,040円",,,,,,,,,,,,"馬単:1,690円 3連複:2,690円",,,,,,,,,,,,"馬単:3,100円 3連複:470円",,,,,,,,,,,,"馬単:4,040円 3連複:1,080円 3連単:12,300円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.8,,,,,■ 5R  芝1200m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 8R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.0,,,,,■11R  芝1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STV杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｅグッドバニラ, 46,横山典,, 65,*  2,*  0, 2,  3.3,⑬①①, 1, 8, ニシノチャｰミｰ,---,四位洋,, 70,  -3,* 10, 3,  4.6, ④④, 1,10,Ａハナパック, 71,藤田伸,, 78,* 12,*  5, 1,  2.2, ①①, 1,10,Ａコンドルクエスト, 82,安藤勝,, 80,  13,*  6, 1,  2.5,⑦⑤④
 2, 3,Ｈハルカッコ, 40,千田輝, 1.5, 53,*  2, -14,10, 82.4,①②②, 2,13, スマｰトカスタム,---,藤岡佑, 0.1, 68,*  1,*  6, 4,  5.1, ②②, 2, 5,Ｉアドマイヤレオン, 60,安藤勝, 0.2, 75,   4,*  9, 2,  3.5, ③③, 2, 2,Ｈソリッドスライダｰ, 71,藤田伸, 0.1, 80,* 16,  -2, 2,  3.9,③②①
 3,13,Ａハギノミネルバ, 58,古川吉, 1.7, 50,   0, -13, 6, 10.2,②③③, 3,11, スマｰトフォルム,---,柴山雄, 0.6, 61,*  2,  -3, 9, 45.2, ①①, 3,12,Ｃモノセロス, 64,柴山雄, 0.2, 76,*  9,*  6, 7, 20.1, ②②, 3, 6,Ｄセイコｰアカデミｰ, 73,横山典, 0.2, 77,  11,*  6, 3,  4.4,⑩⑨⑦
 4, 1,Ｉハトル, 38,柴山雄, 2.0, 47,  -2, -12, 7, 13.2,⑥⑦⑥, 4,12, エアリアｰナ,---,安藤勝, 0.9, 56, -18,* 12, 2,  4.6, ⑬⑬, 4, 4,Ｆフォｰナインミダス, 62,的場勇, 1.4, 59,   1,  -4,11, 43.1, ④④, 4, 4,Ｃシュフルｰル, 76,津村明, 0.6, 74,* 16,  -9, 6, 17.9,②②②
 5,10,Ｂブルｰミングスノｰ, 54,四位洋, 2.2, 46,   0, -17, 1,  2.7,⑤③④, 5, 1, トｰセンフォルテ,---,菊沢隆, 1.2, 52,  -7,  -3, 8, 39.0, ⑧⑦, 5, 8,Ｈスリｰスピリット, 61,秋山真, 1.5, 59,  -5,   2, 3, 11.5, ⑧⑥, 5, 7,Ｆスズカロｰラン, 72,芹沢純, 0.7, 72,  13,  -5, 4,  9.0,⑦⑤⑤
 6, 6,Ｊトリックショット, 30,塚田祥, 2.8, 39,  -2, -23, 5, 10.2,②⑥⑥, 6,10, ディｰプハニｰ,---,藤田伸, 1.3, 50,* -1, -11, 6,  8.4, ③③, 6, 9,Ｋホｰプフルワｰルド, 54,長谷川, 1.5, 60,   1,  -3, 4, 12.6, ④⑤, 6, 8,Ｇダイワブレスイング, 71,柴山雄, 1.0, 68,  11,  -6, 8, 29.8,⑨⑨⑨
 7, 8,Ｍメジャｰタイトル,  8,北村友, 2.9, 38,  -3, -22,11,165.7,⑧⑦⑥, 7, 4, クリｰルパトラｰ,---,武幸四, 1.3, 50,  -3,  -9, 5,  8.1, ④⑥, 7, 7,Ｇエリモアスリｰト, 61,北村友, 1.6, 54, -11,   2, 8, 20.8, ⑩⑧, 7, 1,Ｉマイネルレジオ, 68,木幡初, 1.0, 70,* 17, -16, 7, 21.2,①①③
 8,12,Ｆディｰズサンスｰシ, 43,津村明, 3.2, 37,  -5, -19, 9, 39.9,⑧⑨⑨, 8, 2, ノボスイｰツ,---,塚田祥, 1.6, 42, -15,  -5,12,123.2, ⑫⑩, 8, 1,Ｊリキアイワカノオｰ, 55,小林徹, 1.8, 54, -13,   4, 9, 22.3, ⑪⑪, 8, 9,Ｂセイントリｰプレア, 78,松田大, 1.2, 67,  14, -15, 5, 13.7,⑤④⑤
 9, 2,Ｃインザリピｰト, 51,木幡初, 4.0, 33,   0, -35, 4,  9.9,②③④, 9, 7, ハギノルチェｰレ,---,横山典, 1.6, 46,  -9,  -8, 1,  4.3, ⑧⑨, 9, 6,Ｅリネンセブン, 63,郷原洋, 2.0, 54,  -4,  -5, 5, 13.1, ⑦⑧, 9, 5,Ｅトｰホウファイタｰ, 73,藤岡佑, 1.3, 65,  13, -13, 9, 30.7,⑥⑤⑦
10, 7,Ｌナルニアルｰシｰ, 11,松田大, 4.7, 30,  -7, -29,13,304.2,⑪⑪⑩,10, 9, ラブカｰナ,---,長谷川, 1.9, 41, -12,  -9,10, 46.6, ⑩⑪,10, 3,Ｌビｰビｰカルネ, 52,塚田祥, 2.4, 46,  -8,  -8,10, 41.2, ⑨⑧,10, 3,Ｊロケットパンチ, 61,的場勇, 1.4, 64,  14, -16,10, 75.1,④⑤⑨
11, 5,Ｇスペシャルイヤｰ, 41,小林徹, 5.4, 26,  -5, -39, 8, 29.9,⑧⑨⑩,11, 3, コデマリ,---,松田大, 2.0, 40,  -3, -20, 7, 22.4, ④④,11, 2,Ｂテイエムジャンヌ, 68,千田輝, 3.0, 41, -13,  -9, 6, 15.5, ⑪⑫,,,,,,,,,,,,
12, 4,Ｄポリｰマグｰ, 50,秋山真, 5.4, 27,  -7, -36, 3,  7.6,⑦⑪⑫,12,14, カシノマイハｰト,---,須貝尚, 2.1, 38,  -6, -18,13,146.5, ⑦⑦,12,11,Ｄエンジェルマリｰン, 63,鈴来直, 3.3, 41,   3, -22,12,143.9, ④⑥,,,,,,,,,,,,
13, 9,Ｋクリザンテｰモ, 23,黛弘人, 5.9, 19, -10, -39,12,226.7,⑪⑬⑬,13, 5, シゲルシンジラ,---,小林徹, 2.4, 33, -12, -17,11, 60.7, ⑩⑪,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14, 6, チャｰムキャット,---,木幡初, 6.0,-21, -41, -42,14,167.1, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:4),,,,,,,,,,,
"単勝:330円 複勝:11=150円 03=1,370円 13=370円 枠連:5,220円",,,,,,,,,,,,"単勝:460円 複勝:08=180円 13=210円 11=1,390円 枠連:590円",,,,,,,,,,,,単勝:220円 複勝:10=110円 05=140円 12=320円 枠連:200円,,,,,,,,,,,,単勝:250円 複勝:10=110円 02=140円 06=140円 枠連:420円,,,,,,,,,,,
"馬連:12,590円 ワイド:03-11=4,560円 11-13=1,070円 03-13=10,560円",,,,,,,,,,,,"馬連:960円 ワイド:08-13=450円 08-11=3,050円 11-13=2,690円",,,,,,,,,,,,"馬連:370円 ワイド:05-10=180円 10-12=660円 05-12=1,110円",,,,,,,,,,,,馬連:530円 ワイド:02-10=210円 06-10=180円 02-06=280円,,,,,,,,,,,
"馬単:17,080円 3連複:44,400円",,,,,,,,,,,,"馬単:1,980円 3連複:14,210円",,,,,,,,,,,,"馬単:610円 3連複:2,260円",,,,,,,,,,,,"馬単:950円 3連複:660円 3連単:2,760円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.4,,,,,■ 6R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.6,,,,,■ 9R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.1,,,,,■12R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,下北半島特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａタガノサイクロン, 71,松田大,, 72,* -1,* 12, 1,  2.0,⑥②②, 1,16,Ｂアトス, 62,木幡初,, 62,   3,*  2, 1,  3.5, ⑤④, 1, 6,Ｂマジックアワｰ, 72,四位洋,, 78,  10,*  5, 2,  3.7,⑥⑥②, 1, 7,Ｄブランシュネｰジュ, 71,安藤勝,, 78,  11,   7, 9, 17.2, ③②
 2,10,Ｂパワｰコレクタｰ, 57,横山典, 1.0, 63,* -1,   2, 2,  2.7,②②③, 2, 3,Ｃヨシノヒメ, 61,吉永護, 0.2, 65,*  9,  -7, 7, 14.4, ①①, 2, 7,Ｃコパノスイジン, 68,安藤勝, 0.0, 78,* 12,   3, 1,  2.7,③③⑤, 2, 8,Ｉレヴリ, 65,四位洋, 0.1, 74,   6,  10, 7, 15.0, ⑥⑥
 3, 5,Ｌノｰスベアハｰト, 39,藤岡佑, 1.7, 56,  -4,   2, 9, 80.2,⑨⑧⑦, 3, 8,Ｈコンドルウイング, 49,四位洋, 0.6, 53,   2,  -7, 2,  3.9, ⑤⑤, 3, 4,Ｆアグネストレジャｰ, 63,藤田伸, 0.2, 76,* 13,  -2, 5, 12.0,⑧③①, 3,16,Ｇサララ, 66,鹿戸雄, 0.2, 69,  -1,* 16, 5,  9.3, ⑬⑬
 4, 8,Ｃメモリｰガリソン, 54,古川吉, 2.1, 53,  -5,  -1, 6, 20.4,⑥⑧⑦, 4, 4,Ｋブｰケティアラ, 44,藤岡佑, 1.0, 47,   1, -12, 5,  8.5, ⑨⑨, 4, 1,Ａコスモキララ, 78,長谷川, 0.3, 74,   7,*  8, 3,  4.8,⑫⑫⑦, 4, 4,Ｊニュｰエスサンデｰ, 63,柴山雄, 0.5, 66,   2,   8,10, 38.6, ⑪⑨
 5, 1,Ｋサンレイマック, 39,武英智, 2.3, 53,* -1, -11, 5, 18.2,①①①, 5,14,Ｍコスモレヴュｰ, 38,鈴来直, 1.0, 51,*  7, -18,12, 83.1, ②②, 5, 2,Ｇエアジュラシック, 62,横山典, 1.0, 67,* 14, -16, 4,  6.0,①①②, 5,14,Ｏウインクルグラス, 51,武幸四, 0.5, 65,   0,  10,14,136.1, ⑪⑨
 6, 7,Ｅスズノテンカ, 47,須貝尚, 2.5, 50,  -4,  -7, 4, 11.2,⑤⑥④, 6,15,Ｆルスナイエｰス, 51,武幸四, 1.0, 48,   4, -15, 9, 37.6, ⑤⑤, 6, 5,Ｊスズカシャトル, 61,的場勇, 1.0, 62,   8, -11, 9, 50.3,⑩⑥⑤, 6, 3,Ａボストンクｰラｰ, 75,藤岡佑, 0.5, 75,* 17,  -7, 2,  5.3, ①①
 7, 3,Ｄパブリッシャｰ, 50,藤田伸, 2.9, 47,  -4, -11, 3,  9.7,⑥⑥⑤, 7, 7,Ｇゴｰルドシュｰズ, 50,柴山雄, 1.1, 44,  -4,  -9, 8, 21.8, ⑪⑬, 7,10,Ｉサンダｰロｰド, 61,山口竜, 1.6, 60,* 14, -25,11, 98.9,②②④, 7,12,Ｃアイラブマキシマム, 71,菊沢隆, 0.7, 67,   9,  -2, 3,  6.6, ⑤⑤
 8, 4,Ｆソフィアルｰジュ, 47,菊沢隆, 3.2, 45,  -2, -17,12,160.8,③④⑤, 8,12,Ｌテイエムオｰカン, 44,千田輝, 1.3, 41,  -4, -12,14,211.5, ⑪⑨, 8, 3,Ｅマイネルアルドｰレ, 67,柴山雄, 1.7, 58,   9, -16, 6, 20.2,⑧⑨⑪, 8, 6,Ｅオデット, 69,津村明, 0.8, 63,   6,  -1, 4,  8.6, ⑥⑥
 9,11,Ｊノイモント, 40,津村明, 3.3, 42,  -5, -14,10, 96.3,⑪⑧⑨, 9, 1,Ｄキングメモリｰ, 54,長谷川, 1.3, 47,*  7, -22, 6, 11.8, ②⑤, 9, 8,Ｈコスモワイズマン, 62,藤岡佑, 2.2, 51,   8, -24, 7, 36.3,⑦⑨⑦, 9, 5,Ｈステキナブロンコ, 65,木幡初, 0.9, 59,  -9,* 13,11, 38.6, ⑮⑮
10, 2,Ｍダンスグランドゥ, 38,北村友, 3.4, 40,  -8, -11,13,256.7,⑫⑫⑪,10, 9,Ｉパルマロｰザ, 49,藤田伸, 1.4, 40,  -1, -16,10, 41.9, ⑩⑧,10, 9,Ｋマイネルダンツァ, 59,川島雅, 2.3, 52,   8, -24,10, 55.1,⑪⑨⑪,10, 1,Ｎサワッディ, 53,秋山真, 0.9, 61,   6,  -3,12, 60.1, ⑥⑨
11, 9,Ｇバｰンファイタｰ, 46,四位洋, 3.4, 42,  -6, -12, 7, 28.6,⑫⑪⑪,11,13,Ｅカワキタグロｰリｰ, 54,横山典, 1.4, 40,  -4, -13, 3,  6.2, ⑪⑪,11,11,Ｄプライムナンバｰ, 67,北村友, 2.4, 47,   9, -31, 8, 47.2,③⑥⑦,11, 9,Ｌサンダｰクラップ, 57,的場勇, 1.0, 58,  -3,   5,15,145.4, ⑭⑭
12,12,Ｉラプラシアン, 43,柴山雄, 3.8, 40,  -3, -20, 8, 67.1,④⑤⑩,12,11,Ａアムｰルリッチ, 66,塚田祥, 1.4, 41,*  5, -26, 4,  7.5, ②②,12,12,Ｌゴｰルドイｰジス, 38,郷原洋, 2.6, 49,* 12, -35,12,181.0,③③⑦,12,10,Ｆスパｰクチャット, 67,横山典, 1.1, 61,  10, -10, 6, 11.2, ③②
13,13,Ｈリｰダｰシップ, 46,塚田祥, 5.3, 27, -12, -24,11,122.4,⑨⑬⑬,13, 6,Ｊリソウ, 45,黛弘人, 1.6, 35,   0, -24,16,360.6, ⑤⑪,,,,,,,,,,,,,13, 2,Ｍモモノカオリ, 54,小林徹, 1.3, 53,  -8,   5, 8, 15.2, ⑮⑮
,,,,,,,,,,,,14, 5, カルストンワｰルド,---,秋山真, 1.6, 37,  -4, -16,11, 59.8, ⑪⑬,,,,,,,,,,,,,14,15, ハッピｰロｰド,---,中村裕, 1.6, 50,   6, -13,16,204.3, ⑥⑥
,,,,,,,,,,,,15, 2,Ｎレグルスシチｰ, 12,小林徹, 1.8, 31, -22,* -1,13,101.1, ⑯⑯,,,,,,,,,,,,,15,11,Ｂダンツクインビｰ, 75,藤田伸, 1.8, 48,   5, -14, 1,  3.2, ⑥⑨
,,,,,,,,,,,,16,10, サンデｰカｰニバル,---,古川吉, 2.6, 15, -16, -19,15,222.4, ⑮⑮,,,,,,,,,,,,,16,13,Ｋテンエイキララ, 59,黛弘人, 1.8, 54,* 14, -23,13,103.2, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:4),,,,,,,,,,,
"単勝:200円 複勝:06=120円 10=110円 05=1,530円 枠連:230円",,,,,,,,,,,,単勝:350円 複勝:16=150円 03=420円 08=140円 枠連:760円,,,,,,,,,,,,単勝:370円 複勝:06=180円 07=130円 04=260円 枠連:600円,,,,,,,,,,,,"単勝:1,720円 複勝:07=550円 08=540円 16=310円 枠連:8,740円",,,,,,,,,,,
"馬連:230円 ワイド:06-10=140円 05-06=3,430円 05-10=3,120円",,,,,,,,,,,,"馬連:3,370円 ワイド:03-16=970円 08-16=250円 03-08=1,110円",,,,,,,,,,,,馬連:740円 ワイド:06-07=300円 04-06=610円 04-07=680円,,,,,,,,,,,,"馬連:8,660円 ワイド:07-08=3,150円 07-16=2,710円 08-16=2,330円",,,,,,,,,,,
"馬単:390円 3連複:6,500円",,,,,,,,,,,,"馬単:5,960円 3連複:3,470円",,,,,,,,,,,,"馬単:1,580円 3連複:2,140円 3連単:10,170円",,,,,,,,,,,,"馬単:18,420円 3連複:28,900円 3連単:224,470円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
