06年 1月29日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 1月29日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(牝) 馬齢,,,,,,,,,,,,■ 4R  芝1800m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1700m 4歳上500万 別定,,,,,,,,,,,,■10R  芝1800m 4歳上500万(混) 別定,,,,,,,,,,,
 1, 2,Ｊチョウカイサンデｰ, 20,モンテ,, 63, -12,* 13, 6, 19.6,⑨⑧⑤, 1,10,Ｄセフティパラダイス, 61,河北  ,, 67,  -4,* 10, 3,  7.8,⑥④④, 1,10,Ａヤマニンスプラウト, 72,ルメｰ,, 80,  -8,* 24, 2,  5.8,⑨⑪⑦, 1, 9,Ｂロｰランジェネルｰ, 80,中舘  ,, 83,   6,  15, 4,  5.7,⑤④④
 2, 4,Ｆリキサンポイント, 42,野元  , 0.3, 51, -10,   4, 5, 18.5,⑤④⑤, 2,12,Ｈスナップショット, 58,ルメｰ, 0.1, 65,* -3,   7, 2,  4.3,②②②, 2, 4,Ｐスリｰハイシャトル, 46,佐久間, 0.3, 59,* -5,   7, 4,  7.7,①①①, 2,11,Ａマルブツブリザｰド, 82,ルメｰ, 0.1, 82,* 12,   8, 1,  4.6,①①①
 3, 3,Ａパｰプルカフェ, 60,小島一, 0.3, 49, -12,   2, 2,  6.2,⑨④②, 3, 6,Ｅポｰトメリヨン, 60,松田  , 0.5, 64,  -6,*  9, 9, 27.5,⑦⑨⑦, 3, 2,Ｉスマｰトブレｰド, 64,中舘  , 0.3, 65,* -3,  10, 3,  6.5,③②②, 3, 6,Ｄエネルマオｰ, 75,藤岡  , 0.2, 80,  -4,* 21, 2,  4.6,⑥⑦⑥
 4, 5,Ｅリスペット, 43,中谷  , 0.4, 51, -10,   2, 8, 59.9,⑨④②, 4, 5,Ｋトｰアセンヒメ, 54,赤木  , 0.7, 59,* -2,   1,11, 44.7,①①①, 4,11,Ｋタイキマｰズ, 60,藤岡  , 0.4, 68,  -6,  15, 1,  5.5,⑥⑥④, 4, 1,Ｅヒシアスカ, 75,田嶋翔, 0.4, 76,*  9,   6, 5,  7.8,②②②
 5, 7,Ｄマイネルスパｰダ, 45,ルメｰ, 0.5, 55, -13,*  9, 1,  1.3,⑦⑩⑧, 5,14,Ｎスタｰピアス, 51,生野  , 1.0, 56,  -4,  -1, 7, 21.9,③③③, 5, 8,Ｃオレンジハｰベスト, 70,二本柳, 0.7, 63,  -7,  12, 7, 10.8,⑩⑧④, 5, 5,Ｉオｰヴェｰル, 69,武幸  , 0.4, 76,  -3,* 17, 6, 11.7,⑧⑦⑥
 6, 8,Ｃベルシャワｰ, 51,中舘  , 0.8, 44,  -9,  -5, 7, 23.1,③③②, 6, 1,Ｍクｰドゥシャンス, 52,藤岡  , 1.2, 59,  -9,   8, 8, 22.8,⑬⑬⑪, 6, 3,Ｄショウナンドライヴ, 69,高橋智, 0.7, 62,  -7,  12, 6,  9.0,⑩⑧⑦, 6, 8,Ｆキョウワロアリング, 75,飯田  , 0.5, 75,  -6,* 18, 7, 12.7,⑩⑨⑨
 7,11,Ｇキングマキシマム, 40,藤岡  , 1.1, 38,* -9, -11, 4, 16.6,①①①, 7, 8,Ｆオオシマジョリｰ, 59,高橋亮, 1.2, 57,  -5,   2, 6, 19.9,⑨⑧⑦, 7, 7,Ｏタガノヒロイン, 54,川田  , 0.9, 56,  -7,   7,15,126.2,⑦⑥⑦, 7, 4,Ｍビッグホワイト, 64,芹沢  , 0.7, 72,   4,   6,10, 35.9,⑥④②
 8,10,Ｂアインマｰル, 53,塚田  , 1.2, 36, -14,  -7, 3, 11.9,⑤⑧⑨, 8, 3,Ｃサンゴノウミヲ, 62,柴原  , 1.7, 53,  -7,   0, 4,  8.9,⑫⑪⑩, 8, 6,Ｍキングバッハ, 56,モンテ, 1.0, 62, -10,  13,12, 35.7,⑫⑫⑫, 8, 3,Ｇダンツクインビｰ, 75,川田  , 0.9, 70,  -7,  14, 3,  5.4,⑭⑪⑨
 9, 9,Ｉカネトシパワフル, 25,赤木  , 1.7, 29,* -9, -20, 9, 98.2,②②⑤, 9,13,Ｊセンティｰレ, 55,太宰  , 2.3, 49, -10,  -1,13, 59.0,⑬⑬⑬, 9,16,Ｂカツヨビッグボｰイ, 70,塚田  , 1.1, 52,  -9,   4,10, 25.8,⑦⑧⑦, 9,14,Ｋメイショウブンゴ, 67,松田  , 0.9, 70,  -7,  14, 9, 34.3,⑩⑪⑨
10, 6,Ｈカオリソフィｰ, 36,鹿戸  , 2.3, 22, -11, -24,11,181.5,③⑦⑩,10, 4,Ｉトゥｰラムｰル, 56,鈴来  , 2.3, 46,  -4, -10,12, 52.8,⑤⑥⑥,10, 1,Ｆランスオブグリｰン, 66,赤木  , 1.1, 53,  -5,   1,11, 26.1,④④④,10,12,Ｌミズホユウセイ, 66,柴原  , 1.1, 66,  -9,  12,12,104.8,⑭⑭⑭
11, 1,Ｋロｰランケイト, -4,田辺  , 2.5, 23, -14, -20,10,132.1,⑦⑩⑩,11, 7,Ｂバアゼルロｰズ, 64,北村浩, 2.3, 44,  -5, -11, 5, 14.7,⑪⑥⑦,11,13,Ｈダンツサクラ, 64,大西  , 1.2, 63, -13,* 16,13, 44.1,⑯⑯⑯,11,10,Ｈメイプルロｰド, 70,北村浩, 1.3, 62, -11,  11,11, 41.9,⑬⑭⑭
,,,,,,,,,,,,12, 2,Ｇパｰクリｰアケコ, 59,小島一, 2.5, 42,  -5, -15,10, 44.1,③④④,12, 9,Ｌハンマｰクラヴィア, 60,嘉藤  , 1.3, 58, -12,  12, 8, 12.9,⑮⑮⑮,12, 7,Ｊヒシサンダｰ, 68,加藤士, 1.3, 62,  -6,   6,15,167.7,⑧⑨⑨
,,,,,,,,,,,,13,11,Ｏロｰズベアダウン, 51,高橋智, 2.7, 43,  -6, -10,14,116.9,⑦⑨⑪,13, 5,Ｇニシノブラッサム, 65,武幸  , 1.3, 50,* -3,  -5, 9, 15.1,②②②,13, 2,Ｎダイショウティアラ, 55,中谷  , 1.3, 62,*  7,  -6,13,117.7,②③④
,,,,,,,,,,,,14,15,Ｌアフタｰザレイン, 52,嘉藤  , 3.8, 34,  -9, -17,15,414.9,⑨⑫⑭,14,14,Ｊタガノウォｰニング, 61,中村将, 1.4, 50, -13,   7,14,104.4,⑭⑫⑫,14,15,Ｏサクラゼンセン, 51,赤木  , 1.4, 61,   1,  -2,14,134.1,②⑥⑥
,,,,,,,,,,,,,,,,,,,,,,,,15,12,Ｎトリックアｰト, 54,小島一, 1.5, 47, -12,   4,16,176.9,⑬⑫⑭,15,13,Ｃストロベリｰドｰル, 76,二本柳, 2.7, 41,  -7, -14, 8, 17.7,⑫⑪⑨
,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｅライクシモｰヌ, 67,北村浩, 1.5, 44,  -6,  -6, 5,  8.1,④④⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-3),,,,,,,,,,,
"単勝:1,960円 複勝:02=380円 04=320円 03=170円 枠連:9,840円",,,,,,,,,,,,"単勝:780円 複勝:10=230円 12=210円 06=450円 枠連:1,990円",,,,,,,,,,,,"単勝:580円 複勝:10=220円 04=320円 02=220円 枠連:1,030円",,,,,,,,,,,,単勝:570円 複勝:09=180円 11=180円 06=190円 枠連:800円,,,,,,,,,,,
"馬連:9,650円 ワイド:02-04=2,040円 02-03=1,140円 03-04=990円",,,,,,,,,,,,"馬連:2,410円 ワイド:10-12=850円 06-10=2,380円 06-12=3,610円",,,,,,,,,,,,"馬連:2,970円 ワイド:04-10=1,070円 02-10=850円 02-04=850円",,,,,,,,,,,,"馬連:1,130円 ワイド:09-11=470円 06-09=520円 06-11=490円",,,,,,,,,,,
"馬単:21,510円 3連複:11,930円",,,,,,,,,,,,"馬単:5,240円 3連複:30,870円",,,,,,,,,,,,"馬単:6,090円 3連複:5,020円",,,,,,,,,,,,"馬単:1,860円 3連複:1,830円 3連単:10,380円",,,,,,,,,,,
■ 3R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 6R  ダ1000m 4歳上500万 別定,,,,,,,,,,,,■ 9R  芝1200m 4歳上500万(混) 別定,,,,,,,,,,,,■12R  ダ1700m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,早鞆特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｂショウナンハイギア, 60,藤岡  ,, 61,  -1,*  0, 1,  2.8,③④④, 1, 4,Ａアップルマティｰニ, 73,ルメｰ,, 72,*  9,   0, 1,  1.4,①①①, 1,15,Ｄストｰンブリッジ, 66,武幸  ,, 76,* 10,   4, 6, 12.7,③③③, 1,15,Ｊセフティｰステｰジ, 72,河北  ,, 77,  -7,* 20, 6, 18.1,③③②
 2, 8,Ｐフラワｰパス, 33,モンテ, 0.2, 58,*  2,  -6,10, 52.1,②②②, 2, 2,Ｅアグネスケイオｰ, 60,藤岡  , 0.3, 64,  -3,*  6, 5, 16.5,⑩⑨⑦, 2, 2,Ｍアグネスボｰイ, 59,ルメｰ, 0.0, 75,* 12,   0, 2,  3.6,①①②, 2,12,Ｋグランドサファイヤ, 71,中谷  , 0.1, 70,* -7,  15,11, 86.5,①①①
 3,17,Ｈマルブツクロフネ, 47,中舘  , 0.3, 57,*  1,  -6, 8, 28.1,③③②, 3, 5,Ｇアルファキャスパｰ, 58,田辺  , 0.4, 63,   1,   2, 3, 11.3,⑤④⑤, 3,14,Ｊマグナムカフェ, 62,小島一, 0.2, 68,*  8,  -1,10, 42.6,③③③, 3, 7,Ａラバグルｰト, 79,ルメｰ, 0.6, 70,  -8,  17, 1,  1.8,⑦⑥⑥
 4, 1,Ｉシゲルキタハマ, 45,角田  , 0.3, 57,*  4,  -9, 7, 18.1,①①①, 4,14,Ｆタイセイドラゴン, 59,北村浩, 0.6, 58,  -3,   0, 9, 68.6,⑨⑧⑦, 4,12,Ｈラガｰマイラｰ, 63,赤木  , 0.3, 69,   0,   8, 4,  8.3,⑩⑧⑦, 4,10,Ｇスズカジョリｰズ, 74,武幸  , 0.9, 69,  -9,  17, 3,  8.2,⑧⑧⑦
 5, 5,Ｊアケｰディア, 43,芹沢  , 0.5, 52,  -7,* -2,14,129.4,⑧⑨⑦, 5,12,Ｉマイネルスペリオル, 55,中舘  , 0.7, 58,  -7,*  4, 6, 36.3,⑪⑫⑩, 5, 4,Ｏロｰズギャラリｰ, 58,モンテ, 0.4, 71,* 13,  -5,11, 42.8,②②①, 5, 6,Ｂケイエススプリング, 76,松田  , 0.9, 62,  -8,  13, 5, 11.9,③③④
 6, 3,Ｃシルバｰトレイン, 54,ルメｰ, 0.5, 52,  -2,  -6, 2,  2.9,③④④, 6, 3,Ｄドルフィンゴｰルド, 63,中村将, 0.9, 55,   2,  -6, 4, 15.4,④④③, 6, 3,Ｇミヨノドリｰム, 63,鹿戸  , 0.5, 62, -16,* 21,12, 43.6,⑱⑱⑯, 6, 4,Ｈタガノコマンダｰ, 73,飯田  , 1.1, 65, -11,  15, 4, 10.2,⑧⑧⑦
 7,11,Ｅスプリングザスパ, 49,柄崎  , 0.8, 47,  -9,  -5, 5, 11.1,⑭⑩⑩, 7, 8,Ｌサンエムワｰルド, 49,生野  , 1.0, 59,*  8, -11,11, 79.1,①②②, 7,16,Ｉロイヤルオｰキッド, 62,佐藤聖, 0.5, 60,  -7,   8,13, 49.2,⑪⑩⑩, 7,11,Ｃホｰマンオブジェ, 75,大西  , 1.1, 67, -10,  16, 2,  5.3,⑩⑧⑩
 8, 4,Ａブラックサベｰジ, 61,中村将, 0.8, 44,  -3, -14, 3,  9.3,③④④, 8,10,Ｂカレンママ, 71,塚田  , 1.1, 55,*  5, -10, 2,  5.6,①③③, 8, 1,Ｐフサイチエｰシック, 58,大西  , 0.5, 66,   7,  -1, 5, 10.1,⑤⑤⑤, 8, 8,Ｌレイルバｰド, 71,鹿戸  , 1.2, 57,  -8,   9, 7, 23.6,⑤③④
 9,15,Ｆメイショウイゴッソ, 49,飯田  , 0.9, 44, -10,  -5, 4,  9.6,⑭⑬⑭, 9, 9,Ｎシルクアンフィニ, 43,二本柳, 1.3, 50,  -5,  -4,13,157.3,⑪⑨⑩, 9, 6,Ｂトｰセンエタニティ, 69,加藤士, 0.5, 57, -13,* 14,16, 80.2,⑯⑮⑯, 9, 5,Ｆウインプログレス, 74,川田  , 1.2, 65, -12,  16, 8, 35.5,⑩⑪⑩
10, 6,Ｄクリノジャンファン, 51,塚田  , 1.1, 38, -13, -10, 6, 15.4,⑫⑬⑪,10,13,Ｃミッドキャロル, 64,川田  , 1.3, 51,   1,  -8, 8, 64.6,⑤④⑤,10,17,Ａテンシノダンス, 73,中村将, 0.6, 59,  -7,   7, 1,  3.5,⑭⑩⑩,10, 9,Ｅグリシｰナ, 74,鈴来  , 1.4, 61, -12,  14,10, 65.3,⑩⑪⑩
11,14,Ｌエサオマン, 37,川田  , 1.1, 41,  -5, -15,12, 95.6,⑦⑦⑦,11, 6,Ｈシャイニｰファスト, 56,西田  , 1.4, 49, -10,  -2,10, 77.0,⑬⑬⑩,11,10,Ｋロｰレルスパｰク, 61,藤岡  , 0.7, 60, -11,* 13, 8, 36.5,⑭⑮⑫,11, 2,Ｍタイキウォリアｰ, 70,芹沢  , 1.5, 64, -16,* 17,12, 88.2,⑭⑭⑭
12,10,Ｋマッキｰゼネラル, 38,畑端  , 1.4, 37, -15,  -8,15,147.8,⑯⑯⑬,12, 7,Ｊタマワｰルド, 55,柄崎  , 1.4, 50,   1,  -9, 7, 43.4,⑤④⑦,12, 7,Ｅアルシャトル, 65,中舘  , 0.7, 61,   2,   1, 3,  7.9,⑦⑧⑨,12,13,Ｏナリタレインボウ, 63,角田  , 1.5, 53,* -7,   4, 9, 44.9,②②②
13,16,Ｎマルフクブリジャン, 34,赤木  , 1.4, 32, -28,*  5,11, 78.2,⑰⑰⑰,13, 1,Ｍマスカレｰド, 43,嘉藤  , 1.6, 44, -11,  -3,14,242.5,⑬⑬⑭,13,13,Ｎカチグセ, 59,二本柳, 1.0, 58,   3,  -5,17,151.1,⑥⑦⑦,13,14,Ｄシルクデスペラｰド, 75,北村浩, 1.6, 53, -10,   7,13,107.5,⑤⑥⑦
14, 7,Ｍシゲルダイショウ, 36,鮫島良, 1.5, 32,  -6, -22,13,114.8,⑧⑦⑦,14,11,Ｋメイショウハルカ, 51,高橋亮, 1.7, 44,  -5,  -8,12,103.2,⑤⑨⑬,14,11,Ｌノｰブルレディ, 60,田辺  , 1.1, 54, -11,   7,15, 70.4,⑯⑮⑫,14, 1,Ｎメイテツ, 66,高野和, 1.6, 55, -13,  11,14,243.3,⑩⑪⑩
15,12,Ｇミキノオペレッタ, 49,佐久間, 1.8, 27, -11, -22, 9, 46.2,⑪⑩⑪,,,,,,,,,,,,,15,18,Ｑトウジュ, 57,柄崎  , 1.1, 58,   5,  -8,18,248.8,⑦⑥⑤,,,,,,,,,,,,
16,13,Ｑワンダｰヘクタｰ, 27,野元  , 2.1, 24,  -9, -25,17,442.4,⑫⑩⑭,,,,,,,,,,,,,16, 8,Ｒリスティアエｰデル, 54,中谷  , 1.2, 51,  -8,   2,14, 68.3,⑬⑬⑮,,,,,,,,,,,,
17, 2,Ｏケイエスヨシキ, 34,難波  , 2.4, 20, -10, -28,16,199.7,⑧⑬⑭,,,,,,,,,,,,,17, 5,Ｃフェイティドロット, 68,生野  , 1.3, 46,  -8,  -2, 9, 38.5,⑪⑬⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18, 9,Ｆテイエムジャンヌ, 65,田嶋翔, 1.5, 47,  -5,  -5, 7, 13.6,⑦⑩⑫,,,,,,,,,,,,
ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-5),,,,,,,,,,,
